Inverter_Test_ID,Switching_Frequency_kHz,Inverter_Junction_Temp_C,Motor_Speed_RPM,Power_Switching_Loss_W,Inverter_Efficiency_pct,Operating_Regime
HYUNDAI-E-GMP-2961,9.4,90.6,10854,614.5,96.65,Thermal Derating Required
HYUNDAI-E-GMP-2962,22.4,48.3,10028,702.1,96.34,Thermal Derating Required
HYUNDAI-E-GMP-2963,14.8,77.4,8869,684.1,96.41,Thermal Derating Required
HYUNDAI-E-GMP-2964,13.4,81.7,9636,626.2,96.61,Thermal Derating Required
HYUNDAI-E-GMP-2965,8.6,74.9,2301,500.3,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2966,9.6,86.2,4209,546.8,96.89,Thermal Derating Required
HYUNDAI-E-GMP-2967,18.8,60.2,5608,613.8,96.65,Thermal Derating Required
HYUNDAI-E-GMP-2968,21.2,80.7,15002,855.0,95.81,Thermal Derating Required
HYUNDAI-E-GMP-2969,17.2,51.3,5378,538.0,96.92,Thermal Derating Required
HYUNDAI-E-GMP-2970,24.0,45.5,14781,779.3,96.07,Thermal Derating Required
HYUNDAI-E-GMP-2971,13.9,55.5,5494,549.7,96.88,Thermal Derating Required
HYUNDAI-E-GMP-2972,10.0,53.5,10031,525.2,96.96,Thermal Derating Required
HYUNDAI-E-GMP-2973,12.8,47.0,7061,497.7,97.06,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2974,16.7,85.7,1919,712.4,96.31,Thermal Derating Required
HYUNDAI-E-GMP-2975,15.8,72.7,1460,577.4,96.78,Thermal Derating Required
HYUNDAI-E-GMP-2976,16.7,52.8,4289,550.8,96.87,Thermal Derating Required
HYUNDAI-E-GMP-2977,22.3,64.4,10753,769.4,96.11,Thermal Derating Required
HYUNDAI-E-GMP-2978,16.4,59.9,15896,659.6,96.49,Thermal Derating Required
HYUNDAI-E-GMP-2979,13.6,54.7,2808,521.1,96.98,Thermal Derating Required
HYUNDAI-E-GMP-2980,15.3,45.3,11161,579.8,96.77,Thermal Derating Required
HYUNDAI-E-GMP-2981,19.4,57.0,5268,680.9,96.42,Thermal Derating Required
HYUNDAI-E-GMP-2982,22.2,82.8,1485,754.0,96.16,Thermal Derating Required
HYUNDAI-E-GMP-2983,17.4,72.5,2575,676.3,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2984,19.9,77.7,7890,772.5,96.1,Thermal Derating Required
HYUNDAI-E-GMP-2985,17.1,94.3,4130,735.6,96.23,Thermal Derating Required
HYUNDAI-E-GMP-2986,17.5,89.6,8673,751.9,96.17,Thermal Derating Required
HYUNDAI-E-GMP-2987,18.1,64.2,6349,657.5,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2988,20.5,73.3,13023,782.0,96.06,Thermal Derating Required
HYUNDAI-E-GMP-2989,19.2,51.0,1777,630.3,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2990,19.2,71.5,2996,670.9,96.45,Thermal Derating Required
HYUNDAI-E-GMP-2991,14.4,78.4,15605,740.3,96.21,Thermal Derating Required
HYUNDAI-E-GMP-2992,13.4,93.5,9434,705.8,96.33,Thermal Derating Required
HYUNDAI-E-GMP-2993,22.6,91.9,14218,969.9,95.41,Thermal Derating Required
HYUNDAI-E-GMP-2994,9.7,55.8,14027,479.1,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2995,9.9,92.4,11126,651.7,96.52,Thermal Derating Required
HYUNDAI-E-GMP-2996,9.2,73.8,12424,579.7,96.77,Thermal Derating Required
HYUNDAI-E-GMP-2997,23.1,59.1,5776,728.0,96.25,Thermal Derating Required
HYUNDAI-E-GMP-2998,21.0,81.5,5345,795.9,96.01,Thermal Derating Required
HYUNDAI-E-GMP-2999,18.2,91.2,7579,789.0,96.04,Thermal Derating Required
HYUNDAI-E-GMP-3000,15.2,59.5,15376,601.2,96.7,Thermal Derating Required
HYUNDAI-E-GMP-3001,12.6,77.4,8131,631.0,96.59,Thermal Derating Required
HYUNDAI-E-GMP-3002,21.5,69.9,13284,793.3,96.02,Thermal Derating Required
HYUNDAI-E-GMP-3003,16.8,63.4,4993,605.4,96.68,Thermal Derating Required
HYUNDAI-E-GMP-3004,20.0,81.1,10455,814.6,95.95,Thermal Derating Required
HYUNDAI-E-GMP-3005,10.9,72.1,11314,584.6,96.75,Thermal Derating Required
HYUNDAI-E-GMP-3006,20.6,83.8,10153,817.8,95.94,Thermal Derating Required
HYUNDAI-E-GMP-3007,13.1,72.5,3897,606.1,96.68,Thermal Derating Required
HYUNDAI-E-GMP-3008,14.8,49.5,13835,581.7,96.76,Thermal Derating Required
HYUNDAI-E-GMP-3009,9.8,79.8,3426,571.2,96.8,Thermal Derating Required
HYUNDAI-E-GMP-3010,21.1,60.2,14349,783.1,96.06,Thermal Derating Required
HYUNDAI-E-GMP-3011,17.8,92.1,10072,815.0,95.95,Thermal Derating Required
HYUNDAI-E-GMP-3012,23.8,55.3,6272,719.2,96.28,Thermal Derating Required
HYUNDAI-E-GMP-3013,9.3,51.8,5452,427.8,97.3,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3014,10.4,46.0,7584,429.0,97.3,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3015,14.0,84.4,3192,625.7,96.61,Thermal Derating Required
HYUNDAI-E-GMP-3016,16.4,61.4,3830,623.2,96.62,Thermal Derating Required
HYUNDAI-E-GMP-3017,15.1,93.6,14419,799.8,96.0,Thermal Derating Required
HYUNDAI-E-GMP-3018,19.9,53.0,2561,616.9,96.64,Thermal Derating Required
HYUNDAI-E-GMP-3019,17.4,60.5,15965,629.8,96.6,Thermal Derating Required
HYUNDAI-E-GMP-3020,18.1,82.6,14523,839.7,95.86,Thermal Derating Required
HYUNDAI-E-GMP-3021,9.2,74.5,5523,499.8,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3022,17.1,58.6,13418,669.9,96.46,Thermal Derating Required
HYUNDAI-E-GMP-3023,15.6,51.6,2189,535.4,96.93,Thermal Derating Required
HYUNDAI-E-GMP-3024,8.4,84.7,8020,544.4,96.89,Thermal Derating Required
HYUNDAI-E-GMP-3025,10.8,90.2,11425,645.8,96.54,Thermal Derating Required
HYUNDAI-E-GMP-3026,18.7,80.1,14266,816.0,95.94,Thermal Derating Required
HYUNDAI-E-GMP-3027,10.0,71.5,4340,489.5,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3028,11.6,54.0,11208,507.2,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3029,23.6,57.1,6947,743.1,96.2,Thermal Derating Required
HYUNDAI-E-GMP-3030,14.8,91.9,12577,727.7,96.25,Thermal Derating Required
HYUNDAI-E-GMP-3031,23.5,81.1,1427,765.7,96.12,Thermal Derating Required
HYUNDAI-E-GMP-3032,22.7,66.3,2628,725.4,96.26,Thermal Derating Required
HYUNDAI-E-GMP-3033,12.0,47.5,11847,540.3,96.91,Thermal Derating Required
HYUNDAI-E-GMP-3034,18.0,60.2,11847,719.6,96.28,Thermal Derating Required
HYUNDAI-E-GMP-3035,10.0,77.3,2700,567.1,96.82,Thermal Derating Required
HYUNDAI-E-GMP-3036,23.1,93.6,5542,859.8,95.79,Thermal Derating Required
HYUNDAI-E-GMP-3037,21.8,80.7,3047,742.9,96.2,Thermal Derating Required
HYUNDAI-E-GMP-3038,22.9,58.4,12469,792.4,96.03,Thermal Derating Required
HYUNDAI-E-GMP-3039,16.1,73.9,6631,644.2,96.55,Thermal Derating Required
HYUNDAI-E-GMP-3040,10.3,76.0,8316,565.6,96.82,Thermal Derating Required
HYUNDAI-E-GMP-3041,13.0,62.1,6907,521.8,96.97,Thermal Derating Required
HYUNDAI-E-GMP-3042,15.8,60.5,10610,664.6,96.47,Thermal Derating Required
HYUNDAI-E-GMP-3043,10.9,62.6,5390,477.9,97.13,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3044,19.2,69.7,14303,776.6,96.08,Thermal Derating Required
HYUNDAI-E-GMP-3045,16.2,90.3,11524,760.2,96.14,Thermal Derating Required
HYUNDAI-E-GMP-3046,20.3,46.1,15002,638.6,96.57,Thermal Derating Required
HYUNDAI-E-GMP-3047,17.7,80.7,7288,772.6,96.1,Thermal Derating Required
HYUNDAI-E-GMP-3048,21.7,84.5,1669,771.0,96.1,Thermal Derating Required
HYUNDAI-E-GMP-3049,20.9,92.8,5160,821.5,95.92,Thermal Derating Required
HYUNDAI-E-GMP-3050,14.1,50.7,6764,520.6,96.98,Thermal Derating Required
HYUNDAI-E-GMP-3051,17.8,73.6,10914,713.6,96.3,Thermal Derating Required
HYUNDAI-E-GMP-3052,21.1,51.9,11149,672.2,96.45,Thermal Derating Required
HYUNDAI-E-GMP-3053,19.7,58.6,2432,605.3,96.68,Thermal Derating Required
HYUNDAI-E-GMP-3054,15.0,47.3,5683,523.6,96.97,Thermal Derating Required
HYUNDAI-E-GMP-3055,21.5,93.8,4203,852.4,95.82,Thermal Derating Required
HYUNDAI-E-GMP-3056,14.9,63.5,6397,591.1,96.73,Thermal Derating Required
HYUNDAI-E-GMP-3057,23.4,58.1,2935,673.0,96.44,Thermal Derating Required
HYUNDAI-E-GMP-3058,21.4,75.0,3799,778.2,96.08,Thermal Derating Required
HYUNDAI-E-GMP-3059,21.6,73.9,6933,789.2,96.04,Thermal Derating Required
HYUNDAI-E-GMP-3060,19.0,62.3,15622,725.6,96.26,Thermal Derating Required
HYUNDAI-E-GMP-3061,18.7,67.2,11835,764.8,96.12,Thermal Derating Required
HYUNDAI-E-GMP-3062,8.4,78.6,9689,542.7,96.9,Thermal Derating Required
HYUNDAI-E-GMP-3063,16.6,80.2,13847,743.0,96.2,Thermal Derating Required
HYUNDAI-E-GMP-3064,15.5,80.8,3769,699.9,96.35,Thermal Derating Required
HYUNDAI-E-GMP-3065,16.7,71.1,9643,685.1,96.4,Thermal Derating Required
HYUNDAI-E-GMP-3066,22.1,83.6,11397,845.9,95.84,Thermal Derating Required
HYUNDAI-E-GMP-3067,18.3,79.2,8352,734.0,96.23,Thermal Derating Required
HYUNDAI-E-GMP-3068,18.0,66.9,8174,688.6,96.39,Thermal Derating Required
HYUNDAI-E-GMP-3069,16.5,90.0,10123,726.7,96.26,Thermal Derating Required
HYUNDAI-E-GMP-3070,15.4,78.6,8008,677.7,96.43,Thermal Derating Required
HYUNDAI-E-GMP-3071,13.3,83.0,4748,653.4,96.51,Thermal Derating Required
HYUNDAI-E-GMP-3072,11.8,63.2,6770,502.6,97.04,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3073,9.4,68.3,8432,533.8,96.93,Thermal Derating Required
HYUNDAI-E-GMP-3074,21.0,88.2,6844,834.9,95.88,Thermal Derating Required
HYUNDAI-E-GMP-3075,20.5,63.8,2040,649.6,96.53,Thermal Derating Required
HYUNDAI-E-GMP-3076,18.6,54.7,9335,631.0,96.59,Thermal Derating Required
HYUNDAI-E-GMP-3077,12.1,77.6,1666,522.3,96.97,Thermal Derating Required
HYUNDAI-E-GMP-3078,20.7,87.4,9737,803.2,95.99,Thermal Derating Required
HYUNDAI-E-GMP-3079,22.8,90.0,7943,867.6,95.76,Thermal Derating Required
HYUNDAI-E-GMP-3080,11.3,91.4,12409,670.0,96.45,Thermal Derating Required
HYUNDAI-E-GMP-3081,17.6,73.8,14937,751.2,96.17,Thermal Derating Required
HYUNDAI-E-GMP-3082,21.5,70.1,8343,734.8,96.23,Thermal Derating Required
HYUNDAI-E-GMP-3083,13.0,61.6,6028,565.5,96.82,Thermal Derating Required
HYUNDAI-E-GMP-3084,18.0,47.8,13725,626.2,96.61,Thermal Derating Required
HYUNDAI-E-GMP-3085,21.7,45.2,7221,660.5,96.49,Thermal Derating Required
HYUNDAI-E-GMP-3086,15.6,71.7,13567,689.1,96.39,Thermal Derating Required
HYUNDAI-E-GMP-3087,14.0,46.0,8362,536.5,96.92,Thermal Derating Required
HYUNDAI-E-GMP-3088,11.2,92.9,4324,611.2,96.66,Thermal Derating Required
HYUNDAI-E-GMP-3089,9.2,46.3,7644,387.1,97.45,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3090,11.2,64.4,13395,580.4,96.77,Thermal Derating Required
HYUNDAI-E-GMP-3091,13.9,53.8,5486,496.1,97.06,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3092,14.0,55.8,11479,602.4,96.69,Thermal Derating Required
HYUNDAI-E-GMP-3093,9.5,93.0,5124,605.4,96.68,Thermal Derating Required
HYUNDAI-E-GMP-3094,8.9,82.3,6113,557.1,96.85,Thermal Derating Required
HYUNDAI-E-GMP-3095,21.7,82.4,1568,743.7,96.2,Thermal Derating Required
HYUNDAI-E-GMP-3096,16.4,45.9,15330,572.2,96.8,Thermal Derating Required
HYUNDAI-E-GMP-3097,23.5,45.5,4176,638.0,96.57,Thermal Derating Required
HYUNDAI-E-GMP-3098,15.3,78.8,14180,712.9,96.3,Thermal Derating Required
HYUNDAI-E-GMP-3099,20.1,71.9,14138,785.1,96.05,Thermal Derating Required
HYUNDAI-E-GMP-3100,19.2,56.8,11485,710.4,96.31,Thermal Derating Required
HYUNDAI-E-GMP-3101,23.2,90.7,15197,935.7,95.52,Thermal Derating Required
HYUNDAI-E-GMP-3102,19.6,83.8,9085,754.6,96.16,Thermal Derating Required
HYUNDAI-E-GMP-3103,22.7,62.2,11679,825.2,95.91,Thermal Derating Required
HYUNDAI-E-GMP-3104,17.9,87.1,3038,729.5,96.25,Thermal Derating Required
HYUNDAI-E-GMP-3105,20.8,74.5,8430,729.5,96.25,Thermal Derating Required
HYUNDAI-E-GMP-3106,11.0,74.2,4930,548.6,96.88,Thermal Derating Required
HYUNDAI-E-GMP-3107,13.5,92.5,8495,715.9,96.29,Thermal Derating Required
HYUNDAI-E-GMP-3108,14.4,69.1,15008,699.7,96.35,Thermal Derating Required
HYUNDAI-E-GMP-3109,10.4,86.8,11180,661.4,96.49,Thermal Derating Required
HYUNDAI-E-GMP-3110,23.6,94.4,15229,927.3,95.55,Thermal Derating Required
HYUNDAI-E-GMP-3111,21.3,93.7,5562,833.2,95.88,Thermal Derating Required
HYUNDAI-E-GMP-3112,14.4,91.7,11615,717.6,96.29,Thermal Derating Required
HYUNDAI-E-GMP-3113,10.7,65.0,10422,575.0,96.79,Thermal Derating Required
HYUNDAI-E-GMP-3114,10.1,74.0,4927,571.4,96.8,Thermal Derating Required
HYUNDAI-E-GMP-3115,18.3,75.8,7442,769.0,96.11,Thermal Derating Required
HYUNDAI-E-GMP-3116,12.7,48.3,10098,509.3,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3117,8.6,46.3,2214,401.3,97.4,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3118,23.9,49.4,1212,662.3,96.48,Thermal Derating Required
HYUNDAI-E-GMP-3119,13.8,73.0,2055,576.1,96.78,Thermal Derating Required
HYUNDAI-E-GMP-3120,8.1,93.5,13195,628.1,96.6,Thermal Derating Required
HYUNDAI-E-GMP-3121,22.3,86.7,14959,888.5,95.69,Thermal Derating Required
HYUNDAI-E-GMP-3122,11.0,54.8,6793,479.4,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3123,18.6,69.7,13826,712.0,96.31,Thermal Derating Required
HYUNDAI-E-GMP-3124,12.5,78.0,5583,595.1,96.72,Thermal Derating Required
HYUNDAI-E-GMP-3125,22.4,65.6,12644,784.5,96.05,Thermal Derating Required
HYUNDAI-E-GMP-3126,23.3,90.7,2099,793.9,96.02,Thermal Derating Required
HYUNDAI-E-GMP-3127,20.2,52.7,6437,643.4,96.55,Thermal Derating Required
HYUNDAI-E-GMP-3128,8.4,77.8,6001,503.6,97.04,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3129,20.3,45.9,14288,694.5,96.37,Thermal Derating Required
HYUNDAI-E-GMP-3130,15.4,74.4,14173,708.8,96.32,Thermal Derating Required
HYUNDAI-E-GMP-3131,16.5,92.1,14075,822.4,95.92,Thermal Derating Required
HYUNDAI-E-GMP-3132,11.4,80.8,3093,571.9,96.8,Thermal Derating Required
HYUNDAI-E-GMP-3133,8.9,52.0,1178,419.1,97.33,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3134,13.3,86.6,10822,713.6,96.3,Thermal Derating Required
HYUNDAI-E-GMP-3135,9.2,82.2,1348,515.5,97.0,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3136,23.9,70.6,10236,834.5,95.88,Thermal Derating Required
HYUNDAI-E-GMP-3137,22.3,71.3,9554,796.3,96.01,Thermal Derating Required
HYUNDAI-E-GMP-3138,17.6,91.5,1693,707.9,96.32,Thermal Derating Required
HYUNDAI-E-GMP-3139,23.0,65.0,10916,759.0,96.14,Thermal Derating Required
HYUNDAI-E-GMP-3140,16.0,75.8,10781,707.7,96.32,Thermal Derating Required
HYUNDAI-E-GMP-3141,23.5,56.0,9981,744.5,96.19,Thermal Derating Required
HYUNDAI-E-GMP-3142,21.0,73.2,12448,810.2,95.96,Thermal Derating Required
HYUNDAI-E-GMP-3143,22.3,76.1,2445,750.7,96.17,Thermal Derating Required
HYUNDAI-E-GMP-3144,9.9,58.4,4342,432.2,97.29,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3145,11.4,92.4,14160,726.3,96.26,Thermal Derating Required
HYUNDAI-E-GMP-3146,11.5,45.0,14144,490.6,97.08,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3147,21.4,81.1,15800,852.7,95.82,Thermal Derating Required
HYUNDAI-E-GMP-3148,16.4,91.7,6282,776.4,96.08,Thermal Derating Required
HYUNDAI-E-GMP-3149,9.4,83.0,1812,481.3,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3150,8.9,46.7,10738,469.0,97.16,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3151,16.1,60.1,13068,704.1,96.34,Thermal Derating Required
HYUNDAI-E-GMP-3152,12.2,77.7,11342,616.8,96.64,Thermal Derating Required
HYUNDAI-E-GMP-3153,11.1,90.0,9432,609.3,96.67,Thermal Derating Required
HYUNDAI-E-GMP-3154,21.4,92.1,2060,810.7,95.96,Thermal Derating Required
HYUNDAI-E-GMP-3155,13.7,79.3,12200,723.4,96.27,Thermal Derating Required
HYUNDAI-E-GMP-3156,11.1,91.1,14116,714.7,96.3,Thermal Derating Required
HYUNDAI-E-GMP-3157,15.5,80.0,8698,717.1,96.29,Thermal Derating Required
HYUNDAI-E-GMP-3158,20.7,74.9,5202,777.5,96.08,Thermal Derating Required
HYUNDAI-E-GMP-3159,19.6,45.9,10677,647.9,96.53,Thermal Derating Required
HYUNDAI-E-GMP-3160,23.2,48.7,2291,580.1,96.77,Thermal Derating Required
HYUNDAI-E-GMP-3161,15.4,58.3,10595,608.6,96.67,Thermal Derating Required
HYUNDAI-E-GMP-3162,8.1,69.2,4566,457.9,97.2,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3163,22.4,81.5,3266,755.3,96.16,Thermal Derating Required
HYUNDAI-E-GMP-3164,20.5,63.4,9395,694.0,96.37,Thermal Derating Required
HYUNDAI-E-GMP-3165,18.2,68.3,13377,725.8,96.26,Thermal Derating Required
HYUNDAI-E-GMP-3166,23.0,49.8,12361,757.3,96.15,Thermal Derating Required
HYUNDAI-E-GMP-3167,15.1,82.9,15632,746.5,96.19,Thermal Derating Required
HYUNDAI-E-GMP-3168,10.2,60.8,12891,530.9,96.94,Thermal Derating Required
HYUNDAI-E-GMP-3169,14.7,88.5,8528,740.9,96.21,Thermal Derating Required
HYUNDAI-E-GMP-3170,19.3,65.3,12123,721.9,96.27,Thermal Derating Required
HYUNDAI-E-GMP-3171,8.3,84.1,5423,530.3,96.94,Thermal Derating Required
HYUNDAI-E-GMP-3172,9.5,87.0,2381,538.8,96.91,Thermal Derating Required
HYUNDAI-E-GMP-3173,9.1,66.2,4343,456.7,97.2,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3174,19.9,85.4,9745,794.1,96.02,Thermal Derating Required
HYUNDAI-E-GMP-3175,14.4,76.8,9910,656.4,96.5,Thermal Derating Required
HYUNDAI-E-GMP-3176,19.9,60.3,7776,694.1,96.37,Thermal Derating Required
HYUNDAI-E-GMP-3177,14.1,91.7,10114,737.7,96.22,Thermal Derating Required
HYUNDAI-E-GMP-3178,9.3,63.4,3963,505.2,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3179,13.7,53.0,3898,489.1,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3180,18.6,84.0,15112,817.2,95.94,Thermal Derating Required
HYUNDAI-E-GMP-3181,8.9,58.8,1136,425.7,97.31,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3182,9.9,65.5,6215,531.7,96.94,Thermal Derating Required
HYUNDAI-E-GMP-3183,23.2,54.9,9857,719.1,96.28,Thermal Derating Required
HYUNDAI-E-GMP-3184,12.1,59.9,2319,504.0,97.04,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3185,16.0,54.3,11390,628.9,96.6,Thermal Derating Required
HYUNDAI-E-GMP-3186,8.8,90.3,14320,649.7,96.53,Thermal Derating Required
HYUNDAI-E-GMP-3187,18.1,49.9,15526,683.7,96.41,Thermal Derating Required
HYUNDAI-E-GMP-3188,17.4,81.8,3244,679.5,96.42,Thermal Derating Required
HYUNDAI-E-GMP-3189,20.2,79.2,8425,785.9,96.05,Thermal Derating Required
HYUNDAI-E-GMP-3190,8.0,60.4,1754,411.3,97.36,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3191,11.3,61.3,10134,523.4,96.97,Thermal Derating Required
HYUNDAI-E-GMP-3192,14.3,74.7,15650,669.7,96.46,Thermal Derating Required
HYUNDAI-E-GMP-3193,18.9,84.8,4378,752.7,96.17,Thermal Derating Required
HYUNDAI-E-GMP-3194,20.4,88.1,8719,839.2,95.86,Thermal Derating Required
HYUNDAI-E-GMP-3195,16.2,72.2,14728,697.7,96.36,Thermal Derating Required
HYUNDAI-E-GMP-3196,23.6,49.9,10736,749.0,96.18,Thermal Derating Required
HYUNDAI-E-GMP-3197,16.0,51.8,2663,585.6,96.75,Thermal Derating Required
HYUNDAI-E-GMP-3198,12.3,46.5,13075,547.0,96.89,Thermal Derating Required
HYUNDAI-E-GMP-3199,17.5,63.9,12247,685.2,96.4,Thermal Derating Required
HYUNDAI-E-GMP-3200,20.9,59.2,5954,738.8,96.21,Thermal Derating Required
HYUNDAI-E-GMP-3201,17.8,83.8,3800,738.6,96.22,Thermal Derating Required
HYUNDAI-E-GMP-3202,11.0,46.2,11679,470.0,97.16,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3203,21.8,94.3,8295,876.5,95.73,Thermal Derating Required
HYUNDAI-E-GMP-3204,9.2,55.3,15384,547.8,96.88,Thermal Derating Required
HYUNDAI-E-GMP-3205,11.1,83.8,15502,692.7,96.38,Thermal Derating Required
HYUNDAI-E-GMP-3206,19.0,59.6,12883,688.9,96.39,Thermal Derating Required
HYUNDAI-E-GMP-3207,10.7,83.2,15830,708.5,96.32,Thermal Derating Required
HYUNDAI-E-GMP-3208,9.5,57.9,14837,483.9,97.11,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3209,20.7,82.7,11079,858.7,95.79,Thermal Derating Required
HYUNDAI-E-GMP-3210,20.3,85.8,8849,752.9,96.16,Thermal Derating Required
HYUNDAI-E-GMP-3211,11.2,91.1,12563,737.6,96.22,Thermal Derating Required
HYUNDAI-E-GMP-3212,15.3,51.1,2799,537.0,96.92,Thermal Derating Required
HYUNDAI-E-GMP-3213,16.3,58.9,15817,644.2,96.55,Thermal Derating Required
HYUNDAI-E-GMP-3214,14.3,89.5,8823,722.3,96.27,Thermal Derating Required
HYUNDAI-E-GMP-3215,12.5,53.5,4020,473.1,97.14,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3216,12.4,66.9,4564,601.0,96.7,Thermal Derating Required
HYUNDAI-E-GMP-3217,22.4,75.7,10353,793.0,96.02,Thermal Derating Required
HYUNDAI-E-GMP-3218,15.8,55.4,1661,500.9,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3219,19.7,72.2,6752,694.3,96.37,Thermal Derating Required
HYUNDAI-E-GMP-3220,10.6,53.8,11528,534.5,96.93,Thermal Derating Required
HYUNDAI-E-GMP-3221,8.9,80.7,10647,569.5,96.81,Thermal Derating Required
HYUNDAI-E-GMP-3222,20.9,92.3,13458,889.7,95.69,Thermal Derating Required
HYUNDAI-E-GMP-3223,18.7,48.9,7091,568.7,96.81,Thermal Derating Required
HYUNDAI-E-GMP-3224,8.2,86.4,6193,514.3,97.0,Thermal Derating Required
HYUNDAI-E-GMP-3225,12.3,56.2,15972,574.3,96.79,Thermal Derating Required
HYUNDAI-E-GMP-3226,12.9,93.5,15957,749.0,96.18,Thermal Derating Required
HYUNDAI-E-GMP-3227,19.6,68.0,4643,686.1,96.4,Thermal Derating Required
HYUNDAI-E-GMP-3228,16.9,72.5,14923,743.9,96.2,Thermal Derating Required
HYUNDAI-E-GMP-3229,8.6,49.3,10116,433.5,97.28,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3230,14.0,58.1,6923,548.2,96.88,Thermal Derating Required
HYUNDAI-E-GMP-3231,22.4,85.3,12104,911.1,95.61,Thermal Derating Required
HYUNDAI-E-GMP-3232,17.3,63.0,15106,665.0,96.47,Thermal Derating Required
HYUNDAI-E-GMP-3233,22.2,66.9,4711,737.5,96.22,Thermal Derating Required
HYUNDAI-E-GMP-3234,19.9,82.1,10675,760.4,96.14,Thermal Derating Required
HYUNDAI-E-GMP-3235,8.9,66.3,3003,474.8,97.14,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3236,14.7,79.3,8115,660.8,96.49,Thermal Derating Required
HYUNDAI-E-GMP-3237,20.8,73.6,12183,782.4,96.06,Thermal Derating Required
HYUNDAI-E-GMP-3238,23.5,75.4,6388,812.4,95.96,Thermal Derating Required
HYUNDAI-E-GMP-3239,14.7,50.7,3787,495.3,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3240,17.6,57.8,4286,651.8,96.52,Thermal Derating Required
HYUNDAI-E-GMP-3241,9.7,61.9,2760,467.7,97.16,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3242,21.4,77.3,10633,799.5,96.0,Thermal Derating Required
HYUNDAI-E-GMP-3243,23.6,75.2,5444,792.9,96.02,Thermal Derating Required
HYUNDAI-E-GMP-3244,12.7,61.3,5764,552.3,96.87,Thermal Derating Required
HYUNDAI-E-GMP-3245,17.8,61.5,7995,668.1,96.46,Thermal Derating Required
HYUNDAI-E-GMP-3246,12.3,80.6,7625,629.2,96.6,Thermal Derating Required
HYUNDAI-E-GMP-3247,19.9,94.5,11803,862.3,95.78,Thermal Derating Required
HYUNDAI-E-GMP-3248,11.3,71.9,15777,621.2,96.63,Thermal Derating Required
HYUNDAI-E-GMP-3249,17.7,67.1,3488,654.7,96.51,Thermal Derating Required
HYUNDAI-E-GMP-3250,12.9,81.9,6040,638.1,96.57,Thermal Derating Required
HYUNDAI-E-GMP-3251,14.6,51.6,14246,601.5,96.69,Thermal Derating Required
HYUNDAI-E-GMP-3252,17.9,53.8,14358,685.5,96.4,Thermal Derating Required
HYUNDAI-E-GMP-3253,18.0,86.5,7429,702.7,96.34,Thermal Derating Required
HYUNDAI-E-GMP-3254,14.7,52.9,4649,487.7,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-3255,13.0,67.4,3055,551.5,96.87,Thermal Derating Required
HYUNDAI-E-GMP-3256,16.8,83.7,1654,691.5,96.38,Thermal Derating Required
HYUNDAI-E-GMP-3257,23.2,52.3,15979,775.7,96.09,Thermal Derating Required
