Hydrogen_Trip_ID,Tank_Storage_Pressure_Bar,Ambient_Temp_C,PEM_Membrane_Humidity_pct,Fuel_Cell_Stack_Voltage_V,Anode_Purge_Interval_s,Fuel_Cell_Status
IVECO-H2-2939,209.6,-0.7,82.1,1.154,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2940,624.0,4.1,87.3,1.162,95,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2941,668.9,26.7,95.2,1.022,90,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2942,226.2,1.0,79.9,1.1,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2943,571.8,28.0,89.5,1.118,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2944,614.9,34.0,89.2,1.138,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2945,476.3,20.7,83.8,1.154,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2946,479.4,29.1,86.6,1.174,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2947,144.8,-9.1,78.1,1.071,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2948,120.7,22.8,76.0,1.056,171,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2949,592.4,-0.0,93.6,1.083,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2950,603.9,-9.0,89.7,1.101,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2951,235.4,-0.4,83.4,1.188,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2952,642.5,20.8,90.7,1.147,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2953,642.0,0.8,93.0,1.049,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2954,293.4,2.1,83.7,1.157,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2955,484.5,-5.9,87.1,1.193,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2956,557.5,11.1,90.3,1.099,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2957,621.2,-0.9,90.0,1.121,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2958,178.4,27.6,73.1,0.96,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2959,172.6,-1.0,81.2,1.133,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2960,377.1,18.0,83.8,1.163,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2961,513.6,-0.2,88.4,1.127,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2962,127.3,22.9,77.7,1.081,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2963,687.0,27.4,94.5,1.054,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2964,417.0,7.2,88.5,1.141,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2965,133.2,17.0,79.1,1.127,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2966,263.4,-4.2,84.5,1.161,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2967,366.6,-8.6,89.0,1.095,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2968,600.5,1.6,91.8,1.084,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2969,421.1,-2.0,89.0,1.149,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2970,173.1,6.6,75.7,1.011,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2971,632.8,13.1,93.7,1.057,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2972,321.0,13.8,87.3,1.161,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2973,654.5,7.0,90.0,1.128,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2974,436.0,-3.9,82.2,1.159,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2975,329.6,15.3,82.4,1.127,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2976,638.2,-8.5,94.8,1.016,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2977,566.0,33.7,92.9,1.067,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2978,600.7,32.1,90.2,1.107,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2979,562.3,-2.7,91.3,1.115,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2980,377.6,-3.5,82.7,1.127,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2981,583.9,32.7,87.5,1.126,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2982,476.4,22.5,82.5,1.157,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2983,441.7,0.6,83.6,1.145,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2984,178.2,-1.5,77.3,1.142,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2985,637.0,23.7,95.0,1.069,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2986,315.9,-3.4,83.7,1.146,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2987,327.8,15.7,85.3,1.148,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2988,158.3,24.2,81.2,1.122,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2989,507.2,23.8,90.7,1.112,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2990,319.7,-2.6,81.4,1.141,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2991,369.4,-2.3,80.4,1.152,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2992,492.8,-7.2,86.2,1.129,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2993,221.5,7.8,78.8,1.095,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2994,449.7,6.6,89.2,1.082,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2995,326.4,-1.5,87.2,1.16,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2996,256.3,17.7,82.7,1.138,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2997,233.1,4.3,83.9,1.15,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2998,474.0,28.9,88.7,1.119,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2999,360.8,28.5,82.9,1.108,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3000,425.6,-8.2,84.3,1.127,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3001,376.0,34.9,84.2,1.141,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3002,501.4,-2.1,91.8,1.089,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3003,533.7,-1.5,92.0,1.048,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3004,337.3,31.4,85.8,1.115,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3005,358.0,24.8,79.0,1.101,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3006,562.1,3.0,88.1,1.146,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3007,455.4,24.4,84.1,1.156,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3008,686.3,31.6,95.3,0.991,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3009,344.4,7.4,81.6,1.167,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3010,467.0,33.6,83.4,1.14,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3011,305.7,9.9,87.1,1.156,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3012,526.6,25.1,94.2,1.042,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3013,551.1,11.9,87.5,1.096,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3014,623.0,19.3,93.4,1.081,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3015,253.2,16.7,75.9,1.057,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3016,325.5,27.2,78.7,1.125,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3017,136.6,6.0,77.4,1.076,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3018,620.3,19.6,84.2,1.164,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3019,619.1,27.8,90.1,1.125,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3020,306.4,33.4,85.7,1.148,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3021,135.7,18.6,82.5,1.152,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3022,432.1,-1.8,84.7,1.119,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3023,554.9,-3.9,86.9,1.132,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3024,481.9,7.7,91.7,1.085,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3025,619.5,14.1,87.9,1.176,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3026,534.6,-8.3,86.4,1.162,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3027,344.5,29.3,82.0,1.143,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3028,128.7,1.9,76.8,1.063,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3029,597.2,-7.3,88.4,1.121,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3030,327.3,2.7,84.4,1.135,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3031,341.7,26.0,84.6,1.151,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3032,581.4,3.2,87.7,1.144,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3033,364.1,11.6,83.1,1.133,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3034,410.7,34.4,86.9,1.178,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3035,686.5,0.8,98.5,0.957,107,Membrane Flooding / Dryout Alert
IVECO-H2-3036,184.0,1.4,79.5,1.121,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3037,337.4,23.6,82.7,1.15,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3038,172.5,22.9,78.0,1.079,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3039,327.3,-1.9,81.4,1.127,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3040,341.3,16.8,84.9,1.142,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3041,585.0,2.3,88.4,1.106,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3042,661.8,20.9,94.4,1.048,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3043,310.0,11.2,82.2,1.116,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3044,310.5,23.1,82.3,1.139,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3045,207.9,30.2,79.6,1.091,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3046,178.8,33.2,82.5,1.128,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3047,342.3,16.9,85.5,1.206,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3048,443.3,12.1,85.3,1.165,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3049,338.0,31.9,86.1,1.167,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3050,181.9,29.2,82.4,1.123,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3051,120.4,28.1,77.3,1.118,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3052,536.6,-3.0,88.9,1.176,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3053,267.2,27.2,81.0,1.142,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3054,553.2,21.8,88.8,1.128,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3055,679.6,8.6,94.2,1.065,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3056,200.7,21.4,80.2,1.128,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3057,150.7,25.9,79.2,1.094,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3058,565.4,13.2,86.3,1.146,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3059,260.5,9.3,83.4,1.174,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3060,307.2,21.6,86.2,1.152,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3061,646.2,-5.9,94.2,1.101,98,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3062,658.0,-0.7,88.9,1.142,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3063,317.5,19.5,86.4,1.132,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3064,234.8,9.0,83.4,1.127,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3065,487.4,13.5,85.3,1.176,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3066,660.9,14.8,89.8,1.125,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3067,657.3,13.2,93.0,1.082,94,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3068,673.3,13.9,93.8,1.046,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3069,532.7,-9.8,83.8,1.148,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3070,513.0,16.1,88.2,1.131,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3071,340.4,27.3,83.7,1.122,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3072,629.9,-4.7,97.1,0.986,111,Membrane Flooding / Dryout Alert
IVECO-H2-3073,191.2,24.3,82.2,1.114,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3074,660.2,9.4,90.1,1.113,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3075,321.4,22.2,88.6,1.089,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3076,281.1,20.8,79.3,1.055,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3077,569.8,-1.4,90.7,1.116,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3078,263.4,11.5,87.9,1.127,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3079,149.8,34.9,81.9,1.14,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3080,452.3,-9.6,82.3,1.117,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3081,124.2,14.5,74.5,1.011,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3082,471.7,4.5,83.1,1.141,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3083,692.6,31.2,90.8,1.103,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3084,224.1,14.0,83.2,1.134,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3085,434.2,3.9,83.9,1.144,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3086,228.4,17.2,82.0,1.14,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3087,338.5,19.5,86.0,1.156,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3088,689.6,-2.3,93.4,1.083,98,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3089,368.1,12.7,87.9,1.14,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3090,513.7,31.8,91.2,1.093,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3091,434.2,4.7,82.3,1.145,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3092,377.1,5.9,87.8,1.152,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3093,247.1,-0.5,78.9,1.088,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3094,598.5,10.1,89.9,1.134,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3095,219.2,7.1,83.1,1.146,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3096,367.4,1.7,84.4,1.133,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3097,672.1,-8.4,94.6,1.078,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3098,193.1,20.6,79.6,1.104,171,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3099,453.0,27.9,89.3,1.133,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3100,490.3,-4.0,86.9,1.151,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3101,655.7,18.0,93.3,1.069,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3102,496.0,4.3,85.0,1.174,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3103,569.6,18.8,92.4,1.083,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3104,538.6,3.6,92.1,1.092,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3105,233.8,33.0,79.9,1.111,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3106,594.7,-7.9,86.3,1.117,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3107,659.1,33.4,92.2,1.101,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3108,632.7,-0.7,94.3,1.005,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3109,560.1,1.5,91.8,1.073,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3110,590.6,23.4,90.9,1.126,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3111,636.4,1.9,92.0,1.093,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3112,434.4,35.0,89.6,1.123,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3113,590.8,-2.5,89.7,1.147,95,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3114,477.3,23.5,90.4,1.105,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3115,553.4,34.5,87.2,1.132,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3116,409.2,-7.0,85.0,1.133,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3117,122.7,-8.7,75.8,1.027,178,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3118,254.1,16.8,82.0,1.138,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3119,296.7,-5.3,84.0,1.131,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3120,206.4,34.2,77.9,1.092,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3121,372.6,-9.9,82.9,1.153,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3122,181.8,19.8,79.1,1.118,169,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3123,375.7,21.1,88.3,1.147,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3124,670.3,6.0,94.9,1.022,93,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3125,433.8,17.1,93.4,1.016,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3126,423.5,17.1,79.7,1.156,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3127,248.1,15.2,81.3,1.151,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3128,139.8,-8.7,73.2,0.962,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3129,494.2,12.3,88.8,1.126,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3130,411.0,33.5,85.4,1.179,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3131,120.7,-3.0,85.2,1.129,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3132,220.3,21.6,82.5,1.141,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3133,460.7,-7.9,89.0,1.167,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3134,484.1,25.0,89.0,1.152,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3135,594.9,14.0,83.5,1.205,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3136,498.3,28.5,88.8,1.149,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3137,225.6,21.8,79.4,1.103,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3138,534.5,28.4,89.6,1.128,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3139,160.2,8.7,76.6,1.077,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3140,507.4,29.5,86.1,1.14,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3141,615.1,18.1,92.4,1.082,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3142,198.1,10.6,78.7,1.09,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3143,198.4,25.2,82.4,1.168,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3144,620.6,-7.2,84.9,1.121,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3145,511.5,2.2,98.1,0.932,120,Membrane Flooding / Dryout Alert
IVECO-H2-3146,330.0,32.8,82.3,1.133,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3147,461.4,-8.5,86.9,1.113,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3148,309.5,-2.1,78.2,1.101,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3149,283.3,17.5,85.9,1.174,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3150,363.4,-9.2,81.9,1.137,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3151,608.1,0.3,91.3,1.144,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3152,131.7,-6.1,80.3,1.077,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3153,200.0,24.2,74.0,1.024,171,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3154,224.3,-6.5,82.8,1.16,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3155,243.3,-1.8,81.8,1.147,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3156,332.1,-3.8,85.0,1.143,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3157,433.7,-1.0,84.7,1.148,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3158,595.4,9.9,87.7,1.138,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3159,508.4,-2.5,85.7,1.141,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3160,424.3,23.7,86.2,1.171,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3161,515.0,30.5,85.3,1.134,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3162,432.2,3.7,88.7,1.151,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3163,425.8,28.3,83.5,1.141,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3164,285.8,9.4,79.8,1.144,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3165,386.9,-1.0,79.1,1.099,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3166,308.4,27.4,84.6,1.144,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3167,529.5,-9.2,92.1,1.107,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3168,283.1,32.3,83.1,1.129,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3169,692.4,13.1,94.3,1.022,93,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3170,231.7,14.3,78.8,1.114,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3171,294.2,8.9,86.5,1.193,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3172,504.7,34.8,90.6,1.134,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3173,129.1,13.9,75.6,1.032,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3174,378.5,11.8,82.9,1.134,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3175,617.6,-9.2,92.9,1.056,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3176,673.1,1.6,92.4,1.107,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3177,258.5,9.2,82.4,1.135,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3178,238.5,30.7,78.0,1.095,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3179,353.0,29.6,80.0,1.123,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3180,127.1,17.9,80.3,1.124,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3181,136.0,6.0,82.7,1.129,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3182,439.7,27.8,81.7,1.137,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3183,644.7,-3.0,91.9,1.099,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3184,324.4,31.7,85.2,1.155,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3185,259.3,4.3,82.5,1.14,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3186,199.2,27.5,83.0,1.15,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3187,537.6,34.6,92.6,1.06,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3188,441.1,28.9,85.0,1.175,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3189,206.2,3.6,82.2,1.151,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3190,182.8,22.1,79.8,1.117,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3191,657.9,33.1,94.3,0.996,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3192,200.7,0.1,80.8,1.148,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3193,465.5,-6.5,82.4,1.14,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3194,570.6,-1.3,93.1,1.062,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3195,677.0,6.6,84.7,1.152,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3196,126.6,25.2,71.7,0.965,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3197,304.2,26.5,82.8,1.123,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3198,694.1,-7.5,94.5,1.024,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3199,453.6,32.0,85.7,1.132,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3200,179.2,-1.1,77.4,1.076,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3201,196.2,0.2,78.4,1.083,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3202,172.5,12.9,73.0,0.983,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3203,166.1,23.0,75.7,1.032,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3204,159.7,-7.8,76.8,1.096,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3205,352.4,31.3,89.1,1.125,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3206,236.0,5.2,79.4,1.115,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3207,623.8,1.9,88.5,1.138,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3208,591.5,30.6,87.9,1.158,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3209,526.0,7.2,90.2,1.073,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3210,124.8,-0.6,79.0,1.124,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3211,458.3,2.5,81.9,1.11,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3212,340.1,6.6,82.4,1.188,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3213,528.3,18.7,85.3,1.138,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3214,530.4,31.2,88.9,1.14,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3215,569.1,6.0,86.9,1.12,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3216,560.9,24.7,85.9,1.128,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3217,606.6,11.3,89.1,1.132,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3218,162.7,-3.1,84.5,1.143,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3219,131.8,14.6,74.6,1.047,171,Optimal Fuel Cell Proton Conductivity
IVECO-H2-3220,359.4,33.6,86.5,1.131,151,Optimal Fuel Cell Proton Conductivity
