Shift_Event_ID,Gear_Transition,Engine_Torque_Nm,Clutch_Slip_Duration_ms,Slip_Energy_Dissipated_J,Shift_Quality
ZF-8HP-3472,6 -> 7,621.0,77.4,4051.5,Smooth Fast Shift (<80ms)
ZF-8HP-3473,1 -> 2,616.3,86.3,5636.0,Smooth Fast Shift (<80ms)
ZF-8HP-3474,6 -> 7,463.3,68.2,2573.5,Smooth Fast Shift (<80ms)
ZF-8HP-3475,2 -> 3,438.4,59.6,3078.1,Smooth Fast Shift (<80ms)
ZF-8HP-3476,5 -> 6,628.7,87.6,6225.5,Smooth Fast Shift (<80ms)
ZF-8HP-3477,3 -> 4,600.5,93.2,6357.5,Smooth Fast Shift (<80ms)
ZF-8HP-3478,7 -> 8,619.0,88.1,6468.5,Smooth Fast Shift (<80ms)
ZF-8HP-3479,6 -> 7,346.0,67.3,1886.6,Smooth Fast Shift (<80ms)
ZF-8HP-3480,1 -> 2,546.8,82.8,5152.2,Smooth Fast Shift (<80ms)
ZF-8HP-3481,2 -> 3,468.6,82.9,3889.4,Smooth Fast Shift (<80ms)
ZF-8HP-3482,5 -> 6,226.4,61.0,1150.1,Smooth Fast Shift (<80ms)
ZF-8HP-3483,4 -> 5,391.7,62.2,2892.1,Smooth Fast Shift (<80ms)
ZF-8HP-3484,5 -> 6,519.5,86.8,4519.8,Smooth Fast Shift (<80ms)
ZF-8HP-3485,1 -> 2,620.8,93.5,6815.5,Smooth Fast Shift (<80ms)
ZF-8HP-3486,3 -> 4,433.4,72.8,2737.6,Smooth Fast Shift (<80ms)
ZF-8HP-3487,3 -> 4,500.2,76.9,4535.5,Smooth Fast Shift (<80ms)
ZF-8HP-3488,6 -> 7,251.1,56.1,1155.9,Smooth Fast Shift (<80ms)
ZF-8HP-3489,2 -> 3,378.6,74.2,2473.7,Smooth Fast Shift (<80ms)
ZF-8HP-3490,7 -> 8,503.8,80.3,4722.7,Smooth Fast Shift (<80ms)
ZF-8HP-3491,1 -> 2,362.4,85.9,3308.3,Smooth Fast Shift (<80ms)
ZF-8HP-3492,3 -> 4,312.9,62.4,2301.2,Smooth Fast Shift (<80ms)
ZF-8HP-3493,2 -> 3,336.3,69.0,2183.5,Smooth Fast Shift (<80ms)
ZF-8HP-3494,4 -> 5,528.6,90.6,3889.7,Smooth Fast Shift (<80ms)
ZF-8HP-3495,7 -> 8,377.7,85.0,2708.9,Smooth Fast Shift (<80ms)
ZF-8HP-3496,5 -> 6,524.0,73.9,3873.4,Smooth Fast Shift (<80ms)
ZF-8HP-3497,7 -> 8,501.0,86.8,4347.2,Smooth Fast Shift (<80ms)
ZF-8HP-3498,2 -> 3,628.1,87.1,5597.2,Smooth Fast Shift (<80ms)
ZF-8HP-3499,2 -> 3,349.0,68.3,2583.4,Smooth Fast Shift (<80ms)
ZF-8HP-3500,2 -> 3,225.2,54.0,1450.5,Smooth Fast Shift (<80ms)
ZF-8HP-3501,1 -> 2,603.9,97.2,5064.6,Clutch Slippage Warning
ZF-8HP-3502,5 -> 6,498.5,83.6,4440.0,Smooth Fast Shift (<80ms)
ZF-8HP-3503,1 -> 2,395.7,82.9,3476.4,Smooth Fast Shift (<80ms)
ZF-8HP-3504,3 -> 4,300.6,73.6,2067.0,Smooth Fast Shift (<80ms)
ZF-8HP-3505,6 -> 7,360.4,62.4,2608.5,Smooth Fast Shift (<80ms)
ZF-8HP-3506,4 -> 5,589.2,80.0,4483.5,Smooth Fast Shift (<80ms)
ZF-8HP-3507,4 -> 5,454.7,84.3,3691.8,Smooth Fast Shift (<80ms)
ZF-8HP-3508,3 -> 4,312.5,61.8,1755.6,Smooth Fast Shift (<80ms)
ZF-8HP-3509,1 -> 2,571.5,76.5,3809.5,Smooth Fast Shift (<80ms)
ZF-8HP-3510,4 -> 5,199.1,50.4,975.2,Smooth Fast Shift (<80ms)
ZF-8HP-3511,1 -> 2,579.5,82.8,4498.9,Smooth Fast Shift (<80ms)
ZF-8HP-3512,2 -> 3,343.7,56.5,1557.0,Smooth Fast Shift (<80ms)
ZF-8HP-3513,2 -> 3,324.2,61.9,1965.3,Smooth Fast Shift (<80ms)
ZF-8HP-3514,5 -> 6,310.8,61.3,1849.0,Smooth Fast Shift (<80ms)
ZF-8HP-3515,1 -> 2,230.9,63.0,1305.9,Smooth Fast Shift (<80ms)
ZF-8HP-3516,1 -> 2,619.5,94.8,6628.6,Smooth Fast Shift (<80ms)
ZF-8HP-3517,6 -> 7,361.1,61.6,2369.9,Smooth Fast Shift (<80ms)
ZF-8HP-3518,2 -> 3,246.2,63.0,1841.5,Smooth Fast Shift (<80ms)
ZF-8HP-3519,2 -> 3,304.7,56.6,1526.6,Smooth Fast Shift (<80ms)
ZF-8HP-3520,7 -> 8,566.3,86.9,5463.5,Smooth Fast Shift (<80ms)
ZF-8HP-3521,3 -> 4,373.3,54.4,2255.4,Smooth Fast Shift (<80ms)
ZF-8HP-3522,2 -> 3,473.5,85.9,4123.3,Smooth Fast Shift (<80ms)
ZF-8HP-3523,1 -> 2,299.4,53.5,1421.8,Smooth Fast Shift (<80ms)
ZF-8HP-3524,7 -> 8,347.5,67.3,2083.4,Smooth Fast Shift (<80ms)
ZF-8HP-3525,2 -> 3,203.6,50.6,929.4,Smooth Fast Shift (<80ms)
ZF-8HP-3526,4 -> 5,312.0,70.6,1771.4,Smooth Fast Shift (<80ms)
ZF-8HP-3527,4 -> 5,469.0,77.6,4327.9,Smooth Fast Shift (<80ms)
ZF-8HP-3528,5 -> 6,460.6,74.6,2934.1,Smooth Fast Shift (<80ms)
ZF-8HP-3529,7 -> 8,245.4,73.0,2072.2,Smooth Fast Shift (<80ms)
ZF-8HP-3530,2 -> 3,283.1,66.5,1946.6,Smooth Fast Shift (<80ms)
ZF-8HP-3531,5 -> 6,537.0,82.9,4392.8,Smooth Fast Shift (<80ms)
ZF-8HP-3532,3 -> 4,553.3,91.2,5158.0,Smooth Fast Shift (<80ms)
ZF-8HP-3533,6 -> 7,300.0,42.3,1117.1,Smooth Fast Shift (<80ms)
ZF-8HP-3534,2 -> 3,438.0,75.9,3551.4,Smooth Fast Shift (<80ms)
ZF-8HP-3535,4 -> 5,578.0,79.4,4444.5,Smooth Fast Shift (<80ms)
ZF-8HP-3536,3 -> 4,255.6,58.8,1481.5,Smooth Fast Shift (<80ms)
ZF-8HP-3537,3 -> 4,574.2,80.7,4364.6,Smooth Fast Shift (<80ms)
ZF-8HP-3538,5 -> 6,375.9,56.2,2049.9,Smooth Fast Shift (<80ms)
ZF-8HP-3539,5 -> 6,374.5,82.7,3362.4,Smooth Fast Shift (<80ms)
ZF-8HP-3540,6 -> 7,511.7,82.5,3935.3,Smooth Fast Shift (<80ms)
ZF-8HP-3541,5 -> 6,648.5,88.8,5915.9,Smooth Fast Shift (<80ms)
ZF-8HP-3542,2 -> 3,616.9,76.3,5250.7,Smooth Fast Shift (<80ms)
ZF-8HP-3543,7 -> 8,265.7,63.1,1505.5,Smooth Fast Shift (<80ms)
ZF-8HP-3544,1 -> 2,199.3,65.8,1055.1,Smooth Fast Shift (<80ms)
ZF-8HP-3545,2 -> 3,473.4,71.0,3014.1,Smooth Fast Shift (<80ms)
ZF-8HP-3546,4 -> 5,496.2,70.5,3910.4,Smooth Fast Shift (<80ms)
ZF-8HP-3547,5 -> 6,514.2,87.3,4401.8,Smooth Fast Shift (<80ms)
ZF-8HP-3548,3 -> 4,276.2,78.1,2413.9,Smooth Fast Shift (<80ms)
ZF-8HP-3549,2 -> 3,419.0,58.3,2834.8,Smooth Fast Shift (<80ms)
ZF-8HP-3550,7 -> 8,453.8,79.5,3119.1,Smooth Fast Shift (<80ms)
ZF-8HP-3551,7 -> 8,589.0,88.8,6277.0,Smooth Fast Shift (<80ms)
ZF-8HP-3552,5 -> 6,632.4,97.2,5551.7,Clutch Slippage Warning
ZF-8HP-3553,4 -> 5,393.5,60.7,2096.3,Smooth Fast Shift (<80ms)
ZF-8HP-3554,1 -> 2,298.8,74.7,2190.2,Smooth Fast Shift (<80ms)
ZF-8HP-3555,1 -> 2,547.7,74.0,4354.0,Smooth Fast Shift (<80ms)
ZF-8HP-3556,6 -> 7,445.0,65.1,3370.5,Smooth Fast Shift (<80ms)
ZF-8HP-3557,1 -> 2,590.3,103.9,6910.4,Clutch Slippage Warning
ZF-8HP-3558,1 -> 2,617.4,89.7,4558.9,Smooth Fast Shift (<80ms)
ZF-8HP-3559,4 -> 5,233.5,61.2,1246.3,Smooth Fast Shift (<80ms)
ZF-8HP-3560,2 -> 3,190.6,73.1,1427.4,Smooth Fast Shift (<80ms)
ZF-8HP-3561,7 -> 8,384.8,74.9,2563.9,Smooth Fast Shift (<80ms)
ZF-8HP-3562,7 -> 8,379.8,76.4,3320.0,Smooth Fast Shift (<80ms)
ZF-8HP-3563,3 -> 4,275.0,71.2,1587.3,Smooth Fast Shift (<80ms)
ZF-8HP-3564,5 -> 6,536.0,77.3,3428.6,Smooth Fast Shift (<80ms)
ZF-8HP-3565,3 -> 4,545.1,89.0,5277.6,Smooth Fast Shift (<80ms)
ZF-8HP-3566,6 -> 7,435.9,70.2,2952.5,Smooth Fast Shift (<80ms)
ZF-8HP-3567,3 -> 4,437.9,96.3,3785.0,Clutch Slippage Warning
ZF-8HP-3568,6 -> 7,473.6,68.7,3195.7,Smooth Fast Shift (<80ms)
ZF-8HP-3569,2 -> 3,229.5,53.6,1457.6,Smooth Fast Shift (<80ms)
ZF-8HP-3570,3 -> 4,415.4,72.7,2802.0,Smooth Fast Shift (<80ms)
ZF-8HP-3571,6 -> 7,249.0,67.1,1387.7,Smooth Fast Shift (<80ms)
ZF-8HP-3572,7 -> 8,260.8,75.8,2278.5,Smooth Fast Shift (<80ms)
ZF-8HP-3573,5 -> 6,384.4,76.9,3032.4,Smooth Fast Shift (<80ms)
ZF-8HP-3574,7 -> 8,569.3,93.5,5600.2,Smooth Fast Shift (<80ms)
ZF-8HP-3575,5 -> 6,310.8,65.0,1716.9,Smooth Fast Shift (<80ms)
ZF-8HP-3576,5 -> 6,226.7,75.4,1524.1,Smooth Fast Shift (<80ms)
ZF-8HP-3577,5 -> 6,387.4,82.7,3572.2,Smooth Fast Shift (<80ms)
ZF-8HP-3578,3 -> 4,409.4,63.8,2465.8,Smooth Fast Shift (<80ms)
ZF-8HP-3579,6 -> 7,323.0,75.7,2837.1,Smooth Fast Shift (<80ms)
ZF-8HP-3580,1 -> 2,599.7,99.2,6169.1,Clutch Slippage Warning
ZF-8HP-3581,4 -> 5,452.7,73.6,3585.8,Smooth Fast Shift (<80ms)
ZF-8HP-3582,2 -> 3,297.0,70.6,2278.5,Smooth Fast Shift (<80ms)
ZF-8HP-3583,5 -> 6,308.5,64.9,2150.1,Smooth Fast Shift (<80ms)
ZF-8HP-3584,1 -> 2,305.1,77.6,2443.6,Smooth Fast Shift (<80ms)
ZF-8HP-3585,7 -> 8,313.8,57.8,1997.6,Smooth Fast Shift (<80ms)
ZF-8HP-3586,3 -> 4,578.3,77.1,5325.3,Smooth Fast Shift (<80ms)
ZF-8HP-3587,5 -> 6,299.1,79.2,1936.5,Smooth Fast Shift (<80ms)
ZF-8HP-3588,2 -> 3,279.3,72.7,1890.7,Smooth Fast Shift (<80ms)
ZF-8HP-3589,4 -> 5,547.2,83.4,5298.1,Smooth Fast Shift (<80ms)
ZF-8HP-3590,5 -> 6,625.5,83.3,5580.0,Smooth Fast Shift (<80ms)
ZF-8HP-3591,5 -> 6,226.4,68.7,1618.9,Smooth Fast Shift (<80ms)
ZF-8HP-3592,1 -> 2,517.9,65.9,2805.3,Smooth Fast Shift (<80ms)
ZF-8HP-3593,1 -> 2,299.1,63.8,2168.2,Smooth Fast Shift (<80ms)
ZF-8HP-3594,6 -> 7,646.0,93.4,5238.9,Smooth Fast Shift (<80ms)
ZF-8HP-3595,3 -> 4,605.8,93.1,6285.5,Smooth Fast Shift (<80ms)
ZF-8HP-3596,2 -> 3,293.5,62.4,1583.3,Smooth Fast Shift (<80ms)
ZF-8HP-3597,4 -> 5,302.4,58.7,1676.2,Smooth Fast Shift (<80ms)
ZF-8HP-3598,1 -> 2,361.4,70.4,2521.3,Smooth Fast Shift (<80ms)
ZF-8HP-3599,2 -> 3,303.6,68.2,2255.8,Smooth Fast Shift (<80ms)
ZF-8HP-3600,3 -> 4,641.4,97.9,5043.6,Clutch Slippage Warning
ZF-8HP-3601,6 -> 7,197.5,66.0,1433.9,Smooth Fast Shift (<80ms)
ZF-8HP-3602,3 -> 4,334.0,79.7,2618.8,Smooth Fast Shift (<80ms)
ZF-8HP-3603,5 -> 6,400.3,74.8,2587.0,Smooth Fast Shift (<80ms)
ZF-8HP-3604,1 -> 2,331.1,56.2,2100.4,Smooth Fast Shift (<80ms)
ZF-8HP-3605,6 -> 7,191.1,61.7,1196.9,Smooth Fast Shift (<80ms)
ZF-8HP-3606,1 -> 2,420.5,83.2,4110.8,Smooth Fast Shift (<80ms)
ZF-8HP-3607,6 -> 7,190.4,66.1,1420.6,Smooth Fast Shift (<80ms)
ZF-8HP-3608,1 -> 2,352.4,60.0,2301.1,Smooth Fast Shift (<80ms)
ZF-8HP-3609,5 -> 6,415.1,77.7,3689.4,Smooth Fast Shift (<80ms)
ZF-8HP-3610,1 -> 2,363.8,66.6,2723.8,Smooth Fast Shift (<80ms)
ZF-8HP-3611,7 -> 8,609.5,94.7,6825.2,Smooth Fast Shift (<80ms)
ZF-8HP-3612,1 -> 2,216.9,40.8,923.4,Smooth Fast Shift (<80ms)
ZF-8HP-3613,1 -> 2,494.8,72.1,4269.0,Smooth Fast Shift (<80ms)
ZF-8HP-3614,7 -> 8,501.7,84.3,4556.1,Smooth Fast Shift (<80ms)
ZF-8HP-3615,6 -> 7,337.7,67.0,1817.4,Smooth Fast Shift (<80ms)
ZF-8HP-3616,3 -> 4,330.8,59.2,1911.6,Smooth Fast Shift (<80ms)
ZF-8HP-3617,3 -> 4,460.4,82.4,4144.2,Smooth Fast Shift (<80ms)
ZF-8HP-3618,4 -> 5,407.2,74.4,2909.2,Smooth Fast Shift (<80ms)
ZF-8HP-3619,2 -> 3,451.9,72.4,2762.0,Smooth Fast Shift (<80ms)
ZF-8HP-3620,1 -> 2,372.0,58.3,2418.1,Smooth Fast Shift (<80ms)
ZF-8HP-3621,2 -> 3,572.7,88.5,5516.8,Smooth Fast Shift (<80ms)
ZF-8HP-3622,3 -> 4,415.6,90.9,4503.9,Smooth Fast Shift (<80ms)
ZF-8HP-3623,6 -> 7,359.5,79.4,2511.5,Smooth Fast Shift (<80ms)
ZF-8HP-3624,6 -> 7,642.9,91.6,5763.6,Smooth Fast Shift (<80ms)
ZF-8HP-3625,2 -> 3,231.1,59.5,1170.9,Smooth Fast Shift (<80ms)
ZF-8HP-3626,7 -> 8,457.0,72.0,3801.0,Smooth Fast Shift (<80ms)
ZF-8HP-3627,7 -> 8,351.1,71.0,2658.9,Smooth Fast Shift (<80ms)
ZF-8HP-3628,1 -> 2,531.4,84.2,4616.7,Smooth Fast Shift (<80ms)
ZF-8HP-3629,4 -> 5,332.0,73.7,2530.0,Smooth Fast Shift (<80ms)
ZF-8HP-3630,7 -> 8,482.7,65.7,3633.3,Smooth Fast Shift (<80ms)
ZF-8HP-3631,2 -> 3,547.2,97.4,5061.0,Clutch Slippage Warning
ZF-8HP-3632,6 -> 7,436.9,68.2,3121.6,Smooth Fast Shift (<80ms)
ZF-8HP-3633,3 -> 4,404.1,58.9,2672.3,Smooth Fast Shift (<80ms)
ZF-8HP-3634,7 -> 8,519.3,81.9,5092.9,Smooth Fast Shift (<80ms)
ZF-8HP-3635,1 -> 2,639.3,86.7,4531.2,Smooth Fast Shift (<80ms)
ZF-8HP-3636,3 -> 4,210.5,72.7,1772.4,Smooth Fast Shift (<80ms)
ZF-8HP-3637,4 -> 5,590.6,83.3,5752.4,Smooth Fast Shift (<80ms)
ZF-8HP-3638,1 -> 2,555.2,80.9,5049.5,Smooth Fast Shift (<80ms)
ZF-8HP-3639,5 -> 6,182.5,44.4,902.7,Smooth Fast Shift (<80ms)
ZF-8HP-3640,4 -> 5,537.5,89.7,5614.7,Smooth Fast Shift (<80ms)
ZF-8HP-3641,7 -> 8,520.1,82.3,5070.6,Smooth Fast Shift (<80ms)
ZF-8HP-3642,5 -> 6,199.0,49.0,1032.7,Smooth Fast Shift (<80ms)
ZF-8HP-3643,3 -> 4,330.0,55.4,1541.3,Smooth Fast Shift (<80ms)
ZF-8HP-3644,1 -> 2,621.0,93.3,6472.8,Smooth Fast Shift (<80ms)
ZF-8HP-3645,2 -> 3,181.2,55.0,940.2,Smooth Fast Shift (<80ms)
ZF-8HP-3646,3 -> 4,195.9,56.3,948.7,Smooth Fast Shift (<80ms)
ZF-8HP-3647,3 -> 4,402.1,64.9,2785.9,Smooth Fast Shift (<80ms)
ZF-8HP-3648,2 -> 3,408.0,90.1,4285.9,Smooth Fast Shift (<80ms)
ZF-8HP-3649,7 -> 8,508.2,68.4,3143.2,Smooth Fast Shift (<80ms)
ZF-8HP-3650,6 -> 7,232.0,57.1,1308.5,Smooth Fast Shift (<80ms)
ZF-8HP-3651,1 -> 2,252.9,69.5,1615.0,Smooth Fast Shift (<80ms)
ZF-8HP-3652,1 -> 2,339.1,72.5,2398.6,Smooth Fast Shift (<80ms)
ZF-8HP-3653,3 -> 4,380.4,83.7,3563.6,Smooth Fast Shift (<80ms)
ZF-8HP-3654,4 -> 5,636.2,98.5,5319.1,Clutch Slippage Warning
ZF-8HP-3655,5 -> 6,538.3,75.9,3282.3,Smooth Fast Shift (<80ms)
ZF-8HP-3656,7 -> 8,421.1,84.8,3414.2,Smooth Fast Shift (<80ms)
ZF-8HP-3657,2 -> 3,250.4,63.9,1759.6,Smooth Fast Shift (<80ms)
ZF-8HP-3658,4 -> 5,431.0,72.4,3458.5,Smooth Fast Shift (<80ms)
ZF-8HP-3659,5 -> 6,366.1,63.9,2482.5,Smooth Fast Shift (<80ms)
ZF-8HP-3660,3 -> 4,480.3,85.5,4769.0,Smooth Fast Shift (<80ms)
ZF-8HP-3661,4 -> 5,411.8,84.8,2896.5,Smooth Fast Shift (<80ms)
ZF-8HP-3662,1 -> 2,449.5,59.7,3038.0,Smooth Fast Shift (<80ms)
ZF-8HP-3663,7 -> 8,497.9,95.5,4558.7,Clutch Slippage Warning
ZF-8HP-3664,7 -> 8,286.6,61.2,1940.1,Smooth Fast Shift (<80ms)
ZF-8HP-3665,7 -> 8,336.4,64.7,2436.6,Smooth Fast Shift (<80ms)
ZF-8HP-3666,4 -> 5,618.0,86.4,4704.0,Smooth Fast Shift (<80ms)
ZF-8HP-3667,4 -> 5,461.7,84.5,3718.8,Smooth Fast Shift (<80ms)
ZF-8HP-3668,1 -> 2,447.6,70.9,3547.4,Smooth Fast Shift (<80ms)
ZF-8HP-3669,4 -> 5,518.9,79.8,4694.0,Smooth Fast Shift (<80ms)
ZF-8HP-3670,6 -> 7,624.9,94.4,6765.5,Smooth Fast Shift (<80ms)
ZF-8HP-3671,3 -> 4,607.5,80.9,5257.8,Smooth Fast Shift (<80ms)
ZF-8HP-3672,4 -> 5,272.7,60.0,1591.6,Smooth Fast Shift (<80ms)
ZF-8HP-3673,6 -> 7,413.7,71.3,2528.9,Smooth Fast Shift (<80ms)
ZF-8HP-3674,3 -> 4,183.4,57.8,1261.4,Smooth Fast Shift (<80ms)
ZF-8HP-3675,5 -> 6,328.3,73.8,2431.2,Smooth Fast Shift (<80ms)
ZF-8HP-3676,4 -> 5,318.1,50.6,1669.6,Smooth Fast Shift (<80ms)
ZF-8HP-3677,4 -> 5,399.3,71.5,2503.1,Smooth Fast Shift (<80ms)
ZF-8HP-3678,4 -> 5,619.1,74.0,4793.6,Smooth Fast Shift (<80ms)
ZF-8HP-3679,2 -> 3,531.6,88.7,5123.0,Smooth Fast Shift (<80ms)
ZF-8HP-3680,5 -> 6,434.7,77.6,3247.7,Smooth Fast Shift (<80ms)
ZF-8HP-3681,2 -> 3,333.7,76.0,2404.1,Smooth Fast Shift (<80ms)
ZF-8HP-3682,1 -> 2,187.3,78.6,1493.1,Smooth Fast Shift (<80ms)
ZF-8HP-3683,6 -> 7,316.3,56.0,2110.2,Smooth Fast Shift (<80ms)
ZF-8HP-3684,1 -> 2,269.0,58.8,1763.6,Smooth Fast Shift (<80ms)
ZF-8HP-3685,6 -> 7,422.5,74.1,2554.3,Smooth Fast Shift (<80ms)
ZF-8HP-3686,1 -> 2,648.5,95.2,5267.9,Clutch Slippage Warning
ZF-8HP-3687,6 -> 7,409.4,62.0,2078.6,Smooth Fast Shift (<80ms)
ZF-8HP-3688,2 -> 3,559.0,83.0,4205.4,Smooth Fast Shift (<80ms)
ZF-8HP-3689,7 -> 8,450.8,66.8,2788.6,Smooth Fast Shift (<80ms)
ZF-8HP-3690,3 -> 4,377.4,77.1,2370.3,Smooth Fast Shift (<80ms)
ZF-8HP-3691,3 -> 4,604.5,92.0,5163.4,Smooth Fast Shift (<80ms)
ZF-8HP-3692,3 -> 4,390.5,63.8,2961.7,Smooth Fast Shift (<80ms)
ZF-8HP-3693,1 -> 2,638.6,80.9,5870.9,Smooth Fast Shift (<80ms)
ZF-8HP-3694,5 -> 6,223.5,52.4,1288.6,Smooth Fast Shift (<80ms)
ZF-8HP-3695,4 -> 5,325.4,72.1,2466.9,Smooth Fast Shift (<80ms)
ZF-8HP-3696,6 -> 7,192.1,58.6,911.5,Smooth Fast Shift (<80ms)
ZF-8HP-3697,1 -> 2,605.6,77.7,5036.4,Smooth Fast Shift (<80ms)
ZF-8HP-3698,4 -> 5,399.0,66.3,2495.2,Smooth Fast Shift (<80ms)
ZF-8HP-3699,1 -> 2,614.4,92.8,5180.5,Smooth Fast Shift (<80ms)
ZF-8HP-3700,4 -> 5,180.9,56.5,918.6,Smooth Fast Shift (<80ms)
ZF-8HP-3701,3 -> 4,195.0,71.3,1640.5,Smooth Fast Shift (<80ms)
ZF-8HP-3702,5 -> 6,274.6,62.4,1458.4,Smooth Fast Shift (<80ms)
ZF-8HP-3703,3 -> 4,280.9,76.0,2174.1,Smooth Fast Shift (<80ms)
ZF-8HP-3704,1 -> 2,423.5,73.0,3175.4,Smooth Fast Shift (<80ms)
ZF-8HP-3705,5 -> 6,220.0,62.7,1373.5,Smooth Fast Shift (<80ms)
ZF-8HP-3706,7 -> 8,579.7,94.5,4536.2,Smooth Fast Shift (<80ms)
ZF-8HP-3707,7 -> 8,424.2,71.6,2606.2,Smooth Fast Shift (<80ms)
ZF-8HP-3708,3 -> 4,271.5,36.1,1060.9,Smooth Fast Shift (<80ms)
ZF-8HP-3709,7 -> 8,526.7,88.8,4348.5,Smooth Fast Shift (<80ms)
ZF-8HP-3710,5 -> 6,200.7,55.1,1194.2,Smooth Fast Shift (<80ms)
ZF-8HP-3711,1 -> 2,265.9,57.0,1759.3,Smooth Fast Shift (<80ms)
ZF-8HP-3712,1 -> 2,432.7,65.3,3063.4,Smooth Fast Shift (<80ms)
ZF-8HP-3713,3 -> 4,607.6,90.7,4497.7,Smooth Fast Shift (<80ms)
ZF-8HP-3714,1 -> 2,603.2,83.7,4553.6,Smooth Fast Shift (<80ms)
ZF-8HP-3715,6 -> 7,498.3,78.8,3915.4,Smooth Fast Shift (<80ms)
ZF-8HP-3716,6 -> 7,248.7,52.9,1150.7,Smooth Fast Shift (<80ms)
ZF-8HP-3717,1 -> 2,268.6,67.8,2167.1,Smooth Fast Shift (<80ms)
ZF-8HP-3718,5 -> 6,412.3,78.9,3284.1,Smooth Fast Shift (<80ms)
ZF-8HP-3719,4 -> 5,575.1,80.5,5159.4,Smooth Fast Shift (<80ms)
ZF-8HP-3720,1 -> 2,641.1,84.9,6052.6,Smooth Fast Shift (<80ms)
ZF-8HP-3721,6 -> 7,624.3,76.2,5664.7,Smooth Fast Shift (<80ms)
ZF-8HP-3722,6 -> 7,282.8,62.6,2047.4,Smooth Fast Shift (<80ms)
ZF-8HP-3723,6 -> 7,225.9,52.8,1020.1,Smooth Fast Shift (<80ms)
ZF-8HP-3724,2 -> 3,562.4,83.3,4174.0,Smooth Fast Shift (<80ms)
ZF-8HP-3725,7 -> 8,586.9,95.7,6702.5,Clutch Slippage Warning
ZF-8HP-3726,5 -> 6,476.9,75.4,4112.2,Smooth Fast Shift (<80ms)
ZF-8HP-3727,1 -> 2,292.0,70.7,2097.0,Smooth Fast Shift (<80ms)
ZF-8HP-3728,2 -> 3,493.4,75.7,4384.1,Smooth Fast Shift (<80ms)
ZF-8HP-3729,4 -> 5,474.9,80.3,3897.8,Smooth Fast Shift (<80ms)
ZF-8HP-3730,6 -> 7,588.4,82.1,5288.1,Smooth Fast Shift (<80ms)
ZF-8HP-3731,1 -> 2,465.2,61.0,2873.9,Smooth Fast Shift (<80ms)
ZF-8HP-3732,2 -> 3,243.6,67.8,1486.1,Smooth Fast Shift (<80ms)
ZF-8HP-3733,4 -> 5,513.0,96.8,4020.1,Clutch Slippage Warning
ZF-8HP-3734,6 -> 7,345.6,72.6,2913.9,Smooth Fast Shift (<80ms)
ZF-8HP-3735,1 -> 2,564.7,70.2,4579.8,Smooth Fast Shift (<80ms)
ZF-8HP-3736,3 -> 4,369.7,63.7,2317.8,Smooth Fast Shift (<80ms)
ZF-8HP-3737,3 -> 4,401.7,83.4,3823.4,Smooth Fast Shift (<80ms)
ZF-8HP-3738,7 -> 8,457.8,68.9,3099.8,Smooth Fast Shift (<80ms)
ZF-8HP-3739,6 -> 7,468.9,79.4,4119.0,Smooth Fast Shift (<80ms)
ZF-8HP-3740,7 -> 8,391.3,61.1,1970.2,Smooth Fast Shift (<80ms)
ZF-8HP-3741,5 -> 6,324.7,66.4,2199.2,Smooth Fast Shift (<80ms)
ZF-8HP-3742,7 -> 8,242.0,66.8,1923.7,Smooth Fast Shift (<80ms)
ZF-8HP-3743,2 -> 3,581.8,75.6,3916.7,Smooth Fast Shift (<80ms)
ZF-8HP-3744,1 -> 2,261.9,55.6,1195.2,Smooth Fast Shift (<80ms)
ZF-8HP-3745,2 -> 3,355.2,78.6,3149.5,Smooth Fast Shift (<80ms)
ZF-8HP-3746,2 -> 3,253.7,64.2,1444.3,Smooth Fast Shift (<80ms)
ZF-8HP-3747,4 -> 5,403.0,77.4,3285.4,Smooth Fast Shift (<80ms)
ZF-8HP-3748,4 -> 5,326.3,65.7,2196.3,Smooth Fast Shift (<80ms)
ZF-8HP-3749,4 -> 5,183.4,59.8,1234.0,Smooth Fast Shift (<80ms)
ZF-8HP-3750,2 -> 3,412.8,72.9,3225.4,Smooth Fast Shift (<80ms)
ZF-8HP-3751,7 -> 8,338.6,63.4,2004.5,Smooth Fast Shift (<80ms)
ZF-8HP-3752,6 -> 7,565.9,93.0,4551.7,Smooth Fast Shift (<80ms)
ZF-8HP-3753,3 -> 4,524.1,74.0,3296.2,Smooth Fast Shift (<80ms)
ZF-8HP-3754,4 -> 5,437.4,79.9,3528.6,Smooth Fast Shift (<80ms)
ZF-8HP-3755,3 -> 4,440.3,56.9,2968.5,Smooth Fast Shift (<80ms)
ZF-8HP-3756,2 -> 3,468.1,82.1,4398.2,Smooth Fast Shift (<80ms)
ZF-8HP-3757,1 -> 2,612.3,87.3,4605.9,Smooth Fast Shift (<80ms)
ZF-8HP-3758,7 -> 8,429.3,71.3,3505.6,Smooth Fast Shift (<80ms)
ZF-8HP-3759,5 -> 6,383.6,82.0,3613.3,Smooth Fast Shift (<80ms)
ZF-8HP-3760,1 -> 2,486.9,81.3,3362.7,Smooth Fast Shift (<80ms)
ZF-8HP-3761,4 -> 5,194.3,54.2,1000.9,Smooth Fast Shift (<80ms)
ZF-8HP-3762,4 -> 5,582.3,95.6,5432.3,Clutch Slippage Warning
