Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-1948,3,37.5,76.5,17.3,9.6,Standard Extended Following
SCANIA-PLT-1949,4,38.3,78.6,19.2,11.3,Standard Extended Following
SCANIA-PLT-1950,3,29.9,84.5,20.4,11.6,Standard Extended Following
SCANIA-PLT-1951,2,12.1,93.3,26.4,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1952,3,14.8,91.0,28.5,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1953,2,20.1,78.9,23.1,11.9,Standard Extended Following
SCANIA-PLT-1954,2,26.5,80.1,21.5,11.7,Standard Extended Following
SCANIA-PLT-1955,3,14.5,89.7,28.7,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1956,4,22.3,81.8,26.5,15.1,Standard Extended Following
SCANIA-PLT-1957,3,20.9,94.9,26.9,14.2,Standard Extended Following
SCANIA-PLT-1958,2,39.1,90.5,14.0,6.8,Standard Extended Following
SCANIA-PLT-1959,2,31.7,81.8,16.9,8.5,Standard Extended Following
SCANIA-PLT-1960,2,27.4,82.7,19.0,10.4,Standard Extended Following
SCANIA-PLT-1961,4,44.7,86.1,16.2,9.5,Standard Extended Following
SCANIA-PLT-1962,4,15.1,92.7,30.9,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1963,3,43.5,77.4,11.2,6.9,Standard Extended Following
SCANIA-PLT-1964,2,17.2,91.7,20.8,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1965,3,36.7,89.5,21.1,11.1,Standard Extended Following
SCANIA-PLT-1966,2,15.8,87.1,20.4,11.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1967,3,30.0,93.9,20.2,11.6,Standard Extended Following
SCANIA-PLT-1968,3,35.1,75.5,19.7,10.1,Standard Extended Following
SCANIA-PLT-1969,2,8.6,90.1,29.2,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1970,2,11.6,93.2,26.9,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1971,3,41.8,81.5,17.0,9.1,Standard Extended Following
SCANIA-PLT-1972,3,30.8,80.5,22.0,10.9,Standard Extended Following
SCANIA-PLT-1973,2,21.2,86.1,18.2,11.1,Standard Extended Following
SCANIA-PLT-1974,2,32.2,80.7,14.9,8.7,Standard Extended Following
SCANIA-PLT-1975,2,43.5,95.0,8.7,5.3,Standard Extended Following
SCANIA-PLT-1976,3,27.6,79.4,23.8,12.3,Standard Extended Following
SCANIA-PLT-1977,3,9.9,90.3,32.0,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1978,3,16.2,85.3,24.6,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1979,3,43.5,83.1,15.4,8.5,Standard Extended Following
SCANIA-PLT-1980,3,44.1,91.5,13.3,7.7,Standard Extended Following
SCANIA-PLT-1981,2,42.5,77.1,10.6,4.5,Standard Extended Following
SCANIA-PLT-1982,2,43.7,91.5,10.0,5.6,Standard Extended Following
SCANIA-PLT-1983,2,34.2,94.4,17.6,9.9,Standard Extended Following
SCANIA-PLT-1984,3,14.2,92.1,27.6,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1985,2,32.2,91.2,11.5,7.1,Standard Extended Following
SCANIA-PLT-1986,2,17.4,84.6,23.4,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1987,2,25.2,77.9,21.0,11.3,Standard Extended Following
SCANIA-PLT-1988,2,25.0,75.3,19.2,9.9,Standard Extended Following
SCANIA-PLT-1989,3,39.9,76.2,18.7,9.9,Standard Extended Following
SCANIA-PLT-1990,2,39.6,83.9,15.5,7.0,Standard Extended Following
SCANIA-PLT-1991,2,43.6,92.5,12.1,6.4,Standard Extended Following
SCANIA-PLT-1992,2,24.7,77.0,21.9,11.7,Standard Extended Following
SCANIA-PLT-1993,2,8.2,79.6,27.4,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1994,2,44.1,76.6,10.8,6.5,Standard Extended Following
SCANIA-PLT-1995,3,25.3,82.2,23.4,12.3,Standard Extended Following
SCANIA-PLT-1996,3,19.6,86.9,25.8,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1997,3,30.1,93.5,23.1,11.8,Standard Extended Following
SCANIA-PLT-1998,4,40.2,89.3,19.4,11.0,Standard Extended Following
SCANIA-PLT-1999,2,10.8,76.2,26.9,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2000,2,11.0,78.8,27.5,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2001,2,24.1,85.8,18.2,9.8,Standard Extended Following
SCANIA-PLT-2002,4,24.7,82.5,27.6,13.9,Standard Extended Following
SCANIA-PLT-2003,2,40.9,77.3,13.4,7.0,Standard Extended Following
SCANIA-PLT-2004,4,25.9,76.1,26.8,14.1,Standard Extended Following
SCANIA-PLT-2005,2,17.9,83.4,21.1,11.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2006,3,32.3,88.0,21.3,11.1,Standard Extended Following
SCANIA-PLT-2007,2,42.7,77.0,12.3,6.9,Standard Extended Following
SCANIA-PLT-2008,4,33.8,79.7,27.1,13.8,Standard Extended Following
SCANIA-PLT-2009,2,9.9,82.6,27.8,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2010,2,17.6,82.8,22.6,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2011,3,18.9,82.7,25.8,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2012,2,10.6,89.7,25.8,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2013,3,19.5,78.2,26.0,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2014,3,24.4,75.5,24.7,13.9,Standard Extended Following
SCANIA-PLT-2015,2,27.1,94.6,14.8,8.2,Standard Extended Following
SCANIA-PLT-2016,2,15.0,89.7,22.7,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2017,4,35.4,90.5,22.2,12.5,Standard Extended Following
SCANIA-PLT-2018,2,45.0,75.6,8.0,5.4,Standard Extended Following
SCANIA-PLT-2019,3,44.5,88.2,17.3,9.5,Standard Extended Following
SCANIA-PLT-2020,2,21.2,91.1,22.0,11.9,Standard Extended Following
SCANIA-PLT-2021,2,26.6,82.7,18.4,9.6,Standard Extended Following
SCANIA-PLT-2022,2,11.8,85.5,28.5,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2023,2,36.6,86.6,12.0,5.9,Standard Extended Following
SCANIA-PLT-2024,2,8.3,82.4,23.6,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2025,4,35.3,81.5,24.2,12.6,Standard Extended Following
SCANIA-PLT-2026,4,29.8,75.9,21.0,12.1,Standard Extended Following
SCANIA-PLT-2027,3,27.6,79.8,21.3,12.1,Standard Extended Following
SCANIA-PLT-2028,2,40.9,78.9,12.6,6.4,Standard Extended Following
SCANIA-PLT-2029,2,41.0,91.5,10.2,5.1,Standard Extended Following
SCANIA-PLT-2030,4,8.0,87.6,36.5,18.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2031,2,24.1,79.8,18.8,10.2,Standard Extended Following
SCANIA-PLT-2032,2,33.2,93.0,17.9,9.0,Standard Extended Following
SCANIA-PLT-2033,3,22.4,87.5,26.1,14.4,Standard Extended Following
SCANIA-PLT-2034,3,11.3,88.3,31.5,17.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2035,2,40.3,87.3,11.6,6.4,Standard Extended Following
SCANIA-PLT-2036,3,32.0,81.2,17.6,10.1,Standard Extended Following
SCANIA-PLT-2037,2,33.2,93.9,16.4,8.3,Standard Extended Following
SCANIA-PLT-2038,2,10.6,78.1,25.2,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2039,2,15.2,79.7,25.2,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2040,2,40.0,88.6,11.5,7.3,Standard Extended Following
SCANIA-PLT-2041,3,35.5,77.0,18.6,9.9,Standard Extended Following
SCANIA-PLT-2042,3,42.4,80.9,14.9,9.2,Standard Extended Following
SCANIA-PLT-2043,2,31.7,94.5,17.0,9.3,Standard Extended Following
SCANIA-PLT-2044,3,12.5,89.6,32.0,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2045,2,35.1,77.1,15.9,9.2,Standard Extended Following
SCANIA-PLT-2046,3,17.4,82.0,30.5,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2047,3,23.4,84.2,24.5,13.7,Standard Extended Following
SCANIA-PLT-2048,3,27.1,93.4,21.9,11.3,Standard Extended Following
SCANIA-PLT-2049,4,32.6,84.9,20.8,12.0,Standard Extended Following
SCANIA-PLT-2050,2,32.2,88.5,12.8,7.2,Standard Extended Following
SCANIA-PLT-2051,2,8.6,92.6,29.6,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2052,4,36.9,77.2,23.2,12.0,Standard Extended Following
SCANIA-PLT-2053,3,25.1,79.4,22.6,12.5,Standard Extended Following
SCANIA-PLT-2054,2,38.5,81.3,14.0,6.7,Standard Extended Following
SCANIA-PLT-2055,3,30.4,77.9,21.1,11.6,Standard Extended Following
SCANIA-PLT-2056,2,9.3,84.2,25.8,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2057,4,10.2,90.9,35.6,19.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2058,2,36.8,78.1,14.2,7.7,Standard Extended Following
SCANIA-PLT-2059,3,21.6,94.4,24.6,13.7,Standard Extended Following
SCANIA-PLT-2060,2,24.5,75.6,21.5,11.2,Standard Extended Following
SCANIA-PLT-2061,2,14.6,80.8,27.3,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2062,3,12.9,85.0,31.3,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2063,2,18.3,93.0,26.0,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2064,2,27.7,94.9,14.7,8.6,Standard Extended Following
SCANIA-PLT-2065,3,8.8,88.3,31.0,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2066,4,42.3,78.8,19.9,10.7,Standard Extended Following
SCANIA-PLT-2067,4,28.0,76.0,27.8,15.3,Standard Extended Following
SCANIA-PLT-2068,4,12.3,94.1,33.1,18.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2069,2,9.7,86.4,27.2,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2070,2,17.1,81.3,23.4,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2071,2,36.3,84.8,17.2,8.1,Standard Extended Following
SCANIA-PLT-2072,2,11.4,91.1,27.5,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2073,2,30.0,85.3,17.4,9.3,Standard Extended Following
SCANIA-PLT-2074,3,36.7,93.0,19.8,9.2,Standard Extended Following
SCANIA-PLT-2075,2,12.3,85.0,24.8,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2076,2,42.8,91.8,13.2,6.6,Standard Extended Following
SCANIA-PLT-2077,2,24.5,88.3,18.7,10.9,Standard Extended Following
SCANIA-PLT-2078,2,33.8,86.5,13.7,8.6,Standard Extended Following
SCANIA-PLT-2079,3,30.9,89.7,21.3,10.6,Standard Extended Following
SCANIA-PLT-2080,3,21.7,89.7,28.9,15.4,Standard Extended Following
SCANIA-PLT-2081,2,37.9,88.0,11.4,6.3,Standard Extended Following
SCANIA-PLT-2082,3,29.7,93.6,18.3,11.1,Standard Extended Following
SCANIA-PLT-2083,3,37.7,93.9,19.3,10.0,Standard Extended Following
SCANIA-PLT-2084,2,34.5,82.7,17.6,8.9,Standard Extended Following
SCANIA-PLT-2085,3,8.6,87.5,30.0,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2086,2,21.3,81.7,20.0,10.8,Standard Extended Following
SCANIA-PLT-2087,3,36.9,84.4,20.1,11.0,Standard Extended Following
SCANIA-PLT-2088,3,36.5,94.2,19.4,9.7,Standard Extended Following
SCANIA-PLT-2089,2,42.1,78.6,12.2,6.8,Standard Extended Following
SCANIA-PLT-2090,3,20.5,90.2,26.4,14.1,Standard Extended Following
SCANIA-PLT-2091,2,37.3,78.8,14.5,7.7,Standard Extended Following
SCANIA-PLT-2092,2,25.5,90.9,18.8,9.8,Standard Extended Following
SCANIA-PLT-2093,3,13.6,85.3,26.9,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2094,2,16.2,91.1,24.5,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2095,4,22.7,77.5,27.8,15.7,Standard Extended Following
SCANIA-PLT-2096,2,43.3,81.2,10.4,6.2,Standard Extended Following
SCANIA-PLT-2097,4,24.9,88.0,30.4,15.7,Standard Extended Following
SCANIA-PLT-2098,2,15.1,82.2,25.1,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2099,2,22.4,95.0,14.7,8.8,Standard Extended Following
SCANIA-PLT-2100,2,10.3,79.3,21.3,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2101,2,27.1,89.7,17.1,8.7,Standard Extended Following
SCANIA-PLT-2102,3,24.6,83.4,24.4,13.5,Standard Extended Following
SCANIA-PLT-2103,3,19.2,86.7,25.2,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2104,2,30.8,78.8,14.2,8.9,Standard Extended Following
SCANIA-PLT-2105,2,40.1,78.7,12.1,7.4,Standard Extended Following
SCANIA-PLT-2106,2,40.1,83.0,12.3,6.7,Standard Extended Following
SCANIA-PLT-2107,2,29.4,81.5,15.9,8.4,Standard Extended Following
SCANIA-PLT-2108,2,31.8,81.8,17.2,9.0,Standard Extended Following
SCANIA-PLT-2109,4,13.6,83.5,34.6,18.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2110,2,11.9,94.6,22.5,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2111,2,15.8,81.6,24.0,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2112,3,20.2,91.1,25.8,14.2,Standard Extended Following
SCANIA-PLT-2113,2,10.6,79.4,23.1,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2114,2,26.9,80.4,22.0,11.3,Standard Extended Following
SCANIA-PLT-2115,3,19.0,90.9,27.7,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2116,4,17.3,75.3,33.6,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2117,3,10.0,88.4,28.9,15.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2118,2,29.8,85.6,18.3,9.5,Standard Extended Following
SCANIA-PLT-2119,2,23.7,78.3,15.9,10.4,Standard Extended Following
SCANIA-PLT-2120,2,35.3,85.3,15.0,8.2,Standard Extended Following
SCANIA-PLT-2121,2,24.7,94.6,20.5,11.2,Standard Extended Following
SCANIA-PLT-2122,2,16.0,80.4,26.7,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2123,2,11.4,84.5,27.5,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2124,3,39.0,94.0,18.4,9.2,Standard Extended Following
SCANIA-PLT-2125,2,9.7,78.0,26.4,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2126,3,24.3,87.2,24.1,13.2,Standard Extended Following
SCANIA-PLT-2127,2,40.1,77.5,7.9,5.0,Standard Extended Following
SCANIA-PLT-2128,3,25.6,94.8,22.2,12.3,Standard Extended Following
SCANIA-PLT-2129,3,32.4,83.9,21.3,11.2,Standard Extended Following
SCANIA-PLT-2130,3,40.3,76.0,20.0,10.1,Standard Extended Following
SCANIA-PLT-2131,2,34.8,76.6,14.9,8.0,Standard Extended Following
SCANIA-PLT-2132,2,8.5,80.5,26.7,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2133,2,10.9,82.4,27.0,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2134,3,17.0,82.5,25.2,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2135,2,26.5,82.5,21.1,10.1,Standard Extended Following
SCANIA-PLT-2136,4,8.8,77.8,34.2,18.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2137,2,8.8,84.0,25.9,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2138,2,9.4,82.6,29.4,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2139,3,36.8,79.0,21.0,10.5,Standard Extended Following
SCANIA-PLT-2140,3,22.7,90.5,24.1,12.2,Standard Extended Following
SCANIA-PLT-2141,3,19.1,84.1,23.1,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2142,2,44.9,77.7,11.9,6.2,Standard Extended Following
SCANIA-PLT-2143,2,18.6,91.6,21.3,11.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2144,2,44.7,83.9,9.9,5.4,Standard Extended Following
SCANIA-PLT-2145,4,14.1,94.5,30.6,17.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2146,2,44.0,76.2,13.6,6.9,Standard Extended Following
SCANIA-PLT-2147,2,37.4,88.8,15.1,8.1,Standard Extended Following
SCANIA-PLT-2148,3,19.9,77.5,26.8,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2149,2,14.0,94.8,21.1,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2150,2,14.4,87.6,25.9,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2151,2,13.4,80.5,23.3,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2152,2,8.5,91.6,28.1,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2153,3,14.8,85.1,30.8,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2154,4,11.7,82.0,32.0,18.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2155,3,19.3,94.8,26.5,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2156,4,43.9,89.2,20.2,10.7,Standard Extended Following
SCANIA-PLT-2157,2,39.5,77.8,13.2,7.0,Standard Extended Following
SCANIA-PLT-2158,2,42.7,78.4,13.2,7.1,Standard Extended Following
SCANIA-PLT-2159,3,22.6,75.6,27.2,14.1,Standard Extended Following
SCANIA-PLT-2160,3,43.7,84.7,12.5,7.2,Standard Extended Following
SCANIA-PLT-2161,4,27.0,76.3,25.8,14.0,Standard Extended Following
SCANIA-PLT-2162,2,21.3,84.5,20.5,11.5,Standard Extended Following
SCANIA-PLT-2163,4,30.6,75.9,23.4,13.4,Standard Extended Following
SCANIA-PLT-2164,2,19.8,84.1,20.5,11.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2165,2,31.9,88.0,13.1,7.8,Standard Extended Following
SCANIA-PLT-2166,3,32.3,81.0,19.5,11.1,Standard Extended Following
SCANIA-PLT-2167,2,11.4,79.1,25.9,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2168,3,26.8,82.5,21.4,11.9,Standard Extended Following
SCANIA-PLT-2169,3,22.5,75.7,27.1,14.6,Standard Extended Following
SCANIA-PLT-2170,2,19.6,80.8,23.5,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2171,2,42.4,86.5,13.0,6.6,Standard Extended Following
SCANIA-PLT-2172,3,21.1,94.8,23.1,12.8,Standard Extended Following
SCANIA-PLT-2173,2,35.9,83.5,13.3,7.5,Standard Extended Following
SCANIA-PLT-2174,4,27.7,77.6,24.9,12.3,Standard Extended Following
SCANIA-PLT-2175,3,41.3,94.3,16.9,8.7,Standard Extended Following
SCANIA-PLT-2176,4,38.2,87.4,22.7,12.3,Standard Extended Following
SCANIA-PLT-2177,2,38.2,89.2,13.4,7.0,Standard Extended Following
SCANIA-PLT-2178,4,33.3,78.4,25.4,13.4,Standard Extended Following
SCANIA-PLT-2179,2,17.7,75.3,19.6,11.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2180,3,15.4,91.3,30.0,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2181,2,37.6,93.0,14.0,7.2,Standard Extended Following
SCANIA-PLT-2182,2,30.9,93.5,18.3,9.9,Standard Extended Following
SCANIA-PLT-2183,3,13.3,81.7,27.6,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2184,2,30.6,79.1,12.8,7.7,Standard Extended Following
SCANIA-PLT-2185,4,20.3,92.0,29.4,16.2,Standard Extended Following
SCANIA-PLT-2186,2,10.3,89.8,28.8,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2187,2,13.1,93.7,27.1,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2188,3,24.8,81.7,23.4,12.9,Standard Extended Following
SCANIA-PLT-2189,3,43.0,83.2,14.8,8.5,Standard Extended Following
SCANIA-PLT-2190,3,16.8,83.4,27.0,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2191,2,21.3,91.7,22.0,11.6,Standard Extended Following
SCANIA-PLT-2192,2,14.0,91.6,23.6,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2193,3,28.1,88.5,18.2,10.6,Standard Extended Following
SCANIA-PLT-2194,3,35.0,91.8,16.1,9.9,Standard Extended Following
SCANIA-PLT-2195,2,15.3,81.1,22.8,12.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2196,3,22.2,92.9,23.2,12.0,Standard Extended Following
SCANIA-PLT-2197,2,33.9,94.5,15.3,9.1,Standard Extended Following
SCANIA-PLT-2198,3,39.6,79.7,13.7,8.2,Standard Extended Following
SCANIA-PLT-2199,2,9.0,79.1,25.3,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2200,3,39.4,89.6,17.5,9.2,Standard Extended Following
SCANIA-PLT-2201,4,18.2,92.5,30.9,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2202,2,33.1,88.3,15.5,8.3,Standard Extended Following
SCANIA-PLT-2203,2,38.9,91.8,12.0,7.7,Standard Extended Following
SCANIA-PLT-2204,2,26.4,93.7,21.3,10.4,Standard Extended Following
SCANIA-PLT-2205,2,37.3,76.9,11.3,7.4,Standard Extended Following
SCANIA-PLT-2206,2,34.1,84.2,14.4,7.4,Standard Extended Following
SCANIA-PLT-2207,3,11.1,83.7,29.9,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2208,3,22.4,91.9,23.7,12.3,Standard Extended Following
SCANIA-PLT-2209,2,33.9,82.7,13.2,7.6,Standard Extended Following
SCANIA-PLT-2210,3,30.4,77.7,23.1,12.3,Standard Extended Following
SCANIA-PLT-2211,3,31.8,88.2,18.0,10.4,Standard Extended Following
SCANIA-PLT-2212,2,13.5,89.2,25.6,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2213,3,44.0,83.2,15.0,8.4,Standard Extended Following
SCANIA-PLT-2214,3,8.7,83.0,30.4,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2215,3,25.3,77.1,20.5,12.2,Standard Extended Following
SCANIA-PLT-2216,2,15.0,83.1,20.9,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2217,3,29.3,89.4,21.0,10.9,Standard Extended Following
SCANIA-PLT-2218,2,26.0,84.3,15.6,10.7,Standard Extended Following
SCANIA-PLT-2219,3,23.0,86.9,25.8,12.6,Standard Extended Following
SCANIA-PLT-2220,3,35.0,91.4,19.3,10.6,Standard Extended Following
SCANIA-PLT-2221,2,44.8,75.2,12.0,6.1,Standard Extended Following
SCANIA-PLT-2222,2,21.1,76.3,21.9,11.8,Standard Extended Following
SCANIA-PLT-2223,3,31.1,82.8,18.3,10.6,Standard Extended Following
SCANIA-PLT-2224,2,11.1,77.4,27.1,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2225,3,34.4,77.0,22.2,11.8,Standard Extended Following
SCANIA-PLT-2226,4,16.8,91.8,33.0,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2227,2,21.5,88.8,23.1,12.7,Standard Extended Following
SCANIA-PLT-2228,2,29.0,78.4,20.7,10.8,Standard Extended Following
SCANIA-PLT-2229,2,18.2,88.5,23.2,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2230,2,16.4,78.1,22.1,11.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2231,4,32.7,81.6,24.7,13.5,Standard Extended Following
SCANIA-PLT-2232,3,37.1,77.2,19.4,10.1,Standard Extended Following
SCANIA-PLT-2233,2,38.1,77.5,16.4,8.6,Standard Extended Following
SCANIA-PLT-2234,2,29.3,88.2,17.9,9.5,Standard Extended Following
SCANIA-PLT-2235,3,9.6,77.1,32.7,18.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2236,2,16.9,81.6,21.6,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2237,3,27.9,79.0,19.0,10.9,Standard Extended Following
SCANIA-PLT-2238,2,18.1,80.3,22.2,11.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2239,2,43.3,86.1,9.8,5.8,Standard Extended Following
SCANIA-PLT-2240,3,27.9,92.7,19.6,11.5,Standard Extended Following
SCANIA-PLT-2241,4,14.2,77.3,29.3,17.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2242,4,44.7,88.9,17.5,10.2,Standard Extended Following
SCANIA-PLT-2243,2,9.9,76.1,26.2,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2244,3,29.0,88.4,16.4,9.9,Standard Extended Following
SCANIA-PLT-2245,3,37.1,93.7,18.2,9.9,Standard Extended Following
SCANIA-PLT-2246,2,11.0,93.7,27.1,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2247,3,33.7,75.4,19.7,10.8,Standard Extended Following
SCANIA-PLT-2248,2,18.1,92.5,23.5,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2249,2,12.3,80.7,27.8,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2250,3,22.7,91.2,22.5,13.3,Standard Extended Following
SCANIA-PLT-2251,4,11.0,86.2,31.0,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2252,3,15.9,87.8,30.1,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2253,2,42.8,75.6,12.5,6.3,Standard Extended Following
SCANIA-PLT-2254,2,22.4,94.6,21.1,11.1,Standard Extended Following
SCANIA-PLT-2255,4,15.9,82.8,33.8,18.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2256,3,26.5,88.6,22.4,11.3,Standard Extended Following
SCANIA-PLT-2257,2,8.1,88.4,25.2,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2258,4,34.1,94.9,18.8,11.3,Standard Extended Following
SCANIA-PLT-2259,2,17.5,78.7,22.8,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2260,2,39.1,80.9,10.9,6.8,Standard Extended Following
SCANIA-PLT-2261,3,16.3,79.7,25.4,14.5,Optimal Aerodynamic Drafting (<20m)
