Winter_Test_ID,Road_Incline_deg,Front_Wheel_Slip_pct,Clutch_Hydraulic_Clamp_Bar,Rear_Axle_Torque_Split_pct,AWD_Operational_Mode
SUBARU-XMODE-2950,23.4,37.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2951,14.2,35.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2952,17.2,21.8,64.9,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2953,14.9,37.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2954,27.0,33.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2955,18.1,4.9,45.1,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2956,19.6,31.2,83.4,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2957,24.1,31.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2958,21.1,22.7,70.7,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2959,19.7,22.3,70.3,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2960,8.8,13.2,43.6,49.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2961,18.4,47.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2962,20.3,18.3,68.5,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2963,10.2,45.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2964,15.1,22.6,64.8,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2965,18.5,18.6,61.1,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2966,25.3,6.8,53.7,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2967,27.7,24.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2968,27.8,29.0,85.0,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2969,26.9,36.8,85.0,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2970,5.5,33.6,74.9,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2971,25.2,36.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2972,13.5,36.8,81.7,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2973,20.2,13.1,54.2,49.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2974,16.9,13.3,52.9,50.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2975,20.7,36.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2976,5.7,22.5,53.5,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2977,16.1,46.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2978,11.2,5.8,33.2,48.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2979,12.3,17.0,53.2,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2980,25.4,35.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2981,13.6,46.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2982,14.9,13.5,54.5,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2983,14.6,16.0,57.5,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2984,5.5,44.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2985,15.7,6.1,38.0,49.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2986,10.6,46.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2987,11.5,13.3,50.8,52.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2988,18.0,45.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2989,13.5,42.7,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2990,12.1,16.0,51.1,49.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2991,15.5,36.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2992,20.2,46.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2993,22.6,20.5,73.2,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2994,16.6,27.7,76.9,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2995,18.3,39.9,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2996,23.6,22.2,72.6,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2997,7.0,11.1,38.9,50.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2998,8.9,33.2,73.6,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2999,27.9,13.3,65.5,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3000,15.0,3.5,33.6,48.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3001,26.1,23.5,84.1,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3002,12.0,9.4,38.5,48.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3003,6.0,27.7,62.0,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3004,5.2,3.0,22.8,46.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3005,23.3,16.3,61.9,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3006,16.8,44.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3007,23.7,23.0,76.6,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3008,26.7,31.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3009,17.9,35.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3010,22.9,33.1,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3011,18.9,38.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3012,9.0,46.7,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3013,5.9,43.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3014,27.7,29.3,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3015,27.2,30.3,85.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3016,23.1,16.1,65.8,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3017,5.4,13.6,39.0,50.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3018,25.6,5.0,53.2,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3019,13.9,22.4,65.6,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3020,15.1,35.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3021,17.0,25.3,72.7,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3022,13.6,3.2,34.1,48.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3023,22.3,47.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3024,23.7,43.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3025,26.1,24.6,84.8,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3026,26.5,35.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3027,9.7,38.8,83.3,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3028,12.9,44.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3029,14.6,42.1,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3030,16.1,15.3,55.0,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3031,14.7,6.8,42.5,47.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3032,12.9,39.6,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3033,25.2,39.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3034,27.0,43.6,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3035,7.9,35.2,78.6,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3036,27.5,13.1,65.0,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3037,20.5,19.3,68.5,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3038,19.6,17.5,65.0,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3039,12.8,4.0,32.2,48.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3040,15.6,25.1,67.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3041,15.5,30.2,78.2,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3042,26.1,4.8,50.5,48.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3043,19.7,7.7,43.8,51.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3044,7.6,22.4,55.4,51.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3045,23.0,8.6,54.0,51.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3046,8.0,9.5,33.1,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3047,18.5,25.6,73.2,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3048,20.5,34.2,85.0,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3049,24.4,41.8,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3050,13.9,10.1,44.3,48.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3051,25.0,5.5,51.9,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3052,10.5,9.9,38.5,47.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3053,26.4,5.0,54.5,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3054,18.2,10.0,51.3,51.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3055,9.8,17.5,54.5,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3056,19.9,25.8,76.7,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3057,9.2,22.4,57.0,52.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3058,14.7,23.3,68.9,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3059,9.4,13.4,44.3,49.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3060,17.0,27.0,73.0,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3061,20.0,42.1,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3062,13.1,26.5,69.3,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3063,10.3,41.4,85.0,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3064,28.0,42.6,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3065,20.6,44.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3066,7.9,23.5,55.1,53.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3067,20.8,42.5,85.0,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3068,23.5,10.8,57.6,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3069,21.8,35.4,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3070,15.9,5.5,39.8,48.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3071,26.4,34.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3072,19.5,47.6,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3073,17.2,23.3,66.4,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3074,10.3,43.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3075,26.7,27.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3076,11.7,32.9,81.5,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3077,18.3,38.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3078,9.3,4.8,33.5,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3079,10.8,13.6,46.4,48.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3080,26.6,32.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3081,8.4,26.1,66.3,56.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3082,8.4,27.2,61.1,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3083,18.3,21.5,64.5,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3084,5.1,36.2,75.9,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3085,15.7,37.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3086,23.5,15.2,62.3,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3087,6.7,34.5,73.2,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3088,8.6,15.2,48.7,51.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3089,12.7,26.0,71.8,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3090,14.0,15.6,55.9,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3091,12.5,28.1,71.4,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3092,25.9,45.9,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3093,18.5,46.3,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3094,12.3,4.4,33.8,49.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3095,27.7,43.1,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3096,9.7,38.1,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3097,23.3,11.8,59.2,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3098,8.0,37.0,77.6,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3099,13.7,3.1,30.3,48.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3100,13.5,43.6,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3101,16.8,20.5,66.6,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3102,11.1,5.8,30.1,45.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3103,14.6,29.8,78.3,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3104,23.4,33.4,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3105,8.7,8.5,34.7,49.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3106,19.4,10.9,52.0,52.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3107,16.9,6.6,42.0,52.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3108,14.6,29.4,80.0,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3109,7.4,44.2,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3110,9.7,39.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3111,27.1,41.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3112,21.0,35.0,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3113,19.0,38.9,85.0,55.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3114,24.6,25.3,83.7,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3115,27.0,25.1,83.9,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3116,14.6,31.4,80.7,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3117,11.9,24.6,64.2,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3118,27.0,30.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3119,15.3,6.5,38.9,50.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3120,27.5,15.6,71.5,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3121,11.1,33.0,81.3,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3122,25.9,29.5,85.0,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3123,11.9,20.9,61.1,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3124,11.1,28.5,72.5,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3125,7.9,29.1,69.0,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3126,17.0,44.7,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3127,13.3,35.5,84.5,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3128,19.3,39.1,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3129,19.4,39.5,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3130,20.1,27.1,80.4,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3131,12.7,38.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3132,11.8,13.0,45.7,50.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3133,26.9,15.5,72.2,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3134,12.6,15.8,53.4,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3135,18.9,13.9,54.8,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3136,25.4,9.5,59.9,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3137,27.1,11.0,61.3,56.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3138,13.4,20.8,60.7,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3139,6.0,42.5,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3140,23.8,37.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3141,23.7,28.9,84.1,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3142,20.6,5.8,47.1,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3143,12.7,33.6,80.3,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3144,24.3,42.5,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3145,5.9,12.7,40.6,52.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3146,18.3,21.5,70.3,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3147,22.9,35.9,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3148,8.1,17.3,48.9,49.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3149,7.2,21.1,55.0,50.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3150,6.2,27.8,64.7,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3151,14.6,8.4,46.8,49.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3152,11.4,42.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3153,23.9,34.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3154,26.9,38.2,85.0,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3155,11.6,20.0,58.1,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3156,27.3,35.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3157,26.8,6.8,53.0,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3158,23.4,34.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3159,12.0,45.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3160,11.4,7.1,36.4,48.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3161,16.6,42.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3162,24.1,43.6,85.0,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3163,25.8,22.9,82.5,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3164,7.4,29.5,71.8,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3165,20.6,35.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3166,5.8,20.3,50.5,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3167,14.5,28.5,74.3,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3168,5.6,12.2,39.3,51.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3169,26.8,18.6,73.9,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3170,17.4,20.9,62.1,54.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3171,7.2,4.6,28.0,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3172,17.5,19.6,62.2,52.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3173,10.1,38.9,84.3,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3174,18.2,3.5,39.1,49.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3175,12.0,19.3,54.1,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3176,6.9,21.8,54.4,50.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3177,7.1,19.5,54.5,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3178,19.4,5.2,43.3,50.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3179,22.2,35.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3180,12.3,3.4,30.9,48.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3181,9.9,29.4,68.2,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3182,17.1,22.4,71.3,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3183,9.4,31.1,71.7,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3184,7.9,3.1,27.4,47.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3185,27.3,27.8,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3186,18.7,34.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3187,7.3,44.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3188,25.2,3.8,52.1,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3189,6.8,46.5,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3190,16.4,28.6,78.4,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3191,8.1,11.9,36.2,47.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3192,5.8,16.8,45.0,48.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3193,17.5,46.0,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3194,20.1,27.6,81.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3195,11.5,11.6,42.5,51.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3196,25.7,45.9,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3197,8.8,37.6,81.6,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3198,10.9,15.4,48.6,53.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3199,8.9,21.6,55.3,51.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3200,13.5,39.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3201,9.3,13.0,46.1,49.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3202,10.3,7.0,34.0,47.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3203,19.5,26.8,79.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3204,8.9,35.2,82.6,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3205,5.6,27.7,61.4,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3206,23.9,40.9,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3207,20.9,44.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3208,25.8,12.3,63.0,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3209,8.3,24.1,63.2,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3210,23.2,16.1,61.5,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3211,6.4,14.7,38.8,51.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3212,6.2,12.5,39.4,48.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3213,19.6,22.6,69.4,56.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3214,10.0,5.3,32.7,45.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3215,13.3,23.2,66.1,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3216,21.1,30.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3217,17.5,5.6,44.5,51.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3218,14.3,21.7,59.7,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3219,24.8,42.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3220,7.6,44.0,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3221,22.7,5.6,47.4,51.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3222,25.2,9.9,61.5,55.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3223,16.2,39.1,85.0,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3224,6.9,44.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3225,6.7,21.4,52.9,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3226,9.8,44.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3227,10.0,7.7,35.4,50.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3228,11.8,34.6,84.1,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3229,17.2,40.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3230,20.7,13.6,58.7,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3231,13.2,36.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3232,13.5,14.2,49.5,49.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3233,15.4,11.3,49.0,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3234,17.8,20.5,64.9,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3235,13.6,8.5,41.6,48.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-3236,27.6,43.7,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-3237,27.7,29.7,85.0,59.9,X-Mode Deep Snow Traction Lock
