Thermal_Run_ID,Ambient_Temp_C,Refrigerant_Discharge_Bar,Condenser_Subcooling_K,Heating_Coefficient_COP,Cabin_Heat_Range_Penalty_pct,Heat_Pump_State
DENSO-HP-2994,9.4,25.5,7.3,3.61,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2995,-16.5,14.4,8.1,3.13,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2996,7.7,27.1,8.9,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2997,-3.9,20.9,7.4,3.26,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2998,-3.4,22.8,3.6,2.28,19.5,Standard PTC Resistive Assist
DENSO-HP-2999,-6.6,20.1,8.9,3.71,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3000,-11.4,14.5,5.7,2.86,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3001,3.1,25.5,3.6,2.66,17.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3002,-2.2,20.2,8.3,3.4,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3003,6.3,25.2,6.4,3.63,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3004,14.2,29.7,4.5,3.36,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3005,-9.0,20.8,6.5,2.99,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3006,-0.4,24.7,5.2,2.91,18.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3007,1.1,23.6,8.9,3.67,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3008,-2.9,20.7,8.6,3.66,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3009,0.1,23.9,5.5,2.98,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3010,-16.8,16.8,5.7,2.38,16.2,Standard PTC Resistive Assist
DENSO-HP-3011,-5.7,19.5,4.9,2.59,17.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3012,1.9,23.2,8.1,3.43,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3013,-13.5,16.7,8.9,3.38,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3014,10.3,28.1,9.5,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3015,1.3,23.9,4.3,2.91,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3016,-0.4,25.4,4.9,3.02,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3017,-11.4,18.2,5.9,2.62,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3018,2.0,24.0,6.1,3.54,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3019,-2.8,21.9,9.7,3.72,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3020,-17.1,15.9,8.1,2.91,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3021,-10.1,17.1,8.9,3.23,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3022,-12.7,16.7,10.0,3.8,8.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3023,-7.3,22.6,9.9,3.69,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3024,3.2,24.4,7.8,3.66,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3025,-10.8,15.8,3.5,2.25,21.4,Standard PTC Resistive Assist
DENSO-HP-3026,-16.0,14.6,8.6,3.49,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3027,-2.8,21.0,8.8,3.72,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3028,13.1,30.2,4.8,3.14,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3029,-13.5,17.7,8.8,3.14,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3030,-17.5,13.8,8.9,3.42,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3031,-4.7,19.8,4.2,2.44,18.3,Standard PTC Resistive Assist
DENSO-HP-3032,-12.3,17.1,5.5,2.62,18.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3033,-12.8,18.4,5.4,2.79,16.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3034,4.6,24.1,4.6,2.91,16.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3035,-5.8,21.6,8.9,3.77,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3036,-16.1,17.1,4.2,2.3,19.1,Standard PTC Resistive Assist
DENSO-HP-3037,12.9,29.6,6.7,3.67,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3038,-13.8,16.7,4.5,2.2,20.1,Standard PTC Resistive Assist
DENSO-HP-3039,-13.8,16.4,9.9,3.62,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3040,3.0,24.4,4.2,2.62,18.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3041,11.1,27.4,4.7,3.31,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3042,12.7,28.4,7.6,3.77,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3043,-3.5,19.6,5.5,2.97,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3044,-12.1,18.4,6.1,2.84,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3045,-1.4,24.2,8.1,3.61,8.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3046,4.9,26.3,8.4,3.8,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3047,8.8,27.8,7.5,3.65,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3048,-4.7,21.2,4.4,2.55,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3049,-0.2,24.4,7.0,3.27,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3050,-11.0,17.7,8.7,3.5,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3051,-16.1,15.3,5.0,2.36,17.2,Standard PTC Resistive Assist
DENSO-HP-3052,-5.0,20.8,9.9,3.8,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3053,13.6,28.5,6.0,3.59,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3054,13.6,32.0,9.3,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3055,14.0,28.8,3.9,3.16,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3056,0.6,23.8,9.5,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3057,-6.3,20.1,5.0,2.72,17.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3058,8.3,27.7,7.2,3.62,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3059,-3.3,22.1,4.3,2.68,16.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3060,13.0,29.4,8.1,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3061,12.4,27.7,4.7,3.13,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3062,-9.7,19.3,7.3,3.18,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3063,-1.1,21.3,6.8,3.4,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3064,-14.6,17.2,6.8,2.93,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3065,-2.9,20.6,8.0,3.56,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3066,4.8,23.8,7.0,3.28,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3067,-0.2,24.4,7.8,3.49,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3068,-2.1,22.5,5.7,2.99,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3069,-12.3,19.7,7.0,3.03,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3070,11.7,27.3,5.0,3.12,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3071,-16.6,17.7,7.0,2.81,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3072,13.3,29.6,8.8,3.8,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3073,-9.2,21.1,10.0,3.78,7.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3074,6.0,25.9,8.2,3.76,7.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3075,-8.2,19.6,4.6,2.72,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3076,10.9,26.3,6.1,3.32,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3077,-7.5,21.0,9.7,3.79,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3078,6.5,24.9,8.8,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3079,-10.6,18.7,7.3,3.26,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3080,-9.0,19.7,9.7,3.57,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3081,-14.0,17.0,7.3,3.02,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3082,10.7,28.0,9.3,3.8,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3083,-6.2,19.8,8.4,3.6,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3084,-10.2,18.0,8.2,3.18,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3085,14.3,27.7,3.7,2.97,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3086,-8.5,18.8,8.9,3.38,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3087,13.3,29.5,4.2,3.22,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3088,2.5,23.4,6.0,3.06,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3089,1.1,21.6,3.8,2.56,18.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3090,-2.5,22.5,5.6,2.78,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3091,-12.5,17.8,9.5,3.37,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3092,-1.9,22.7,4.6,2.73,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3093,-12.4,18.3,4.8,2.49,17.7,Standard PTC Resistive Assist
DENSO-HP-3094,-6.8,18.5,4.2,2.7,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3095,-10.0,19.7,4.2,2.69,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3096,-3.8,21.5,7.6,3.39,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3097,1.6,24.3,8.2,3.58,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3098,-0.3,24.0,4.5,2.67,19.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3099,-11.0,18.7,6.8,3.2,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3100,-13.1,17.3,8.8,3.36,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3101,11.3,28.1,9.7,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3102,-4.1,20.5,3.8,2.49,16.0,Standard PTC Resistive Assist
DENSO-HP-3103,-2.0,21.5,9.9,3.62,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3104,13.9,30.8,9.8,3.8,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3105,-15.5,14.6,7.8,2.97,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3106,-15.9,16.2,8.9,3.1,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3107,5.0,24.2,7.4,3.6,8.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3108,-17.7,14.7,8.6,3.22,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3109,2.3,25.2,6.7,3.46,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3110,-11.3,18.5,6.9,3.04,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3111,-16.6,15.4,9.7,3.5,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3112,-15.0,15.1,6.9,2.65,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3113,3.1,23.6,5.8,3.12,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3114,-14.0,16.0,8.2,3.04,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3115,6.8,25.2,4.8,3.08,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3116,-11.2,19.9,4.3,2.53,19.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3117,13.7,29.1,7.5,3.8,7.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3118,-9.8,19.0,6.5,2.75,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3119,7.4,27.5,7.0,3.61,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3120,-2.7,18.8,4.9,2.72,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3121,11.9,30.1,4.2,3.21,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3122,-2.7,21.4,4.0,2.68,17.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3123,5.7,25.3,5.7,3.33,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3124,-12.5,16.7,9.4,3.74,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3125,-17.7,16.5,8.5,3.27,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3126,-15.5,17.0,9.2,3.48,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3127,-15.1,15.4,3.8,2.09,20.9,Standard PTC Resistive Assist
DENSO-HP-3128,7.1,26.9,7.5,3.7,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3129,-7.8,19.6,9.4,3.63,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3130,10.7,26.4,7.4,3.57,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3131,-4.1,20.3,8.3,3.43,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3132,-10.0,15.6,9.3,3.64,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3133,-8.8,20.6,7.1,3.1,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3134,-9.7,18.1,8.6,3.5,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3135,-7.0,19.6,8.4,3.47,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3136,14.2,29.5,4.2,3.25,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3137,0.9,24.8,7.7,3.66,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3138,2.5,22.6,6.0,3.31,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3139,-13.5,18.5,8.0,3.23,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3140,-4.9,18.4,9.3,3.7,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3141,0.8,25.3,9.0,3.8,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3142,0.6,23.7,8.0,3.5,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3143,4.9,24.6,4.3,2.89,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3144,11.7,26.7,9.4,3.8,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3145,-1.0,25.2,6.7,3.35,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3146,3.6,24.4,5.8,3.17,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3147,7.4,28.9,4.8,3.23,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3148,-12.5,18.4,7.5,3.12,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3149,13.8,30.3,9.4,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3150,4.0,24.6,5.6,3.0,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3151,-15.1,14.8,8.2,3.15,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3152,-5.5,19.3,4.3,2.59,19.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3153,10.7,26.9,7.3,3.72,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3154,-14.2,17.1,9.9,3.56,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3155,-8.1,18.8,3.6,2.43,15.8,Standard PTC Resistive Assist
DENSO-HP-3156,-10.6,18.0,7.9,3.14,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3157,-16.7,14.2,9.2,3.04,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3158,-10.6,19.7,3.7,2.42,19.9,Standard PTC Resistive Assist
DENSO-HP-3159,-11.3,18.2,9.7,3.63,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3160,-12.5,19.5,5.5,2.54,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3161,14.2,30.6,8.8,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3162,-6.3,20.4,5.5,2.7,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3163,9.8,27.8,7.8,3.8,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3164,-1.4,22.9,7.6,3.39,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3165,14.4,27.5,8.9,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3166,-2.8,22.1,5.9,2.77,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3167,7.2,27.4,3.6,2.82,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3168,-14.3,17.2,5.8,2.6,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3169,0.3,24.0,4.2,2.68,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3170,3.5,24.9,9.5,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3171,0.1,22.8,9.3,3.73,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3172,-16.8,17.2,6.2,2.67,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3173,-11.0,19.5,8.7,3.4,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3174,-5.8,20.6,8.9,3.52,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3175,0.0,23.0,9.8,3.8,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3176,-2.3,20.6,7.2,3.28,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3177,2.3,24.2,5.4,3.09,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3178,-15.5,14.4,6.7,2.86,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3179,5.3,28.1,4.5,2.88,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3180,7.7,25.5,8.1,3.8,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3181,13.8,30.0,7.8,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3182,-1.9,22.3,5.0,3.06,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3183,-8.2,20.3,9.0,3.6,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3184,-2.4,23.3,7.1,3.39,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3185,-13.0,16.0,5.1,2.49,16.1,Standard PTC Resistive Assist
DENSO-HP-3186,-17.4,15.2,7.2,2.79,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3187,-13.6,18.0,9.4,3.55,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3188,6.6,26.6,7.9,3.8,7.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3189,7.0,27.2,7.5,3.64,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3190,9.7,25.3,6.8,3.62,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3191,-12.5,18.5,9.2,3.6,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3192,11.9,28.5,4.9,3.36,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3193,-0.7,22.4,7.5,3.37,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3194,-7.9,19.3,6.5,2.97,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3195,4.6,26.5,5.6,3.07,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3196,12.4,29.1,7.9,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3197,-5.2,19.9,4.4,2.66,17.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3198,11.3,27.3,5.6,3.37,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3199,13.9,28.6,8.6,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3200,14.4,29.4,3.8,2.87,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3201,-3.6,23.2,7.9,3.35,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3202,7.2,26.2,3.7,2.9,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3203,12.3,30.6,5.9,3.51,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3204,-8.1,18.9,3.6,2.39,18.5,Standard PTC Resistive Assist
DENSO-HP-3205,-7.4,19.6,6.8,3.21,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3206,2.2,23.1,5.9,3.23,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3207,-17.1,15.2,4.9,2.42,17.3,Standard PTC Resistive Assist
DENSO-HP-3208,0.0,23.5,7.5,3.24,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3209,-8.6,18.6,8.3,3.36,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3210,-11.1,16.2,4.4,2.47,17.4,Standard PTC Resistive Assist
DENSO-HP-3211,-2.8,22.5,4.0,2.69,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3212,-12.1,19.1,9.2,3.47,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3213,-4.4,22.4,7.2,3.24,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3214,14.1,28.9,6.8,3.45,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3215,5.8,25.5,3.6,2.72,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3216,-1.9,21.8,4.4,2.69,16.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3217,-16.1,15.9,9.5,3.32,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3218,-16.6,18.5,9.1,3.17,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3219,-0.9,23.8,3.9,2.54,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3220,-9.3,18.7,8.8,3.32,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3221,-15.1,18.4,9.5,3.24,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3222,-6.8,21.8,8.2,3.52,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3223,14.4,30.8,7.8,3.8,8.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3224,-4.8,20.3,8.4,3.6,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3225,-16.3,16.6,5.4,2.45,16.9,Standard PTC Resistive Assist
DENSO-HP-3226,-6.0,21.0,6.5,3.16,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3227,9.2,28.6,9.9,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3228,9.9,25.4,6.0,3.38,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3229,6.9,26.0,4.7,2.93,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3230,-11.6,18.5,3.7,2.3,16.5,Standard PTC Resistive Assist
DENSO-HP-3231,-15.2,15.2,5.6,2.9,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3232,-10.0,17.1,5.0,2.55,17.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3233,8.0,27.4,6.0,3.04,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3234,-6.0,18.9,8.0,3.64,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3235,14.0,26.9,7.2,3.71,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3236,-9.6,19.7,6.8,2.89,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3237,3.3,25.6,6.9,3.29,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3238,0.0,22.2,4.9,2.96,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3239,9.6,28.5,4.3,3.12,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3240,10.3,26.3,8.9,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3241,-11.8,17.0,3.6,2.2,18.0,Standard PTC Resistive Assist
DENSO-HP-3242,9.2,25.9,6.2,3.32,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3243,7.5,26.1,9.1,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3244,3.7,24.6,5.2,3.22,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3245,-0.1,24.5,9.6,3.8,8.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3246,-17.8,15.6,7.8,2.93,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3247,-3.9,21.2,5.1,2.87,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3248,3.9,24.3,6.1,3.28,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3249,6.4,26.7,4.0,3.19,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3250,-17.8,14.7,6.6,2.86,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3251,0.9,22.4,7.4,3.7,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3252,1.4,21.7,8.7,3.8,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3253,-1.8,23.8,4.5,2.59,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3254,-1.1,21.4,5.0,2.7,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3255,-5.7,19.0,8.4,3.5,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3256,3.6,25.3,9.8,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3257,-13.2,15.7,9.5,3.31,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3258,13.5,28.1,9.4,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-3259,12.7,28.8,8.2,3.8,11.4,High-Efficiency Subcooling (COP >2.5)
