Driveline_Run_ID,Driveshaft_Speed_RPM,Driveline_Torque_Nm,Torsional_Vibration_G,Dynamic_Damping_Stiffness,Driveline_Smoothness
ALFA-GIORGIO-3030,1910,442.7,0.309,1446.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3031,7474,198.0,0.436,1225.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3032,3727,345.8,0.312,1470.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3033,2821,476.6,0.31,1456.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3034,1679,397.4,0.191,1614.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3035,1561,383.2,0.202,1586.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3036,3905,569.3,0.347,1343.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3037,2927,288.0,0.266,1387.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3038,2226,415.2,0.306,1396.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3039,2515,524.5,0.336,1435.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3040,2792,330.5,0.229,1551.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3041,5674,179.9,0.367,1421.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3042,4631,324.8,0.312,1486.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3043,2829,498.7,0.344,1318.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3044,5809,190.6,0.334,1380.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3045,5231,555.7,0.436,1218.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3046,1717,227.5,0.199,1590.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3047,2260,457.8,0.33,1361.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3048,2210,181.8,0.24,1506.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3049,4695,422.2,0.335,1482.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3050,3945,326.5,0.311,1433.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3051,4435,302.6,0.33,1402.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3052,6546,384.2,0.452,1317.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3053,5367,472.4,0.395,1356.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3054,3371,337.3,0.303,1405.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3055,5269,526.2,0.44,1274.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3056,1581,309.2,0.268,1489.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3057,1785,163.9,0.191,1620.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3058,5068,153.6,0.302,1380.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3059,4380,396.7,0.305,1443.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3060,3487,256.2,0.256,1490.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3061,6845,263.4,0.386,1304.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3062,4500,250.8,0.309,1431.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3063,2460,245.3,0.181,1627.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3064,2134,226.3,0.226,1535.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3065,6537,391.3,0.427,1302.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3066,4816,447.8,0.345,1377.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3067,7309,519.6,0.462,1186.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3068,4984,483.6,0.395,1373.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3069,5661,158.6,0.316,1384.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3070,6679,241.4,0.378,1380.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3071,4358,295.1,0.315,1380.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3072,5302,298.8,0.345,1326.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3073,5705,595.8,0.492,1250.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3074,1822,163.9,0.184,1522.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3075,2173,253.0,0.224,1473.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3076,4698,242.3,0.293,1464.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3077,6483,234.7,0.382,1360.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3078,3808,578.7,0.342,1414.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3079,6562,313.5,0.402,1291.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3080,3071,547.7,0.344,1366.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3081,5897,363.0,0.37,1402.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3082,2889,285.0,0.269,1438.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3083,6667,431.9,0.426,1355.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3084,6659,283.1,0.398,1330.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3085,2544,178.3,0.179,1553.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3086,3413,451.2,0.344,1307.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3087,5531,154.9,0.355,1358.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3088,6044,240.2,0.346,1414.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3089,1953,181.3,0.19,1553.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3090,2864,192.8,0.217,1536.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3091,4174,381.4,0.382,1349.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3092,1745,505.7,0.281,1487.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3093,4760,262.5,0.324,1421.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3094,5828,507.5,0.462,1268.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3095,5998,437.3,0.41,1235.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3096,6906,540.1,0.46,1252.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3097,6402,235.1,0.394,1316.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3098,6625,403.5,0.422,1388.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3099,6216,372.0,0.412,1355.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3100,7317,161.9,0.404,1360.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3101,2551,393.9,0.271,1425.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3102,4757,244.9,0.244,1555.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3103,7157,585.8,0.547,1100.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3104,2840,253.2,0.265,1528.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3105,7434,516.1,0.444,1239.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3106,6124,403.2,0.371,1358.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3107,3911,375.5,0.301,1443.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3108,3407,350.9,0.26,1502.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3109,4776,517.6,0.322,1404.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3110,5058,446.9,0.401,1334.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3111,1656,308.5,0.226,1552.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3112,1922,453.6,0.244,1423.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3113,3964,229.3,0.309,1368.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3114,7157,321.9,0.414,1312.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3115,1897,318.9,0.284,1414.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3116,2079,248.4,0.241,1583.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3117,6801,463.7,0.481,1264.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3118,6658,460.0,0.415,1234.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3119,4760,271.3,0.253,1514.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3120,7076,316.3,0.449,1262.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3121,7040,312.7,0.466,1258.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3122,3469,552.1,0.348,1455.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3123,7032,185.8,0.367,1292.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3124,3060,154.4,0.218,1516.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3125,1513,487.3,0.239,1548.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3126,2920,179.3,0.232,1591.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3127,2000,246.9,0.255,1518.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3128,5402,457.5,0.432,1251.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3129,3103,160.5,0.225,1502.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3130,1850,191.1,0.185,1574.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3131,2112,415.1,0.214,1510.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3132,4424,385.1,0.337,1454.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3133,2213,595.6,0.263,1495.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3134,4428,571.5,0.416,1299.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3135,2092,500.9,0.328,1378.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3136,3053,416.9,0.317,1427.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3137,6019,209.9,0.376,1290.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3138,6774,207.1,0.398,1308.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3139,3434,262.1,0.242,1585.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3140,7288,398.2,0.48,1247.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3141,6960,356.1,0.422,1338.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3142,6483,567.9,0.456,1203.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3143,2382,227.4,0.214,1552.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3144,3189,334.2,0.355,1373.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3145,3071,374.5,0.218,1500.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3146,3790,505.6,0.315,1419.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3147,3188,374.7,0.27,1478.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3148,5614,188.8,0.353,1353.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3149,4548,161.8,0.268,1445.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3150,7042,352.9,0.438,1269.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3151,5853,221.2,0.361,1420.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3152,7111,577.9,0.484,1199.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3153,4112,365.1,0.318,1398.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3154,7091,353.0,0.402,1276.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3155,4301,412.8,0.344,1344.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3156,3366,392.8,0.367,1385.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3157,4587,557.1,0.39,1339.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3158,7403,183.5,0.376,1308.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3159,2220,400.3,0.278,1474.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3160,7016,482.5,0.445,1290.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3161,4349,339.3,0.307,1391.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3162,1994,465.1,0.265,1460.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3163,5967,239.1,0.355,1375.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3164,6678,445.7,0.421,1275.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3165,5308,465.7,0.402,1377.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3166,6774,532.2,0.447,1273.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3167,5530,407.9,0.349,1380.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3168,6430,351.8,0.416,1379.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3169,6973,179.3,0.396,1306.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3170,5074,428.6,0.377,1374.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3171,4722,201.7,0.296,1433.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3172,7204,536.1,0.469,1230.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3173,2685,568.2,0.364,1349.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3174,6523,285.5,0.389,1398.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3175,5589,232.5,0.355,1303.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3176,3215,353.5,0.283,1437.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3177,4549,350.2,0.364,1368.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3178,2371,466.3,0.294,1452.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3179,1814,297.7,0.274,1541.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3180,2111,240.2,0.174,1606.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3181,5506,166.3,0.366,1396.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3182,4924,234.5,0.358,1311.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3183,2876,227.9,0.221,1553.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3184,4165,348.1,0.3,1393.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3185,6656,561.9,0.496,1217.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3186,6034,538.8,0.411,1373.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3187,7127,577.1,0.446,1196.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3188,2948,308.7,0.288,1425.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3189,6980,400.8,0.413,1245.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3190,3017,289.3,0.219,1569.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3191,6586,311.9,0.364,1376.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3192,1851,151.5,0.226,1478.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3193,4388,473.2,0.321,1368.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3194,4498,565.5,0.403,1340.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3195,6744,473.0,0.418,1274.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3196,4372,483.9,0.337,1391.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3197,3144,242.5,0.223,1558.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3198,3743,227.4,0.297,1373.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3199,1773,236.0,0.184,1513.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3200,4623,166.7,0.315,1400.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3201,6749,507.5,0.423,1268.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3202,4586,412.1,0.299,1481.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3203,2373,453.8,0.236,1469.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3204,2243,497.3,0.261,1452.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3205,3587,376.1,0.315,1401.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3206,5707,578.9,0.4,1369.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3207,3453,372.8,0.264,1502.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3208,3823,244.2,0.297,1485.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3209,6552,520.6,0.455,1335.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3210,4639,353.0,0.365,1283.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3211,2720,486.9,0.212,1489.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3212,4481,164.4,0.311,1435.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3213,4883,478.3,0.396,1278.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3214,5443,453.1,0.416,1275.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3215,6113,494.2,0.367,1307.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3216,1719,490.5,0.253,1569.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3217,3721,556.5,0.311,1409.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3218,3376,173.0,0.297,1470.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3219,5345,291.3,0.381,1359.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3220,6347,523.6,0.491,1146.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3221,4590,246.7,0.322,1414.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3222,2776,526.5,0.299,1456.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3223,6628,243.7,0.408,1271.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3224,1989,466.0,0.287,1471.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3225,2158,566.5,0.289,1472.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3226,3952,580.5,0.365,1368.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3227,4719,264.1,0.314,1439.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3228,5664,302.2,0.37,1388.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3229,1929,297.4,0.177,1569.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3230,3370,326.3,0.294,1428.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3231,2539,223.9,0.22,1573.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3232,3390,159.3,0.224,1577.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3233,7178,358.1,0.44,1336.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3234,6486,228.5,0.404,1307.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3235,4867,327.3,0.318,1369.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3236,3822,555.1,0.382,1274.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3237,3768,324.8,0.298,1439.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3238,5718,400.9,0.39,1278.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3239,3526,572.9,0.326,1422.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3240,2430,156.1,0.284,1418.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3241,6482,265.5,0.399,1304.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3242,3773,489.3,0.317,1517.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3243,1970,244.3,0.227,1537.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3244,4489,492.1,0.365,1404.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3245,4808,169.8,0.242,1520.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3246,6823,536.3,0.437,1194.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3247,6814,270.8,0.402,1264.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3248,4078,259.9,0.267,1461.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3249,3885,481.7,0.286,1496.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3250,3049,411.3,0.294,1447.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3251,3403,365.0,0.301,1465.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3252,5631,518.1,0.401,1327.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3253,5274,548.6,0.385,1326.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3254,3901,171.5,0.24,1543.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3255,4402,516.2,0.371,1391.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3256,4894,414.1,0.345,1477.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3257,7298,568.1,0.473,1231.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3258,7042,517.7,0.475,1182.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3259,6182,541.7,0.426,1318.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3260,2796,223.4,0.167,1640.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3261,1969,236.9,0.214,1522.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3262,5551,266.5,0.367,1352.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3263,5141,205.8,0.349,1323.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3264,6278,387.8,0.423,1265.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3265,4432,184.3,0.266,1508.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3266,2847,422.5,0.226,1519.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3267,3411,477.3,0.308,1406.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3268,3283,516.9,0.287,1421.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3269,3928,456.5,0.341,1331.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3270,7212,345.9,0.424,1268.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3271,3414,557.0,0.335,1373.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3272,5953,459.5,0.463,1151.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3273,7167,366.6,0.435,1378.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3274,4122,243.0,0.311,1440.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3275,3006,324.0,0.312,1438.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3276,7166,455.0,0.467,1223.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3277,7148,171.7,0.405,1344.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3278,2545,476.5,0.246,1505.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3279,5458,547.6,0.463,1182.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-3280,1935,279.1,0.256,1492.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3281,2205,495.9,0.291,1441.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3282,2059,592.8,0.272,1467.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3283,6387,455.5,0.419,1238.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3284,1876,333.7,0.232,1400.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3285,4327,456.0,0.351,1350.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3286,5366,442.0,0.387,1360.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3287,6550,388.9,0.389,1309.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3288,1904,292.7,0.224,1510.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3289,3419,461.4,0.297,1523.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3290,4303,253.6,0.295,1443.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3291,2887,494.3,0.356,1341.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3292,3701,172.0,0.283,1520.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3293,4635,572.8,0.395,1377.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3294,2588,385.2,0.276,1495.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3295,1959,439.3,0.251,1472.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3296,4058,453.9,0.311,1487.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-3297,3765,374.5,0.346,1419.1,Nominal Carbon-Fiber Driveline Balance
