Monocoque_Scan_ID,Ultrasonic_Probe_Freq_MHz,Acoustic_Attenuation_dB_mm,Resin_Void_Content_pct,Chassis_Torsional_Rigidity_kNm_deg,Composite_Quality
PAGANI-UTOPIA-2789,8.1,0.9,0.52,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2790,5.9,0.53,0.4,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2791,7.4,0.48,0.49,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2792,8.9,0.72,0.52,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2793,6.2,0.69,0.47,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2794,4.7,0.66,0.5,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2795,8.0,0.6,0.46,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2796,4.2,0.55,0.34,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2797,4.6,0.47,0.29,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2798,8.9,0.57,0.39,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2799,3.6,0.68,0.39,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2800,9.6,0.48,0.3,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2801,4.0,0.87,0.45,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2802,11.8,0.5,0.33,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2803,5.9,0.83,0.51,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2804,10.2,0.52,0.49,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2805,5.4,0.54,0.31,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2806,5.1,0.62,0.33,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2807,4.8,1.01,0.54,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2808,9.3,0.56,0.42,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2809,11.1,0.88,0.5,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2810,8.4,1.25,0.8,51.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2811,8.8,1.26,0.64,50.4,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2812,5.4,0.57,0.42,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2813,11.8,0.51,0.4,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2814,11.0,0.58,0.36,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2815,4.5,0.51,0.26,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2816,9.8,0.78,0.48,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2817,9.5,0.7,0.49,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2818,10.0,0.52,0.28,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2819,6.1,0.88,0.69,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2820,3.8,0.97,0.73,49.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2821,7.1,0.54,0.35,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2822,4.7,0.69,0.45,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2823,4.2,0.64,0.43,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2824,10.4,0.69,0.39,49.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2825,11.2,0.56,0.42,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2826,4.3,0.65,0.41,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2827,8.5,0.52,0.29,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2828,5.6,0.65,0.39,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2829,3.7,0.55,0.28,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2830,7.8,0.95,0.57,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2831,5.9,0.45,0.32,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2832,4.7,0.56,0.44,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2833,6.0,0.63,0.35,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2834,7.7,0.58,0.42,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2835,12.0,1.07,0.74,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2836,10.5,0.63,0.42,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2837,11.7,0.91,0.58,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2838,3.8,0.88,0.49,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2839,7.7,0.9,0.45,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2840,10.3,0.56,0.33,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2841,8.9,1.38,0.96,50.2,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2842,3.6,0.86,0.59,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2843,6.3,0.45,0.22,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2844,8.4,0.46,0.36,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2845,9.2,0.49,0.12,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2846,6.8,0.6,0.2,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2847,4.1,0.88,0.67,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2848,4.6,0.5,0.36,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2849,6.7,0.77,0.49,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2850,7.1,0.94,0.78,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2851,6.1,0.79,0.45,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2852,6.3,0.47,0.25,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2853,9.8,0.46,0.16,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2854,6.7,0.49,0.39,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2855,5.7,0.46,0.29,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2856,10.8,0.64,0.37,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2857,5.4,1.01,0.71,49.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2858,9.6,1.14,0.62,52.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2859,7.8,0.7,0.51,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2860,9.4,0.68,0.4,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2861,4.9,0.47,0.39,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2862,6.3,0.74,0.46,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2863,4.5,0.5,0.37,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2864,11.6,0.85,0.6,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2865,4.6,0.49,0.2,54.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2866,11.8,0.5,0.13,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2867,4.9,0.63,0.4,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2868,11.6,0.47,0.44,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2869,10.0,0.67,0.45,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2870,10.5,0.63,0.4,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2871,7.6,0.66,0.34,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2872,6.5,1.53,1.03,48.5,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2873,7.6,2.12,1.41,46.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2874,11.0,0.84,0.53,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2875,9.3,1.76,1.1,50.0,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2876,5.5,0.5,0.17,54.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2877,6.0,0.75,0.46,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2878,11.1,0.57,0.45,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2879,3.8,1.16,0.8,50.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2880,5.6,0.61,0.4,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2881,8.6,0.49,0.32,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2882,10.4,0.66,0.52,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2883,5.6,0.53,0.22,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2884,11.0,0.52,0.39,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2885,9.4,0.58,0.38,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2886,8.6,0.5,0.27,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2887,5.1,0.9,0.62,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2888,11.0,0.51,0.36,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2889,8.4,0.48,0.2,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2890,8.1,0.5,0.37,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2891,11.1,0.45,0.16,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2892,8.6,0.54,0.28,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2893,8.3,0.48,0.23,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2894,7.1,0.64,0.41,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2895,6.1,0.78,0.64,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2896,5.0,0.75,0.35,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2897,6.1,0.57,0.45,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2898,9.8,1.08,0.6,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2899,11.7,0.68,0.46,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2900,10.2,0.64,0.44,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2901,5.2,0.58,0.33,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2902,5.2,0.5,0.3,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2903,10.0,0.48,0.24,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2904,6.4,1.04,0.72,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2905,4.8,0.76,0.53,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2906,10.2,0.62,0.41,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2907,8.7,0.47,0.08,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2908,9.3,0.46,0.4,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2909,4.3,0.62,0.45,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2910,8.8,0.56,0.3,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2911,5.0,0.58,0.38,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2912,11.9,0.46,0.35,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2913,6.4,0.5,0.35,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2914,5.1,1.04,0.79,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2915,4.9,1.73,1.19,47.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2916,6.7,0.46,0.27,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2917,6.4,1.06,0.79,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2918,6.7,0.54,0.42,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2919,9.2,1.38,0.82,50.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2920,7.2,0.72,0.45,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2921,5.6,0.53,0.28,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2922,8.1,0.47,0.23,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2923,7.8,0.5,0.44,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2924,8.3,0.59,0.4,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2925,6.7,0.87,0.6,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2926,7.8,0.76,0.4,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2927,7.4,0.86,0.51,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2928,8.8,0.71,0.34,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2929,6.7,0.51,0.31,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2930,5.4,0.79,0.55,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2931,8.5,0.47,0.37,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2932,11.3,0.6,0.36,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2933,12.0,0.65,0.45,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2934,4.7,0.56,0.53,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2935,8.9,0.5,0.3,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2936,10.7,0.53,0.47,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2937,10.9,0.89,0.54,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2938,9.5,0.67,0.33,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2939,4.0,0.58,0.36,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2940,11.8,0.71,0.57,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2941,10.4,0.52,0.27,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2942,6.8,0.48,0.31,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2943,8.9,0.52,0.34,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2944,8.8,0.49,0.28,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2945,9.7,0.75,0.51,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2946,10.7,0.54,0.34,55.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2947,5.0,0.61,0.49,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2948,7.8,0.75,0.48,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2949,10.7,0.48,0.44,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2950,7.8,0.6,0.38,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2951,4.4,0.49,0.11,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2952,8.5,0.77,0.51,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2953,4.2,0.98,0.69,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2954,5.4,0.83,0.55,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2955,8.6,0.64,0.42,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2956,6.6,0.67,0.37,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2957,11.1,0.7,0.42,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2958,8.7,0.97,0.52,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2959,9.1,0.51,0.24,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2960,4.6,0.47,0.25,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2961,3.8,1.28,0.87,50.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2962,5.4,0.91,0.59,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2963,4.3,0.72,0.53,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2964,3.6,0.72,0.42,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2965,11.1,0.53,0.2,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2966,6.8,0.52,0.31,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2967,3.5,0.71,0.53,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2968,6.0,0.55,0.4,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2969,7.3,0.6,0.4,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2970,7.1,0.68,0.51,49.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2971,8.9,0.71,0.47,50.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2972,9.0,0.66,0.53,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2973,8.7,0.78,0.29,55.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2974,6.2,0.71,0.53,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2975,8.6,0.66,0.31,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2976,5.1,0.62,0.36,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2977,9.2,0.48,0.22,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2978,3.6,0.8,0.61,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2979,7.4,0.77,0.59,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2980,5.3,0.61,0.46,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2981,4.2,0.47,0.34,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2982,6.8,0.46,0.3,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2983,5.7,0.53,0.47,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2984,3.9,1.91,1.18,46.6,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2985,10.7,0.53,0.41,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2986,10.4,0.68,0.39,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2987,8.2,0.47,0.31,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2988,9.0,0.96,0.7,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2989,4.4,1.61,0.89,49.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2990,8.6,0.66,0.39,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2991,10.1,0.53,0.37,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2992,9.0,0.57,0.49,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2993,9.7,0.6,0.43,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2994,11.5,0.81,0.55,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2995,11.2,0.52,0.27,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2996,8.7,0.58,0.39,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2997,10.6,0.76,0.48,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2998,5.3,0.65,0.52,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2999,11.7,0.6,0.45,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3000,4.1,0.7,0.62,49.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3001,6.4,0.46,0.36,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3002,4.9,0.92,0.64,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3003,4.8,0.54,0.55,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3004,6.9,0.48,0.32,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3005,3.5,0.86,0.57,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3006,4.4,0.54,0.38,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3007,5.9,0.76,0.53,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3008,6.4,0.64,0.51,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3009,8.1,0.68,0.28,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3010,10.2,0.57,0.26,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3011,7.0,0.85,0.56,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3012,7.9,0.48,0.3,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3013,5.1,0.6,0.33,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3014,7.8,0.96,0.58,49.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3015,8.9,0.48,0.33,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3016,6.0,0.49,0.36,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3017,4.9,1.04,0.72,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3018,5.9,0.71,0.51,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3019,5.9,0.58,0.33,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3020,9.7,0.46,0.3,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3021,5.4,0.47,0.22,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3022,9.2,0.65,0.39,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3023,10.0,0.68,0.44,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3024,4.1,0.61,0.41,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3025,10.2,0.45,0.31,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3026,4.0,0.49,0.41,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3027,8.3,0.74,0.53,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3028,7.1,0.5,0.28,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3029,5.9,0.79,0.52,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-3030,3.5,0.45,0.35,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
