Trip_ID,Hard_Braking_Count,Acceleration_Smoothness,Cornering_Force_G,Average_Speed_kmh,Cluster,Driver_Category
TRIP-11145,2,2.45,0.291,60.6,0,Eco-Friendly (Safe)
TRIP-11146,6,7.31,0.97,85.5,1,Standard Commuter
TRIP-11147,8,4.05,0.465,98.1,1,Standard Commuter
TRIP-11148,1,0.67,0.198,64.0,2,High-Risk (Aggressive)
TRIP-11149,2,2.36,0.292,59.7,0,Eco-Friendly (Safe)
TRIP-11150,0,0.88,0.246,57.1,2,High-Risk (Aggressive)
TRIP-11151,16,4.8,0.377,87.1,1,Standard Commuter
TRIP-11152,4,6.29,0.518,103.1,1,Standard Commuter
TRIP-11153,0,1.21,0.194,47.7,2,High-Risk (Aggressive)
TRIP-11154,1,1.15,0.176,57.0,2,High-Risk (Aggressive)
TRIP-11155,0,1.3,0.138,49.5,2,High-Risk (Aggressive)
TRIP-11156,0,0.96,0.203,60.0,2,High-Risk (Aggressive)
TRIP-11157,0,0.92,0.154,63.8,2,High-Risk (Aggressive)
TRIP-11158,4,3.78,0.525,83.7,1,Standard Commuter
TRIP-11159,2,2.96,0.293,70.4,0,Eco-Friendly (Safe)
TRIP-11160,0,1.1,0.172,56.6,2,High-Risk (Aggressive)
TRIP-11161,12,2.88,0.876,98.3,1,Standard Commuter
TRIP-11162,3,2.7,0.445,76.3,0,Eco-Friendly (Safe)
TRIP-11163,2,1.02,0.239,47.7,2,High-Risk (Aggressive)
TRIP-11164,1,2.57,0.307,77.1,0,Eco-Friendly (Safe)
TRIP-11165,3,1.11,0.2,48.8,2,High-Risk (Aggressive)
TRIP-11166,2,2.31,0.32,63.7,0,Eco-Friendly (Safe)
TRIP-11167,2,1.48,0.135,51.9,2,High-Risk (Aggressive)
TRIP-11168,3,4.26,0.672,96.1,1,Standard Commuter
TRIP-11169,1,5.34,0.429,81.7,0,Eco-Friendly (Safe)
TRIP-11170,7,4.2,0.698,77.2,1,Standard Commuter
TRIP-11171,6,3.23,0.285,63.3,0,Eco-Friendly (Safe)
TRIP-11172,1,1.89,0.275,71.1,0,Eco-Friendly (Safe)
TRIP-11173,4,3.23,0.636,77.2,1,Standard Commuter
TRIP-11174,1,2.78,0.372,72.3,0,Eco-Friendly (Safe)
TRIP-11175,1,2.54,0.329,65.3,0,Eco-Friendly (Safe)
TRIP-11176,4,1.79,0.27,71.9,0,Eco-Friendly (Safe)
TRIP-11177,3,1.75,0.359,86.6,0,Eco-Friendly (Safe)
TRIP-11178,0,0.3,0.182,52.1,2,High-Risk (Aggressive)
TRIP-11179,3,1.4,0.188,56.8,2,High-Risk (Aggressive)
TRIP-11180,1,1.19,0.161,55.1,2,High-Risk (Aggressive)
TRIP-11181,2,2.22,0.343,74.9,0,Eco-Friendly (Safe)
TRIP-11182,3,2.01,0.364,70.5,0,Eco-Friendly (Safe)
TRIP-11183,3,2.83,0.289,61.6,0,Eco-Friendly (Safe)
TRIP-11184,0,1.03,0.202,60.0,2,High-Risk (Aggressive)
TRIP-11185,1,1.23,0.167,55.0,2,High-Risk (Aggressive)
TRIP-11186,3,3.21,0.304,73.8,0,Eco-Friendly (Safe)
TRIP-11187,3,1.98,0.391,69.1,0,Eco-Friendly (Safe)
TRIP-11188,6,5.42,0.407,55.0,1,Standard Commuter
TRIP-11189,3,1.93,0.207,81.3,0,Eco-Friendly (Safe)
TRIP-11190,1,4.25,0.507,88.1,0,Eco-Friendly (Safe)
TRIP-11191,4,2.3,0.359,43.6,0,Eco-Friendly (Safe)
TRIP-11192,5,2.36,0.365,80.5,0,Eco-Friendly (Safe)
TRIP-11193,0,1.61,0.206,48.3,2,High-Risk (Aggressive)
TRIP-11194,1,2.36,0.384,61.3,0,Eco-Friendly (Safe)
TRIP-11195,1,1.25,0.137,59.5,2,High-Risk (Aggressive)
TRIP-11196,1,1.07,0.172,51.4,2,High-Risk (Aggressive)
TRIP-11197,3,2.03,0.394,68.9,0,Eco-Friendly (Safe)
TRIP-11198,2,1.42,0.205,49.4,2,High-Risk (Aggressive)
TRIP-11199,0,1.15,0.181,46.0,2,High-Risk (Aggressive)
TRIP-11200,4,2.16,0.265,76.2,0,Eco-Friendly (Safe)
TRIP-11201,2,1.82,0.41,46.4,0,Eco-Friendly (Safe)
TRIP-11202,0,1.15,0.155,46.7,2,High-Risk (Aggressive)
TRIP-11203,6,2.57,0.294,82.5,0,Eco-Friendly (Safe)
TRIP-11204,2,1.85,0.265,93.7,0,Eco-Friendly (Safe)
TRIP-11205,5,2.28,0.371,75.2,0,Eco-Friendly (Safe)
TRIP-11206,3,3.26,0.357,58.8,0,Eco-Friendly (Safe)
TRIP-11207,6,2.49,0.305,72.0,0,Eco-Friendly (Safe)
TRIP-11208,1,4.31,0.52,79.8,0,Eco-Friendly (Safe)
TRIP-11209,1,1.37,0.132,51.6,2,High-Risk (Aggressive)
TRIP-11210,7,3.85,0.641,75.2,1,Standard Commuter
TRIP-11211,0,1.6,0.132,59.2,2,High-Risk (Aggressive)
TRIP-11212,0,2.81,0.296,47.8,2,High-Risk (Aggressive)
TRIP-11213,0,1.17,0.096,58.0,2,High-Risk (Aggressive)
TRIP-11214,2,2.83,0.292,68.9,0,Eco-Friendly (Safe)
TRIP-11215,0,1.12,0.201,48.0,2,High-Risk (Aggressive)
TRIP-11216,3,4.49,0.577,71.8,1,Standard Commuter
TRIP-11217,3,2.22,0.383,82.7,0,Eco-Friendly (Safe)
TRIP-11218,0,1.0,0.148,44.8,2,High-Risk (Aggressive)
TRIP-11219,3,2.02,0.415,68.3,0,Eco-Friendly (Safe)
TRIP-11220,3,1.94,0.346,63.7,0,Eco-Friendly (Safe)
TRIP-11221,4,2.45,0.27,67.8,0,Eco-Friendly (Safe)
TRIP-11222,2,2.81,0.369,65.4,0,Eco-Friendly (Safe)
TRIP-11223,2,4.19,0.555,79.5,1,Standard Commuter
TRIP-11224,2,2.13,0.267,64.3,0,Eco-Friendly (Safe)
TRIP-11225,7,6.1,0.474,104.1,1,Standard Commuter
TRIP-11226,1,2.16,0.392,71.5,0,Eco-Friendly (Safe)
TRIP-11227,6,1.48,0.214,72.6,0,Eco-Friendly (Safe)
TRIP-11228,5,2.47,0.209,61.7,0,Eco-Friendly (Safe)
TRIP-11229,7,4.88,0.661,99.5,1,Standard Commuter
TRIP-11230,5,2.32,0.279,67.3,0,Eco-Friendly (Safe)
TRIP-11231,4,3.73,0.693,95.1,1,Standard Commuter
TRIP-11232,0,0.88,0.081,52.8,2,High-Risk (Aggressive)
TRIP-11233,4,5.19,0.614,85.5,1,Standard Commuter
TRIP-11234,2,2.05,0.348,67.9,0,Eco-Friendly (Safe)
TRIP-11235,5,0.94,0.211,49.4,2,High-Risk (Aggressive)
TRIP-11236,0,0.53,0.142,48.9,2,High-Risk (Aggressive)
TRIP-11237,4,3.9,0.543,88.3,1,Standard Commuter
TRIP-11238,0,1.13,0.18,63.9,2,High-Risk (Aggressive)
TRIP-11239,1,1.15,0.244,51.4,2,High-Risk (Aggressive)
TRIP-11240,3,4.11,0.403,88.1,0,Eco-Friendly (Safe)
TRIP-11241,2,3.1,0.258,78.9,0,Eco-Friendly (Safe)
TRIP-11242,2,3.06,0.305,59.8,0,Eco-Friendly (Safe)
TRIP-11243,0,1.18,0.241,69.1,2,High-Risk (Aggressive)
TRIP-11244,0,1.1,0.177,44.9,2,High-Risk (Aggressive)
TRIP-11245,10,5.6,0.452,96.2,1,Standard Commuter
TRIP-11246,0,2.4,0.276,56.7,2,High-Risk (Aggressive)
TRIP-11247,8,2.54,0.437,85.6,1,Standard Commuter
TRIP-11248,0,0.36,0.199,56.3,2,High-Risk (Aggressive)
TRIP-11249,2,0.95,0.162,54.0,2,High-Risk (Aggressive)
TRIP-11250,3,2.88,0.219,69.3,0,Eco-Friendly (Safe)
TRIP-11251,5,5.08,0.431,83.4,1,Standard Commuter
TRIP-11252,4,2.21,0.356,51.8,0,Eco-Friendly (Safe)
TRIP-11253,5,5.02,0.29,102.7,1,Standard Commuter
TRIP-11254,3,1.95,0.308,71.6,0,Eco-Friendly (Safe)
TRIP-11255,6,2.54,0.42,69.3,0,Eco-Friendly (Safe)
TRIP-11256,0,1.38,0.211,53.8,2,High-Risk (Aggressive)
TRIP-11257,4,2.0,0.271,79.2,0,Eco-Friendly (Safe)
TRIP-11258,0,0.98,0.204,53.2,2,High-Risk (Aggressive)
TRIP-11259,1,1.61,0.237,71.6,0,Eco-Friendly (Safe)
TRIP-11260,0,2.64,0.243,80.5,0,Eco-Friendly (Safe)
TRIP-11261,9,4.99,0.533,89.0,1,Standard Commuter
TRIP-11262,1,2.94,0.312,50.8,0,Eco-Friendly (Safe)
TRIP-11263,5,2.74,0.226,58.1,0,Eco-Friendly (Safe)
TRIP-11264,1,0.89,0.27,65.5,2,High-Risk (Aggressive)
TRIP-11265,2,1.79,0.344,62.3,0,Eco-Friendly (Safe)
TRIP-11266,4,5.06,0.843,104.2,1,Standard Commuter
TRIP-11267,0,1.38,0.269,63.0,2,High-Risk (Aggressive)
TRIP-11268,1,1.52,0.167,54.2,2,High-Risk (Aggressive)
TRIP-11269,2,1.28,0.195,49.3,2,High-Risk (Aggressive)
TRIP-11270,0,1.36,0.222,67.8,2,High-Risk (Aggressive)
TRIP-11271,4,2.5,0.3,68.2,0,Eco-Friendly (Safe)
TRIP-11272,2,3.19,0.358,75.1,0,Eco-Friendly (Safe)
TRIP-11273,6,3.83,0.615,111.1,1,Standard Commuter
TRIP-11274,3,1.56,0.227,70.7,0,Eco-Friendly (Safe)
TRIP-11275,3,5.83,0.726,80.8,1,Standard Commuter
TRIP-11276,1,2.68,0.312,70.7,0,Eco-Friendly (Safe)
TRIP-11277,1,3.51,0.269,74.5,0,Eco-Friendly (Safe)
TRIP-11278,8,5.48,0.572,91.2,1,Standard Commuter
TRIP-11279,3,1.87,0.402,88.1,0,Eco-Friendly (Safe)
TRIP-11280,1,1.62,0.199,51.2,2,High-Risk (Aggressive)
TRIP-11281,4,2.31,0.479,60.1,0,Eco-Friendly (Safe)
TRIP-11282,2,0.86,0.161,61.5,2,High-Risk (Aggressive)
TRIP-11283,1,1.46,0.218,60.6,2,High-Risk (Aggressive)
TRIP-11284,1,1.59,0.123,42.9,2,High-Risk (Aggressive)
TRIP-11285,1,0.71,0.164,63.4,2,High-Risk (Aggressive)
TRIP-11286,1,1.27,0.171,66.6,2,High-Risk (Aggressive)
TRIP-11287,6,2.75,0.381,53.3,0,Eco-Friendly (Safe)
TRIP-11288,1,3.41,0.318,74.0,0,Eco-Friendly (Safe)
TRIP-11289,3,1.98,0.279,80.8,0,Eco-Friendly (Safe)
TRIP-11290,0,1.12,0.17,56.6,2,High-Risk (Aggressive)
TRIP-11291,4,2.18,0.344,79.2,0,Eco-Friendly (Safe)
TRIP-11292,3,2.05,0.274,79.2,0,Eco-Friendly (Safe)
TRIP-11293,3,2.43,0.279,63.5,0,Eco-Friendly (Safe)
TRIP-11294,1,2.38,0.417,58.8,0,Eco-Friendly (Safe)
TRIP-11295,0,1.84,0.318,61.2,2,High-Risk (Aggressive)
TRIP-11296,7,4.34,0.8,77.4,1,Standard Commuter
TRIP-11297,1,2.34,0.208,64.3,0,Eco-Friendly (Safe)
TRIP-11298,2,3.77,0.571,94.9,1,Standard Commuter
TRIP-11299,3,1.35,0.134,64.4,2,High-Risk (Aggressive)
TRIP-11300,8,4.72,0.73,101.2,1,Standard Commuter
TRIP-11301,2,1.37,0.188,48.2,2,High-Risk (Aggressive)
TRIP-11302,1,3.59,0.689,86.3,1,Standard Commuter
TRIP-11303,0,1.21,0.166,64.6,2,High-Risk (Aggressive)
TRIP-11304,7,3.77,0.606,97.5,1,Standard Commuter
TRIP-11305,3,4.07,0.727,62.5,1,Standard Commuter
TRIP-11306,6,5.17,0.406,93.0,1,Standard Commuter
TRIP-11307,1,1.0,0.099,60.7,2,High-Risk (Aggressive)
TRIP-11308,0,2.72,0.289,72.6,0,Eco-Friendly (Safe)
TRIP-11309,1,1.4,0.179,53.9,2,High-Risk (Aggressive)
TRIP-11310,4,2.43,0.301,65.1,0,Eco-Friendly (Safe)
TRIP-11311,2,2.53,0.342,76.4,0,Eco-Friendly (Safe)
TRIP-11312,3,2.08,0.315,61.6,0,Eco-Friendly (Safe)
TRIP-11313,3,2.66,0.328,81.7,0,Eco-Friendly (Safe)
TRIP-11314,1,0.69,0.196,60.6,2,High-Risk (Aggressive)
TRIP-11315,0,0.85,0.256,45.8,2,High-Risk (Aggressive)
TRIP-11316,1,1.02,0.163,55.1,2,High-Risk (Aggressive)
TRIP-11317,1,2.78,0.248,61.3,0,Eco-Friendly (Safe)
TRIP-11318,7,4.24,0.797,113.1,1,Standard Commuter
TRIP-11319,1,2.46,0.311,72.8,0,Eco-Friendly (Safe)
TRIP-11320,4,1.93,0.333,50.9,0,Eco-Friendly (Safe)
TRIP-11321,2,1.59,0.134,59.3,2,High-Risk (Aggressive)
TRIP-11322,3,1.83,0.197,79.7,0,Eco-Friendly (Safe)
TRIP-11323,0,0.99,0.132,50.4,2,High-Risk (Aggressive)
TRIP-11324,0,0.79,0.236,41.7,2,High-Risk (Aggressive)
TRIP-11325,0,2.08,0.337,79.3,0,Eco-Friendly (Safe)
TRIP-11326,2,1.53,0.307,76.0,0,Eco-Friendly (Safe)
TRIP-11327,2,1.21,0.15,52.7,2,High-Risk (Aggressive)
TRIP-11328,1,1.33,0.142,54.7,2,High-Risk (Aggressive)
TRIP-11329,2,1.48,0.222,52.2,2,High-Risk (Aggressive)
TRIP-11330,1,1.37,0.134,71.0,2,High-Risk (Aggressive)
TRIP-11331,1,1.78,0.136,39.7,2,High-Risk (Aggressive)
TRIP-11332,2,2.55,0.235,73.2,0,Eco-Friendly (Safe)
TRIP-11333,0,2.08,0.34,64.1,0,Eco-Friendly (Safe)
TRIP-11334,4,1.23,0.108,43.2,2,High-Risk (Aggressive)
TRIP-11335,0,1.43,0.199,59.1,2,High-Risk (Aggressive)
TRIP-11336,1,1.62,0.31,76.2,0,Eco-Friendly (Safe)
TRIP-11337,2,3.04,0.305,80.4,0,Eco-Friendly (Safe)
TRIP-11338,0,1.38,0.191,51.7,2,High-Risk (Aggressive)
TRIP-11339,0,1.54,0.148,48.9,2,High-Risk (Aggressive)
TRIP-11340,2,2.04,0.493,86.6,0,Eco-Friendly (Safe)
TRIP-11341,2,2.19,0.289,75.6,0,Eco-Friendly (Safe)
TRIP-11342,1,1.43,0.15,46.4,2,High-Risk (Aggressive)
TRIP-11343,6,5.33,0.54,92.8,1,Standard Commuter
TRIP-11344,0,2.58,0.273,60.2,0,Eco-Friendly (Safe)
TRIP-11345,2,2.85,0.355,61.7,0,Eco-Friendly (Safe)
TRIP-11346,1,3.15,0.386,66.1,0,Eco-Friendly (Safe)
TRIP-11347,1,1.12,0.274,53.6,2,High-Risk (Aggressive)
TRIP-11348,2,0.71,0.141,66.9,2,High-Risk (Aggressive)
TRIP-11349,0,0.97,0.177,62.2,2,High-Risk (Aggressive)
TRIP-11350,3,2.45,0.389,85.6,0,Eco-Friendly (Safe)
TRIP-11351,2,1.52,0.167,60.0,2,High-Risk (Aggressive)
TRIP-11352,0,1.27,0.107,59.9,2,High-Risk (Aggressive)
TRIP-11353,0,1.99,0.343,48.8,2,High-Risk (Aggressive)
TRIP-11354,2,2.08,0.316,83.2,0,Eco-Friendly (Safe)
TRIP-11355,0,1.4,0.075,50.4,2,High-Risk (Aggressive)
TRIP-11356,3,3.97,0.622,112.7,1,Standard Commuter
TRIP-11357,5,1.94,0.395,77.9,0,Eco-Friendly (Safe)
TRIP-11358,5,1.65,0.374,75.4,0,Eco-Friendly (Safe)
TRIP-11359,7,5.11,0.675,87.8,1,Standard Commuter
TRIP-11360,9,4.86,0.583,82.3,1,Standard Commuter
TRIP-11361,7,5.59,0.613,82.4,1,Standard Commuter
TRIP-11362,3,2.94,0.361,71.9,0,Eco-Friendly (Safe)
TRIP-11363,2,1.71,0.278,80.2,0,Eco-Friendly (Safe)
TRIP-11364,4,2.69,0.405,77.7,0,Eco-Friendly (Safe)
TRIP-11365,0,1.38,0.382,55.9,2,High-Risk (Aggressive)
TRIP-11366,2,1.73,0.118,49.7,2,High-Risk (Aggressive)
TRIP-11367,1,0.84,0.217,58.2,2,High-Risk (Aggressive)
TRIP-11368,6,3.9,0.313,93.1,1,Standard Commuter
TRIP-11369,7,2.11,0.381,72.1,0,Eco-Friendly (Safe)
TRIP-11370,6,5.69,0.585,76.5,1,Standard Commuter
TRIP-11371,11,3.82,0.59,79.1,1,Standard Commuter
TRIP-11372,0,1.13,0.163,46.2,2,High-Risk (Aggressive)
TRIP-11373,12,5.59,0.609,82.2,1,Standard Commuter
TRIP-11374,3,3.16,0.254,68.8,0,Eco-Friendly (Safe)
TRIP-11375,0,0.99,0.169,59.6,2,High-Risk (Aggressive)
TRIP-11376,2,1.39,0.143,49.4,2,High-Risk (Aggressive)
TRIP-11377,6,3.95,0.7,81.4,1,Standard Commuter
TRIP-11378,0,1.61,0.19,52.7,2,High-Risk (Aggressive)
TRIP-11379,2,1.97,0.29,80.5,0,Eco-Friendly (Safe)
TRIP-11380,2,1.2,0.195,66.2,2,High-Risk (Aggressive)
TRIP-11381,1,1.01,0.218,59.2,2,High-Risk (Aggressive)
TRIP-11382,1,1.64,0.42,69.5,0,Eco-Friendly (Safe)
TRIP-11383,1,1.29,0.218,57.2,2,High-Risk (Aggressive)
TRIP-11384,2,0.96,0.182,41.4,2,High-Risk (Aggressive)
TRIP-11385,1,1.25,0.17,62.2,2,High-Risk (Aggressive)
TRIP-11386,0,1.18,0.285,63.6,2,High-Risk (Aggressive)
TRIP-11387,5,2.18,0.576,73.7,0,Eco-Friendly (Safe)
TRIP-11388,7,5.28,0.389,65.4,1,Standard Commuter
TRIP-11389,0,1.57,0.193,49.0,2,High-Risk (Aggressive)
TRIP-11390,6,3.0,0.364,75.7,0,Eco-Friendly (Safe)
TRIP-11391,3,1.32,0.202,53.9,2,High-Risk (Aggressive)
TRIP-11392,4,2.31,0.339,64.7,0,Eco-Friendly (Safe)
TRIP-11393,1,0.68,0.108,64.1,2,High-Risk (Aggressive)
TRIP-11394,6,3.04,0.582,103.3,1,Standard Commuter
TRIP-11395,2,2.46,0.355,59.3,0,Eco-Friendly (Safe)
TRIP-11396,0,1.05,0.166,37.1,2,High-Risk (Aggressive)
TRIP-11397,0,0.87,0.175,51.6,2,High-Risk (Aggressive)
TRIP-11398,0,1.48,0.2,64.7,2,High-Risk (Aggressive)
TRIP-11399,0,1.25,0.165,38.5,2,High-Risk (Aggressive)
TRIP-11400,3,1.69,0.192,55.4,2,High-Risk (Aggressive)
TRIP-11401,1,1.54,0.195,60.8,2,High-Risk (Aggressive)
TRIP-11402,9,4.47,0.556,66.7,1,Standard Commuter
TRIP-11403,10,4.6,0.589,79.8,1,Standard Commuter
TRIP-11404,2,2.03,0.277,60.3,0,Eco-Friendly (Safe)
TRIP-11405,0,0.4,0.115,59.4,2,High-Risk (Aggressive)
TRIP-11406,2,1.35,0.152,60.6,2,High-Risk (Aggressive)
TRIP-11407,1,1.29,0.187,52.8,2,High-Risk (Aggressive)
TRIP-11408,3,1.04,0.124,56.2,2,High-Risk (Aggressive)
TRIP-11409,1,1.16,0.202,63.7,2,High-Risk (Aggressive)
TRIP-11410,1,1.99,0.264,75.7,0,Eco-Friendly (Safe)
TRIP-11411,1,1.22,0.168,50.3,2,High-Risk (Aggressive)
TRIP-11412,0,0.79,0.153,52.9,2,High-Risk (Aggressive)
TRIP-11413,8,3.66,0.614,83.4,1,Standard Commuter
TRIP-11414,3,4.6,0.789,67.0,1,Standard Commuter
TRIP-11415,5,4.79,0.618,84.3,1,Standard Commuter
TRIP-11416,10,2.5,0.576,90.5,1,Standard Commuter
TRIP-11417,2,2.63,0.294,54.3,0,Eco-Friendly (Safe)
TRIP-11418,1,0.49,0.195,43.4,2,High-Risk (Aggressive)
TRIP-11419,1,2.25,0.309,60.0,0,Eco-Friendly (Safe)
TRIP-11420,2,2.11,0.374,78.4,0,Eco-Friendly (Safe)
TRIP-11421,2,2.26,0.361,76.9,0,Eco-Friendly (Safe)
TRIP-11422,0,1.38,0.233,47.2,2,High-Risk (Aggressive)
TRIP-11423,2,3.03,0.272,79.4,0,Eco-Friendly (Safe)
TRIP-11424,3,2.39,0.351,37.1,2,High-Risk (Aggressive)
TRIP-11425,1,1.43,0.218,57.4,2,High-Risk (Aggressive)
TRIP-11426,0,1.46,0.146,54.0,2,High-Risk (Aggressive)
TRIP-11427,3,1.44,0.177,47.9,2,High-Risk (Aggressive)
TRIP-11428,0,2.26,0.35,62.6,0,Eco-Friendly (Safe)
TRIP-11429,2,2.0,0.393,71.5,0,Eco-Friendly (Safe)
TRIP-11430,0,1.16,0.195,67.5,2,High-Risk (Aggressive)
TRIP-11431,2,2.64,0.301,83.9,0,Eco-Friendly (Safe)
TRIP-11432,3,2.81,0.414,51.3,0,Eco-Friendly (Safe)
TRIP-11433,8,5.36,0.647,91.4,1,Standard Commuter
TRIP-11434,2,1.78,0.327,52.7,2,High-Risk (Aggressive)
TRIP-11435,3,2.05,0.334,74.0,0,Eco-Friendly (Safe)
TRIP-11436,0,1.34,0.152,50.1,2,High-Risk (Aggressive)
TRIP-11437,0,1.31,0.173,65.0,2,High-Risk (Aggressive)
TRIP-11438,3,1.01,0.174,63.5,2,High-Risk (Aggressive)
TRIP-11439,0,0.94,0.169,52.2,2,High-Risk (Aggressive)
TRIP-11440,3,3.67,0.551,86.7,1,Standard Commuter
TRIP-11441,1,1.52,0.179,58.1,2,High-Risk (Aggressive)
TRIP-11442,4,2.69,0.435,59.0,0,Eco-Friendly (Safe)
TRIP-11443,0,1.53,0.214,74.1,2,High-Risk (Aggressive)
TRIP-11444,1,3.03,0.286,57.0,0,Eco-Friendly (Safe)
TRIP-11445,4,2.2,0.243,69.2,0,Eco-Friendly (Safe)
TRIP-11446,0,2.82,0.323,79.1,0,Eco-Friendly (Safe)
TRIP-11447,3,2.09,0.315,72.5,0,Eco-Friendly (Safe)
TRIP-11448,2,1.2,0.11,60.3,2,High-Risk (Aggressive)
TRIP-11449,0,1.29,0.201,64.9,2,High-Risk (Aggressive)
TRIP-11450,5,1.73,0.205,47.2,2,High-Risk (Aggressive)
TRIP-11451,2,3.06,0.328,75.9,0,Eco-Friendly (Safe)
TRIP-11452,4,2.48,0.325,71.6,0,Eco-Friendly (Safe)
TRIP-11453,6,5.33,0.675,94.1,1,Standard Commuter
TRIP-11454,3,1.52,0.355,51.8,0,Eco-Friendly (Safe)
TRIP-11455,2,2.57,0.392,69.2,0,Eco-Friendly (Safe)
TRIP-11456,4,5.13,0.763,78.0,1,Standard Commuter
TRIP-11457,2,1.71,0.321,72.8,0,Eco-Friendly (Safe)
TRIP-11458,0,1.04,0.089,57.2,2,High-Risk (Aggressive)
TRIP-11459,1,0.82,0.178,46.5,2,High-Risk (Aggressive)
TRIP-11460,7,5.26,0.566,84.0,1,Standard Commuter
TRIP-11461,1,1.17,0.107,43.0,2,High-Risk (Aggressive)
TRIP-11462,3,2.2,0.306,70.0,0,Eco-Friendly (Safe)
TRIP-11463,2,0.87,0.193,54.5,2,High-Risk (Aggressive)
TRIP-11464,12,3.37,0.423,99.2,1,Standard Commuter
TRIP-11465,0,2.25,0.335,64.7,0,Eco-Friendly (Safe)
TRIP-11466,3,2.24,0.265,80.3,0,Eco-Friendly (Safe)
TRIP-11467,4,3.89,0.666,112.2,1,Standard Commuter
TRIP-11468,3,2.47,0.312,75.3,0,Eco-Friendly (Safe)
TRIP-11469,1,1.83,0.261,75.6,0,Eco-Friendly (Safe)
TRIP-11470,1,2.59,0.408,71.8,0,Eco-Friendly (Safe)
TRIP-11471,11,3.4,0.439,92.7,1,Standard Commuter
TRIP-11472,3,2.5,0.264,66.7,0,Eco-Friendly (Safe)
TRIP-11473,1,1.22,0.245,48.7,2,High-Risk (Aggressive)
TRIP-11474,3,1.38,0.238,54.7,2,High-Risk (Aggressive)
TRIP-11475,1,1.78,0.153,48.8,2,High-Risk (Aggressive)
TRIP-11476,6,2.71,0.15,86.9,0,Eco-Friendly (Safe)
TRIP-11477,1,1.98,0.329,66.3,0,Eco-Friendly (Safe)
TRIP-11478,0,1.14,0.206,49.7,2,High-Risk (Aggressive)
TRIP-11479,2,1.05,0.24,47.3,2,High-Risk (Aggressive)
TRIP-11480,8,3.22,0.507,81.0,1,Standard Commuter
TRIP-11481,3,2.54,0.287,70.5,0,Eco-Friendly (Safe)
TRIP-11482,4,3.85,0.396,86.4,0,Eco-Friendly (Safe)
TRIP-11483,0,0.97,0.198,54.3,2,High-Risk (Aggressive)
TRIP-11484,9,5.11,0.61,105.3,1,Standard Commuter
TRIP-11485,1,2.15,0.284,66.9,0,Eco-Friendly (Safe)
TRIP-11486,10,4.41,0.646,112.5,1,Standard Commuter
TRIP-11487,2,2.21,0.419,87.0,0,Eco-Friendly (Safe)
TRIP-11488,3,2.67,0.437,64.8,0,Eco-Friendly (Safe)
TRIP-11489,2,2.85,0.303,73.3,0,Eco-Friendly (Safe)
TRIP-11490,6,2.41,0.611,109.5,1,Standard Commuter
TRIP-11491,4,3.23,0.275,63.2,0,Eco-Friendly (Safe)
TRIP-11492,12,4.18,0.435,95.4,1,Standard Commuter
TRIP-11493,2,0.92,0.193,64.4,2,High-Risk (Aggressive)
TRIP-11494,2,2.74,0.464,51.4,0,Eco-Friendly (Safe)
TRIP-11495,3,2.19,0.343,68.0,0,Eco-Friendly (Safe)
TRIP-11496,0,1.35,0.167,66.2,2,High-Risk (Aggressive)
TRIP-11497,0,2.91,0.194,58.0,2,High-Risk (Aggressive)
TRIP-11498,7,4.54,0.907,102.0,1,Standard Commuter
TRIP-11499,0,1.33,0.19,46.0,2,High-Risk (Aggressive)
TRIP-11500,2,2.65,0.313,69.8,0,Eco-Friendly (Safe)
TRIP-11501,5,1.48,0.175,57.3,2,High-Risk (Aggressive)
TRIP-11502,2,2.34,0.33,54.6,0,Eco-Friendly (Safe)
TRIP-11503,2,2.64,0.285,56.7,0,Eco-Friendly (Safe)
TRIP-11504,3,1.86,0.347,66.7,0,Eco-Friendly (Safe)
TRIP-11505,7,5.6,0.346,94.4,1,Standard Commuter
TRIP-11506,2,4.77,0.588,75.6,1,Standard Commuter
TRIP-11507,1,2.96,0.317,65.3,0,Eco-Friendly (Safe)
TRIP-11508,7,4.67,0.686,85.4,1,Standard Commuter
TRIP-11509,0,0.87,0.139,64.1,2,High-Risk (Aggressive)
TRIP-11510,2,3.46,0.262,51.3,0,Eco-Friendly (Safe)
TRIP-11511,6,3.59,0.595,91.1,1,Standard Commuter
TRIP-11512,1,1.38,0.193,63.3,2,High-Risk (Aggressive)
TRIP-11513,3,2.04,0.313,59.5,0,Eco-Friendly (Safe)
TRIP-11514,1,1.29,0.199,66.3,2,High-Risk (Aggressive)
TRIP-11515,1,0.77,0.141,48.9,2,High-Risk (Aggressive)
TRIP-11516,0,2.43,0.283,50.5,2,High-Risk (Aggressive)
TRIP-11517,3,4.11,0.482,70.9,0,Eco-Friendly (Safe)
TRIP-11518,6,2.4,0.463,58.6,0,Eco-Friendly (Safe)
TRIP-11519,8,4.69,0.705,70.6,1,Standard Commuter
TRIP-11520,3,1.29,0.311,67.7,0,Eco-Friendly (Safe)
TRIP-11521,1,0.51,0.147,66.7,2,High-Risk (Aggressive)
TRIP-11522,3,2.87,0.253,71.2,0,Eco-Friendly (Safe)
TRIP-11523,2,2.9,0.298,66.5,0,Eco-Friendly (Safe)
TRIP-11524,0,2.08,0.268,55.7,2,High-Risk (Aggressive)
TRIP-11525,4,2.39,0.271,57.1,0,Eco-Friendly (Safe)
TRIP-11526,4,4.72,0.627,106.1,1,Standard Commuter
