Sensor_Read_ID,Vehicle_Speed_kmh,Road_Water_Depth_mm,Tread_Depth_mm,Wet_Braking_Distance_m,Hydroplaning_Risk
CONTI-TIRE-4003,122.2,5.2,4.3,141.9,High Hydroplaning Risk
CONTI-TIRE-4004,129.0,1.7,6.7,109.8,Safe Wet Grip Margin
CONTI-TIRE-4005,83.8,6.8,6.9,65.3,Safe Wet Grip Margin
CONTI-TIRE-4006,135.9,8.2,6.0,188.3,High Hydroplaning Risk
CONTI-TIRE-4007,133.2,1.2,5.4,130.9,Safe Wet Grip Margin
CONTI-TIRE-4008,82.8,4.3,4.7,58.3,Safe Wet Grip Margin
CONTI-TIRE-4009,50.5,4.8,7.3,22.0,Safe Wet Grip Margin
CONTI-TIRE-4010,123.1,8.8,5.3,169.3,High Hydroplaning Risk
CONTI-TIRE-4011,65.1,7.6,6.3,42.0,Safe Wet Grip Margin
CONTI-TIRE-4012,126.9,7.3,6.4,157.2,High Hydroplaning Risk
CONTI-TIRE-4013,98.2,5.3,1.9,106.7,High Hydroplaning Risk
CONTI-TIRE-4014,58.9,6.7,4.5,36.4,Safe Wet Grip Margin
CONTI-TIRE-4015,68.5,8.3,5.0,50.8,Safe Wet Grip Margin
CONTI-TIRE-4016,63.4,0.7,1.7,38.2,Safe Wet Grip Margin
CONTI-TIRE-4017,98.4,5.1,4.3,95.1,High Hydroplaning Risk
CONTI-TIRE-4018,122.9,8.8,4.9,171.8,High Hydroplaning Risk
CONTI-TIRE-4019,101.8,2.8,1.9,108.1,High Hydroplaning Risk
CONTI-TIRE-4020,109.5,7.2,2.8,142.5,High Hydroplaning Risk
CONTI-TIRE-4021,95.9,6.0,2.2,104.9,High Hydroplaning Risk
CONTI-TIRE-4022,61.1,1.8,2.4,37.4,Safe Wet Grip Margin
CONTI-TIRE-4023,116.1,3.0,3.5,123.4,High Hydroplaning Risk
CONTI-TIRE-4024,83.3,1.8,2.9,66.8,Safe Wet Grip Margin
CONTI-TIRE-4025,52.0,4.0,4.0,20.6,Safe Wet Grip Margin
CONTI-TIRE-4026,56.1,2.9,5.8,23.0,Safe Wet Grip Margin
CONTI-TIRE-4027,97.8,7.3,5.9,93.7,High Hydroplaning Risk
CONTI-TIRE-4028,117.9,7.7,3.3,163.0,High Hydroplaning Risk
CONTI-TIRE-4029,101.6,5.4,5.1,94.7,High Hydroplaning Risk
CONTI-TIRE-4030,97.6,4.0,4.8,85.7,Safe Wet Grip Margin
CONTI-TIRE-4031,121.8,4.8,6.8,122.1,High Hydroplaning Risk
CONTI-TIRE-4032,56.5,8.6,6.5,32.8,Safe Wet Grip Margin
CONTI-TIRE-4033,100.9,2.4,7.3,68.0,Safe Wet Grip Margin
CONTI-TIRE-4034,63.9,2.8,3.7,34.0,Safe Wet Grip Margin
CONTI-TIRE-4035,86.3,1.5,3.9,61.1,Safe Wet Grip Margin
CONTI-TIRE-4036,134.9,2.0,7.8,110.3,Safe Wet Grip Margin
CONTI-TIRE-4037,126.6,3.1,4.0,148.2,High Hydroplaning Risk
CONTI-TIRE-4038,89.7,4.8,5.8,67.7,Safe Wet Grip Margin
CONTI-TIRE-4039,77.7,7.3,3.8,67.9,High Hydroplaning Risk
CONTI-TIRE-4040,90.0,7.2,6.7,72.8,Safe Wet Grip Margin
CONTI-TIRE-4041,69.1,8.1,6.0,48.2,Safe Wet Grip Margin
CONTI-TIRE-4042,137.1,1.1,3.2,161.0,Safe Wet Grip Margin
CONTI-TIRE-4043,139.7,2.6,3.7,174.9,High Hydroplaning Risk
CONTI-TIRE-4044,126.4,2.4,4.8,128.1,High Hydroplaning Risk
CONTI-TIRE-4045,81.5,5.7,2.6,75.4,High Hydroplaning Risk
CONTI-TIRE-4046,101.9,3.6,3.1,100.8,High Hydroplaning Risk
CONTI-TIRE-4047,105.1,2.0,7.4,70.9,Safe Wet Grip Margin
CONTI-TIRE-4048,130.3,7.3,4.3,187.7,High Hydroplaning Risk
CONTI-TIRE-4049,107.2,4.7,2.2,129.6,High Hydroplaning Risk
CONTI-TIRE-4050,72.3,2.2,7.6,34.4,Safe Wet Grip Margin
CONTI-TIRE-4051,124.3,0.5,5.4,106.1,Safe Wet Grip Margin
CONTI-TIRE-4052,78.1,8.4,2.0,80.6,High Hydroplaning Risk
CONTI-TIRE-4053,133.0,3.1,6.6,133.6,High Hydroplaning Risk
CONTI-TIRE-4054,112.8,1.1,6.5,86.1,Safe Wet Grip Margin
CONTI-TIRE-4055,60.5,4.3,3.6,39.0,Safe Wet Grip Margin
CONTI-TIRE-4056,113.9,5.7,1.6,153.0,High Hydroplaning Risk
CONTI-TIRE-4057,73.0,6.1,2.4,60.1,High Hydroplaning Risk
CONTI-TIRE-4058,100.4,7.4,5.5,101.7,High Hydroplaning Risk
CONTI-TIRE-4059,134.7,6.6,7.4,157.4,High Hydroplaning Risk
CONTI-TIRE-4060,93.5,4.4,7.8,59.6,Safe Wet Grip Margin
CONTI-TIRE-4061,110.3,8.2,3.3,143.6,High Hydroplaning Risk
CONTI-TIRE-4062,103.1,8.9,1.6,142.6,High Hydroplaning Risk
CONTI-TIRE-4063,100.0,6.0,7.7,81.8,Safe Wet Grip Margin
CONTI-TIRE-4064,117.8,2.9,1.6,141.4,High Hydroplaning Risk
CONTI-TIRE-4065,125.3,3.8,6.4,125.4,High Hydroplaning Risk
CONTI-TIRE-4066,131.9,8.0,4.9,193.1,High Hydroplaning Risk
CONTI-TIRE-4067,131.5,6.2,4.8,178.4,High Hydroplaning Risk
CONTI-TIRE-4068,55.2,8.4,4.0,37.1,Safe Wet Grip Margin
CONTI-TIRE-4069,127.4,0.6,5.7,106.3,Safe Wet Grip Margin
CONTI-TIRE-4070,67.6,6.4,2.5,53.7,High Hydroplaning Risk
CONTI-TIRE-4071,56.8,7.8,2.6,41.5,High Hydroplaning Risk
CONTI-TIRE-4072,91.7,6.2,7.8,70.1,Safe Wet Grip Margin
CONTI-TIRE-4073,60.3,3.2,3.4,31.0,Safe Wet Grip Margin
CONTI-TIRE-4074,102.5,7.0,3.5,120.5,High Hydroplaning Risk
CONTI-TIRE-4075,137.1,2.3,2.1,186.0,High Hydroplaning Risk
CONTI-TIRE-4076,53.3,5.6,3.6,30.3,Safe Wet Grip Margin
CONTI-TIRE-4077,60.4,5.8,4.8,36.7,Safe Wet Grip Margin
CONTI-TIRE-4078,126.9,1.8,2.7,151.8,High Hydroplaning Risk
CONTI-TIRE-4079,113.0,7.0,4.6,133.7,High Hydroplaning Risk
CONTI-TIRE-4080,81.9,4.6,2.5,71.1,High Hydroplaning Risk
CONTI-TIRE-4081,57.7,2.4,3.4,28.6,Safe Wet Grip Margin
CONTI-TIRE-4082,73.7,1.8,6.7,35.1,Safe Wet Grip Margin
CONTI-TIRE-4083,69.0,1.5,5.8,35.9,Safe Wet Grip Margin
CONTI-TIRE-4084,125.0,7.2,1.8,195.6,High Hydroplaning Risk
CONTI-TIRE-4085,109.0,1.6,2.9,108.8,Safe Wet Grip Margin
CONTI-TIRE-4086,55.5,4.9,4.2,31.6,Safe Wet Grip Margin
CONTI-TIRE-4087,133.8,6.6,3.2,201.3,High Hydroplaning Risk
CONTI-TIRE-4088,67.6,2.4,7.0,32.5,Safe Wet Grip Margin
CONTI-TIRE-4089,118.8,5.4,1.8,162.1,High Hydroplaning Risk
CONTI-TIRE-4090,138.8,8.0,7.2,181.9,High Hydroplaning Risk
CONTI-TIRE-4091,77.8,5.5,6.5,52.6,Safe Wet Grip Margin
CONTI-TIRE-4092,76.7,3.3,3.6,55.5,Safe Wet Grip Margin
CONTI-TIRE-4093,81.9,8.1,5.1,72.8,High Hydroplaning Risk
CONTI-TIRE-4094,63.2,9.0,7.3,41.5,Safe Wet Grip Margin
CONTI-TIRE-4095,87.5,4.7,3.1,78.9,High Hydroplaning Risk
CONTI-TIRE-4096,136.3,1.8,2.9,165.6,High Hydroplaning Risk
CONTI-TIRE-4097,79.9,8.2,2.5,83.3,High Hydroplaning Risk
CONTI-TIRE-4098,63.1,5.3,4.9,36.6,Safe Wet Grip Margin
CONTI-TIRE-4099,105.5,5.1,7.6,87.7,Safe Wet Grip Margin
CONTI-TIRE-4100,52.3,7.4,6.2,25.2,Safe Wet Grip Margin
CONTI-TIRE-4101,72.5,4.7,5.0,45.8,Safe Wet Grip Margin
CONTI-TIRE-4102,75.0,8.0,7.0,52.8,Safe Wet Grip Margin
CONTI-TIRE-4103,102.4,3.2,7.7,72.4,Safe Wet Grip Margin
CONTI-TIRE-4104,139.0,6.5,4.7,198.6,High Hydroplaning Risk
CONTI-TIRE-4105,118.8,1.1,5.7,99.0,Safe Wet Grip Margin
CONTI-TIRE-4106,78.0,8.9,6.0,65.4,High Hydroplaning Risk
CONTI-TIRE-4107,139.7,8.2,5.6,209.1,High Hydroplaning Risk
CONTI-TIRE-4108,108.4,7.5,1.9,145.8,High Hydroplaning Risk
CONTI-TIRE-4109,84.4,4.2,5.0,62.6,Safe Wet Grip Margin
CONTI-TIRE-4110,87.3,2.8,2.9,74.5,Safe Wet Grip Margin
CONTI-TIRE-4111,125.7,2.0,3.4,140.8,High Hydroplaning Risk
CONTI-TIRE-4112,93.6,3.3,1.8,89.2,High Hydroplaning Risk
CONTI-TIRE-4113,82.6,6.7,6.6,60.5,Safe Wet Grip Margin
CONTI-TIRE-4114,128.1,1.7,7.5,101.8,Safe Wet Grip Margin
CONTI-TIRE-4115,124.4,8.3,6.0,165.7,High Hydroplaning Risk
CONTI-TIRE-4116,118.0,2.6,3.4,126.0,High Hydroplaning Risk
CONTI-TIRE-4117,135.6,3.1,6.1,143.0,High Hydroplaning Risk
CONTI-TIRE-4118,59.7,3.6,8.0,28.5,Safe Wet Grip Margin
CONTI-TIRE-4119,88.9,6.2,6.0,74.8,Safe Wet Grip Margin
CONTI-TIRE-4120,133.0,7.7,3.0,217.2,High Hydroplaning Risk
CONTI-TIRE-4121,86.7,8.6,3.3,91.0,High Hydroplaning Risk
CONTI-TIRE-4122,121.7,2.5,3.8,128.2,High Hydroplaning Risk
CONTI-TIRE-4123,86.4,6.3,4.8,76.3,High Hydroplaning Risk
CONTI-TIRE-4124,109.7,4.4,6.5,100.8,Safe Wet Grip Margin
CONTI-TIRE-4125,110.0,4.5,6.3,98.1,High Hydroplaning Risk
CONTI-TIRE-4126,106.7,1.1,6.5,71.8,Safe Wet Grip Margin
CONTI-TIRE-4127,133.1,6.7,6.8,162.6,High Hydroplaning Risk
CONTI-TIRE-4128,138.8,3.0,6.1,148.0,High Hydroplaning Risk
CONTI-TIRE-4129,107.4,1.0,8.0,62.2,Safe Wet Grip Margin
CONTI-TIRE-4130,55.4,3.6,7.4,20.3,Safe Wet Grip Margin
CONTI-TIRE-4131,128.7,8.4,4.5,188.8,High Hydroplaning Risk
CONTI-TIRE-4132,69.3,9.0,2.4,63.8,High Hydroplaning Risk
CONTI-TIRE-4133,136.2,5.9,3.0,204.0,High Hydroplaning Risk
CONTI-TIRE-4134,109.5,1.2,6.6,78.5,Safe Wet Grip Margin
CONTI-TIRE-4135,54.5,0.7,2.2,26.7,Safe Wet Grip Margin
CONTI-TIRE-4136,106.9,2.5,1.7,115.6,High Hydroplaning Risk
CONTI-TIRE-4137,51.5,1.9,6.5,19.5,Safe Wet Grip Margin
CONTI-TIRE-4138,117.9,3.8,3.9,132.7,High Hydroplaning Risk
CONTI-TIRE-4139,76.8,2.7,3.5,57.4,Safe Wet Grip Margin
CONTI-TIRE-4140,96.7,3.6,5.5,80.2,Safe Wet Grip Margin
CONTI-TIRE-4141,134.2,1.4,7.2,113.8,Safe Wet Grip Margin
CONTI-TIRE-4142,59.5,5.5,6.6,30.4,Safe Wet Grip Margin
CONTI-TIRE-4143,78.5,5.6,5.7,57.9,Safe Wet Grip Margin
CONTI-TIRE-4144,88.3,8.3,6.9,78.9,High Hydroplaning Risk
CONTI-TIRE-4145,61.2,4.4,6.8,29.4,Safe Wet Grip Margin
CONTI-TIRE-4146,69.5,8.0,6.3,51.4,Safe Wet Grip Margin
CONTI-TIRE-4147,87.2,3.4,4.1,67.7,Safe Wet Grip Margin
CONTI-TIRE-4148,101.6,1.6,7.1,68.3,Safe Wet Grip Margin
CONTI-TIRE-4149,60.2,1.5,3.5,30.6,Safe Wet Grip Margin
CONTI-TIRE-4150,134.0,7.5,3.5,203.2,High Hydroplaning Risk
CONTI-TIRE-4151,136.1,4.6,2.8,193.1,High Hydroplaning Risk
CONTI-TIRE-4152,94.4,4.3,7.1,65.8,Safe Wet Grip Margin
CONTI-TIRE-4153,103.9,6.7,6.3,101.8,High Hydroplaning Risk
CONTI-TIRE-4154,82.2,2.7,4.0,59.0,Safe Wet Grip Margin
CONTI-TIRE-4155,68.4,4.3,6.4,35.7,Safe Wet Grip Margin
CONTI-TIRE-4156,73.5,5.9,3.5,58.0,High Hydroplaning Risk
CONTI-TIRE-4157,81.9,2.6,5.4,50.3,Safe Wet Grip Margin
CONTI-TIRE-4158,112.8,7.2,7.9,112.2,High Hydroplaning Risk
CONTI-TIRE-4159,91.3,5.1,4.6,82.8,High Hydroplaning Risk
CONTI-TIRE-4160,50.4,2.5,4.6,22.2,Safe Wet Grip Margin
CONTI-TIRE-4161,122.1,7.8,6.8,143.3,High Hydroplaning Risk
CONTI-TIRE-4162,67.8,5.4,4.4,46.6,Safe Wet Grip Margin
CONTI-TIRE-4163,133.3,1.1,4.0,144.8,Safe Wet Grip Margin
CONTI-TIRE-4164,90.7,1.4,3.6,67.3,Safe Wet Grip Margin
CONTI-TIRE-4165,116.1,4.2,4.2,128.4,High Hydroplaning Risk
CONTI-TIRE-4166,70.1,1.3,6.0,37.2,Safe Wet Grip Margin
CONTI-TIRE-4167,67.1,0.7,6.7,26.0,Safe Wet Grip Margin
CONTI-TIRE-4168,129.2,8.8,1.9,220.0,High Hydroplaning Risk
CONTI-TIRE-4169,87.1,4.2,2.5,78.2,High Hydroplaning Risk
CONTI-TIRE-4170,70.9,6.8,4.4,52.9,Safe Wet Grip Margin
CONTI-TIRE-4171,123.1,5.2,5.0,140.1,High Hydroplaning Risk
CONTI-TIRE-4172,64.6,1.8,6.9,28.0,Safe Wet Grip Margin
CONTI-TIRE-4173,81.7,1.4,1.6,61.8,Safe Wet Grip Margin
CONTI-TIRE-4174,119.8,6.6,6.7,132.1,High Hydroplaning Risk
CONTI-TIRE-4175,80.0,1.4,3.3,56.1,Safe Wet Grip Margin
CONTI-TIRE-4176,65.4,6.1,4.8,40.9,Safe Wet Grip Margin
CONTI-TIRE-4177,125.7,1.0,4.4,123.7,Safe Wet Grip Margin
CONTI-TIRE-4178,125.8,6.6,1.8,192.8,High Hydroplaning Risk
CONTI-TIRE-4179,66.6,6.2,7.5,34.1,Safe Wet Grip Margin
CONTI-TIRE-4180,77.9,6.0,2.1,74.4,High Hydroplaning Risk
CONTI-TIRE-4181,121.1,5.6,7.3,122.0,High Hydroplaning Risk
CONTI-TIRE-4182,87.7,3.0,3.7,69.6,Safe Wet Grip Margin
CONTI-TIRE-4183,80.8,1.0,2.0,57.5,Safe Wet Grip Margin
CONTI-TIRE-4184,128.9,6.1,7.7,137.2,High Hydroplaning Risk
CONTI-TIRE-4185,130.0,3.2,4.5,147.5,High Hydroplaning Risk
CONTI-TIRE-4186,71.8,4.3,6.2,42.8,Safe Wet Grip Margin
CONTI-TIRE-4187,68.6,9.0,4.9,52.1,Safe Wet Grip Margin
CONTI-TIRE-4188,139.8,5.4,6.6,168.6,High Hydroplaning Risk
CONTI-TIRE-4189,114.5,1.4,1.8,126.0,High Hydroplaning Risk
CONTI-TIRE-4190,61.3,7.7,5.7,34.3,Safe Wet Grip Margin
CONTI-TIRE-4191,110.1,2.5,2.3,120.8,High Hydroplaning Risk
CONTI-TIRE-4192,128.1,1.4,5.9,110.3,Safe Wet Grip Margin
CONTI-TIRE-4193,86.7,3.9,6.6,55.6,Safe Wet Grip Margin
CONTI-TIRE-4194,138.9,3.4,3.5,184.3,High Hydroplaning Risk
CONTI-TIRE-4195,65.7,2.7,2.8,43.0,Safe Wet Grip Margin
CONTI-TIRE-4196,93.9,4.5,2.7,92.0,High Hydroplaning Risk
CONTI-TIRE-4197,51.8,3.1,3.1,27.4,Safe Wet Grip Margin
CONTI-TIRE-4198,111.9,4.8,5.5,116.0,High Hydroplaning Risk
CONTI-TIRE-4199,126.8,6.6,2.1,191.7,High Hydroplaning Risk
CONTI-TIRE-4200,108.0,4.1,2.0,126.0,High Hydroplaning Risk
CONTI-TIRE-4201,131.0,3.2,2.3,173.8,High Hydroplaning Risk
CONTI-TIRE-4202,59.1,4.5,2.9,36.6,Safe Wet Grip Margin
CONTI-TIRE-4203,56.4,7.7,7.1,27.2,Safe Wet Grip Margin
CONTI-TIRE-4204,106.3,3.5,2.2,115.6,High Hydroplaning Risk
CONTI-TIRE-4205,52.0,3.3,6.9,18.6,Safe Wet Grip Margin
CONTI-TIRE-4206,134.3,7.6,3.0,217.4,High Hydroplaning Risk
CONTI-TIRE-4207,64.8,5.6,6.9,35.5,Safe Wet Grip Margin
CONTI-TIRE-4208,79.1,4.7,2.4,66.8,High Hydroplaning Risk
CONTI-TIRE-4209,66.6,5.9,2.3,51.1,High Hydroplaning Risk
CONTI-TIRE-4210,135.5,7.6,5.4,191.3,High Hydroplaning Risk
CONTI-TIRE-4211,130.0,6.0,5.1,168.1,High Hydroplaning Risk
CONTI-TIRE-4212,66.2,4.4,5.6,39.1,Safe Wet Grip Margin
CONTI-TIRE-4213,63.7,7.5,3.7,43.8,Safe Wet Grip Margin
CONTI-TIRE-4214,69.3,2.2,2.9,46.4,Safe Wet Grip Margin
CONTI-TIRE-4215,105.1,3.2,5.9,88.2,Safe Wet Grip Margin
CONTI-TIRE-4216,53.5,5.1,6.0,25.7,Safe Wet Grip Margin
CONTI-TIRE-4217,54.3,5.9,4.8,33.7,Safe Wet Grip Margin
CONTI-TIRE-4218,76.8,1.6,1.7,60.1,Safe Wet Grip Margin
CONTI-TIRE-4219,66.1,4.2,3.2,46.4,Safe Wet Grip Margin
CONTI-TIRE-4220,107.4,2.7,5.9,90.0,Safe Wet Grip Margin
CONTI-TIRE-4221,65.3,6.8,3.2,50.0,High Hydroplaning Risk
CONTI-TIRE-4222,132.3,8.0,2.5,212.9,High Hydroplaning Risk
CONTI-TIRE-4223,137.4,2.8,6.2,142.4,High Hydroplaning Risk
CONTI-TIRE-4224,114.2,8.3,3.3,155.8,High Hydroplaning Risk
CONTI-TIRE-4225,97.0,2.9,4.1,84.4,Safe Wet Grip Margin
CONTI-TIRE-4226,85.9,5.6,6.2,64.5,Safe Wet Grip Margin
CONTI-TIRE-4227,113.1,6.1,2.8,146.6,High Hydroplaning Risk
CONTI-TIRE-4228,125.5,4.2,6.3,129.3,High Hydroplaning Risk
CONTI-TIRE-4229,62.2,6.9,5.2,38.1,Safe Wet Grip Margin
CONTI-TIRE-4230,59.0,2.1,4.2,29.2,Safe Wet Grip Margin
CONTI-TIRE-4231,98.9,0.9,2.1,89.2,Safe Wet Grip Margin
CONTI-TIRE-4232,122.3,3.7,3.4,145.5,High Hydroplaning Risk
CONTI-TIRE-4233,52.7,3.5,6.6,24.1,Safe Wet Grip Margin
CONTI-TIRE-4234,116.2,5.4,7.6,104.4,High Hydroplaning Risk
CONTI-TIRE-4235,79.2,4.6,3.6,63.8,Safe Wet Grip Margin
CONTI-TIRE-4236,117.3,8.8,3.1,172.2,High Hydroplaning Risk
CONTI-TIRE-4237,125.2,4.7,7.6,121.6,High Hydroplaning Risk
CONTI-TIRE-4238,92.9,2.5,7.0,56.9,Safe Wet Grip Margin
CONTI-TIRE-4239,88.9,7.5,5.4,80.8,High Hydroplaning Risk
CONTI-TIRE-4240,79.1,6.4,4.3,69.3,High Hydroplaning Risk
CONTI-TIRE-4241,94.0,8.5,2.3,114.7,High Hydroplaning Risk
CONTI-TIRE-4242,63.7,4.6,3.9,44.1,Safe Wet Grip Margin
CONTI-TIRE-4243,115.5,6.6,6.0,129.4,High Hydroplaning Risk
CONTI-TIRE-4244,122.7,4.2,6.7,120.1,High Hydroplaning Risk
CONTI-TIRE-4245,84.5,3.5,4.1,64.2,Safe Wet Grip Margin
CONTI-TIRE-4246,95.5,8.5,3.2,111.1,High Hydroplaning Risk
CONTI-TIRE-4247,72.8,4.5,7.5,38.0,Safe Wet Grip Margin
CONTI-TIRE-4248,112.7,4.9,8.0,95.2,Safe Wet Grip Margin
CONTI-TIRE-4249,75.0,8.4,2.9,67.7,High Hydroplaning Risk
CONTI-TIRE-4250,60.9,3.7,5.8,31.6,Safe Wet Grip Margin
CONTI-TIRE-4251,52.5,8.1,1.8,33.0,High Hydroplaning Risk
CONTI-TIRE-4252,95.3,1.2,1.8,87.1,Safe Wet Grip Margin
CONTI-TIRE-4253,92.8,4.0,1.8,93.3,High Hydroplaning Risk
CONTI-TIRE-4254,81.5,1.8,6.5,44.6,Safe Wet Grip Margin
CONTI-TIRE-4255,115.4,6.7,7.6,115.8,High Hydroplaning Risk
CONTI-TIRE-4256,66.5,4.7,4.2,42.9,Safe Wet Grip Margin
CONTI-TIRE-4257,116.1,6.9,4.5,145.1,High Hydroplaning Risk
CONTI-TIRE-4258,77.5,1.2,2.7,52.1,Safe Wet Grip Margin
CONTI-TIRE-4259,105.2,7.9,2.9,134.3,High Hydroplaning Risk
CONTI-TIRE-4260,131.8,8.4,5.8,186.1,High Hydroplaning Risk
CONTI-TIRE-4261,58.9,2.7,4.5,24.3,Safe Wet Grip Margin
CONTI-TIRE-4262,76.7,5.8,4.8,58.8,Safe Wet Grip Margin
CONTI-TIRE-4263,120.8,6.1,6.3,130.8,High Hydroplaning Risk
CONTI-TIRE-4264,109.8,0.5,3.4,99.7,Safe Wet Grip Margin
CONTI-TIRE-4265,70.7,4.8,3.5,52.0,Safe Wet Grip Margin
CONTI-TIRE-4266,72.3,2.4,7.5,34.1,Safe Wet Grip Margin
CONTI-TIRE-4267,125.0,1.9,2.0,151.0,High Hydroplaning Risk
CONTI-TIRE-4268,76.5,6.0,4.2,56.2,Safe Wet Grip Margin
CONTI-TIRE-4269,86.8,1.8,5.8,54.0,Safe Wet Grip Margin
CONTI-TIRE-4270,55.7,6.9,6.2,28.2,Safe Wet Grip Margin
CONTI-TIRE-4271,122.3,5.2,7.3,120.3,High Hydroplaning Risk
CONTI-TIRE-4272,102.5,4.3,4.7,98.0,High Hydroplaning Risk
CONTI-TIRE-4273,97.9,2.4,3.7,87.1,Safe Wet Grip Margin
CONTI-TIRE-4274,91.6,8.9,2.5,111.5,High Hydroplaning Risk
CONTI-TIRE-4275,76.3,3.4,6.3,43.3,Safe Wet Grip Margin
CONTI-TIRE-4276,136.6,1.7,2.7,167.5,High Hydroplaning Risk
CONTI-TIRE-4277,138.5,0.8,4.3,151.4,Safe Wet Grip Margin
CONTI-TIRE-4278,116.7,7.2,7.1,127.4,High Hydroplaning Risk
CONTI-TIRE-4279,71.6,2.7,4.4,42.5,Safe Wet Grip Margin
CONTI-TIRE-4280,96.1,2.7,6.1,68.3,Safe Wet Grip Margin
CONTI-TIRE-4281,68.3,6.7,2.5,52.4,High Hydroplaning Risk
CONTI-TIRE-4282,116.8,2.6,7.2,93.1,Safe Wet Grip Margin
CONTI-TIRE-4283,104.1,7.6,5.5,112.1,High Hydroplaning Risk
CONTI-TIRE-4284,112.0,3.0,7.0,90.4,Safe Wet Grip Margin
CONTI-TIRE-4285,70.6,8.2,4.1,52.5,High Hydroplaning Risk
CONTI-TIRE-4286,139.3,8.8,6.3,203.0,High Hydroplaning Risk
CONTI-TIRE-4287,62.3,5.6,5.2,38.3,Safe Wet Grip Margin
CONTI-TIRE-4288,74.5,4.6,2.0,61.7,High Hydroplaning Risk
CONTI-TIRE-4289,67.7,1.6,3.6,36.9,Safe Wet Grip Margin
CONTI-TIRE-4290,116.6,7.3,1.6,171.8,High Hydroplaning Risk
CONTI-TIRE-4291,88.2,3.9,3.9,74.8,Safe Wet Grip Margin
CONTI-TIRE-4292,122.9,1.9,2.6,142.3,High Hydroplaning Risk
CONTI-TIRE-4293,91.3,6.1,2.8,92.9,High Hydroplaning Risk
CONTI-TIRE-4294,121.5,6.3,1.8,173.3,High Hydroplaning Risk
CONTI-TIRE-4295,101.3,0.6,7.2,62.3,Safe Wet Grip Margin
CONTI-TIRE-4296,104.6,7.1,7.6,99.4,High Hydroplaning Risk
CONTI-TIRE-4297,59.6,7.5,7.5,33.5,Safe Wet Grip Margin
CONTI-TIRE-4298,116.3,4.5,7.4,105.9,Safe Wet Grip Margin
CONTI-TIRE-4299,104.0,7.8,5.1,116.6,High Hydroplaning Risk
CONTI-TIRE-4300,101.0,3.7,1.7,109.4,High Hydroplaning Risk
CONTI-TIRE-4301,73.9,0.6,7.8,29.4,Safe Wet Grip Margin
CONTI-TIRE-4302,61.0,7.9,3.1,43.6,High Hydroplaning Risk
CONTI-TIRE-4303,75.4,5.3,3.8,57.2,Safe Wet Grip Margin
CONTI-TIRE-4304,92.6,5.3,6.7,67.4,Safe Wet Grip Margin
CONTI-TIRE-4305,107.7,8.1,5.0,128.6,High Hydroplaning Risk
CONTI-TIRE-4306,118.7,1.2,5.6,102.5,Safe Wet Grip Margin
CONTI-TIRE-4307,86.4,6.0,5.0,72.7,High Hydroplaning Risk
CONTI-TIRE-4308,128.6,3.0,4.7,142.0,High Hydroplaning Risk
CONTI-TIRE-4309,118.2,2.0,5.4,106.7,Safe Wet Grip Margin
CONTI-TIRE-4310,76.8,3.4,1.9,61.3,High Hydroplaning Risk
CONTI-TIRE-4311,63.9,2.7,2.2,38.7,Safe Wet Grip Margin
CONTI-TIRE-4312,135.6,8.5,5.7,196.7,High Hydroplaning Risk
CONTI-TIRE-4313,58.1,5.4,4.8,32.5,Safe Wet Grip Margin
CONTI-TIRE-4314,107.8,2.0,6.9,80.7,Safe Wet Grip Margin
CONTI-TIRE-4315,51.9,0.6,6.5,16.9,Safe Wet Grip Margin
CONTI-TIRE-4316,71.9,6.6,2.8,61.6,High Hydroplaning Risk
CONTI-TIRE-4317,134.1,5.4,7.9,138.3,High Hydroplaning Risk
CONTI-TIRE-4318,120.0,4.6,4.6,138.6,High Hydroplaning Risk
CONTI-TIRE-4319,72.7,8.2,1.9,68.0,High Hydroplaning Risk
CONTI-TIRE-4320,99.3,0.8,4.3,76.3,Safe Wet Grip Margin
CONTI-TIRE-4321,56.4,8.6,6.7,30.8,Safe Wet Grip Margin
CONTI-TIRE-4322,119.6,8.1,3.6,166.3,High Hydroplaning Risk
CONTI-TIRE-4323,90.3,5.1,6.1,70.4,Safe Wet Grip Margin
CONTI-TIRE-4324,120.8,5.1,3.1,155.7,High Hydroplaning Risk
CONTI-TIRE-4325,121.0,7.0,3.9,161.3,High Hydroplaning Risk
CONTI-TIRE-4326,76.9,3.0,2.5,59.2,Safe Wet Grip Margin
CONTI-TIRE-4327,108.6,1.9,5.2,91.3,Safe Wet Grip Margin
CONTI-TIRE-4328,125.6,4.0,5.9,130.8,High Hydroplaning Risk
CONTI-TIRE-4329,83.7,2.1,4.1,58.4,Safe Wet Grip Margin
CONTI-TIRE-4330,74.0,5.5,2.4,57.9,High Hydroplaning Risk
CONTI-TIRE-4331,94.3,2.9,2.3,86.5,High Hydroplaning Risk
CONTI-TIRE-4332,53.9,4.3,3.0,29.3,Safe Wet Grip Margin
CONTI-TIRE-4333,92.3,4.4,4.0,79.0,High Hydroplaning Risk
CONTI-TIRE-4334,139.1,2.3,2.0,191.5,High Hydroplaning Risk
CONTI-TIRE-4335,94.0,6.9,7.8,77.5,Safe Wet Grip Margin
CONTI-TIRE-4336,121.9,5.7,2.3,170.7,High Hydroplaning Risk
CONTI-TIRE-4337,121.1,4.0,3.5,139.2,High Hydroplaning Risk
