Safety_Test_ID,Blade_Cell_Max_Temp_C,Thermal_Gradient_deg_s,Pack_Internal_Pressure_kPa,Adjacent_Cell_Temp_C,Thermal_Safety_Status
BYD-BLADE-1967,44.3,5.21,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1968,32.5,0.6,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1969,61.7,0.79,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1970,34.3,0.63,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1971,71.9,1.02,110.3,35.1,Nominal Pack Thermal Balance
BYD-BLADE-1972,59.4,0.45,108.2,27.0,Nominal Pack Thermal Balance
BYD-BLADE-1973,90.5,1.01,111.2,42.8,Nominal Pack Thermal Balance
BYD-BLADE-1974,64.3,3.56,109.4,28.3,Nominal Pack Thermal Balance
BYD-BLADE-1975,30.5,0.2,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1976,78.8,2.72,110.7,34.3,Nominal Pack Thermal Balance
BYD-BLADE-1977,53.1,0.45,107.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1978,90.5,1.86,110.5,39.3,Nominal Pack Thermal Balance
BYD-BLADE-1979,39.0,0.59,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1980,72.2,0.75,110.4,31.6,Nominal Pack Thermal Balance
BYD-BLADE-1981,89.8,8.66,109.7,42.4,Localized Thermal Venting Intercept
BYD-BLADE-1982,87.6,0.58,110.5,38.4,Nominal Pack Thermal Balance
BYD-BLADE-1983,84.4,0.86,111.3,38.3,Nominal Pack Thermal Balance
BYD-BLADE-1984,31.9,1.73,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1985,62.5,1.23,108.0,26.6,Nominal Pack Thermal Balance
BYD-BLADE-1986,87.8,1.35,110.4,41.0,Nominal Pack Thermal Balance
BYD-BLADE-1987,71.9,2.37,111.0,31.8,Nominal Pack Thermal Balance
BYD-BLADE-1988,62.2,1.22,107.6,31.5,Nominal Pack Thermal Balance
BYD-BLADE-1989,69.7,0.38,108.4,33.5,Nominal Pack Thermal Balance
BYD-BLADE-1990,68.8,2.81,112.6,32.7,Nominal Pack Thermal Balance
BYD-BLADE-1991,67.4,0.52,108.3,29.2,Nominal Pack Thermal Balance
BYD-BLADE-1992,28.2,1.28,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1993,25.4,1.7,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1994,85.7,0.38,111.1,40.6,Nominal Pack Thermal Balance
BYD-BLADE-1995,90.3,2.11,112.3,43.1,Nominal Pack Thermal Balance
BYD-BLADE-1996,33.5,0.53,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1997,91.4,0.65,112.6,41.5,Nominal Pack Thermal Balance
BYD-BLADE-1998,54.3,1.51,105.6,26.2,Nominal Pack Thermal Balance
BYD-BLADE-1999,89.6,0.43,113.7,43.0,Nominal Pack Thermal Balance
BYD-BLADE-2000,85.1,0.66,112.6,37.3,Nominal Pack Thermal Balance
BYD-BLADE-2001,55.8,0.19,109.2,26.0,Nominal Pack Thermal Balance
BYD-BLADE-2002,52.6,1.74,109.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2003,26.3,0.53,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2004,51.8,1.85,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2005,74.0,0.32,114.7,34.2,Nominal Pack Thermal Balance
BYD-BLADE-2006,93.5,0.35,112.8,38.9,Nominal Pack Thermal Balance
BYD-BLADE-2007,44.1,3.15,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2008,79.7,0.39,111.0,38.0,Nominal Pack Thermal Balance
BYD-BLADE-2009,74.6,0.03,110.7,34.8,Nominal Pack Thermal Balance
BYD-BLADE-2010,64.0,1.83,109.3,28.6,Nominal Pack Thermal Balance
BYD-BLADE-2011,56.0,0.08,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2012,27.4,0.79,102.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2013,32.1,2.18,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2014,86.5,4.05,112.9,41.8,Localized Thermal Venting Intercept
BYD-BLADE-2015,68.5,0.4,109.8,32.7,Nominal Pack Thermal Balance
BYD-BLADE-2016,73.7,0.46,110.2,33.0,Nominal Pack Thermal Balance
BYD-BLADE-2017,69.9,0.81,108.4,31.4,Nominal Pack Thermal Balance
BYD-BLADE-2018,26.2,0.62,102.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2019,78.6,0.03,111.4,33.7,Nominal Pack Thermal Balance
BYD-BLADE-2020,60.4,1.18,106.8,27.3,Nominal Pack Thermal Balance
BYD-BLADE-2021,47.8,0.02,108.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2022,30.0,0.78,103.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2023,90.6,2.05,111.5,37.5,Nominal Pack Thermal Balance
BYD-BLADE-2024,31.1,0.75,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2025,54.1,1.5,108.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2026,28.9,0.11,103.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2027,88.5,0.23,114.9,37.4,Nominal Pack Thermal Balance
BYD-BLADE-2028,81.8,1.51,108.7,37.1,Nominal Pack Thermal Balance
BYD-BLADE-2029,76.2,1.34,109.1,37.0,Nominal Pack Thermal Balance
BYD-BLADE-2030,64.9,0.63,109.3,26.5,Nominal Pack Thermal Balance
BYD-BLADE-2031,61.6,0.31,111.3,29.6,Nominal Pack Thermal Balance
BYD-BLADE-2032,53.2,0.12,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2033,85.1,1.07,110.0,39.4,Nominal Pack Thermal Balance
BYD-BLADE-2034,86.7,0.06,110.1,35.0,Nominal Pack Thermal Balance
BYD-BLADE-2035,67.2,3.07,111.2,31.2,Nominal Pack Thermal Balance
BYD-BLADE-2036,94.1,1.38,111.5,41.1,Nominal Pack Thermal Balance
BYD-BLADE-2037,92.6,0.19,111.4,40.7,Nominal Pack Thermal Balance
BYD-BLADE-2038,48.1,0.69,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2039,33.0,0.81,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2040,90.7,0.15,110.6,38.3,Nominal Pack Thermal Balance
BYD-BLADE-2041,70.2,0.42,112.0,35.1,Nominal Pack Thermal Balance
BYD-BLADE-2042,48.6,1.42,107.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2043,89.7,1.07,114.4,39.8,Nominal Pack Thermal Balance
BYD-BLADE-2044,52.8,1.07,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2045,41.3,1.45,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2046,27.7,0.58,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2047,60.2,1.04,108.9,27.9,Nominal Pack Thermal Balance
BYD-BLADE-2048,31.8,2.06,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2049,28.1,1.35,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2050,90.6,0.57,110.7,42.6,Nominal Pack Thermal Balance
BYD-BLADE-2051,59.8,0.08,110.2,29.6,Nominal Pack Thermal Balance
BYD-BLADE-2052,52.7,0.16,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2053,43.5,1.14,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2054,57.4,0.77,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2055,34.5,0.29,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2056,73.4,1.67,112.1,34.8,Nominal Pack Thermal Balance
BYD-BLADE-2057,25.3,0.73,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2058,26.8,0.79,102.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2059,53.8,1.85,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2060,56.7,3.46,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2061,43.5,0.34,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2062,61.5,0.0,110.0,28.4,Nominal Pack Thermal Balance
BYD-BLADE-2063,66.5,2.53,110.9,29.0,Nominal Pack Thermal Balance
BYD-BLADE-2064,60.4,0.4,110.7,26.1,Nominal Pack Thermal Balance
BYD-BLADE-2065,33.0,0.72,104.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2066,47.1,0.34,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2067,47.9,2.35,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2068,28.7,1.06,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2069,83.1,0.05,112.2,37.9,Nominal Pack Thermal Balance
BYD-BLADE-2070,44.0,2.51,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2071,63.6,0.87,109.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2072,84.0,0.15,112.5,38.7,Nominal Pack Thermal Balance
BYD-BLADE-2073,48.9,1.75,109.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2074,91.4,1.53,111.3,41.3,Nominal Pack Thermal Balance
BYD-BLADE-2075,32.7,2.68,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2076,39.2,2.87,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2077,51.9,0.37,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2078,66.9,0.24,108.2,29.0,Nominal Pack Thermal Balance
BYD-BLADE-2079,42.1,0.07,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2080,78.4,0.88,110.8,35.9,Nominal Pack Thermal Balance
BYD-BLADE-2081,62.6,4.12,108.4,27.7,Nominal Pack Thermal Balance
BYD-BLADE-2082,70.9,0.3,110.9,34.1,Nominal Pack Thermal Balance
BYD-BLADE-2083,50.3,0.16,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2084,55.2,0.65,107.9,25.8,Nominal Pack Thermal Balance
BYD-BLADE-2085,35.7,0.35,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2086,89.1,0.17,113.0,40.9,Nominal Pack Thermal Balance
BYD-BLADE-2087,92.7,2.69,112.4,44.6,Nominal Pack Thermal Balance
BYD-BLADE-2088,28.3,0.2,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2089,60.1,0.78,107.0,26.9,Nominal Pack Thermal Balance
BYD-BLADE-2090,84.2,2.27,110.9,39.5,Nominal Pack Thermal Balance
BYD-BLADE-2091,87.3,0.04,111.2,36.1,Nominal Pack Thermal Balance
BYD-BLADE-2092,84.3,1.31,108.7,34.8,Nominal Pack Thermal Balance
BYD-BLADE-2093,79.0,0.17,110.4,37.7,Nominal Pack Thermal Balance
BYD-BLADE-2094,36.2,0.76,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2095,54.0,0.4,109.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2096,68.6,0.63,108.9,29.6,Nominal Pack Thermal Balance
BYD-BLADE-2097,62.0,0.04,111.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2098,79.9,1.33,110.3,35.9,Nominal Pack Thermal Balance
BYD-BLADE-2099,95.0,0.39,112.6,41.2,Nominal Pack Thermal Balance
BYD-BLADE-2100,92.7,6.12,113.7,42.0,Localized Thermal Venting Intercept
BYD-BLADE-2101,57.7,1.11,110.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2102,57.1,3.23,108.2,28.6,Nominal Pack Thermal Balance
BYD-BLADE-2103,39.0,1.56,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2104,91.6,0.15,115.1,41.5,Nominal Pack Thermal Balance
BYD-BLADE-2105,77.1,0.18,109.2,32.7,Nominal Pack Thermal Balance
BYD-BLADE-2106,66.1,1.0,110.7,26.7,Nominal Pack Thermal Balance
BYD-BLADE-2107,70.7,0.26,110.5,32.1,Nominal Pack Thermal Balance
BYD-BLADE-2108,63.4,3.02,109.4,30.7,Nominal Pack Thermal Balance
BYD-BLADE-2109,95.0,6.7,112.9,41.3,Localized Thermal Venting Intercept
BYD-BLADE-2110,78.5,1.0,113.2,36.2,Nominal Pack Thermal Balance
BYD-BLADE-2111,67.4,0.03,110.4,30.7,Nominal Pack Thermal Balance
BYD-BLADE-2112,53.7,0.02,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2113,57.1,0.44,110.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2114,62.5,0.26,111.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2115,25.6,0.92,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2116,44.8,0.46,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2117,72.9,2.66,112.0,32.9,Nominal Pack Thermal Balance
BYD-BLADE-2118,57.8,1.91,109.2,27.0,Nominal Pack Thermal Balance
BYD-BLADE-2119,79.6,6.64,113.1,34.2,Nominal Pack Thermal Balance
BYD-BLADE-2120,28.7,2.69,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2121,42.6,0.62,104.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2122,53.2,0.26,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2123,37.0,0.99,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2124,34.4,0.7,102.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2125,39.7,3.08,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2126,53.9,0.91,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2127,91.2,1.1,109.7,41.6,Nominal Pack Thermal Balance
BYD-BLADE-2128,69.9,0.66,109.2,31.6,Nominal Pack Thermal Balance
BYD-BLADE-2129,82.4,1.67,109.6,40.2,Nominal Pack Thermal Balance
BYD-BLADE-2130,40.6,3.32,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2131,70.8,1.96,108.7,28.7,Nominal Pack Thermal Balance
BYD-BLADE-2132,54.1,1.07,108.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2133,92.0,0.19,113.0,40.1,Nominal Pack Thermal Balance
BYD-BLADE-2134,53.4,0.05,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2135,44.7,3.03,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2136,89.0,1.24,112.2,42.3,Nominal Pack Thermal Balance
BYD-BLADE-2137,34.4,0.02,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2138,26.7,0.66,101.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2139,92.6,1.98,111.2,43.0,Nominal Pack Thermal Balance
BYD-BLADE-2140,60.5,1.92,111.9,26.9,Nominal Pack Thermal Balance
BYD-BLADE-2141,86.1,0.11,109.9,36.1,Nominal Pack Thermal Balance
BYD-BLADE-2142,48.0,2.01,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2143,37.8,2.49,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2144,57.5,0.66,107.9,25.5,Nominal Pack Thermal Balance
BYD-BLADE-2145,57.6,0.59,108.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2146,51.1,0.05,110.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2147,34.1,0.01,103.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2148,89.7,0.5,111.6,44.1,Nominal Pack Thermal Balance
BYD-BLADE-2149,50.3,0.89,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2150,90.9,1.61,113.4,40.0,Nominal Pack Thermal Balance
BYD-BLADE-2151,73.9,0.34,109.4,35.5,Nominal Pack Thermal Balance
BYD-BLADE-2152,64.5,0.55,108.3,28.2,Nominal Pack Thermal Balance
BYD-BLADE-2153,66.3,6.96,107.5,28.3,Nominal Pack Thermal Balance
BYD-BLADE-2154,27.7,0.72,103.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2155,73.3,0.88,113.6,33.1,Nominal Pack Thermal Balance
BYD-BLADE-2156,47.6,0.74,108.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2157,51.4,0.37,109.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2158,27.8,0.24,101.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2159,67.6,1.4,111.0,28.5,Nominal Pack Thermal Balance
BYD-BLADE-2160,65.9,2.96,107.2,29.6,Nominal Pack Thermal Balance
BYD-BLADE-2161,94.8,0.82,114.2,44.8,Nominal Pack Thermal Balance
BYD-BLADE-2162,75.0,0.74,109.9,35.2,Nominal Pack Thermal Balance
BYD-BLADE-2163,63.8,1.15,109.3,27.5,Nominal Pack Thermal Balance
BYD-BLADE-2164,89.0,0.43,114.6,40.4,Nominal Pack Thermal Balance
BYD-BLADE-2165,88.9,0.29,112.9,40.0,Nominal Pack Thermal Balance
BYD-BLADE-2166,47.7,5.07,107.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2167,57.2,1.31,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2168,49.7,0.23,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2169,37.9,0.49,108.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2170,71.7,1.09,110.9,31.3,Nominal Pack Thermal Balance
BYD-BLADE-2171,37.6,0.68,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2172,37.6,0.46,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2173,91.0,3.63,111.6,45.4,Localized Thermal Venting Intercept
BYD-BLADE-2174,84.2,0.07,111.2,35.9,Nominal Pack Thermal Balance
BYD-BLADE-2175,33.2,0.09,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2176,27.2,0.85,104.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2177,40.6,1.19,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2178,85.3,1.58,112.3,37.7,Nominal Pack Thermal Balance
BYD-BLADE-2179,51.3,2.71,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2180,60.3,0.46,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2181,25.4,0.36,104.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2182,40.5,0.16,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2183,94.2,5.2,115.2,43.0,Localized Thermal Venting Intercept
BYD-BLADE-2184,45.2,0.26,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2185,93.9,1.2,114.9,42.2,Nominal Pack Thermal Balance
BYD-BLADE-2186,83.3,2.32,114.5,39.8,Nominal Pack Thermal Balance
BYD-BLADE-2187,37.8,0.33,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2188,57.7,0.68,109.1,26.2,Nominal Pack Thermal Balance
BYD-BLADE-2189,40.1,1.56,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2190,57.6,0.34,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2191,30.4,1.72,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2192,67.5,1.53,110.2,30.5,Nominal Pack Thermal Balance
BYD-BLADE-2193,28.4,0.99,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2194,56.8,0.97,107.7,26.5,Nominal Pack Thermal Balance
BYD-BLADE-2195,90.1,0.37,112.5,43.6,Nominal Pack Thermal Balance
BYD-BLADE-2196,34.1,2.02,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2197,56.6,0.47,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2198,63.4,1.54,110.2,27.2,Nominal Pack Thermal Balance
BYD-BLADE-2199,41.9,0.1,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2200,45.2,1.21,109.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2201,88.9,5.62,111.9,41.8,Localized Thermal Venting Intercept
BYD-BLADE-2202,87.0,2.83,115.9,38.3,Nominal Pack Thermal Balance
BYD-BLADE-2203,57.1,0.02,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2204,81.8,0.92,111.3,38.9,Nominal Pack Thermal Balance
BYD-BLADE-2205,77.6,1.42,110.6,37.7,Nominal Pack Thermal Balance
BYD-BLADE-2206,28.0,0.84,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2207,87.2,0.03,111.5,37.5,Nominal Pack Thermal Balance
BYD-BLADE-2208,36.7,2.13,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2209,63.5,1.38,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2210,93.2,0.02,110.0,39.8,Nominal Pack Thermal Balance
BYD-BLADE-2211,31.3,0.15,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2212,50.6,1.22,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2213,56.1,1.19,108.1,25.4,Nominal Pack Thermal Balance
BYD-BLADE-2214,30.9,1.75,103.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2215,37.1,0.05,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2216,44.2,0.92,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2217,73.6,1.81,111.1,30.2,Nominal Pack Thermal Balance
BYD-BLADE-2218,50.5,0.12,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2219,77.3,0.07,112.3,34.0,Nominal Pack Thermal Balance
BYD-BLADE-2220,80.2,0.19,109.3,39.2,Nominal Pack Thermal Balance
BYD-BLADE-2221,40.9,0.3,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2222,91.0,0.14,110.0,41.2,Nominal Pack Thermal Balance
BYD-BLADE-2223,39.5,1.02,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2224,46.1,1.49,109.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2225,54.6,0.5,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2226,76.3,2.98,109.8,33.3,Nominal Pack Thermal Balance
BYD-BLADE-2227,59.6,0.18,112.1,28.1,Nominal Pack Thermal Balance
BYD-BLADE-2228,87.6,0.42,113.6,39.2,Nominal Pack Thermal Balance
BYD-BLADE-2229,69.8,2.39,111.0,31.8,Nominal Pack Thermal Balance
BYD-BLADE-2230,42.9,1.0,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2231,25.2,0.06,104.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2232,35.3,0.03,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2233,89.7,1.55,114.1,42.0,Nominal Pack Thermal Balance
BYD-BLADE-2234,75.6,0.01,109.4,35.9,Nominal Pack Thermal Balance
BYD-BLADE-2235,76.5,1.52,111.2,36.4,Nominal Pack Thermal Balance
BYD-BLADE-2236,35.8,1.32,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2237,46.9,0.15,110.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2238,29.3,0.19,101.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2239,89.1,0.11,112.8,37.2,Nominal Pack Thermal Balance
BYD-BLADE-2240,63.9,0.9,108.6,29.5,Nominal Pack Thermal Balance
BYD-BLADE-2241,32.7,0.48,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2242,26.2,0.35,102.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2243,85.0,1.51,112.6,38.2,Nominal Pack Thermal Balance
BYD-BLADE-2244,25.6,5.7,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2245,41.2,0.49,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2246,48.2,0.12,108.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2247,57.8,1.37,109.8,27.8,Nominal Pack Thermal Balance
BYD-BLADE-2248,81.1,1.12,114.5,39.4,Nominal Pack Thermal Balance
BYD-BLADE-2249,37.7,0.6,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2250,71.0,0.41,111.0,32.9,Nominal Pack Thermal Balance
BYD-BLADE-2251,37.1,2.78,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2252,90.3,0.68,111.9,37.4,Nominal Pack Thermal Balance
BYD-BLADE-2253,45.7,0.29,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2254,93.3,0.4,114.6,40.9,Nominal Pack Thermal Balance
BYD-BLADE-2255,60.9,0.04,108.5,26.7,Nominal Pack Thermal Balance
BYD-BLADE-2256,33.6,1.29,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2257,70.1,0.5,109.0,32.1,Nominal Pack Thermal Balance
BYD-BLADE-2258,37.7,0.83,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2259,87.8,1.64,112.7,39.6,Nominal Pack Thermal Balance
BYD-BLADE-2260,76.0,4.02,109.4,34.2,Nominal Pack Thermal Balance
BYD-BLADE-2261,56.0,0.84,108.5,25.2,Nominal Pack Thermal Balance
BYD-BLADE-2262,30.6,1.06,104.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2263,44.0,0.99,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2264,35.8,2.17,107.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2265,25.1,4.76,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2266,36.8,0.85,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2267,59.1,0.12,108.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2268,79.9,0.69,109.6,33.8,Nominal Pack Thermal Balance
BYD-BLADE-2269,82.5,1.2,111.8,39.6,Nominal Pack Thermal Balance
BYD-BLADE-2270,44.4,0.67,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2271,67.3,2.61,104.9,31.3,Nominal Pack Thermal Balance
BYD-BLADE-2272,50.9,1.88,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2273,69.2,0.47,108.8,33.0,Nominal Pack Thermal Balance
BYD-BLADE-2274,78.7,0.76,110.9,35.2,Nominal Pack Thermal Balance
BYD-BLADE-2275,62.9,0.61,106.4,28.4,Nominal Pack Thermal Balance
BYD-BLADE-2276,34.2,2.05,103.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2277,42.1,1.56,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2278,38.1,0.43,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2279,75.8,0.22,112.8,33.7,Nominal Pack Thermal Balance
BYD-BLADE-2280,84.7,1.99,111.4,41.3,Nominal Pack Thermal Balance
BYD-BLADE-2281,33.8,2.98,101.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2282,75.8,1.56,110.3,35.3,Nominal Pack Thermal Balance
BYD-BLADE-2283,72.5,0.63,112.7,32.8,Nominal Pack Thermal Balance
BYD-BLADE-2284,84.4,0.79,111.6,39.9,Nominal Pack Thermal Balance
BYD-BLADE-2285,51.6,1.61,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2286,34.2,0.07,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-2287,73.3,1.58,111.4,28.5,Nominal Pack Thermal Balance
BYD-BLADE-2288,63.4,0.81,108.3,28.9,Nominal Pack Thermal Balance
BYD-BLADE-2289,42.2,1.15,108.1,25.0,Nominal Pack Thermal Balance
