V2G_Event_ID,Utility_Voltage_V,Power_Export_kW,Total_Harmonic_Distortion_pct,Phase_Angle_Jitter_deg,Grid_Synchronization
FORD-PRO-3131,225.2,9.24,3.09,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3132,242.1,8.33,2.73,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3133,238.8,6.43,2.3,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3134,246.5,2.59,2.07,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3135,222.6,6.61,1.82,2.27,Harmonic Filter Compensation Active
FORD-PRO-3136,243.8,5.59,2.27,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3137,227.4,5.01,2.2,1.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3138,230.2,3.79,2.2,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3139,228.2,7.46,2.85,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3140,221.9,2.87,2.2,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3141,243.6,3.75,1.34,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3142,243.7,4.99,2.01,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3143,247.5,5.08,2.54,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3144,233.3,2.57,2.14,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3145,247.8,8.57,2.76,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3146,225.4,3.42,2.07,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3147,238.4,4.48,2.19,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3148,229.9,7.37,2.52,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3149,244.3,7.92,3.1,1.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3150,235.9,3.32,1.69,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3151,240.2,6.85,2.25,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3152,228.1,3.84,2.02,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3153,233.5,4.89,1.8,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3154,233.3,4.24,2.37,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3155,242.5,3.89,2.44,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3156,225.0,4.32,2.0,1.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3157,233.5,7.29,2.55,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3158,236.4,7.66,2.16,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3159,239.7,5.31,2.19,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3160,240.3,4.12,1.7,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3161,227.9,2.89,1.85,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3162,236.7,9.53,2.84,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3163,245.6,9.08,2.42,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3164,245.4,4.07,1.91,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3165,220.8,7.06,2.33,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3166,234.5,8.14,2.72,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3167,231.8,9.49,2.58,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3168,223.0,8.6,2.76,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3169,248.0,7.15,2.44,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3170,223.3,7.13,2.61,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3171,223.9,2.62,1.59,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3172,240.7,2.64,1.39,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3173,230.4,4.92,2.19,1.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3174,229.2,9.13,3.45,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3175,233.4,3.21,1.75,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3176,222.0,3.2,1.9,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3177,231.7,6.04,2.38,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3178,247.8,2.89,2.04,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3179,231.0,5.83,2.38,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3180,231.4,3.62,2.1,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3181,237.1,3.22,1.75,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3182,227.6,7.52,2.5,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3183,228.9,8.0,2.62,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3184,228.6,4.1,1.65,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3185,236.0,3.66,1.29,0.92,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3186,243.8,3.26,1.96,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3187,239.9,5.69,2.38,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3188,240.2,7.17,2.4,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3189,227.9,6.61,2.37,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3190,237.2,6.61,2.11,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3191,226.7,3.41,1.83,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3192,220.0,5.73,2.12,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3193,244.5,3.25,2.26,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3194,233.3,2.66,1.71,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3195,226.6,3.25,2.1,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3196,243.3,9.0,2.63,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3197,225.4,6.6,2.67,1.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3198,230.4,7.18,2.21,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3199,234.8,9.39,2.84,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3200,232.6,7.08,1.94,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3201,234.8,7.38,2.4,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3202,232.7,5.47,2.15,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3203,243.5,5.4,1.99,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3204,244.9,3.67,1.97,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3205,243.7,3.88,2.41,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3206,247.6,3.29,1.87,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3207,245.2,6.84,2.34,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3208,238.3,9.02,2.52,1.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3209,221.6,9.45,3.03,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3210,229.1,8.32,3.28,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3211,223.7,6.09,1.97,1.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3212,234.1,6.57,2.55,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3213,223.5,6.47,2.04,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3214,238.9,3.46,2.22,1.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3215,229.2,4.0,2.0,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3216,236.3,3.72,1.95,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3217,224.9,3.79,1.93,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3218,247.7,5.31,2.0,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3219,221.7,6.46,2.46,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3220,229.3,5.77,2.17,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3221,238.8,6.34,2.51,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3222,236.5,6.24,2.84,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3223,234.6,7.32,2.87,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3224,227.7,5.36,2.05,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3225,221.1,5.03,2.54,1.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3226,245.5,5.55,2.19,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3227,241.4,7.06,2.72,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3228,232.5,8.59,2.47,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3229,243.2,7.02,2.3,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3230,245.7,2.56,1.44,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3231,243.0,7.26,2.67,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3232,226.8,7.82,2.41,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3233,234.7,6.82,3.16,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3234,235.2,8.66,2.9,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3235,225.4,7.98,2.88,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3236,237.5,6.32,1.84,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3237,241.1,3.77,1.99,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3238,231.6,3.0,1.66,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3239,234.3,6.17,2.51,0.68,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3240,223.4,4.68,1.79,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3241,225.1,8.36,2.33,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3242,221.0,3.69,1.37,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3243,243.6,3.7,1.94,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3244,223.9,2.95,1.64,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3245,230.8,2.68,1.47,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3246,244.6,9.28,3.33,1.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3247,240.5,6.19,2.02,0.68,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3248,243.6,9.26,2.93,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3249,227.3,4.73,2.09,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3250,220.3,7.41,2.22,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3251,235.0,6.04,2.6,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3252,226.6,7.97,2.7,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3253,232.6,2.8,1.56,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3254,245.4,9.13,3.34,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3255,233.1,3.13,2.22,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3256,245.5,5.16,2.22,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3257,220.6,8.59,3.19,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3258,226.0,8.76,2.79,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3259,234.7,7.02,2.48,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3260,231.5,7.98,3.11,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3261,230.1,2.89,1.4,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3262,233.9,4.36,2.0,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3263,233.5,3.22,1.9,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3264,239.1,4.67,2.0,1.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3265,243.5,7.89,2.89,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3266,231.5,9.58,3.07,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3267,226.1,6.1,2.18,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3268,225.4,5.15,1.97,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3269,227.6,3.95,2.15,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3270,244.3,7.3,2.57,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3271,235.7,3.55,1.54,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3272,236.6,4.36,2.23,1.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3273,243.6,8.69,2.66,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3274,246.6,9.53,3.2,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3275,241.4,4.93,2.53,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3276,225.7,3.14,1.99,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3277,235.2,6.69,2.59,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3278,233.7,9.45,2.58,0.68,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3279,241.3,6.2,2.51,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3280,220.4,5.22,2.28,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3281,232.0,6.11,2.06,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3282,227.7,7.19,3.25,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3283,228.4,3.43,1.84,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3284,246.9,6.93,2.55,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3285,247.5,3.4,1.99,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3286,223.9,5.89,2.62,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3287,228.0,4.58,1.87,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3288,220.9,4.96,2.16,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3289,237.0,4.28,2.15,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3290,223.9,8.18,2.77,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3291,228.6,5.67,1.92,1.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3292,242.0,5.51,2.42,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3293,225.5,4.93,2.23,1.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3294,221.2,5.47,2.32,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3295,246.2,3.98,1.9,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3296,240.1,6.63,2.19,1.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3297,222.1,8.68,2.95,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3298,226.0,3.92,1.73,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3299,246.3,2.89,1.73,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3300,228.5,9.03,2.98,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3301,236.7,6.83,2.32,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3302,244.1,8.17,2.57,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3303,243.2,8.7,2.89,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3304,234.9,5.72,2.24,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3305,238.3,8.94,2.73,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3306,232.9,5.43,1.87,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3307,226.1,6.56,2.46,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3308,220.4,2.64,1.71,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3309,230.7,8.96,2.83,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3310,242.7,4.68,1.85,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3311,238.9,2.72,1.47,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3312,245.5,8.03,2.79,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3313,244.0,3.19,1.93,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3314,222.6,4.13,1.53,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3315,227.4,6.91,2.28,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3316,228.5,3.65,1.26,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3317,233.3,8.19,2.88,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3318,237.8,3.69,1.61,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3319,244.4,4.2,1.69,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3320,242.1,8.04,2.67,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3321,233.4,4.44,2.33,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3322,228.4,6.27,2.71,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3323,245.9,6.79,2.2,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3324,247.1,6.88,2.59,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3325,238.6,4.9,2.54,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3326,235.3,8.25,2.47,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3327,239.3,8.27,2.38,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3328,246.5,5.96,1.95,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3329,247.1,3.27,1.94,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3330,233.6,5.19,2.77,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3331,244.5,4.43,2.05,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3332,234.3,6.98,2.45,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3333,245.4,9.04,2.95,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3334,238.7,9.12,3.31,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3335,243.9,2.98,1.7,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3336,229.6,8.73,2.43,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3337,224.2,8.31,2.26,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3338,246.3,2.54,1.85,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3339,222.6,2.63,1.31,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3340,223.5,2.99,1.76,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3341,226.2,3.64,1.42,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3342,241.1,8.46,2.88,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3343,225.5,7.76,2.43,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3344,236.0,3.44,2.0,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3345,245.8,6.12,2.16,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3346,232.3,3.75,2.11,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3347,245.6,8.1,3.09,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3348,245.6,6.38,2.61,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3349,226.3,7.75,2.3,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3350,246.9,3.21,1.76,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3351,229.9,8.26,2.52,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3352,246.2,7.96,2.48,1.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3353,237.2,2.85,1.77,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3354,244.5,3.55,2.0,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3355,241.2,3.7,1.82,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3356,244.6,3.25,1.81,1.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3357,235.6,7.46,2.76,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3358,238.9,3.37,1.77,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3359,223.3,3.11,1.46,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3360,237.8,5.14,2.53,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3361,223.2,7.36,3.22,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3362,235.7,8.71,3.17,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3363,225.9,4.64,2.24,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3364,237.7,6.96,2.38,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3365,241.9,6.98,2.94,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3366,229.1,8.24,2.95,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3367,247.9,3.35,2.03,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3368,243.6,5.04,2.16,1.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3369,225.7,8.12,2.45,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3370,244.3,7.82,2.9,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3371,222.0,7.83,2.96,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3372,220.8,5.86,2.45,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3373,224.6,9.16,3.19,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3374,240.4,7.3,2.74,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3375,232.8,8.81,2.6,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3376,222.1,4.11,2.42,1.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3377,230.5,2.75,1.65,1.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3378,227.9,3.93,2.0,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3379,242.4,4.32,1.73,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3380,242.0,5.17,2.22,1.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3381,247.9,8.97,3.05,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3382,245.3,5.85,2.57,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3383,233.3,8.17,2.55,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3384,224.3,3.98,2.1,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3385,227.2,7.91,2.8,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3386,241.3,8.26,2.77,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3387,246.7,3.64,2.11,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3388,223.0,3.01,1.73,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3389,233.4,9.43,3.01,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3390,240.5,3.05,1.62,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3391,242.1,7.8,2.42,1.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3392,233.2,5.42,1.89,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3393,227.1,2.46,1.12,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3394,237.6,6.48,1.84,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3395,237.7,6.72,2.6,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3396,225.8,5.49,2.45,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3397,246.7,6.28,2.45,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3398,222.6,7.35,3.11,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3399,230.5,4.58,2.11,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3400,232.5,3.31,2.14,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3401,241.5,9.12,2.85,1.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3402,230.4,8.49,2.7,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3403,234.0,3.1,1.51,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3404,226.9,3.18,2.03,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3405,243.4,8.4,2.61,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3406,241.8,7.95,2.61,1.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3407,229.0,6.96,2.51,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3408,226.9,8.42,2.38,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3409,234.9,9.17,2.38,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3410,224.9,8.74,2.68,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3411,234.4,8.74,2.58,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3412,222.4,9.48,2.65,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3413,230.6,8.95,2.6,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3414,224.5,9.28,3.14,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3415,232.5,7.8,2.51,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3416,241.6,8.69,2.33,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3417,240.6,4.5,2.1,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3418,225.6,8.97,2.86,1.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3419,230.8,5.41,2.17,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3420,238.0,8.46,2.33,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3421,235.8,6.76,2.5,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3422,243.3,3.92,2.32,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3423,246.2,7.38,2.69,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3424,226.0,7.98,2.74,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3425,222.5,7.84,3.27,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-3426,240.5,9.12,2.38,0.78,Clean Utility Grid Sync (<3% THD)
