Road_Event_ID,Pothole_Obstacle_Depth_mm,Vehicle_Speed_kmh,Camera_Lookahead_Time_ms,Damper_Pre_Softening_Force_N,Cabin_Vertical_Impact_G,Ride_Isolation_Score_pct,Suspension_Action
GENESIS-G90-2971,15.0,55.8,967,3525,0.102,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2972,27.8,65.7,822,2993,0.215,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2973,5.0,45.5,1186,3848,0.142,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2974,14.8,37.0,1459,3542,0.205,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2975,19.7,51.0,1058,3181,0.151,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2976,26.8,93.1,580,2930,0.203,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2977,5.2,84.6,638,3748,0.217,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2978,28.4,55.4,974,2898,0.194,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2979,5.4,66.6,810,3774,0.134,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2980,13.0,66.8,808,3426,0.178,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2981,5.0,80.7,669,3757,0.097,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2982,28.8,75.9,711,2964,0.202,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2983,12.2,46.7,1158,3709,0.124,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2984,95.0,93.8,576,1318,0.384,89.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2985,14.6,68.0,794,3418,0.119,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2986,23.0,104.8,515,3106,0.149,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2987,5.0,90.0,600,3742,0.162,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2988,6.6,99.5,543,3470,0.094,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2989,25.2,31.5,1714,3229,0.173,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2990,63.7,86.4,625,2377,0.311,94.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2991,26.6,85.4,632,3239,0.172,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2992,26.2,87.9,615,2835,0.177,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2993,11.8,80.9,667,3406,0.167,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2994,7.7,44.5,1213,3554,0.11,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2995,25.2,79.1,682,2956,0.163,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2996,95.0,77.2,699,1200,0.376,93.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2997,6.0,106.3,508,3707,0.144,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2998,5.0,103.6,521,3769,0.191,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2999,95.0,90.9,594,1248,0.353,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3000,66.0,77.6,696,1842,0.295,95.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3001,18.7,78.4,689,3303,0.212,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3002,8.8,34.0,1589,3431,0.157,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3003,10.0,98.1,550,3722,0.131,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3004,93.3,31.9,1691,1295,0.376,95.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3005,6.3,98.0,551,3662,0.144,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3006,13.2,100.3,538,3583,0.144,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3007,6.9,51.6,1046,3622,0.175,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3008,5.0,105.8,510,3666,0.131,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3009,15.3,105.2,513,3242,0.114,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3010,16.4,63.9,846,3280,0.172,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3011,34.0,43.2,1251,2863,0.217,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3012,7.8,80.1,674,3541,0.183,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3013,39.7,72.7,742,2512,0.213,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3014,21.5,69.3,779,3178,0.188,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3015,5.0,33.9,1593,3671,0.182,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3016,11.5,92.6,583,3544,0.125,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3017,32.4,96.1,562,2849,0.237,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3018,95.0,74.6,723,1200,0.365,93.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3019,19.1,91.8,588,3355,0.148,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3020,5.0,72.8,742,3841,0.149,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3021,5.0,100.9,535,3709,0.102,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3022,13.4,84.7,638,3373,0.15,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3023,52.8,65.3,827,2349,0.282,95.7,Pothole Pre-Damping Softening Active
GENESIS-G90-3024,12.1,31.3,1724,3536,0.159,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3025,27.2,58.9,917,3187,0.192,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3026,19.0,92.1,586,3348,0.162,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3027,6.5,94.6,571,3658,0.14,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3028,5.0,88.7,609,3799,0.085,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3029,7.3,55.8,967,3781,0.127,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3030,32.1,77.3,698,2893,0.193,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3031,5.0,66.7,810,3673,0.101,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3032,95.0,89.7,602,1200,0.343,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3033,47.2,99.9,541,2508,0.254,93.1,Pothole Pre-Damping Softening Active
GENESIS-G90-3034,6.1,68.7,786,3573,0.094,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3035,5.0,98.7,547,3816,0.139,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3036,13.1,69.7,775,3334,0.132,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3037,35.6,103.2,523,3021,0.209,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3038,17.6,102.4,527,3483,0.182,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3039,5.0,66.3,815,3480,0.158,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3040,25.8,86.2,627,3096,0.185,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3041,5.0,71.2,759,3671,0.099,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3042,34.6,42.3,1276,2687,0.193,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3043,57.0,108.0,500,2313,0.305,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-3044,20.3,31.9,1692,3161,0.14,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3045,32.0,69.2,781,2860,0.199,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3046,74.7,104.4,517,1825,0.282,93.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3047,28.1,45.4,1189,2964,0.243,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3048,19.8,43.6,1238,3093,0.155,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3049,5.0,84.3,640,3591,0.125,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3050,14.9,98.9,546,3165,0.171,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3051,5.0,86.0,628,3525,0.131,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3052,49.4,48.6,1110,2591,0.216,94.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3053,18.5,46.6,1160,3094,0.201,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3054,9.8,93.5,577,3537,0.117,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3055,9.9,79.7,677,3694,0.195,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3056,13.0,37.9,1426,3249,0.203,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3057,84.9,88.8,608,1337,0.35,92.4,Pothole Pre-Damping Softening Active
GENESIS-G90-3058,47.0,71.4,756,2370,0.236,94.8,Pothole Pre-Damping Softening Active
GENESIS-G90-3059,8.8,44.4,1217,3550,0.111,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3060,17.1,85.0,636,3623,0.165,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3061,5.0,96.2,562,3682,0.135,93.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3062,61.4,104.5,517,2262,0.244,93.1,Pothole Pre-Damping Softening Active
GENESIS-G90-3063,25.9,98.7,547,3131,0.236,93.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3064,8.1,79.0,684,3459,0.152,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3065,5.0,90.6,596,3703,0.136,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3066,5.7,85.8,629,3641,0.143,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3067,8.1,30.0,1799,3435,0.177,93.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3068,33.7,34.8,1553,2826,0.154,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3069,17.8,60.8,889,3030,0.147,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3070,35.2,105.9,510,2864,0.221,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3071,33.5,83.7,645,2949,0.166,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3072,34.3,32.5,1660,2624,0.21,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3073,22.7,30.3,1784,3276,0.186,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3074,95.0,94.3,572,1276,0.388,90.5,Pothole Pre-Damping Softening Active
GENESIS-G90-3075,17.0,56.5,956,3373,0.11,98.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3076,43.1,70.6,765,2615,0.244,94.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3077,43.0,105.4,512,2612,0.231,95.1,Pothole Pre-Damping Softening Active
GENESIS-G90-3078,20.7,64.8,833,3167,0.186,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3079,42.7,50.0,1080,2728,0.226,95.2,Pothole Pre-Damping Softening Active
GENESIS-G90-3080,10.7,98.0,551,3553,0.127,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3081,83.3,63.7,848,1429,0.361,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-3082,25.8,99.3,544,2975,0.2,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3083,22.9,31.7,1704,3162,0.156,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3084,20.9,31.9,1691,3296,0.239,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3085,30.7,75.9,712,3196,0.192,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3086,21.0,35.3,1531,3333,0.184,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3087,5.1,40.7,1327,3363,0.151,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3088,95.0,83.1,650,1200,0.445,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3089,5.0,59.8,903,3770,0.084,98.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3090,15.6,90.7,595,3626,0.129,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3091,30.1,84.4,640,2968,0.189,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3092,21.0,69.0,782,3161,0.167,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3093,23.1,87.1,620,3022,0.184,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3094,12.5,36.8,1466,3527,0.147,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3095,7.2,86.6,624,3698,0.126,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3096,18.8,96.0,563,3407,0.116,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3097,6.7,47.1,1147,3550,0.12,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3098,30.8,100.2,539,2839,0.208,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3099,5.0,43.7,1236,3630,0.115,98.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3100,95.0,65.5,824,1200,0.365,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3101,6.0,70.5,766,3684,0.099,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3102,15.0,68.2,792,3570,0.163,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3103,16.5,106.8,506,3538,0.2,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3104,5.0,39.1,1381,3554,0.094,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3105,17.9,95.0,569,3535,0.203,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3106,14.8,101.3,533,3526,0.201,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3107,7.1,108.9,496,3860,0.129,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3108,10.7,48.1,1123,3423,0.092,98.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3109,7.4,59.6,906,3632,0.143,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3110,5.0,100.8,536,3596,0.127,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3111,9.6,77.6,696,3607,0.112,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3112,7.2,65.6,823,3653,0.191,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3113,8.5,96.9,557,3625,0.152,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3114,5.0,96.9,558,3620,0.163,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3115,28.9,77.4,698,2944,0.206,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3116,18.8,81.6,662,3430,0.117,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3117,16.7,43.4,1243,3232,0.237,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3118,18.9,82.1,658,3484,0.21,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3119,7.9,71.4,757,3728,0.16,93.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3120,12.1,33.5,1613,3370,0.165,93.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3121,5.0,65.6,823,3681,0.127,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3122,5.0,72.5,744,3698,0.12,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3123,48.5,57.0,948,2341,0.231,94.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3124,40.4,54.8,986,2570,0.194,97.8,Pothole Pre-Damping Softening Active
GENESIS-G90-3125,12.5,86.7,623,3560,0.185,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3126,9.8,38.8,1390,3365,0.129,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3127,5.0,33.2,1627,3543,0.168,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3128,38.0,61.0,886,2648,0.199,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3129,53.7,36.7,1471,2181,0.237,96.3,Pothole Pre-Damping Softening Active
GENESIS-G90-3130,63.3,37.4,1445,2208,0.256,95.1,Pothole Pre-Damping Softening Active
GENESIS-G90-3131,32.6,105.7,511,2655,0.168,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3132,38.0,50.0,1081,2622,0.269,92.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3133,32.3,90.9,594,2999,0.26,92.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3134,36.6,102.0,530,2780,0.266,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3135,5.0,105.9,510,3742,0.151,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3136,8.8,92.1,586,3677,0.137,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3137,9.2,80.1,675,3341,0.147,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3138,9.9,67.7,798,3716,0.19,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3139,5.0,89.5,603,3639,0.176,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3140,5.0,63.8,846,3705,0.115,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3141,17.4,97.5,554,3197,0.107,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3142,18.2,86.8,622,3232,0.207,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3143,7.7,68.4,790,3813,0.175,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3144,26.5,106.1,509,3342,0.162,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3145,5.0,75.8,712,3826,0.128,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3146,9.4,65.4,825,3539,0.146,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3147,25.2,71.3,758,3166,0.168,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3148,29.8,56.0,964,2974,0.202,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3149,44.8,45.0,1201,2352,0.298,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-3150,67.9,65.2,828,1719,0.266,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3151,38.0,57.1,945,2726,0.216,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3152,85.8,51.0,1059,1443,0.39,94.1,Pothole Pre-Damping Softening Active
GENESIS-G90-3153,14.0,53.8,1005,3325,0.137,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3154,52.2,75.9,712,2186,0.287,92.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3155,33.1,38.1,1417,3033,0.21,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3156,5.0,43.3,1246,3395,0.161,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3157,10.9,60.8,888,3445,0.148,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3158,10.3,88.5,610,3434,0.159,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3159,5.0,54.2,996,3704,0.142,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3160,31.5,74.9,721,3209,0.263,92.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3161,6.3,50.5,1069,3491,0.104,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3162,95.0,89.2,606,1200,0.35,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3163,7.2,42.2,1281,3496,0.137,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3164,32.0,51.8,1043,3024,0.192,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3165,14.9,53.8,1003,3176,0.197,93.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3166,6.0,72.0,750,3710,0.097,99.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3167,58.3,57.8,935,2036,0.302,96.4,Pothole Pre-Damping Softening Active
GENESIS-G90-3168,5.3,79.3,681,3612,0.199,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3169,16.4,93.4,578,3470,0.166,92.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3170,28.3,92.9,582,3242,0.18,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3171,35.5,55.9,966,2713,0.236,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3172,53.7,73.2,738,2232,0.209,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3173,5.0,33.5,1614,3724,0.184,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3174,71.1,74.3,726,1819,0.357,92.7,Pothole Pre-Damping Softening Active
GENESIS-G90-3175,19.5,67.0,806,3182,0.147,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3176,46.2,100.0,540,2260,0.247,94.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3177,13.1,108.1,500,3626,0.183,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3178,41.3,77.5,697,2687,0.194,94.6,Pothole Pre-Damping Softening Active
GENESIS-G90-3179,15.0,58.5,923,3320,0.16,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3180,33.1,95.9,563,2835,0.183,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3181,16.4,38.5,1404,3385,0.195,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3182,12.9,59.9,901,3230,0.166,93.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3183,26.0,77.2,699,3263,0.219,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3184,18.3,96.2,561,3338,0.103,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3185,14.9,106.3,508,3331,0.205,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3186,18.2,50.3,1074,3525,0.174,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3187,11.9,72.6,744,3475,0.147,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3188,6.5,96.3,561,3433,0.135,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3189,10.1,35.7,1514,3421,0.178,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3190,17.3,40.5,1334,3274,0.109,98.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3191,46.8,65.8,820,2741,0.208,95.8,Pothole Pre-Damping Softening Active
GENESIS-G90-3192,16.3,65.1,830,3349,0.17,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3193,36.2,44.0,1227,2881,0.202,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3194,6.1,88.0,614,3668,0.11,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3195,5.1,93.5,578,3849,0.08,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3196,6.8,81.1,666,3761,0.138,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3197,30.5,57.1,946,2928,0.165,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3198,8.0,104.8,515,3577,0.114,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3199,5.0,81.3,664,3799,0.124,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3200,32.2,35.4,1523,2751,0.212,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3201,12.2,48.1,1122,3443,0.148,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3202,18.4,66.6,811,3132,0.175,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3203,5.0,99.2,544,3801,0.162,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3204,5.0,63.3,853,3736,0.169,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3205,6.0,82.7,653,3667,0.131,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3206,26.8,81.9,659,3129,0.203,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3207,5.0,102.3,528,3512,0.164,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3208,6.2,69.8,774,3529,0.13,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3209,5.0,70.3,768,3588,0.085,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3210,16.7,31.9,1691,3425,0.125,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3211,9.2,98.3,549,3541,0.135,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3212,48.4,34.0,1590,2345,0.285,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3213,14.8,109.8,492,3136,0.136,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3214,44.9,106.1,509,2514,0.215,96.9,Pothole Pre-Damping Softening Active
GENESIS-G90-3215,37.8,104.7,516,2616,0.245,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3216,30.1,41.7,1294,3042,0.178,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3217,27.0,52.9,1020,3068,0.167,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3218,5.4,107.7,502,3682,0.168,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3219,40.8,98.1,550,2686,0.217,94.4,Pothole Pre-Damping Softening Active
GENESIS-G90-3220,72.0,104.3,518,1846,0.33,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-3221,5.0,33.5,1612,3676,0.118,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3222,5.0,107.6,502,3700,0.123,98.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3223,78.2,105.8,511,1685,0.343,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-3224,5.0,109.7,492,3494,0.092,98.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3225,42.7,78.1,692,2957,0.236,94.0,Pothole Pre-Damping Softening Active
GENESIS-G90-3226,33.3,83.9,643,2914,0.221,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3227,28.9,31.2,1730,2934,0.2,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3228,26.6,77.4,698,3057,0.185,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3229,8.5,78.6,687,3729,0.121,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3230,43.0,78.1,691,2703,0.301,92.7,Pothole Pre-Damping Softening Active
GENESIS-G90-3231,14.9,105.8,510,3307,0.136,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3232,5.0,98.7,547,3608,0.099,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3233,33.8,31.8,1699,2751,0.268,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3234,45.9,48.3,1117,2296,0.209,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-3235,7.8,78.5,688,3600,0.122,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3236,20.8,31.8,1696,3119,0.192,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-3237,77.8,42.8,1263,1623,0.342,93.9,Pothole Pre-Damping Softening Active
