Fleet_ID,Truck_Model,Cargo_Weight_kg,Wind_Resistance_Cd,Tire_Pressure_PSI,Hill_Elevation_m,Average_Speed_MPH,Fuel_Economy_MPG
TRUCK-5971,EcoVan 2500,14167,0.6,114.2,151.2,60.0,6.28
TRUCK-5972,UrbanDelivery 4x2,15291,0.561,103.5,236.7,71.3,4.5
TRUCK-5973,EcoVan 2500,7864,0.386,105.7,55.4,66.1,6.85
TRUCK-5974,TransHaul Heavy 8,7458,0.366,105.9,771.5,53.8,8.22
TRUCK-5975,EcoVan 2500,3695,0.352,109.2,456.6,66.8,8.77
TRUCK-5976,EcoVan 2500,17048,0.602,110.7,290.4,59.1,5.46
TRUCK-5977,TransHaul Heavy 8,14062,0.447,107.6,57.5,59.6,6.3
TRUCK-5978,EcoVan 2500,10916,0.696,102.0,239.0,58.8,6.41
TRUCK-5979,AeroTruck V6,17478,0.461,99.8,112.9,65.6,4.96
TRUCK-5980,TransHaul Heavy 8,6201,0.576,107.5,1030.9,65.9,6.58
TRUCK-5981,UrbanDelivery 4x2,12770,0.454,102.4,179.7,59.2,6.19
TRUCK-5982,UrbanDelivery 4x2,16613,0.569,107.4,27.3,51.4,5.54
TRUCK-5983,TransHaul Heavy 8,14941,0.492,108.0,71.4,55.6,6.58
TRUCK-5984,AeroTruck V6,14669,0.654,93.7,40.1,58.4,4.88
TRUCK-5985,TransHaul Heavy 8,15527,0.555,104.7,31.5,72.5,5.22
TRUCK-5986,TransHaul Heavy 8,3031,0.654,99.0,145.5,63.1,7.23
TRUCK-5987,AeroTruck V6,17955,0.531,117.3,44.7,64.7,5.99
TRUCK-5988,AeroTruck V6,12288,0.414,101.0,12.7,59.8,7.15
TRUCK-5989,AeroTruck V6,3841,0.502,102.5,426.1,62.6,7.52
TRUCK-5990,EcoVan 2500,5869,0.478,112.5,128.4,53.2,8.67
TRUCK-5991,AeroTruck V6,3178,0.351,119.1,40.9,50.4,10.11
TRUCK-5992,TransHaul Heavy 8,5499,0.492,93.8,998.5,68.4,6.34
TRUCK-5993,TransHaul Heavy 8,17904,0.581,101.2,48.0,63.7,4.5
TRUCK-5994,UrbanDelivery 4x2,10565,0.699,99.7,247.3,68.1,5.44
TRUCK-5995,EcoVan 2500,8383,0.44,96.1,49.8,56.6,7.24
TRUCK-5996,UrbanDelivery 4x2,5399,0.491,94.7,316.0,67.9,6.42
TRUCK-5997,TransHaul Heavy 8,9806,0.621,108.2,610.9,66.3,6.42
TRUCK-5998,EcoVan 2500,17717,0.376,106.7,186.5,48.9,5.83
TRUCK-5999,EcoVan 2500,15779,0.609,111.0,780.1,75.1,4.5
TRUCK-6000,TransHaul Heavy 8,14520,0.519,103.4,385.4,60.1,6.11
TRUCK-6001,AeroTruck V6,15895,0.565,99.7,128.8,62.4,5.09
TRUCK-6002,UrbanDelivery 4x2,14700,0.502,99.6,175.0,59.9,5.74
TRUCK-6003,EcoVan 2500,14267,0.404,107.8,82.0,69.0,6.27
TRUCK-6004,TransHaul Heavy 8,14660,0.698,105.7,53.7,68.9,5.32
TRUCK-6005,UrbanDelivery 4x2,12463,0.448,110.4,1007.8,63.1,6.2
TRUCK-6006,TransHaul Heavy 8,5386,0.391,112.4,1115.9,63.7,7.29
TRUCK-6007,EcoVan 2500,2172,0.46,98.3,428.7,67.6,7.89
TRUCK-6008,TransHaul Heavy 8,10828,0.693,109.5,425.1,59.0,5.71
TRUCK-6009,EcoVan 2500,6834,0.468,89.7,850.6,60.2,6.2
TRUCK-6010,TransHaul Heavy 8,8424,0.639,117.5,328.8,57.6,7.27
TRUCK-6011,UrbanDelivery 4x2,8596,0.41,114.5,265.3,60.6,7.7
TRUCK-6012,TransHaul Heavy 8,12104,0.65,99.4,447.1,48.4,4.5
TRUCK-6013,AeroTruck V6,5270,0.607,97.4,19.1,69.8,6.43
TRUCK-6014,AeroTruck V6,14582,0.408,83.0,253.7,64.7,4.76
TRUCK-6015,AeroTruck V6,6191,0.709,94.7,37.1,63.8,6.71
TRUCK-6016,AeroTruck V6,9570,0.405,91.3,508.3,69.8,5.3
TRUCK-6017,TransHaul Heavy 8,11564,0.691,114.7,9.0,57.6,6.99
TRUCK-6018,UrbanDelivery 4x2,7410,0.409,102.3,409.9,52.9,7.86
TRUCK-6019,AeroTruck V6,6555,0.617,107.2,569.7,55.3,6.87
TRUCK-6020,AeroTruck V6,6856,0.474,113.8,889.5,63.8,7.07
TRUCK-6021,TransHaul Heavy 8,11285,0.54,90.5,235.8,58.9,5.83
TRUCK-6022,UrbanDelivery 4x2,17672,0.367,117.1,318.2,49.9,6.16
TRUCK-6023,TransHaul Heavy 8,2262,0.627,101.3,195.0,74.0,6.93
TRUCK-6024,UrbanDelivery 4x2,17997,0.52,108.6,162.9,66.2,5.05
TRUCK-6025,EcoVan 2500,4374,0.596,105.6,251.6,65.9,7.18
TRUCK-6026,UrbanDelivery 4x2,16191,0.663,99.7,76.2,70.0,4.5
TRUCK-6027,EcoVan 2500,4014,0.369,111.5,79.5,66.9,8.47
TRUCK-6028,UrbanDelivery 4x2,6839,0.582,101.4,313.4,59.6,6.46
TRUCK-6029,EcoVan 2500,4761,0.557,104.5,1529.9,57.0,6.89
TRUCK-6030,UrbanDelivery 4x2,11119,0.606,101.2,706.8,66.7,5.74
TRUCK-6031,EcoVan 2500,11959,0.469,99.1,214.5,61.9,5.6
TRUCK-6032,UrbanDelivery 4x2,9903,0.596,105.1,387.8,55.4,6.31
TRUCK-6033,UrbanDelivery 4x2,4822,0.443,98.1,1052.9,61.8,6.65
TRUCK-6034,AeroTruck V6,16558,0.673,114.1,185.3,50.6,5.11
TRUCK-6035,TransHaul Heavy 8,5602,0.403,106.3,232.7,66.9,8.37
TRUCK-6036,AeroTruck V6,12120,0.592,90.7,41.2,59.9,5.1
TRUCK-6037,TransHaul Heavy 8,5162,0.408,109.7,476.0,49.7,7.7
TRUCK-6038,AeroTruck V6,5986,0.485,112.0,106.2,67.6,7.92
TRUCK-6039,EcoVan 2500,2992,0.677,111.5,145.1,57.9,7.5
TRUCK-6040,UrbanDelivery 4x2,7025,0.49,87.5,505.4,62.8,6.22
TRUCK-6041,AeroTruck V6,5052,0.47,109.6,324.8,63.7,7.52
TRUCK-6042,UrbanDelivery 4x2,8701,0.423,105.6,543.1,61.3,6.84
TRUCK-6043,UrbanDelivery 4x2,7274,0.669,104.3,622.2,54.3,6.22
TRUCK-6044,TransHaul Heavy 8,17094,0.678,105.9,24.6,60.3,5.27
TRUCK-6045,EcoVan 2500,5877,0.372,126.6,198.0,63.9,9.9
TRUCK-6046,EcoVan 2500,9673,0.689,102.1,214.7,54.0,6.23
TRUCK-6047,UrbanDelivery 4x2,10280,0.549,105.5,69.1,58.0,6.81
TRUCK-6048,AeroTruck V6,13768,0.426,100.7,802.5,67.5,5.35
TRUCK-6049,TransHaul Heavy 8,15438,0.47,101.8,138.2,63.9,5.6
TRUCK-6050,AeroTruck V6,12739,0.661,112.1,66.3,68.3,5.99
TRUCK-6051,EcoVan 2500,2751,0.412,104.8,32.5,73.2,7.73
TRUCK-6052,AeroTruck V6,6223,0.465,103.0,125.9,60.6,8.19
TRUCK-6053,TransHaul Heavy 8,10060,0.628,91.9,570.3,60.2,5.57
TRUCK-6054,UrbanDelivery 4x2,9532,0.531,125.1,246.6,59.4,7.52
TRUCK-6055,AeroTruck V6,6880,0.71,98.3,33.1,70.8,5.43
TRUCK-6056,AeroTruck V6,12357,0.59,96.6,791.7,53.9,5.19
TRUCK-6057,AeroTruck V6,2227,0.402,98.1,298.3,69.3,7.99
TRUCK-6058,UrbanDelivery 4x2,13422,0.493,110.2,15.1,67.8,5.84
TRUCK-6059,UrbanDelivery 4x2,14648,0.482,103.7,291.3,63.6,5.68
TRUCK-6060,UrbanDelivery 4x2,12462,0.477,115.1,43.8,78.1,5.0
TRUCK-6061,UrbanDelivery 4x2,7924,0.654,102.6,293.2,59.0,6.69
TRUCK-6062,EcoVan 2500,2100,0.635,113.9,369.4,73.1,7.65
TRUCK-6063,TransHaul Heavy 8,15027,0.411,87.6,333.1,57.7,5.39
TRUCK-6064,UrbanDelivery 4x2,15287,0.653,114.2,39.9,61.7,5.65
TRUCK-6065,AeroTruck V6,8155,0.511,115.7,466.7,61.0,7.54
TRUCK-6066,TransHaul Heavy 8,15115,0.636,106.7,414.8,59.8,4.5
TRUCK-6067,EcoVan 2500,5140,0.483,111.0,337.6,73.9,6.98
TRUCK-6068,TransHaul Heavy 8,6806,0.615,108.8,350.5,55.7,6.96
TRUCK-6069,UrbanDelivery 4x2,14343,0.497,112.1,1695.7,70.6,4.5
TRUCK-6070,AeroTruck V6,6787,0.534,97.2,77.9,59.2,6.59
TRUCK-6071,AeroTruck V6,12801,0.611,102.9,6.7,70.1,5.12
TRUCK-6072,UrbanDelivery 4x2,2086,0.352,104.2,97.5,43.3,8.95
TRUCK-6073,TransHaul Heavy 8,2333,0.679,109.6,267.0,70.5,7.04
TRUCK-6074,EcoVan 2500,3213,0.47,107.1,166.1,61.0,8.51
TRUCK-6075,AeroTruck V6,17342,0.502,95.0,285.3,68.7,4.86
TRUCK-6076,TransHaul Heavy 8,8458,0.584,123.6,37.3,55.5,7.79
TRUCK-6077,EcoVan 2500,4926,0.476,107.0,206.6,59.6,8.33
TRUCK-6078,AeroTruck V6,8472,0.44,106.1,67.2,71.8,7.04
TRUCK-6079,AeroTruck V6,15787,0.649,104.6,95.8,64.0,4.88
TRUCK-6080,EcoVan 2500,2041,0.529,106.4,407.8,55.0,9.03
TRUCK-6081,TransHaul Heavy 8,3010,0.358,111.0,832.3,63.0,8.52
TRUCK-6082,UrbanDelivery 4x2,8017,0.457,105.4,207.6,63.2,7.66
TRUCK-6083,UrbanDelivery 4x2,8674,0.612,115.5,1658.6,59.1,5.75
TRUCK-6084,AeroTruck V6,6635,0.57,103.9,117.2,57.3,8.09
TRUCK-6085,EcoVan 2500,12240,0.435,107.8,81.7,65.0,6.67
TRUCK-6086,EcoVan 2500,8774,0.395,117.4,289.2,59.0,8.23
TRUCK-6087,EcoVan 2500,7435,0.391,98.9,116.1,51.6,7.13
TRUCK-6088,TransHaul Heavy 8,8877,0.402,114.8,79.1,53.9,8.23
TRUCK-6089,TransHaul Heavy 8,4381,0.359,106.7,531.2,53.5,9.37
TRUCK-6090,TransHaul Heavy 8,9959,0.569,101.6,22.3,53.6,7.1
TRUCK-6091,TransHaul Heavy 8,14650,0.41,106.3,118.9,58.9,6.71
TRUCK-6092,EcoVan 2500,16344,0.528,96.7,20.3,55.1,5.26
TRUCK-6093,EcoVan 2500,11659,0.518,111.4,104.4,48.2,6.85
TRUCK-6094,UrbanDelivery 4x2,5834,0.447,115.5,573.6,56.8,8.52
TRUCK-6095,AeroTruck V6,13028,0.606,109.6,122.5,58.2,6.44
TRUCK-6096,AeroTruck V6,12723,0.464,112.1,92.1,57.3,7.31
TRUCK-6097,AeroTruck V6,5265,0.633,101.2,234.9,54.2,6.81
TRUCK-6098,AeroTruck V6,11587,0.388,97.8,119.7,55.9,6.83
TRUCK-6099,UrbanDelivery 4x2,8741,0.477,114.0,99.0,61.6,7.89
TRUCK-6100,AeroTruck V6,9239,0.652,105.4,340.0,57.2,6.5
TRUCK-6101,UrbanDelivery 4x2,4892,0.626,108.6,6.7,55.2,7.47
TRUCK-6102,EcoVan 2500,9263,0.648,108.7,27.5,55.4,7.28
TRUCK-6103,UrbanDelivery 4x2,5450,0.475,100.0,0.1,57.2,7.67
TRUCK-6104,TransHaul Heavy 8,9256,0.688,97.0,420.6,69.6,4.8
TRUCK-6105,EcoVan 2500,8682,0.599,113.0,355.4,63.1,6.89
TRUCK-6106,UrbanDelivery 4x2,14030,0.681,129.4,313.6,62.1,6.02
TRUCK-6107,TransHaul Heavy 8,5011,0.36,116.0,319.2,69.1,8.1
TRUCK-6108,EcoVan 2500,2859,0.641,117.4,58.5,62.8,8.9
TRUCK-6109,EcoVan 2500,10001,0.644,84.8,1391.2,64.7,4.5
TRUCK-6110,EcoVan 2500,4580,0.611,102.2,34.5,61.8,7.63
TRUCK-6111,AeroTruck V6,4522,0.699,107.1,420.9,51.5,7.39
TRUCK-6112,TransHaul Heavy 8,14895,0.666,92.3,42.3,59.8,4.6
TRUCK-6113,UrbanDelivery 4x2,7798,0.613,106.8,127.6,52.9,6.38
TRUCK-6114,UrbanDelivery 4x2,10575,0.374,92.5,61.0,61.8,6.17
TRUCK-6115,EcoVan 2500,5475,0.656,110.3,1943.9,75.5,5.22
TRUCK-6116,EcoVan 2500,10714,0.456,116.2,189.1,48.2,7.55
TRUCK-6117,EcoVan 2500,11304,0.374,104.4,308.8,68.9,6.53
TRUCK-6118,AeroTruck V6,16009,0.377,112.6,161.3,71.9,5.61
TRUCK-6119,UrbanDelivery 4x2,11094,0.572,114.7,400.1,56.0,6.21
TRUCK-6120,EcoVan 2500,6702,0.578,111.3,407.6,61.3,7.19
TRUCK-6121,EcoVan 2500,4950,0.426,92.2,381.1,71.2,6.41
TRUCK-6122,AeroTruck V6,3761,0.618,108.0,37.0,64.4,8.05
TRUCK-6123,UrbanDelivery 4x2,3481,0.382,103.7,49.3,58.0,9.26
TRUCK-6124,TransHaul Heavy 8,5169,0.465,108.9,265.2,57.3,8.65
TRUCK-6125,EcoVan 2500,17549,0.557,111.9,171.8,53.0,5.07
TRUCK-6126,AeroTruck V6,15198,0.481,102.6,481.8,75.9,4.5
TRUCK-6127,UrbanDelivery 4x2,14662,0.369,119.6,365.9,48.7,7.38
TRUCK-6128,AeroTruck V6,8777,0.643,98.8,917.2,54.0,5.93
TRUCK-6129,UrbanDelivery 4x2,13086,0.546,106.8,751.8,65.6,5.64
TRUCK-6130,EcoVan 2500,10028,0.664,105.3,1521.9,56.5,5.2
TRUCK-6131,EcoVan 2500,11063,0.561,111.1,905.5,57.9,6.02
TRUCK-6132,TransHaul Heavy 8,15843,0.649,106.5,128.1,68.7,4.5
TRUCK-6133,AeroTruck V6,14506,0.532,130.8,385.2,62.1,6.76
TRUCK-6134,EcoVan 2500,17890,0.553,115.5,305.4,58.1,5.11
TRUCK-6135,AeroTruck V6,16166,0.485,108.1,677.9,73.9,5.17
TRUCK-6136,TransHaul Heavy 8,13983,0.604,109.6,408.4,73.0,4.5
TRUCK-6137,TransHaul Heavy 8,5445,0.644,118.8,302.9,55.9,8.36
TRUCK-6138,AeroTruck V6,12487,0.603,111.8,120.3,62.7,6.23
TRUCK-6139,UrbanDelivery 4x2,4975,0.435,103.3,11.5,62.7,8.52
TRUCK-6140,EcoVan 2500,13068,0.589,88.9,7.6,58.5,5.3
TRUCK-6141,UrbanDelivery 4x2,2749,0.353,114.6,285.7,64.0,9.1
TRUCK-6142,TransHaul Heavy 8,14522,0.508,113.9,74.7,51.4,6.98
TRUCK-6143,UrbanDelivery 4x2,13370,0.39,116.5,340.1,51.2,6.98
TRUCK-6144,EcoVan 2500,12940,0.619,118.0,195.2,68.9,5.25
TRUCK-6145,UrbanDelivery 4x2,13381,0.459,114.3,537.8,56.3,6.52
TRUCK-6146,UrbanDelivery 4x2,4603,0.469,107.4,655.6,68.3,8.26
TRUCK-6147,AeroTruck V6,2579,0.47,113.8,142.7,60.3,10.0
TRUCK-6148,UrbanDelivery 4x2,5202,0.581,114.3,812.6,50.2,7.75
TRUCK-6149,UrbanDelivery 4x2,3213,0.602,107.7,853.1,46.0,7.68
TRUCK-6150,UrbanDelivery 4x2,16562,0.368,103.6,52.0,63.8,5.63
TRUCK-6151,AeroTruck V6,4310,0.396,105.7,508.0,55.2,8.19
TRUCK-6152,EcoVan 2500,14730,0.636,99.1,148.3,58.6,4.76
TRUCK-6153,AeroTruck V6,14185,0.612,110.2,547.9,60.0,5.65
TRUCK-6154,UrbanDelivery 4x2,10385,0.673,114.4,243.4,71.6,6.18
TRUCK-6155,TransHaul Heavy 8,17817,0.667,104.9,311.9,51.1,4.86
TRUCK-6156,TransHaul Heavy 8,8904,0.472,96.4,235.6,60.1,7.09
TRUCK-6157,TransHaul Heavy 8,2612,0.457,108.0,349.0,57.1,8.91
TRUCK-6158,EcoVan 2500,4594,0.599,112.0,732.2,62.0,7.96
TRUCK-6159,AeroTruck V6,16297,0.707,99.3,736.5,66.4,4.5
TRUCK-6160,TransHaul Heavy 8,15632,0.69,107.5,618.7,46.2,4.5
TRUCK-6161,TransHaul Heavy 8,15253,0.439,100.2,520.2,68.1,5.35
TRUCK-6162,EcoVan 2500,2148,0.565,121.4,611.3,67.4,7.97
TRUCK-6163,EcoVan 2500,6026,0.554,92.7,319.0,73.8,5.27
TRUCK-6164,UrbanDelivery 4x2,13607,0.647,125.0,3113.3,69.5,4.5
TRUCK-6165,TransHaul Heavy 8,3383,0.643,91.5,170.8,67.1,6.36
TRUCK-6166,TransHaul Heavy 8,16375,0.47,102.6,303.8,60.9,5.0
TRUCK-6167,TransHaul Heavy 8,10079,0.618,99.4,31.4,55.2,6.54
TRUCK-6168,TransHaul Heavy 8,11412,0.659,102.2,891.5,47.0,5.06
TRUCK-6169,EcoVan 2500,11814,0.466,116.9,262.0,58.5,7.19
TRUCK-6170,TransHaul Heavy 8,13436,0.712,107.2,603.2,78.9,4.5
TRUCK-6171,UrbanDelivery 4x2,7184,0.379,112.0,923.2,59.4,7.7
TRUCK-6172,TransHaul Heavy 8,5144,0.704,106.0,389.7,57.2,6.76
TRUCK-6173,UrbanDelivery 4x2,7602,0.661,98.2,589.6,46.7,5.7
TRUCK-6174,TransHaul Heavy 8,4934,0.543,108.1,1395.3,52.1,7.23
TRUCK-6175,TransHaul Heavy 8,7765,0.435,104.8,1435.5,63.4,6.53
TRUCK-6176,EcoVan 2500,2241,0.494,96.0,287.3,61.0,8.08
TRUCK-6177,UrbanDelivery 4x2,15819,0.523,120.8,636.6,52.7,5.67
TRUCK-6178,EcoVan 2500,6342,0.512,112.1,154.1,55.2,7.86
TRUCK-6179,TransHaul Heavy 8,9906,0.391,102.2,88.9,65.4,7.05
TRUCK-6180,TransHaul Heavy 8,17959,0.675,97.6,367.8,60.8,4.5
TRUCK-6181,TransHaul Heavy 8,14811,0.619,99.8,89.2,59.0,5.46
TRUCK-6182,UrbanDelivery 4x2,7296,0.358,111.2,586.3,60.7,7.95
TRUCK-6183,TransHaul Heavy 8,3325,0.393,100.3,262.1,63.0,8.42
TRUCK-6184,AeroTruck V6,9986,0.417,97.0,99.1,63.3,7.83
TRUCK-6185,EcoVan 2500,6256,0.637,101.2,751.2,66.8,6.0
TRUCK-6186,EcoVan 2500,15318,0.704,120.0,138.4,59.3,5.49
TRUCK-6187,AeroTruck V6,9661,0.438,110.0,188.8,48.8,7.39
TRUCK-6188,EcoVan 2500,11004,0.61,107.3,441.3,61.1,5.88
TRUCK-6189,TransHaul Heavy 8,10763,0.351,100.8,147.9,54.0,7.65
TRUCK-6190,EcoVan 2500,12378,0.428,102.1,1062.8,61.6,5.67
TRUCK-6191,EcoVan 2500,6612,0.574,99.8,142.1,57.2,7.18
TRUCK-6192,EcoVan 2500,8747,0.539,99.6,175.4,62.0,6.16
TRUCK-6193,AeroTruck V6,7964,0.492,116.8,72.2,52.2,7.55
TRUCK-6194,EcoVan 2500,15839,0.614,108.8,932.0,57.8,4.69
TRUCK-6195,TransHaul Heavy 8,11346,0.491,109.2,55.8,54.8,6.81
TRUCK-6196,UrbanDelivery 4x2,14473,0.481,106.3,534.4,65.5,6.17
TRUCK-6197,AeroTruck V6,7107,0.629,86.5,202.6,65.1,5.33
TRUCK-6198,TransHaul Heavy 8,9291,0.657,92.8,186.9,63.9,5.94
TRUCK-6199,TransHaul Heavy 8,4890,0.485,116.2,485.4,46.3,8.45
TRUCK-6200,UrbanDelivery 4x2,5813,0.475,111.3,1059.3,71.0,6.9
TRUCK-6201,AeroTruck V6,5167,0.437,112.8,122.0,74.4,7.84
TRUCK-6202,AeroTruck V6,7827,0.426,107.2,129.7,75.5,6.44
TRUCK-6203,UrbanDelivery 4x2,10640,0.675,96.8,41.9,62.5,5.65
TRUCK-6204,UrbanDelivery 4x2,15546,0.709,108.8,739.9,70.7,4.5
TRUCK-6205,UrbanDelivery 4x2,9690,0.529,103.0,37.0,57.9,6.8
TRUCK-6206,UrbanDelivery 4x2,4810,0.512,110.2,142.5,61.2,8.02
TRUCK-6207,TransHaul Heavy 8,7381,0.458,112.8,211.8,59.0,8.06
TRUCK-6208,UrbanDelivery 4x2,17277,0.601,106.6,340.2,56.7,4.79
TRUCK-6209,EcoVan 2500,8258,0.6,104.7,272.4,58.3,6.83
TRUCK-6210,UrbanDelivery 4x2,12498,0.656,107.6,722.4,56.6,4.99
TRUCK-6211,AeroTruck V6,5173,0.557,94.1,7.3,68.5,7.23
TRUCK-6212,TransHaul Heavy 8,9924,0.712,103.0,185.5,63.0,5.31
TRUCK-6213,TransHaul Heavy 8,10345,0.715,108.1,379.0,64.6,5.28
TRUCK-6214,EcoVan 2500,6593,0.52,121.6,452.7,62.6,7.61
TRUCK-6215,UrbanDelivery 4x2,8814,0.356,111.3,422.8,60.8,7.77
TRUCK-6216,TransHaul Heavy 8,12786,0.495,93.9,216.9,64.0,5.64
TRUCK-6217,EcoVan 2500,15845,0.716,102.7,41.3,59.6,5.11
TRUCK-6218,TransHaul Heavy 8,6429,0.368,116.9,546.2,50.0,7.95
TRUCK-6219,AeroTruck V6,17908,0.484,110.2,329.1,68.2,5.29
TRUCK-6220,UrbanDelivery 4x2,10847,0.361,125.7,585.9,64.8,7.7
TRUCK-6221,AeroTruck V6,10315,0.453,106.7,319.4,69.6,6.61
TRUCK-6222,TransHaul Heavy 8,3772,0.551,111.9,697.7,56.4,8.47
TRUCK-6223,EcoVan 2500,17275,0.526,108.4,724.3,72.4,4.5
TRUCK-6224,TransHaul Heavy 8,7622,0.615,105.8,413.6,66.2,6.86
TRUCK-6225,UrbanDelivery 4x2,13426,0.565,92.7,392.7,62.2,4.99
TRUCK-6226,AeroTruck V6,16486,0.613,121.3,85.7,64.4,5.31
TRUCK-6227,TransHaul Heavy 8,6282,0.692,110.0,162.7,72.9,5.6
TRUCK-6228,EcoVan 2500,7307,0.522,106.7,244.1,62.9,7.08
TRUCK-6229,AeroTruck V6,3620,0.63,104.6,8.6,52.3,7.68
TRUCK-6230,TransHaul Heavy 8,2817,0.425,110.5,197.4,70.5,8.57
TRUCK-6231,AeroTruck V6,5181,0.37,92.9,29.5,52.6,8.17
TRUCK-6232,TransHaul Heavy 8,11683,0.487,114.9,424.7,59.4,7.28
TRUCK-6233,UrbanDelivery 4x2,15810,0.579,106.7,349.1,60.9,5.1
TRUCK-6234,AeroTruck V6,7769,0.699,92.9,246.2,63.5,6.4
TRUCK-6235,TransHaul Heavy 8,2997,0.444,94.5,54.3,61.4,8.4
TRUCK-6236,TransHaul Heavy 8,4524,0.716,116.4,163.9,65.6,7.65
TRUCK-6237,EcoVan 2500,9063,0.659,108.9,67.3,57.9,6.81
TRUCK-6238,UrbanDelivery 4x2,14472,0.501,106.5,739.0,62.5,5.64
TRUCK-6239,UrbanDelivery 4x2,4835,0.435,112.0,494.8,60.2,8.73
TRUCK-6240,TransHaul Heavy 8,6708,0.541,106.5,561.5,45.8,6.46
TRUCK-6241,AeroTruck V6,10275,0.571,111.7,1077.4,63.7,5.91
TRUCK-6242,EcoVan 2500,16028,0.374,99.6,410.3,58.2,5.46
TRUCK-6243,UrbanDelivery 4x2,5785,0.422,99.0,571.8,58.8,7.51
TRUCK-6244,TransHaul Heavy 8,5394,0.523,111.8,71.0,60.0,8.06
TRUCK-6245,AeroTruck V6,17988,0.669,114.4,1153.8,56.5,4.5
TRUCK-6246,TransHaul Heavy 8,12471,0.495,112.9,948.0,70.2,5.87
TRUCK-6247,EcoVan 2500,4303,0.385,108.3,335.7,52.4,8.77
TRUCK-6248,EcoVan 2500,9623,0.522,99.5,594.7,67.3,5.93
TRUCK-6249,AeroTruck V6,10948,0.515,111.3,11.6,68.1,6.8
TRUCK-6250,AeroTruck V6,16251,0.42,100.4,92.9,55.9,5.4
TRUCK-6251,EcoVan 2500,11212,0.392,106.5,365.5,81.9,5.1
TRUCK-6252,EcoVan 2500,13555,0.71,109.6,15.1,70.8,5.56
TRUCK-6253,TransHaul Heavy 8,14250,0.472,107.8,153.1,64.0,5.98
TRUCK-6254,AeroTruck V6,17627,0.452,96.1,315.3,61.3,5.88
TRUCK-6255,TransHaul Heavy 8,6042,0.37,109.3,931.4,59.1,8.01
TRUCK-6256,TransHaul Heavy 8,9094,0.661,104.4,1122.9,49.3,5.64
TRUCK-6257,TransHaul Heavy 8,3615,0.655,103.9,177.0,63.2,7.02
TRUCK-6258,UrbanDelivery 4x2,10988,0.502,97.7,12.1,58.5,6.21
TRUCK-6259,UrbanDelivery 4x2,3426,0.453,96.0,195.8,68.6,7.01
TRUCK-6260,EcoVan 2500,17261,0.429,103.3,1170.3,63.7,4.5
TRUCK-6261,UrbanDelivery 4x2,4660,0.703,106.1,163.8,58.7,7.01
TRUCK-6262,EcoVan 2500,14729,0.585,91.5,698.4,59.6,4.67
TRUCK-6263,UrbanDelivery 4x2,17209,0.507,103.6,358.8,64.3,5.64
TRUCK-6264,UrbanDelivery 4x2,14818,0.432,110.9,578.8,54.9,6.32
TRUCK-6265,EcoVan 2500,14349,0.453,121.7,131.5,68.7,6.49
TRUCK-6266,TransHaul Heavy 8,2068,0.543,113.9,423.0,59.3,8.86
TRUCK-6267,UrbanDelivery 4x2,15238,0.618,100.6,221.8,50.2,5.29
TRUCK-6268,TransHaul Heavy 8,16820,0.601,98.1,301.0,64.8,4.5
TRUCK-6269,AeroTruck V6,3811,0.689,99.0,58.8,62.5,8.04
TRUCK-6270,UrbanDelivery 4x2,9891,0.38,103.4,312.3,60.3,7.4
TRUCK-6271,EcoVan 2500,9059,0.407,106.8,339.5,72.1,6.94
TRUCK-6272,UrbanDelivery 4x2,7496,0.448,113.6,366.2,58.0,7.88
TRUCK-6273,TransHaul Heavy 8,7807,0.584,101.5,362.3,70.5,6.23
TRUCK-6274,UrbanDelivery 4x2,6201,0.679,91.2,457.6,68.2,5.25
TRUCK-6275,TransHaul Heavy 8,13693,0.642,107.1,3.8,69.0,5.13
TRUCK-6276,TransHaul Heavy 8,10260,0.59,104.9,217.0,57.7,6.42
TRUCK-6277,EcoVan 2500,8435,0.448,104.5,14.5,54.6,7.71
TRUCK-6278,EcoVan 2500,17702,0.4,82.2,1.5,70.8,4.5
TRUCK-6279,TransHaul Heavy 8,7817,0.71,114.0,39.9,51.1,6.92
TRUCK-6280,TransHaul Heavy 8,10869,0.582,104.9,436.0,65.8,5.3
TRUCK-6281,UrbanDelivery 4x2,6083,0.537,98.6,455.6,57.3,7.54
TRUCK-6282,UrbanDelivery 4x2,16462,0.687,96.6,218.5,68.7,4.5
TRUCK-6283,AeroTruck V6,4952,0.471,104.0,1209.5,59.5,7.61
TRUCK-6284,UrbanDelivery 4x2,15324,0.438,99.1,294.0,57.0,6.48
TRUCK-6285,UrbanDelivery 4x2,3619,0.397,97.7,479.7,75.0,6.9
TRUCK-6286,AeroTruck V6,13461,0.393,100.5,839.4,60.6,5.48
TRUCK-6287,TransHaul Heavy 8,4966,0.383,112.7,362.1,62.4,8.28
TRUCK-6288,AeroTruck V6,16625,0.474,101.0,267.8,73.3,4.5
TRUCK-6289,AeroTruck V6,4122,0.485,100.6,14.0,68.9,8.31
TRUCK-6290,EcoVan 2500,12953,0.704,107.1,407.2,74.2,4.5
TRUCK-6291,EcoVan 2500,3473,0.445,100.8,918.9,55.2,8.12
TRUCK-6292,EcoVan 2500,11450,0.526,102.6,411.7,56.3,5.69
TRUCK-6293,UrbanDelivery 4x2,5779,0.422,105.6,61.1,52.4,7.66
TRUCK-6294,EcoVan 2500,2785,0.399,107.7,8.5,57.5,8.67
