RDE_Trip_ID,Exhaust_Gas_Temp_C,AdBlue_Dosing_mg_s,SCR_Catalyst_Efficiency_pct,Tailpipe_NOx_mg_km,Euro7_Status
STLA-RDE-4951,290.9,47.1,90.3,17.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4952,301.6,81.8,85.5,28.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4953,447.7,43.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4954,148.3,39.0,46.5,99.5,Emissions Exceedance Flag
STLA-RDE-4955,444.4,41.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4956,193.7,66.7,50.0,105.9,Emissions Exceedance Flag
STLA-RDE-4957,180.9,49.9,55.7,84.9,Emissions Exceedance Flag
STLA-RDE-4958,249.1,53.8,80.7,39.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4959,310.4,54.4,91.4,18.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4960,158.5,59.1,29.3,131.8,Emissions Exceedance Flag
STLA-RDE-4961,366.8,36.2,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4962,168.0,67.9,28.4,147.1,Emissions Exceedance Flag
STLA-RDE-4963,313.7,49.5,92.5,13.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4964,175.1,67.0,35.7,120.5,Emissions Exceedance Flag
STLA-RDE-4965,182.7,40.6,64.8,73.4,Emissions Exceedance Flag
STLA-RDE-4966,371.2,38.5,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4967,297.4,40.4,92.4,15.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4968,198.3,23.7,83.3,31.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4969,279.6,28.9,93.1,13.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4970,157.4,64.4,21.7,162.3,Emissions Exceedance Flag
STLA-RDE-4971,178.3,64.3,40.9,118.1,Emissions Exceedance Flag
STLA-RDE-4972,186.1,16.2,86.6,25.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4973,425.7,84.3,97.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4974,171.4,79.9,19.5,164.8,Emissions Exceedance Flag
STLA-RDE-4975,143.0,58.2,14.4,155.2,Emissions Exceedance Flag
STLA-RDE-4976,346.9,24.4,97.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4977,331.3,28.3,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4978,163.7,24.7,72.4,60.3,Emissions Exceedance Flag
STLA-RDE-4979,274.5,68.0,82.7,32.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4980,140.9,39.3,40.4,117.2,Emissions Exceedance Flag
STLA-RDE-4981,177.7,30.7,71.5,57.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4982,302.1,15.8,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4983,173.2,64.7,36.3,139.6,Emissions Exceedance Flag
STLA-RDE-4984,222.6,42.5,78.4,42.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4985,141.0,84.3,10.0,161.4,Emissions Exceedance Flag
STLA-RDE-4986,371.3,18.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4987,236.2,11.3,95.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4988,418.2,12.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4989,311.1,22.4,96.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4990,229.1,79.5,62.9,69.0,Emissions Exceedance Flag
STLA-RDE-4991,295.2,14.5,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4992,182.0,83.0,27.4,137.8,Emissions Exceedance Flag
STLA-RDE-4993,152.1,69.2,10.0,133.0,Emissions Exceedance Flag
STLA-RDE-4994,288.7,70.0,85.2,26.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4995,161.4,55.9,35.6,129.2,Emissions Exceedance Flag
STLA-RDE-4996,181.3,44.8,60.4,78.5,Emissions Exceedance Flag
STLA-RDE-4997,302.9,66.4,88.4,21.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4998,147.6,43.2,40.2,114.0,Emissions Exceedance Flag
STLA-RDE-4999,257.4,63.3,79.7,36.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5000,244.5,63.7,75.8,48.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5001,218.5,55.2,70.3,55.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5002,164.1,41.8,53.6,87.0,Emissions Exceedance Flag
STLA-RDE-5003,214.9,58.0,67.3,54.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5004,336.0,32.2,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5005,240.0,24.1,90.3,17.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5006,220.3,48.0,74.8,53.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5007,330.1,19.9,97.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5008,206.5,55.5,65.0,60.9,Emissions Exceedance Flag
STLA-RDE-5009,144.2,34.1,50.6,97.3,Emissions Exceedance Flag
STLA-RDE-5010,159.8,24.2,71.5,61.4,Emissions Exceedance Flag
STLA-RDE-5011,148.0,62.5,14.0,141.2,Emissions Exceedance Flag
STLA-RDE-5012,330.5,59.4,92.8,13.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5013,276.2,53.7,86.6,25.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5014,389.8,61.9,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5015,149.9,11.1,85.1,29.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5016,212.5,66.0,61.5,80.4,Emissions Exceedance Flag
STLA-RDE-5017,143.1,11.0,83.9,27.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5018,146.3,40.5,43.0,112.8,Emissions Exceedance Flag
STLA-RDE-5019,152.9,57.3,26.1,130.9,Emissions Exceedance Flag
STLA-RDE-5020,235.6,60.1,74.2,51.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5021,195.8,28.7,79.1,36.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5022,236.0,55.7,76.3,42.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5023,179.7,13.4,87.9,26.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5024,160.1,71.8,15.8,159.8,Emissions Exceedance Flag
STLA-RDE-5025,163.2,73.6,17.2,151.9,Emissions Exceedance Flag
STLA-RDE-5026,159.9,58.0,31.9,134.0,Emissions Exceedance Flag
STLA-RDE-5027,210.4,22.0,86.8,26.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5028,194.4,42.4,68.6,61.6,Emissions Exceedance Flag
STLA-RDE-5029,289.6,19.1,96.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5030,234.0,11.2,95.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5031,329.3,59.7,92.7,12.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5032,145.2,52.9,24.4,145.3,Emissions Exceedance Flag
STLA-RDE-5033,171.7,80.2,19.5,180.0,Emissions Exceedance Flag
STLA-RDE-5034,148.9,42.7,41.9,108.7,Emissions Exceedance Flag
STLA-RDE-5035,285.2,62.3,86.2,30.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5036,193.1,46.1,65.2,70.9,Emissions Exceedance Flag
STLA-RDE-5037,166.7,39.4,57.8,97.6,Emissions Exceedance Flag
STLA-RDE-5038,190.0,48.6,61.8,60.7,Emissions Exceedance Flag
STLA-RDE-5039,246.9,35.0,87.1,24.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5040,199.2,56.5,60.7,84.4,Emissions Exceedance Flag
STLA-RDE-5041,459.7,73.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5042,226.7,16.6,92.0,13.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5043,176.6,12.8,88.0,21.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5044,178.3,60.5,44.3,100.0,Emissions Exceedance Flag
STLA-RDE-5045,212.0,73.3,57.0,73.2,Emissions Exceedance Flag
STLA-RDE-5046,336.8,21.9,97.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5047,287.9,54.5,88.4,22.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5048,236.7,79.0,66.6,65.1,Emissions Exceedance Flag
STLA-RDE-5049,399.8,28.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5050,375.5,42.4,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5051,282.1,29.1,93.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5052,228.0,62.2,70.5,54.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5053,248.5,21.5,92.2,15.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5054,218.1,28.1,84.8,26.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5055,304.3,54.0,90.7,18.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5056,160.6,82.1,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5057,285.1,21.2,95.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5058,162.8,32.6,63.2,60.7,Emissions Exceedance Flag
STLA-RDE-5059,143.8,61.1,11.1,180.0,Emissions Exceedance Flag
STLA-RDE-5060,142.5,47.4,29.8,127.6,Emissions Exceedance Flag
STLA-RDE-5061,338.6,65.0,92.9,14.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5062,309.4,61.7,90.1,20.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5063,204.7,11.3,92.7,14.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5064,312.2,50.8,92.2,13.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5065,187.5,21.8,82.2,37.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5066,144.8,69.4,10.0,168.5,Emissions Exceedance Flag
STLA-RDE-5067,610.6,63.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5068,402.4,69.5,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5069,197.9,16.9,88.0,22.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5070,284.4,51.6,88.5,20.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5071,168.6,18.9,80.3,39.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5072,371.8,80.0,94.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5073,268.1,63.3,82.4,39.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5074,270.8,25.5,93.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5075,152.0,44.8,41.5,119.9,Emissions Exceedance Flag
STLA-RDE-5076,238.9,40.7,83.3,31.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5077,151.7,77.8,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5078,142.9,62.9,10.0,165.6,Emissions Exceedance Flag
STLA-RDE-5079,191.2,76.8,40.6,131.0,Emissions Exceedance Flag
STLA-RDE-5080,458.5,25.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5081,154.0,36.9,53.1,87.3,Emissions Exceedance Flag
STLA-RDE-5082,214.1,60.9,65.3,65.9,Emissions Exceedance Flag
STLA-RDE-5083,407.1,12.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5084,312.6,75.1,88.5,24.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5085,149.9,19.3,74.1,47.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5086,273.0,84.3,78.1,35.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5087,157.3,14.8,82.0,33.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5088,149.6,65.7,11.5,172.1,Emissions Exceedance Flag
STLA-RDE-5089,234.5,58.9,74.4,51.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5090,554.2,10.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5091,543.1,79.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5092,271.9,84.4,77.7,41.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5093,312.6,39.2,94.0,12.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5094,272.5,65.3,82.9,31.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5095,270.0,78.0,78.9,36.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5096,373.4,10.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5097,169.1,29.0,69.8,57.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5098,184.3,82.8,29.7,104.1,Emissions Exceedance Flag
STLA-RDE-5099,162.0,37.9,56.7,71.4,Emissions Exceedance Flag
STLA-RDE-5100,327.3,72.1,90.9,14.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5101,326.0,53.7,93.1,14.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5102,167.0,77.3,17.4,157.7,Emissions Exceedance Flag
STLA-RDE-5103,189.1,81.8,34.9,115.0,Emissions Exceedance Flag
STLA-RDE-5104,297.2,34.7,93.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5105,344.8,33.1,96.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5106,140.7,34.4,47.8,102.2,Emissions Exceedance Flag
STLA-RDE-5107,273.6,30.0,92.3,14.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5108,279.9,34.8,91.8,16.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5109,146.6,18.7,73.8,51.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5110,161.4,60.4,30.5,149.6,Emissions Exceedance Flag
STLA-RDE-5111,387.9,32.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5112,165.0,54.6,40.1,107.9,Emissions Exceedance Flag
STLA-RDE-5113,278.7,68.5,83.5,28.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5114,154.7,64.4,18.8,148.8,Emissions Exceedance Flag
STLA-RDE-5115,283.3,53.9,87.8,25.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5116,253.4,81.4,72.5,49.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5117,165.1,36.7,59.8,80.7,Emissions Exceedance Flag
STLA-RDE-5118,188.7,33.4,73.3,56.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5119,241.4,75.1,70.2,58.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5120,379.7,51.0,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5121,146.0,27.9,60.5,67.0,Emissions Exceedance Flag
STLA-RDE-5122,305.6,21.4,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5123,170.4,34.8,64.5,74.5,Emissions Exceedance Flag
STLA-RDE-5124,150.0,51.1,31.4,136.4,Emissions Exceedance Flag
STLA-RDE-5125,292.2,72.5,85.4,25.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5126,144.2,81.0,10.0,174.9,Emissions Exceedance Flag
STLA-RDE-5127,183.6,18.6,84.1,31.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5128,497.6,29.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5129,187.7,39.8,67.7,57.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5130,165.0,77.7,14.7,158.5,Emissions Exceedance Flag
STLA-RDE-5131,158.1,47.0,43.5,95.4,Emissions Exceedance Flag
STLA-RDE-5132,204.3,24.8,83.9,28.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5133,232.9,61.9,72.5,57.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5134,204.3,75.1,51.2,110.5,Emissions Exceedance Flag
STLA-RDE-5135,177.7,18.5,82.8,34.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5136,218.4,59.8,67.8,58.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5137,203.3,45.7,69.9,56.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5138,224.6,17.7,91.2,16.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5139,232.4,16.6,92.6,12.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5140,426.3,45.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5141,160.3,64.2,25.0,156.8,Emissions Exceedance Flag
STLA-RDE-5142,228.6,32.7,84.7,27.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5143,217.8,55.6,69.8,49.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5144,285.2,63.2,86.0,26.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5145,184.4,34.8,70.5,56.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5146,160.2,64.8,24.2,143.3,Emissions Exceedance Flag
STLA-RDE-5147,242.5,80.5,68.5,56.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5148,172.0,67.3,32.7,118.1,Emissions Exceedance Flag
STLA-RDE-5149,234.4,59.3,74.2,56.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5150,344.3,83.6,91.6,16.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5151,297.1,50.8,90.4,16.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5152,167.1,46.0,50.9,98.1,Emissions Exceedance Flag
STLA-RDE-5153,279.0,25.4,93.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5154,271.0,63.1,83.2,32.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5155,176.3,71.0,33.0,143.7,Emissions Exceedance Flag
STLA-RDE-5156,178.7,27.0,75.3,51.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5157,164.3,39.5,56.3,81.0,Emissions Exceedance Flag
STLA-RDE-5158,210.1,84.1,49.4,101.2,Emissions Exceedance Flag
STLA-RDE-5159,334.7,49.3,94.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5160,162.7,83.9,10.0,149.9,Emissions Exceedance Flag
STLA-RDE-5161,258.6,37.3,88.2,22.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5162,151.9,16.3,78.7,41.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5163,153.0,60.5,22.0,160.5,Emissions Exceedance Flag
STLA-RDE-5164,157.9,17.3,79.2,40.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5165,143.7,58.6,14.6,142.9,Emissions Exceedance Flag
STLA-RDE-5166,151.0,47.2,37.6,110.3,Emissions Exceedance Flag
STLA-RDE-5167,161.0,53.6,37.9,132.1,Emissions Exceedance Flag
STLA-RDE-5168,168.0,11.9,87.4,24.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5169,195.1,15.5,88.6,19.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5170,140.4,54.4,17.1,159.1,Emissions Exceedance Flag
STLA-RDE-5171,192.4,69.8,46.8,93.5,Emissions Exceedance Flag
STLA-RDE-5172,193.6,54.9,58.8,83.1,Emissions Exceedance Flag
STLA-RDE-5173,231.1,52.5,76.1,45.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5174,169.6,67.1,30.7,136.6,Emissions Exceedance Flag
STLA-RDE-5175,141.9,26.4,60.6,75.2,Emissions Exceedance Flag
STLA-RDE-5176,289.7,36.3,92.4,12.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5177,369.3,25.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5178,179.3,66.2,39.9,113.0,Emissions Exceedance Flag
STLA-RDE-5179,187.7,58.9,52.2,102.5,Emissions Exceedance Flag
STLA-RDE-5180,195.3,57.5,57.8,81.4,Emissions Exceedance Flag
STLA-RDE-5181,225.0,18.9,90.7,19.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5182,573.2,66.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5183,251.5,21.9,92.4,15.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5184,153.6,37.9,51.5,100.1,Emissions Exceedance Flag
STLA-RDE-5185,517.0,69.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5186,172.8,53.6,47.0,86.5,Emissions Exceedance Flag
STLA-RDE-5187,159.6,58.0,31.6,128.1,Emissions Exceedance Flag
STLA-RDE-5188,152.5,60.0,22.2,143.4,Emissions Exceedance Flag
STLA-RDE-5189,300.4,79.2,85.7,25.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5190,217.4,80.7,56.0,77.3,Emissions Exceedance Flag
STLA-RDE-5191,168.0,28.5,69.9,58.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5192,175.8,21.7,79.4,39.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5193,392.1,74.0,96.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5194,221.6,25.6,86.8,25.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5195,206.3,65.9,58.3,87.3,Emissions Exceedance Flag
STLA-RDE-5196,173.7,55.3,46.0,105.6,Emissions Exceedance Flag
STLA-RDE-5197,165.0,12.6,86.1,30.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5198,187.9,54.3,56.1,87.0,Emissions Exceedance Flag
STLA-RDE-5199,222.8,64.0,67.5,67.0,Emissions Exceedance Flag
STLA-RDE-5200,198.8,62.5,56.3,72.4,Emissions Exceedance Flag
STLA-RDE-5201,197.4,21.7,84.6,26.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5202,174.8,23.9,77.0,44.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5203,500.1,42.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5204,547.7,24.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5205,173.5,23.5,77.0,46.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5206,256.1,83.3,72.8,53.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5207,173.2,68.3,32.8,141.0,Emissions Exceedance Flag
STLA-RDE-5208,143.1,35.4,48.1,106.3,Emissions Exceedance Flag
STLA-RDE-5209,247.0,33.9,87.5,22.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5210,183.8,43.3,63.0,81.8,Emissions Exceedance Flag
STLA-RDE-5211,148.1,64.6,11.1,156.1,Emissions Exceedance Flag
STLA-RDE-5212,264.5,17.0,95.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5213,148.5,18.0,75.4,43.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5214,166.7,74.7,19.9,129.4,Emissions Exceedance Flag
STLA-RDE-5215,149.1,25.9,64.8,71.9,Emissions Exceedance Flag
STLA-RDE-5216,205.1,65.4,58.0,80.4,Emissions Exceedance Flag
STLA-RDE-5217,235.5,36.2,84.5,28.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5218,262.5,63.9,80.9,36.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5219,197.5,60.5,56.9,87.3,Emissions Exceedance Flag
STLA-RDE-5220,142.3,46.1,31.6,121.2,Emissions Exceedance Flag
STLA-RDE-5221,145.1,62.3,10.8,180.0,Emissions Exceedance Flag
STLA-RDE-5222,302.6,52.7,90.8,15.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5223,414.8,19.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5224,184.3,21.1,82.1,34.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5225,158.0,81.0,10.0,170.9,Emissions Exceedance Flag
STLA-RDE-5226,253.5,11.4,96.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5227,246.6,50.5,81.3,36.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5228,226.0,76.2,62.9,70.7,Emissions Exceedance Flag
STLA-RDE-5229,200.9,52.4,64.3,60.5,Emissions Exceedance Flag
STLA-RDE-5230,372.1,57.2,96.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5231,179.8,32.0,71.2,58.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5232,149.5,63.9,13.7,165.7,Emissions Exceedance Flag
STLA-RDE-5233,226.2,66.6,67.6,59.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5234,210.2,67.0,59.8,81.8,Emissions Exceedance Flag
STLA-RDE-5235,218.4,72.7,60.9,73.6,Emissions Exceedance Flag
STLA-RDE-5236,168.9,80.3,16.4,159.9,Emissions Exceedance Flag
STLA-RDE-5237,231.9,19.5,91.2,16.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5238,153.2,19.2,75.4,38.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5239,250.8,55.7,80.5,42.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5240,154.3,40.8,48.3,96.4,Emissions Exceedance Flag
STLA-RDE-5241,210.9,60.0,64.3,68.3,Emissions Exceedance Flag
STLA-RDE-5242,366.0,54.4,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5243,190.6,80.4,37.3,120.6,Emissions Exceedance Flag
STLA-RDE-5244,246.5,60.3,77.7,46.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5245,315.0,84.1,87.5,25.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5246,453.0,72.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5247,626.6,79.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5248,334.4,63.6,92.7,13.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5249,142.6,57.6,14.7,149.7,Emissions Exceedance Flag
STLA-RDE-5250,242.3,50.4,80.3,43.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5251,168.1,36.9,61.1,75.2,Emissions Exceedance Flag
STLA-RDE-5252,180.3,11.3,89.9,21.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5253,158.4,79.7,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5254,166.6,14.5,84.4,31.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5255,210.2,58.7,64.7,66.7,Emissions Exceedance Flag
STLA-RDE-5256,492.4,35.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5257,294.0,36.8,92.8,13.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5258,493.4,63.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5259,312.4,83.0,87.2,24.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5260,141.8,26.4,60.6,83.6,Emissions Exceedance Flag
STLA-RDE-5261,144.4,61.4,11.4,176.8,Emissions Exceedance Flag
STLA-RDE-5262,140.5,71.7,10.0,177.7,Emissions Exceedance Flag
STLA-RDE-5263,278.8,64.5,84.5,31.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5264,467.1,48.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5265,141.0,77.1,10.0,170.2,Emissions Exceedance Flag
STLA-RDE-5266,341.6,44.2,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5267,265.1,69.6,79.9,37.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5268,230.2,28.6,86.8,23.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5269,208.4,53.4,67.2,62.9,Emissions Exceedance Flag
