Cold_Start_ID,Ambient_Temp_C,Heated_Fuel_Rail_Temp_C,Direct_Injection_Pressure_Bar,Ethanol_Vaporization_pct,Engine_Crank_Time_s,Ignition_Status
BIOFLEX-E100-3014,6.4,66.5,233.8,78.1,1.59,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3015,19.8,84.7,266.3,98.4,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3016,29.8,78.8,251.5,93.9,1.13,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3017,7.9,63.2,235.5,68.3,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3018,12.0,57.5,225.1,65.6,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3019,14.7,76.9,248.1,87.8,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3020,18.5,65.6,244.4,77.5,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3021,23.4,76.9,252.3,90.0,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3022,5.5,52.8,230.4,61.9,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3023,4.7,59.4,221.3,71.2,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3024,27.9,81.3,259.1,94.9,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3025,21.0,76.6,269.3,90.4,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3026,24.0,80.1,266.3,92.7,1.34,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3027,30.3,88.0,267.5,99.8,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3028,8.1,66.6,254.4,76.5,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3029,-1.5,54.0,216.7,62.6,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3030,8.8,64.8,236.1,74.1,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3031,19.8,65.6,233.3,71.7,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3032,19.6,75.3,244.8,86.8,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3033,-0.4,54.1,213.4,64.1,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3034,23.8,87.5,262.5,99.8,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3035,24.1,70.1,230.1,81.2,1.26,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3036,-3.7,61.2,235.6,73.2,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3037,22.1,70.6,240.4,85.9,1.33,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3038,-3.7,55.2,214.1,63.9,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3039,24.7,88.0,273.0,99.8,0.94,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3040,7.6,55.7,231.2,62.4,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3041,26.4,81.8,263.7,90.9,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3042,8.6,62.5,248.5,71.4,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3043,27.2,81.6,260.8,94.0,1.37,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3044,17.2,75.1,242.4,88.6,1.25,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3045,24.8,83.3,258.8,96.3,1.25,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3046,10.3,56.0,216.5,68.4,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3047,-3.1,59.5,237.3,68.0,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3048,0.3,55.8,223.1,65.6,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3049,31.6,88.0,270.4,99.8,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3050,29.1,84.6,267.0,93.9,1.09,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3051,-0.1,57.2,235.1,68.3,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3052,-3.3,50.9,210.8,59.9,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3053,17.1,66.5,248.4,74.6,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3054,23.4,84.4,254.9,96.4,0.98,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3055,3.8,64.2,234.6,76.2,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3056,6.1,69.3,240.8,79.0,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3057,19.0,70.3,245.6,84.8,1.12,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3058,16.4,68.4,230.7,77.5,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3059,18.5,81.3,266.4,89.1,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3060,30.6,88.0,276.5,99.4,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3061,29.1,76.5,240.8,89.0,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3062,7.1,53.5,219.4,61.1,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3063,13.4,61.9,234.9,70.0,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3064,-4.3,45.0,225.3,55.0,1.89,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3065,15.1,65.7,238.1,75.9,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3066,9.2,73.8,249.0,86.9,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3067,-1.6,46.7,226.6,55.0,1.87,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3068,12.6,76.0,258.6,89.9,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3069,28.9,83.6,266.9,98.5,1.13,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3070,28.8,87.9,260.9,99.8,0.91,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3071,15.1,63.2,255.7,72.1,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3072,17.4,65.3,228.6,74.5,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3073,-4.7,46.6,202.1,55.0,1.9,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3074,22.6,71.5,250.8,82.5,1.31,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3075,13.3,74.7,258.5,84.9,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3076,18.0,71.5,246.0,83.8,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3077,14.0,64.9,225.9,78.4,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3078,-1.7,51.5,225.8,59.9,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3079,29.8,84.2,261.2,97.1,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3080,23.5,73.8,258.3,85.6,1.44,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3081,26.5,75.1,249.1,87.3,1.37,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3082,30.4,81.9,254.4,93.7,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3083,16.4,67.4,242.4,74.9,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3084,25.2,86.0,262.7,97.2,1.11,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3085,9.2,55.3,210.9,64.4,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3086,23.8,70.0,247.4,82.3,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3087,8.7,60.1,228.9,69.0,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3088,21.9,82.6,252.8,92.7,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3089,21.3,84.1,274.1,96.2,0.92,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3090,17.6,67.3,257.0,77.6,1.25,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3091,20.0,82.6,256.4,96.8,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3092,13.4,77.3,247.3,92.5,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3093,-1.2,63.3,236.7,69.5,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3094,20.5,71.3,256.2,80.9,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3095,21.0,76.8,245.6,89.6,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3096,-3.5,49.4,200.4,56.8,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3097,21.0,80.0,264.1,90.1,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3098,5.4,59.6,230.0,67.0,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3099,4.1,60.0,241.6,70.0,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3100,-0.9,60.0,231.0,70.3,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3101,0.4,49.3,209.3,55.0,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3102,2.0,54.4,236.2,58.7,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3103,20.7,68.0,236.6,80.9,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3104,15.7,78.5,257.3,93.0,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3105,4.8,58.7,224.4,65.9,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3106,12.6,60.9,240.8,73.1,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3107,9.6,73.5,247.5,86.3,1.39,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3108,-4.4,47.5,216.4,55.0,1.89,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3109,8.2,56.9,235.1,63.0,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3110,11.9,63.9,250.3,73.2,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3111,19.6,64.7,242.1,73.4,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3112,8.2,60.8,227.4,65.9,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3113,23.4,78.8,245.9,87.6,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3114,21.5,78.4,265.5,87.6,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3115,7.9,69.3,250.6,80.4,1.16,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3116,27.9,74.7,246.8,86.0,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3117,7.0,66.4,254.9,79.0,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3118,23.9,78.4,262.0,91.7,1.16,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3119,21.8,83.9,264.4,94.0,1.01,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3120,18.2,69.4,248.9,78.5,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3121,19.6,73.5,251.0,87.8,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3122,24.7,83.6,266.6,96.1,1.01,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3123,22.1,86.3,273.1,99.8,1.03,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3124,25.5,81.1,266.5,91.8,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3125,24.8,88.0,263.8,99.6,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3126,8.0,55.1,233.2,64.2,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3127,5.0,53.9,223.8,61.9,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3128,24.0,82.3,264.4,95.6,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3129,-3.4,46.6,214.4,55.0,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3130,19.7,65.3,237.5,76.5,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3131,9.0,62.6,236.3,73.0,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3132,7.1,57.6,210.8,67.4,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3133,-4.3,57.9,224.4,67.6,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3134,1.8,65.4,253.2,73.6,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3135,1.5,62.5,214.6,70.3,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3136,9.3,59.1,242.2,66.7,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3137,5.6,69.6,229.3,80.2,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3138,5.7,53.5,217.6,64.1,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3139,21.8,76.2,252.4,88.4,1.24,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3140,4.3,51.7,228.2,61.4,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3141,6.4,60.5,242.0,71.4,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3142,19.0,70.0,231.1,83.0,1.2,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3143,16.8,71.9,249.8,85.5,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3144,-0.4,57.1,220.5,65.4,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3145,7.4,60.6,238.5,69.3,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3146,14.9,68.8,244.1,80.5,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3147,9.7,67.4,249.6,78.9,1.14,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3148,-3.7,53.6,226.8,63.8,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3149,-2.1,45.7,214.7,55.0,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3150,21.4,70.3,253.4,76.8,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3151,3.3,59.1,230.7,70.7,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3152,11.5,64.7,238.0,72.8,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3153,-1.9,51.2,219.8,58.6,1.85,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3154,14.6,61.8,233.8,69.7,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3155,-3.0,47.1,201.6,55.0,1.83,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3156,24.0,82.8,258.1,94.2,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3157,29.2,86.0,271.3,99.8,1.04,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3158,10.0,56.6,227.2,63.2,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3159,27.1,85.7,265.2,97.7,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3160,30.5,88.0,247.0,99.8,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3161,24.9,78.8,264.5,87.5,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3162,7.8,57.6,228.3,66.5,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3163,27.6,80.5,260.9,89.7,1.29,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3164,2.7,63.2,241.8,71.8,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3165,21.9,79.7,273.0,91.7,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3166,-0.8,47.5,215.8,58.7,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3167,2.2,52.6,222.1,63.9,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3168,13.9,60.1,234.3,69.2,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3169,15.0,77.8,258.5,88.7,1.3,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3170,7.3,62.0,241.9,69.0,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3171,-0.4,53.4,223.4,55.0,1.9,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3172,11.3,74.5,236.1,88.4,1.25,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3173,11.1,61.4,235.7,72.3,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3174,21.0,76.1,264.1,88.3,1.36,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3175,14.5,64.3,242.5,75.3,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3176,20.5,66.8,222.4,76.9,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3177,21.8,67.2,248.7,75.3,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3178,28.7,76.5,246.1,88.7,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3179,26.2,83.5,273.1,95.2,1.13,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3180,4.2,52.2,223.6,60.9,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3181,14.2,73.8,241.9,80.4,1.2,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3182,0.5,61.0,242.7,69.6,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3183,20.7,70.1,251.1,80.0,1.23,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3184,14.9,61.6,239.7,69.3,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3185,0.3,45.9,227.1,55.0,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3186,25.6,72.3,238.5,78.1,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3187,29.2,79.8,267.6,90.6,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3188,12.0,67.1,249.9,79.6,1.18,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3189,27.8,82.0,270.3,92.9,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3190,14.8,66.5,251.2,76.2,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3191,14.3,72.0,240.3,79.3,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3192,14.6,60.0,233.8,69.8,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3193,7.6,57.3,224.4,65.6,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3194,20.1,66.6,229.2,76.1,1.26,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3195,7.0,52.6,221.7,59.9,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3196,5.4,58.7,235.3,66.3,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3197,20.7,75.4,253.4,84.0,1.25,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3198,25.8,71.9,244.1,83.7,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3199,20.8,76.5,246.0,86.2,1.45,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3200,1.1,54.2,212.7,61.6,1.78,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3201,3.6,62.9,243.6,71.4,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3202,21.7,70.8,244.1,79.6,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3203,19.1,83.1,270.4,94.9,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3204,20.4,72.6,258.5,84.7,1.2,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3205,-2.9,51.8,230.8,62.6,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3206,26.2,78.6,259.8,91.8,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3207,24.2,87.3,276.1,99.7,0.93,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3208,-3.9,45.0,209.5,55.0,1.92,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3209,20.5,79.9,254.9,89.2,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3210,-2.8,45.0,211.9,55.0,1.8,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3211,-0.8,48.6,213.0,56.1,1.88,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3212,24.1,72.0,244.0,79.8,1.22,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3213,12.6,58.2,226.9,67.5,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3214,-2.8,48.6,202.9,55.6,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3215,-2.6,45.0,209.5,55.0,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3216,16.4,69.9,232.5,78.6,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3217,14.9,62.8,234.2,73.4,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3218,9.5,67.7,238.8,79.9,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3219,5.1,51.4,213.3,62.2,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3220,28.2,74.2,250.7,83.3,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3221,6.0,53.1,227.1,58.6,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3222,-2.5,56.7,225.5,65.5,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3223,16.2,69.1,251.0,76.3,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3224,11.8,74.1,268.3,87.4,1.24,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3225,11.6,76.1,248.7,88.7,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3226,3.6,55.9,226.9,64.3,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3227,31.2,81.8,264.6,94.5,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3228,10.4,69.0,238.7,77.8,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3229,-0.8,57.1,236.0,65.4,1.85,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3230,4.8,64.8,241.1,73.1,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3231,-4.1,45.0,215.7,55.0,1.85,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3232,0.9,63.3,228.0,69.4,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3233,3.4,53.7,223.0,61.2,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3234,13.0,61.2,235.2,67.9,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3235,8.8,73.1,236.2,84.9,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3236,23.2,72.4,241.4,82.3,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3237,26.7,78.6,247.7,90.2,1.01,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3238,21.9,79.9,251.6,94.3,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3239,16.2,67.6,250.3,82.2,1.2,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3240,22.1,73.0,236.5,82.8,1.34,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3241,11.7,71.4,239.5,79.4,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3242,12.4,75.4,262.6,86.6,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3243,5.5,57.5,231.5,63.5,1.66,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3244,4.1,61.5,237.6,69.3,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3245,12.7,58.3,218.4,69.0,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3246,2.5,53.2,228.0,61.0,1.66,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3247,1.7,64.7,227.9,70.5,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3248,17.8,67.7,244.3,76.4,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3249,23.4,83.3,251.6,95.7,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3250,26.2,78.8,250.9,90.4,1.32,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3251,25.2,88.0,264.1,96.9,0.91,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3252,13.9,63.1,246.8,72.0,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3253,26.2,88.0,269.9,99.8,1.05,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3254,2.2,56.3,220.5,63.8,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3255,-4.4,47.5,216.3,55.0,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3256,25.6,81.0,261.7,93.6,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3257,19.6,72.9,243.0,84.9,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3258,-0.3,58.0,237.9,65.3,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3259,20.2,70.8,245.4,77.3,1.22,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3260,-4.8,50.1,222.6,58.6,1.93,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3261,3.5,55.3,219.4,62.0,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3262,12.6,68.5,245.0,77.3,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3263,25.1,78.4,264.5,92.1,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3264,27.7,83.9,264.8,94.4,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-3265,-1.0,59.3,214.0,69.1,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3266,-2.4,56.3,226.7,64.8,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3267,4.1,68.3,239.6,76.6,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3268,6.3,53.9,235.5,61.2,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-3269,5.0,60.9,228.0,69.9,1.63,Extended Rail Pre-Heating Cycle
