eAxle_Event_ID,Vehicle_Speed_kmh,Demanded_Torque_Nm,Clutch_Disconnect_Duration_ms,Friction_Drag_Loss_Joules,Disconnection_Quality
MAGNA-eAXLE-2942,81.1,120.7,49.8,512.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2943,104.0,378.9,52.7,1134.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2944,115.7,351.3,55.0,1098.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2945,114.7,364.6,53.4,1618.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2946,130.1,270.3,56.5,1145.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2947,97.8,156.7,49.4,456.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2948,111.4,59.2,57.9,218.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2949,46.4,151.9,48.8,560.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2950,79.8,120.5,46.0,464.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2951,108.5,89.0,47.1,276.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2952,122.8,293.1,52.7,1081.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2953,84.1,125.2,36.1,316.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2954,124.7,139.3,51.0,577.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2955,132.1,251.5,52.1,719.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2956,92.0,308.3,45.0,906.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2957,126.9,298.7,51.8,1190.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2958,49.3,133.2,43.5,333.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2959,144.7,52.3,55.9,180.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2960,50.3,181.7,44.4,675.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2961,122.7,179.3,48.3,420.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2962,62.9,291.8,43.4,874.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2963,127.2,434.1,52.7,1443.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2964,157.3,291.6,55.0,1254.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2965,143.9,422.1,56.6,1265.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2966,94.8,233.5,47.5,668.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2967,65.5,444.1,46.5,1128.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2968,69.3,362.4,49.6,1250.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2969,57.5,97.9,42.8,247.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2970,99.5,231.8,50.1,802.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2971,130.1,135.1,51.8,489.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2972,134.8,295.4,51.0,1249.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2973,128.0,434.8,53.3,1471.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2974,112.0,71.3,44.9,202.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2975,72.5,368.4,42.2,1033.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2976,74.3,131.0,48.1,530.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2977,138.7,73.0,48.3,166.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2978,154.9,104.9,62.0,511.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2979,158.3,135.3,59.4,442.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2980,65.0,415.6,47.4,1538.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2981,61.8,201.3,37.3,483.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2982,159.6,340.5,52.2,1461.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2983,114.6,299.0,47.8,771.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2984,55.7,175.7,43.8,556.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2985,42.4,316.9,37.9,860.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2986,157.5,90.7,52.7,377.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2987,46.4,62.3,42.9,134.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2988,151.6,346.1,56.4,1136.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2989,157.1,298.9,59.3,1241.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2990,59.7,244.0,39.4,483.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2991,127.1,243.9,55.2,717.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2992,135.6,448.1,55.0,1352.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2993,142.4,119.8,53.7,529.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2994,144.1,339.5,59.4,1039.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2995,58.0,359.8,47.1,1020.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2996,83.4,380.4,45.9,1157.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2997,57.2,76.6,35.9,224.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2998,79.7,324.9,49.0,913.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2999,159.7,66.0,49.1,231.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3000,108.8,196.1,50.7,824.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3001,86.9,144.9,42.5,396.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3002,44.7,420.7,37.1,812.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3003,78.4,242.8,44.5,637.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3004,58.5,69.9,40.5,165.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3005,104.2,110.0,47.4,351.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3006,112.9,434.4,52.0,1103.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3007,125.7,375.1,55.8,1603.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3008,44.9,161.9,39.9,306.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3009,75.4,264.4,50.8,1135.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3010,67.2,147.9,51.8,450.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3011,153.8,167.0,49.9,526.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3012,78.7,264.5,51.5,895.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3013,130.1,435.0,51.1,1152.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3014,142.7,368.8,57.6,1254.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3015,150.8,103.7,52.2,291.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3016,77.9,380.7,46.4,970.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3017,50.7,417.2,41.6,869.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3018,134.1,93.7,53.1,426.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3019,143.5,116.6,52.0,419.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3020,94.4,406.9,49.0,1666.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3021,42.7,215.4,42.5,778.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3022,107.6,444.0,47.2,1058.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3023,113.4,316.1,59.7,1588.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3024,92.6,153.8,52.6,510.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3025,41.7,313.2,36.2,643.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3026,66.1,64.9,37.8,194.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3027,158.7,181.5,55.1,536.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3028,87.2,349.3,50.0,1453.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3029,74.4,370.6,53.0,1583.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3030,116.5,170.8,55.1,614.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3031,148.4,90.7,57.5,267.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3032,61.7,183.5,43.9,595.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3033,105.8,179.9,58.4,561.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3034,49.1,89.7,45.0,237.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3035,104.7,138.1,52.8,526.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3036,149.9,58.8,49.8,168.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3037,133.7,189.5,52.4,711.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3038,47.2,246.1,39.6,587.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3039,58.8,112.5,41.3,369.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3040,72.3,194.5,44.5,605.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3041,90.1,212.6,45.0,455.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3042,118.2,242.0,50.1,666.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3043,56.2,185.0,39.5,443.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3044,93.6,431.5,45.3,948.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3045,104.0,237.1,41.9,512.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3046,42.2,357.9,42.6,1316.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3047,102.4,396.0,48.0,1550.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3048,61.6,381.9,45.6,1405.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3049,130.5,409.6,50.0,1551.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3050,132.1,357.4,54.4,1205.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3051,42.9,375.9,42.4,1006.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3052,101.7,392.5,51.6,1622.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3053,151.7,180.2,49.8,683.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3054,71.6,433.0,44.8,1229.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3055,99.9,436.4,42.8,1520.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3056,97.7,236.9,49.7,616.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3057,125.8,97.8,56.1,364.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3058,104.5,383.7,55.2,1059.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3059,138.9,174.0,51.6,438.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3060,142.6,163.8,65.6,717.3,Engagement Shock / Slow Disconnect
MAGNA-eAXLE-3061,50.3,115.5,40.2,277.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3062,80.7,198.0,50.1,856.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3063,67.0,82.8,41.3,223.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3064,159.0,359.2,64.6,1518.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3065,122.8,128.8,53.0,356.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3066,141.6,94.2,52.6,331.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3067,116.8,190.8,53.7,790.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3068,48.9,72.6,44.5,171.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3069,151.4,338.9,56.9,1233.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3070,83.4,57.1,42.7,173.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3071,154.1,305.2,53.6,808.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3072,45.4,306.8,49.0,1062.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3073,78.6,189.2,46.9,615.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3074,88.4,362.2,50.2,1117.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3075,149.2,121.0,53.8,387.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3076,97.7,314.7,49.8,790.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3077,105.6,108.8,56.1,379.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3078,125.9,154.5,53.2,645.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3079,156.0,298.5,57.8,851.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3080,72.3,52.7,47.8,196.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3081,82.4,134.0,46.3,299.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3082,71.3,182.4,42.4,476.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3083,65.1,187.8,40.1,610.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3084,123.5,303.2,52.1,1101.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3085,152.8,382.5,57.0,1049.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3086,112.7,225.6,51.6,646.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3087,125.9,61.9,57.7,171.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3088,141.5,332.0,55.0,889.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3089,56.1,67.9,41.8,225.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3090,97.1,211.6,52.6,591.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3091,94.1,185.0,42.6,622.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3092,100.7,125.6,47.9,444.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3093,69.7,293.5,44.7,860.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3094,42.5,398.5,37.1,1251.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3095,149.3,363.6,55.1,1409.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3096,111.4,351.8,46.3,1378.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3097,40.8,357.4,46.2,1312.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3098,150.9,59.4,59.3,303.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3099,109.3,402.5,46.0,1203.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3100,125.2,142.9,54.0,393.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3101,146.9,90.7,55.6,420.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3102,73.6,214.8,50.9,550.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3103,49.7,443.4,40.4,1471.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3104,144.2,144.6,52.0,599.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3105,148.3,442.0,58.7,2056.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3106,43.2,437.3,42.8,1158.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3107,50.3,55.2,42.0,170.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3108,44.7,340.7,44.4,1014.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3109,67.0,285.1,45.5,956.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3110,96.5,136.6,42.0,299.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3111,128.7,346.1,53.3,908.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3112,124.0,392.8,60.5,1662.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3113,126.2,357.1,57.9,1455.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3114,41.7,250.3,39.0,717.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3115,87.1,396.3,47.7,955.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3116,95.6,355.1,51.4,861.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3117,107.5,287.4,53.9,1258.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3118,110.7,360.8,48.7,1502.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3119,56.1,376.1,42.9,1249.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3120,125.1,165.1,57.7,632.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3121,79.4,397.4,40.0,872.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3122,50.5,248.7,45.1,524.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3123,120.3,124.8,39.0,249.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3124,128.0,117.6,56.4,561.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3125,100.3,143.7,45.2,350.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3126,91.3,438.5,51.6,1265.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3127,115.3,309.9,57.1,1198.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3128,130.2,151.4,46.7,352.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3129,47.1,138.5,43.7,464.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3130,51.4,190.8,48.4,577.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3131,137.2,406.2,56.2,1244.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3132,148.2,207.2,54.5,793.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3133,79.6,105.4,46.2,289.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3134,102.4,336.5,51.5,1280.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3135,53.2,324.3,43.9,778.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3136,97.0,145.3,45.6,389.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3137,153.3,206.4,60.6,773.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3138,76.6,342.9,49.1,815.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3139,73.2,296.1,48.1,719.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3140,47.8,361.0,36.2,971.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3141,96.4,127.7,43.1,331.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3142,94.4,387.6,48.4,1574.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3143,155.3,288.4,54.0,827.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3144,59.0,307.3,37.5,905.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3145,112.0,327.9,47.4,1268.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3146,107.8,88.9,48.4,266.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3147,102.9,316.2,53.1,1335.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3148,60.6,104.6,40.8,289.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3149,135.0,119.1,57.7,381.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3150,122.0,126.0,48.0,361.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3151,92.9,266.3,52.6,1148.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3152,121.3,262.4,57.0,930.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3153,144.9,374.1,59.0,1802.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3154,95.0,438.7,50.4,1096.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3155,93.0,167.6,53.7,579.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3156,136.9,224.6,56.9,981.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3157,85.7,134.6,42.9,292.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3158,65.4,374.8,44.1,1288.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3159,41.2,118.0,36.7,217.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3160,67.4,82.0,46.5,203.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3161,124.2,102.7,51.0,284.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3162,60.9,388.2,39.0,1167.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3163,81.0,426.3,45.8,1325.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3164,96.5,365.2,40.1,1076.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3165,67.2,424.1,52.4,1695.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3166,117.4,54.9,60.0,160.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3167,136.3,198.6,50.4,773.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3168,71.1,181.4,43.1,490.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3169,113.4,397.3,39.2,839.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3170,57.6,357.4,41.0,1000.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3171,80.2,140.5,50.1,347.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3172,97.6,399.6,45.5,1013.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3173,159.2,79.3,53.2,365.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3174,101.2,366.2,53.8,1401.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3175,44.8,184.9,41.7,398.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3176,148.9,190.9,55.5,735.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3177,68.1,54.5,38.0,124.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3178,133.0,385.6,60.7,2008.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3179,55.8,131.9,46.5,361.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3180,146.0,195.7,64.4,1040.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3181,82.5,175.5,42.8,623.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3182,139.8,343.8,58.7,1572.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3183,85.1,441.7,48.4,1518.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3184,118.2,266.1,53.9,1051.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3185,114.6,181.1,47.9,655.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3186,94.3,208.8,43.5,478.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3187,96.2,181.8,49.6,551.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3188,121.2,153.6,56.4,592.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3189,102.9,317.5,52.4,1098.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3190,127.1,116.3,51.2,452.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3191,131.5,159.7,52.1,573.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3192,92.1,237.9,47.6,845.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3193,87.9,332.1,37.7,605.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3194,101.3,102.2,50.2,394.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3195,118.9,412.6,53.9,1649.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3196,68.1,78.4,40.8,248.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-3197,83.2,421.9,42.8,1161.8,Optimal Smooth AWD Disconnect (<55ms)
