Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-2951,0.74,61.5,1.44,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2952,0.68,58.8,1.64,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2953,1.27,85.1,0.85,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2954,0.56,50.0,1.73,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2955,0.78,58.5,1.59,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2956,1.18,84.9,0.88,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2957,1.14,79.1,1.1,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2958,1.02,69.1,1.21,77.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2959,0.14,33.8,2.06,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2960,0.74,59.3,1.47,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2961,1.49,99.0,0.6,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2962,0.73,60.1,1.4,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2963,0.2,33.4,2.23,99.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2964,1.3,88.5,0.79,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2965,0.81,62.3,1.53,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2966,0.85,67.9,1.37,82.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2967,1.4,91.3,0.72,66.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2968,0.59,54.1,1.51,85.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2969,1.22,85.2,0.79,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2970,1.37,88.5,0.97,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2971,1.12,77.2,1.0,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2972,1.45,95.7,0.73,69.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2973,1.5,96.6,0.76,67.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2974,1.37,87.2,0.85,69.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2975,0.87,64.0,1.42,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2976,1.28,80.9,1.12,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2977,0.74,61.6,1.44,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2978,0.54,49.4,1.88,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2979,1.1,80.2,1.1,75.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2980,0.14,38.1,1.89,92.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2981,0.3,37.2,2.03,96.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2982,0.25,36.9,1.78,93.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2983,0.74,60.1,1.63,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2984,0.56,48.7,1.72,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2985,0.95,71.4,1.18,80.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2986,0.75,66.2,1.52,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2987,0.39,41.0,1.93,91.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2988,0.87,68.5,1.15,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2989,0.87,61.3,1.47,82.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2990,1.33,92.7,0.7,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2991,0.93,67.8,1.28,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2992,1.29,91.0,0.8,71.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2993,0.23,40.3,1.7,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2994,0.47,48.6,1.64,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2995,1.42,98.2,0.58,67.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2996,1.16,83.6,1.0,81.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2997,0.3,37.9,2.11,90.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2998,0.11,20.1,2.29,94.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2999,0.2,32.7,2.07,94.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3000,1.17,80.9,0.85,76.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3001,0.59,53.8,1.69,81.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3002,0.77,60.7,1.38,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3003,0.52,55.3,1.77,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3004,0.99,75.8,1.04,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3005,0.27,36.3,1.91,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3006,1.11,81.0,1.09,75.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3007,0.87,66.4,1.35,76.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3008,1.18,84.9,1.16,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3009,0.81,62.4,1.46,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3010,0.85,65.7,1.41,80.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3011,0.32,43.2,1.78,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3012,0.57,49.9,1.75,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3013,0.58,50.8,1.71,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3014,1.08,75.5,1.26,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3015,0.6,52.7,1.74,85.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3016,0.5,51.6,1.79,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3017,0.65,58.7,1.48,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3018,0.41,43.5,1.85,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3019,1.47,93.5,0.64,65.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3020,1.05,73.7,1.07,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3021,1.48,99.3,0.64,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3022,0.99,69.4,1.35,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3023,0.11,31.2,2.14,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3024,1.4,85.2,0.9,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3025,1.44,96.4,0.63,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3026,0.79,66.7,1.32,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3027,0.69,61.1,1.38,80.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3028,0.57,51.3,1.72,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3029,0.8,65.5,1.57,81.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3030,0.52,53.5,1.63,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3031,1.07,78.8,1.26,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3032,0.61,51.1,1.72,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3033,0.7,58.1,1.42,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3034,1.13,79.0,1.19,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3035,0.14,32.1,2.11,95.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3036,1.07,74.9,1.26,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3037,1.01,72.4,1.2,80.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3038,1.09,75.6,1.21,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3039,1.16,80.5,1.09,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3040,1.39,90.6,0.84,70.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3041,0.51,52.4,1.7,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3042,0.69,59.0,1.62,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3043,0.53,54.4,1.53,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3044,0.17,28.9,2.13,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3045,0.57,55.3,1.63,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3046,1.29,87.9,1.06,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3047,1.42,94.1,0.69,68.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3048,1.23,83.9,1.03,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3049,0.93,74.1,0.99,81.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3050,0.28,39.6,1.76,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3051,0.62,55.4,1.61,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3052,1.44,91.8,0.89,69.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3053,1.23,83.9,1.06,75.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3054,0.66,54.0,1.62,85.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3055,0.78,64.4,1.41,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3056,0.33,44.6,1.83,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3057,0.96,69.9,1.34,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3058,1.28,81.3,1.17,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3059,1.33,89.6,0.72,70.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3060,1.46,94.6,0.81,67.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3061,0.17,32.0,2.29,94.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3062,0.55,48.5,1.6,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3063,1.35,89.7,0.68,71.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3064,0.68,53.8,1.59,83.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3065,0.48,51.9,1.63,86.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3066,1.37,90.4,0.69,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3067,0.68,56.8,1.68,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3068,1.46,88.7,0.7,68.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3069,0.3,41.1,1.73,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3070,1.14,80.1,1.18,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3071,1.42,94.6,0.77,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3072,0.87,61.8,1.51,81.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3073,1.21,81.0,1.01,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3074,0.47,49.5,1.66,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3075,0.89,72.5,1.07,80.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3076,0.43,48.7,2.0,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3077,0.87,73.7,1.23,78.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3078,0.16,29.0,2.12,97.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3079,0.47,49.5,1.93,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3080,0.82,63.4,1.45,76.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3081,0.93,70.4,1.28,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3082,0.74,59.7,1.32,81.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3083,0.6,47.9,1.81,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3084,0.25,40.9,1.91,89.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3085,0.42,42.7,2.03,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3086,0.87,64.2,1.47,77.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3087,0.38,39.5,2.01,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3088,0.89,71.1,1.26,80.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3089,1.38,90.1,0.82,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3090,1.29,90.2,0.81,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3091,0.46,48.1,1.83,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3092,0.9,70.9,1.41,78.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3093,1.17,80.8,1.01,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3094,1.35,89.4,0.76,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3095,0.83,59.5,1.63,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3096,0.93,69.0,1.23,81.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3097,1.49,96.0,0.54,68.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3098,0.73,60.4,1.47,82.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3099,0.75,58.2,1.57,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3100,0.95,72.9,1.15,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3101,0.11,31.3,1.96,96.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3102,1.06,74.4,1.13,77.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3103,0.45,45.5,1.72,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3104,1.01,73.4,1.17,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3105,1.5,93.8,0.72,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3106,1.24,83.6,0.91,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3107,0.62,54.7,1.65,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3108,1.06,74.4,1.14,77.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3109,1.4,88.1,0.83,69.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3110,1.37,87.3,0.85,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3111,0.82,64.4,1.38,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3112,0.28,40.7,2.05,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3113,0.34,39.2,2.06,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3114,0.46,49.9,1.65,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3115,0.75,54.7,1.6,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3116,0.27,37.2,2.03,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3117,0.66,58.2,1.5,82.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3118,0.42,45.9,1.88,88.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3119,0.89,73.8,1.23,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3120,0.13,30.3,2.16,92.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3121,0.81,70.8,1.15,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3122,0.97,70.9,1.33,77.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3123,0.63,52.8,1.47,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3124,1.36,91.1,0.77,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3125,1.35,91.1,0.73,67.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3126,1.42,94.7,0.76,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3127,0.8,67.3,1.4,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3128,1.45,97.2,0.67,67.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3129,0.47,50.6,1.59,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3130,0.54,56.3,1.33,86.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3131,0.22,31.2,2.06,92.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3132,0.75,63.7,1.49,80.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3133,1.41,92.9,0.71,69.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3134,1.48,100.3,0.72,68.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3135,0.59,51.1,1.71,85.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3136,1.05,80.7,1.0,83.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3137,0.26,33.8,2.13,89.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3138,0.34,43.2,1.79,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3139,1.27,84.9,0.88,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3140,0.67,53.6,1.56,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3141,1.05,75.9,1.12,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3142,1.14,78.1,1.07,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3143,1.42,88.1,0.82,72.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3144,0.8,70.4,1.21,78.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3145,1.08,75.9,1.34,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3146,0.32,36.4,2.13,97.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3147,0.59,53.8,1.78,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3148,0.89,67.4,1.34,79.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3149,0.7,57.6,1.48,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3150,0.28,37.3,2.15,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3151,0.71,63.6,1.31,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3152,1.08,79.3,0.88,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3153,0.32,42.6,1.92,94.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3154,1.19,81.5,1.05,77.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3155,1.37,89.8,0.85,70.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3156,0.32,39.7,2.13,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3157,0.4,43.2,1.88,88.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3158,1.44,94.5,0.51,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3159,0.81,64.2,1.46,79.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3160,1.05,76.1,1.14,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3161,0.39,37.7,1.84,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3162,0.59,57.4,1.47,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3163,1.21,83.6,0.88,70.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3164,1.12,83.8,0.82,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3165,0.33,42.8,1.93,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3166,1.18,83.0,0.93,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3167,0.34,39.4,2.02,88.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3168,0.23,36.2,1.95,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3169,0.65,55.6,1.5,82.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3170,1.26,88.1,0.83,70.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3171,0.18,33.0,1.99,92.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3172,0.13,30.1,2.2,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3173,1.45,92.1,0.77,67.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3174,0.89,65.8,1.39,77.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3175,0.72,61.8,1.48,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3176,1.42,98.1,0.7,70.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3177,0.58,51.0,1.68,87.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3178,0.47,44.4,1.99,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3179,0.55,54.7,1.45,85.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3180,0.88,66.6,1.34,79.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3181,1.0,72.9,1.17,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3182,1.24,81.9,1.21,73.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3183,0.11,30.1,2.06,95.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3184,1.28,84.6,1.09,69.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3185,0.68,64.2,1.27,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3186,0.3,40.9,2.04,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3187,1.33,87.4,0.88,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3188,0.64,52.3,1.68,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3189,0.65,57.7,1.4,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3190,0.82,70.5,1.11,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3191,0.6,59.8,1.55,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3192,0.14,31.6,2.18,92.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3193,0.72,54.8,1.68,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3194,1.27,82.7,0.91,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3195,0.57,55.8,1.54,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3196,0.83,64.8,1.28,80.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3197,1.44,92.4,0.95,69.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3198,1.46,94.1,0.77,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3199,0.95,73.3,1.09,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3200,0.39,47.8,1.83,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3201,1.46,97.6,0.63,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3202,0.65,56.1,1.46,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3203,1.0,76.9,1.02,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3204,1.03,75.2,1.08,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3205,0.79,63.9,1.3,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3206,0.4,43.9,1.91,88.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3207,1.32,97.4,0.72,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3208,0.19,36.8,1.91,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3209,0.31,30.6,1.95,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3210,1.18,81.9,0.83,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3211,0.79,60.6,1.53,81.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3212,0.92,68.4,1.14,80.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3213,0.13,34.8,2.07,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3214,0.65,54.9,1.51,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3215,1.42,92.3,0.78,70.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3216,1.14,78.5,1.12,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3217,0.91,68.1,1.49,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3218,0.8,61.7,1.4,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3219,1.02,70.7,1.14,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3220,0.29,35.5,1.98,92.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3221,1.21,85.7,1.01,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3222,1.01,80.2,0.99,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3223,0.84,67.1,1.38,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3224,0.3,36.0,2.14,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3225,1.26,88.4,0.85,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-3226,0.22,39.1,1.97,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-3227,1.27,83.8,0.81,73.7,Track Mode High Hydraulic Roll Resistance
