Packet_ID,RF_Channel,Signal_Strength_RSSI_dBm,Packet_Latency_ms,Cell_Voltage_Report_V,Wireless_Link_Quality
GM-wBMS-3258,25,-84.1,13.23,3.867,Ultra-Reliable Wireless Telemetry
GM-wBMS-3259,11,-63.3,9.62,4.013,Ultra-Reliable Wireless Telemetry
GM-wBMS-3260,11,-45.7,5.04,3.944,Ultra-Reliable Wireless Telemetry
GM-wBMS-3261,25,-59.9,9.83,4.032,Ultra-Reliable Wireless Telemetry
GM-wBMS-3262,20,-67.6,15.19,3.725,Ultra-Reliable Wireless Telemetry
GM-wBMS-3263,15,-78.3,11.92,4.035,Ultra-Reliable Wireless Telemetry
GM-wBMS-3264,15,-74.1,13.0,3.709,Ultra-Reliable Wireless Telemetry
GM-wBMS-3265,20,-63.3,10.09,4.164,Ultra-Reliable Wireless Telemetry
GM-wBMS-3266,20,-69.0,10.31,3.812,Ultra-Reliable Wireless Telemetry
GM-wBMS-3267,15,-70.5,10.3,4.097,Ultra-Reliable Wireless Telemetry
GM-wBMS-3268,25,-83.8,12.08,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-3269,15,-47.2,4.94,3.873,Ultra-Reliable Wireless Telemetry
GM-wBMS-3270,26,-51.4,7.64,3.801,Ultra-Reliable Wireless Telemetry
GM-wBMS-3271,25,-73.9,9.83,3.791,Ultra-Reliable Wireless Telemetry
GM-wBMS-3272,11,-59.3,8.11,4.113,Ultra-Reliable Wireless Telemetry
GM-wBMS-3273,25,-65.9,9.8,4.043,Ultra-Reliable Wireless Telemetry
GM-wBMS-3274,11,-68.2,10.17,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-3275,25,-47.4,7.35,3.996,Ultra-Reliable Wireless Telemetry
GM-wBMS-3276,25,-59.1,7.92,3.967,Ultra-Reliable Wireless Telemetry
GM-wBMS-3277,15,-56.5,7.15,4.164,Ultra-Reliable Wireless Telemetry
GM-wBMS-3278,11,-78.3,12.58,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-3279,20,-64.1,10.88,4.052,Ultra-Reliable Wireless Telemetry
GM-wBMS-3280,15,-83.8,11.46,4.046,Ultra-Reliable Wireless Telemetry
GM-wBMS-3281,20,-53.6,5.77,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-3282,11,-84.3,11.81,4.108,Ultra-Reliable Wireless Telemetry
GM-wBMS-3283,25,-48.3,7.43,3.842,Ultra-Reliable Wireless Telemetry
GM-wBMS-3284,20,-82.3,11.77,3.787,Ultra-Reliable Wireless Telemetry
GM-wBMS-3285,25,-67.8,10.02,3.932,Ultra-Reliable Wireless Telemetry
GM-wBMS-3286,11,-54.2,12.87,3.773,Ultra-Reliable Wireless Telemetry
GM-wBMS-3287,20,-66.4,11.88,3.833,Ultra-Reliable Wireless Telemetry
GM-wBMS-3288,20,-63.8,8.95,4.005,Ultra-Reliable Wireless Telemetry
GM-wBMS-3289,20,-46.3,5.71,3.878,Ultra-Reliable Wireless Telemetry
GM-wBMS-3290,20,-72.9,10.27,4.065,Ultra-Reliable Wireless Telemetry
GM-wBMS-3291,25,-61.9,7.81,3.745,Ultra-Reliable Wireless Telemetry
GM-wBMS-3292,26,-61.3,8.23,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-3293,11,-66.5,9.34,3.658,Ultra-Reliable Wireless Telemetry
GM-wBMS-3294,11,-48.9,6.86,4.08,Ultra-Reliable Wireless Telemetry
GM-wBMS-3295,15,-79.6,11.12,3.696,Ultra-Reliable Wireless Telemetry
GM-wBMS-3296,15,-64.6,7.88,3.925,Ultra-Reliable Wireless Telemetry
GM-wBMS-3297,20,-54.5,6.42,4.068,Ultra-Reliable Wireless Telemetry
GM-wBMS-3298,20,-82.9,12.42,3.931,Ultra-Reliable Wireless Telemetry
GM-wBMS-3299,15,-52.0,6.13,3.828,Ultra-Reliable Wireless Telemetry
GM-wBMS-3300,26,-64.7,11.38,3.862,Ultra-Reliable Wireless Telemetry
GM-wBMS-3301,11,-67.6,9.41,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-3302,26,-46.4,4.86,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-3303,25,-84.0,11.44,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-3304,11,-66.5,9.08,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-3305,25,-63.8,7.88,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-3306,20,-70.7,10.14,3.86,Ultra-Reliable Wireless Telemetry
GM-wBMS-3307,25,-50.7,5.51,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-3308,11,-78.8,12.01,4.149,Ultra-Reliable Wireless Telemetry
GM-wBMS-3309,20,-68.0,10.83,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-3310,11,-70.4,8.98,3.798,Ultra-Reliable Wireless Telemetry
GM-wBMS-3311,11,-57.0,7.34,4.14,Ultra-Reliable Wireless Telemetry
GM-wBMS-3312,15,-64.8,8.54,4.03,Ultra-Reliable Wireless Telemetry
GM-wBMS-3313,15,-58.6,8.31,3.722,Ultra-Reliable Wireless Telemetry
GM-wBMS-3314,26,-84.0,12.5,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-3315,15,-49.9,8.61,4.115,Ultra-Reliable Wireless Telemetry
GM-wBMS-3316,26,-66.4,8.39,3.79,Ultra-Reliable Wireless Telemetry
GM-wBMS-3317,15,-53.8,5.88,4.007,Ultra-Reliable Wireless Telemetry
GM-wBMS-3318,11,-56.6,8.14,4.124,Ultra-Reliable Wireless Telemetry
GM-wBMS-3319,15,-64.2,7.67,4.094,Ultra-Reliable Wireless Telemetry
GM-wBMS-3320,15,-55.1,7.41,4.114,Ultra-Reliable Wireless Telemetry
GM-wBMS-3321,26,-71.1,11.5,3.848,Ultra-Reliable Wireless Telemetry
GM-wBMS-3322,20,-75.4,10.78,3.828,Ultra-Reliable Wireless Telemetry
GM-wBMS-3323,25,-80.1,11.18,4.056,Ultra-Reliable Wireless Telemetry
GM-wBMS-3324,15,-79.4,12.0,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-3325,25,-69.2,11.19,3.7,Ultra-Reliable Wireless Telemetry
GM-wBMS-3326,20,-73.7,9.57,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-3327,15,-45.9,4.95,4.032,Ultra-Reliable Wireless Telemetry
GM-wBMS-3328,11,-83.7,12.62,3.94,Ultra-Reliable Wireless Telemetry
GM-wBMS-3329,11,-65.1,8.21,4.0,Ultra-Reliable Wireless Telemetry
GM-wBMS-3330,15,-49.4,5.09,3.882,Ultra-Reliable Wireless Telemetry
GM-wBMS-3331,20,-74.8,11.58,3.751,Ultra-Reliable Wireless Telemetry
GM-wBMS-3332,20,-61.8,7.7,3.895,Ultra-Reliable Wireless Telemetry
GM-wBMS-3333,20,-81.0,11.0,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-3334,20,-83.7,13.84,4.178,Ultra-Reliable Wireless Telemetry
GM-wBMS-3335,20,-68.2,10.87,3.65,Ultra-Reliable Wireless Telemetry
GM-wBMS-3336,25,-64.0,9.22,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-3337,15,-76.0,11.41,3.963,Ultra-Reliable Wireless Telemetry
GM-wBMS-3338,11,-60.7,7.46,4.041,Ultra-Reliable Wireless Telemetry
GM-wBMS-3339,26,-73.7,11.03,3.662,Ultra-Reliable Wireless Telemetry
GM-wBMS-3340,26,-83.9,11.25,3.955,Ultra-Reliable Wireless Telemetry
GM-wBMS-3341,26,-45.1,7.19,4.011,Ultra-Reliable Wireless Telemetry
GM-wBMS-3342,15,-72.0,9.1,4.076,Ultra-Reliable Wireless Telemetry
GM-wBMS-3343,15,-47.7,7.43,3.776,Ultra-Reliable Wireless Telemetry
GM-wBMS-3344,26,-54.1,6.59,4.146,Ultra-Reliable Wireless Telemetry
GM-wBMS-3345,20,-57.7,9.02,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-3346,26,-58.9,7.47,3.804,Ultra-Reliable Wireless Telemetry
GM-wBMS-3347,11,-54.9,7.85,3.68,Ultra-Reliable Wireless Telemetry
GM-wBMS-3348,26,-52.8,5.79,4.118,Ultra-Reliable Wireless Telemetry
GM-wBMS-3349,11,-79.6,10.45,3.757,Ultra-Reliable Wireless Telemetry
GM-wBMS-3350,25,-46.0,5.19,3.68,Ultra-Reliable Wireless Telemetry
GM-wBMS-3351,11,-52.4,7.8,3.889,Ultra-Reliable Wireless Telemetry
GM-wBMS-3352,15,-54.6,6.32,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-3353,15,-49.1,5.24,3.886,Ultra-Reliable Wireless Telemetry
GM-wBMS-3354,15,-82.2,15.61,3.92,RF Retransmission / Latency Spike
GM-wBMS-3355,15,-61.3,9.48,3.825,Ultra-Reliable Wireless Telemetry
GM-wBMS-3356,26,-46.0,6.31,4.104,Ultra-Reliable Wireless Telemetry
GM-wBMS-3357,26,-54.9,7.09,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-3358,25,-45.7,4.53,3.655,Ultra-Reliable Wireless Telemetry
GM-wBMS-3359,26,-82.7,11.76,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-3360,15,-64.8,9.18,3.902,Ultra-Reliable Wireless Telemetry
GM-wBMS-3361,20,-68.6,10.69,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-3362,25,-81.9,12.05,3.781,Ultra-Reliable Wireless Telemetry
GM-wBMS-3363,11,-56.0,8.42,3.659,Ultra-Reliable Wireless Telemetry
GM-wBMS-3364,15,-45.5,4.52,3.963,Ultra-Reliable Wireless Telemetry
GM-wBMS-3365,15,-72.8,12.15,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-3366,25,-64.3,7.82,4.091,Ultra-Reliable Wireless Telemetry
GM-wBMS-3367,15,-72.9,12.11,3.687,Ultra-Reliable Wireless Telemetry
GM-wBMS-3368,20,-45.8,4.83,3.814,Ultra-Reliable Wireless Telemetry
GM-wBMS-3369,15,-48.9,5.62,3.716,Ultra-Reliable Wireless Telemetry
GM-wBMS-3370,11,-80.2,10.62,3.933,Ultra-Reliable Wireless Telemetry
GM-wBMS-3371,15,-80.4,12.66,4.055,Ultra-Reliable Wireless Telemetry
GM-wBMS-3372,26,-55.5,9.84,4.083,Ultra-Reliable Wireless Telemetry
GM-wBMS-3373,11,-56.1,6.37,4.162,Ultra-Reliable Wireless Telemetry
GM-wBMS-3374,25,-63.2,9.84,4.096,Ultra-Reliable Wireless Telemetry
GM-wBMS-3375,25,-76.8,12.88,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-3376,25,-66.2,8.64,3.937,Ultra-Reliable Wireless Telemetry
GM-wBMS-3377,11,-62.7,9.92,4.126,Ultra-Reliable Wireless Telemetry
GM-wBMS-3378,11,-84.0,14.75,4.01,RF Retransmission / Latency Spike
GM-wBMS-3379,15,-49.7,8.05,4.161,Ultra-Reliable Wireless Telemetry
GM-wBMS-3380,15,-68.3,8.7,3.857,Ultra-Reliable Wireless Telemetry
GM-wBMS-3381,20,-60.1,7.6,3.801,Ultra-Reliable Wireless Telemetry
GM-wBMS-3382,15,-67.0,12.04,4.103,Ultra-Reliable Wireless Telemetry
GM-wBMS-3383,26,-78.2,10.32,3.71,Ultra-Reliable Wireless Telemetry
GM-wBMS-3384,20,-58.9,10.66,4.044,Ultra-Reliable Wireless Telemetry
GM-wBMS-3385,20,-50.5,8.1,4.148,Ultra-Reliable Wireless Telemetry
GM-wBMS-3386,26,-75.8,10.05,3.753,Ultra-Reliable Wireless Telemetry
GM-wBMS-3387,20,-83.9,13.21,4.031,Ultra-Reliable Wireless Telemetry
GM-wBMS-3388,15,-63.6,8.53,3.851,Ultra-Reliable Wireless Telemetry
GM-wBMS-3389,25,-74.5,12.15,3.771,Ultra-Reliable Wireless Telemetry
GM-wBMS-3390,26,-52.7,10.11,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-3391,25,-74.3,13.21,3.764,Ultra-Reliable Wireless Telemetry
GM-wBMS-3392,26,-66.0,9.57,3.797,Ultra-Reliable Wireless Telemetry
GM-wBMS-3393,26,-56.8,6.86,4.09,Ultra-Reliable Wireless Telemetry
GM-wBMS-3394,15,-75.7,10.4,4.068,Ultra-Reliable Wireless Telemetry
GM-wBMS-3395,20,-63.5,10.34,3.677,Ultra-Reliable Wireless Telemetry
GM-wBMS-3396,26,-82.8,11.73,3.79,Ultra-Reliable Wireless Telemetry
GM-wBMS-3397,11,-45.5,7.97,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-3398,25,-58.5,6.96,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-3399,26,-57.8,9.24,3.842,Ultra-Reliable Wireless Telemetry
GM-wBMS-3400,15,-63.8,7.95,4.043,Ultra-Reliable Wireless Telemetry
GM-wBMS-3401,26,-71.7,9.35,3.78,Ultra-Reliable Wireless Telemetry
GM-wBMS-3402,26,-67.4,8.82,3.754,Ultra-Reliable Wireless Telemetry
GM-wBMS-3403,11,-74.0,10.3,3.947,Ultra-Reliable Wireless Telemetry
GM-wBMS-3404,20,-63.7,8.37,4.179,Ultra-Reliable Wireless Telemetry
GM-wBMS-3405,15,-64.7,9.74,3.955,Ultra-Reliable Wireless Telemetry
GM-wBMS-3406,11,-75.9,13.39,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-3407,25,-59.8,8.88,3.74,Ultra-Reliable Wireless Telemetry
GM-wBMS-3408,26,-67.8,8.56,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-3409,20,-53.9,11.25,4.092,Ultra-Reliable Wireless Telemetry
GM-wBMS-3410,26,-51.6,9.48,4.094,Ultra-Reliable Wireless Telemetry
GM-wBMS-3411,20,-75.7,11.54,4.041,Ultra-Reliable Wireless Telemetry
GM-wBMS-3412,25,-77.5,18.71,4.139,Ultra-Reliable Wireless Telemetry
GM-wBMS-3413,11,-78.2,14.86,4.025,RF Retransmission / Latency Spike
GM-wBMS-3414,26,-64.8,9.43,3.776,Ultra-Reliable Wireless Telemetry
GM-wBMS-3415,26,-81.2,12.56,3.998,Ultra-Reliable Wireless Telemetry
GM-wBMS-3416,15,-55.4,8.86,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-3417,20,-52.4,5.97,3.704,Ultra-Reliable Wireless Telemetry
GM-wBMS-3418,26,-77.3,10.56,4.018,Ultra-Reliable Wireless Telemetry
GM-wBMS-3419,25,-65.4,8.74,3.78,Ultra-Reliable Wireless Telemetry
GM-wBMS-3420,11,-73.5,14.59,3.951,Ultra-Reliable Wireless Telemetry
GM-wBMS-3421,20,-76.1,12.36,4.149,Ultra-Reliable Wireless Telemetry
GM-wBMS-3422,25,-60.9,7.72,3.806,Ultra-Reliable Wireless Telemetry
GM-wBMS-3423,20,-70.7,11.79,3.718,Ultra-Reliable Wireless Telemetry
GM-wBMS-3424,11,-56.9,7.97,4.094,Ultra-Reliable Wireless Telemetry
GM-wBMS-3425,15,-56.4,6.69,3.767,Ultra-Reliable Wireless Telemetry
GM-wBMS-3426,15,-72.9,9.4,3.964,Ultra-Reliable Wireless Telemetry
GM-wBMS-3427,25,-64.7,8.46,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-3428,11,-77.7,10.32,3.699,Ultra-Reliable Wireless Telemetry
GM-wBMS-3429,20,-81.8,14.28,3.984,Ultra-Reliable Wireless Telemetry
GM-wBMS-3430,26,-69.6,8.93,3.738,Ultra-Reliable Wireless Telemetry
GM-wBMS-3431,20,-61.5,8.31,3.943,Ultra-Reliable Wireless Telemetry
GM-wBMS-3432,25,-54.9,8.99,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-3433,20,-47.5,5.11,4.116,Ultra-Reliable Wireless Telemetry
GM-wBMS-3434,20,-59.7,13.73,3.744,Ultra-Reliable Wireless Telemetry
GM-wBMS-3435,25,-45.9,4.74,3.891,Ultra-Reliable Wireless Telemetry
GM-wBMS-3436,11,-81.4,13.21,4.159,Ultra-Reliable Wireless Telemetry
GM-wBMS-3437,26,-53.6,6.26,3.929,Ultra-Reliable Wireless Telemetry
GM-wBMS-3438,11,-47.5,8.46,4.008,Ultra-Reliable Wireless Telemetry
GM-wBMS-3439,20,-70.4,8.98,4.071,Ultra-Reliable Wireless Telemetry
GM-wBMS-3440,20,-47.2,5.42,4.016,Ultra-Reliable Wireless Telemetry
GM-wBMS-3441,15,-84.6,14.3,3.978,Ultra-Reliable Wireless Telemetry
GM-wBMS-3442,26,-45.7,7.3,3.701,Ultra-Reliable Wireless Telemetry
GM-wBMS-3443,15,-57.3,12.94,3.661,Ultra-Reliable Wireless Telemetry
GM-wBMS-3444,20,-57.7,9.78,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-3445,25,-81.5,11.47,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-3446,11,-71.4,10.32,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-3447,25,-52.1,7.85,3.718,Ultra-Reliable Wireless Telemetry
GM-wBMS-3448,11,-53.1,6.56,3.668,Ultra-Reliable Wireless Telemetry
GM-wBMS-3449,25,-69.2,9.46,3.784,Ultra-Reliable Wireless Telemetry
GM-wBMS-3450,25,-67.9,8.76,3.687,Ultra-Reliable Wireless Telemetry
GM-wBMS-3451,25,-82.5,12.02,3.934,Ultra-Reliable Wireless Telemetry
GM-wBMS-3452,26,-65.0,8.1,3.657,Ultra-Reliable Wireless Telemetry
GM-wBMS-3453,25,-56.9,12.21,3.993,Ultra-Reliable Wireless Telemetry
GM-wBMS-3454,11,-63.7,9.66,3.722,Ultra-Reliable Wireless Telemetry
GM-wBMS-3455,25,-54.0,6.65,3.892,Ultra-Reliable Wireless Telemetry
GM-wBMS-3456,11,-56.4,6.27,4.12,Ultra-Reliable Wireless Telemetry
GM-wBMS-3457,15,-51.1,8.39,3.736,Ultra-Reliable Wireless Telemetry
GM-wBMS-3458,20,-83.1,13.2,3.806,Ultra-Reliable Wireless Telemetry
GM-wBMS-3459,26,-78.8,11.45,3.699,Ultra-Reliable Wireless Telemetry
GM-wBMS-3460,20,-61.5,8.24,3.82,Ultra-Reliable Wireless Telemetry
GM-wBMS-3461,26,-60.3,7.8,3.886,Ultra-Reliable Wireless Telemetry
GM-wBMS-3462,20,-62.8,7.94,3.911,Ultra-Reliable Wireless Telemetry
GM-wBMS-3463,20,-61.4,9.89,3.873,Ultra-Reliable Wireless Telemetry
GM-wBMS-3464,20,-66.2,9.64,3.829,Ultra-Reliable Wireless Telemetry
GM-wBMS-3465,15,-50.2,7.46,3.819,Ultra-Reliable Wireless Telemetry
GM-wBMS-3466,25,-62.1,11.19,3.773,Ultra-Reliable Wireless Telemetry
GM-wBMS-3467,20,-45.9,4.96,4.021,Ultra-Reliable Wireless Telemetry
GM-wBMS-3468,15,-56.2,7.31,3.675,Ultra-Reliable Wireless Telemetry
GM-wBMS-3469,25,-77.1,16.92,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-3470,25,-77.1,11.57,4.049,Ultra-Reliable Wireless Telemetry
GM-wBMS-3471,25,-74.7,9.79,3.87,Ultra-Reliable Wireless Telemetry
GM-wBMS-3472,26,-51.7,7.88,3.656,Ultra-Reliable Wireless Telemetry
GM-wBMS-3473,11,-76.3,10.67,3.77,Ultra-Reliable Wireless Telemetry
GM-wBMS-3474,15,-61.0,7.22,3.807,Ultra-Reliable Wireless Telemetry
GM-wBMS-3475,25,-60.5,11.28,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-3476,15,-65.1,9.88,4.006,Ultra-Reliable Wireless Telemetry
GM-wBMS-3477,26,-59.2,7.0,3.707,Ultra-Reliable Wireless Telemetry
GM-wBMS-3478,20,-56.1,6.51,4.011,Ultra-Reliable Wireless Telemetry
GM-wBMS-3479,11,-57.0,6.61,4.055,Ultra-Reliable Wireless Telemetry
GM-wBMS-3480,26,-47.9,15.41,3.716,Ultra-Reliable Wireless Telemetry
GM-wBMS-3481,25,-75.9,12.28,3.701,Ultra-Reliable Wireless Telemetry
GM-wBMS-3482,25,-56.2,6.99,3.688,Ultra-Reliable Wireless Telemetry
GM-wBMS-3483,20,-62.6,9.27,4.086,Ultra-Reliable Wireless Telemetry
GM-wBMS-3484,15,-67.0,10.82,3.964,Ultra-Reliable Wireless Telemetry
GM-wBMS-3485,26,-55.0,6.89,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-3486,25,-76.8,16.39,3.701,Ultra-Reliable Wireless Telemetry
GM-wBMS-3487,25,-47.7,5.83,3.945,Ultra-Reliable Wireless Telemetry
GM-wBMS-3488,15,-70.4,9.14,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-3489,11,-77.8,10.93,3.672,Ultra-Reliable Wireless Telemetry
GM-wBMS-3490,26,-71.9,15.41,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-3491,25,-46.9,5.55,4.135,Ultra-Reliable Wireless Telemetry
GM-wBMS-3492,20,-74.4,9.88,3.837,Ultra-Reliable Wireless Telemetry
GM-wBMS-3493,20,-58.2,7.21,3.844,Ultra-Reliable Wireless Telemetry
GM-wBMS-3494,20,-79.3,12.24,3.986,Ultra-Reliable Wireless Telemetry
GM-wBMS-3495,26,-59.2,9.46,3.804,Ultra-Reliable Wireless Telemetry
GM-wBMS-3496,11,-59.2,7.12,3.691,Ultra-Reliable Wireless Telemetry
GM-wBMS-3497,11,-61.9,7.55,3.981,Ultra-Reliable Wireless Telemetry
GM-wBMS-3498,15,-65.4,10.49,4.115,Ultra-Reliable Wireless Telemetry
GM-wBMS-3499,15,-58.7,7.43,4.085,Ultra-Reliable Wireless Telemetry
GM-wBMS-3500,11,-65.5,8.81,4.174,Ultra-Reliable Wireless Telemetry
GM-wBMS-3501,15,-65.4,10.03,3.776,Ultra-Reliable Wireless Telemetry
GM-wBMS-3502,25,-65.7,17.19,4.044,Ultra-Reliable Wireless Telemetry
GM-wBMS-3503,11,-79.0,10.42,4.0,Ultra-Reliable Wireless Telemetry
GM-wBMS-3504,25,-68.6,8.82,3.995,Ultra-Reliable Wireless Telemetry
GM-wBMS-3505,25,-64.4,9.85,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-3506,25,-59.8,8.83,3.923,Ultra-Reliable Wireless Telemetry
GM-wBMS-3507,20,-72.5,9.24,3.725,Ultra-Reliable Wireless Telemetry
GM-wBMS-3508,15,-68.0,14.7,4.023,Ultra-Reliable Wireless Telemetry
GM-wBMS-3509,11,-74.2,9.66,3.797,Ultra-Reliable Wireless Telemetry
GM-wBMS-3510,26,-54.8,6.18,3.717,Ultra-Reliable Wireless Telemetry
GM-wBMS-3511,11,-50.2,7.3,4.088,Ultra-Reliable Wireless Telemetry
GM-wBMS-3512,20,-66.0,8.72,3.881,Ultra-Reliable Wireless Telemetry
GM-wBMS-3513,20,-58.4,7.14,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-3514,11,-65.7,12.24,3.999,Ultra-Reliable Wireless Telemetry
GM-wBMS-3515,20,-72.2,10.74,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-3516,20,-51.2,5.56,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-3517,26,-68.4,10.06,4.143,Ultra-Reliable Wireless Telemetry
GM-wBMS-3518,25,-61.8,8.59,4.075,Ultra-Reliable Wireless Telemetry
GM-wBMS-3519,11,-84.2,13.08,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-3520,11,-73.5,9.96,3.965,Ultra-Reliable Wireless Telemetry
GM-wBMS-3521,26,-59.0,10.04,3.749,Ultra-Reliable Wireless Telemetry
GM-wBMS-3522,26,-53.1,6.27,4.077,Ultra-Reliable Wireless Telemetry
GM-wBMS-3523,15,-63.5,8.48,3.987,Ultra-Reliable Wireless Telemetry
GM-wBMS-3524,26,-56.2,6.73,3.899,Ultra-Reliable Wireless Telemetry
GM-wBMS-3525,26,-61.4,10.84,3.885,Ultra-Reliable Wireless Telemetry
GM-wBMS-3526,11,-76.0,10.74,3.686,Ultra-Reliable Wireless Telemetry
GM-wBMS-3527,20,-73.3,11.48,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-3528,26,-74.2,11.65,4.049,Ultra-Reliable Wireless Telemetry
GM-wBMS-3529,20,-84.5,11.59,3.998,Ultra-Reliable Wireless Telemetry
GM-wBMS-3530,15,-55.9,8.34,3.779,Ultra-Reliable Wireless Telemetry
GM-wBMS-3531,11,-69.9,9.37,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-3532,11,-77.9,10.88,3.66,Ultra-Reliable Wireless Telemetry
GM-wBMS-3533,15,-54.5,8.14,3.806,Ultra-Reliable Wireless Telemetry
GM-wBMS-3534,25,-47.5,5.65,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-3535,15,-56.0,7.4,3.724,Ultra-Reliable Wireless Telemetry
GM-wBMS-3536,15,-61.9,8.94,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-3537,20,-69.3,10.2,3.995,Ultra-Reliable Wireless Telemetry
GM-wBMS-3538,15,-67.0,9.56,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-3539,20,-73.3,12.25,3.687,Ultra-Reliable Wireless Telemetry
GM-wBMS-3540,25,-63.6,9.38,3.702,Ultra-Reliable Wireless Telemetry
GM-wBMS-3541,20,-48.6,5.66,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-3542,20,-81.9,12.36,3.715,Ultra-Reliable Wireless Telemetry
GM-wBMS-3543,25,-64.1,7.87,4.06,Ultra-Reliable Wireless Telemetry
GM-wBMS-3544,20,-57.8,6.54,4.033,Ultra-Reliable Wireless Telemetry
GM-wBMS-3545,11,-74.2,10.13,4.097,Ultra-Reliable Wireless Telemetry
GM-wBMS-3546,20,-47.7,6.16,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-3547,26,-59.4,6.88,3.829,Ultra-Reliable Wireless Telemetry
GM-wBMS-3548,15,-82.1,13.02,4.107,Ultra-Reliable Wireless Telemetry
GM-wBMS-3549,20,-57.3,8.99,3.762,Ultra-Reliable Wireless Telemetry
GM-wBMS-3550,15,-71.8,9.42,3.943,Ultra-Reliable Wireless Telemetry
GM-wBMS-3551,25,-45.9,6.89,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-3552,15,-70.6,9.44,4.017,Ultra-Reliable Wireless Telemetry
GM-wBMS-3553,15,-57.4,18.25,4.112,Ultra-Reliable Wireless Telemetry
GM-wBMS-3554,11,-59.0,7.97,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-3555,20,-68.7,11.36,4.159,Ultra-Reliable Wireless Telemetry
GM-wBMS-3556,20,-61.2,8.17,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-3557,25,-79.3,11.07,3.859,Ultra-Reliable Wireless Telemetry
GM-wBMS-3558,15,-82.5,11.45,3.8,Ultra-Reliable Wireless Telemetry
GM-wBMS-3559,26,-53.8,6.17,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-3560,26,-46.0,4.39,3.946,Ultra-Reliable Wireless Telemetry
GM-wBMS-3561,25,-49.2,7.53,4.04,Ultra-Reliable Wireless Telemetry
GM-wBMS-3562,25,-76.0,10.58,3.853,Ultra-Reliable Wireless Telemetry
GM-wBMS-3563,15,-56.8,7.08,3.725,Ultra-Reliable Wireless Telemetry
GM-wBMS-3564,15,-49.9,5.3,3.797,Ultra-Reliable Wireless Telemetry
GM-wBMS-3565,26,-64.9,7.9,3.673,Ultra-Reliable Wireless Telemetry
GM-wBMS-3566,25,-54.9,8.13,4.14,Ultra-Reliable Wireless Telemetry
