Motor_Unit_ID,Motor_Speed_RPM,Architecture_Voltage_V,Stator_Copper_Loss_Watts,Stator_Core_Temp_C,Powertrain_Efficiency_pct,Cooling_State
LUCID-AIR-3049,8498,912.5,681.5,55.2,93.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3050,2880,856.8,97.7,40.8,94.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3051,7592,872.5,663.8,57.9,93.75,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3052,7610,857.0,585.8,51.3,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3053,10835,863.8,974.7,60.2,93.43,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3054,4489,891.8,205.4,47.7,94.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3055,4192,917.5,317.9,55.0,94.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3056,18773,913.4,2864.0,88.9,90.81,Stator Micro-Channel Coolant Active
LUCID-AIR-3057,2113,857.7,20.1,51.8,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3058,11531,864.7,1294.8,64.3,93.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3059,3354,905.2,166.5,46.4,94.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3060,9115,833.8,966.9,64.8,93.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3061,2285,891.7,24.9,48.1,94.57,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3062,7288,874.8,911.2,61.7,93.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3063,10429,826.9,1147.8,66.5,93.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3064,16560,912.6,2294.2,83.2,92.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3065,11669,907.3,1644.0,70.1,92.65,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3066,19472,914.8,3077.3,95.0,91.06,Stator Micro-Channel Coolant Active
LUCID-AIR-3067,4897,904.2,245.5,51.1,94.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3068,6609,852.1,348.6,54.0,94.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3069,13863,900.1,1827.3,78.1,92.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3070,10063,875.9,1130.6,64.9,93.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3071,12351,865.3,1331.8,63.8,92.67,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3072,2157,861.7,-223.3,44.1,94.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3073,16040,896.2,2358.9,81.6,92.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3074,11980,904.9,1234.0,66.5,93.02,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3075,2745,906.4,271.4,52.5,94.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3076,13444,873.2,1790.4,75.1,92.67,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3077,7560,922.3,829.3,58.8,93.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3078,4129,826.9,676.9,57.7,93.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3079,7325,855.3,477.9,51.0,94.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3080,7165,918.1,514.7,54.8,94.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3081,16308,893.7,2196.1,82.2,91.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3082,9086,921.5,882.3,62.8,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3083,4878,906.0,461.9,49.9,94.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3084,9847,871.9,1136.3,65.3,93.61,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3085,14548,822.1,1767.0,71.4,92.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3086,7003,915.9,523.4,51.4,94.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3087,7746,863.0,638.7,51.9,93.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3088,3721,902.3,548.5,48.8,93.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3089,17268,918.7,2606.5,85.1,91.55,Stator Micro-Channel Coolant Active
LUCID-AIR-3090,2592,890.7,59.0,45.0,94.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3091,9640,895.6,879.5,56.4,93.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3092,4317,912.6,79.3,45.5,94.71,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3093,8913,912.2,875.9,60.4,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3094,2736,872.9,1.3,41.1,94.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3095,2819,921.2,207.2,49.5,94.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3096,7706,919.4,755.8,52.6,94.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3097,19824,882.5,3139.1,94.5,90.5,Stator Micro-Channel Coolant Active
LUCID-AIR-3098,3328,891.0,314.6,50.3,94.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3099,2212,911.5,8.1,45.1,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3100,3903,874.8,74.5,45.7,93.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3101,13254,921.8,1792.7,75.8,92.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3102,14641,904.7,2028.7,76.7,92.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3103,5241,870.9,419.2,43.2,94.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3104,11727,830.3,1452.6,63.2,92.52,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3105,9137,854.8,988.9,63.2,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3106,7430,863.0,589.6,55.9,93.79,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3107,13539,901.0,1524.0,72.1,92.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3108,3625,856.8,632.8,52.1,94.01,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3109,13179,850.5,1500.2,67.4,92.52,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3110,17999,827.6,2951.3,90.6,90.6,Stator Micro-Channel Coolant Active
LUCID-AIR-3111,6938,918.8,466.2,54.2,93.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3112,16271,843.4,2378.8,83.1,91.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3113,16812,878.8,2432.5,81.8,91.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3114,13492,903.4,1826.5,76.2,92.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3115,19150,916.1,2974.1,94.7,91.05,Stator Micro-Channel Coolant Active
LUCID-AIR-3116,4050,880.0,188.6,50.0,94.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3117,5020,855.3,458.6,52.3,94.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3118,16014,843.9,2056.1,71.3,92.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3119,12206,864.2,1077.4,63.7,93.35,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3120,11202,891.1,1480.8,64.3,92.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3121,11135,894.5,1025.2,68.0,93.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3122,6334,853.8,451.4,54.2,93.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3123,11865,904.5,1223.4,64.2,93.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3124,10509,844.9,1078.9,62.4,93.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3125,3559,861.9,-96.9,36.1,95.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3126,9166,905.6,1068.6,66.9,93.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3127,8066,824.8,934.3,55.1,93.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3128,19804,868.6,3181.7,94.8,91.17,Stator Micro-Channel Coolant Active
LUCID-AIR-3129,4328,853.7,144.4,47.6,94.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3130,19339,880.5,2917.6,90.7,91.56,Stator Micro-Channel Coolant Active
LUCID-AIR-3131,15803,856.7,2106.9,80.1,92.35,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3132,14910,878.1,2071.2,77.1,92.71,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3133,6210,866.0,512.8,53.8,93.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3134,9044,854.9,670.1,58.9,93.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3135,5307,880.0,347.8,49.8,94.27,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3136,18922,845.7,3187.8,96.4,91.0,Stator Micro-Channel Coolant Active
LUCID-AIR-3137,11388,895.1,1438.8,68.4,92.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3138,19115,828.8,2835.3,86.7,91.48,Stator Micro-Channel Coolant Active
LUCID-AIR-3139,19575,845.8,3213.2,104.5,91.18,Stator Micro-Channel Coolant Active
LUCID-AIR-3140,2495,903.9,12.7,41.4,94.72,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3141,3097,846.5,176.5,46.1,94.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3142,12981,878.8,1733.9,71.3,92.99,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3143,16819,884.2,2527.5,88.8,91.27,Stator Micro-Channel Coolant Active
LUCID-AIR-3144,17436,851.2,2763.3,87.9,91.26,Stator Micro-Channel Coolant Active
LUCID-AIR-3145,10601,873.5,1534.1,71.3,92.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3146,9032,841.8,1067.9,63.1,93.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3147,18634,869.6,2688.8,91.1,91.55,Stator Micro-Channel Coolant Active
LUCID-AIR-3148,10629,829.0,1277.3,65.8,92.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3149,6750,855.6,498.2,50.3,93.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3150,6472,872.3,528.7,51.7,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3151,3631,909.3,151.7,45.8,94.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3152,4188,851.8,109.3,47.2,94.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3153,18066,912.4,2389.7,85.0,91.79,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3154,10119,844.3,1257.1,68.8,93.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3155,18072,898.3,2625.1,83.2,91.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3156,9908,897.5,940.1,58.9,93.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3157,19362,836.5,3305.7,101.6,91.37,Stator Micro-Channel Coolant Active
LUCID-AIR-3158,13161,889.0,1667.1,70.5,93.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3159,4738,914.1,523.4,56.6,94.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3160,14265,906.3,2149.2,77.4,92.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3161,19455,860.4,3399.0,95.8,91.03,Stator Micro-Channel Coolant Active
LUCID-AIR-3162,2754,846.2,-213.2,36.7,95.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3163,16064,854.6,2282.4,79.6,92.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3164,18346,887.9,2651.6,86.1,91.81,Stator Micro-Channel Coolant Active
LUCID-AIR-3165,18058,921.0,2910.3,88.6,91.11,Stator Micro-Channel Coolant Active
LUCID-AIR-3166,11732,916.6,1162.7,66.3,93.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3167,5383,923.9,150.1,46.5,94.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3168,3331,885.5,142.6,47.9,93.83,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3169,9547,843.4,877.8,61.2,93.84,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3170,17195,893.6,2423.8,84.9,92.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3171,15645,852.2,1994.1,77.3,92.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3172,12937,899.4,1643.5,72.0,92.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3173,7449,879.6,569.4,50.8,93.51,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3174,11436,826.1,1388.3,64.0,93.02,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3175,5884,916.5,239.3,49.9,94.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3176,10093,833.4,876.5,57.3,93.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3177,13400,877.8,1779.7,70.2,92.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3178,12291,909.6,1793.4,71.8,92.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3179,4136,836.9,360.8,50.8,94.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3180,18323,856.1,2841.2,92.1,91.07,Stator Micro-Channel Coolant Active
LUCID-AIR-3181,11853,826.5,1350.5,64.4,92.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3182,10465,889.2,1250.9,65.2,93.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3183,2178,920.9,252.1,50.6,93.99,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3184,16636,847.9,2318.6,80.4,92.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3185,19174,838.2,2818.2,86.8,91.51,Stator Micro-Channel Coolant Active
LUCID-AIR-3186,4536,909.7,95.8,46.2,94.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3187,9961,844.5,1153.2,64.2,93.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3188,5352,914.4,430.8,48.7,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3189,19195,879.0,2965.6,90.2,90.83,Stator Micro-Channel Coolant Active
LUCID-AIR-3190,12471,908.9,1660.3,76.0,92.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3191,12859,893.3,1728.7,71.9,91.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3192,16780,887.1,2582.3,80.3,91.71,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3193,10430,820.1,931.5,58.5,93.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3194,6028,838.7,468.8,48.9,94.18,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3195,17367,896.4,2288.3,82.6,91.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3196,6562,858.1,657.7,57.0,93.53,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3197,10450,844.5,1161.9,56.8,93.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3198,9298,826.3,892.4,56.9,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3199,12480,870.5,1296.8,66.3,93.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3200,18558,823.5,2709.4,91.5,91.09,Stator Micro-Channel Coolant Active
LUCID-AIR-3201,10912,834.6,1197.7,66.4,92.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3202,4762,869.4,88.4,42.9,94.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3203,6871,847.3,564.1,53.1,93.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3204,15647,828.1,2040.7,77.9,92.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3205,18548,887.9,2969.9,93.0,90.85,Stator Micro-Channel Coolant Active
LUCID-AIR-3206,13282,842.7,1317.3,63.6,93.05,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3207,5301,902.4,374.2,51.4,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3208,16773,855.9,2297.2,79.4,91.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3209,6676,822.8,775.1,63.8,94.12,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3210,18964,834.5,2932.6,93.2,91.47,Stator Micro-Channel Coolant Active
LUCID-AIR-3211,3738,877.8,136.6,45.5,95.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3212,7710,881.8,714.8,55.7,94.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3213,16270,922.0,2479.1,82.0,91.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3214,17675,828.3,2758.3,90.4,91.59,Stator Micro-Channel Coolant Active
LUCID-AIR-3215,7049,880.4,708.9,56.1,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3216,10449,894.6,1048.9,58.0,93.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3217,7294,847.3,470.9,46.4,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3218,12733,833.3,1788.5,71.8,92.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3219,4679,845.2,95.7,46.8,94.18,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3220,8497,860.2,718.0,53.2,93.83,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3221,12119,920.8,1305.0,68.5,92.65,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3222,16100,834.4,2386.4,83.2,91.7,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3223,5671,862.1,142.3,40.8,94.75,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3224,9990,836.9,1163.3,70.5,92.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3225,8408,920.9,927.7,55.0,93.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3226,8109,880.6,806.5,60.2,93.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3227,6270,898.6,578.9,55.3,94.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3228,9136,820.1,990.0,66.9,93.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3229,7520,825.2,893.2,57.5,93.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3230,17464,822.7,2466.0,81.3,91.53,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3231,4096,820.4,156.8,47.9,93.83,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3232,12011,891.5,1376.0,68.6,93.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3233,5160,829.3,405.1,50.7,94.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3234,5261,838.0,412.6,46.7,93.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3235,5939,897.5,416.4,49.7,94.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3236,5969,903.8,643.4,52.9,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3237,5167,895.9,358.5,52.1,94.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3238,2910,824.6,191.0,46.9,94.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3239,17573,914.5,2346.5,88.6,91.97,Stator Micro-Channel Coolant Active
LUCID-AIR-3240,8732,895.2,678.9,62.4,93.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3241,19899,866.6,2825.3,89.7,91.15,Stator Micro-Channel Coolant Active
LUCID-AIR-3242,2363,914.2,72.6,47.9,94.71,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3243,17482,833.2,2303.0,79.9,92.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3244,10731,831.8,1129.0,60.4,92.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3245,6787,897.8,542.4,51.3,93.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3246,12334,890.7,1672.3,71.7,92.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3247,19220,883.2,2989.3,92.2,91.13,Stator Micro-Channel Coolant Active
LUCID-AIR-3248,10765,884.5,1243.7,66.5,93.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3249,7310,911.9,577.5,50.5,93.57,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3250,12549,874.1,1200.6,62.8,93.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3251,3916,823.1,235.0,47.9,94.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3252,4911,832.1,174.4,44.6,94.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3253,6352,850.8,654.2,59.8,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3254,10373,831.2,784.9,52.1,92.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3255,18733,864.0,2758.4,90.8,91.38,Stator Micro-Channel Coolant Active
LUCID-AIR-3256,8207,823.7,891.1,56.6,93.75,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3257,14014,868.7,1766.4,76.5,92.49,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3258,13491,851.3,1563.5,63.8,93.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3259,6005,875.3,319.8,51.1,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3260,3573,888.6,30.2,46.5,95.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3261,6305,903.3,508.9,51.6,94.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3262,9172,923.0,905.6,58.9,93.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3263,3706,876.9,257.6,47.8,94.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3264,11007,839.6,1334.9,65.1,93.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3265,10341,902.4,1109.7,62.2,93.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3266,17819,872.0,2649.7,84.1,91.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3267,8266,913.4,725.4,54.5,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3268,7801,872.6,988.0,61.5,93.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3269,5427,887.8,533.6,51.3,94.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3270,7052,882.7,425.3,51.6,93.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3271,10128,874.6,1067.5,64.8,93.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3272,7781,880.9,744.4,56.6,93.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3273,6693,897.1,462.4,50.1,93.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3274,17517,903.8,2594.5,84.2,91.7,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3275,18588,843.4,2631.6,84.1,91.31,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3276,9613,827.2,972.0,55.7,93.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3277,16151,824.6,2235.6,82.0,92.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3278,19703,910.0,3326.7,94.8,90.45,Stator Micro-Channel Coolant Active
LUCID-AIR-3279,18146,923.1,2708.8,91.1,91.7,Stator Micro-Channel Coolant Active
LUCID-AIR-3280,15859,883.7,2282.7,76.8,92.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3281,2638,871.7,-90.9,47.5,94.52,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3282,14626,824.5,1995.2,77.8,92.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3283,8204,850.1,813.1,55.4,93.35,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3284,10786,822.3,1281.2,64.9,93.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3285,2488,840.1,171.3,50.7,93.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3286,18324,905.8,2733.2,85.8,92.09,Stator Micro-Channel Coolant Active
LUCID-AIR-3287,12198,873.6,1443.5,62.7,93.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3288,4607,861.6,282.0,52.8,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3289,12418,878.0,1583.2,72.3,92.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3290,12627,882.8,1463.2,66.8,93.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3291,4815,854.4,432.9,54.4,93.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3292,4941,858.3,373.3,50.3,94.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3293,17839,898.2,2768.6,92.3,91.4,Stator Micro-Channel Coolant Active
LUCID-AIR-3294,19748,868.2,3196.3,92.4,91.15,Stator Micro-Channel Coolant Active
LUCID-AIR-3295,13822,884.6,1664.5,71.8,92.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3296,2534,855.2,223.9,52.2,94.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3297,18968,874.4,3066.0,93.1,91.0,Stator Micro-Channel Coolant Active
LUCID-AIR-3298,4167,833.3,387.1,49.0,94.02,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3299,13675,901.2,1704.4,75.1,92.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3300,7962,858.9,634.8,51.2,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3301,3772,832.4,201.5,44.2,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3302,7031,825.2,852.9,52.6,93.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3303,11159,841.8,1029.2,59.6,93.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3304,2978,879.6,274.1,49.1,94.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3305,16401,839.2,2448.2,84.1,92.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3306,15804,878.6,2046.1,79.0,92.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3307,12940,903.3,1341.8,63.1,93.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3308,2134,840.8,-147.1,43.4,94.94,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3309,18048,867.5,2559.4,90.2,91.85,Stator Micro-Channel Coolant Active
LUCID-AIR-3310,2743,920.4,288.0,46.7,94.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-3311,19118,883.8,3194.2,95.9,90.78,Stator Micro-Channel Coolant Active
