Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-2095,91.5,2101,65.1,0.102,Luxury Quiet Standard
BMW-NVH-2096,95.9,2312,65.3,0.177,Luxury Quiet Standard
BMW-NVH-2097,52.1,1194,57.2,0.129,Luxury Quiet Standard
BMW-NVH-2098,76.3,1868,65.5,0.137,Luxury Quiet Standard
BMW-NVH-2099,133.1,3057,70.8,0.19,Luxury Quiet Standard
BMW-NVH-2100,88.4,2128,65.6,0.176,Luxury Quiet Standard
BMW-NVH-2101,159.4,3770,73.5,0.218,Luxury Quiet Standard
BMW-NVH-2102,163.1,4056,84.6,0.27,Unwanted Boom / Hum
BMW-NVH-2103,47.6,1264,57.3,0.152,Luxury Quiet Standard
BMW-NVH-2104,159.5,3849,78.3,0.241,Unwanted Boom / Hum
BMW-NVH-2105,51.3,1234,58.6,0.128,Luxury Quiet Standard
BMW-NVH-2106,121.5,2817,70.9,0.161,Luxury Quiet Standard
BMW-NVH-2107,30.6,788,54.7,0.128,Luxury Quiet Standard
BMW-NVH-2108,128.3,3120,72.2,0.203,Luxury Quiet Standard
BMW-NVH-2109,101.2,2478,66.4,0.239,Luxury Quiet Standard
BMW-NVH-2110,142.2,3443,71.2,0.166,Luxury Quiet Standard
BMW-NVH-2111,73.7,1794,61.5,0.119,Luxury Quiet Standard
BMW-NVH-2112,39.0,1005,61.2,0.122,Luxury Quiet Standard
BMW-NVH-2113,84.3,2155,67.9,0.184,Luxury Quiet Standard
BMW-NVH-2114,38.2,950,57.2,0.069,Luxury Quiet Standard
BMW-NVH-2115,99.2,2496,63.5,0.179,Luxury Quiet Standard
BMW-NVH-2116,30.9,815,54.6,0.17,Luxury Quiet Standard
BMW-NVH-2117,137.7,3252,69.5,0.173,Luxury Quiet Standard
BMW-NVH-2118,113.9,2628,67.8,0.146,Luxury Quiet Standard
BMW-NVH-2119,65.5,1827,61.2,0.164,Luxury Quiet Standard
BMW-NVH-2120,114.1,2771,69.0,0.184,Luxury Quiet Standard
BMW-NVH-2121,151.7,3603,75.7,0.188,Luxury Quiet Standard
BMW-NVH-2122,68.5,1528,60.3,0.153,Luxury Quiet Standard
BMW-NVH-2123,101.3,2514,67.2,0.156,Luxury Quiet Standard
BMW-NVH-2124,38.6,790,55.7,0.163,Luxury Quiet Standard
BMW-NVH-2125,150.1,3483,78.3,0.23,Unwanted Boom / Hum
BMW-NVH-2126,169.1,4019,74.7,0.219,Luxury Quiet Standard
BMW-NVH-2127,84.9,1950,64.0,0.158,Luxury Quiet Standard
BMW-NVH-2128,122.2,2855,71.4,0.234,Luxury Quiet Standard
BMW-NVH-2129,97.5,2451,65.5,0.198,Luxury Quiet Standard
BMW-NVH-2130,86.4,2055,64.7,0.194,Luxury Quiet Standard
BMW-NVH-2131,121.9,2885,70.9,0.14,Luxury Quiet Standard
BMW-NVH-2132,58.8,1513,61.2,0.157,Luxury Quiet Standard
BMW-NVH-2133,40.5,1055,60.4,0.128,Luxury Quiet Standard
BMW-NVH-2134,110.8,2702,65.4,0.16,Luxury Quiet Standard
BMW-NVH-2135,117.7,2833,69.1,0.173,Luxury Quiet Standard
BMW-NVH-2136,103.3,2385,66.9,0.177,Luxury Quiet Standard
BMW-NVH-2137,156.7,3564,81.2,0.25,Unwanted Boom / Hum
BMW-NVH-2138,127.4,3060,72.4,0.144,Luxury Quiet Standard
BMW-NVH-2139,158.6,3861,82.9,0.288,Unwanted Boom / Hum
BMW-NVH-2140,148.9,3541,69.8,0.216,Luxury Quiet Standard
BMW-NVH-2141,178.2,4333,83.1,0.266,Unwanted Boom / Hum
BMW-NVH-2142,174.2,4230,81.1,0.228,Unwanted Boom / Hum
BMW-NVH-2143,116.4,2712,69.5,0.114,Luxury Quiet Standard
BMW-NVH-2144,67.7,1703,60.1,0.128,Luxury Quiet Standard
BMW-NVH-2145,79.6,1842,64.2,0.156,Luxury Quiet Standard
BMW-NVH-2146,155.9,3658,81.3,0.276,Unwanted Boom / Hum
BMW-NVH-2147,65.6,1704,62.5,0.166,Luxury Quiet Standard
BMW-NVH-2148,45.4,1008,57.1,0.098,Luxury Quiet Standard
BMW-NVH-2149,33.1,790,59.1,0.071,Luxury Quiet Standard
BMW-NVH-2150,177.0,4262,82.0,0.244,Unwanted Boom / Hum
BMW-NVH-2151,146.5,3521,73.7,0.172,Luxury Quiet Standard
BMW-NVH-2152,38.1,926,56.1,0.176,Luxury Quiet Standard
BMW-NVH-2153,76.7,1794,61.6,0.12,Luxury Quiet Standard
BMW-NVH-2154,96.0,2181,66.5,0.168,Luxury Quiet Standard
BMW-NVH-2155,118.2,2677,70.3,0.2,Luxury Quiet Standard
BMW-NVH-2156,108.0,2440,65.8,0.235,Luxury Quiet Standard
BMW-NVH-2157,163.0,4026,78.2,0.157,Luxury Quiet Standard
BMW-NVH-2158,72.3,1654,62.1,0.125,Luxury Quiet Standard
BMW-NVH-2159,115.7,2833,71.8,0.188,Luxury Quiet Standard
BMW-NVH-2160,64.4,1539,60.0,0.093,Luxury Quiet Standard
BMW-NVH-2161,113.9,2743,67.9,0.168,Luxury Quiet Standard
BMW-NVH-2162,150.3,3623,77.1,0.229,Unwanted Boom / Hum
BMW-NVH-2163,55.9,1337,59.0,0.134,Luxury Quiet Standard
BMW-NVH-2164,50.3,1180,62.0,0.11,Luxury Quiet Standard
BMW-NVH-2165,80.7,1787,62.0,0.066,Luxury Quiet Standard
BMW-NVH-2166,58.2,1355,57.1,0.16,Luxury Quiet Standard
BMW-NVH-2167,43.3,1003,55.5,0.09,Luxury Quiet Standard
BMW-NVH-2168,133.1,3228,71.9,0.189,Luxury Quiet Standard
BMW-NVH-2169,165.9,3937,77.2,0.18,Luxury Quiet Standard
BMW-NVH-2170,72.5,1697,66.1,0.139,Luxury Quiet Standard
BMW-NVH-2171,46.7,1009,57.0,0.188,Luxury Quiet Standard
BMW-NVH-2172,138.2,3411,72.1,0.214,Luxury Quiet Standard
BMW-NVH-2173,84.4,2039,62.0,0.192,Luxury Quiet Standard
BMW-NVH-2174,71.0,1874,66.2,0.16,Luxury Quiet Standard
BMW-NVH-2175,104.6,2472,68.9,0.143,Luxury Quiet Standard
BMW-NVH-2176,63.3,1612,63.6,0.129,Luxury Quiet Standard
BMW-NVH-2177,57.0,1434,55.7,0.129,Luxury Quiet Standard
BMW-NVH-2178,109.9,2635,65.0,0.166,Luxury Quiet Standard
BMW-NVH-2179,73.7,1614,61.8,0.17,Luxury Quiet Standard
BMW-NVH-2180,115.3,2795,71.1,0.193,Luxury Quiet Standard
BMW-NVH-2181,88.3,2143,66.3,0.139,Luxury Quiet Standard
BMW-NVH-2182,144.9,3437,73.0,0.193,Luxury Quiet Standard
BMW-NVH-2183,159.5,3783,73.2,0.195,Luxury Quiet Standard
BMW-NVH-2184,135.9,3430,73.2,0.216,Luxury Quiet Standard
BMW-NVH-2185,75.7,1802,63.2,0.154,Luxury Quiet Standard
BMW-NVH-2186,162.7,4097,78.3,0.258,Unwanted Boom / Hum
BMW-NVH-2187,142.0,3380,76.2,0.251,Unwanted Boom / Hum
BMW-NVH-2188,149.1,3622,72.2,0.187,Luxury Quiet Standard
BMW-NVH-2189,159.2,3800,76.3,0.211,Luxury Quiet Standard
BMW-NVH-2190,155.1,3724,77.8,0.264,Unwanted Boom / Hum
BMW-NVH-2191,155.2,3858,76.3,0.197,Luxury Quiet Standard
BMW-NVH-2192,156.3,3730,75.2,0.178,Luxury Quiet Standard
BMW-NVH-2193,157.0,3745,78.9,0.225,Unwanted Boom / Hum
BMW-NVH-2194,58.0,1330,63.6,0.147,Luxury Quiet Standard
BMW-NVH-2195,74.3,1885,58.4,0.138,Luxury Quiet Standard
BMW-NVH-2196,35.6,919,57.7,0.103,Luxury Quiet Standard
BMW-NVH-2197,70.5,1650,58.5,0.18,Luxury Quiet Standard
BMW-NVH-2198,166.4,4089,81.9,0.237,Unwanted Boom / Hum
BMW-NVH-2199,177.2,4250,78.8,0.217,Luxury Quiet Standard
BMW-NVH-2200,175.8,4112,80.9,0.266,Unwanted Boom / Hum
BMW-NVH-2201,83.0,2011,66.2,0.119,Luxury Quiet Standard
BMW-NVH-2202,44.4,1147,59.4,0.162,Luxury Quiet Standard
BMW-NVH-2203,171.9,4124,80.6,0.239,Unwanted Boom / Hum
BMW-NVH-2204,133.2,3117,70.0,0.183,Luxury Quiet Standard
BMW-NVH-2205,47.5,1189,57.2,0.087,Luxury Quiet Standard
BMW-NVH-2206,83.4,2124,62.5,0.17,Luxury Quiet Standard
BMW-NVH-2207,78.4,1826,62.9,0.115,Luxury Quiet Standard
BMW-NVH-2208,60.4,1537,61.5,0.154,Luxury Quiet Standard
BMW-NVH-2209,94.6,2187,62.8,0.183,Luxury Quiet Standard
BMW-NVH-2210,170.5,4052,80.0,0.259,Unwanted Boom / Hum
BMW-NVH-2211,82.8,2034,65.9,0.197,Luxury Quiet Standard
BMW-NVH-2212,97.2,2268,64.7,0.142,Luxury Quiet Standard
BMW-NVH-2213,167.5,3994,80.4,0.24,Unwanted Boom / Hum
BMW-NVH-2214,133.8,3284,70.8,0.177,Luxury Quiet Standard
BMW-NVH-2215,152.1,3677,70.2,0.187,Luxury Quiet Standard
BMW-NVH-2216,177.8,4268,83.7,0.242,Unwanted Boom / Hum
BMW-NVH-2217,171.2,4065,79.0,0.234,Unwanted Boom / Hum
BMW-NVH-2218,115.8,2751,68.4,0.192,Luxury Quiet Standard
BMW-NVH-2219,171.6,4168,83.5,0.26,Unwanted Boom / Hum
BMW-NVH-2220,64.3,1460,62.4,0.123,Luxury Quiet Standard
BMW-NVH-2221,159.6,3798,78.3,0.268,Unwanted Boom / Hum
BMW-NVH-2222,113.4,2788,69.7,0.207,Luxury Quiet Standard
BMW-NVH-2223,61.7,1622,61.3,0.133,Luxury Quiet Standard
BMW-NVH-2224,33.0,770,51.6,0.113,Luxury Quiet Standard
BMW-NVH-2225,116.9,2634,66.3,0.194,Luxury Quiet Standard
BMW-NVH-2226,105.2,2561,65.4,0.205,Luxury Quiet Standard
BMW-NVH-2227,119.4,2828,67.9,0.184,Luxury Quiet Standard
BMW-NVH-2228,63.8,1386,59.3,0.151,Luxury Quiet Standard
BMW-NVH-2229,47.1,1090,58.8,0.096,Luxury Quiet Standard
BMW-NVH-2230,164.3,3996,74.9,0.203,Luxury Quiet Standard
BMW-NVH-2231,140.1,3414,71.5,0.166,Luxury Quiet Standard
BMW-NVH-2232,143.3,3465,71.5,0.145,Luxury Quiet Standard
BMW-NVH-2233,164.3,3884,74.5,0.203,Luxury Quiet Standard
BMW-NVH-2234,77.0,1696,64.9,0.19,Luxury Quiet Standard
BMW-NVH-2235,175.4,4257,84.9,0.276,Unwanted Boom / Hum
BMW-NVH-2236,41.2,892,60.4,0.05,Luxury Quiet Standard
BMW-NVH-2237,149.4,3503,70.9,0.185,Luxury Quiet Standard
BMW-NVH-2238,91.2,2346,67.6,0.152,Luxury Quiet Standard
BMW-NVH-2239,122.0,2830,68.4,0.173,Luxury Quiet Standard
BMW-NVH-2240,57.4,1427,59.6,0.123,Luxury Quiet Standard
BMW-NVH-2241,98.7,2432,65.1,0.2,Luxury Quiet Standard
BMW-NVH-2242,114.6,2755,69.9,0.134,Luxury Quiet Standard
BMW-NVH-2243,65.9,1683,63.9,0.122,Luxury Quiet Standard
BMW-NVH-2244,163.1,3941,84.1,0.226,Unwanted Boom / Hum
BMW-NVH-2245,107.4,2575,65.7,0.132,Luxury Quiet Standard
BMW-NVH-2246,139.5,3448,71.8,0.193,Luxury Quiet Standard
BMW-NVH-2247,105.9,2589,61.9,0.198,Luxury Quiet Standard
BMW-NVH-2248,56.1,1451,58.6,0.114,Luxury Quiet Standard
BMW-NVH-2249,146.3,3454,77.4,0.271,Unwanted Boom / Hum
BMW-NVH-2250,124.6,2908,69.7,0.167,Luxury Quiet Standard
BMW-NVH-2251,158.9,3837,80.1,0.277,Unwanted Boom / Hum
BMW-NVH-2252,165.6,3971,77.2,0.208,Luxury Quiet Standard
BMW-NVH-2253,51.9,1325,59.5,0.203,Luxury Quiet Standard
BMW-NVH-2254,158.8,3862,81.2,0.268,Unwanted Boom / Hum
BMW-NVH-2255,88.3,2082,66.3,0.178,Luxury Quiet Standard
BMW-NVH-2256,123.8,2854,71.3,0.138,Luxury Quiet Standard
BMW-NVH-2257,31.9,907,54.2,0.08,Luxury Quiet Standard
BMW-NVH-2258,154.6,3872,81.0,0.22,Unwanted Boom / Hum
BMW-NVH-2259,165.4,4001,75.9,0.196,Luxury Quiet Standard
BMW-NVH-2260,69.9,1689,62.0,0.162,Luxury Quiet Standard
BMW-NVH-2261,43.8,973,59.5,0.121,Luxury Quiet Standard
BMW-NVH-2262,58.8,1513,57.5,0.109,Luxury Quiet Standard
BMW-NVH-2263,135.6,3240,73.3,0.195,Luxury Quiet Standard
BMW-NVH-2264,176.3,4180,84.6,0.235,Unwanted Boom / Hum
BMW-NVH-2265,145.2,3567,72.5,0.208,Luxury Quiet Standard
BMW-NVH-2266,124.8,3047,66.9,0.199,Luxury Quiet Standard
BMW-NVH-2267,137.3,3259,76.6,0.235,Unwanted Boom / Hum
BMW-NVH-2268,62.8,1560,57.9,0.153,Luxury Quiet Standard
BMW-NVH-2269,37.5,978,56.6,0.141,Luxury Quiet Standard
BMW-NVH-2270,168.5,4030,82.2,0.256,Unwanted Boom / Hum
BMW-NVH-2271,177.9,4309,78.6,0.219,Luxury Quiet Standard
BMW-NVH-2272,104.6,2367,62.7,0.194,Luxury Quiet Standard
BMW-NVH-2273,145.4,3569,78.1,0.277,Unwanted Boom / Hum
BMW-NVH-2274,149.0,3697,79.8,0.281,Unwanted Boom / Hum
BMW-NVH-2275,119.0,2896,71.9,0.225,Luxury Quiet Standard
BMW-NVH-2276,176.2,4173,84.9,0.229,Unwanted Boom / Hum
BMW-NVH-2277,57.1,1313,60.1,0.116,Luxury Quiet Standard
BMW-NVH-2278,125.4,3024,69.3,0.16,Luxury Quiet Standard
BMW-NVH-2279,118.9,3006,66.6,0.193,Luxury Quiet Standard
BMW-NVH-2280,106.7,2585,70.9,0.157,Luxury Quiet Standard
BMW-NVH-2281,169.1,4045,76.7,0.216,Luxury Quiet Standard
BMW-NVH-2282,33.1,792,53.3,0.119,Luxury Quiet Standard
BMW-NVH-2283,71.0,1752,63.4,0.129,Luxury Quiet Standard
BMW-NVH-2284,116.3,2780,70.4,0.178,Luxury Quiet Standard
BMW-NVH-2285,90.0,2253,64.7,0.163,Luxury Quiet Standard
BMW-NVH-2286,119.6,2831,66.7,0.226,Luxury Quiet Standard
BMW-NVH-2287,103.6,2629,70.4,0.211,Luxury Quiet Standard
BMW-NVH-2288,50.4,1185,58.2,0.15,Luxury Quiet Standard
BMW-NVH-2289,158.0,3794,79.0,0.244,Unwanted Boom / Hum
BMW-NVH-2290,98.4,2364,68.6,0.147,Luxury Quiet Standard
BMW-NVH-2291,167.4,4091,80.4,0.272,Unwanted Boom / Hum
BMW-NVH-2292,151.2,3706,79.9,0.265,Unwanted Boom / Hum
BMW-NVH-2293,119.9,2872,69.0,0.191,Luxury Quiet Standard
BMW-NVH-2294,33.1,875,53.6,0.157,Luxury Quiet Standard
BMW-NVH-2295,155.2,3848,82.9,0.225,Unwanted Boom / Hum
BMW-NVH-2296,74.3,1757,62.4,0.086,Luxury Quiet Standard
BMW-NVH-2297,157.6,3897,72.4,0.213,Luxury Quiet Standard
BMW-NVH-2298,100.7,2506,65.5,0.15,Luxury Quiet Standard
BMW-NVH-2299,60.4,1532,59.5,0.134,Luxury Quiet Standard
BMW-NVH-2300,157.8,3899,81.0,0.238,Unwanted Boom / Hum
BMW-NVH-2301,67.1,1720,63.3,0.201,Luxury Quiet Standard
BMW-NVH-2302,110.4,2637,64.3,0.141,Luxury Quiet Standard
BMW-NVH-2303,175.2,4224,78.1,0.203,Luxury Quiet Standard
BMW-NVH-2304,128.4,3092,70.3,0.125,Luxury Quiet Standard
BMW-NVH-2305,178.3,4212,79.5,0.21,Luxury Quiet Standard
BMW-NVH-2306,141.2,3470,76.3,0.242,Unwanted Boom / Hum
BMW-NVH-2307,167.5,3973,80.3,0.254,Unwanted Boom / Hum
BMW-NVH-2308,118.0,2900,71.1,0.178,Luxury Quiet Standard
BMW-NVH-2309,81.7,2026,65.4,0.188,Luxury Quiet Standard
BMW-NVH-2310,97.3,2350,67.1,0.188,Luxury Quiet Standard
BMW-NVH-2311,152.5,3837,78.3,0.229,Unwanted Boom / Hum
BMW-NVH-2312,166.7,3966,84.5,0.236,Unwanted Boom / Hum
BMW-NVH-2313,112.8,2711,67.5,0.181,Luxury Quiet Standard
BMW-NVH-2314,153.1,3634,74.3,0.192,Luxury Quiet Standard
BMW-NVH-2315,119.4,2820,68.8,0.168,Luxury Quiet Standard
BMW-NVH-2316,130.8,3058,70.1,0.177,Luxury Quiet Standard
BMW-NVH-2317,120.9,2833,70.6,0.238,Luxury Quiet Standard
BMW-NVH-2318,173.0,4366,84.1,0.239,Unwanted Boom / Hum
BMW-NVH-2319,135.7,3061,73.7,0.23,Luxury Quiet Standard
BMW-NVH-2320,64.2,1514,62.1,0.198,Luxury Quiet Standard
BMW-NVH-2321,52.7,1294,55.0,0.159,Luxury Quiet Standard
BMW-NVH-2322,160.7,3773,73.1,0.2,Luxury Quiet Standard
BMW-NVH-2323,118.0,2773,68.2,0.206,Luxury Quiet Standard
BMW-NVH-2324,177.2,4318,81.2,0.223,Unwanted Boom / Hum
BMW-NVH-2325,59.7,1459,58.8,0.144,Luxury Quiet Standard
BMW-NVH-2326,171.0,4178,84.0,0.238,Unwanted Boom / Hum
BMW-NVH-2327,118.1,2844,69.6,0.168,Luxury Quiet Standard
BMW-NVH-2328,38.0,921,59.1,0.148,Luxury Quiet Standard
BMW-NVH-2329,92.7,2303,67.3,0.15,Luxury Quiet Standard
BMW-NVH-2330,127.2,3109,69.0,0.241,Luxury Quiet Standard
BMW-NVH-2331,89.9,2122,61.9,0.126,Luxury Quiet Standard
BMW-NVH-2332,123.5,3049,69.6,0.191,Luxury Quiet Standard
BMW-NVH-2333,177.0,4216,82.0,0.311,Unwanted Boom / Hum
BMW-NVH-2334,41.0,833,54.4,0.125,Luxury Quiet Standard
BMW-NVH-2335,127.8,2940,69.5,0.143,Luxury Quiet Standard
BMW-NVH-2336,85.5,1874,62.5,0.163,Luxury Quiet Standard
BMW-NVH-2337,171.5,4139,81.8,0.252,Unwanted Boom / Hum
BMW-NVH-2338,44.8,1215,58.8,0.128,Luxury Quiet Standard
BMW-NVH-2339,61.4,1413,55.2,0.193,Luxury Quiet Standard
BMW-NVH-2340,85.0,2175,66.4,0.155,Luxury Quiet Standard
BMW-NVH-2341,76.6,1856,66.2,0.182,Luxury Quiet Standard
BMW-NVH-2342,172.3,4101,83.2,0.225,Unwanted Boom / Hum
BMW-NVH-2343,137.2,3270,68.8,0.188,Luxury Quiet Standard
BMW-NVH-2344,31.4,806,56.8,0.1,Luxury Quiet Standard
BMW-NVH-2345,129.1,3208,70.7,0.156,Luxury Quiet Standard
BMW-NVH-2346,152.6,3732,79.7,0.236,Unwanted Boom / Hum
BMW-NVH-2347,38.6,869,57.8,0.095,Luxury Quiet Standard
BMW-NVH-2348,116.0,2680,65.4,0.234,Luxury Quiet Standard
BMW-NVH-2349,128.3,3167,72.8,0.259,Luxury Quiet Standard
BMW-NVH-2350,120.9,2866,70.0,0.187,Luxury Quiet Standard
BMW-NVH-2351,151.1,3608,73.2,0.156,Luxury Quiet Standard
BMW-NVH-2352,48.5,1086,56.3,0.064,Luxury Quiet Standard
BMW-NVH-2353,52.5,1314,60.6,0.08,Luxury Quiet Standard
BMW-NVH-2354,155.3,3813,79.0,0.225,Unwanted Boom / Hum
BMW-NVH-2355,81.8,2012,64.0,0.154,Luxury Quiet Standard
BMW-NVH-2356,41.6,1059,59.9,0.169,Luxury Quiet Standard
BMW-NVH-2357,88.1,2052,63.0,0.146,Luxury Quiet Standard
BMW-NVH-2358,175.8,4072,77.2,0.203,Luxury Quiet Standard
BMW-NVH-2359,31.7,801,58.0,0.147,Luxury Quiet Standard
BMW-NVH-2360,108.0,2542,68.7,0.165,Luxury Quiet Standard
BMW-NVH-2361,166.7,3832,77.2,0.208,Luxury Quiet Standard
BMW-NVH-2362,42.5,1036,55.9,0.123,Luxury Quiet Standard
BMW-NVH-2363,83.5,2039,64.0,0.115,Luxury Quiet Standard
BMW-NVH-2364,161.4,3705,80.5,0.223,Unwanted Boom / Hum
BMW-NVH-2365,168.9,4065,76.8,0.173,Luxury Quiet Standard
BMW-NVH-2366,122.9,2758,69.4,0.163,Luxury Quiet Standard
BMW-NVH-2367,128.0,2983,70.8,0.185,Luxury Quiet Standard
BMW-NVH-2368,76.7,1778,64.6,0.16,Luxury Quiet Standard
BMW-NVH-2369,43.3,918,54.2,0.055,Luxury Quiet Standard
BMW-NVH-2370,150.1,3684,80.0,0.245,Unwanted Boom / Hum
BMW-NVH-2371,168.1,4047,80.6,0.249,Unwanted Boom / Hum
BMW-NVH-2372,164.2,3984,81.2,0.267,Unwanted Boom / Hum
BMW-NVH-2373,110.9,2710,65.4,0.138,Luxury Quiet Standard
BMW-NVH-2374,64.4,1406,59.8,0.131,Luxury Quiet Standard
BMW-NVH-2375,88.9,2063,65.4,0.118,Luxury Quiet Standard
BMW-NVH-2376,173.9,4179,83.6,0.275,Unwanted Boom / Hum
BMW-NVH-2377,81.6,2010,63.6,0.107,Luxury Quiet Standard
BMW-NVH-2378,154.7,3792,79.4,0.225,Unwanted Boom / Hum
BMW-NVH-2379,101.8,2490,64.7,0.181,Luxury Quiet Standard
BMW-NVH-2380,50.7,1173,58.2,0.073,Luxury Quiet Standard
BMW-NVH-2381,87.0,2148,65.1,0.193,Luxury Quiet Standard
BMW-NVH-2382,96.8,2307,65.4,0.157,Luxury Quiet Standard
BMW-NVH-2383,71.9,1804,64.2,0.208,Luxury Quiet Standard
BMW-NVH-2384,69.2,1598,61.9,0.121,Luxury Quiet Standard
BMW-NVH-2385,114.1,2707,69.8,0.194,Luxury Quiet Standard
BMW-NVH-2386,97.9,2297,67.4,0.185,Luxury Quiet Standard
BMW-NVH-2387,170.9,4036,76.0,0.196,Luxury Quiet Standard
BMW-NVH-2388,105.1,2523,67.4,0.168,Luxury Quiet Standard
BMW-NVH-2389,150.7,3634,72.5,0.202,Luxury Quiet Standard
BMW-NVH-2390,77.0,1791,62.4,0.168,Luxury Quiet Standard
BMW-NVH-2391,45.1,1137,58.8,0.118,Luxury Quiet Standard
BMW-NVH-2392,43.8,1005,55.3,0.093,Luxury Quiet Standard
BMW-NVH-2393,49.3,1256,59.7,0.146,Luxury Quiet Standard
BMW-NVH-2394,99.3,2340,67.4,0.131,Luxury Quiet Standard
BMW-NVH-2395,61.4,1618,59.8,0.119,Luxury Quiet Standard
BMW-NVH-2396,98.5,2479,64.3,0.222,Luxury Quiet Standard
BMW-NVH-2397,153.9,3679,80.5,0.266,Unwanted Boom / Hum
BMW-NVH-2398,76.3,1719,64.4,0.179,Luxury Quiet Standard
BMW-NVH-2399,130.1,2982,67.1,0.195,Luxury Quiet Standard
BMW-NVH-2400,41.4,935,57.5,0.114,Luxury Quiet Standard
BMW-NVH-2401,115.3,2640,66.7,0.19,Luxury Quiet Standard
BMW-NVH-2402,56.5,1383,59.4,0.16,Luxury Quiet Standard
BMW-NVH-2403,143.1,3513,80.7,0.221,Unwanted Boom / Hum
BMW-NVH-2404,138.9,3269,75.8,0.248,Unwanted Boom / Hum
BMW-NVH-2405,113.9,2829,67.8,0.237,Luxury Quiet Standard
BMW-NVH-2406,153.5,3753,79.0,0.223,Unwanted Boom / Hum
BMW-NVH-2407,114.6,2803,69.8,0.166,Luxury Quiet Standard
BMW-NVH-2408,70.0,1792,61.3,0.126,Luxury Quiet Standard
BMW-NVH-2409,117.6,2869,68.1,0.195,Luxury Quiet Standard
BMW-NVH-2410,142.9,3490,72.4,0.202,Luxury Quiet Standard
BMW-NVH-2411,141.5,3455,70.5,0.193,Luxury Quiet Standard
BMW-NVH-2412,114.7,2868,68.8,0.189,Luxury Quiet Standard
BMW-NVH-2413,127.7,3063,67.8,0.213,Luxury Quiet Standard
BMW-NVH-2414,78.9,1851,62.8,0.153,Luxury Quiet Standard
BMW-NVH-2415,50.5,1232,58.2,0.144,Luxury Quiet Standard
BMW-NVH-2416,67.4,1529,60.1,0.164,Luxury Quiet Standard
BMW-NVH-2417,104.8,2580,65.7,0.142,Luxury Quiet Standard
BMW-NVH-2418,168.2,4044,83.5,0.223,Unwanted Boom / Hum
BMW-NVH-2419,110.8,2686,65.6,0.157,Luxury Quiet Standard
BMW-NVH-2420,47.0,1088,57.2,0.055,Luxury Quiet Standard
BMW-NVH-2421,152.0,3583,73.3,0.217,Luxury Quiet Standard
BMW-NVH-2422,104.1,2350,67.6,0.15,Luxury Quiet Standard
BMW-NVH-2423,166.6,3944,80.4,0.22,Unwanted Boom / Hum
BMW-NVH-2424,87.2,2088,64.2,0.142,Luxury Quiet Standard
BMW-NVH-2425,125.3,3191,69.9,0.185,Luxury Quiet Standard
BMW-NVH-2426,87.8,2172,64.0,0.16,Luxury Quiet Standard
BMW-NVH-2427,116.2,2795,68.3,0.166,Luxury Quiet Standard
BMW-NVH-2428,145.7,3341,70.7,0.21,Luxury Quiet Standard
BMW-NVH-2429,69.3,1745,61.6,0.131,Luxury Quiet Standard
BMW-NVH-2430,162.3,3728,76.7,0.181,Luxury Quiet Standard
BMW-NVH-2431,50.5,1203,59.6,0.119,Luxury Quiet Standard
BMW-NVH-2432,102.5,2392,68.6,0.19,Luxury Quiet Standard
BMW-NVH-2433,107.0,2600,69.0,0.194,Luxury Quiet Standard
BMW-NVH-2434,166.5,4020,80.1,0.254,Unwanted Boom / Hum
BMW-NVH-2435,99.0,2250,63.2,0.183,Luxury Quiet Standard
BMW-NVH-2436,61.8,1464,61.4,0.142,Luxury Quiet Standard
BMW-NVH-2437,94.8,2345,66.4,0.154,Luxury Quiet Standard
BMW-NVH-2438,105.4,2446,64.8,0.218,Luxury Quiet Standard
BMW-NVH-2439,169.0,4025,80.7,0.23,Unwanted Boom / Hum
BMW-NVH-2440,122.2,2852,69.0,0.126,Luxury Quiet Standard
BMW-NVH-2441,90.3,2153,65.4,0.138,Luxury Quiet Standard
BMW-NVH-2442,115.6,2841,70.9,0.205,Luxury Quiet Standard
BMW-NVH-2443,108.7,2740,65.2,0.168,Luxury Quiet Standard
BMW-NVH-2444,114.3,2840,69.9,0.255,Luxury Quiet Standard
BMW-NVH-2445,76.7,1923,63.8,0.145,Luxury Quiet Standard
BMW-NVH-2446,63.4,1567,63.6,0.172,Luxury Quiet Standard
BMW-NVH-2447,173.8,4065,78.0,0.206,Luxury Quiet Standard
BMW-NVH-2448,71.9,1800,62.7,0.17,Luxury Quiet Standard
BMW-NVH-2449,133.9,3104,72.1,0.218,Luxury Quiet Standard
BMW-NVH-2450,136.0,3155,72.2,0.249,Luxury Quiet Standard
BMW-NVH-2451,93.3,2254,68.9,0.139,Luxury Quiet Standard
BMW-NVH-2452,33.6,773,59.9,0.15,Luxury Quiet Standard
BMW-NVH-2453,117.3,2889,67.2,0.233,Luxury Quiet Standard
BMW-NVH-2454,83.9,2110,63.6,0.133,Luxury Quiet Standard
BMW-NVH-2455,136.4,3240,75.6,0.221,Unwanted Boom / Hum
BMW-NVH-2456,171.2,4096,75.6,0.201,Luxury Quiet Standard
BMW-NVH-2457,57.9,1406,61.2,0.139,Luxury Quiet Standard
BMW-NVH-2458,51.4,1230,57.7,0.128,Luxury Quiet Standard
BMW-NVH-2459,122.8,2983,70.1,0.167,Luxury Quiet Standard
