Stamping_Stroke_ID,Press_Tonnage_kN,Stroke_Rate_SPM,Die_Temperature_C,Peak_Impact_Shock_G,Harmonic_Wear_Ratio,Panel_Quality
TOYOTA-PR-3243,2361.0,28.5,56.4,7.41,1.6,Perfect Stamping Quality
TOYOTA-PR-3244,1394.7,19.4,47.2,6.21,1.18,Perfect Stamping Quality
TOYOTA-PR-3245,1593.1,18.7,54.9,7.37,1.48,Perfect Stamping Quality
TOYOTA-PR-3246,1243.9,26.0,47.3,5.63,1.37,Perfect Stamping Quality
TOYOTA-PR-3247,1469.2,22.1,50.3,6.73,1.0,Perfect Stamping Quality
TOYOTA-PR-3248,1684.9,31.7,48.4,6.18,1.29,Perfect Stamping Quality
TOYOTA-PR-3249,1215.9,27.5,57.5,6.03,1.14,Perfect Stamping Quality
TOYOTA-PR-3250,951.7,20.1,41.8,5.29,1.3,Perfect Stamping Quality
TOYOTA-PR-3251,2161.0,25.9,61.0,7.18,1.37,Perfect Stamping Quality
TOYOTA-PR-3252,1198.8,28.3,53.3,5.93,1.41,Perfect Stamping Quality
TOYOTA-PR-3253,1004.0,16.0,53.7,5.17,1.46,Perfect Stamping Quality
TOYOTA-PR-3254,2167.9,25.2,59.7,7.32,1.63,Perfect Stamping Quality
TOYOTA-PR-3255,830.8,19.7,45.3,5.53,1.37,Perfect Stamping Quality
TOYOTA-PR-3256,1166.3,22.6,48.4,5.57,1.39,Perfect Stamping Quality
TOYOTA-PR-3257,1117.9,29.3,47.7,5.22,1.41,Perfect Stamping Quality
TOYOTA-PR-3258,2279.8,16.0,55.4,8.25,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3259,2100.2,28.4,61.7,7.49,1.13,Perfect Stamping Quality
TOYOTA-PR-3260,1179.1,26.8,51.3,6.36,1.24,Perfect Stamping Quality
TOYOTA-PR-3261,816.2,29.0,42.8,4.96,1.16,Perfect Stamping Quality
TOYOTA-PR-3262,2164.3,28.2,64.6,7.26,1.27,Perfect Stamping Quality
TOYOTA-PR-3263,1264.1,18.1,51.2,6.89,1.38,Perfect Stamping Quality
TOYOTA-PR-3264,2244.6,31.4,59.4,7.94,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3265,2137.6,20.8,60.7,7.48,1.39,Perfect Stamping Quality
TOYOTA-PR-3266,1854.4,16.9,52.6,6.56,1.13,Perfect Stamping Quality
TOYOTA-PR-3267,1965.6,29.4,61.1,7.69,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3268,2305.8,22.8,62.0,7.51,1.26,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3269,1566.4,22.5,52.3,7.03,1.17,Perfect Stamping Quality
TOYOTA-PR-3270,2174.4,30.3,61.8,7.26,1.24,Perfect Stamping Quality
TOYOTA-PR-3271,812.0,25.3,49.0,4.92,1.33,Perfect Stamping Quality
TOYOTA-PR-3272,1717.4,15.1,53.7,7.32,1.14,Perfect Stamping Quality
TOYOTA-PR-3273,1566.7,15.0,54.1,6.49,1.05,Perfect Stamping Quality
TOYOTA-PR-3274,939.4,22.9,42.3,6.48,1.28,Perfect Stamping Quality
TOYOTA-PR-3275,1447.2,26.0,49.6,6.19,1.17,Perfect Stamping Quality
TOYOTA-PR-3276,1238.5,23.1,47.9,6.9,1.42,Perfect Stamping Quality
TOYOTA-PR-3277,1733.2,19.5,45.3,6.76,1.38,Perfect Stamping Quality
TOYOTA-PR-3278,2204.9,19.5,61.0,7.48,1.45,Perfect Stamping Quality
TOYOTA-PR-3279,1031.2,28.3,45.2,5.73,1.4,Perfect Stamping Quality
TOYOTA-PR-3280,1660.2,20.2,56.8,6.98,1.45,Perfect Stamping Quality
TOYOTA-PR-3281,1300.4,26.1,47.7,5.95,1.23,Perfect Stamping Quality
TOYOTA-PR-3282,1990.8,18.0,58.4,7.18,1.48,Perfect Stamping Quality
TOYOTA-PR-3283,2229.5,16.2,56.7,8.64,1.19,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3284,913.3,25.0,46.0,6.18,1.16,Perfect Stamping Quality
TOYOTA-PR-3285,2096.9,21.2,50.9,7.48,1.35,Perfect Stamping Quality
TOYOTA-PR-3286,2263.2,29.9,63.2,8.66,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3287,994.3,21.8,45.5,5.2,1.17,Perfect Stamping Quality
TOYOTA-PR-3288,1881.9,25.4,52.9,6.63,1.34,Perfect Stamping Quality
TOYOTA-PR-3289,1069.7,21.6,52.2,6.16,1.19,Perfect Stamping Quality
TOYOTA-PR-3290,1140.5,19.1,45.3,6.08,1.27,Perfect Stamping Quality
TOYOTA-PR-3291,1816.4,19.0,59.3,7.26,1.6,Perfect Stamping Quality
TOYOTA-PR-3292,2166.2,17.8,63.6,7.79,1.6,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3293,1626.0,14.9,49.1,6.38,1.11,Perfect Stamping Quality
TOYOTA-PR-3294,1190.2,16.8,53.0,5.62,1.53,Perfect Stamping Quality
TOYOTA-PR-3295,1858.2,16.2,52.7,6.83,1.36,Perfect Stamping Quality
TOYOTA-PR-3296,1570.7,14.8,49.3,7.36,1.21,Perfect Stamping Quality
TOYOTA-PR-3297,1101.0,28.7,48.5,5.35,1.34,Perfect Stamping Quality
TOYOTA-PR-3298,1924.5,14.8,53.6,7.79,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3299,1312.5,17.8,49.1,5.61,1.24,Perfect Stamping Quality
TOYOTA-PR-3300,1867.7,15.7,60.7,7.31,1.56,Perfect Stamping Quality
TOYOTA-PR-3301,1655.4,26.1,54.4,7.36,1.55,Perfect Stamping Quality
TOYOTA-PR-3302,2266.7,23.2,56.9,7.72,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3303,2396.0,31.3,56.0,7.39,1.33,Perfect Stamping Quality
TOYOTA-PR-3304,2338.8,18.1,61.2,8.32,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3305,1758.8,18.7,55.1,7.01,1.29,Perfect Stamping Quality
TOYOTA-PR-3306,1978.7,23.6,55.4,7.78,1.26,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3307,2011.2,24.5,57.0,7.25,1.32,Perfect Stamping Quality
TOYOTA-PR-3308,1672.8,24.1,51.9,6.3,1.21,Perfect Stamping Quality
TOYOTA-PR-3309,1994.4,26.3,60.0,7.78,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3310,1489.4,14.8,50.2,6.97,1.02,Perfect Stamping Quality
TOYOTA-PR-3311,1961.4,28.6,56.9,6.58,1.22,Perfect Stamping Quality
TOYOTA-PR-3312,1022.8,17.1,43.9,5.7,1.39,Perfect Stamping Quality
TOYOTA-PR-3313,1530.1,27.3,50.4,6.91,1.08,Perfect Stamping Quality
TOYOTA-PR-3314,2140.8,15.3,52.5,6.82,1.42,Perfect Stamping Quality
TOYOTA-PR-3315,1510.7,18.7,54.0,6.62,1.11,Perfect Stamping Quality
TOYOTA-PR-3316,1921.0,25.7,57.0,6.05,1.37,Perfect Stamping Quality
TOYOTA-PR-3317,1894.1,15.0,57.2,6.55,1.65,Perfect Stamping Quality
TOYOTA-PR-3318,1970.0,23.9,58.3,7.38,1.3,Perfect Stamping Quality
TOYOTA-PR-3319,1440.9,25.4,50.4,6.67,1.36,Perfect Stamping Quality
TOYOTA-PR-3320,859.4,26.8,45.7,4.9,1.2,Perfect Stamping Quality
TOYOTA-PR-3321,1592.3,31.1,53.0,7.15,1.69,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3322,1352.8,15.0,50.9,6.25,1.55,Perfect Stamping Quality
TOYOTA-PR-3323,1969.3,22.1,61.3,7.22,1.39,Perfect Stamping Quality
TOYOTA-PR-3324,2298.9,28.1,59.7,8.58,1.53,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3325,2020.7,16.0,53.9,7.73,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3326,1461.1,27.6,48.4,6.62,1.45,Perfect Stamping Quality
TOYOTA-PR-3327,2057.0,29.9,55.8,6.76,1.42,Perfect Stamping Quality
TOYOTA-PR-3328,941.2,16.3,47.6,6.18,1.32,Perfect Stamping Quality
TOYOTA-PR-3329,1066.9,22.4,47.1,6.49,1.53,Perfect Stamping Quality
TOYOTA-PR-3330,967.4,22.7,44.2,5.75,1.16,Perfect Stamping Quality
TOYOTA-PR-3331,1525.4,23.9,50.4,6.23,0.97,Perfect Stamping Quality
TOYOTA-PR-3332,1215.3,28.8,45.7,5.92,1.36,Perfect Stamping Quality
TOYOTA-PR-3333,2316.5,16.4,65.5,7.46,1.31,Perfect Stamping Quality
TOYOTA-PR-3334,1100.2,30.9,52.9,5.15,1.25,Perfect Stamping Quality
TOYOTA-PR-3335,2233.8,17.7,56.3,8.14,1.01,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3336,2202.1,18.9,58.1,7.74,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3337,1319.9,24.8,50.4,5.8,1.35,Perfect Stamping Quality
TOYOTA-PR-3338,1326.7,24.1,45.0,7.36,1.33,Perfect Stamping Quality
TOYOTA-PR-3339,1130.9,22.3,45.0,6.5,1.34,Perfect Stamping Quality
TOYOTA-PR-3340,1909.2,27.3,58.7,6.87,1.5,Perfect Stamping Quality
TOYOTA-PR-3341,1893.2,15.6,49.5,7.39,1.21,Perfect Stamping Quality
TOYOTA-PR-3342,1570.0,16.6,55.1,6.67,1.46,Perfect Stamping Quality
TOYOTA-PR-3343,1226.8,15.7,48.8,5.88,1.55,Perfect Stamping Quality
TOYOTA-PR-3344,2378.6,28.5,59.5,7.67,1.23,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3345,923.4,14.7,44.4,5.17,1.05,Perfect Stamping Quality
TOYOTA-PR-3346,856.6,15.9,53.3,5.92,1.36,Perfect Stamping Quality
TOYOTA-PR-3347,1107.3,28.8,53.4,5.6,1.54,Perfect Stamping Quality
TOYOTA-PR-3348,1187.6,14.6,51.1,6.4,1.38,Perfect Stamping Quality
TOYOTA-PR-3349,959.4,21.9,50.8,5.64,1.47,Perfect Stamping Quality
TOYOTA-PR-3350,2034.0,31.3,61.9,7.51,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3351,1681.2,20.6,54.6,7.14,1.3,Perfect Stamping Quality
TOYOTA-PR-3352,904.7,29.1,44.8,5.99,1.26,Perfect Stamping Quality
TOYOTA-PR-3353,1588.3,25.6,53.4,6.92,1.26,Perfect Stamping Quality
TOYOTA-PR-3354,1698.6,14.0,62.4,6.99,1.48,Perfect Stamping Quality
TOYOTA-PR-3355,1898.5,22.0,50.7,7.49,1.36,Perfect Stamping Quality
TOYOTA-PR-3356,2202.5,19.8,56.0,8.16,1.23,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3357,1025.2,29.2,48.0,6.26,1.52,Perfect Stamping Quality
TOYOTA-PR-3358,1914.9,27.2,58.1,7.17,1.44,Perfect Stamping Quality
TOYOTA-PR-3359,1580.3,17.9,57.2,6.66,1.6,Perfect Stamping Quality
TOYOTA-PR-3360,2322.5,15.3,63.8,8.51,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3361,1330.4,25.3,48.1,6.07,1.18,Perfect Stamping Quality
TOYOTA-PR-3362,1765.4,16.3,60.8,7.01,1.23,Perfect Stamping Quality
TOYOTA-PR-3363,1649.5,24.3,51.0,7.18,1.38,Perfect Stamping Quality
TOYOTA-PR-3364,2205.2,21.2,58.8,7.48,1.45,Perfect Stamping Quality
TOYOTA-PR-3365,807.4,28.9,48.8,5.09,1.49,Perfect Stamping Quality
TOYOTA-PR-3366,1165.8,18.4,45.9,6.13,1.44,Perfect Stamping Quality
TOYOTA-PR-3367,935.4,26.0,47.3,5.65,1.29,Perfect Stamping Quality
TOYOTA-PR-3368,1155.0,28.4,50.3,6.36,1.48,Perfect Stamping Quality
TOYOTA-PR-3369,814.4,30.0,44.7,5.44,1.46,Perfect Stamping Quality
TOYOTA-PR-3370,1451.5,25.4,60.7,6.14,1.32,Perfect Stamping Quality
TOYOTA-PR-3371,1718.7,19.8,55.1,7.31,1.57,Perfect Stamping Quality
TOYOTA-PR-3372,1514.7,24.7,50.1,6.3,1.27,Perfect Stamping Quality
TOYOTA-PR-3373,1961.4,28.5,65.8,7.1,1.51,Perfect Stamping Quality
TOYOTA-PR-3374,1803.0,23.5,55.7,7.06,1.22,Perfect Stamping Quality
TOYOTA-PR-3375,1080.8,16.6,45.1,5.85,1.35,Perfect Stamping Quality
TOYOTA-PR-3376,1311.9,26.1,57.3,5.99,1.62,Perfect Stamping Quality
TOYOTA-PR-3377,1761.8,28.0,56.9,6.74,1.47,Perfect Stamping Quality
TOYOTA-PR-3378,2237.8,20.2,54.3,8.22,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3379,903.5,28.6,50.2,5.37,1.19,Perfect Stamping Quality
TOYOTA-PR-3380,1259.3,24.1,52.0,6.4,1.19,Perfect Stamping Quality
TOYOTA-PR-3381,2153.2,25.2,57.5,7.44,1.16,Perfect Stamping Quality
TOYOTA-PR-3382,1461.8,17.3,56.0,6.07,1.48,Perfect Stamping Quality
TOYOTA-PR-3383,2300.7,25.7,57.0,7.85,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3384,1214.6,16.1,51.8,5.96,1.25,Perfect Stamping Quality
TOYOTA-PR-3385,1591.0,30.0,55.5,6.85,1.29,Perfect Stamping Quality
TOYOTA-PR-3386,1689.5,27.6,47.1,7.52,1.09,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3387,1235.8,27.5,45.6,6.35,1.33,Perfect Stamping Quality
TOYOTA-PR-3388,1453.8,21.1,47.2,6.1,1.11,Perfect Stamping Quality
TOYOTA-PR-3389,2307.1,27.8,56.4,8.15,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3390,1544.5,18.0,47.5,5.99,1.42,Perfect Stamping Quality
TOYOTA-PR-3391,1578.9,14.8,55.6,6.45,1.17,Perfect Stamping Quality
TOYOTA-PR-3392,1873.3,26.1,54.4,6.93,1.44,Perfect Stamping Quality
TOYOTA-PR-3393,2215.1,22.2,55.4,7.8,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3394,801.3,16.6,41.5,5.69,1.09,Perfect Stamping Quality
TOYOTA-PR-3395,1958.8,20.6,54.4,6.97,1.24,Perfect Stamping Quality
TOYOTA-PR-3396,1465.6,24.9,53.0,5.99,1.5,Perfect Stamping Quality
TOYOTA-PR-3397,1940.8,22.6,55.3,7.19,1.24,Perfect Stamping Quality
TOYOTA-PR-3398,1376.4,23.5,49.8,6.03,1.19,Perfect Stamping Quality
TOYOTA-PR-3399,1496.3,27.0,54.3,5.92,1.32,Perfect Stamping Quality
TOYOTA-PR-3400,1868.4,29.2,54.3,6.76,1.43,Perfect Stamping Quality
TOYOTA-PR-3401,1786.1,16.1,53.1,7.23,1.5,Perfect Stamping Quality
TOYOTA-PR-3402,2011.9,16.3,51.8,7.49,1.22,Perfect Stamping Quality
TOYOTA-PR-3403,2142.9,21.0,53.1,7.09,1.38,Perfect Stamping Quality
TOYOTA-PR-3404,892.1,26.2,49.4,6.14,1.37,Perfect Stamping Quality
TOYOTA-PR-3405,2031.0,24.8,54.5,7.27,1.26,Perfect Stamping Quality
TOYOTA-PR-3406,1192.2,28.3,55.0,6.32,1.32,Perfect Stamping Quality
TOYOTA-PR-3407,2263.7,26.5,58.0,7.7,1.25,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3408,1647.0,20.0,54.3,7.52,1.14,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3409,2169.8,15.4,53.2,8.3,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3410,1305.1,24.5,51.7,6.25,1.4,Perfect Stamping Quality
TOYOTA-PR-3411,1859.3,18.0,51.2,7.29,1.45,Perfect Stamping Quality
TOYOTA-PR-3412,1057.4,23.9,47.4,6.63,1.25,Perfect Stamping Quality
TOYOTA-PR-3413,1393.6,25.0,52.5,6.02,1.41,Perfect Stamping Quality
TOYOTA-PR-3414,1723.0,31.5,52.8,7.43,1.32,Perfect Stamping Quality
TOYOTA-PR-3415,2386.4,30.4,61.9,8.42,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3416,2164.9,29.8,57.0,7.96,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3417,1948.8,31.2,60.6,7.48,1.22,Perfect Stamping Quality
TOYOTA-PR-3418,1658.9,24.8,50.8,7.33,1.24,Perfect Stamping Quality
TOYOTA-PR-3419,1467.2,28.7,51.8,6.35,1.46,Perfect Stamping Quality
TOYOTA-PR-3420,2046.3,17.3,52.1,7.15,1.44,Perfect Stamping Quality
TOYOTA-PR-3421,1429.0,31.7,52.7,6.47,1.3,Perfect Stamping Quality
TOYOTA-PR-3422,989.9,19.3,46.9,6.03,1.27,Perfect Stamping Quality
TOYOTA-PR-3423,1543.9,25.3,53.3,6.79,1.48,Perfect Stamping Quality
TOYOTA-PR-3424,1357.0,30.5,53.0,7.0,1.49,Perfect Stamping Quality
TOYOTA-PR-3425,848.8,22.6,44.7,5.53,1.38,Perfect Stamping Quality
TOYOTA-PR-3426,960.2,28.0,45.8,6.71,1.37,Perfect Stamping Quality
TOYOTA-PR-3427,1421.4,23.4,49.6,6.59,1.26,Perfect Stamping Quality
TOYOTA-PR-3428,916.7,24.9,51.4,5.05,1.31,Perfect Stamping Quality
TOYOTA-PR-3429,1069.2,24.0,48.2,6.02,1.21,Perfect Stamping Quality
TOYOTA-PR-3430,975.1,20.4,46.4,5.75,1.15,Perfect Stamping Quality
TOYOTA-PR-3431,1906.9,16.3,53.4,7.4,1.24,Perfect Stamping Quality
TOYOTA-PR-3432,1050.5,20.5,44.6,6.04,1.17,Perfect Stamping Quality
TOYOTA-PR-3433,868.3,30.4,47.9,6.06,1.4,Perfect Stamping Quality
TOYOTA-PR-3434,1688.1,29.5,55.5,7.34,1.33,Perfect Stamping Quality
TOYOTA-PR-3435,2148.8,25.5,55.5,8.08,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3436,1591.8,20.2,50.4,6.6,1.08,Perfect Stamping Quality
TOYOTA-PR-3437,2353.7,27.4,62.3,8.26,1.74,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3438,1179.1,31.5,48.0,5.83,1.42,Perfect Stamping Quality
TOYOTA-PR-3439,1279.3,14.1,51.3,5.85,1.29,Perfect Stamping Quality
TOYOTA-PR-3440,860.5,17.0,44.4,5.09,1.06,Perfect Stamping Quality
TOYOTA-PR-3441,1202.6,27.0,45.9,5.65,1.28,Perfect Stamping Quality
TOYOTA-PR-3442,2022.5,24.5,55.6,7.35,1.56,Perfect Stamping Quality
TOYOTA-PR-3443,1356.2,31.9,50.5,5.89,1.38,Perfect Stamping Quality
TOYOTA-PR-3444,1682.0,17.7,55.5,5.88,1.1,Perfect Stamping Quality
TOYOTA-PR-3445,958.7,31.8,48.3,6.34,1.44,Perfect Stamping Quality
TOYOTA-PR-3446,897.6,30.9,46.9,5.36,1.38,Perfect Stamping Quality
TOYOTA-PR-3447,2395.2,29.0,63.0,7.63,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3448,1921.0,25.4,56.6,7.58,1.2,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3449,1141.4,31.8,50.1,6.02,1.47,Perfect Stamping Quality
TOYOTA-PR-3450,866.2,25.1,47.8,5.86,1.36,Perfect Stamping Quality
TOYOTA-PR-3451,1625.0,15.3,53.6,6.97,1.35,Perfect Stamping Quality
TOYOTA-PR-3452,912.6,23.3,48.1,6.07,1.47,Perfect Stamping Quality
TOYOTA-PR-3453,2020.2,30.6,54.2,7.54,1.12,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3454,898.5,19.3,48.5,5.61,1.32,Perfect Stamping Quality
TOYOTA-PR-3455,1002.2,25.9,45.8,5.91,1.28,Perfect Stamping Quality
TOYOTA-PR-3456,1532.7,20.1,53.4,6.12,1.2,Perfect Stamping Quality
TOYOTA-PR-3457,919.0,19.2,44.1,5.38,1.42,Perfect Stamping Quality
TOYOTA-PR-3458,1254.2,17.6,48.2,6.2,1.55,Perfect Stamping Quality
TOYOTA-PR-3459,1498.5,17.9,53.4,7.52,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3460,1414.8,21.2,54.1,6.29,1.22,Perfect Stamping Quality
TOYOTA-PR-3461,1519.8,28.5,54.6,6.97,1.26,Perfect Stamping Quality
TOYOTA-PR-3462,977.7,25.5,50.6,5.53,1.49,Perfect Stamping Quality
TOYOTA-PR-3463,1577.7,30.2,51.8,6.2,1.38,Perfect Stamping Quality
TOYOTA-PR-3464,2037.9,25.6,61.4,7.25,1.48,Perfect Stamping Quality
TOYOTA-PR-3465,2309.8,28.2,63.8,7.86,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3466,1699.3,17.0,56.1,6.57,1.39,Perfect Stamping Quality
TOYOTA-PR-3467,1599.6,24.3,59.8,7.48,1.11,Perfect Stamping Quality
TOYOTA-PR-3468,1765.7,29.7,58.0,6.06,1.24,Perfect Stamping Quality
TOYOTA-PR-3469,998.7,18.6,48.2,5.93,1.3,Perfect Stamping Quality
TOYOTA-PR-3470,1975.1,26.6,55.9,7.72,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3471,2311.0,18.6,65.0,8.55,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3472,913.5,30.9,44.7,5.84,1.25,Perfect Stamping Quality
TOYOTA-PR-3473,877.6,30.3,45.8,5.39,1.24,Perfect Stamping Quality
TOYOTA-PR-3474,1372.5,29.8,53.0,6.36,1.26,Perfect Stamping Quality
TOYOTA-PR-3475,2336.4,21.5,60.5,7.8,1.44,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3476,2085.6,29.2,55.9,7.17,1.35,Perfect Stamping Quality
TOYOTA-PR-3477,2009.3,24.5,52.8,7.28,1.25,Perfect Stamping Quality
TOYOTA-PR-3478,1705.9,25.7,55.7,7.11,1.49,Perfect Stamping Quality
TOYOTA-PR-3479,881.0,19.5,51.5,6.01,1.3,Perfect Stamping Quality
TOYOTA-PR-3480,835.6,18.0,44.9,5.67,1.3,Perfect Stamping Quality
TOYOTA-PR-3481,1070.5,30.7,47.0,5.66,1.05,Perfect Stamping Quality
TOYOTA-PR-3482,1447.3,22.1,48.0,6.42,1.24,Perfect Stamping Quality
TOYOTA-PR-3483,819.9,24.8,45.2,5.11,1.18,Perfect Stamping Quality
TOYOTA-PR-3484,1625.1,20.6,53.5,7.03,1.54,Perfect Stamping Quality
TOYOTA-PR-3485,2071.4,17.1,56.4,7.87,1.44,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3486,1339.4,19.4,45.4,5.97,1.55,Perfect Stamping Quality
TOYOTA-PR-3487,1391.7,17.5,50.0,7.14,1.3,Perfect Stamping Quality
TOYOTA-PR-3488,1246.0,18.2,50.0,6.2,1.17,Perfect Stamping Quality
TOYOTA-PR-3489,996.6,26.7,47.2,5.67,1.47,Perfect Stamping Quality
TOYOTA-PR-3490,1454.1,29.3,48.4,5.92,1.56,Perfect Stamping Quality
TOYOTA-PR-3491,2290.0,24.9,60.7,7.79,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3492,882.3,19.4,42.7,5.52,1.01,Perfect Stamping Quality
TOYOTA-PR-3493,1106.2,23.6,51.8,6.21,1.47,Perfect Stamping Quality
TOYOTA-PR-3494,1214.7,31.6,50.2,6.49,1.25,Perfect Stamping Quality
TOYOTA-PR-3495,1610.2,22.6,55.3,6.35,1.27,Perfect Stamping Quality
TOYOTA-PR-3496,2202.0,24.6,57.8,7.7,1.26,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3497,1935.3,17.9,58.9,7.68,1.72,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3498,2096.5,24.7,54.2,7.61,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3499,801.8,15.2,45.3,5.58,1.31,Perfect Stamping Quality
TOYOTA-PR-3500,2191.7,25.7,54.1,8.27,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3501,1790.2,30.0,53.9,7.01,1.57,Perfect Stamping Quality
TOYOTA-PR-3502,1944.6,27.8,51.0,7.05,1.4,Perfect Stamping Quality
TOYOTA-PR-3503,2341.6,14.7,59.3,7.52,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3504,1041.3,19.8,47.8,6.15,1.48,Perfect Stamping Quality
TOYOTA-PR-3505,1527.7,29.0,54.2,6.41,1.34,Perfect Stamping Quality
TOYOTA-PR-3506,2202.7,25.7,58.6,7.48,1.38,Perfect Stamping Quality
TOYOTA-PR-3507,988.1,27.1,45.6,5.62,1.41,Perfect Stamping Quality
TOYOTA-PR-3508,2143.5,18.3,54.8,7.76,1.52,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3509,2185.5,26.3,54.7,7.99,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3510,1174.5,21.8,51.1,6.21,1.41,Perfect Stamping Quality
TOYOTA-PR-3511,2118.8,25.8,54.0,7.81,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3512,2232.4,28.2,56.2,7.91,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3513,1529.1,23.6,55.3,6.92,1.38,Perfect Stamping Quality
TOYOTA-PR-3514,2315.0,25.9,60.5,8.08,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3515,2159.0,28.4,56.4,7.56,1.54,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3516,1434.8,16.4,49.0,7.25,1.26,Perfect Stamping Quality
TOYOTA-PR-3517,2336.7,22.8,56.6,7.5,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3518,2007.7,31.6,49.9,7.57,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3519,1780.8,29.7,52.9,7.27,1.41,Perfect Stamping Quality
TOYOTA-PR-3520,1012.7,18.3,47.0,6.08,1.33,Perfect Stamping Quality
TOYOTA-PR-3521,2158.8,20.6,61.2,7.29,1.57,Perfect Stamping Quality
TOYOTA-PR-3522,1660.4,25.5,54.9,6.94,1.48,Perfect Stamping Quality
TOYOTA-PR-3523,1421.6,31.9,50.9,6.29,1.45,Perfect Stamping Quality
TOYOTA-PR-3524,1513.9,21.2,50.7,6.85,1.41,Perfect Stamping Quality
TOYOTA-PR-3525,1393.6,17.3,57.3,6.45,1.3,Perfect Stamping Quality
TOYOTA-PR-3526,1973.8,24.2,53.3,6.75,1.35,Perfect Stamping Quality
TOYOTA-PR-3527,2163.3,22.4,59.7,7.53,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3528,808.0,21.4,45.1,5.34,1.44,Perfect Stamping Quality
TOYOTA-PR-3529,2048.8,19.3,52.6,7.59,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3530,1236.5,23.3,45.9,6.18,1.27,Perfect Stamping Quality
TOYOTA-PR-3531,1203.0,15.5,54.1,5.82,1.6,Perfect Stamping Quality
TOYOTA-PR-3532,1464.3,14.8,51.7,6.06,1.42,Perfect Stamping Quality
TOYOTA-PR-3533,2087.8,26.5,55.7,7.75,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3534,1402.1,30.3,51.5,6.82,1.37,Perfect Stamping Quality
TOYOTA-PR-3535,880.8,29.7,53.8,6.58,1.3,Perfect Stamping Quality
TOYOTA-PR-3536,1810.1,15.1,50.1,6.71,1.33,Perfect Stamping Quality
TOYOTA-PR-3537,1574.7,19.9,48.3,6.53,1.52,Perfect Stamping Quality
