Handover_Event_ID,Driver_Attention_State,Handover_Response_Time_s,Speed_at_Handover_kmh,Adverse_Weather_Flag,Handover_Success
MB-L3-6948,Smartphone Screen,2.31,55.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6949,Attentive & Forward,1.19,99.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6950,Smartphone Screen,3.06,81.3,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6951,Smartphone Screen,2.87,62.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6952,Attentive & Forward,1.53,45.3,Clear Weather,Safe Smooth Handover
MB-L3-6953,Attentive & Forward,1.5,51.1,Clear Weather,Safe Smooth Handover
MB-L3-6954,Attentive & Forward,1.35,72.8,Construction Zone,Safe Smooth Handover
MB-L3-6955,Drowsy / Eyelid Blink,4.02,62.7,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6956,Rear Seat Mirror,2.19,72.6,Clear Weather,Safe Smooth Handover
MB-L3-6957,Attentive & Forward,1.41,113.5,Clear Weather,Safe Smooth Handover
MB-L3-6958,Attentive & Forward,1.67,89.7,Clear Weather,Safe Smooth Handover
MB-L3-6959,Attentive & Forward,1.37,55.7,Clear Weather,Safe Smooth Handover
MB-L3-6960,Smartphone Screen,2.19,109.1,Clear Weather,Safe Smooth Handover
MB-L3-6961,Attentive & Forward,1.58,88.5,Construction Zone,Safe Smooth Handover
MB-L3-6962,Attentive & Forward,1.31,55.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6963,Attentive & Forward,1.61,89.1,Clear Weather,Safe Smooth Handover
MB-L3-6964,Attentive & Forward,1.33,59.5,Clear Weather,Safe Smooth Handover
MB-L3-6965,Rear Seat Mirror,2.37,83.2,Clear Weather,Safe Smooth Handover
MB-L3-6966,Attentive & Forward,1.57,121.0,Clear Weather,Safe Smooth Handover
MB-L3-6967,Attentive & Forward,1.41,47.5,Clear Weather,Safe Smooth Handover
MB-L3-6968,Attentive & Forward,1.32,105.0,Clear Weather,Safe Smooth Handover
MB-L3-6969,Attentive & Forward,1.22,128.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6970,Attentive & Forward,1.59,63.6,Clear Weather,Safe Smooth Handover
MB-L3-6971,Drowsy / Eyelid Blink,3.67,54.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6972,Attentive & Forward,1.57,101.8,Clear Weather,Safe Smooth Handover
MB-L3-6973,Smartphone Screen,2.94,90.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6974,Attentive & Forward,1.51,108.0,Clear Weather,Safe Smooth Handover
MB-L3-6975,Attentive & Forward,1.42,109.0,Clear Weather,Safe Smooth Handover
MB-L3-6976,Drowsy / Eyelid Blink,3.26,73.1,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6977,Smartphone Screen,1.99,64.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6978,Attentive & Forward,1.27,40.8,Clear Weather,Safe Smooth Handover
MB-L3-6979,Attentive & Forward,1.19,59.4,Clear Weather,Safe Smooth Handover
MB-L3-6980,Attentive & Forward,1.35,97.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6981,Attentive & Forward,0.94,58.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6982,Attentive & Forward,1.18,103.1,Clear Weather,Safe Smooth Handover
MB-L3-6983,Drowsy / Eyelid Blink,3.38,46.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6984,Smartphone Screen,2.39,113.4,Clear Weather,Safe Smooth Handover
MB-L3-6985,Attentive & Forward,1.58,51.9,Clear Weather,Safe Smooth Handover
MB-L3-6986,Attentive & Forward,1.31,74.5,Clear Weather,Safe Smooth Handover
MB-L3-6987,Attentive & Forward,1.72,69.0,Clear Weather,Safe Smooth Handover
MB-L3-6988,Smartphone Screen,2.82,101.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6989,Smartphone Screen,2.17,114.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6990,Attentive & Forward,1.3,42.1,Construction Zone,Safe Smooth Handover
MB-L3-6991,Attentive & Forward,1.66,112.1,Clear Weather,Safe Smooth Handover
MB-L3-6992,Attentive & Forward,1.0,125.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6993,Looking at Passenger,3.11,71.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6994,Attentive & Forward,1.58,129.6,Clear Weather,Safe Smooth Handover
MB-L3-6995,Smartphone Screen,2.72,103.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6996,Attentive & Forward,1.4,40.5,Clear Weather,Safe Smooth Handover
MB-L3-6997,Attentive & Forward,1.48,116.4,Clear Weather,Safe Smooth Handover
MB-L3-6998,Drowsy / Eyelid Blink,3.77,63.3,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6999,Attentive & Forward,1.29,99.5,Clear Weather,Safe Smooth Handover
MB-L3-7000,Smartphone Screen,2.84,104.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7001,Looking at Passenger,2.47,75.3,Clear Weather,Safe Smooth Handover
MB-L3-7002,Attentive & Forward,1.46,41.3,Clear Weather,Safe Smooth Handover
MB-L3-7003,Smartphone Screen,1.86,103.9,Construction Zone,Safe Smooth Handover
MB-L3-7004,Smartphone Screen,2.22,84.3,Clear Weather,Safe Smooth Handover
MB-L3-7005,Attentive & Forward,1.37,46.6,Clear Weather,Safe Smooth Handover
MB-L3-7006,Drowsy / Eyelid Blink,3.78,45.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7007,Rear Seat Mirror,2.35,90.2,Construction Zone,Safe Smooth Handover
MB-L3-7008,Attentive & Forward,1.36,109.1,Clear Weather,Safe Smooth Handover
MB-L3-7009,Smartphone Screen,2.49,88.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7010,Attentive & Forward,1.27,67.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7011,Attentive & Forward,1.23,118.1,Clear Weather,Safe Smooth Handover
MB-L3-7012,Attentive & Forward,0.93,45.9,Clear Weather,Safe Smooth Handover
MB-L3-7013,Attentive & Forward,1.47,108.8,Clear Weather,Safe Smooth Handover
MB-L3-7014,Attentive & Forward,1.54,112.8,Clear Weather,Safe Smooth Handover
MB-L3-7015,Attentive & Forward,1.27,109.3,Clear Weather,Safe Smooth Handover
MB-L3-7016,Attentive & Forward,1.24,120.5,Construction Zone,Safe Smooth Handover
MB-L3-7017,Attentive & Forward,1.19,91.2,Clear Weather,Safe Smooth Handover
MB-L3-7018,Attentive & Forward,1.26,85.4,Clear Weather,Safe Smooth Handover
MB-L3-7019,Attentive & Forward,1.41,107.0,Clear Weather,Safe Smooth Handover
MB-L3-7020,Attentive & Forward,1.18,44.4,Clear Weather,Safe Smooth Handover
MB-L3-7021,Smartphone Screen,2.57,46.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7022,Attentive & Forward,1.53,83.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7023,Attentive & Forward,1.5,62.6,Construction Zone,Safe Smooth Handover
MB-L3-7024,Attentive & Forward,1.93,40.0,Clear Weather,Safe Smooth Handover
MB-L3-7025,Attentive & Forward,1.62,69.3,Clear Weather,Safe Smooth Handover
MB-L3-7026,Attentive & Forward,1.51,64.9,Clear Weather,Safe Smooth Handover
MB-L3-7027,Smartphone Screen,2.08,64.9,Clear Weather,Safe Smooth Handover
MB-L3-7028,Rear Seat Mirror,2.17,70.4,Construction Zone,Safe Smooth Handover
MB-L3-7029,Drowsy / Eyelid Blink,4.31,57.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7030,Attentive & Forward,1.57,106.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7031,Drowsy / Eyelid Blink,4.36,90.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7032,Attentive & Forward,1.68,65.3,Clear Weather,Safe Smooth Handover
MB-L3-7033,Smartphone Screen,2.38,75.9,Construction Zone,Safe Smooth Handover
MB-L3-7034,Attentive & Forward,1.38,100.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7035,Attentive & Forward,1.36,61.5,Clear Weather,Safe Smooth Handover
MB-L3-7036,Attentive & Forward,1.18,64.4,Clear Weather,Safe Smooth Handover
MB-L3-7037,Attentive & Forward,1.31,125.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7038,Attentive & Forward,1.51,127.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7039,Smartphone Screen,2.92,92.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7040,Attentive & Forward,1.14,101.2,Clear Weather,Safe Smooth Handover
MB-L3-7041,Drowsy / Eyelid Blink,3.92,124.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7042,Smartphone Screen,2.51,54.4,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7043,Attentive & Forward,1.17,85.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7044,Attentive & Forward,1.29,72.1,Clear Weather,Safe Smooth Handover
MB-L3-7045,Attentive & Forward,1.29,44.8,Clear Weather,Safe Smooth Handover
MB-L3-7046,Looking at Passenger,2.46,125.6,Construction Zone,Safe Smooth Handover
MB-L3-7047,Attentive & Forward,1.56,108.8,Clear Weather,Safe Smooth Handover
MB-L3-7048,Attentive & Forward,1.31,48.1,Clear Weather,Safe Smooth Handover
MB-L3-7049,Drowsy / Eyelid Blink,4.36,56.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7050,Attentive & Forward,1.08,125.0,Clear Weather,Safe Smooth Handover
MB-L3-7051,Attentive & Forward,1.34,50.0,Construction Zone,Safe Smooth Handover
MB-L3-7052,Attentive & Forward,1.26,99.9,Clear Weather,Safe Smooth Handover
MB-L3-7053,Drowsy / Eyelid Blink,4.32,87.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7054,Attentive & Forward,1.41,117.8,Clear Weather,Safe Smooth Handover
MB-L3-7055,Attentive & Forward,1.42,97.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7056,Attentive & Forward,1.68,66.6,Construction Zone,Safe Smooth Handover
MB-L3-7057,Attentive & Forward,0.87,54.2,Clear Weather,Safe Smooth Handover
MB-L3-7058,Smartphone Screen,3.18,109.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7059,Looking at Passenger,2.69,97.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7060,Attentive & Forward,1.59,46.6,Clear Weather,Safe Smooth Handover
MB-L3-7061,Smartphone Screen,2.77,44.1,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7062,Attentive & Forward,1.26,58.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7063,Looking at Passenger,2.11,77.9,Clear Weather,Safe Smooth Handover
MB-L3-7064,Attentive & Forward,1.34,108.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7065,Drowsy / Eyelid Blink,4.58,110.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7066,Attentive & Forward,1.23,49.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7067,Attentive & Forward,1.4,61.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7068,Attentive & Forward,1.54,87.2,Clear Weather,Safe Smooth Handover
MB-L3-7069,Smartphone Screen,3.24,58.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7070,Attentive & Forward,1.44,72.8,Clear Weather,Safe Smooth Handover
MB-L3-7071,Drowsy / Eyelid Blink,3.54,80.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7072,Attentive & Forward,1.46,91.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7073,Attentive & Forward,1.53,46.7,Construction Zone,Safe Smooth Handover
MB-L3-7074,Attentive & Forward,1.32,119.6,Clear Weather,Safe Smooth Handover
MB-L3-7075,Drowsy / Eyelid Blink,3.47,89.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7076,Attentive & Forward,1.35,111.2,Clear Weather,Safe Smooth Handover
MB-L3-7077,Attentive & Forward,1.58,119.0,Clear Weather,Safe Smooth Handover
MB-L3-7078,Attentive & Forward,1.11,114.7,Clear Weather,Safe Smooth Handover
MB-L3-7079,Drowsy / Eyelid Blink,2.56,86.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7080,Drowsy / Eyelid Blink,3.99,95.7,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7081,Smartphone Screen,2.17,126.4,Construction Zone,Safe Smooth Handover
MB-L3-7082,Smartphone Screen,2.32,103.5,Clear Weather,Safe Smooth Handover
MB-L3-7083,Attentive & Forward,1.35,126.6,Clear Weather,Safe Smooth Handover
MB-L3-7084,Attentive & Forward,1.18,72.8,Clear Weather,Safe Smooth Handover
MB-L3-7085,Attentive & Forward,1.74,118.1,Clear Weather,Safe Smooth Handover
MB-L3-7086,Attentive & Forward,1.77,85.3,Clear Weather,Safe Smooth Handover
MB-L3-7087,Attentive & Forward,1.49,73.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7088,Drowsy / Eyelid Blink,4.08,67.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7089,Attentive & Forward,1.37,79.4,Clear Weather,Safe Smooth Handover
MB-L3-7090,Attentive & Forward,1.22,128.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7091,Attentive & Forward,1.45,109.5,Clear Weather,Safe Smooth Handover
MB-L3-7092,Smartphone Screen,3.03,73.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7093,Attentive & Forward,1.45,41.7,Clear Weather,Safe Smooth Handover
MB-L3-7094,Drowsy / Eyelid Blink,4.3,92.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7095,Attentive & Forward,1.19,45.9,Clear Weather,Safe Smooth Handover
MB-L3-7096,Attentive & Forward,1.35,95.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7097,Looking at Passenger,3.18,40.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7098,Smartphone Screen,2.2,77.7,Clear Weather,Safe Smooth Handover
MB-L3-7099,Smartphone Screen,2.22,75.7,Construction Zone,Safe Smooth Handover
MB-L3-7100,Attentive & Forward,1.77,46.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7101,Attentive & Forward,1.4,55.8,Clear Weather,Safe Smooth Handover
MB-L3-7102,Attentive & Forward,1.28,42.1,Clear Weather,Safe Smooth Handover
MB-L3-7103,Attentive & Forward,1.39,65.7,Clear Weather,Safe Smooth Handover
MB-L3-7104,Attentive & Forward,1.26,51.3,Clear Weather,Safe Smooth Handover
MB-L3-7105,Attentive & Forward,1.63,53.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7106,Smartphone Screen,3.35,45.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7107,Attentive & Forward,1.82,118.4,Clear Weather,Safe Smooth Handover
MB-L3-7108,Attentive & Forward,1.39,91.5,Construction Zone,Safe Smooth Handover
MB-L3-7109,Attentive & Forward,1.69,98.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7110,Smartphone Screen,3.2,95.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7111,Smartphone Screen,2.77,106.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7112,Attentive & Forward,0.95,42.9,Clear Weather,Safe Smooth Handover
MB-L3-7113,Attentive & Forward,1.21,90.9,Clear Weather,Safe Smooth Handover
MB-L3-7114,Attentive & Forward,1.73,122.2,Clear Weather,Safe Smooth Handover
MB-L3-7115,Attentive & Forward,1.52,58.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7116,Attentive & Forward,1.7,102.9,Clear Weather,Safe Smooth Handover
MB-L3-7117,Attentive & Forward,1.47,110.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7118,Attentive & Forward,1.66,74.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7119,Attentive & Forward,1.3,70.8,Clear Weather,Safe Smooth Handover
MB-L3-7120,Drowsy / Eyelid Blink,3.74,87.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7121,Looking at Passenger,2.37,94.3,Clear Weather,Safe Smooth Handover
MB-L3-7122,Drowsy / Eyelid Blink,3.71,60.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7123,Attentive & Forward,1.75,43.4,Clear Weather,Safe Smooth Handover
MB-L3-7124,Attentive & Forward,1.55,117.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7125,Rear Seat Mirror,1.76,98.5,Clear Weather,Safe Smooth Handover
MB-L3-7126,Attentive & Forward,1.6,68.8,Clear Weather,Safe Smooth Handover
MB-L3-7127,Drowsy / Eyelid Blink,3.73,124.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7128,Looking at Passenger,2.91,57.8,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7129,Attentive & Forward,1.6,120.0,Clear Weather,Safe Smooth Handover
MB-L3-7130,Attentive & Forward,1.46,88.8,Clear Weather,Safe Smooth Handover
MB-L3-7131,Attentive & Forward,1.4,74.2,Clear Weather,Safe Smooth Handover
MB-L3-7132,Attentive & Forward,1.14,126.7,Clear Weather,Safe Smooth Handover
MB-L3-7133,Attentive & Forward,1.71,107.6,Clear Weather,Safe Smooth Handover
MB-L3-7134,Looking at Passenger,2.52,78.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7135,Drowsy / Eyelid Blink,2.75,99.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7136,Drowsy / Eyelid Blink,4.63,67.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7137,Attentive & Forward,1.5,107.7,Clear Weather,Safe Smooth Handover
MB-L3-7138,Smartphone Screen,3.06,126.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7139,Attentive & Forward,1.21,95.1,Clear Weather,Safe Smooth Handover
MB-L3-7140,Attentive & Forward,1.57,55.2,Clear Weather,Safe Smooth Handover
MB-L3-7141,Smartphone Screen,3.06,68.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7142,Looking at Passenger,2.31,113.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7143,Attentive & Forward,1.64,82.9,Clear Weather,Safe Smooth Handover
MB-L3-7144,Attentive & Forward,1.52,108.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7145,Attentive & Forward,1.74,88.2,Clear Weather,Safe Smooth Handover
MB-L3-7146,Attentive & Forward,1.41,85.8,Clear Weather,Safe Smooth Handover
MB-L3-7147,Drowsy / Eyelid Blink,3.6,122.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7148,Drowsy / Eyelid Blink,3.76,99.2,Construction Zone,Escalated Visual/Audio Alert
MB-L3-7149,Attentive & Forward,1.23,92.2,Clear Weather,Safe Smooth Handover
MB-L3-7150,Attentive & Forward,1.41,120.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7151,Smartphone Screen,2.54,67.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7152,Smartphone Screen,2.61,74.8,Construction Zone,Escalated Visual/Audio Alert
MB-L3-7153,Drowsy / Eyelid Blink,2.18,116.8,Clear Weather,Safe Smooth Handover
MB-L3-7154,Attentive & Forward,1.53,57.3,Clear Weather,Safe Smooth Handover
MB-L3-7155,Attentive & Forward,1.68,46.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7156,Smartphone Screen,1.93,85.1,Clear Weather,Safe Smooth Handover
MB-L3-7157,Attentive & Forward,1.5,68.1,Clear Weather,Safe Smooth Handover
MB-L3-7158,Attentive & Forward,1.21,85.3,Clear Weather,Safe Smooth Handover
MB-L3-7159,Smartphone Screen,2.28,91.0,Clear Weather,Safe Smooth Handover
MB-L3-7160,Attentive & Forward,1.15,100.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7161,Looking at Passenger,2.55,71.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7162,Attentive & Forward,1.18,49.5,Construction Zone,Safe Smooth Handover
MB-L3-7163,Attentive & Forward,1.47,102.2,Clear Weather,Safe Smooth Handover
MB-L3-7164,Rear Seat Mirror,2.43,128.8,Clear Weather,Safe Smooth Handover
MB-L3-7165,Looking at Passenger,2.34,69.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7166,Attentive & Forward,1.4,92.8,Clear Weather,Safe Smooth Handover
MB-L3-7167,Attentive & Forward,1.47,73.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7168,Attentive & Forward,1.46,118.8,Clear Weather,Safe Smooth Handover
MB-L3-7169,Smartphone Screen,2.13,41.2,Clear Weather,Safe Smooth Handover
MB-L3-7170,Attentive & Forward,1.53,95.3,Clear Weather,Safe Smooth Handover
MB-L3-7171,Attentive & Forward,1.19,50.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7172,Smartphone Screen,3.14,64.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7173,Smartphone Screen,2.47,102.2,Clear Weather,Safe Smooth Handover
MB-L3-7174,Attentive & Forward,1.47,85.8,Clear Weather,Safe Smooth Handover
MB-L3-7175,Attentive & Forward,1.46,40.8,Clear Weather,Safe Smooth Handover
MB-L3-7176,Rear Seat Mirror,1.61,112.7,Clear Weather,Safe Smooth Handover
MB-L3-7177,Smartphone Screen,2.58,64.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7178,Drowsy / Eyelid Blink,3.26,91.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7179,Attentive & Forward,1.55,73.7,Clear Weather,Safe Smooth Handover
MB-L3-7180,Drowsy / Eyelid Blink,3.48,96.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7181,Rear Seat Mirror,2.35,89.8,Clear Weather,Safe Smooth Handover
MB-L3-7182,Attentive & Forward,1.5,97.0,Clear Weather,Safe Smooth Handover
MB-L3-7183,Looking at Passenger,2.56,123.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7184,Smartphone Screen,3.15,93.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7185,Attentive & Forward,1.57,62.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7186,Attentive & Forward,1.33,94.3,Clear Weather,Safe Smooth Handover
MB-L3-7187,Attentive & Forward,1.58,47.0,Clear Weather,Safe Smooth Handover
MB-L3-7188,Attentive & Forward,1.47,69.6,Construction Zone,Safe Smooth Handover
MB-L3-7189,Attentive & Forward,1.29,75.5,Clear Weather,Safe Smooth Handover
MB-L3-7190,Attentive & Forward,1.69,127.9,Clear Weather,Safe Smooth Handover
MB-L3-7191,Attentive & Forward,1.24,121.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7192,Attentive & Forward,1.36,88.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7193,Looking at Passenger,2.82,87.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7194,Smartphone Screen,2.75,87.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7195,Rear Seat Mirror,1.41,87.4,Clear Weather,Safe Smooth Handover
MB-L3-7196,Drowsy / Eyelid Blink,3.69,124.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7197,Attentive & Forward,1.56,41.1,Construction Zone,Safe Smooth Handover
MB-L3-7198,Attentive & Forward,1.68,106.2,Clear Weather,Safe Smooth Handover
MB-L3-7199,Attentive & Forward,1.7,126.3,Clear Weather,Safe Smooth Handover
MB-L3-7200,Drowsy / Eyelid Blink,3.97,99.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7201,Smartphone Screen,2.7,87.8,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7202,Attentive & Forward,1.52,64.3,Clear Weather,Safe Smooth Handover
MB-L3-7203,Smartphone Screen,2.77,42.8,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7204,Attentive & Forward,1.31,103.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7205,Attentive & Forward,1.15,45.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7206,Looking at Passenger,2.8,119.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7207,Attentive & Forward,1.34,88.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7208,Smartphone Screen,2.31,97.8,Clear Weather,Safe Smooth Handover
MB-L3-7209,Attentive & Forward,1.51,64.4,Construction Zone,Safe Smooth Handover
MB-L3-7210,Attentive & Forward,1.54,73.0,Clear Weather,Safe Smooth Handover
MB-L3-7211,Attentive & Forward,1.77,99.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7212,Attentive & Forward,1.31,92.4,Clear Weather,Safe Smooth Handover
MB-L3-7213,Attentive & Forward,1.71,70.6,Construction Zone,Safe Smooth Handover
MB-L3-7214,Attentive & Forward,1.82,112.4,Clear Weather,Safe Smooth Handover
MB-L3-7215,Smartphone Screen,2.17,111.9,Clear Weather,Safe Smooth Handover
MB-L3-7216,Attentive & Forward,1.43,49.4,Construction Zone,Safe Smooth Handover
MB-L3-7217,Looking at Passenger,2.81,108.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7218,Looking at Passenger,3.04,127.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7219,Drowsy / Eyelid Blink,3.03,111.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7220,Smartphone Screen,2.84,61.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7221,Drowsy / Eyelid Blink,3.9,114.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7222,Attentive & Forward,1.62,59.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7223,Smartphone Screen,2.58,57.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7224,Drowsy / Eyelid Blink,3.27,41.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7225,Rear Seat Mirror,2.45,105.2,Clear Weather,Safe Smooth Handover
MB-L3-7226,Smartphone Screen,2.39,65.7,Clear Weather,Safe Smooth Handover
MB-L3-7227,Attentive & Forward,1.25,115.0,Clear Weather,Safe Smooth Handover
MB-L3-7228,Smartphone Screen,2.66,51.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7229,Drowsy / Eyelid Blink,4.27,129.3,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-7230,Smartphone Screen,2.57,117.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-7231,Smartphone Screen,2.62,114.5,Construction Zone,Escalated Visual/Audio Alert
MB-L3-7232,Attentive & Forward,1.43,81.1,Clear Weather,Safe Smooth Handover
MB-L3-7233,Attentive & Forward,1.23,77.0,Clear Weather,Safe Smooth Handover
MB-L3-7234,Attentive & Forward,1.51,75.9,Clear Weather,Safe Smooth Handover
MB-L3-7235,Attentive & Forward,1.15,119.7,Clear Weather,Safe Smooth Handover
MB-L3-7236,Attentive & Forward,1.32,62.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7237,Attentive & Forward,1.38,41.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-7238,Attentive & Forward,1.56,121.2,Construction Zone,Safe Smooth Handover
MB-L3-7239,Attentive & Forward,1.36,60.7,Clear Weather,Safe Smooth Handover
MB-L3-7240,Attentive & Forward,1.45,106.3,Clear Weather,Safe Smooth Handover
MB-L3-7241,Smartphone Screen,1.87,62.1,Clear Weather,Safe Smooth Handover
MB-L3-7242,Attentive & Forward,1.08,121.1,Clear Weather,Safe Smooth Handover
MB-L3-7243,Attentive & Forward,1.33,66.3,Clear Weather,Safe Smooth Handover
MB-L3-7244,Attentive & Forward,1.37,51.3,Clear Weather,Safe Smooth Handover
