Charging_Session_ID,Ambient_Temp_C,Fast_Charge_C_Rate,Starting_SoC_pct,Anode_Overvoltage_mV,Charge_Duration_min,Plating_Safety_Status
VW-MEB-1919,3.2,0.87,23.5,-71.2,65.0,High Risk (Lithium Plating)
VW-MEB-1920,-1.6,0.97,28.1,-79.7,65.0,High Risk (Lithium Plating)
VW-MEB-1921,7.8,2.87,21.6,-118.8,23.6,High Risk (Lithium Plating)
VW-MEB-1922,-6.1,3.1,41.5,-156.9,14.0,High Risk (Lithium Plating)
VW-MEB-1923,12.8,2.37,35.8,-99.0,20.6,High Risk (Lithium Plating)
VW-MEB-1924,4.7,1.53,19.9,-73.3,51.0,High Risk (Lithium Plating)
VW-MEB-1925,35.0,1.9,43.3,-42.3,27.2,High Risk (Lithium Plating)
VW-MEB-1926,10.8,1.03,21.4,-58.9,65.0,High Risk (Lithium Plating)
VW-MEB-1927,-5.2,1.48,20.8,-96.4,53.5,High Risk (Lithium Plating)
VW-MEB-1928,29.2,1.75,43.8,-47.8,26.3,High Risk (Lithium Plating)
VW-MEB-1929,18.5,2.84,24.4,-94.3,25.4,High Risk (Lithium Plating)
VW-MEB-1930,-10.0,2.55,34.0,-143.3,22.3,High Risk (Lithium Plating)
VW-MEB-1931,7.0,2.73,13.8,-109.5,27.6,High Risk (Lithium Plating)
VW-MEB-1932,35.0,1.13,7.9,-15.3,65.0,High Risk (Lithium Plating)
VW-MEB-1933,-0.9,0.91,8.9,-69.0,65.0,High Risk (Lithium Plating)
VW-MEB-1934,31.7,2.49,35.6,-66.9,20.8,High Risk (Lithium Plating)
VW-MEB-1935,16.1,1.81,20.5,-66.7,42.1,High Risk (Lithium Plating)
VW-MEB-1936,17.6,1.09,28.9,-48.3,58.6,High Risk (Lithium Plating)
VW-MEB-1937,26.1,3.08,16.2,-87.9,20.8,High Risk (Lithium Plating)
VW-MEB-1938,-4.7,2.85,6.9,-136.4,30.5,High Risk (Lithium Plating)
VW-MEB-1939,13.8,1.66,40.0,-74.7,25.9,High Risk (Lithium Plating)
VW-MEB-1940,34.4,1.36,7.4,-13.5,63.6,High Risk (Lithium Plating)
VW-MEB-1941,25.3,2.11,28.2,-65.7,30.0,High Risk (Lithium Plating)
VW-MEB-1942,29.1,3.16,14.1,-76.9,21.8,High Risk (Lithium Plating)
VW-MEB-1943,23.1,1.15,25.0,-39.0,59.5,High Risk (Lithium Plating)
VW-MEB-1944,16.6,2.97,5.2,-94.2,29.9,High Risk (Lithium Plating)
VW-MEB-1945,-8.8,1.47,42.4,-116.2,31.6,High Risk (Lithium Plating)
VW-MEB-1946,24.1,1.58,23.4,-49.4,45.0,High Risk (Lithium Plating)
VW-MEB-1947,0.6,2.66,32.2,-130.7,25.3,High Risk (Lithium Plating)
VW-MEB-1948,-8.9,0.84,12.8,-82.4,65.0,High Risk (Lithium Plating)
VW-MEB-1949,-3.6,2.29,14.1,-113.8,37.6,High Risk (Lithium Plating)
VW-MEB-1950,17.3,2.94,29.3,-104.4,23.5,High Risk (Lithium Plating)
VW-MEB-1951,-6.7,1.66,35.3,-112.5,32.2,High Risk (Lithium Plating)
VW-MEB-1952,8.1,2.4,10.6,-105.1,36.3,High Risk (Lithium Plating)
VW-MEB-1953,21.7,1.57,12.3,-45.1,56.2,High Risk (Lithium Plating)
VW-MEB-1954,-5.5,2.76,7.5,-129.9,32.9,High Risk (Lithium Plating)
VW-MEB-1955,20.5,1.62,39.3,-67.3,26.9,High Risk (Lithium Plating)
VW-MEB-1956,13.1,2.25,9.5,-87.2,36.6,High Risk (Lithium Plating)
VW-MEB-1957,13.6,2.52,9.9,-81.6,34.2,High Risk (Lithium Plating)
VW-MEB-1958,-0.3,1.0,22.3,-71.3,65.0,High Risk (Lithium Plating)
VW-MEB-1959,33.5,2.13,19.5,-50.5,36.0,High Risk (Lithium Plating)
VW-MEB-1960,9.5,0.93,30.3,-63.1,65.0,High Risk (Lithium Plating)
VW-MEB-1961,30.4,1.5,40.6,-45.4,31.8,High Risk (Lithium Plating)
VW-MEB-1962,-7.2,1.61,38.7,-108.3,33.4,High Risk (Lithium Plating)
VW-MEB-1963,32.5,2.9,34.5,-78.5,20.9,High Risk (Lithium Plating)
VW-MEB-1964,0.5,2.12,25.7,-107.8,31.8,High Risk (Lithium Plating)
VW-MEB-1965,32.6,2.72,23.3,-70.4,25.8,High Risk (Lithium Plating)
VW-MEB-1966,-8.9,2.64,42.4,-149.7,18.0,High Risk (Lithium Plating)
VW-MEB-1967,9.4,2.59,8.1,-98.2,37.6,High Risk (Lithium Plating)
VW-MEB-1968,12.9,2.86,38.0,-105.2,18.8,High Risk (Lithium Plating)
VW-MEB-1969,-5.8,2.7,20.4,-144.2,27.7,High Risk (Lithium Plating)
VW-MEB-1970,34.5,2.89,32.3,-72.1,21.6,High Risk (Lithium Plating)
VW-MEB-1971,-8.9,2.53,36.4,-142.1,20.5,High Risk (Lithium Plating)
VW-MEB-1972,3.9,1.26,19.4,-79.7,56.7,High Risk (Lithium Plating)
VW-MEB-1973,-4.5,2.64,37.2,-138.2,19.1,High Risk (Lithium Plating)
VW-MEB-1974,25.5,1.32,7.7,-41.7,65.0,High Risk (Lithium Plating)
VW-MEB-1975,1.1,0.87,10.9,-67.3,65.0,High Risk (Lithium Plating)
VW-MEB-1976,7.7,2.73,23.4,-112.6,26.7,High Risk (Lithium Plating)
VW-MEB-1977,27.2,2.77,10.5,-71.0,28.7,High Risk (Lithium Plating)
VW-MEB-1978,16.8,1.14,6.8,-41.2,65.0,High Risk (Lithium Plating)
VW-MEB-1979,25.5,1.46,8.5,-44.8,59.5,High Risk (Lithium Plating)
VW-MEB-1980,20.5,1.75,7.5,-44.2,52.2,High Risk (Lithium Plating)
VW-MEB-1981,21.7,1.88,9.8,-61.7,50.4,High Risk (Lithium Plating)
VW-MEB-1982,-1.0,2.27,19.6,-115.9,35.6,High Risk (Lithium Plating)
VW-MEB-1983,31.2,0.91,42.1,-26.8,52.3,High Risk (Lithium Plating)
VW-MEB-1984,32.7,2.72,14.1,-65.0,32.1,High Risk (Lithium Plating)
VW-MEB-1985,-5.6,1.48,20.0,-104.8,45.7,High Risk (Lithium Plating)
VW-MEB-1986,14.6,2.1,32.5,-91.4,28.7,High Risk (Lithium Plating)
VW-MEB-1987,-9.9,2.65,25.8,-142.8,25.0,High Risk (Lithium Plating)
VW-MEB-1988,-0.1,1.21,43.5,-94.6,35.7,High Risk (Lithium Plating)
VW-MEB-1989,32.2,2.12,30.7,-49.3,26.6,High Risk (Lithium Plating)
VW-MEB-1990,29.8,1.26,12.2,-28.8,65.0,High Risk (Lithium Plating)
VW-MEB-1991,32.2,1.48,25.9,-37.5,43.7,High Risk (Lithium Plating)
VW-MEB-1992,23.5,1.29,41.3,-53.2,40.8,High Risk (Lithium Plating)
VW-MEB-1993,28.5,1.92,21.3,-56.3,39.8,High Risk (Lithium Plating)
VW-MEB-1994,10.7,1.01,20.5,-58.8,65.0,High Risk (Lithium Plating)
VW-MEB-1995,18.2,1.43,32.6,-55.5,42.0,High Risk (Lithium Plating)
VW-MEB-1996,15.1,1.09,7.3,-39.1,65.0,High Risk (Lithium Plating)
VW-MEB-1997,-1.7,0.88,20.5,-73.8,65.0,High Risk (Lithium Plating)
VW-MEB-1998,13.7,1.22,16.2,-59.2,64.1,High Risk (Lithium Plating)
VW-MEB-1999,-8.4,3.1,23.5,-145.4,22.9,High Risk (Lithium Plating)
VW-MEB-2000,3.1,2.64,15.3,-122.2,32.9,High Risk (Lithium Plating)
VW-MEB-2001,12.8,1.01,11.7,-47.4,65.0,High Risk (Lithium Plating)
VW-MEB-2002,32.2,1.11,15.5,-21.6,65.0,High Risk (Lithium Plating)
VW-MEB-2003,27.2,3.16,31.7,-92.6,19.6,High Risk (Lithium Plating)
VW-MEB-2004,27.1,2.53,36.9,-80.6,23.0,High Risk (Lithium Plating)
VW-MEB-2005,10.0,1.45,43.6,-79.3,31.5,High Risk (Lithium Plating)
VW-MEB-2006,3.5,2.93,26.1,-120.2,23.8,High Risk (Lithium Plating)
VW-MEB-2007,-4.1,2.38,6.0,-115.0,37.1,High Risk (Lithium Plating)
VW-MEB-2008,18.4,1.38,25.6,-45.6,50.3,High Risk (Lithium Plating)
VW-MEB-2009,16.1,2.83,35.6,-102.9,20.3,High Risk (Lithium Plating)
VW-MEB-2010,8.2,1.41,41.7,-81.6,36.4,High Risk (Lithium Plating)
VW-MEB-2011,4.3,1.37,24.7,-73.1,47.7,High Risk (Lithium Plating)
VW-MEB-2012,33.9,0.84,23.4,-6.3,65.0,High Risk (Lithium Plating)
VW-MEB-2013,17.6,1.97,24.4,-74.2,34.4,High Risk (Lithium Plating)
VW-MEB-2014,27.7,2.11,7.4,-51.9,42.2,High Risk (Lithium Plating)
VW-MEB-2015,9.3,1.6,36.3,-85.5,36.5,High Risk (Lithium Plating)
VW-MEB-2016,-2.7,1.2,40.1,-102.2,40.0,High Risk (Lithium Plating)
VW-MEB-2017,-3.5,1.55,41.0,-105.8,29.2,High Risk (Lithium Plating)
VW-MEB-2018,21.9,2.35,41.3,-79.4,22.3,High Risk (Lithium Plating)
VW-MEB-2019,19.6,1.67,10.8,-56.2,53.0,High Risk (Lithium Plating)
VW-MEB-2020,16.4,1.23,17.3,-53.5,62.7,High Risk (Lithium Plating)
VW-MEB-2021,18.8,0.82,8.3,-32.7,65.0,High Risk (Lithium Plating)
VW-MEB-2022,26.6,1.76,14.8,-45.4,49.3,High Risk (Lithium Plating)
VW-MEB-2023,29.1,1.01,37.0,-33.5,53.2,High Risk (Lithium Plating)
VW-MEB-2024,-9.4,2.69,22.6,-140.2,27.1,High Risk (Lithium Plating)
VW-MEB-2025,-5.6,0.84,12.8,-86.1,65.0,High Risk (Lithium Plating)
VW-MEB-2026,30.6,2.01,12.6,-45.1,41.6,High Risk (Lithium Plating)
VW-MEB-2027,17.3,0.81,35.6,-35.5,65.0,High Risk (Lithium Plating)
VW-MEB-2028,6.8,1.72,44.1,-94.6,28.5,High Risk (Lithium Plating)
VW-MEB-2029,11.1,2.54,7.9,-92.6,35.0,High Risk (Lithium Plating)
VW-MEB-2030,34.2,2.03,20.0,-46.6,35.4,High Risk (Lithium Plating)
VW-MEB-2031,32.7,2.12,35.1,-54.0,25.4,High Risk (Lithium Plating)
VW-MEB-2032,11.5,2.01,40.2,-96.9,29.4,High Risk (Lithium Plating)
VW-MEB-2033,32.4,1.42,30.9,-38.7,39.8,High Risk (Lithium Plating)
VW-MEB-2034,18.0,1.63,33.0,-70.1,34.7,High Risk (Lithium Plating)
VW-MEB-2035,29.7,1.87,31.6,-56.0,29.7,High Risk (Lithium Plating)
VW-MEB-2036,29.7,2.82,34.9,-77.0,21.2,High Risk (Lithium Plating)
VW-MEB-2037,0.4,1.93,10.4,-98.6,46.8,High Risk (Lithium Plating)
VW-MEB-2038,1.9,1.23,13.5,-68.1,65.0,High Risk (Lithium Plating)
VW-MEB-2039,-4.3,1.25,38.4,-94.9,41.8,High Risk (Lithium Plating)
VW-MEB-2040,24.9,1.52,8.2,-43.7,62.0,High Risk (Lithium Plating)
VW-MEB-2041,18.5,2.67,34.5,-95.5,20.5,High Risk (Lithium Plating)
VW-MEB-2042,9.0,3.12,24.9,-121.7,21.7,High Risk (Lithium Plating)
VW-MEB-2043,3.1,1.72,35.3,-92.7,33.7,High Risk (Lithium Plating)
VW-MEB-2044,2.1,1.14,34.2,-84.9,52.6,High Risk (Lithium Plating)
VW-MEB-2045,-5.2,1.8,28.5,-105.1,33.9,High Risk (Lithium Plating)
VW-MEB-2046,13.4,3.03,13.3,-103.1,27.9,High Risk (Lithium Plating)
VW-MEB-2047,-5.8,3.07,11.1,-136.3,27.7,High Risk (Lithium Plating)
VW-MEB-2048,8.8,1.43,20.9,-69.5,49.4,High Risk (Lithium Plating)
VW-MEB-2049,-2.3,1.38,23.6,-88.4,50.0,High Risk (Lithium Plating)
VW-MEB-2050,-7.1,1.14,6.0,-76.1,65.0,High Risk (Lithium Plating)
VW-MEB-2051,19.7,1.29,29.0,-55.2,51.5,High Risk (Lithium Plating)
VW-MEB-2052,-8.6,2.54,6.3,-120.7,35.5,High Risk (Lithium Plating)
VW-MEB-2053,8.1,1.52,16.6,-67.5,53.0,High Risk (Lithium Plating)
VW-MEB-2054,22.7,3.05,25.4,-93.8,21.8,High Risk (Lithium Plating)
VW-MEB-2055,-5.4,2.78,44.0,-149.6,14.8,High Risk (Lithium Plating)
VW-MEB-2056,32.6,1.11,37.3,-34.2,48.5,High Risk (Lithium Plating)
VW-MEB-2057,18.7,1.99,40.2,-80.1,19.5,High Risk (Lithium Plating)
VW-MEB-2058,-6.2,3.15,28.0,-152.6,25.0,High Risk (Lithium Plating)
VW-MEB-2059,2.7,1.73,17.7,-90.7,42.7,High Risk (Lithium Plating)
VW-MEB-2060,-9.2,0.92,43.3,-105.4,51.2,High Risk (Lithium Plating)
VW-MEB-2061,6.1,1.88,40.9,-103.2,25.3,High Risk (Lithium Plating)
VW-MEB-2062,33.0,2.64,39.9,-76.7,17.2,High Risk (Lithium Plating)
VW-MEB-2063,12.8,2.9,37.9,-118.1,17.1,High Risk (Lithium Plating)
VW-MEB-2064,28.8,1.85,15.4,-45.0,41.8,High Risk (Lithium Plating)
VW-MEB-2065,2.3,1.52,14.7,-85.7,53.1,High Risk (Lithium Plating)
VW-MEB-2066,34.9,2.69,16.7,-60.1,30.8,High Risk (Lithium Plating)
VW-MEB-2067,3.5,1.45,11.5,-76.6,60.3,High Risk (Lithium Plating)
VW-MEB-2068,4.2,2.39,44.7,-112.5,20.1,High Risk (Lithium Plating)
VW-MEB-2069,4.8,1.69,17.3,-89.4,42.0,High Risk (Lithium Plating)
VW-MEB-2070,10.4,1.3,19.8,-57.3,57.7,High Risk (Lithium Plating)
VW-MEB-2071,18.0,2.66,26.4,-95.5,22.3,High Risk (Lithium Plating)
VW-MEB-2072,16.4,0.93,39.0,-63.7,52.1,High Risk (Lithium Plating)
VW-MEB-2073,29.3,2.18,8.6,-57.8,41.1,High Risk (Lithium Plating)
VW-MEB-2074,4.2,1.48,19.2,-80.1,53.5,High Risk (Lithium Plating)
VW-MEB-2075,13.4,1.38,19.8,-65.6,55.5,High Risk (Lithium Plating)
VW-MEB-2076,-5.4,1.77,9.3,-103.5,49.1,High Risk (Lithium Plating)
VW-MEB-2077,9.2,1.03,25.5,-59.1,65.0,High Risk (Lithium Plating)
VW-MEB-2078,26.1,1.54,16.5,-40.2,50.0,High Risk (Lithium Plating)
VW-MEB-2079,32.4,3.1,19.1,-74.0,24.5,High Risk (Lithium Plating)
VW-MEB-2080,15.7,1.69,28.5,-74.8,41.9,High Risk (Lithium Plating)
VW-MEB-2081,-5.8,3.0,5.7,-139.0,27.5,High Risk (Lithium Plating)
VW-MEB-2082,7.0,2.56,7.8,-106.9,35.2,High Risk (Lithium Plating)
VW-MEB-2083,1.2,1.83,29.5,-104.5,37.8,High Risk (Lithium Plating)
VW-MEB-2084,-2.9,1.69,9.5,-101.7,50.8,High Risk (Lithium Plating)
VW-MEB-2085,19.1,0.86,36.8,-39.4,64.5,High Risk (Lithium Plating)
VW-MEB-2086,3.4,1.49,41.9,-98.4,29.4,High Risk (Lithium Plating)
VW-MEB-2087,5.6,1.35,21.0,-83.6,55.9,High Risk (Lithium Plating)
VW-MEB-2088,-7.5,2.62,34.5,-139.2,21.9,High Risk (Lithium Plating)
VW-MEB-2089,-4.0,1.33,6.7,-89.8,65.0,High Risk (Lithium Plating)
VW-MEB-2090,8.4,0.97,7.8,-60.5,65.0,High Risk (Lithium Plating)
VW-MEB-2091,5.0,2.44,7.6,-101.0,35.6,High Risk (Lithium Plating)
VW-MEB-2092,4.9,2.15,28.1,-102.9,31.8,High Risk (Lithium Plating)
VW-MEB-2093,15.0,1.49,39.5,-68.9,31.3,High Risk (Lithium Plating)
VW-MEB-2094,-2.7,2.54,20.4,-119.6,29.4,High Risk (Lithium Plating)
VW-MEB-2095,29.5,1.05,22.9,-14.0,65.0,High Risk (Lithium Plating)
VW-MEB-2096,0.2,2.89,37.9,-144.2,16.8,High Risk (Lithium Plating)
VW-MEB-2097,2.7,2.89,10.5,-118.5,29.0,High Risk (Lithium Plating)
VW-MEB-2098,6.2,1.31,22.6,-70.5,56.0,High Risk (Lithium Plating)
VW-MEB-2099,17.5,2.67,10.0,-85.1,31.6,High Risk (Lithium Plating)
VW-MEB-2100,-6.4,1.85,10.6,-108.0,49.3,High Risk (Lithium Plating)
VW-MEB-2101,31.9,1.32,7.5,-26.3,65.0,High Risk (Lithium Plating)
VW-MEB-2102,30.3,2.74,10.7,-72.0,33.0,High Risk (Lithium Plating)
VW-MEB-2103,6.2,1.43,40.5,-81.7,35.2,High Risk (Lithium Plating)
VW-MEB-2104,17.5,2.94,14.2,-97.8,29.1,High Risk (Lithium Plating)
VW-MEB-2105,6.9,1.74,41.7,-92.1,25.1,High Risk (Lithium Plating)
VW-MEB-2106,20.2,2.63,21.9,-80.6,28.8,High Risk (Lithium Plating)
VW-MEB-2107,24.3,1.39,37.6,-54.7,42.3,High Risk (Lithium Plating)
VW-MEB-2108,22.6,0.83,37.3,-31.9,64.2,High Risk (Lithium Plating)
VW-MEB-2109,22.4,1.7,34.4,-67.6,34.0,High Risk (Lithium Plating)
VW-MEB-2110,33.4,2.51,42.6,-67.1,17.9,High Risk (Lithium Plating)
VW-MEB-2111,-7.6,2.73,12.8,-134.2,34.8,High Risk (Lithium Plating)
VW-MEB-2112,33.7,2.55,20.6,-62.0,27.9,High Risk (Lithium Plating)
VW-MEB-2113,6.0,1.11,44.4,-80.1,38.7,High Risk (Lithium Plating)
VW-MEB-2114,-1.1,2.94,19.8,-131.0,26.3,High Risk (Lithium Plating)
VW-MEB-2115,-1.1,2.37,34.7,-116.3,21.9,High Risk (Lithium Plating)
VW-MEB-2116,24.0,2.54,44.3,-82.3,19.7,High Risk (Lithium Plating)
VW-MEB-2117,32.2,2.68,26.6,-73.3,25.2,High Risk (Lithium Plating)
VW-MEB-2118,13.4,1.55,35.7,-70.0,33.4,High Risk (Lithium Plating)
VW-MEB-2119,31.0,2.51,9.0,-60.3,33.0,High Risk (Lithium Plating)
VW-MEB-2120,17.9,2.41,30.3,-83.0,24.5,High Risk (Lithium Plating)
VW-MEB-2121,27.4,1.3,33.9,-40.7,42.8,High Risk (Lithium Plating)
VW-MEB-2122,19.8,0.97,30.8,-39.0,61.9,High Risk (Lithium Plating)
VW-MEB-2123,-6.8,1.47,28.1,-105.0,42.4,High Risk (Lithium Plating)
VW-MEB-2124,-1.9,3.14,41.7,-141.2,14.0,High Risk (Lithium Plating)
VW-MEB-2125,15.5,1.4,42.7,-69.5,35.1,High Risk (Lithium Plating)
VW-MEB-2126,18.9,2.38,6.6,-72.0,40.1,High Risk (Lithium Plating)
VW-MEB-2127,-6.5,1.61,29.1,-103.3,36.4,High Risk (Lithium Plating)
VW-MEB-2128,14.1,1.62,23.8,-76.9,45.8,High Risk (Lithium Plating)
VW-MEB-2129,10.4,2.83,34.3,-107.6,20.9,High Risk (Lithium Plating)
VW-MEB-2130,1.8,2.36,20.7,-118.9,31.0,High Risk (Lithium Plating)
VW-MEB-2131,-8.7,1.11,44.6,-101.5,39.3,High Risk (Lithium Plating)
VW-MEB-2132,2.6,2.82,22.3,-120.9,27.7,High Risk (Lithium Plating)
VW-MEB-2133,2.1,1.74,35.4,-102.5,33.2,High Risk (Lithium Plating)
VW-MEB-2134,29.1,2.26,43.5,-69.9,21.2,High Risk (Lithium Plating)
VW-MEB-2135,-8.4,1.96,21.0,-117.5,34.2,High Risk (Lithium Plating)
VW-MEB-2136,26.8,1.58,42.2,-51.6,31.5,High Risk (Lithium Plating)
VW-MEB-2137,3.6,2.78,40.2,-126.8,15.0,High Risk (Lithium Plating)
VW-MEB-2138,12.4,2.6,32.2,-102.6,22.6,High Risk (Lithium Plating)
VW-MEB-2139,5.3,2.9,11.6,-116.1,31.0,High Risk (Lithium Plating)
VW-MEB-2140,16.4,2.96,27.0,-97.0,23.8,High Risk (Lithium Plating)
VW-MEB-2141,-4.5,1.34,33.6,-97.8,37.1,High Risk (Lithium Plating)
VW-MEB-2142,3.6,1.94,6.9,-90.5,47.1,High Risk (Lithium Plating)
VW-MEB-2143,15.2,3.05,18.1,-106.1,25.3,High Risk (Lithium Plating)
VW-MEB-2144,-3.3,2.48,20.1,-124.7,31.6,High Risk (Lithium Plating)
VW-MEB-2145,19.5,1.2,8.0,-34.2,65.0,High Risk (Lithium Plating)
VW-MEB-2146,-6.0,2.85,17.8,-141.3,25.9,High Risk (Lithium Plating)
VW-MEB-2147,33.5,2.94,24.6,-71.2,21.9,High Risk (Lithium Plating)
VW-MEB-2148,7.1,1.2,31.7,-68.8,49.8,High Risk (Lithium Plating)
VW-MEB-2149,-8.9,1.43,11.1,-104.4,60.1,High Risk (Lithium Plating)
VW-MEB-2150,11.3,1.05,20.8,-61.7,65.0,High Risk (Lithium Plating)
VW-MEB-2151,26.5,1.78,24.0,-48.6,40.2,High Risk (Lithium Plating)
VW-MEB-2152,-0.9,1.82,40.5,-107.3,25.2,High Risk (Lithium Plating)
VW-MEB-2153,-7.9,2.26,34.6,-130.6,21.8,High Risk (Lithium Plating)
VW-MEB-2154,4.0,1.1,9.4,-70.1,65.0,High Risk (Lithium Plating)
VW-MEB-2155,31.6,2.1,26.2,-51.2,31.4,High Risk (Lithium Plating)
VW-MEB-2156,7.7,2.57,32.6,-107.8,23.1,High Risk (Lithium Plating)
VW-MEB-2157,18.2,1.24,33.2,-62.7,46.9,High Risk (Lithium Plating)
VW-MEB-2158,-5.7,2.04,40.1,-122.8,25.1,High Risk (Lithium Plating)
VW-MEB-2159,16.1,1.4,22.8,-63.5,53.6,High Risk (Lithium Plating)
VW-MEB-2160,31.6,0.86,18.0,-11.5,65.0,High Risk (Lithium Plating)
VW-MEB-2161,0.6,1.12,41.0,-78.9,41.6,High Risk (Lithium Plating)
VW-MEB-2162,20.0,2.41,43.2,-96.5,21.2,High Risk (Lithium Plating)
VW-MEB-2163,22.5,3.03,30.9,-97.1,21.1,High Risk (Lithium Plating)
VW-MEB-2164,6.8,2.77,6.1,-105.9,36.4,High Risk (Lithium Plating)
VW-MEB-2165,0.5,2.86,26.4,-127.3,18.2,High Risk (Lithium Plating)
VW-MEB-2166,1.6,2.2,17.1,-101.1,33.5,High Risk (Lithium Plating)
VW-MEB-2167,27.6,1.69,8.3,-34.1,55.6,High Risk (Lithium Plating)
VW-MEB-2168,11.3,1.74,26.5,-86.1,34.4,High Risk (Lithium Plating)
VW-MEB-2169,14.4,1.73,8.9,-70.6,48.7,High Risk (Lithium Plating)
VW-MEB-2170,21.9,2.06,11.4,-56.6,42.8,High Risk (Lithium Plating)
VW-MEB-2171,33.6,1.22,45.0,-25.4,33.0,High Risk (Lithium Plating)
VW-MEB-2172,22.8,3.15,15.7,-93.1,23.9,High Risk (Lithium Plating)
VW-MEB-2173,9.8,2.26,23.4,-98.3,30.4,High Risk (Lithium Plating)
VW-MEB-2174,27.8,2.61,37.4,-84.2,21.5,High Risk (Lithium Plating)
VW-MEB-2175,13.9,2.74,24.6,-98.4,25.6,High Risk (Lithium Plating)
VW-MEB-2176,7.3,0.94,34.6,-60.7,57.4,High Risk (Lithium Plating)
VW-MEB-2177,16.5,2.11,13.9,-71.5,37.4,High Risk (Lithium Plating)
VW-MEB-2178,-5.0,2.29,35.0,-128.3,23.5,High Risk (Lithium Plating)
VW-MEB-2179,2.4,1.34,45.0,-91.6,34.3,High Risk (Lithium Plating)
VW-MEB-2180,29.4,1.74,13.7,-30.7,49.2,High Risk (Lithium Plating)
VW-MEB-2181,29.9,0.86,23.7,-16.7,65.0,High Risk (Lithium Plating)
VW-MEB-2182,18.6,1.18,31.7,-50.4,51.4,High Risk (Lithium Plating)
VW-MEB-2183,34.0,1.31,34.6,-38.6,43.9,High Risk (Lithium Plating)
VW-MEB-2184,20.9,1.42,39.2,-57.9,36.6,High Risk (Lithium Plating)
VW-MEB-2185,31.1,2.34,16.7,-56.6,36.6,High Risk (Lithium Plating)
VW-MEB-2186,23.6,2.02,12.2,-59.9,40.8,High Risk (Lithium Plating)
VW-MEB-2187,-7.2,0.89,41.0,-86.9,54.7,High Risk (Lithium Plating)
VW-MEB-2188,-4.1,2.69,8.2,-127.6,32.7,High Risk (Lithium Plating)
VW-MEB-2189,13.6,2.93,16.1,-107.8,28.2,High Risk (Lithium Plating)
VW-MEB-2190,24.5,1.33,19.6,-38.9,53.2,High Risk (Lithium Plating)
VW-MEB-2191,26.2,2.52,37.0,-70.5,20.6,High Risk (Lithium Plating)
VW-MEB-2192,19.1,2.59,39.6,-97.7,19.5,High Risk (Lithium Plating)
VW-MEB-2193,29.8,1.37,27.2,-36.5,45.5,High Risk (Lithium Plating)
VW-MEB-2194,12.8,2.08,20.6,-86.3,35.7,High Risk (Lithium Plating)
VW-MEB-2195,9.9,2.04,31.5,-94.6,31.0,High Risk (Lithium Plating)
VW-MEB-2196,27.1,1.91,10.4,-57.7,48.2,High Risk (Lithium Plating)
VW-MEB-2197,17.7,1.23,13.3,-45.3,65.0,High Risk (Lithium Plating)
VW-MEB-2198,-5.4,3.14,24.7,-152.7,19.0,High Risk (Lithium Plating)
VW-MEB-2199,2.8,1.38,17.1,-71.5,60.9,High Risk (Lithium Plating)
VW-MEB-2200,-0.1,2.82,13.2,-124.3,30.5,High Risk (Lithium Plating)
VW-MEB-2201,4.1,0.8,8.4,-58.5,65.0,High Risk (Lithium Plating)
VW-MEB-2202,26.5,2.28,19.0,-59.9,33.1,High Risk (Lithium Plating)
VW-MEB-2203,29.7,2.9,27.8,-85.0,17.6,High Risk (Lithium Plating)
VW-MEB-2204,-2.5,2.67,6.1,-123.9,35.8,High Risk (Lithium Plating)
VW-MEB-2205,32.2,1.95,33.1,-46.9,28.6,High Risk (Lithium Plating)
VW-MEB-2206,-3.0,2.13,6.3,-109.5,47.9,High Risk (Lithium Plating)
VW-MEB-2207,-0.8,1.48,38.9,-99.7,34.1,High Risk (Lithium Plating)
VW-MEB-2208,25.4,2.14,28.9,-60.0,30.9,High Risk (Lithium Plating)
VW-MEB-2209,31.3,1.13,21.5,-20.0,65.0,High Risk (Lithium Plating)
VW-MEB-2210,25.4,2.96,6.0,-81.6,29.3,High Risk (Lithium Plating)
VW-MEB-2211,16.2,2.3,33.1,-88.3,29.2,High Risk (Lithium Plating)
VW-MEB-2212,2.7,1.16,10.3,-80.9,65.0,High Risk (Lithium Plating)
VW-MEB-2213,14.0,2.66,10.9,-88.8,36.0,High Risk (Lithium Plating)
VW-MEB-2214,26.8,2.62,32.3,-79.9,23.8,High Risk (Lithium Plating)
VW-MEB-2215,20.7,1.7,26.9,-56.3,37.5,High Risk (Lithium Plating)
VW-MEB-2216,30.9,2.47,39.5,-67.0,20.6,High Risk (Lithium Plating)
VW-MEB-2217,34.0,1.38,6.9,-20.1,65.0,High Risk (Lithium Plating)
VW-MEB-2218,23.0,1.8,27.0,-61.9,38.8,High Risk (Lithium Plating)
VW-MEB-2219,11.8,1.58,32.0,-72.6,36.7,High Risk (Lithium Plating)
VW-MEB-2220,23.2,1.39,14.2,-42.3,58.1,High Risk (Lithium Plating)
VW-MEB-2221,28.6,2.97,15.6,-79.3,26.1,High Risk (Lithium Plating)
VW-MEB-2222,22.1,2.35,20.0,-72.9,32.7,High Risk (Lithium Plating)
VW-MEB-2223,-3.2,1.91,23.9,-113.4,36.5,High Risk (Lithium Plating)
VW-MEB-2224,27.3,2.35,9.2,-59.3,37.5,High Risk (Lithium Plating)
VW-MEB-2225,27.6,2.9,40.2,-88.9,17.9,High Risk (Lithium Plating)
