Terrain_Run_ID,Wheel_Slip_Ratio_pct,Soil_Shear_Strength_kPa,ATPC_Crawl_Speed_kmh,Wheel_Articulation_Travel_mm,Terrain_Classification
DEFENDER-ATPC-2986,31.1,48.2,4.0,279.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2987,4.8,18.1,3.0,192.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2988,2.6,29.6,3.7,301.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2989,10.0,19.1,2.4,128.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2990,16.9,76.4,6.0,302.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2991,32.0,59.3,4.1,178.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2992,10.5,39.4,4.0,273.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2993,11.4,66.2,5.5,434.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2994,23.2,31.0,2.8,269.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2995,40.9,86.1,5.3,395.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2996,24.3,57.3,4.7,130.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2997,12.4,63.2,5.1,249.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2998,41.7,74.6,4.8,132.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2999,19.7,37.6,3.8,403.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3000,29.6,70.7,5.2,172.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3001,2.9,19.3,2.9,474.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3002,12.3,38.5,3.8,463.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3003,17.6,70.8,5.7,296.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3004,24.4,49.3,3.3,182.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3005,26.0,65.3,4.2,444.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3006,39.0,85.3,5.4,233.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3007,28.0,60.4,4.2,459.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3008,35.5,55.8,3.9,275.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3009,17.6,27.3,2.8,190.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3010,14.8,68.9,5.2,144.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3011,14.6,78.4,6.5,208.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3012,29.1,51.8,3.8,180.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3013,36.0,19.5,1.0,168.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3014,18.4,27.9,2.5,422.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3015,15.6,22.0,1.8,323.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3016,40.1,44.5,2.8,229.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3017,4.0,34.5,4.0,251.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3018,39.6,84.1,5.3,344.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3019,38.1,68.6,4.6,385.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3020,27.4,39.4,2.2,131.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3021,4.0,19.2,2.9,436.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3022,2.1,24.7,3.4,477.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3023,3.8,57.1,5.1,354.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3024,8.8,71.8,6.4,458.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3025,11.0,53.6,4.3,179.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3026,24.3,63.6,4.5,269.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3027,19.1,58.6,4.4,403.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3028,24.0,27.7,1.7,477.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3029,12.2,71.4,6.5,295.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3030,20.9,68.2,5.4,471.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3031,14.7,85.9,6.4,369.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3032,10.6,15.5,2.5,345.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3033,29.2,42.7,3.0,240.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3034,24.0,71.2,5.5,442.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3035,35.2,70.3,4.1,262.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3036,16.5,31.8,3.1,343.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3037,15.7,68.2,5.6,470.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3038,23.4,43.6,3.5,169.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3039,26.3,71.9,4.9,321.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3040,10.0,68.9,6.0,203.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3041,30.3,40.7,2.7,421.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3042,11.6,27.0,2.9,315.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3043,18.9,25.3,2.4,408.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3044,19.6,39.5,3.4,133.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3045,11.3,45.8,4.6,273.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3046,33.6,74.3,5.1,270.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3047,16.8,32.2,2.6,245.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3048,24.3,58.7,4.2,448.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3049,37.6,39.9,2.8,127.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3050,4.2,81.1,7.0,428.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3051,22.2,60.2,4.7,237.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3052,32.6,57.6,3.6,167.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3053,28.8,15.3,1.0,159.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3054,21.2,53.3,4.0,315.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3055,26.1,57.3,4.6,137.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3056,36.7,27.6,1.8,425.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3057,22.7,18.1,1.8,295.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3058,26.5,56.1,4.1,338.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3059,8.5,51.6,4.6,298.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3060,9.9,59.3,5.6,432.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3061,36.8,68.7,5.0,271.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3062,32.7,16.8,1.0,184.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3063,39.3,69.0,4.2,364.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3064,6.0,26.8,3.3,162.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3065,40.2,93.3,5.6,217.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3066,28.9,83.4,5.6,311.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3067,2.6,86.3,8.2,180.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3068,31.7,23.7,1.0,460.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3069,9.7,56.7,5.2,438.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3070,29.8,66.6,5.0,313.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3071,41.8,49.7,2.6,338.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3072,6.6,85.7,7.4,405.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3073,20.7,36.1,2.8,124.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3074,34.4,34.5,1.9,433.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3075,37.9,80.0,5.0,401.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3076,40.9,57.6,3.2,164.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3077,37.9,30.6,1.1,468.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3078,21.3,24.8,2.6,209.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3079,6.7,34.4,3.7,189.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3080,40.2,73.7,4.4,219.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3081,35.8,67.7,4.3,325.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3082,34.2,77.4,5.1,256.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3083,18.6,83.6,5.9,344.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3084,19.3,83.5,6.3,386.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3085,16.1,87.4,6.8,257.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3086,20.3,77.2,5.8,204.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3087,14.4,61.3,5.4,473.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3088,15.3,56.0,4.9,456.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3089,7.6,57.9,5.2,453.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3090,41.8,68.6,4.0,204.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3091,14.3,23.1,2.2,229.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3092,27.8,43.3,2.8,350.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3093,8.6,28.5,3.1,169.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3094,23.2,48.3,3.4,325.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3095,18.5,37.6,3.6,200.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3096,13.6,37.8,4.0,282.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3097,33.5,58.7,3.2,446.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3098,3.4,41.3,4.6,265.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3099,26.4,60.8,4.7,269.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3100,11.8,26.2,2.9,135.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3101,4.4,55.1,5.2,317.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3102,5.1,79.6,6.8,274.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3103,2.1,90.4,7.5,334.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3104,39.6,74.9,4.7,247.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3105,30.7,26.2,1.1,315.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3106,30.2,70.8,4.4,188.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3107,35.0,20.5,1.5,269.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3108,4.1,33.7,4.2,137.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3109,13.1,88.7,6.9,401.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3110,31.2,55.1,4.2,324.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3111,8.2,67.0,5.6,389.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3112,34.5,23.8,1.1,141.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3113,4.3,83.4,7.1,296.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3114,24.7,62.8,4.9,393.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3115,17.1,67.5,5.6,331.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3116,5.4,22.5,2.8,138.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3117,15.3,52.0,4.7,396.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3118,26.4,19.1,1.6,299.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3119,32.4,88.6,6.3,190.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3120,20.3,91.8,6.9,142.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3121,13.1,93.7,7.7,238.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3122,14.4,81.6,6.4,390.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3123,37.7,36.6,2.5,417.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3124,24.3,84.5,5.7,146.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3125,11.4,50.2,4.3,200.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3126,6.7,46.5,4.7,304.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3127,17.2,29.8,3.0,159.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3128,14.5,51.9,4.9,287.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3129,5.1,54.6,4.8,241.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3130,18.8,78.9,6.1,148.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3131,18.7,46.3,4.1,163.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3132,4.9,43.6,4.7,380.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3133,10.9,63.5,5.4,438.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3134,39.8,64.6,3.4,351.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3135,36.0,71.9,4.9,323.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3136,2.5,35.5,3.3,425.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3137,23.3,81.2,5.8,449.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3138,6.6,73.7,7.2,379.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3139,21.0,29.4,2.8,205.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3140,16.2,56.6,4.4,372.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3141,35.6,89.3,5.4,185.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3142,22.0,53.6,4.0,317.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3143,35.0,91.7,5.9,381.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3144,25.2,45.7,3.4,402.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3145,12.1,94.1,8.0,398.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3146,36.3,86.2,5.4,397.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3147,10.0,23.4,3.1,261.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3148,39.6,31.7,1.4,187.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3149,5.4,91.2,8.3,416.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3150,8.6,72.0,6.0,187.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3151,2.4,18.8,3.3,179.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3152,24.6,42.7,3.6,388.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3153,22.3,53.5,4.0,232.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3154,26.2,29.5,2.1,231.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3155,29.8,20.7,1.0,238.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3156,30.3,86.3,6.0,186.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3157,29.5,23.5,2.1,299.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3158,31.8,69.7,4.4,125.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3159,2.1,42.6,4.4,283.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3160,38.5,59.7,3.8,182.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3161,25.8,94.6,6.7,378.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3162,8.2,24.9,3.0,300.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3163,41.2,34.7,1.3,197.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3164,9.5,81.8,6.7,274.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3165,7.2,43.9,4.6,378.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3166,6.4,76.1,6.9,360.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3167,29.5,51.1,3.3,353.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3168,11.0,58.4,5.7,351.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3169,6.7,65.4,6.6,201.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3170,33.8,55.7,3.5,334.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3171,7.0,89.2,7.4,431.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3172,3.9,45.7,4.8,243.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3173,8.1,89.5,7.4,380.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3174,3.5,81.9,7.1,373.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3175,20.8,15.5,1.9,278.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3176,27.1,93.6,6.4,435.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3177,33.3,56.0,3.7,382.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3178,2.6,40.4,3.9,363.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3179,32.1,72.0,4.7,186.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3180,27.0,83.7,6.4,177.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3181,38.5,25.2,1.1,413.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3182,9.3,61.7,4.9,242.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3183,25.6,30.4,2.1,340.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3184,18.8,61.0,4.8,145.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3185,38.7,39.5,1.8,382.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3186,19.7,62.9,4.7,361.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3187,33.5,37.1,2.3,317.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3188,6.3,88.2,7.4,449.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3189,32.6,48.6,3.4,293.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3190,32.6,56.9,3.7,415.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3191,6.0,80.2,6.8,258.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3192,37.8,47.4,3.3,384.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3193,13.1,92.2,7.5,375.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3194,35.2,87.7,5.4,120.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3195,18.8,38.5,3.3,290.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3196,30.1,40.9,2.9,298.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3197,36.8,56.3,3.5,369.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3198,33.1,73.0,4.9,449.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3199,23.9,21.0,1.7,127.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3200,30.0,32.2,2.3,417.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3201,11.0,57.8,5.6,265.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3202,18.4,33.2,2.5,244.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3203,35.9,37.5,2.6,385.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3204,37.5,63.7,4.0,406.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3205,25.2,20.9,1.5,250.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3206,32.9,57.0,4.2,331.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3207,11.0,38.2,3.6,250.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3208,5.1,81.2,6.4,159.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3209,15.7,47.0,3.9,337.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3210,18.2,73.2,6.0,416.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3211,32.3,18.4,1.0,471.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3212,41.0,25.6,1.0,203.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3213,19.1,83.3,6.4,186.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3214,23.3,37.8,2.8,347.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3215,16.8,18.9,2.0,280.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3216,20.7,78.7,5.9,432.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3217,38.5,29.8,1.9,356.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3218,3.8,71.7,6.6,150.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3219,19.4,63.0,4.6,187.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3220,23.8,25.2,1.7,233.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3221,27.0,66.2,4.5,205.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3222,40.7,76.4,4.5,292.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3223,10.3,18.5,2.5,260.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3224,19.7,75.5,5.6,362.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3225,18.9,52.9,4.2,424.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3226,14.4,35.8,3.3,306.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3227,24.9,87.6,6.4,264.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3228,38.3,53.3,3.2,141.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3229,26.2,46.9,3.4,320.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3230,39.5,56.4,3.2,129.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3231,36.0,73.5,4.8,193.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3232,31.1,76.1,5.4,417.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3233,24.4,91.6,6.7,452.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3234,20.0,67.3,5.1,222.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3235,8.3,48.0,4.4,198.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3236,15.2,84.5,6.9,426.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3237,38.2,61.6,3.7,183.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3238,12.2,78.8,6.1,440.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3239,23.3,16.4,1.4,186.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3240,24.7,64.8,4.2,229.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-3241,17.2,16.7,2.2,204.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-3242,19.5,85.5,7.0,479.0,Optimal Rock Crawl / Grass-Gravel Grip
