Swap_Session_ID,Chassis_Alignment_Error_mm,Bayonet_Lock_Torque_Nm,Total_Swap_Duration_s,Dielectric_Safety_Score,Swap_Quality_Status
NIO-SWAP4-2970,1.33,73.7,169,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2971,1.19,76.8,186,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2972,0.14,77.6,162,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2973,0.64,76.1,169,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2974,0.93,72.7,182,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2975,0.67,72.3,190,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2976,0.12,77.8,165,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2977,0.29,72.7,171,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2978,0.76,79.1,166,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2979,1.28,76.9,194,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2980,2.05,70.4,198,99.54,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2981,1.54,70.6,184,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2982,0.43,78.9,174,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2983,0.56,74.2,167,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2984,0.05,74.7,166,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2985,0.35,77.2,157,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2986,0.67,68.6,172,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2987,0.92,73.1,167,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2988,0.2,71.9,159,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2989,0.2,72.7,169,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2990,0.28,77.4,162,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2991,1.49,78.3,186,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2992,0.23,79.2,160,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2993,0.26,75.7,177,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2994,0.14,78.6,167,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2995,1.07,72.0,180,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2996,1.29,75.7,178,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2997,0.32,80.6,163,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2998,1.52,74.1,185,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2999,1.65,76.1,181,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3000,0.05,77.4,164,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3001,0.61,76.2,173,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3002,0.13,75.4,158,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3003,0.05,81.7,163,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3004,0.05,72.2,151,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3005,0.49,67.8,154,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3006,0.07,76.7,165,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3007,0.12,75.9,162,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3008,0.23,80.9,158,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3009,0.54,66.7,182,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3010,0.13,71.6,166,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3011,0.09,73.9,164,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3012,0.11,76.1,163,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3013,1.69,77.5,188,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3014,0.07,79.5,153,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3015,0.32,70.5,163,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3016,0.05,79.4,161,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3017,0.07,73.0,154,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3018,0.39,79.1,162,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3019,0.95,78.6,174,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3020,1.27,68.8,189,99.22,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3021,0.55,79.4,162,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3022,0.18,80.3,166,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3023,0.71,72.6,166,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3024,0.13,77.3,163,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3025,1.02,73.6,180,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3026,0.05,74.1,161,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3027,1.02,77.1,182,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3028,0.49,77.3,170,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3029,1.28,75.4,187,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3030,0.54,74.6,176,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3031,1.63,72.5,184,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3032,1.21,77.1,185,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3033,1.8,75.9,189,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3034,2.33,76.6,200,99.48,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3035,0.46,75.2,165,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3036,0.42,72.2,168,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3037,0.67,80.3,170,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3038,0.95,76.0,169,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3039,0.13,71.5,153,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3040,0.68,75.1,164,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3041,0.79,78.7,176,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3042,0.2,70.8,151,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3043,1.27,74.2,184,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3044,0.81,76.5,176,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3045,0.31,77.3,161,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3046,0.05,76.5,157,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3047,0.5,80.6,169,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3048,0.18,73.0,173,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3049,0.8,73.3,175,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3050,0.05,66.8,152,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3051,0.19,69.8,163,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3052,1.49,75.7,185,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3053,0.26,71.6,160,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3054,2.56,76.0,199,99.4,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3055,0.15,80.5,163,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3056,0.5,82.6,162,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3057,1.0,74.5,184,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3058,0.74,75.8,167,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3059,0.27,79.5,161,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3060,0.31,73.2,169,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3061,0.13,75.8,174,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3062,0.18,73.1,169,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3063,1.73,74.1,187,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3064,0.05,74.4,170,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3065,0.32,73.7,156,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3066,0.33,72.5,165,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3067,0.05,76.0,170,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3068,0.05,72.6,168,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3069,0.57,77.6,167,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3070,0.28,82.2,171,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3071,0.05,73.0,166,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3072,0.05,79.2,154,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3073,0.29,76.3,160,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3074,0.05,75.9,161,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3075,0.31,71.9,166,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3076,0.48,71.8,164,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3077,1.43,76.4,180,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3078,0.93,78.9,178,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3079,0.25,74.0,154,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3080,0.56,68.6,170,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3081,0.44,71.6,162,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3082,0.05,80.6,168,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3083,0.44,75.8,171,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3084,0.1,70.8,162,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3085,0.6,75.2,176,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3086,0.19,73.8,160,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3087,0.13,74.0,163,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3088,0.49,71.8,169,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3089,0.05,72.9,160,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3090,0.09,72.8,171,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3091,0.05,76.6,162,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3092,1.77,76.2,193,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3093,0.66,83.1,166,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3094,0.82,73.3,176,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3095,0.67,71.4,169,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3096,0.72,73.9,181,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3097,0.08,80.3,153,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3098,0.26,77.7,168,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3099,0.15,77.3,155,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3100,0.87,75.7,173,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3101,0.21,74.7,170,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3102,0.28,78.3,165,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3103,0.3,70.6,173,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3104,2.02,75.1,185,99.98,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3105,0.5,79.2,167,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3106,0.85,72.0,164,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3107,0.39,73.4,164,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3108,2.44,79.2,214,99.22,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3109,0.32,78.1,157,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3110,0.1,69.7,172,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3111,0.32,74.6,166,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3112,0.33,75.5,175,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3113,0.5,75.9,154,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3114,1.53,79.1,178,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3115,0.77,74.3,172,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3116,0.7,69.4,170,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3117,2.07,73.0,204,99.81,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3118,0.72,73.6,173,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3119,0.29,75.5,162,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3120,0.29,78.0,169,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3121,0.1,80.1,160,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3122,0.05,71.3,161,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3123,0.09,78.9,157,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3124,0.08,76.1,167,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3125,0.17,74.5,170,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3126,0.3,72.6,180,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3127,0.98,76.8,183,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3128,0.5,75.7,158,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3129,0.29,71.4,168,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3130,0.74,81.4,163,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3131,0.05,77.8,173,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3132,0.42,73.7,163,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3133,0.11,78.3,159,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3134,0.08,76.4,161,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3135,0.28,73.0,164,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3136,0.54,71.0,167,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3137,0.05,71.8,168,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3138,0.89,74.8,185,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3139,0.09,79.1,159,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3140,1.2,76.7,180,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3141,0.11,79.0,170,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3142,1.59,81.0,193,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3143,0.41,73.9,172,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3144,1.23,77.8,183,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3145,0.72,76.3,171,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3146,1.54,73.5,193,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3147,0.22,77.9,177,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3148,0.1,76.0,148,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3149,0.49,73.2,170,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3150,0.16,73.2,165,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3151,0.81,76.3,175,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3152,1.93,77.4,193,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3153,0.11,72.5,166,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3154,1.08,74.2,181,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3155,0.53,73.0,170,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3156,0.08,72.1,160,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3157,1.56,70.9,203,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3158,1.39,68.9,189,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3159,0.47,81.4,168,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3160,0.55,75.5,164,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3161,0.05,74.2,169,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3162,0.96,71.2,173,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3163,0.96,72.0,174,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3164,0.11,72.8,164,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3165,0.05,73.1,170,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3166,0.77,76.2,171,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3167,0.18,72.4,162,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3168,0.46,70.1,161,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3169,0.51,75.3,174,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3170,0.42,69.6,175,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3171,0.7,79.0,170,100.0,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3172,0.67,75.0,170,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3173,0.11,74.7,156,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3174,0.58,71.4,173,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3175,0.56,74.9,172,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3176,0.44,76.4,167,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3177,0.48,75.1,171,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3178,0.81,73.9,173,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3179,2.03,74.1,203,99.78,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3180,1.38,81.6,183,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3181,1.27,69.1,172,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3182,1.51,73.8,190,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3183,0.87,72.6,177,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3184,1.16,72.0,180,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3185,0.31,75.9,177,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3186,0.38,82.8,166,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3187,0.08,78.5,160,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3188,0.05,77.0,162,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3189,3.8,78.5,224,99.67,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3190,0.72,74.3,179,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3191,0.07,74.6,160,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3192,0.22,74.8,161,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3193,0.38,73.3,171,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3194,0.39,73.1,166,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3195,0.46,73.6,165,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3196,0.34,74.3,166,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3197,0.05,74.1,161,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3198,0.7,75.7,169,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3199,0.52,76.9,173,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3200,1.04,78.0,181,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3201,0.85,71.6,169,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3202,0.14,69.0,159,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3203,0.13,75.9,160,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3204,0.05,73.2,170,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3205,0.54,77.3,170,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3206,0.46,72.2,161,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3207,0.11,74.4,157,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3208,1.25,74.7,187,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3209,0.05,87.9,159,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3210,0.23,74.6,168,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3211,0.25,70.0,159,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3212,0.05,68.7,155,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3213,0.55,74.8,175,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3214,0.62,76.3,179,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3215,0.11,71.4,173,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3216,0.68,76.3,167,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3217,3.1,77.3,217,99.52,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3218,0.44,71.8,173,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3219,0.71,72.7,172,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3220,0.65,71.7,175,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3221,0.79,69.3,168,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3222,0.05,79.9,163,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3223,0.13,74.7,170,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3224,2.86,78.7,211,99.83,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3225,1.19,73.9,176,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3226,2.3,77.5,197,99.48,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3227,0.13,68.5,168,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3228,1.13,73.4,183,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3229,0.08,73.8,163,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3230,0.22,77.8,165,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3231,0.44,75.7,169,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3232,0.73,76.0,163,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3233,0.22,72.8,181,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3234,0.34,73.6,167,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3235,0.55,72.2,169,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3236,0.55,80.0,168,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3237,0.95,75.9,170,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3238,0.57,70.6,168,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3239,0.35,79.7,171,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3240,0.8,77.3,175,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3241,1.84,76.4,202,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3242,0.53,74.4,159,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3243,0.05,70.5,160,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3244,0.49,75.3,168,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3245,0.34,70.1,177,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3246,1.51,74.3,188,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3247,0.05,76.5,167,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3248,0.76,73.2,180,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3249,0.16,74.1,177,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3250,2.37,77.8,201,99.66,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-3251,0.23,76.9,152,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3252,0.12,70.2,160,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3253,0.5,74.7,166,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3254,0.48,71.6,167,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3255,0.07,77.6,160,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3256,0.49,73.5,168,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3257,0.1,73.9,165,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3258,0.2,72.9,160,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3259,1.35,70.2,176,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3260,0.05,74.2,152,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3261,0.16,77.7,153,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3262,0.75,75.9,174,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3263,0.2,78.4,171,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3264,0.25,67.7,168,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3265,0.21,73.5,166,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3266,1.72,71.0,184,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3267,1.61,69.8,184,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3268,0.4,69.9,169,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3269,1.38,71.0,186,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3270,1.43,67.9,183,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-3271,0.05,77.7,153,99.33,Sub-3-Minute Automated Swap Completed
