Brake_Event_ID,Pulse_Frequency_Hz,Valve_Response_Time_ms,Brake_Fluid_Temp_C,Peak_Hydraulic_Pressure_Bar,Module_Health_Status
BOSCH-ABS-3063,12.2,10.18,51.2,162.8,Nominal Fast Response
BOSCH-ABS-3064,18.3,8.69,71.7,113.4,Nominal Fast Response
BOSCH-ABS-3065,25.6,10.51,73.4,97.2,Nominal Fast Response
BOSCH-ABS-3066,19.1,8.57,54.4,122.1,Nominal Fast Response
BOSCH-ABS-3067,25.2,10.26,70.1,101.8,Nominal Fast Response
BOSCH-ABS-3068,24.2,10.15,74.7,138.7,Nominal Fast Response
BOSCH-ABS-3069,27.7,9.47,47.6,179.5,Nominal Fast Response
BOSCH-ABS-3070,14.4,10.64,38.1,181.5,Nominal Fast Response
BOSCH-ABS-3071,24.5,9.54,55.3,153.1,Nominal Fast Response
BOSCH-ABS-3072,21.5,8.87,69.5,151.9,Nominal Fast Response
BOSCH-ABS-3073,20.1,9.07,59.7,86.2,Nominal Fast Response
BOSCH-ABS-3074,14.3,9.98,61.6,153.5,Nominal Fast Response
BOSCH-ABS-3075,14.9,9.12,51.7,150.1,Nominal Fast Response
BOSCH-ABS-3076,17.3,9.16,98.9,149.0,Nominal Fast Response
BOSCH-ABS-3077,14.4,10.69,91.7,102.2,Nominal Fast Response
BOSCH-ABS-3078,26.7,9.8,78.8,177.4,Nominal Fast Response
BOSCH-ABS-3079,19.2,9.42,51.2,88.6,Nominal Fast Response
BOSCH-ABS-3080,23.8,13.07,42.1,159.9,Nominal Fast Response
BOSCH-ABS-3081,24.5,8.89,84.4,122.7,Nominal Fast Response
BOSCH-ABS-3082,16.3,13.46,72.0,139.5,Nominal Fast Response
BOSCH-ABS-3083,21.9,10.44,63.2,158.2,Nominal Fast Response
BOSCH-ABS-3084,26.2,8.78,37.9,118.7,Nominal Fast Response
BOSCH-ABS-3085,26.4,9.6,65.0,170.0,Nominal Fast Response
BOSCH-ABS-3086,17.5,8.96,73.8,84.5,Nominal Fast Response
BOSCH-ABS-3087,23.8,9.77,47.1,173.4,Nominal Fast Response
BOSCH-ABS-3088,23.7,9.95,75.1,132.1,Nominal Fast Response
BOSCH-ABS-3089,23.0,8.57,65.0,121.5,Nominal Fast Response
BOSCH-ABS-3090,20.0,9.13,64.1,151.0,Nominal Fast Response
BOSCH-ABS-3091,12.2,14.17,77.3,161.8,Nominal Fast Response
BOSCH-ABS-3092,16.4,9.09,89.1,175.9,Nominal Fast Response
BOSCH-ABS-3093,21.6,14.25,48.5,154.1,Nominal Fast Response
BOSCH-ABS-3094,22.9,10.73,73.7,141.8,Nominal Fast Response
BOSCH-ABS-3095,15.5,9.29,91.9,158.5,Nominal Fast Response
BOSCH-ABS-3096,16.2,8.97,70.1,155.9,Nominal Fast Response
BOSCH-ABS-3097,24.6,8.95,41.4,110.5,Nominal Fast Response
BOSCH-ABS-3098,27.5,12.88,70.9,154.5,Nominal Fast Response
BOSCH-ABS-3099,12.2,10.91,77.5,158.2,Nominal Fast Response
BOSCH-ABS-3100,13.8,11.26,71.3,133.9,Nominal Fast Response
BOSCH-ABS-3101,17.6,9.01,82.2,99.2,Nominal Fast Response
BOSCH-ABS-3102,27.1,9.09,63.4,114.5,Nominal Fast Response
BOSCH-ABS-3103,15.2,10.26,67.6,114.9,Nominal Fast Response
BOSCH-ABS-3104,14.4,8.75,71.3,82.9,Nominal Fast Response
BOSCH-ABS-3105,25.3,8.61,39.0,184.8,Nominal Fast Response
BOSCH-ABS-3106,13.9,9.44,66.9,101.2,Nominal Fast Response
BOSCH-ABS-3107,13.8,10.07,92.9,116.2,Nominal Fast Response
BOSCH-ABS-3108,25.4,10.53,33.4,168.8,Nominal Fast Response
BOSCH-ABS-3109,20.8,9.41,69.1,151.6,Nominal Fast Response
BOSCH-ABS-3110,21.7,8.54,55.1,91.9,Nominal Fast Response
BOSCH-ABS-3111,27.9,10.43,91.4,163.7,Nominal Fast Response
BOSCH-ABS-3112,22.9,10.99,50.9,162.8,Nominal Fast Response
BOSCH-ABS-3113,26.4,9.2,51.5,101.7,Nominal Fast Response
BOSCH-ABS-3114,18.0,8.83,65.2,108.8,Nominal Fast Response
BOSCH-ABS-3115,16.2,9.18,91.0,123.3,Nominal Fast Response
BOSCH-ABS-3116,17.5,8.62,29.7,163.2,Nominal Fast Response
BOSCH-ABS-3117,12.6,9.09,25.1,117.7,Nominal Fast Response
BOSCH-ABS-3118,12.2,8.86,68.9,101.5,Nominal Fast Response
BOSCH-ABS-3119,12.2,12.9,65.6,80.1,Nominal Fast Response
BOSCH-ABS-3120,26.9,10.07,68.4,122.3,Nominal Fast Response
BOSCH-ABS-3121,20.4,9.17,84.2,131.1,Nominal Fast Response
BOSCH-ABS-3122,14.5,10.08,45.0,89.0,Nominal Fast Response
BOSCH-ABS-3123,14.9,10.34,51.1,97.1,Nominal Fast Response
BOSCH-ABS-3124,24.3,8.94,56.2,119.7,Nominal Fast Response
BOSCH-ABS-3125,16.9,9.68,51.4,117.7,Nominal Fast Response
BOSCH-ABS-3126,12.3,10.03,69.0,114.7,Nominal Fast Response
BOSCH-ABS-3127,14.8,9.87,74.9,144.3,Nominal Fast Response
BOSCH-ABS-3128,12.4,10.17,81.4,112.9,Nominal Fast Response
BOSCH-ABS-3129,14.0,10.89,28.5,119.1,Nominal Fast Response
BOSCH-ABS-3130,20.4,9.38,59.4,82.2,Nominal Fast Response
BOSCH-ABS-3131,23.0,8.8,35.4,122.1,Nominal Fast Response
BOSCH-ABS-3132,14.9,11.71,68.2,159.8,Nominal Fast Response
BOSCH-ABS-3133,19.8,11.25,67.4,167.7,Nominal Fast Response
BOSCH-ABS-3134,19.2,10.54,75.7,169.7,Nominal Fast Response
BOSCH-ABS-3135,18.5,9.84,51.9,158.7,Nominal Fast Response
BOSCH-ABS-3136,13.2,10.43,72.6,116.3,Nominal Fast Response
BOSCH-ABS-3137,27.4,11.91,71.0,173.4,Nominal Fast Response
BOSCH-ABS-3138,27.2,8.63,72.5,92.7,Nominal Fast Response
BOSCH-ABS-3139,22.3,9.31,69.9,160.3,Nominal Fast Response
BOSCH-ABS-3140,16.7,9.64,71.6,98.2,Nominal Fast Response
BOSCH-ABS-3141,27.8,10.69,90.4,133.3,Nominal Fast Response
BOSCH-ABS-3142,15.4,13.97,48.6,169.9,Nominal Fast Response
BOSCH-ABS-3143,24.7,9.88,48.6,165.3,Nominal Fast Response
BOSCH-ABS-3144,13.6,13.24,31.1,143.5,Nominal Fast Response
BOSCH-ABS-3145,26.6,9.88,51.0,169.3,Nominal Fast Response
BOSCH-ABS-3146,15.6,9.45,30.4,160.3,Nominal Fast Response
BOSCH-ABS-3147,16.3,8.77,67.0,141.5,Nominal Fast Response
BOSCH-ABS-3148,14.4,8.85,32.7,114.9,Nominal Fast Response
BOSCH-ABS-3149,20.0,10.61,60.3,182.8,Nominal Fast Response
BOSCH-ABS-3150,15.2,9.09,78.8,176.2,Nominal Fast Response
BOSCH-ABS-3151,12.2,9.41,60.2,146.8,Nominal Fast Response
BOSCH-ABS-3152,23.0,8.9,72.9,165.8,Nominal Fast Response
BOSCH-ABS-3153,13.2,8.82,76.8,172.9,Nominal Fast Response
BOSCH-ABS-3154,22.4,12.73,85.1,110.7,Nominal Fast Response
BOSCH-ABS-3155,14.1,8.86,58.2,133.8,Nominal Fast Response
BOSCH-ABS-3156,13.6,9.39,60.8,124.1,Nominal Fast Response
BOSCH-ABS-3157,17.5,10.54,75.8,185.8,Nominal Fast Response
BOSCH-ABS-3158,13.5,8.81,60.3,175.1,Nominal Fast Response
BOSCH-ABS-3159,19.8,10.2,79.0,171.5,Nominal Fast Response
BOSCH-ABS-3160,21.6,10.65,69.8,181.4,Nominal Fast Response
BOSCH-ABS-3161,19.1,10.03,82.6,146.8,Nominal Fast Response
BOSCH-ABS-3162,27.5,8.66,35.0,176.1,Nominal Fast Response
BOSCH-ABS-3163,25.8,8.92,58.4,161.0,Nominal Fast Response
BOSCH-ABS-3164,12.6,11.87,57.9,85.2,Nominal Fast Response
BOSCH-ABS-3165,12.6,8.92,63.3,180.9,Nominal Fast Response
BOSCH-ABS-3166,17.7,8.98,62.0,133.9,Nominal Fast Response
BOSCH-ABS-3167,15.0,11.18,73.0,183.6,Nominal Fast Response
BOSCH-ABS-3168,14.9,8.5,76.3,96.0,Nominal Fast Response
BOSCH-ABS-3169,21.4,9.38,78.3,118.6,Nominal Fast Response
BOSCH-ABS-3170,19.9,11.21,73.3,126.3,Nominal Fast Response
BOSCH-ABS-3171,12.8,10.14,77.7,132.8,Nominal Fast Response
BOSCH-ABS-3172,24.9,8.56,48.9,108.2,Nominal Fast Response
BOSCH-ABS-3173,27.7,9.21,80.9,109.0,Nominal Fast Response
BOSCH-ABS-3174,20.3,8.99,63.5,130.7,Nominal Fast Response
BOSCH-ABS-3175,13.1,8.56,76.0,120.0,Nominal Fast Response
BOSCH-ABS-3176,26.8,8.81,65.8,81.3,Nominal Fast Response
BOSCH-ABS-3177,24.9,8.57,81.4,163.4,Nominal Fast Response
BOSCH-ABS-3178,24.7,8.7,62.4,116.9,Nominal Fast Response
BOSCH-ABS-3179,25.3,8.66,40.2,83.9,Nominal Fast Response
BOSCH-ABS-3180,16.6,11.33,39.2,168.2,Nominal Fast Response
BOSCH-ABS-3181,17.2,9.91,74.5,173.2,Nominal Fast Response
BOSCH-ABS-3182,25.6,9.6,90.3,133.0,Nominal Fast Response
BOSCH-ABS-3183,21.6,10.23,61.3,82.8,Nominal Fast Response
BOSCH-ABS-3184,18.3,8.75,63.9,101.1,Nominal Fast Response
BOSCH-ABS-3185,16.3,8.86,60.2,149.3,Nominal Fast Response
BOSCH-ABS-3186,19.5,8.8,42.9,80.4,Nominal Fast Response
BOSCH-ABS-3187,19.9,18.25,81.3,170.3,Valve Seat Wear Alert
BOSCH-ABS-3188,17.9,9.15,67.0,152.2,Nominal Fast Response
BOSCH-ABS-3189,19.8,8.79,79.7,157.1,Nominal Fast Response
BOSCH-ABS-3190,15.7,11.36,38.6,115.2,Nominal Fast Response
BOSCH-ABS-3191,25.8,8.76,61.7,102.8,Nominal Fast Response
BOSCH-ABS-3192,14.7,8.5,67.0,111.0,Nominal Fast Response
BOSCH-ABS-3193,20.4,8.86,68.3,115.9,Nominal Fast Response
BOSCH-ABS-3194,24.5,11.67,61.3,80.6,Nominal Fast Response
BOSCH-ABS-3195,23.4,9.13,80.3,108.2,Nominal Fast Response
BOSCH-ABS-3196,17.3,10.12,84.5,82.2,Nominal Fast Response
BOSCH-ABS-3197,18.6,10.37,68.6,121.0,Nominal Fast Response
BOSCH-ABS-3198,14.1,12.7,72.1,93.1,Nominal Fast Response
BOSCH-ABS-3199,23.8,10.96,56.6,120.5,Nominal Fast Response
BOSCH-ABS-3200,20.9,10.04,61.0,183.9,Nominal Fast Response
BOSCH-ABS-3201,18.3,9.22,83.0,87.9,Nominal Fast Response
BOSCH-ABS-3202,16.0,8.84,71.1,106.9,Nominal Fast Response
BOSCH-ABS-3203,22.5,8.65,66.9,125.4,Nominal Fast Response
BOSCH-ABS-3204,26.0,8.5,83.7,185.1,Nominal Fast Response
BOSCH-ABS-3205,27.8,11.34,51.6,84.2,Nominal Fast Response
BOSCH-ABS-3206,17.0,12.0,75.8,189.3,Nominal Fast Response
BOSCH-ABS-3207,18.4,12.81,72.4,83.3,Nominal Fast Response
BOSCH-ABS-3208,16.7,9.98,77.9,108.7,Nominal Fast Response
BOSCH-ABS-3209,21.8,8.59,48.9,108.2,Nominal Fast Response
BOSCH-ABS-3210,14.4,9.45,67.0,113.8,Nominal Fast Response
BOSCH-ABS-3211,23.1,9.0,62.1,120.5,Nominal Fast Response
BOSCH-ABS-3212,16.0,9.03,67.9,138.2,Nominal Fast Response
BOSCH-ABS-3213,25.5,8.98,58.1,171.1,Nominal Fast Response
BOSCH-ABS-3214,14.1,13.08,56.4,182.4,Nominal Fast Response
BOSCH-ABS-3215,18.5,9.21,40.6,105.7,Nominal Fast Response
BOSCH-ABS-3216,25.4,9.52,51.5,84.9,Nominal Fast Response
BOSCH-ABS-3217,20.6,10.66,28.7,157.6,Nominal Fast Response
BOSCH-ABS-3218,24.7,9.09,83.8,170.1,Nominal Fast Response
BOSCH-ABS-3219,13.7,9.47,70.8,122.8,Nominal Fast Response
BOSCH-ABS-3220,23.9,10.95,65.7,156.7,Nominal Fast Response
BOSCH-ABS-3221,24.1,10.43,74.8,114.4,Nominal Fast Response
BOSCH-ABS-3222,25.4,11.03,54.3,155.1,Nominal Fast Response
BOSCH-ABS-3223,12.5,9.03,37.5,138.5,Nominal Fast Response
BOSCH-ABS-3224,26.6,10.69,63.1,150.0,Nominal Fast Response
BOSCH-ABS-3225,18.1,9.31,73.6,116.9,Nominal Fast Response
BOSCH-ABS-3226,21.2,9.81,69.5,156.6,Nominal Fast Response
BOSCH-ABS-3227,13.4,9.49,57.6,82.3,Nominal Fast Response
BOSCH-ABS-3228,14.5,8.54,53.9,118.7,Nominal Fast Response
BOSCH-ABS-3229,16.3,13.88,72.3,84.0,Nominal Fast Response
BOSCH-ABS-3230,16.0,9.9,92.2,153.0,Nominal Fast Response
BOSCH-ABS-3231,24.1,8.64,52.9,130.8,Nominal Fast Response
BOSCH-ABS-3232,17.3,19.85,86.7,111.3,Valve Seat Wear Alert
BOSCH-ABS-3233,24.9,14.86,84.0,131.1,Valve Seat Wear Alert
BOSCH-ABS-3234,25.3,9.19,94.2,87.7,Nominal Fast Response
BOSCH-ABS-3235,18.3,9.51,93.3,83.2,Nominal Fast Response
BOSCH-ABS-3236,16.8,11.03,74.1,124.5,Nominal Fast Response
BOSCH-ABS-3237,22.0,9.95,89.1,136.3,Nominal Fast Response
BOSCH-ABS-3238,14.6,10.92,55.0,108.5,Nominal Fast Response
BOSCH-ABS-3239,23.8,9.58,77.6,155.4,Nominal Fast Response
BOSCH-ABS-3240,17.4,8.5,76.1,123.5,Nominal Fast Response
BOSCH-ABS-3241,21.7,8.87,57.2,96.7,Nominal Fast Response
BOSCH-ABS-3242,12.4,9.83,63.9,134.9,Nominal Fast Response
BOSCH-ABS-3243,23.9,9.32,54.1,168.8,Nominal Fast Response
BOSCH-ABS-3244,16.7,10.48,68.9,187.9,Nominal Fast Response
BOSCH-ABS-3245,27.5,9.65,98.9,138.6,Nominal Fast Response
BOSCH-ABS-3246,16.1,10.35,46.9,111.8,Nominal Fast Response
BOSCH-ABS-3247,25.4,8.69,89.7,141.4,Nominal Fast Response
BOSCH-ABS-3248,25.2,10.19,68.4,153.6,Nominal Fast Response
BOSCH-ABS-3249,15.1,9.73,67.0,182.7,Nominal Fast Response
BOSCH-ABS-3250,24.4,11.67,81.3,118.5,Nominal Fast Response
BOSCH-ABS-3251,25.0,9.53,39.1,111.4,Nominal Fast Response
BOSCH-ABS-3252,22.1,9.02,60.5,151.4,Nominal Fast Response
BOSCH-ABS-3253,12.9,8.8,89.2,149.2,Nominal Fast Response
BOSCH-ABS-3254,20.8,8.69,78.6,182.8,Nominal Fast Response
BOSCH-ABS-3255,19.6,8.71,78.9,161.0,Nominal Fast Response
BOSCH-ABS-3256,22.0,10.86,60.3,177.9,Nominal Fast Response
BOSCH-ABS-3257,19.0,8.52,82.1,178.9,Nominal Fast Response
BOSCH-ABS-3258,26.5,9.72,37.7,107.6,Nominal Fast Response
BOSCH-ABS-3259,22.6,13.26,53.9,168.7,Nominal Fast Response
BOSCH-ABS-3260,18.2,8.61,59.3,169.7,Nominal Fast Response
BOSCH-ABS-3261,12.5,8.91,76.1,128.5,Nominal Fast Response
BOSCH-ABS-3262,24.1,12.35,61.5,178.8,Nominal Fast Response
BOSCH-ABS-3263,26.3,10.54,57.6,173.5,Nominal Fast Response
BOSCH-ABS-3264,18.5,9.4,70.0,187.8,Nominal Fast Response
BOSCH-ABS-3265,25.9,10.24,69.3,157.5,Nominal Fast Response
BOSCH-ABS-3266,18.8,12.42,69.2,123.7,Nominal Fast Response
BOSCH-ABS-3267,21.2,8.91,69.0,156.7,Nominal Fast Response
BOSCH-ABS-3268,18.8,8.88,44.5,140.5,Nominal Fast Response
BOSCH-ABS-3269,14.0,8.72,64.6,189.6,Nominal Fast Response
BOSCH-ABS-3270,14.0,9.76,64.7,89.7,Nominal Fast Response
BOSCH-ABS-3271,20.7,8.69,47.8,147.3,Nominal Fast Response
BOSCH-ABS-3272,22.0,9.39,58.0,103.1,Nominal Fast Response
BOSCH-ABS-3273,18.9,9.05,75.6,148.9,Nominal Fast Response
BOSCH-ABS-3274,27.0,13.12,68.9,158.4,Nominal Fast Response
BOSCH-ABS-3275,16.2,8.64,70.7,142.6,Nominal Fast Response
BOSCH-ABS-3276,18.2,10.02,70.6,148.1,Nominal Fast Response
BOSCH-ABS-3277,13.1,9.75,76.9,119.9,Nominal Fast Response
BOSCH-ABS-3278,13.3,8.68,50.6,135.6,Nominal Fast Response
BOSCH-ABS-3279,25.1,8.72,60.0,154.6,Nominal Fast Response
BOSCH-ABS-3280,20.7,8.92,51.6,187.7,Nominal Fast Response
BOSCH-ABS-3281,23.1,13.41,55.3,185.7,Nominal Fast Response
BOSCH-ABS-3282,17.2,9.24,62.0,135.7,Nominal Fast Response
BOSCH-ABS-3283,24.2,11.26,71.8,179.6,Nominal Fast Response
BOSCH-ABS-3284,22.5,9.53,54.8,178.2,Nominal Fast Response
BOSCH-ABS-3285,12.2,9.29,51.7,185.6,Nominal Fast Response
BOSCH-ABS-3286,20.1,14.03,88.1,107.2,Nominal Fast Response
BOSCH-ABS-3287,27.6,9.67,39.8,114.4,Nominal Fast Response
BOSCH-ABS-3288,25.9,12.0,64.7,171.8,Nominal Fast Response
BOSCH-ABS-3289,16.1,9.75,67.6,152.2,Nominal Fast Response
BOSCH-ABS-3290,18.5,9.35,64.5,179.5,Nominal Fast Response
BOSCH-ABS-3291,23.0,12.25,41.7,150.9,Nominal Fast Response
BOSCH-ABS-3292,17.3,10.18,81.8,183.4,Nominal Fast Response
BOSCH-ABS-3293,18.8,15.04,46.8,159.8,Valve Seat Wear Alert
BOSCH-ABS-3294,14.8,8.5,65.3,168.0,Nominal Fast Response
BOSCH-ABS-3295,17.5,12.58,65.3,144.5,Nominal Fast Response
BOSCH-ABS-3296,16.6,10.09,85.0,124.4,Nominal Fast Response
BOSCH-ABS-3297,15.5,9.25,36.9,182.9,Nominal Fast Response
BOSCH-ABS-3298,17.8,9.14,55.4,132.4,Nominal Fast Response
BOSCH-ABS-3299,26.3,9.15,57.4,119.0,Nominal Fast Response
BOSCH-ABS-3300,12.5,8.96,79.9,87.9,Nominal Fast Response
BOSCH-ABS-3301,23.8,12.73,74.8,146.3,Nominal Fast Response
BOSCH-ABS-3302,13.9,10.39,85.8,157.9,Nominal Fast Response
BOSCH-ABS-3303,25.8,11.55,60.7,178.8,Nominal Fast Response
BOSCH-ABS-3304,25.7,8.62,84.0,127.5,Nominal Fast Response
BOSCH-ABS-3305,14.3,10.81,63.3,118.8,Nominal Fast Response
BOSCH-ABS-3306,20.0,10.08,48.8,96.5,Nominal Fast Response
BOSCH-ABS-3307,27.9,9.04,97.6,171.2,Nominal Fast Response
BOSCH-ABS-3308,21.2,8.52,51.6,183.4,Nominal Fast Response
BOSCH-ABS-3309,24.7,8.7,84.0,89.0,Nominal Fast Response
BOSCH-ABS-3310,12.6,9.02,66.6,171.0,Nominal Fast Response
BOSCH-ABS-3311,27.4,9.07,79.3,80.5,Nominal Fast Response
BOSCH-ABS-3312,16.7,8.92,73.1,138.7,Nominal Fast Response
BOSCH-ABS-3313,17.9,8.76,75.9,145.3,Nominal Fast Response
BOSCH-ABS-3314,15.9,8.71,84.4,82.1,Nominal Fast Response
BOSCH-ABS-3315,22.6,16.08,57.0,184.2,Valve Seat Wear Alert
BOSCH-ABS-3316,13.2,8.57,65.8,96.1,Nominal Fast Response
BOSCH-ABS-3317,12.6,12.71,66.6,189.6,Nominal Fast Response
BOSCH-ABS-3318,21.9,10.43,67.2,185.5,Nominal Fast Response
BOSCH-ABS-3319,18.4,9.29,66.1,126.0,Nominal Fast Response
BOSCH-ABS-3320,26.8,10.25,44.0,112.2,Nominal Fast Response
BOSCH-ABS-3321,21.2,10.14,66.9,169.3,Nominal Fast Response
BOSCH-ABS-3322,20.3,9.68,55.0,145.9,Nominal Fast Response
BOSCH-ABS-3323,27.2,13.18,56.9,179.5,Nominal Fast Response
BOSCH-ABS-3324,19.1,10.01,58.0,87.2,Nominal Fast Response
BOSCH-ABS-3325,14.2,11.87,56.0,166.9,Nominal Fast Response
BOSCH-ABS-3326,17.9,8.94,43.7,172.5,Nominal Fast Response
BOSCH-ABS-3327,26.9,11.14,42.4,154.6,Nominal Fast Response
BOSCH-ABS-3328,27.3,8.57,57.0,162.5,Nominal Fast Response
BOSCH-ABS-3329,20.0,8.93,74.8,122.5,Nominal Fast Response
BOSCH-ABS-3330,16.5,8.68,48.6,110.3,Nominal Fast Response
BOSCH-ABS-3331,20.1,13.05,62.9,167.8,Nominal Fast Response
BOSCH-ABS-3332,26.7,13.1,56.1,146.8,Nominal Fast Response
BOSCH-ABS-3333,14.4,12.34,78.7,172.3,Nominal Fast Response
BOSCH-ABS-3334,20.5,8.8,90.8,185.6,Nominal Fast Response
BOSCH-ABS-3335,24.5,11.96,36.7,102.7,Nominal Fast Response
BOSCH-ABS-3336,21.2,9.63,102.8,82.4,Nominal Fast Response
BOSCH-ABS-3337,27.0,9.68,61.1,128.9,Nominal Fast Response
BOSCH-ABS-3338,17.0,8.9,68.5,115.8,Nominal Fast Response
BOSCH-ABS-3339,27.6,8.88,25.4,85.8,Nominal Fast Response
BOSCH-ABS-3340,25.2,12.31,78.1,134.4,Nominal Fast Response
BOSCH-ABS-3341,16.7,8.99,50.8,102.7,Nominal Fast Response
BOSCH-ABS-3342,23.8,9.4,82.8,124.8,Nominal Fast Response
BOSCH-ABS-3343,27.9,9.1,91.9,103.5,Nominal Fast Response
BOSCH-ABS-3344,20.4,9.26,70.1,101.4,Nominal Fast Response
BOSCH-ABS-3345,20.1,11.0,62.9,182.3,Nominal Fast Response
BOSCH-ABS-3346,16.2,11.28,43.6,177.9,Nominal Fast Response
BOSCH-ABS-3347,22.8,10.09,44.7,140.7,Nominal Fast Response
BOSCH-ABS-3348,13.8,10.25,57.6,170.6,Nominal Fast Response
BOSCH-ABS-3349,27.3,10.71,36.2,143.3,Nominal Fast Response
BOSCH-ABS-3350,13.1,9.46,43.2,112.5,Nominal Fast Response
BOSCH-ABS-3351,27.1,9.5,75.1,92.6,Nominal Fast Response
BOSCH-ABS-3352,21.5,12.31,85.6,121.8,Nominal Fast Response
BOSCH-ABS-3353,24.8,12.04,76.2,174.7,Nominal Fast Response
BOSCH-ABS-3354,19.1,11.74,81.8,145.6,Nominal Fast Response
BOSCH-ABS-3355,23.8,10.44,66.5,165.4,Nominal Fast Response
BOSCH-ABS-3356,24.2,10.23,64.8,156.9,Nominal Fast Response
BOSCH-ABS-3357,19.9,11.78,49.8,146.5,Nominal Fast Response
BOSCH-ABS-3358,26.7,9.21,94.4,179.5,Nominal Fast Response
BOSCH-ABS-3359,21.2,13.98,79.2,167.2,Nominal Fast Response
BOSCH-ABS-3360,20.0,9.84,57.2,96.9,Nominal Fast Response
BOSCH-ABS-3361,26.6,8.65,61.5,137.6,Nominal Fast Response
BOSCH-ABS-3362,15.0,13.4,53.9,109.0,Nominal Fast Response
BOSCH-ABS-3363,13.9,8.55,72.5,128.0,Nominal Fast Response
BOSCH-ABS-3364,25.3,13.65,65.6,153.1,Nominal Fast Response
BOSCH-ABS-3365,12.2,12.16,56.6,118.1,Nominal Fast Response
BOSCH-ABS-3366,16.8,10.5,91.8,182.9,Nominal Fast Response
BOSCH-ABS-3367,17.0,9.46,76.1,167.6,Nominal Fast Response
BOSCH-ABS-3368,16.2,8.57,52.6,173.5,Nominal Fast Response
BOSCH-ABS-3369,25.7,10.68,79.7,85.3,Nominal Fast Response
BOSCH-ABS-3370,21.4,9.22,91.9,101.9,Nominal Fast Response
BOSCH-ABS-3371,25.9,9.06,83.6,176.0,Nominal Fast Response
BOSCH-ABS-3372,17.3,11.16,51.4,150.1,Nominal Fast Response
BOSCH-ABS-3373,12.4,9.39,66.1,83.2,Nominal Fast Response
BOSCH-ABS-3374,25.7,10.16,45.7,84.4,Nominal Fast Response
BOSCH-ABS-3375,14.3,10.03,69.9,189.9,Nominal Fast Response
BOSCH-ABS-3376,22.3,9.22,45.7,125.9,Nominal Fast Response
BOSCH-ABS-3377,16.1,9.19,56.3,162.9,Nominal Fast Response
BOSCH-ABS-3378,27.1,10.23,59.6,124.8,Nominal Fast Response
BOSCH-ABS-3379,15.3,8.7,81.1,90.5,Nominal Fast Response
BOSCH-ABS-3380,24.4,12.99,46.7,111.0,Nominal Fast Response
BOSCH-ABS-3381,24.8,8.84,61.7,151.2,Nominal Fast Response
BOSCH-ABS-3382,26.1,8.52,65.6,94.3,Nominal Fast Response
BOSCH-ABS-3383,25.2,9.31,59.5,149.3,Nominal Fast Response
BOSCH-ABS-3384,19.5,9.8,63.3,137.2,Nominal Fast Response
BOSCH-ABS-3385,19.5,11.63,85.8,180.2,Nominal Fast Response
BOSCH-ABS-3386,20.0,9.49,26.2,91.4,Nominal Fast Response
BOSCH-ABS-3387,21.8,8.61,69.2,114.3,Nominal Fast Response
BOSCH-ABS-3388,18.9,9.52,77.0,168.5,Nominal Fast Response
BOSCH-ABS-3389,19.9,9.27,43.5,98.3,Nominal Fast Response
BOSCH-ABS-3390,24.8,9.35,72.1,97.2,Nominal Fast Response
BOSCH-ABS-3391,15.1,9.16,52.6,144.1,Nominal Fast Response
BOSCH-ABS-3392,15.3,10.54,61.3,96.9,Nominal Fast Response
BOSCH-ABS-3393,19.5,8.91,54.7,118.7,Nominal Fast Response
BOSCH-ABS-3394,15.3,8.9,76.3,88.8,Nominal Fast Response
BOSCH-ABS-3395,22.9,10.36,67.5,89.5,Nominal Fast Response
BOSCH-ABS-3396,12.3,11.77,40.7,128.1,Nominal Fast Response
BOSCH-ABS-3397,18.6,15.06,56.5,102.1,Valve Seat Wear Alert
BOSCH-ABS-3398,14.7,10.0,101.0,146.7,Nominal Fast Response
BOSCH-ABS-3399,21.8,9.49,64.7,177.9,Nominal Fast Response
BOSCH-ABS-3400,20.5,9.11,67.2,103.3,Nominal Fast Response
BOSCH-ABS-3401,13.1,10.83,77.0,110.7,Nominal Fast Response
BOSCH-ABS-3402,24.1,11.53,41.0,137.5,Nominal Fast Response
BOSCH-ABS-3403,16.3,10.2,95.4,86.4,Nominal Fast Response
BOSCH-ABS-3404,20.8,8.58,42.4,146.8,Nominal Fast Response
BOSCH-ABS-3405,26.6,11.81,39.4,164.0,Nominal Fast Response
BOSCH-ABS-3406,27.6,10.83,82.6,100.8,Nominal Fast Response
BOSCH-ABS-3407,13.7,10.11,79.2,103.8,Nominal Fast Response
BOSCH-ABS-3408,17.1,10.57,69.6,139.0,Nominal Fast Response
BOSCH-ABS-3409,24.7,11.44,38.6,151.3,Nominal Fast Response
BOSCH-ABS-3410,17.9,9.52,60.6,113.6,Nominal Fast Response
BOSCH-ABS-3411,27.0,8.55,51.2,80.6,Nominal Fast Response
BOSCH-ABS-3412,16.1,10.0,61.2,132.4,Nominal Fast Response
BOSCH-ABS-3413,26.2,8.61,54.3,122.0,Nominal Fast Response
BOSCH-ABS-3414,12.7,13.59,58.0,97.9,Nominal Fast Response
BOSCH-ABS-3415,26.4,12.1,74.0,102.1,Nominal Fast Response
BOSCH-ABS-3416,17.0,9.64,76.5,169.6,Nominal Fast Response
BOSCH-ABS-3417,17.6,9.45,76.8,81.3,Nominal Fast Response
BOSCH-ABS-3418,18.3,11.79,67.8,94.4,Nominal Fast Response
