Brake_Stop_ID,Rotor_Surface_Temp_C,Caliper_Clamping_Force_kN,Carbon_Oxidation_Loss_mg,Brake_Pad_Wear_Microns,Rotor_Health
BREMBO-CCM-3099,621.6,41.5,3.23,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3100,489.0,19.4,0.33,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3101,748.7,25.3,5.48,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3102,298.0,61.1,0.28,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3103,478.8,40.6,0.43,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3104,611.8,47.0,2.29,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3105,907.9,55.2,23.42,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3106,863.7,57.6,16.55,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3107,979.5,30.0,28.0,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-3108,452.6,56.1,0.69,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3109,503.4,31.0,1.2,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3110,790.0,42.4,9.07,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3111,378.8,38.9,0.92,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3112,561.1,19.2,0.63,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3113,700.0,27.7,4.62,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3114,580.2,35.2,0.87,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3115,392.7,60.3,0.2,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3116,657.2,22.2,1.58,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3117,836.8,55.4,12.64,9.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3118,794.4,32.7,9.07,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3119,587.2,19.4,1.87,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3120,638.8,58.6,2.54,8.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3121,912.3,18.3,24.31,6.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-3122,341.5,38.8,0.35,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3123,606.4,20.7,2.3,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3124,618.1,18.5,2.15,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3125,824.2,44.7,11.16,8.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3126,905.8,64.5,22.61,10.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-3127,627.7,32.9,2.68,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3128,724.0,61.0,4.6,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3129,296.6,36.8,0.2,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3130,511.9,48.4,1.07,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3131,649.1,43.0,2.61,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3132,796.1,22.3,9.0,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3133,832.1,27.0,12.31,5.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3134,792.1,49.1,9.31,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3135,279.0,22.4,0.75,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3136,764.0,24.4,7.01,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3137,769.4,39.3,7.37,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3138,734.8,50.6,5.62,9.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3139,561.6,54.5,1.22,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3140,310.8,25.1,0.2,2.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3141,803.2,42.3,9.84,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3142,771.4,21.9,7.75,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3143,481.2,62.5,0.43,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3144,976.4,53.2,28.0,10.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3145,677.4,33.0,3.88,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3146,345.8,51.6,0.2,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3147,710.3,23.2,4.91,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3148,413.3,48.5,1.07,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3149,868.2,52.1,17.02,9.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3150,856.5,58.3,15.56,9.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3151,734.9,18.5,5.79,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3152,418.2,34.3,0.44,4.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3153,937.7,29.5,28.0,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3154,859.0,51.2,16.18,9.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3155,747.5,32.6,6.15,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3156,764.5,46.5,6.9,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3157,315.0,38.5,0.49,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3158,427.2,36.8,0.61,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3159,868.5,23.6,16.88,7.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3160,524.1,34.1,1.09,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3161,519.7,51.2,1.24,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3162,626.5,54.5,1.71,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3163,907.8,59.9,23.6,10.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-3164,298.7,57.3,0.31,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3165,877.2,40.2,18.02,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-3166,835.8,27.1,12.83,7.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-3167,588.1,64.0,1.93,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3168,383.9,58.9,0.2,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3169,328.7,41.1,0.43,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3170,788.6,33.7,8.59,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3171,369.5,48.0,0.37,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3172,342.2,36.8,0.98,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3173,439.7,25.7,0.2,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3174,971.0,44.4,28.0,10.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-3175,963.8,60.5,28.0,11.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3176,546.9,38.8,0.81,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3177,923.7,56.6,26.9,9.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-3178,791.3,23.6,9.2,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3179,944.5,44.7,28.0,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3180,826.2,47.5,11.07,9.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3181,541.2,22.3,0.84,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3182,896.9,56.8,21.62,10.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-3183,479.5,55.2,0.48,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3184,813.8,64.9,10.31,9.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3185,332.9,30.9,0.2,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3186,636.5,18.5,2.91,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3187,698.9,29.3,4.16,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3188,937.4,34.1,28.0,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3189,388.3,63.1,0.66,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3190,862.4,19.0,16.38,6.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3191,286.8,28.1,0.88,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3192,467.6,28.9,0.89,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3193,778.4,52.2,8.21,8.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3194,820.1,24.7,11.91,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3195,251.4,56.9,0.62,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3196,352.1,53.9,0.2,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3197,889.3,38.2,20.04,8.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3198,476.1,29.5,0.3,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3199,546.2,28.1,1.13,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3200,404.2,31.2,0.57,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3201,857.7,52.9,16.1,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3202,639.5,51.1,2.71,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3203,831.5,41.8,12.74,7.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3204,623.0,50.8,1.98,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3205,478.5,18.9,0.61,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3206,499.5,25.2,0.87,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3207,736.5,17.2,5.32,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3208,598.8,43.8,0.9,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3209,951.3,60.2,28.0,9.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3210,765.7,36.0,6.35,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3211,894.1,46.5,20.79,9.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3212,735.2,17.5,5.67,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3213,957.6,32.9,28.0,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3214,253.3,59.1,0.2,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3215,573.3,28.9,1.4,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3216,260.8,50.0,0.24,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3217,304.4,39.5,0.2,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3218,879.2,29.2,19.11,7.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3219,279.8,19.3,0.61,2.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3220,398.5,24.5,0.37,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3221,419.4,47.2,0.35,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3222,854.6,26.7,14.94,6.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3223,448.5,46.7,0.2,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3224,925.0,37.8,26.78,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3225,430.0,42.9,0.74,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3226,577.0,53.1,1.39,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3227,840.3,41.5,13.27,8.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-3228,614.8,59.6,1.37,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3229,722.5,36.5,5.07,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3230,419.5,37.7,0.57,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3231,877.7,39.2,18.56,8.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3232,935.3,15.4,28.0,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3233,774.3,64.9,8.17,9.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3234,545.9,17.0,1.13,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3235,475.4,19.4,0.48,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3236,471.0,30.7,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3237,792.3,18.8,9.73,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3238,330.1,62.9,0.32,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3239,902.7,55.5,22.87,10.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3240,891.4,31.9,20.87,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3241,601.0,35.5,2.16,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3242,694.9,26.3,3.59,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3243,861.7,43.6,16.55,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3244,462.7,43.0,0.77,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3245,348.0,16.6,0.32,2.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3246,296.4,33.8,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3247,278.7,25.3,0.2,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3248,897.0,18.8,21.77,6.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3249,636.9,29.7,2.57,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3250,846.9,34.1,13.61,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-3251,787.1,37.1,8.35,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3252,867.0,21.1,16.91,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3253,835.8,34.3,13.58,8.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-3254,432.6,30.4,1.21,4.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3255,366.9,18.9,0.2,3.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3256,546.4,39.2,0.94,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3257,698.8,47.8,4.16,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3258,876.5,20.4,18.42,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-3259,362.9,15.2,0.2,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3260,674.5,44.8,3.19,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3261,397.1,55.8,0.46,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3262,909.4,42.2,23.74,7.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3263,315.9,46.4,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3264,745.4,40.5,6.78,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3265,737.7,63.9,5.49,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3266,796.1,15.1,9.15,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3267,733.2,59.4,5.21,9.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3268,953.8,59.6,28.0,10.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3269,361.7,50.1,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3270,715.3,31.2,5.32,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3271,824.5,64.6,11.04,8.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3272,826.7,62.7,11.8,9.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3273,949.7,48.0,28.0,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3274,441.4,30.9,1.14,4.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3275,757.9,62.8,6.67,8.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3276,388.8,43.3,0.36,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3277,704.5,18.6,4.57,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3278,924.3,39.4,26.76,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3279,324.9,63.4,0.2,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3280,964.5,16.0,28.0,8.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-3281,743.6,20.2,5.56,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3282,846.1,23.4,13.52,6.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-3283,639.5,60.3,2.14,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3284,873.4,36.8,17.66,9.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-3285,896.4,31.4,20.79,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3286,523.2,54.0,0.97,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3287,711.3,16.1,3.79,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3288,631.1,55.2,2.68,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3289,702.7,62.4,4.32,9.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3290,925.1,63.8,27.06,9.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3291,566.3,50.2,1.13,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3292,893.6,64.2,21.46,10.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-3293,968.9,56.0,28.0,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-3294,922.8,52.0,26.56,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-3295,412.2,62.3,0.2,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3296,570.9,56.8,2.09,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3297,661.9,49.3,3.34,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3298,891.1,51.3,20.42,8.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3299,889.1,56.9,20.13,9.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3300,472.3,47.8,0.59,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3301,311.8,47.7,0.34,4.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3302,696.6,37.5,3.91,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3303,566.3,57.7,0.55,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3304,273.3,29.7,0.2,4.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3305,940.8,23.7,28.0,6.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3306,793.4,55.5,8.86,9.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3307,857.1,40.1,14.66,8.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3308,403.9,59.6,0.53,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3309,790.2,15.8,8.92,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3310,550.3,43.5,0.63,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3311,706.1,41.4,3.41,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3312,251.9,25.5,0.49,3.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3313,895.3,54.4,21.46,10.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3314,549.9,56.0,0.97,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3315,792.8,28.1,8.76,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3316,835.4,46.5,13.09,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-3317,648.3,60.4,2.08,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3318,503.2,64.5,0.94,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3319,555.5,60.5,0.96,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3320,754.9,17.3,6.02,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3321,349.8,64.2,1.1,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3322,893.4,30.5,20.51,8.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-3323,946.5,58.6,28.0,10.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3324,353.7,61.5,0.28,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3325,540.5,40.2,1.25,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3326,729.9,56.9,6.21,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3327,471.3,59.1,0.37,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3328,621.2,22.1,1.84,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3329,318.2,49.0,0.2,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3330,714.6,42.9,4.31,8.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3331,277.2,59.4,0.2,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3332,912.7,55.0,24.21,9.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-3333,264.4,45.5,1.21,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3334,943.2,53.5,28.0,9.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-3335,439.5,21.2,0.7,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3336,953.5,64.4,28.0,10.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-3337,801.1,47.9,9.77,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3338,977.2,29.1,28.0,8.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3339,451.8,34.9,0.91,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3340,954.3,35.9,28.0,7.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3341,569.6,17.7,1.88,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3342,968.3,31.1,28.0,7.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-3343,713.0,34.5,4.15,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3344,564.4,28.4,0.88,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3345,543.3,36.6,1.16,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3346,595.3,27.9,1.48,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3347,434.0,40.7,1.03,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3348,639.6,17.4,2.48,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3349,603.5,32.9,1.88,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3350,294.8,51.7,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3351,538.2,46.4,1.0,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3352,543.8,17.7,1.64,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3353,666.1,19.1,2.3,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3354,532.2,16.6,0.61,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3355,507.7,59.0,1.01,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3356,808.6,59.7,10.56,9.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3357,795.4,48.6,9.41,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3358,569.8,27.3,1.46,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3359,800.3,64.7,9.84,9.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3360,305.4,40.3,0.2,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-3361,915.9,28.4,25.18,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-3362,856.1,40.8,14.94,7.9,High Thermal Oxidation / Service Flag
