Lap_Telemetry_ID,Apex_Speed_kmh,Battery_State_of_Charge_pct,Battery_Core_Temp_C,Electric_MGU_K_Boost_kW,Sector_Time_Gain_s,Hybrid_Strategy
FERRARI-SF90-2980,103.8,44.1,44.1,79.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-2981,169.9,93.8,57.8,145.3,0.56,Full 160kW Qualify Boost
FERRARI-SF90-2982,101.3,76.1,60.9,111.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-2983,108.8,74.8,51.1,128.6,0.44,Regenerative Harvesting Active
FERRARI-SF90-2984,133.6,38.5,44.3,51.6,0.13,Regenerative Harvesting Active
FERRARI-SF90-2985,136.9,31.5,45.6,47.6,0.19,Regenerative Harvesting Active
FERRARI-SF90-2986,87.9,74.2,58.1,102.7,0.37,Regenerative Harvesting Active
FERRARI-SF90-2987,126.7,58.3,47.6,93.3,0.3,Regenerative Harvesting Active
FERRARI-SF90-2988,74.4,82.8,55.0,112.4,0.41,Regenerative Harvesting Active
FERRARI-SF90-2989,109.5,65.4,51.6,105.4,0.34,Regenerative Harvesting Active
FERRARI-SF90-2990,171.0,57.1,50.3,96.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2991,130.8,86.1,52.0,136.9,0.42,Full 160kW Qualify Boost
FERRARI-SF90-2992,78.1,53.7,44.9,90.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-2993,104.4,61.3,50.4,117.4,0.32,Regenerative Harvesting Active
FERRARI-SF90-2994,145.4,83.7,56.3,136.3,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2995,120.5,79.5,49.5,145.2,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2996,74.6,81.3,55.0,128.3,0.37,Regenerative Harvesting Active
FERRARI-SF90-2997,162.3,53.7,45.9,105.3,0.34,Regenerative Harvesting Active
FERRARI-SF90-2998,162.1,45.5,47.5,71.8,0.2,Regenerative Harvesting Active
FERRARI-SF90-2999,120.5,65.0,51.3,97.7,0.29,Regenerative Harvesting Active
FERRARI-SF90-3000,98.8,89.6,61.6,133.3,0.45,Regenerative Harvesting Active
FERRARI-SF90-3001,137.2,36.3,40.8,66.3,0.23,Regenerative Harvesting Active
FERRARI-SF90-3002,115.9,35.7,40.2,70.3,0.21,Regenerative Harvesting Active
FERRARI-SF90-3003,172.7,31.1,42.1,64.4,0.24,Regenerative Harvesting Active
FERRARI-SF90-3004,84.1,36.8,37.5,95.7,0.4,Regenerative Harvesting Active
FERRARI-SF90-3005,171.5,89.6,60.5,126.7,0.41,Regenerative Harvesting Active
FERRARI-SF90-3006,122.1,28.9,40.1,51.1,0.18,Regenerative Harvesting Active
FERRARI-SF90-3007,130.6,66.3,51.4,123.8,0.45,Regenerative Harvesting Active
FERRARI-SF90-3008,171.6,39.7,42.7,89.6,0.32,Regenerative Harvesting Active
FERRARI-SF90-3009,94.5,53.8,41.1,105.6,0.38,Regenerative Harvesting Active
FERRARI-SF90-3010,105.0,67.7,51.0,112.4,0.44,Regenerative Harvesting Active
FERRARI-SF90-3011,90.3,31.5,38.0,77.1,0.22,Regenerative Harvesting Active
FERRARI-SF90-3012,163.8,68.4,52.4,120.0,0.38,Regenerative Harvesting Active
FERRARI-SF90-3013,82.2,65.6,48.6,118.7,0.44,Regenerative Harvesting Active
FERRARI-SF90-3014,164.3,30.5,39.7,74.8,0.23,Regenerative Harvesting Active
FERRARI-SF90-3015,77.2,85.7,56.2,123.6,0.4,Regenerative Harvesting Active
FERRARI-SF90-3016,151.0,54.8,43.6,107.6,0.44,Regenerative Harvesting Active
FERRARI-SF90-3017,80.6,44.6,42.3,85.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-3018,100.7,70.3,51.3,114.9,0.41,Regenerative Harvesting Active
FERRARI-SF90-3019,160.9,50.6,49.6,80.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-3020,159.5,93.0,59.6,136.0,0.46,Full 160kW Qualify Boost
FERRARI-SF90-3021,177.0,66.5,52.2,108.2,0.43,Regenerative Harvesting Active
FERRARI-SF90-3022,116.3,84.4,54.5,145.1,0.54,Full 160kW Qualify Boost
FERRARI-SF90-3023,137.3,50.1,44.6,87.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-3024,171.9,59.4,48.9,99.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-3025,167.2,67.8,50.1,95.4,0.23,Regenerative Harvesting Active
FERRARI-SF90-3026,176.8,41.6,43.2,86.9,0.33,Regenerative Harvesting Active
FERRARI-SF90-3027,178.9,30.2,41.7,53.6,0.22,Regenerative Harvesting Active
FERRARI-SF90-3028,175.4,33.6,43.8,66.7,0.24,Regenerative Harvesting Active
FERRARI-SF90-3029,104.3,49.2,46.9,95.9,0.36,Regenerative Harvesting Active
FERRARI-SF90-3030,126.9,56.3,49.4,98.2,0.37,Regenerative Harvesting Active
FERRARI-SF90-3031,73.5,53.6,45.1,75.0,0.32,Regenerative Harvesting Active
FERRARI-SF90-3032,178.5,33.7,37.5,65.0,0.25,Regenerative Harvesting Active
FERRARI-SF90-3033,117.5,26.9,36.8,77.4,0.26,Regenerative Harvesting Active
FERRARI-SF90-3034,118.2,72.7,53.9,119.3,0.35,Regenerative Harvesting Active
FERRARI-SF90-3035,132.6,59.0,45.9,97.7,0.31,Regenerative Harvesting Active
FERRARI-SF90-3036,120.8,39.0,42.4,84.7,0.29,Regenerative Harvesting Active
FERRARI-SF90-3037,82.6,71.4,56.5,103.1,0.35,Regenerative Harvesting Active
FERRARI-SF90-3038,79.4,70.2,47.8,115.0,0.38,Regenerative Harvesting Active
FERRARI-SF90-3039,171.7,61.1,44.2,120.1,0.43,Regenerative Harvesting Active
FERRARI-SF90-3040,124.1,76.9,50.6,133.3,0.46,Regenerative Harvesting Active
FERRARI-SF90-3041,170.3,45.2,47.3,63.6,0.22,Regenerative Harvesting Active
FERRARI-SF90-3042,151.7,46.8,45.5,88.5,0.25,Regenerative Harvesting Active
FERRARI-SF90-3043,168.5,46.5,42.6,92.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-3044,148.0,90.1,59.6,138.3,0.41,Full 160kW Qualify Boost
FERRARI-SF90-3045,138.1,75.3,51.6,135.1,0.47,Full 160kW Qualify Boost
FERRARI-SF90-3046,98.3,93.9,54.5,162.0,0.54,Full 160kW Qualify Boost
FERRARI-SF90-3047,114.6,77.5,53.6,116.6,0.39,Regenerative Harvesting Active
FERRARI-SF90-3048,124.5,46.6,46.3,85.8,0.34,Regenerative Harvesting Active
FERRARI-SF90-3049,115.6,26.8,40.2,60.9,0.24,Regenerative Harvesting Active
FERRARI-SF90-3050,105.5,54.6,47.8,96.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-3051,122.4,60.3,47.8,93.6,0.29,Regenerative Harvesting Active
FERRARI-SF90-3052,166.2,63.6,48.9,109.7,0.42,Regenerative Harvesting Active
FERRARI-SF90-3053,148.7,54.7,46.5,97.0,0.33,Regenerative Harvesting Active
FERRARI-SF90-3054,161.3,46.2,43.3,97.1,0.34,Regenerative Harvesting Active
FERRARI-SF90-3055,159.1,56.0,46.1,114.4,0.38,Regenerative Harvesting Active
FERRARI-SF90-3056,108.7,74.5,56.6,115.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-3057,150.4,81.2,55.4,127.5,0.47,Regenerative Harvesting Active
FERRARI-SF90-3058,156.7,47.2,47.3,84.8,0.28,Regenerative Harvesting Active
FERRARI-SF90-3059,138.1,71.0,47.4,140.6,0.45,Full 160kW Qualify Boost
FERRARI-SF90-3060,108.0,52.5,46.4,94.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-3061,141.8,50.0,46.2,78.9,0.26,Regenerative Harvesting Active
FERRARI-SF90-3062,159.6,64.7,48.4,111.2,0.34,Regenerative Harvesting Active
FERRARI-SF90-3063,83.3,79.4,55.3,125.0,0.36,Regenerative Harvesting Active
FERRARI-SF90-3064,90.4,45.8,46.8,73.4,0.32,Regenerative Harvesting Active
FERRARI-SF90-3065,133.7,95.0,53.0,162.0,0.6,Full 160kW Qualify Boost
FERRARI-SF90-3066,134.3,41.5,39.5,101.5,0.33,Regenerative Harvesting Active
FERRARI-SF90-3067,111.7,53.0,42.0,96.3,0.4,Regenerative Harvesting Active
FERRARI-SF90-3068,179.7,31.8,47.3,63.0,0.23,Regenerative Harvesting Active
FERRARI-SF90-3069,132.8,47.0,47.0,73.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-3070,118.1,85.0,51.0,150.5,0.48,Full 160kW Qualify Boost
FERRARI-SF90-3071,176.0,61.4,52.8,102.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-3072,145.0,61.4,50.8,95.5,0.28,Regenerative Harvesting Active
FERRARI-SF90-3073,127.1,81.1,51.3,131.9,0.48,Regenerative Harvesting Active
FERRARI-SF90-3074,111.3,67.5,52.6,106.3,0.38,Regenerative Harvesting Active
FERRARI-SF90-3075,80.3,39.1,42.3,81.5,0.22,Regenerative Harvesting Active
FERRARI-SF90-3076,106.8,43.2,46.5,83.2,0.22,Regenerative Harvesting Active
FERRARI-SF90-3077,148.4,70.0,50.1,116.9,0.36,Regenerative Harvesting Active
FERRARI-SF90-3078,164.1,38.1,42.9,79.7,0.27,Regenerative Harvesting Active
FERRARI-SF90-3079,79.8,76.3,57.7,106.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-3080,87.7,34.6,39.9,78.5,0.31,Regenerative Harvesting Active
FERRARI-SF90-3081,77.4,65.0,51.6,114.6,0.37,Regenerative Harvesting Active
FERRARI-SF90-3082,128.6,76.6,50.2,117.3,0.43,Regenerative Harvesting Active
FERRARI-SF90-3083,74.3,66.4,49.3,90.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-3084,72.3,37.7,43.0,73.5,0.28,Regenerative Harvesting Active
FERRARI-SF90-3085,140.0,34.0,41.4,74.2,0.27,Regenerative Harvesting Active
FERRARI-SF90-3086,91.1,72.6,48.4,111.3,0.48,Regenerative Harvesting Active
FERRARI-SF90-3087,108.3,65.2,52.7,109.8,0.43,Regenerative Harvesting Active
FERRARI-SF90-3088,179.0,53.8,49.3,101.5,0.43,Regenerative Harvesting Active
FERRARI-SF90-3089,158.1,88.3,54.9,149.8,0.52,Full 160kW Qualify Boost
FERRARI-SF90-3090,162.7,28.8,42.1,74.1,0.24,Regenerative Harvesting Active
FERRARI-SF90-3091,101.0,27.0,44.7,53.0,0.22,Regenerative Harvesting Active
FERRARI-SF90-3092,174.3,45.2,45.6,92.7,0.27,Regenerative Harvesting Active
FERRARI-SF90-3093,112.9,59.9,46.4,122.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-3094,118.3,82.1,54.6,132.9,0.42,Regenerative Harvesting Active
FERRARI-SF90-3095,178.1,64.0,48.5,111.7,0.37,Regenerative Harvesting Active
FERRARI-SF90-3096,150.2,76.5,51.0,140.8,0.45,Full 160kW Qualify Boost
FERRARI-SF90-3097,135.2,81.3,55.1,141.8,0.48,Full 160kW Qualify Boost
FERRARI-SF90-3098,174.2,31.4,43.5,66.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-3099,83.6,85.8,56.6,130.3,0.51,Regenerative Harvesting Active
FERRARI-SF90-3100,133.0,31.6,44.8,61.1,0.21,Regenerative Harvesting Active
FERRARI-SF90-3101,77.1,59.1,48.2,105.4,0.31,Regenerative Harvesting Active
FERRARI-SF90-3102,166.1,44.6,42.6,112.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-3103,111.6,69.2,42.7,117.9,0.51,Regenerative Harvesting Active
FERRARI-SF90-3104,80.0,73.7,53.4,127.8,0.4,Regenerative Harvesting Active
FERRARI-SF90-3105,84.4,65.8,49.2,115.2,0.41,Regenerative Harvesting Active
FERRARI-SF90-3106,176.0,66.3,49.0,109.7,0.44,Regenerative Harvesting Active
FERRARI-SF90-3107,114.3,48.3,44.7,77.0,0.23,Regenerative Harvesting Active
FERRARI-SF90-3108,121.3,72.7,49.0,123.8,0.43,Regenerative Harvesting Active
FERRARI-SF90-3109,168.9,46.8,50.0,76.1,0.19,Regenerative Harvesting Active
FERRARI-SF90-3110,128.6,25.5,42.4,53.9,0.17,Regenerative Harvesting Active
FERRARI-SF90-3111,93.7,88.5,61.0,128.4,0.42,Regenerative Harvesting Active
FERRARI-SF90-3112,126.2,81.5,60.9,123.3,0.45,Regenerative Harvesting Active
FERRARI-SF90-3113,76.4,71.2,51.8,121.4,0.4,Regenerative Harvesting Active
FERRARI-SF90-3114,93.8,66.4,52.1,101.9,0.33,Regenerative Harvesting Active
FERRARI-SF90-3115,77.9,31.5,39.3,62.1,0.29,Regenerative Harvesting Active
FERRARI-SF90-3116,134.2,57.3,49.2,108.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-3117,124.2,44.0,42.4,94.8,0.32,Regenerative Harvesting Active
FERRARI-SF90-3118,125.3,51.7,44.4,103.5,0.39,Regenerative Harvesting Active
FERRARI-SF90-3119,71.2,60.1,51.2,101.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-3120,141.5,89.2,53.3,152.5,0.5,Full 160kW Qualify Boost
FERRARI-SF90-3121,128.3,62.6,52.6,106.0,0.38,Regenerative Harvesting Active
FERRARI-SF90-3122,128.2,80.2,51.2,131.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-3123,144.2,78.4,52.4,133.8,0.47,Regenerative Harvesting Active
FERRARI-SF90-3124,81.8,36.0,38.6,76.5,0.28,Regenerative Harvesting Active
FERRARI-SF90-3125,92.9,56.9,46.4,98.8,0.29,Regenerative Harvesting Active
FERRARI-SF90-3126,119.3,46.4,45.5,91.4,0.31,Regenerative Harvesting Active
FERRARI-SF90-3127,153.9,25.4,34.7,63.6,0.27,Regenerative Harvesting Active
FERRARI-SF90-3128,171.9,80.0,56.2,129.9,0.41,Regenerative Harvesting Active
FERRARI-SF90-3129,117.5,92.3,55.8,146.7,0.43,Full 160kW Qualify Boost
FERRARI-SF90-3130,99.2,56.5,47.3,89.9,0.27,Regenerative Harvesting Active
FERRARI-SF90-3131,102.9,68.0,53.5,113.8,0.42,Regenerative Harvesting Active
FERRARI-SF90-3132,144.8,51.6,44.8,92.1,0.35,Regenerative Harvesting Active
FERRARI-SF90-3133,76.4,35.9,40.6,72.4,0.25,Regenerative Harvesting Active
FERRARI-SF90-3134,73.9,39.7,42.4,86.6,0.22,Regenerative Harvesting Active
FERRARI-SF90-3135,91.5,27.7,40.1,73.1,0.21,Regenerative Harvesting Active
FERRARI-SF90-3136,123.9,32.6,43.7,63.8,0.27,Regenerative Harvesting Active
FERRARI-SF90-3137,115.8,83.0,56.1,135.7,0.47,Full 160kW Qualify Boost
FERRARI-SF90-3138,103.6,84.2,59.1,128.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-3139,157.6,59.3,45.9,114.8,0.44,Regenerative Harvesting Active
FERRARI-SF90-3140,107.0,67.8,51.3,107.1,0.42,Regenerative Harvesting Active
FERRARI-SF90-3141,75.9,69.9,51.1,119.1,0.41,Regenerative Harvesting Active
FERRARI-SF90-3142,159.8,90.0,59.4,143.8,0.47,Full 160kW Qualify Boost
FERRARI-SF90-3143,138.3,61.7,46.8,113.1,0.33,Regenerative Harvesting Active
FERRARI-SF90-3144,72.1,48.0,46.0,93.2,0.32,Regenerative Harvesting Active
FERRARI-SF90-3145,171.0,86.4,54.3,134.8,0.5,Regenerative Harvesting Active
FERRARI-SF90-3146,129.3,85.1,54.7,139.3,0.47,Full 160kW Qualify Boost
FERRARI-SF90-3147,168.4,41.6,45.0,79.9,0.17,Regenerative Harvesting Active
FERRARI-SF90-3148,174.4,42.3,43.1,89.0,0.36,Regenerative Harvesting Active
FERRARI-SF90-3149,109.8,31.2,38.5,69.0,0.19,Regenerative Harvesting Active
FERRARI-SF90-3150,160.3,51.8,43.3,98.5,0.35,Regenerative Harvesting Active
FERRARI-SF90-3151,172.0,56.0,43.4,89.1,0.27,Regenerative Harvesting Active
FERRARI-SF90-3152,174.9,59.7,48.0,108.2,0.34,Regenerative Harvesting Active
FERRARI-SF90-3153,136.3,42.3,43.9,86.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-3154,72.1,57.8,47.8,107.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-3155,109.3,90.9,55.7,135.5,0.49,Full 160kW Qualify Boost
FERRARI-SF90-3156,131.4,55.5,47.2,92.3,0.3,Regenerative Harvesting Active
FERRARI-SF90-3157,146.2,80.7,55.1,124.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-3158,81.1,94.4,60.0,152.8,0.52,Full 160kW Qualify Boost
FERRARI-SF90-3159,105.3,84.7,53.3,131.4,0.45,Regenerative Harvesting Active
FERRARI-SF90-3160,132.4,49.1,47.4,88.5,0.25,Regenerative Harvesting Active
FERRARI-SF90-3161,151.1,89.7,56.1,137.2,0.5,Full 160kW Qualify Boost
FERRARI-SF90-3162,146.3,89.6,54.0,150.0,0.47,Full 160kW Qualify Boost
FERRARI-SF90-3163,148.0,26.0,40.0,62.4,0.22,Regenerative Harvesting Active
FERRARI-SF90-3164,123.1,74.6,51.1,116.9,0.35,Regenerative Harvesting Active
FERRARI-SF90-3165,135.8,47.8,49.2,86.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-3166,122.9,35.3,39.7,75.8,0.31,Regenerative Harvesting Active
FERRARI-SF90-3167,167.0,27.4,44.7,50.7,0.14,Regenerative Harvesting Active
FERRARI-SF90-3168,75.3,56.0,46.9,119.7,0.38,Regenerative Harvesting Active
FERRARI-SF90-3169,124.9,42.4,42.6,88.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-3170,107.7,26.7,35.9,62.4,0.24,Regenerative Harvesting Active
FERRARI-SF90-3171,116.9,73.4,52.0,123.3,0.41,Regenerative Harvesting Active
FERRARI-SF90-3172,77.1,56.8,49.4,90.3,0.39,Regenerative Harvesting Active
FERRARI-SF90-3173,97.1,56.4,45.9,111.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-3174,138.8,46.6,45.2,82.0,0.32,Regenerative Harvesting Active
FERRARI-SF90-3175,146.9,85.2,55.7,125.3,0.39,Regenerative Harvesting Active
FERRARI-SF90-3176,105.9,91.5,59.8,133.0,0.41,Regenerative Harvesting Active
FERRARI-SF90-3177,173.7,59.6,48.6,111.5,0.32,Regenerative Harvesting Active
FERRARI-SF90-3178,100.0,79.7,51.6,134.9,0.51,Regenerative Harvesting Active
FERRARI-SF90-3179,80.7,39.1,42.5,71.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-3180,113.0,88.2,54.8,145.5,0.54,Full 160kW Qualify Boost
FERRARI-SF90-3181,130.2,43.1,44.5,76.5,0.21,Regenerative Harvesting Active
FERRARI-SF90-3182,177.4,46.5,42.3,88.3,0.29,Regenerative Harvesting Active
FERRARI-SF90-3183,149.3,43.0,38.3,109.4,0.35,Regenerative Harvesting Active
FERRARI-SF90-3184,102.5,65.7,52.1,99.9,0.37,Regenerative Harvesting Active
FERRARI-SF90-3185,129.4,53.0,42.9,109.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-3186,79.2,86.7,59.0,136.3,0.45,Full 160kW Qualify Boost
FERRARI-SF90-3187,81.9,92.6,53.8,148.6,0.5,Full 160kW Qualify Boost
FERRARI-SF90-3188,167.5,54.0,46.7,89.3,0.33,Regenerative Harvesting Active
FERRARI-SF90-3189,152.9,90.4,54.0,158.4,0.54,Full 160kW Qualify Boost
FERRARI-SF90-3190,172.9,42.2,47.8,72.7,0.15,Regenerative Harvesting Active
FERRARI-SF90-3191,88.9,92.2,57.5,142.8,0.5,Full 160kW Qualify Boost
FERRARI-SF90-3192,145.2,66.0,50.2,104.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-3193,122.4,48.1,45.7,63.6,0.18,Regenerative Harvesting Active
FERRARI-SF90-3194,174.7,66.4,53.7,105.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-3195,122.5,84.7,54.1,143.4,0.49,Full 160kW Qualify Boost
FERRARI-SF90-3196,145.4,26.5,39.1,64.0,0.25,Regenerative Harvesting Active
FERRARI-SF90-3197,175.8,60.4,50.3,96.6,0.31,Regenerative Harvesting Active
FERRARI-SF90-3198,106.8,54.7,48.8,95.5,0.29,Regenerative Harvesting Active
FERRARI-SF90-3199,86.5,26.7,40.0,57.0,0.24,Regenerative Harvesting Active
FERRARI-SF90-3200,85.8,66.4,51.0,112.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-3201,83.6,44.2,43.5,89.5,0.3,Regenerative Harvesting Active
FERRARI-SF90-3202,117.9,65.0,46.5,101.6,0.34,Regenerative Harvesting Active
FERRARI-SF90-3203,172.6,82.4,55.5,123.6,0.38,Regenerative Harvesting Active
FERRARI-SF90-3204,115.2,44.5,39.9,97.8,0.33,Regenerative Harvesting Active
FERRARI-SF90-3205,134.3,63.0,50.6,109.3,0.37,Regenerative Harvesting Active
FERRARI-SF90-3206,163.7,46.5,44.2,82.3,0.29,Regenerative Harvesting Active
FERRARI-SF90-3207,148.1,35.9,47.1,69.5,0.24,Regenerative Harvesting Active
FERRARI-SF90-3208,120.3,90.0,57.0,144.6,0.52,Full 160kW Qualify Boost
FERRARI-SF90-3209,150.0,54.2,45.9,91.0,0.29,Regenerative Harvesting Active
FERRARI-SF90-3210,106.6,25.8,38.4,64.7,0.15,Regenerative Harvesting Active
FERRARI-SF90-3211,177.9,93.8,56.9,153.1,0.6,Full 160kW Qualify Boost
FERRARI-SF90-3212,127.4,91.3,54.3,144.4,0.42,Full 160kW Qualify Boost
FERRARI-SF90-3213,155.8,41.9,49.2,81.1,0.26,Regenerative Harvesting Active
FERRARI-SF90-3214,125.5,36.5,43.2,94.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-3215,138.9,29.0,37.7,58.6,0.17,Regenerative Harvesting Active
FERRARI-SF90-3216,133.1,71.8,51.3,117.2,0.38,Regenerative Harvesting Active
FERRARI-SF90-3217,143.4,36.8,44.7,65.4,0.33,Regenerative Harvesting Active
FERRARI-SF90-3218,120.8,68.1,53.7,111.4,0.4,Regenerative Harvesting Active
FERRARI-SF90-3219,159.3,28.5,44.5,55.3,0.21,Regenerative Harvesting Active
FERRARI-SF90-3220,78.6,50.1,41.5,100.3,0.33,Regenerative Harvesting Active
FERRARI-SF90-3221,74.7,53.5,47.2,83.8,0.25,Regenerative Harvesting Active
FERRARI-SF90-3222,74.2,49.9,43.3,94.6,0.32,Regenerative Harvesting Active
FERRARI-SF90-3223,138.5,86.1,58.7,124.6,0.45,Regenerative Harvesting Active
FERRARI-SF90-3224,131.8,50.8,45.1,103.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-3225,165.3,72.6,53.4,105.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-3226,175.5,37.7,41.6,73.8,0.27,Regenerative Harvesting Active
FERRARI-SF90-3227,157.3,47.3,46.7,90.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-3228,142.5,42.1,41.8,76.6,0.24,Regenerative Harvesting Active
FERRARI-SF90-3229,76.7,44.4,46.5,77.3,0.28,Regenerative Harvesting Active
FERRARI-SF90-3230,70.7,89.5,59.7,136.5,0.48,Full 160kW Qualify Boost
FERRARI-SF90-3231,82.9,66.6,50.1,113.2,0.38,Regenerative Harvesting Active
FERRARI-SF90-3232,100.0,76.3,54.8,126.1,0.46,Regenerative Harvesting Active
FERRARI-SF90-3233,98.4,71.1,51.3,128.8,0.44,Regenerative Harvesting Active
FERRARI-SF90-3234,124.1,84.5,52.8,140.6,0.52,Full 160kW Qualify Boost
FERRARI-SF90-3235,111.1,79.4,52.7,128.4,0.46,Regenerative Harvesting Active
FERRARI-SF90-3236,116.6,41.5,39.9,77.3,0.26,Regenerative Harvesting Active
FERRARI-SF90-3237,79.2,40.6,40.6,68.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-3238,75.3,91.8,57.6,136.6,0.51,Full 160kW Qualify Boost
FERRARI-SF90-3239,85.2,43.0,45.5,86.8,0.31,Regenerative Harvesting Active
FERRARI-SF90-3240,178.0,60.4,50.9,107.3,0.42,Regenerative Harvesting Active
FERRARI-SF90-3241,157.0,76.3,49.9,125.5,0.39,Regenerative Harvesting Active
FERRARI-SF90-3242,79.9,76.6,50.0,126.4,0.43,Regenerative Harvesting Active
FERRARI-SF90-3243,151.3,87.3,54.7,134.3,0.51,Regenerative Harvesting Active
FERRARI-SF90-3244,158.5,41.4,42.1,83.6,0.31,Regenerative Harvesting Active
FERRARI-SF90-3245,111.1,40.6,38.1,67.3,0.22,Regenerative Harvesting Active
FERRARI-SF90-3246,116.8,62.4,53.3,108.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-3247,170.4,79.6,53.6,132.0,0.48,Regenerative Harvesting Active
FERRARI-SF90-3248,101.4,88.0,56.9,135.7,0.45,Full 160kW Qualify Boost
FERRARI-SF90-3249,81.2,39.1,43.2,84.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-3250,141.6,64.4,47.7,111.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-3251,92.1,63.1,51.3,108.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-3252,111.3,27.8,43.8,64.1,0.25,Regenerative Harvesting Active
FERRARI-SF90-3253,84.5,70.3,55.7,97.5,0.33,Regenerative Harvesting Active
FERRARI-SF90-3254,176.2,33.6,40.0,84.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-3255,94.9,54.8,49.3,91.6,0.26,Regenerative Harvesting Active
FERRARI-SF90-3256,76.5,92.8,57.1,140.8,0.53,Full 160kW Qualify Boost
FERRARI-SF90-3257,179.4,47.3,45.0,89.2,0.27,Regenerative Harvesting Active
FERRARI-SF90-3258,168.9,94.0,57.0,153.5,0.57,Full 160kW Qualify Boost
FERRARI-SF90-3259,135.0,94.0,52.6,129.1,0.43,Regenerative Harvesting Active
FERRARI-SF90-3260,161.0,61.3,44.9,105.0,0.34,Regenerative Harvesting Active
FERRARI-SF90-3261,128.1,81.6,53.7,130.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-3262,140.7,38.4,44.3,77.1,0.27,Regenerative Harvesting Active
FERRARI-SF90-3263,129.5,80.3,55.6,133.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-3264,91.6,80.9,52.1,133.3,0.47,Regenerative Harvesting Active
FERRARI-SF90-3265,84.1,56.4,45.5,99.8,0.38,Regenerative Harvesting Active
FERRARI-SF90-3266,141.7,51.3,43.7,90.8,0.26,Regenerative Harvesting Active
FERRARI-SF90-3267,107.5,37.0,46.0,60.3,0.13,Regenerative Harvesting Active
FERRARI-SF90-3268,173.8,31.3,43.7,61.8,0.19,Regenerative Harvesting Active
FERRARI-SF90-3269,126.3,68.5,50.7,118.2,0.51,Regenerative Harvesting Active
FERRARI-SF90-3270,133.7,64.8,47.5,115.0,0.42,Regenerative Harvesting Active
FERRARI-SF90-3271,123.5,75.4,56.4,119.6,0.43,Regenerative Harvesting Active
FERRARI-SF90-3272,129.3,83.3,57.2,133.4,0.39,Regenerative Harvesting Active
FERRARI-SF90-3273,108.4,50.4,48.5,103.0,0.27,Regenerative Harvesting Active
FERRARI-SF90-3274,71.5,86.6,55.8,144.7,0.53,Full 160kW Qualify Boost
FERRARI-SF90-3275,135.5,37.7,43.6,71.4,0.25,Regenerative Harvesting Active
FERRARI-SF90-3276,75.2,82.4,56.1,128.9,0.4,Regenerative Harvesting Active
FERRARI-SF90-3277,100.0,60.8,50.3,108.8,0.34,Regenerative Harvesting Active
FERRARI-SF90-3278,136.3,45.0,38.5,96.8,0.4,Regenerative Harvesting Active
FERRARI-SF90-3279,78.5,68.0,52.1,108.8,0.45,Regenerative Harvesting Active
FERRARI-SF90-3280,71.6,57.8,49.0,107.3,0.39,Regenerative Harvesting Active
