Fleet_Event_ID,Vehicle_Speed_mph,Sun_Glare_Angle_deg,Road_Curvature_deg,Camera_Inference_Latency_ms,Human_AI_Disparity_deg,Autonomy_Alignment
TESLA-SHADOW-3178,71.9,56.9,32.9,22.7,5.25,Shadow Disengagement Triggered
TESLA-SHADOW-3179,59.9,68.4,2.9,24.2,3.74,Seamless Autonomous Alignment
TESLA-SHADOW-3180,60.1,60.9,6.5,26.9,4.08,Seamless Autonomous Alignment
TESLA-SHADOW-3181,48.8,41.7,25.6,27.6,3.11,Seamless Autonomous Alignment
TESLA-SHADOW-3182,32.1,47.6,4.0,27.1,2.59,Seamless Autonomous Alignment
TESLA-SHADOW-3183,73.2,23.9,14.1,26.9,0.23,Seamless Autonomous Alignment
TESLA-SHADOW-3184,50.1,52.9,14.1,23.3,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-3185,38.9,82.2,17.5,23.3,2.72,Seamless Autonomous Alignment
TESLA-SHADOW-3186,70.2,74.3,8.1,22.9,2.73,Seamless Autonomous Alignment
TESLA-SHADOW-3187,37.1,55.7,33.7,23.0,1.08,Seamless Autonomous Alignment
TESLA-SHADOW-3188,31.2,21.3,24.2,23.7,5.29,Shadow Disengagement Triggered
TESLA-SHADOW-3189,30.7,40.9,10.9,23.9,2.93,Seamless Autonomous Alignment
TESLA-SHADOW-3190,74.8,21.9,2.8,22.6,1.18,Seamless Autonomous Alignment
TESLA-SHADOW-3191,27.2,61.4,10.7,34.6,1.52,Seamless Autonomous Alignment
TESLA-SHADOW-3192,28.5,28.7,24.6,26.8,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-3193,52.4,21.7,31.1,22.1,0.66,Seamless Autonomous Alignment
TESLA-SHADOW-3194,56.0,17.8,24.0,23.0,1.31,Seamless Autonomous Alignment
TESLA-SHADOW-3195,26.4,27.5,3.9,27.6,1.76,Seamless Autonomous Alignment
TESLA-SHADOW-3196,35.2,30.0,1.3,28.8,0.82,Seamless Autonomous Alignment
TESLA-SHADOW-3197,26.3,21.6,31.6,27.2,0.93,Seamless Autonomous Alignment
TESLA-SHADOW-3198,52.7,21.5,31.4,30.2,2.94,Seamless Autonomous Alignment
TESLA-SHADOW-3199,32.6,28.1,23.9,26.2,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-3200,30.6,67.8,14.8,29.2,4.35,Seamless Autonomous Alignment
TESLA-SHADOW-3201,27.8,23.9,13.2,40.2,3.05,Seamless Autonomous Alignment
TESLA-SHADOW-3202,66.9,19.2,0.8,28.6,0.07,Seamless Autonomous Alignment
TESLA-SHADOW-3203,45.9,16.5,34.2,22.5,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-3204,48.5,30.2,23.3,25.2,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-3205,54.9,79.9,29.5,28.1,4.11,Seamless Autonomous Alignment
TESLA-SHADOW-3206,63.7,82.7,19.6,24.3,6.71,Shadow Disengagement Triggered
TESLA-SHADOW-3207,48.9,49.8,33.7,24.6,2.85,Seamless Autonomous Alignment
TESLA-SHADOW-3208,54.9,15.4,33.1,24.8,4.39,Seamless Autonomous Alignment
TESLA-SHADOW-3209,54.6,0.8,2.6,26.9,0.37,Seamless Autonomous Alignment
TESLA-SHADOW-3210,52.4,7.6,5.3,22.0,2.2,Seamless Autonomous Alignment
TESLA-SHADOW-3211,39.7,13.3,12.4,23.2,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-3212,48.4,78.1,31.0,22.1,6.11,Shadow Disengagement Triggered
TESLA-SHADOW-3213,72.3,88.6,26.1,34.5,4.29,Shadow Disengagement Triggered
TESLA-SHADOW-3214,63.0,21.1,11.9,22.6,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-3215,64.5,8.4,3.3,22.5,0.23,Seamless Autonomous Alignment
TESLA-SHADOW-3216,51.5,80.3,26.9,22.5,4.46,Seamless Autonomous Alignment
TESLA-SHADOW-3217,61.6,54.2,17.9,25.8,6.43,Shadow Disengagement Triggered
TESLA-SHADOW-3218,39.9,6.9,0.9,26.8,2.43,Seamless Autonomous Alignment
TESLA-SHADOW-3219,61.4,66.0,7.9,25.0,2.63,Seamless Autonomous Alignment
TESLA-SHADOW-3220,53.1,89.6,8.1,24.2,3.1,Seamless Autonomous Alignment
TESLA-SHADOW-3221,37.8,49.2,15.1,24.1,2.95,Seamless Autonomous Alignment
TESLA-SHADOW-3222,62.7,54.4,13.5,23.3,0.04,Seamless Autonomous Alignment
TESLA-SHADOW-3223,42.3,21.5,2.7,25.3,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-3224,37.8,11.5,7.3,32.7,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-3225,54.3,23.1,27.3,22.0,3.41,Seamless Autonomous Alignment
TESLA-SHADOW-3226,51.8,3.3,13.7,25.8,2.59,Seamless Autonomous Alignment
TESLA-SHADOW-3227,64.6,67.9,17.7,22.2,2.63,Seamless Autonomous Alignment
TESLA-SHADOW-3228,55.7,29.5,24.3,25.0,4.76,Shadow Disengagement Triggered
TESLA-SHADOW-3229,56.1,87.1,25.1,26.5,6.54,Shadow Disengagement Triggered
TESLA-SHADOW-3230,42.2,27.7,5.8,24.6,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-3231,39.6,18.6,7.0,27.7,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-3232,55.2,5.4,26.2,24.7,2.7,Seamless Autonomous Alignment
TESLA-SHADOW-3233,56.2,84.0,4.2,25.4,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-3234,59.4,51.1,11.1,23.5,2.01,Seamless Autonomous Alignment
TESLA-SHADOW-3235,67.6,56.3,0.5,24.7,0.09,Seamless Autonomous Alignment
TESLA-SHADOW-3236,51.5,62.5,0.1,26.4,0.66,Seamless Autonomous Alignment
TESLA-SHADOW-3237,47.7,27.6,32.6,23.6,1.77,Seamless Autonomous Alignment
TESLA-SHADOW-3238,30.2,50.0,19.8,26.8,5.79,Shadow Disengagement Triggered
TESLA-SHADOW-3239,44.9,57.9,32.0,24.8,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-3240,34.3,33.0,14.5,22.9,2.66,Seamless Autonomous Alignment
TESLA-SHADOW-3241,58.7,65.8,27.1,23.1,0.51,Seamless Autonomous Alignment
TESLA-SHADOW-3242,38.4,41.1,4.7,29.8,2.31,Seamless Autonomous Alignment
TESLA-SHADOW-3243,69.6,9.5,4.0,23.0,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-3244,42.3,65.8,28.6,22.7,2.76,Seamless Autonomous Alignment
TESLA-SHADOW-3245,61.7,2.7,4.2,27.1,1.12,Seamless Autonomous Alignment
TESLA-SHADOW-3246,29.5,60.1,10.8,25.0,1.24,Seamless Autonomous Alignment
TESLA-SHADOW-3247,29.8,0.6,11.8,24.1,2.9,Seamless Autonomous Alignment
TESLA-SHADOW-3248,33.9,11.7,6.6,24.0,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-3249,29.3,81.8,27.5,23.7,4.54,Shadow Disengagement Triggered
TESLA-SHADOW-3250,71.7,31.5,21.0,25.3,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-3251,25.4,52.0,1.3,28.2,5.03,Shadow Disengagement Triggered
TESLA-SHADOW-3252,65.0,43.6,8.5,23.2,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-3253,27.1,25.8,17.5,22.8,2.65,Seamless Autonomous Alignment
TESLA-SHADOW-3254,34.8,8.6,33.6,24.2,0.09,Seamless Autonomous Alignment
TESLA-SHADOW-3255,68.8,7.6,20.5,28.4,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-3256,51.4,12.0,23.3,22.8,2.96,Seamless Autonomous Alignment
TESLA-SHADOW-3257,26.9,61.7,3.6,23.9,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-3258,72.0,13.1,8.7,22.1,1.98,Seamless Autonomous Alignment
TESLA-SHADOW-3259,34.9,89.0,5.1,32.9,1.36,Shadow Disengagement Triggered
TESLA-SHADOW-3260,34.5,13.5,8.6,23.3,0.33,Seamless Autonomous Alignment
TESLA-SHADOW-3261,69.5,64.0,27.7,23.3,0.7,Seamless Autonomous Alignment
TESLA-SHADOW-3262,36.3,0.5,34.1,23.1,1.77,Seamless Autonomous Alignment
TESLA-SHADOW-3263,35.9,61.5,30.6,23.2,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-3264,30.1,38.5,3.8,22.2,3.27,Seamless Autonomous Alignment
TESLA-SHADOW-3265,38.1,68.2,10.9,35.9,0.36,Seamless Autonomous Alignment
TESLA-SHADOW-3266,50.3,29.8,19.6,23.3,0.76,Seamless Autonomous Alignment
TESLA-SHADOW-3267,26.8,15.3,15.2,22.9,2.5,Seamless Autonomous Alignment
TESLA-SHADOW-3268,43.6,6.7,0.8,25.2,0.13,Seamless Autonomous Alignment
TESLA-SHADOW-3269,52.0,70.0,23.9,23.6,3.17,Seamless Autonomous Alignment
TESLA-SHADOW-3270,32.8,53.6,26.8,22.2,1.43,Seamless Autonomous Alignment
TESLA-SHADOW-3271,42.9,48.1,31.9,23.6,2.65,Seamless Autonomous Alignment
TESLA-SHADOW-3272,66.1,51.7,23.5,29.4,3.64,Seamless Autonomous Alignment
TESLA-SHADOW-3273,45.6,38.6,1.9,26.2,0.0,Seamless Autonomous Alignment
TESLA-SHADOW-3274,69.3,26.4,20.7,29.8,0.89,Seamless Autonomous Alignment
TESLA-SHADOW-3275,58.3,38.5,29.7,27.1,2.76,Seamless Autonomous Alignment
TESLA-SHADOW-3276,57.1,19.6,31.4,24.9,1.48,Seamless Autonomous Alignment
TESLA-SHADOW-3277,36.0,50.7,1.5,28.3,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-3278,41.8,81.5,20.1,23.0,0.74,Seamless Autonomous Alignment
TESLA-SHADOW-3279,50.6,5.8,28.7,34.6,3.18,Seamless Autonomous Alignment
TESLA-SHADOW-3280,43.9,60.5,4.6,22.9,0.07,Seamless Autonomous Alignment
TESLA-SHADOW-3281,42.2,19.7,5.9,28.9,0.14,Seamless Autonomous Alignment
TESLA-SHADOW-3282,42.6,26.0,24.5,22.5,2.69,Seamless Autonomous Alignment
TESLA-SHADOW-3283,45.4,63.3,22.5,23.7,4.97,Shadow Disengagement Triggered
TESLA-SHADOW-3284,52.4,30.8,8.6,26.6,2.42,Seamless Autonomous Alignment
TESLA-SHADOW-3285,30.7,12.3,4.3,22.2,1.15,Seamless Autonomous Alignment
TESLA-SHADOW-3286,63.9,86.5,23.5,31.9,6.11,Shadow Disengagement Triggered
TESLA-SHADOW-3287,72.8,89.7,33.9,31.3,3.87,Shadow Disengagement Triggered
TESLA-SHADOW-3288,54.1,87.3,10.6,26.6,0.39,Seamless Autonomous Alignment
TESLA-SHADOW-3289,61.7,43.3,28.0,23.4,0.06,Seamless Autonomous Alignment
TESLA-SHADOW-3290,72.7,3.5,31.5,24.7,1.42,Seamless Autonomous Alignment
TESLA-SHADOW-3291,50.6,0.5,33.3,23.6,4.8,Shadow Disengagement Triggered
TESLA-SHADOW-3292,68.0,81.4,5.0,30.7,3.33,Shadow Disengagement Triggered
TESLA-SHADOW-3293,54.6,44.2,34.5,28.1,4.88,Shadow Disengagement Triggered
TESLA-SHADOW-3294,65.9,68.0,14.5,23.2,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-3295,66.3,42.0,4.0,24.5,3.12,Seamless Autonomous Alignment
TESLA-SHADOW-3296,50.0,5.8,32.9,30.7,4.14,Seamless Autonomous Alignment
TESLA-SHADOW-3297,35.0,78.9,23.3,24.3,2.85,Seamless Autonomous Alignment
TESLA-SHADOW-3298,34.8,15.5,3.0,29.0,2.86,Seamless Autonomous Alignment
TESLA-SHADOW-3299,55.7,55.6,2.1,23.7,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-3300,74.7,41.1,29.9,23.2,2.2,Seamless Autonomous Alignment
TESLA-SHADOW-3301,73.2,64.3,7.2,34.8,3.11,Seamless Autonomous Alignment
TESLA-SHADOW-3302,52.3,79.8,21.9,39.3,3.61,Shadow Disengagement Triggered
TESLA-SHADOW-3303,54.0,5.2,33.1,26.9,2.14,Seamless Autonomous Alignment
TESLA-SHADOW-3304,53.4,55.6,21.9,22.0,3.21,Seamless Autonomous Alignment
TESLA-SHADOW-3305,66.8,20.2,25.2,24.4,1.77,Seamless Autonomous Alignment
TESLA-SHADOW-3306,45.5,74.4,18.4,24.5,1.69,Seamless Autonomous Alignment
TESLA-SHADOW-3307,64.5,2.4,1.5,22.0,0.03,Seamless Autonomous Alignment
TESLA-SHADOW-3308,74.5,39.1,11.7,24.2,1.33,Seamless Autonomous Alignment
TESLA-SHADOW-3309,48.6,82.5,26.1,24.1,3.12,Seamless Autonomous Alignment
TESLA-SHADOW-3310,39.3,37.9,14.3,22.8,2.74,Seamless Autonomous Alignment
TESLA-SHADOW-3311,31.3,34.2,12.0,22.4,1.99,Seamless Autonomous Alignment
TESLA-SHADOW-3312,71.9,70.3,4.0,22.6,1.5,Seamless Autonomous Alignment
TESLA-SHADOW-3313,50.2,60.1,21.5,22.2,2.88,Seamless Autonomous Alignment
TESLA-SHADOW-3314,39.2,79.4,26.1,29.1,0.43,Seamless Autonomous Alignment
TESLA-SHADOW-3315,53.9,50.9,6.7,23.2,1.4,Seamless Autonomous Alignment
TESLA-SHADOW-3316,36.5,69.8,5.9,24.0,0.96,Seamless Autonomous Alignment
TESLA-SHADOW-3317,67.3,54.8,6.2,38.8,0.92,Seamless Autonomous Alignment
TESLA-SHADOW-3318,58.5,65.6,23.4,23.9,2.75,Seamless Autonomous Alignment
TESLA-SHADOW-3319,69.0,86.0,6.9,27.5,3.62,Seamless Autonomous Alignment
TESLA-SHADOW-3320,28.5,70.6,13.3,22.9,0.06,Seamless Autonomous Alignment
TESLA-SHADOW-3321,68.2,48.6,26.2,23.1,4.15,Seamless Autonomous Alignment
TESLA-SHADOW-3322,62.1,50.8,16.8,23.2,0.32,Seamless Autonomous Alignment
TESLA-SHADOW-3323,57.1,0.6,26.6,23.1,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-3324,45.8,21.1,28.7,37.9,4.11,Seamless Autonomous Alignment
TESLA-SHADOW-3325,74.6,63.8,7.9,22.1,0.96,Seamless Autonomous Alignment
TESLA-SHADOW-3326,53.6,22.0,20.9,25.2,0.81,Seamless Autonomous Alignment
TESLA-SHADOW-3327,31.8,82.3,19.0,23.0,5.6,Shadow Disengagement Triggered
TESLA-SHADOW-3328,69.6,46.9,14.9,29.3,2.06,Seamless Autonomous Alignment
TESLA-SHADOW-3329,46.5,67.5,19.0,33.0,2.53,Seamless Autonomous Alignment
TESLA-SHADOW-3330,66.5,37.1,25.3,23.0,1.35,Seamless Autonomous Alignment
TESLA-SHADOW-3331,65.5,16.0,34.9,22.4,2.3,Seamless Autonomous Alignment
TESLA-SHADOW-3332,45.4,28.7,25.3,22.4,0.96,Seamless Autonomous Alignment
TESLA-SHADOW-3333,69.5,47.2,19.3,22.7,2.93,Seamless Autonomous Alignment
TESLA-SHADOW-3334,66.0,84.8,2.6,25.4,4.35,Seamless Autonomous Alignment
TESLA-SHADOW-3335,74.2,26.7,0.2,26.8,3.36,Seamless Autonomous Alignment
TESLA-SHADOW-3336,71.4,31.7,24.9,24.1,3.1,Seamless Autonomous Alignment
TESLA-SHADOW-3337,43.0,0.9,10.6,22.7,2.98,Seamless Autonomous Alignment
TESLA-SHADOW-3338,63.5,1.2,15.9,24.3,1.7,Seamless Autonomous Alignment
TESLA-SHADOW-3339,54.3,55.6,33.9,24.5,4.28,Seamless Autonomous Alignment
TESLA-SHADOW-3340,53.7,74.6,22.6,22.4,2.37,Seamless Autonomous Alignment
TESLA-SHADOW-3341,57.6,64.3,10.4,22.3,3.29,Seamless Autonomous Alignment
TESLA-SHADOW-3342,50.8,57.3,13.1,23.1,4.19,Seamless Autonomous Alignment
TESLA-SHADOW-3343,42.4,35.0,1.3,23.5,3.4,Seamless Autonomous Alignment
TESLA-SHADOW-3344,54.2,40.3,33.9,26.7,5.53,Shadow Disengagement Triggered
TESLA-SHADOW-3345,31.8,69.3,18.0,23.0,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-3346,26.5,72.6,5.7,22.2,3.65,Seamless Autonomous Alignment
TESLA-SHADOW-3347,33.1,5.5,7.7,26.8,0.52,Seamless Autonomous Alignment
TESLA-SHADOW-3348,35.2,41.8,15.1,24.9,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-3349,53.0,49.0,22.0,23.2,0.02,Seamless Autonomous Alignment
TESLA-SHADOW-3350,46.1,14.6,27.0,30.5,0.67,Seamless Autonomous Alignment
TESLA-SHADOW-3351,68.1,63.0,17.6,24.0,1.18,Seamless Autonomous Alignment
TESLA-SHADOW-3352,32.5,30.9,30.2,23.8,0.42,Seamless Autonomous Alignment
TESLA-SHADOW-3353,45.1,48.5,12.5,30.3,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-3354,46.3,88.5,20.7,22.8,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-3355,27.7,40.1,32.5,23.6,2.36,Seamless Autonomous Alignment
TESLA-SHADOW-3356,66.8,56.6,6.3,26.1,2.44,Seamless Autonomous Alignment
TESLA-SHADOW-3357,38.0,18.3,25.5,32.5,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-3358,32.1,44.2,31.6,22.5,0.35,Seamless Autonomous Alignment
TESLA-SHADOW-3359,32.9,22.1,32.1,22.4,2.7,Seamless Autonomous Alignment
TESLA-SHADOW-3360,44.4,7.9,13.5,27.7,2.29,Seamless Autonomous Alignment
TESLA-SHADOW-3361,54.2,81.6,20.8,31.9,5.87,Shadow Disengagement Triggered
TESLA-SHADOW-3362,40.3,53.9,11.6,22.1,0.81,Seamless Autonomous Alignment
TESLA-SHADOW-3363,55.4,64.0,31.6,28.5,7.77,Shadow Disengagement Triggered
TESLA-SHADOW-3364,41.1,74.4,24.4,30.0,3.15,Seamless Autonomous Alignment
TESLA-SHADOW-3365,72.8,81.9,28.1,32.2,0.14,Shadow Disengagement Triggered
TESLA-SHADOW-3366,45.0,86.7,13.8,26.5,0.2,Seamless Autonomous Alignment
TESLA-SHADOW-3367,49.6,3.1,33.5,24.6,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-3368,35.7,17.3,28.2,31.2,3.41,Seamless Autonomous Alignment
TESLA-SHADOW-3369,67.1,42.8,27.5,23.5,4.71,Shadow Disengagement Triggered
TESLA-SHADOW-3370,62.6,39.8,1.8,23.5,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-3371,47.1,37.6,15.0,22.3,2.9,Seamless Autonomous Alignment
TESLA-SHADOW-3372,71.0,54.5,31.7,23.5,4.06,Seamless Autonomous Alignment
TESLA-SHADOW-3373,30.3,69.3,21.9,45.2,3.48,Seamless Autonomous Alignment
TESLA-SHADOW-3374,71.8,61.5,11.6,22.2,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-3375,68.1,14.6,2.0,26.3,0.05,Seamless Autonomous Alignment
TESLA-SHADOW-3376,30.3,72.2,13.0,26.1,3.33,Seamless Autonomous Alignment
TESLA-SHADOW-3377,53.5,20.0,6.0,24.8,0.0,Seamless Autonomous Alignment
TESLA-SHADOW-3378,50.7,33.7,5.4,36.8,2.59,Seamless Autonomous Alignment
TESLA-SHADOW-3379,44.5,31.4,30.7,22.8,0.62,Seamless Autonomous Alignment
TESLA-SHADOW-3380,46.9,1.8,21.0,22.7,1.83,Seamless Autonomous Alignment
TESLA-SHADOW-3381,30.8,46.3,20.4,27.7,2.93,Seamless Autonomous Alignment
TESLA-SHADOW-3382,66.7,52.6,3.2,23.6,3.86,Seamless Autonomous Alignment
TESLA-SHADOW-3383,71.7,24.9,5.6,24.5,0.17,Seamless Autonomous Alignment
TESLA-SHADOW-3384,49.8,35.5,16.6,28.9,2.87,Seamless Autonomous Alignment
TESLA-SHADOW-3385,27.2,4.0,23.1,24.3,3.36,Seamless Autonomous Alignment
TESLA-SHADOW-3386,64.3,4.3,24.3,25.3,1.72,Seamless Autonomous Alignment
TESLA-SHADOW-3387,30.4,34.2,16.8,24.4,0.36,Seamless Autonomous Alignment
TESLA-SHADOW-3388,41.4,9.6,8.7,30.3,4.81,Shadow Disengagement Triggered
TESLA-SHADOW-3389,26.6,76.9,7.2,24.3,4.6,Shadow Disengagement Triggered
TESLA-SHADOW-3390,60.5,72.0,5.1,28.0,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-3391,28.2,73.6,17.6,22.0,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-3392,41.5,37.4,27.0,23.5,0.29,Seamless Autonomous Alignment
TESLA-SHADOW-3393,53.9,75.3,0.9,26.1,0.45,Seamless Autonomous Alignment
TESLA-SHADOW-3394,58.7,70.2,24.8,24.3,3.82,Seamless Autonomous Alignment
TESLA-SHADOW-3395,72.1,14.4,21.0,25.0,1.19,Seamless Autonomous Alignment
TESLA-SHADOW-3396,28.0,13.8,13.7,23.7,1.79,Seamless Autonomous Alignment
TESLA-SHADOW-3397,32.5,25.3,12.8,25.8,2.02,Seamless Autonomous Alignment
TESLA-SHADOW-3398,55.1,54.7,2.4,23.0,0.71,Seamless Autonomous Alignment
TESLA-SHADOW-3399,70.7,30.6,4.9,22.8,3.07,Seamless Autonomous Alignment
TESLA-SHADOW-3400,37.3,55.0,10.5,31.1,0.28,Seamless Autonomous Alignment
TESLA-SHADOW-3401,34.3,65.0,12.7,24.5,2.14,Seamless Autonomous Alignment
TESLA-SHADOW-3402,70.4,43.5,17.4,22.5,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-3403,61.2,74.7,22.9,23.3,3.86,Seamless Autonomous Alignment
TESLA-SHADOW-3404,31.1,69.9,34.5,23.1,2.0,Seamless Autonomous Alignment
TESLA-SHADOW-3405,64.5,63.2,16.9,23.7,0.3,Seamless Autonomous Alignment
TESLA-SHADOW-3406,58.1,74.4,1.2,23.7,1.56,Seamless Autonomous Alignment
TESLA-SHADOW-3407,37.0,88.2,3.7,29.5,3.99,Seamless Autonomous Alignment
TESLA-SHADOW-3408,30.1,65.3,30.2,22.4,3.42,Seamless Autonomous Alignment
TESLA-SHADOW-3409,29.3,59.5,14.1,24.5,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-3410,38.4,5.8,6.3,22.8,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-3411,53.8,72.7,5.7,27.7,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-3412,63.9,75.4,31.7,23.3,1.47,Seamless Autonomous Alignment
TESLA-SHADOW-3413,35.0,84.0,1.9,33.2,0.15,Shadow Disengagement Triggered
TESLA-SHADOW-3414,71.7,4.0,34.4,22.5,3.31,Seamless Autonomous Alignment
TESLA-SHADOW-3415,72.6,74.3,27.6,23.7,1.83,Seamless Autonomous Alignment
TESLA-SHADOW-3416,33.8,5.0,3.3,30.3,2.31,Seamless Autonomous Alignment
TESLA-SHADOW-3417,45.6,19.8,29.6,27.0,0.89,Seamless Autonomous Alignment
TESLA-SHADOW-3418,74.1,49.8,29.4,22.3,4.38,Seamless Autonomous Alignment
TESLA-SHADOW-3419,51.6,11.3,19.1,23.6,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-3420,31.8,71.6,11.9,22.1,3.88,Seamless Autonomous Alignment
TESLA-SHADOW-3421,59.7,8.2,23.6,22.1,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-3422,74.8,49.1,2.3,29.0,0.25,Seamless Autonomous Alignment
TESLA-SHADOW-3423,52.4,32.6,26.3,22.5,4.09,Seamless Autonomous Alignment
TESLA-SHADOW-3424,49.1,70.1,7.2,32.8,3.55,Shadow Disengagement Triggered
TESLA-SHADOW-3425,69.5,88.1,13.8,23.0,5.1,Shadow Disengagement Triggered
TESLA-SHADOW-3426,35.2,85.7,8.3,27.2,1.18,Seamless Autonomous Alignment
TESLA-SHADOW-3427,43.1,45.2,8.0,22.8,0.07,Seamless Autonomous Alignment
TESLA-SHADOW-3428,58.7,86.6,34.7,26.2,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-3429,35.5,16.1,32.3,23.4,1.85,Seamless Autonomous Alignment
TESLA-SHADOW-3430,66.3,54.9,28.3,25.4,1.64,Seamless Autonomous Alignment
TESLA-SHADOW-3431,43.0,31.2,32.0,33.5,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-3432,73.5,48.3,31.7,22.2,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-3433,45.8,24.9,29.5,23.4,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-3434,57.8,34.1,12.7,22.2,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-3435,25.0,78.1,2.7,23.6,0.67,Seamless Autonomous Alignment
TESLA-SHADOW-3436,30.6,0.6,2.3,22.9,1.93,Seamless Autonomous Alignment
TESLA-SHADOW-3437,56.2,23.4,12.3,24.4,0.43,Seamless Autonomous Alignment
TESLA-SHADOW-3438,52.7,63.7,13.8,26.7,3.06,Seamless Autonomous Alignment
TESLA-SHADOW-3439,53.0,64.3,15.2,27.8,2.86,Seamless Autonomous Alignment
TESLA-SHADOW-3440,52.6,43.6,1.3,24.1,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-3441,59.5,19.7,12.1,30.4,2.55,Seamless Autonomous Alignment
TESLA-SHADOW-3442,58.5,62.3,13.2,25.3,2.99,Seamless Autonomous Alignment
TESLA-SHADOW-3443,73.4,25.6,29.2,25.8,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-3444,30.1,44.7,32.3,22.3,1.95,Seamless Autonomous Alignment
TESLA-SHADOW-3445,36.3,89.9,9.4,23.1,2.88,Seamless Autonomous Alignment
TESLA-SHADOW-3446,49.4,70.8,22.7,22.1,1.84,Seamless Autonomous Alignment
TESLA-SHADOW-3447,69.8,6.1,19.0,24.2,1.02,Seamless Autonomous Alignment
TESLA-SHADOW-3448,45.8,53.9,8.0,23.9,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-3449,31.0,56.5,2.8,24.3,2.19,Seamless Autonomous Alignment
TESLA-SHADOW-3450,53.6,26.6,28.2,23.1,1.87,Seamless Autonomous Alignment
TESLA-SHADOW-3451,61.6,89.6,19.0,24.0,2.93,Seamless Autonomous Alignment
TESLA-SHADOW-3452,52.1,17.7,16.3,22.5,2.12,Seamless Autonomous Alignment
TESLA-SHADOW-3453,73.6,0.5,1.5,23.2,2.22,Seamless Autonomous Alignment
TESLA-SHADOW-3454,73.7,50.1,9.2,25.9,2.4,Seamless Autonomous Alignment
TESLA-SHADOW-3455,45.5,17.4,18.2,25.6,2.68,Seamless Autonomous Alignment
TESLA-SHADOW-3456,46.0,61.9,25.3,23.6,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-3457,34.3,80.2,18.1,24.4,2.83,Seamless Autonomous Alignment
TESLA-SHADOW-3458,37.5,75.7,34.3,25.3,1.66,Seamless Autonomous Alignment
TESLA-SHADOW-3459,36.7,54.1,24.8,25.3,1.4,Seamless Autonomous Alignment
TESLA-SHADOW-3460,54.8,75.3,2.8,25.2,5.5,Shadow Disengagement Triggered
TESLA-SHADOW-3461,68.5,32.5,15.2,37.8,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-3462,57.5,31.5,16.3,30.1,1.2,Seamless Autonomous Alignment
TESLA-SHADOW-3463,56.9,12.9,1.4,27.9,0.73,Seamless Autonomous Alignment
TESLA-SHADOW-3464,63.1,9.9,5.1,22.5,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-3465,74.7,34.9,6.4,22.7,0.05,Seamless Autonomous Alignment
TESLA-SHADOW-3466,57.1,71.6,21.2,22.3,1.96,Seamless Autonomous Alignment
