Qilin_Cell_Cycle_ID,Charging_C_Rate,Heat_Dissipation_Rate_W,Max_Cell_Core_Temp_C,Anode_Overpotential_mV,Fast_Charging_State
CATL-CTP3-3184,2.31,8084,34.1,111.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3185,1.69,4601,35.2,133.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3186,3.01,11958,41.4,107.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3187,4.19,19584,43.0,88.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3188,1.73,5270,36.6,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3189,1.59,4605,35.3,138.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3190,3.27,13597,41.5,98.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3191,3.24,13964,42.5,119.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3192,3.33,14115,41.6,97.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3193,4.04,18519,42.4,87.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3194,2.23,8103,37.8,117.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3195,3.26,13906,40.4,100.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3196,3.53,16083,43.1,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3197,1.3,3367,34.0,147.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3198,3.49,15317,42.3,102.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3199,3.91,17479,43.9,88.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3200,1.61,5404,34.7,132.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3201,2.32,7539,36.1,112.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3202,1.01,2645,34.8,148.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3203,1.09,1970,33.3,148.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3204,3.08,12335,39.4,105.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3205,1.9,5690,36.6,129.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3206,2.48,8777,39.6,109.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3207,1.44,4104,33.5,141.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3208,1.23,2560,32.1,140.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3209,1.96,6406,34.9,122.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3210,2.5,9779,39.1,118.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3211,1.96,5812,34.9,132.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3212,1.91,5859,35.6,114.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3213,2.31,8650,37.8,123.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3214,1.28,3599,33.4,131.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3215,3.68,16103,41.8,99.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3216,1.82,5369,35.7,135.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3217,1.94,5968,35.3,121.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3218,1.98,6174,36.1,130.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3219,1.82,5280,36.1,136.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3220,2.43,8292,37.7,128.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3221,4.09,19316,45.0,88.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3222,2.64,9863,38.3,109.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3223,1.21,2828,32.7,135.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3224,2.37,8304,36.0,115.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3225,3.31,14162,39.4,96.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3226,2.87,11356,39.8,108.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3227,1.62,4554,36.0,131.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3228,3.63,16448,43.4,105.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3229,1.14,2793,34.7,145.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3230,3.9,17967,44.2,95.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3231,2.52,9680,41.4,106.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3232,3.07,12763,39.3,96.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3233,1.91,5653,36.3,120.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3234,2.04,6972,36.7,122.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3235,1.36,4051,34.1,144.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3236,3.51,15221,41.5,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3237,1.88,5483,35.4,129.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3238,3.42,14735,43.3,104.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3239,3.11,13344,40.3,99.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3240,3.05,12559,40.5,113.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3241,3.81,17937,45.4,93.4,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3242,3.11,12290,41.6,97.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3243,2.01,6112,35.7,130.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3244,1.25,3244,35.6,146.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3245,3.98,19128,44.3,94.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3246,1.14,2791,29.6,138.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3247,2.66,10566,39.0,108.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3248,2.01,6958,34.8,125.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3249,1.17,3629,31.8,141.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3250,1.1,2439,33.1,147.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3251,2.4,8128,37.4,110.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3252,1.93,5452,35.9,132.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3253,1.62,4986,31.3,138.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3254,1.66,4691,35.4,121.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3255,2.36,9036,37.5,121.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3256,3.05,12647,39.9,106.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3257,2.55,9713,37.9,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3258,3.5,14917,41.4,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3259,2.99,11856,38.9,104.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3260,2.04,6814,36.1,132.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3261,1.99,6293,36.5,127.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3262,3.18,13507,39.8,98.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3263,3.77,17151,42.1,97.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3264,1.58,5145,34.4,134.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3265,1.22,3125,32.9,136.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3266,2.33,8280,37.1,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3267,1.02,2219,31.7,144.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3268,3.34,14665,41.8,97.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3269,2.7,10539,37.8,113.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3270,1.95,6247,35.4,116.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3271,3.35,15058,42.3,105.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3272,1.78,5409,35.6,127.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3273,1.8,6014,34.6,123.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3274,1.69,4180,37.5,131.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3275,2.0,6577,35.1,129.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3276,4.15,19765,44.6,88.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3277,1.34,3261,35.4,136.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3278,3.41,14692,42.4,102.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3279,4.17,19322,42.7,81.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3280,1.42,4744,35.0,143.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3281,2.56,9595,39.7,116.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3282,4.19,20176,44.3,87.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3283,2.86,11501,39.1,113.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3284,3.05,12168,40.8,110.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3285,3.91,18315,41.5,85.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3286,2.81,11167,40.4,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3287,2.78,10967,39.8,104.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3288,4.16,20074,46.6,92.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3289,4.17,19756,43.9,89.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3290,1.16,3857,33.0,147.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3291,2.41,8510,36.3,121.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3292,2.88,11260,40.5,117.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3293,3.07,12881,41.6,109.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3294,2.08,6805,37.9,118.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3295,3.04,12533,41.7,105.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3296,3.72,15740,43.3,88.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3297,1.0,2296,31.4,142.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3298,4.09,19652,44.3,81.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3299,2.6,9429,38.1,117.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3300,2.33,8531,37.9,123.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3301,3.02,12247,41.3,115.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3302,1.78,5775,37.4,140.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3303,2.49,9749,36.4,118.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3304,2.5,9434,39.9,125.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3305,3.54,14360,44.1,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3306,1.85,6325,36.2,120.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3307,3.5,15084,41.9,103.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3308,4.14,18800,45.6,94.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3309,3.86,16973,46.5,89.9,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3310,2.27,8617,38.4,127.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3311,2.96,11780,40.5,104.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3312,2.89,11160,39.6,108.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3313,1.36,3448,33.8,130.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3314,2.24,7720,38.0,124.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3315,2.1,6978,35.7,118.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3316,2.88,11162,40.6,123.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3317,1.27,2686,32.1,135.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3318,2.9,11867,40.2,113.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3319,3.13,12436,41.8,95.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3320,2.1,7467,36.0,128.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3321,3.16,12664,41.0,100.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3322,2.07,7189,35.2,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3323,2.73,10964,39.9,109.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3324,3.67,16480,42.8,92.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3325,2.66,10646,38.8,115.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3326,1.06,2539,31.7,143.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3327,1.26,3784,35.1,137.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3328,3.07,11973,41.2,105.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3329,3.52,15650,42.8,94.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3330,3.4,14335,42.4,102.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3331,2.74,10066,39.9,116.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3332,2.07,6412,36.9,124.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3333,1.97,6072,35.1,119.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3334,1.63,4772,33.8,132.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3335,2.88,10925,41.2,111.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3336,1.42,3189,33.2,143.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3337,2.13,7161,37.1,113.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3338,2.55,9564,37.2,120.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3339,1.98,5727,36.6,119.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3340,1.57,4888,35.3,135.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3341,1.83,6048,36.1,119.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3342,2.87,11384,39.1,103.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3343,2.76,10578,39.2,106.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3344,3.99,18263,45.9,91.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3345,2.23,7675,35.7,115.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3346,2.69,10266,36.5,113.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3347,1.06,2654,31.2,138.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3348,1.62,5119,33.8,132.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3349,2.39,8397,39.0,114.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3350,1.17,2711,30.3,143.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3351,3.84,17943,42.4,93.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3352,3.66,15108,41.6,89.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3353,2.01,6440,36.7,130.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3354,3.24,13090,42.9,99.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3355,2.03,7014,35.8,121.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3356,1.79,5262,35.0,127.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3357,3.68,16550,43.6,99.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3358,2.73,10145,39.2,116.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3359,4.1,18301,46.8,94.9,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3360,3.0,11497,38.7,97.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3361,2.88,10744,40.4,108.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3362,1.4,3667,35.3,146.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3363,1.21,2632,30.4,134.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3364,3.89,18718,44.3,82.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3365,1.92,6328,36.9,133.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3366,1.22,2402,33.7,150.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3367,3.77,16484,45.2,104.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3368,2.67,10007,40.3,113.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3369,2.78,10889,37.9,109.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3370,1.65,4860,34.1,135.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3371,1.23,2547,34.6,148.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3372,4.12,19506,45.5,98.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3373,2.96,11657,40.1,112.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3374,3.87,18057,44.1,95.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3375,2.44,8918,37.4,118.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3376,2.86,10876,38.1,115.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3377,3.87,17286,43.5,100.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3378,1.88,6456,35.8,119.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3379,2.98,11353,39.2,96.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3380,3.96,17947,43.1,86.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3381,3.44,14626,42.9,104.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3382,1.49,3302,33.8,133.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3383,3.07,13322,39.9,105.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3384,2.27,7833,35.9,108.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3385,3.12,13201,40.7,104.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3386,1.0,1973,32.0,141.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3387,3.83,17201,42.8,90.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3388,2.74,10153,37.4,117.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3389,3.57,16465,42.7,98.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3390,1.63,5092,35.1,146.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3391,3.92,17579,43.8,107.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3392,3.58,15702,42.8,108.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3393,2.22,7895,37.3,123.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3394,1.34,3809,34.5,130.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3395,3.92,18499,43.9,97.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3396,2.29,8382,33.2,123.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3397,2.25,8052,37.5,120.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3398,2.25,7790,37.2,118.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3399,3.37,14683,43.1,90.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3400,2.53,9558,35.9,110.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3401,2.77,10164,36.4,103.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3402,3.76,16723,43.8,99.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3403,1.73,5383,34.5,135.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3404,1.61,5501,32.9,126.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3405,3.66,16208,43.9,99.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3406,3.66,16242,42.3,103.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3407,1.5,3764,34.6,145.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3408,3.4,14157,42.5,108.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3409,2.51,9379,37.9,106.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3410,2.1,7541,38.3,126.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3411,3.63,15809,44.1,104.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3412,2.78,10383,39.5,109.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3413,1.39,2810,37.3,141.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3414,2.43,8823,35.7,116.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3415,2.74,10640,38.1,110.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3416,2.19,7954,38.4,119.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3417,1.72,5101,35.4,130.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3418,1.5,3512,31.8,131.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3419,3.18,13540,40.6,106.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3420,2.95,11429,42.8,99.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3421,1.11,2582,31.2,136.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3422,4.15,18772,44.6,80.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3423,1.54,4148,36.5,140.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3424,2.34,7867,38.0,123.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3425,3.55,15867,40.8,90.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3426,1.26,3765,33.1,133.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3427,2.89,11650,38.8,104.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3428,3.84,17809,45.9,96.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-3429,3.2,13787,40.6,107.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3430,3.5,15676,42.5,98.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3431,1.16,3371,30.9,138.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3432,2.32,8093,36.2,123.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-3433,1.16,3635,33.1,140.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
