IMU_Sample_ID,Motorcycle_Lean_Angle_deg,Throttle_Opening_pct,IMU_Pitch_Wheelie_deg,Rear_Wheel_Slip_Ratio_pct,Slide_Control_State
DUCATI-GP-3177,36.8,27.2,1.4,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3178,52.2,62.9,-1.3,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3179,28.2,55.4,2.9,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3180,62.8,24.0,0.9,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3181,42.7,79.2,3.4,9.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3182,43.4,70.5,3.0,8.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3183,23.7,37.5,6.6,3.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3184,53.8,24.2,1.1,3.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3185,49.8,54.8,2.2,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3186,45.8,80.4,-0.4,10.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3187,63.6,89.6,3.8,14.5,Highside Risk / Instant Torque Cut
DUCATI-GP-3188,34.2,74.1,3.8,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3189,36.5,45.8,3.9,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3190,31.0,95.0,4.5,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3191,42.5,40.5,3.6,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3192,47.0,99.9,0.6,14.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3193,48.9,64.2,1.9,10.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3194,51.2,72.0,1.9,9.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3195,24.5,44.9,1.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3196,29.5,93.6,2.0,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3197,15.8,74.8,3.2,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3198,24.8,98.3,3.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3199,19.6,60.3,4.8,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3200,17.0,58.3,3.5,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3201,34.7,94.8,-0.6,9.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3202,46.9,56.4,3.3,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3203,61.2,91.5,4.5,17.5,Highside Risk / Instant Torque Cut
DUCATI-GP-3204,57.5,76.2,1.9,12.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3205,36.6,43.4,3.1,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3206,28.1,75.0,4.4,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3207,47.7,29.0,5.1,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3208,43.6,94.7,4.3,9.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3209,39.5,83.1,0.7,10.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3210,50.6,63.2,4.4,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3211,60.1,91.0,1.8,16.1,Highside Risk / Instant Torque Cut
DUCATI-GP-3212,53.0,83.4,0.4,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3213,47.2,22.9,2.1,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3214,38.0,73.7,0.5,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3215,22.7,56.4,2.2,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3216,51.8,20.9,0.5,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3217,49.1,30.0,3.3,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3218,29.8,79.9,4.5,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3219,28.9,23.5,4.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3220,23.7,32.2,1.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3221,45.6,57.9,0.3,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3222,57.7,70.3,-0.0,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3223,50.9,63.5,3.6,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3224,44.5,47.6,3.7,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3225,45.2,32.7,4.9,3.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3226,57.4,91.7,1.7,15.8,Highside Risk / Instant Torque Cut
DUCATI-GP-3227,61.6,42.9,1.6,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3228,30.4,58.0,1.0,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3229,53.7,70.8,2.4,9.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3230,21.3,78.7,3.2,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3231,33.5,44.2,3.6,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3232,19.5,32.9,0.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3233,29.6,94.3,4.6,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3234,59.0,32.5,2.6,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3235,21.5,96.4,1.7,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3236,51.2,37.2,3.8,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3237,46.2,24.1,0.8,2.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3238,44.1,47.0,3.3,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3239,26.9,39.1,3.9,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3240,41.6,67.6,1.2,9.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3241,19.7,23.2,1.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3242,26.4,96.3,0.9,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3243,53.5,70.5,2.0,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3244,38.8,55.5,0.8,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3245,57.6,23.6,1.5,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3246,19.6,40.4,6.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3247,62.8,55.5,3.9,9.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3248,55.4,69.9,4.5,9.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3249,28.6,50.7,1.8,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3250,59.1,31.4,5.4,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3251,47.3,81.3,3.3,10.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3252,41.3,55.9,2.1,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3253,17.9,36.5,1.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3254,63.4,71.9,3.7,12.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3255,20.1,96.1,3.4,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3256,43.4,34.1,3.9,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3257,49.8,29.3,1.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3258,19.5,92.1,2.1,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3259,59.2,31.5,4.0,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3260,37.6,49.4,5.0,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3261,27.9,26.7,3.3,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3262,34.9,35.6,2.5,4.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3263,40.1,83.6,2.1,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3264,56.4,59.5,5.2,10.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3265,51.1,58.2,2.7,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3266,19.2,68.6,4.9,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3267,34.4,59.7,-1.8,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3268,50.1,37.0,3.2,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3269,59.4,46.1,2.5,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3270,55.7,39.6,3.4,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3271,56.0,96.7,1.4,15.6,Highside Risk / Instant Torque Cut
DUCATI-GP-3272,39.5,95.6,3.5,11.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3273,22.6,41.0,1.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3274,33.8,75.8,3.0,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3275,55.7,96.1,2.1,14.8,Highside Risk / Instant Torque Cut
DUCATI-GP-3276,29.9,65.2,1.2,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3277,38.1,53.3,4.4,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3278,53.6,97.0,2.2,17.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3279,58.2,74.3,3.3,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3280,23.5,60.0,0.5,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3281,28.1,26.2,0.4,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3282,59.7,26.7,3.9,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3283,44.7,55.3,1.4,9.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3284,34.8,82.2,6.8,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3285,27.6,34.9,3.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3286,35.1,74.6,0.4,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3287,52.2,78.9,0.1,12.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3288,25.4,65.0,0.3,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3289,24.1,40.4,3.6,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3290,51.3,43.9,0.6,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3291,48.7,81.1,2.9,8.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3292,59.9,80.3,6.6,13.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3293,64.0,75.3,3.7,14.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3294,28.7,82.5,2.9,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3295,56.1,93.7,1.4,14.6,Highside Risk / Instant Torque Cut
DUCATI-GP-3296,35.6,27.5,-0.3,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3297,26.2,22.1,0.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3298,21.1,57.8,2.1,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3299,41.8,55.1,2.7,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3300,35.0,72.4,2.3,8.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3301,61.2,51.7,3.0,11.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3302,42.2,41.5,2.5,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3303,45.4,60.1,0.5,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3304,53.8,55.0,0.5,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3305,52.5,75.6,0.9,9.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3306,40.2,26.9,0.2,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3307,37.2,22.6,1.6,2.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3308,43.9,22.4,3.7,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3309,19.4,47.6,3.0,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3310,51.3,35.9,3.9,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3311,52.6,99.2,2.1,15.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3312,41.7,73.8,3.8,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3313,42.8,74.0,3.4,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3314,55.4,92.8,3.5,12.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3315,26.8,22.8,5.1,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3316,45.5,58.9,3.7,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3317,55.5,65.3,2.6,8.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3318,42.7,50.8,2.0,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3319,58.0,97.8,-0.3,15.8,Highside Risk / Instant Torque Cut
DUCATI-GP-3320,63.0,20.2,1.0,4.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3321,31.3,52.4,2.8,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3322,20.4,66.7,-1.3,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3323,51.1,48.8,-0.6,10.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3324,24.5,54.8,4.0,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3325,27.8,80.2,3.4,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3326,18.4,20.0,1.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3327,31.0,92.9,2.8,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3328,31.9,97.4,2.7,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3329,49.0,64.7,5.2,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3330,19.3,53.1,0.6,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3331,62.2,99.7,2.5,17.4,Highside Risk / Instant Torque Cut
DUCATI-GP-3332,20.8,76.8,1.9,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3333,63.7,37.9,3.9,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3334,31.2,56.0,4.0,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3335,35.0,48.7,3.8,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3336,20.9,76.7,3.3,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3337,24.7,66.4,-0.5,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3338,29.9,79.9,3.0,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3339,30.5,94.2,3.4,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3340,52.2,47.8,2.8,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3341,19.8,98.4,3.3,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3342,28.2,23.3,1.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3343,56.8,33.8,2.5,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3344,53.2,88.9,3.6,11.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3345,59.2,69.9,1.2,10.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3346,54.1,92.6,1.9,15.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3347,25.7,81.6,4.5,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3348,25.1,49.9,1.6,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3349,30.9,77.2,3.4,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3350,35.3,51.5,3.3,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3351,33.6,24.0,1.5,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3352,61.5,31.5,-1.0,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3353,51.8,39.8,1.8,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3354,26.8,33.5,1.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3355,49.3,70.4,0.8,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3356,34.8,26.0,0.0,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3357,57.7,47.5,4.6,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3358,34.6,21.7,0.6,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3359,51.2,42.9,6.1,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3360,28.1,54.7,4.4,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3361,55.4,96.7,4.3,14.3,Highside Risk / Instant Torque Cut
DUCATI-GP-3362,35.1,38.9,2.7,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3363,34.3,86.2,2.1,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3364,49.6,32.1,3.0,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3365,52.3,42.5,2.2,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3366,26.8,74.3,0.0,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3367,15.9,58.5,3.3,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3368,51.5,42.2,3.3,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3369,36.0,75.2,3.3,9.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3370,50.6,23.0,3.3,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3371,54.7,90.1,2.7,13.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3372,21.1,78.6,2.7,3.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3373,37.5,56.1,1.2,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3374,57.6,58.4,5.1,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3375,33.2,74.3,2.6,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3376,38.6,84.3,4.5,10.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3377,19.0,46.0,4.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3378,63.9,43.5,2.9,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3379,22.4,35.3,1.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3380,58.9,69.8,2.3,12.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3381,18.9,21.6,3.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3382,16.2,26.3,0.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3383,25.4,77.6,1.8,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3384,60.4,63.4,2.0,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3385,38.6,81.7,-0.6,10.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3386,50.5,21.1,3.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3387,55.8,85.0,4.3,13.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3388,29.7,30.0,1.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3389,46.7,42.3,1.9,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3390,47.8,93.3,5.4,12.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3391,53.9,92.3,3.9,13.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3392,63.9,53.7,0.4,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3393,48.2,36.5,0.9,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3394,42.4,82.7,4.6,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3395,59.0,29.2,0.3,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3396,24.2,90.1,3.1,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3397,23.1,56.6,1.4,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3398,18.2,80.4,7.1,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3399,24.3,30.7,3.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3400,49.4,45.8,2.6,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3401,41.9,28.4,3.0,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3402,21.1,89.7,5.6,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3403,17.9,98.1,3.9,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3404,26.9,97.5,2.1,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3405,34.8,42.7,0.6,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3406,35.0,67.0,6.1,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3407,57.8,80.5,1.2,12.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3408,19.4,33.3,3.5,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3409,55.5,80.0,3.5,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3410,49.8,22.3,1.9,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3411,41.9,58.8,0.4,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3412,23.7,53.1,1.5,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3413,38.5,95.1,1.6,10.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3414,30.5,96.1,4.4,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3415,52.0,69.3,-0.9,10.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3416,48.8,81.9,1.4,11.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3417,58.8,62.8,3.5,9.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3418,35.5,32.7,2.7,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3419,27.2,45.4,3.8,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3420,45.9,92.2,2.7,11.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3421,45.4,71.5,2.0,8.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3422,61.4,39.5,4.5,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3423,25.3,81.5,3.0,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3424,33.1,45.9,2.3,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3425,49.4,65.4,0.4,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3426,55.9,48.0,2.6,7.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3427,59.4,28.5,2.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3428,33.9,96.7,0.5,10.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3429,25.4,42.8,3.8,2.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3430,40.5,52.2,3.4,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3431,42.2,40.8,3.6,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3432,24.3,77.8,5.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3433,39.9,74.5,2.8,7.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3434,49.2,56.5,3.1,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3435,42.3,48.4,-1.3,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3436,60.3,93.3,1.0,15.8,Highside Risk / Instant Torque Cut
DUCATI-GP-3437,57.2,47.6,1.8,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3438,49.9,57.5,3.3,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3439,33.2,70.7,5.8,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3440,50.7,65.7,3.7,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3441,61.2,55.2,5.1,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3442,29.9,53.1,4.6,4.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3443,37.0,82.0,3.4,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3444,53.6,85.9,1.1,13.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3445,59.2,23.9,2.2,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3446,25.1,30.6,3.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3447,29.8,44.4,3.5,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3448,33.3,62.3,2.8,2.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3449,54.8,25.5,1.6,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3450,57.9,36.2,3.2,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3451,36.1,59.7,1.5,6.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3452,40.4,94.3,-1.1,9.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3453,15.1,82.3,1.2,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3454,52.8,68.2,3.4,10.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-3455,34.6,92.1,2.8,7.4,Ducati Slide Control (DSC) Optimal Drift
