Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-21167,Door Left Front,No Defect (Pass),0.64,0.0,4.5
INSP-21168,Roof Pillar,No Defect (Pass),0.876,0.0,3.92
INSP-21169,Trunk Lid,No Defect (Pass),0.876,0.0,4.77
INSP-21170,Door Left Front,No Defect (Pass),0.987,0.0,4.91
INSP-21171,Quarter Panel Right,No Defect (Pass),0.692,0.0,3.93
INSP-21172,Roof Pillar,No Defect (Pass),0.978,0.0,3.95
INSP-21173,Quarter Panel Right,No Defect (Pass),0.982,0.0,4.12
INSP-21174,Roof Pillar,Welding Porosity,0.841,0.78,4.55
INSP-21175,Hood,No Defect (Pass),0.99,0.0,3.63
INSP-21176,Hood,No Defect (Pass),0.919,0.0,3.65
INSP-21177,Hood,No Defect (Pass),0.97,0.0,3.93
INSP-21178,Quarter Panel Right,No Defect (Pass),0.938,0.0,3.93
INSP-21179,Roof Pillar,No Defect (Pass),0.963,0.0,4.03
INSP-21180,Trunk Lid,Welding Porosity,0.85,0.77,4.26
INSP-21181,Trunk Lid,No Defect (Pass),0.828,0.0,4.62
INSP-21182,Door Left Front,No Defect (Pass),0.998,0.0,4.41
INSP-21183,Trunk Lid,No Defect (Pass),0.964,0.0,3.89
INSP-21184,Quarter Panel Right,Paint Scratch / Blemish,0.627,0.73,4.36
INSP-21185,Roof Pillar,Paint Scratch / Blemish,0.491,0.66,4.1
INSP-21186,Trunk Lid,No Defect (Pass),0.957,0.0,3.61
INSP-21187,Roof Pillar,No Defect (Pass),0.921,0.0,4.0
INSP-21188,Door Left Front,No Defect (Pass),0.89,0.0,4.48
INSP-21189,Quarter Panel Right,No Defect (Pass),0.807,0.0,4.01
INSP-21190,Roof Pillar,Clear-coat Orange Peel,0.702,0.71,3.97
INSP-21191,Roof Pillar,No Defect (Pass),0.785,0.0,4.05
INSP-21192,Roof Pillar,No Defect (Pass),0.963,0.0,3.74
INSP-21193,Quarter Panel Right,No Defect (Pass),0.937,0.0,4.08
INSP-21194,Roof Pillar,No Defect (Pass),0.92,0.0,4.5
INSP-21195,Quarter Panel Right,No Defect (Pass),0.984,0.0,4.21
INSP-21196,Door Left Front,No Defect (Pass),0.819,0.0,4.19
INSP-21197,Hood,No Defect (Pass),0.966,0.0,4.12
INSP-21198,Hood,Panel Gap Misalignment,0.861,0.88,4.32
INSP-21199,Hood,No Defect (Pass),0.903,0.0,4.36
INSP-21200,Trunk Lid,No Defect (Pass),0.845,0.0,4.38
INSP-21201,Hood,No Defect (Pass),0.981,0.0,4.07
INSP-21202,Trunk Lid,No Defect (Pass),0.873,0.0,4.31
INSP-21203,Roof Pillar,No Defect (Pass),0.838,0.0,3.83
INSP-21204,Roof Pillar,Panel Gap Misalignment,0.853,0.74,3.81
INSP-21205,Door Left Front,No Defect (Pass),0.9,0.0,4.03
INSP-21206,Hood,No Defect (Pass),0.957,0.0,4.15
INSP-21207,Hood,No Defect (Pass),0.953,0.0,4.56
INSP-21208,Trunk Lid,Panel Gap Misalignment,0.846,0.94,3.91
INSP-21209,Quarter Panel Right,No Defect (Pass),0.769,0.0,4.09
INSP-21210,Roof Pillar,No Defect (Pass),0.853,0.0,4.17
INSP-21211,Door Left Front,No Defect (Pass),0.836,0.0,4.29
INSP-21212,Roof Pillar,No Defect (Pass),0.834,0.0,4.22
INSP-21213,Roof Pillar,No Defect (Pass),0.902,0.0,3.54
INSP-21214,Door Left Front,No Defect (Pass),0.931,0.0,4.11
INSP-21215,Trunk Lid,No Defect (Pass),0.938,0.0,3.76
INSP-21216,Hood,No Defect (Pass),0.888,0.0,3.72
INSP-21217,Roof Pillar,No Defect (Pass),0.997,0.0,4.27
INSP-21218,Door Left Front,No Defect (Pass),0.909,0.0,4.37
INSP-21219,Trunk Lid,No Defect (Pass),0.986,0.0,4.08
INSP-21220,Door Left Front,No Defect (Pass),0.968,0.0,4.76
INSP-21221,Roof Pillar,No Defect (Pass),0.832,0.0,4.24
INSP-21222,Trunk Lid,No Defect (Pass),0.971,0.0,4.77
INSP-21223,Door Left Front,No Defect (Pass),0.962,0.0,3.49
INSP-21224,Trunk Lid,Panel Gap Misalignment,0.74,0.66,4.0
INSP-21225,Trunk Lid,No Defect (Pass),0.859,0.0,3.95
INSP-21226,Trunk Lid,No Defect (Pass),0.98,0.0,3.97
INSP-21227,Quarter Panel Right,No Defect (Pass),0.956,0.0,3.58
INSP-21228,Roof Pillar,Clear-coat Orange Peel,0.712,0.8,4.49
INSP-21229,Hood,Paint Scratch / Blemish,0.874,0.8,4.49
INSP-21230,Roof Pillar,No Defect (Pass),0.964,0.0,4.8
INSP-21231,Hood,No Defect (Pass),0.973,0.0,4.24
INSP-21232,Roof Pillar,No Defect (Pass),0.849,0.0,4.53
INSP-21233,Trunk Lid,No Defect (Pass),0.995,0.0,4.23
INSP-21234,Quarter Panel Right,No Defect (Pass),0.853,0.0,4.79
INSP-21235,Trunk Lid,No Defect (Pass),0.905,0.0,4.02
INSP-21236,Hood,No Defect (Pass),0.994,0.0,4.06
INSP-21237,Roof Pillar,No Defect (Pass),0.874,0.0,3.89
INSP-21238,Trunk Lid,No Defect (Pass),0.753,0.0,3.74
INSP-21239,Door Left Front,No Defect (Pass),0.959,0.0,3.99
INSP-21240,Trunk Lid,No Defect (Pass),0.999,0.0,4.64
INSP-21241,Quarter Panel Right,No Defect (Pass),0.95,0.0,4.43
INSP-21242,Quarter Panel Right,No Defect (Pass),0.885,0.0,4.29
INSP-21243,Roof Pillar,No Defect (Pass),0.872,0.0,4.35
INSP-21244,Quarter Panel Right,No Defect (Pass),0.973,0.0,4.34
INSP-21245,Hood,No Defect (Pass),0.961,0.0,4.56
INSP-21246,Hood,No Defect (Pass),0.964,0.0,4.67
INSP-21247,Roof Pillar,No Defect (Pass),0.855,0.0,4.03
INSP-21248,Trunk Lid,No Defect (Pass),0.968,0.0,4.28
INSP-21249,Roof Pillar,Paint Scratch / Blemish,0.83,0.92,4.03
INSP-21250,Quarter Panel Right,No Defect (Pass),0.904,0.0,4.44
INSP-21251,Hood,No Defect (Pass),0.976,0.0,4.38
INSP-21252,Roof Pillar,No Defect (Pass),0.914,0.0,4.27
INSP-21253,Roof Pillar,No Defect (Pass),0.807,0.0,4.18
INSP-21254,Roof Pillar,No Defect (Pass),0.977,0.0,4.29
INSP-21255,Trunk Lid,No Defect (Pass),0.971,0.0,3.99
INSP-21256,Quarter Panel Right,No Defect (Pass),0.834,0.0,3.69
INSP-21257,Roof Pillar,No Defect (Pass),0.869,0.0,4.09
INSP-21258,Quarter Panel Right,No Defect (Pass),0.783,0.0,4.35
INSP-21259,Quarter Panel Right,No Defect (Pass),0.944,0.0,4.02
INSP-21260,Door Left Front,No Defect (Pass),0.847,0.0,3.32
INSP-21261,Hood,No Defect (Pass),0.912,0.0,4.1
INSP-21262,Roof Pillar,No Defect (Pass),0.969,0.0,4.98
INSP-21263,Door Left Front,No Defect (Pass),0.92,0.0,4.68
INSP-21264,Quarter Panel Right,No Defect (Pass),0.936,0.0,4.13
INSP-21265,Quarter Panel Right,Welding Porosity,0.59,0.95,4.36
INSP-21266,Quarter Panel Right,No Defect (Pass),0.977,0.0,4.62
INSP-21267,Roof Pillar,No Defect (Pass),0.981,0.0,4.37
INSP-21268,Roof Pillar,No Defect (Pass),0.883,0.0,4.23
INSP-21269,Hood,No Defect (Pass),0.864,0.0,4.28
INSP-21270,Door Left Front,No Defect (Pass),0.901,0.0,3.69
INSP-21271,Door Left Front,No Defect (Pass),0.791,0.0,4.22
INSP-21272,Quarter Panel Right,No Defect (Pass),0.998,0.0,3.99
INSP-21273,Door Left Front,Welding Porosity,0.815,0.93,4.31
INSP-21274,Trunk Lid,No Defect (Pass),0.715,0.0,3.99
INSP-21275,Trunk Lid,No Defect (Pass),0.953,0.0,4.48
INSP-21276,Door Left Front,No Defect (Pass),0.912,0.0,4.12
INSP-21277,Trunk Lid,No Defect (Pass),0.948,0.0,4.1
INSP-21278,Trunk Lid,No Defect (Pass),0.684,0.0,4.46
INSP-21279,Roof Pillar,No Defect (Pass),0.836,0.0,3.73
INSP-21280,Door Left Front,No Defect (Pass),0.854,0.0,3.87
INSP-21281,Roof Pillar,No Defect (Pass),0.956,0.0,4.13
INSP-21282,Door Left Front,No Defect (Pass),0.961,0.0,4.27
INSP-21283,Hood,No Defect (Pass),0.933,0.0,3.89
INSP-21284,Roof Pillar,No Defect (Pass),0.993,0.0,3.99
INSP-21285,Trunk Lid,No Defect (Pass),0.901,0.0,4.37
INSP-21286,Hood,No Defect (Pass),0.904,0.0,4.59
INSP-21287,Door Left Front,No Defect (Pass),0.836,0.0,5.04
INSP-21288,Door Left Front,No Defect (Pass),0.996,0.0,3.49
INSP-21289,Quarter Panel Right,No Defect (Pass),0.676,0.0,4.17
INSP-21290,Hood,Paint Scratch / Blemish,0.83,0.69,4.87
INSP-21291,Hood,No Defect (Pass),0.863,0.0,4.43
INSP-21292,Door Left Front,No Defect (Pass),0.59,0.0,4.29
INSP-21293,Quarter Panel Right,No Defect (Pass),0.811,0.0,3.77
INSP-21294,Roof Pillar,No Defect (Pass),0.901,0.0,4.3
INSP-21295,Door Left Front,Welding Porosity,0.985,0.71,4.59
INSP-21296,Roof Pillar,No Defect (Pass),0.992,0.0,4.17
INSP-21297,Hood,No Defect (Pass),0.774,0.0,4.16
INSP-21298,Door Left Front,No Defect (Pass),0.948,0.0,4.43
INSP-21299,Quarter Panel Right,No Defect (Pass),0.94,0.0,4.18
INSP-21300,Quarter Panel Right,No Defect (Pass),0.976,0.0,4.32
INSP-21301,Hood,No Defect (Pass),0.941,0.0,3.76
INSP-21302,Roof Pillar,No Defect (Pass),0.922,0.0,4.27
INSP-21303,Hood,No Defect (Pass),0.874,0.0,4.41
INSP-21304,Roof Pillar,No Defect (Pass),0.999,0.0,4.13
INSP-21305,Trunk Lid,No Defect (Pass),0.926,0.0,4.6
INSP-21306,Door Left Front,No Defect (Pass),0.892,0.0,4.64
INSP-21307,Roof Pillar,No Defect (Pass),0.911,0.0,4.59
INSP-21308,Trunk Lid,No Defect (Pass),0.89,0.0,4.34
INSP-21309,Roof Pillar,No Defect (Pass),0.806,0.0,4.25
INSP-21310,Quarter Panel Right,Paint Scratch / Blemish,0.75,0.81,3.76
INSP-21311,Hood,No Defect (Pass),0.786,0.0,3.99
INSP-21312,Trunk Lid,No Defect (Pass),0.864,0.0,4.12
INSP-21313,Hood,No Defect (Pass),0.963,0.0,4.6
INSP-21314,Quarter Panel Right,No Defect (Pass),0.597,0.0,4.21
INSP-21315,Roof Pillar,No Defect (Pass),0.851,0.0,3.73
INSP-21316,Hood,No Defect (Pass),0.993,0.0,3.75
INSP-21317,Roof Pillar,No Defect (Pass),0.966,0.0,4.18
INSP-21318,Trunk Lid,No Defect (Pass),0.939,0.0,3.78
INSP-21319,Quarter Panel Right,No Defect (Pass),0.608,0.0,4.28
INSP-21320,Hood,Panel Gap Misalignment,0.753,0.69,4.29
INSP-21321,Trunk Lid,No Defect (Pass),0.896,0.0,4.08
INSP-21322,Hood,No Defect (Pass),0.901,0.0,4.35
INSP-21323,Door Left Front,No Defect (Pass),0.998,0.0,4.42
INSP-21324,Hood,No Defect (Pass),0.931,0.0,4.36
INSP-21325,Hood,No Defect (Pass),0.776,0.0,4.16
INSP-21326,Hood,No Defect (Pass),0.982,0.0,3.88
INSP-21327,Trunk Lid,No Defect (Pass),0.847,0.0,4.35
INSP-21328,Roof Pillar,No Defect (Pass),0.997,0.0,3.94
INSP-21329,Trunk Lid,No Defect (Pass),0.945,0.0,3.91
INSP-21330,Hood,No Defect (Pass),0.942,0.0,3.81
INSP-21331,Quarter Panel Right,No Defect (Pass),0.984,0.0,3.98
INSP-21332,Quarter Panel Right,No Defect (Pass),0.675,0.0,4.82
INSP-21333,Door Left Front,Welding Porosity,0.822,0.89,4.72
INSP-21334,Quarter Panel Right,Panel Gap Misalignment,0.657,0.69,3.99
INSP-21335,Quarter Panel Right,No Defect (Pass),0.997,0.0,4.43
INSP-21336,Trunk Lid,No Defect (Pass),0.778,0.0,4.12
INSP-21337,Hood,No Defect (Pass),0.816,0.0,4.14
INSP-21338,Door Left Front,No Defect (Pass),0.926,0.0,4.2
INSP-21339,Hood,No Defect (Pass),0.891,0.0,3.63
INSP-21340,Hood,No Defect (Pass),0.919,0.0,4.27
INSP-21341,Hood,No Defect (Pass),0.943,0.0,4.54
INSP-21342,Quarter Panel Right,No Defect (Pass),0.967,0.0,4.12
INSP-21343,Door Left Front,Paint Scratch / Blemish,0.85,0.69,4.54
INSP-21344,Quarter Panel Right,No Defect (Pass),0.955,0.0,4.42
INSP-21345,Hood,No Defect (Pass),0.969,0.0,4.28
INSP-21346,Quarter Panel Right,No Defect (Pass),0.981,0.0,4.24
INSP-21347,Hood,No Defect (Pass),0.899,0.0,4.17
INSP-21348,Door Left Front,Panel Gap Misalignment,0.942,0.71,4.21
INSP-21349,Hood,No Defect (Pass),0.888,0.0,4.53
INSP-21350,Door Left Front,No Defect (Pass),0.872,0.0,4.36
INSP-21351,Quarter Panel Right,No Defect (Pass),0.985,0.0,3.65
INSP-21352,Quarter Panel Right,No Defect (Pass),0.862,0.0,4.23
INSP-21353,Quarter Panel Right,No Defect (Pass),0.942,0.0,4.15
INSP-21354,Hood,No Defect (Pass),0.867,0.0,4.1
INSP-21355,Roof Pillar,No Defect (Pass),0.916,0.0,4.05
INSP-21356,Quarter Panel Right,No Defect (Pass),0.926,0.0,4.78
INSP-21357,Hood,No Defect (Pass),0.994,0.0,4.08
INSP-21358,Quarter Panel Right,No Defect (Pass),0.936,0.0,4.07
INSP-21359,Roof Pillar,No Defect (Pass),0.995,0.0,3.72
INSP-21360,Hood,No Defect (Pass),0.709,0.0,4.43
INSP-21361,Quarter Panel Right,No Defect (Pass),0.961,0.0,4.54
INSP-21362,Door Left Front,No Defect (Pass),0.867,0.0,4.11
INSP-21363,Quarter Panel Right,No Defect (Pass),0.784,0.0,4.3
INSP-21364,Roof Pillar,No Defect (Pass),0.889,0.0,4.22
INSP-21365,Hood,Paint Scratch / Blemish,0.925,0.69,3.83
INSP-21366,Roof Pillar,No Defect (Pass),0.893,0.0,4.6
INSP-21367,Trunk Lid,No Defect (Pass),0.965,0.0,4.91
INSP-21368,Hood,No Defect (Pass),0.846,0.0,4.36
INSP-21369,Roof Pillar,No Defect (Pass),0.945,0.0,4.48
INSP-21370,Roof Pillar,No Defect (Pass),0.954,0.0,4.36
INSP-21371,Hood,No Defect (Pass),0.84,0.0,4.18
INSP-21372,Hood,Welding Porosity,0.895,0.92,4.61
INSP-21373,Roof Pillar,No Defect (Pass),0.93,0.0,4.01
INSP-21374,Quarter Panel Right,No Defect (Pass),0.92,0.0,3.95
INSP-21375,Roof Pillar,No Defect (Pass),0.865,0.0,4.1
INSP-21376,Roof Pillar,No Defect (Pass),0.836,0.0,4.68
INSP-21377,Hood,No Defect (Pass),0.966,0.0,4.37
INSP-21378,Door Left Front,No Defect (Pass),0.894,0.0,4.7
INSP-21379,Trunk Lid,No Defect (Pass),0.852,0.0,3.69
INSP-21380,Hood,No Defect (Pass),0.944,0.0,5.04
INSP-21381,Roof Pillar,No Defect (Pass),0.996,0.0,4.24
INSP-21382,Roof Pillar,No Defect (Pass),0.956,0.0,4.09
INSP-21383,Door Left Front,No Defect (Pass),0.914,0.0,3.82
INSP-21384,Trunk Lid,No Defect (Pass),0.987,0.0,4.31
INSP-21385,Quarter Panel Right,No Defect (Pass),0.931,0.0,4.45
INSP-21386,Roof Pillar,No Defect (Pass),0.855,0.0,4.61
INSP-21387,Trunk Lid,Panel Gap Misalignment,0.851,0.71,3.93
INSP-21388,Trunk Lid,No Defect (Pass),0.851,0.0,4.46
INSP-21389,Roof Pillar,No Defect (Pass),0.865,0.0,4.34
INSP-21390,Hood,No Defect (Pass),0.939,0.0,3.68
INSP-21391,Hood,Panel Gap Misalignment,0.69,0.72,3.95
INSP-21392,Door Left Front,No Defect (Pass),0.682,0.0,3.88
INSP-21393,Quarter Panel Right,No Defect (Pass),0.611,0.0,4.33
INSP-21394,Trunk Lid,Panel Gap Misalignment,0.629,0.88,4.2
INSP-21395,Hood,Welding Porosity,0.689,0.89,4.09
INSP-21396,Quarter Panel Right,No Defect (Pass),0.887,0.0,4.61
INSP-21397,Roof Pillar,No Defect (Pass),0.808,0.0,4.55
INSP-21398,Trunk Lid,Paint Scratch / Blemish,0.816,0.8,3.95
INSP-21399,Roof Pillar,No Defect (Pass),0.937,0.0,3.82
INSP-21400,Hood,No Defect (Pass),0.98,0.0,4.46
INSP-21401,Roof Pillar,No Defect (Pass),0.937,0.0,4.35
INSP-21402,Hood,No Defect (Pass),0.895,0.0,4.51
INSP-21403,Trunk Lid,No Defect (Pass),0.839,0.0,4.05
INSP-21404,Quarter Panel Right,No Defect (Pass),0.981,0.0,4.24
INSP-21405,Trunk Lid,No Defect (Pass),0.959,0.0,4.48
INSP-21406,Quarter Panel Right,Paint Scratch / Blemish,0.724,0.83,4.35
INSP-21407,Door Left Front,Welding Porosity,0.852,0.85,4.03
INSP-21408,Roof Pillar,No Defect (Pass),0.869,0.0,3.61
INSP-21409,Quarter Panel Right,No Defect (Pass),0.875,0.0,4.77
INSP-21410,Door Left Front,No Defect (Pass),0.844,0.0,4.0
INSP-21411,Door Left Front,No Defect (Pass),0.971,0.0,4.15
INSP-21412,Quarter Panel Right,No Defect (Pass),0.838,0.0,4.15
INSP-21413,Roof Pillar,No Defect (Pass),0.618,0.0,3.82
INSP-21414,Quarter Panel Right,Paint Scratch / Blemish,0.779,0.89,4.46
INSP-21415,Quarter Panel Right,No Defect (Pass),0.909,0.0,4.29
INSP-21416,Quarter Panel Right,Welding Porosity,0.905,0.8,3.99
INSP-21417,Roof Pillar,No Defect (Pass),0.966,0.0,3.74
INSP-21418,Door Left Front,Paint Scratch / Blemish,0.703,0.95,4.05
INSP-21419,Quarter Panel Right,No Defect (Pass),0.965,0.0,4.59
INSP-21420,Hood,No Defect (Pass),0.743,0.0,3.97
INSP-21421,Trunk Lid,No Defect (Pass),0.898,0.0,4.31
INSP-21422,Hood,No Defect (Pass),0.981,0.0,4.64
INSP-21423,Hood,No Defect (Pass),0.963,0.0,4.14
INSP-21424,Door Left Front,Clear-coat Orange Peel,0.848,0.76,4.22
INSP-21425,Quarter Panel Right,No Defect (Pass),0.985,0.0,4.49
INSP-21426,Door Left Front,No Defect (Pass),0.991,0.0,4.43
INSP-21427,Roof Pillar,No Defect (Pass),0.957,0.0,3.76
INSP-21428,Quarter Panel Right,No Defect (Pass),0.801,0.0,4.42
INSP-21429,Roof Pillar,No Defect (Pass),0.803,0.0,4.66
INSP-21430,Door Left Front,No Defect (Pass),0.966,0.0,4.14
INSP-21431,Door Left Front,No Defect (Pass),0.956,0.0,4.04
INSP-21432,Roof Pillar,No Defect (Pass),0.953,0.0,4.53
INSP-21433,Quarter Panel Right,No Defect (Pass),0.978,0.0,4.09
INSP-21434,Quarter Panel Right,No Defect (Pass),0.67,0.0,4.24
INSP-21435,Roof Pillar,No Defect (Pass),0.824,0.0,4.36
INSP-21436,Trunk Lid,No Defect (Pass),0.959,0.0,3.85
INSP-21437,Roof Pillar,No Defect (Pass),0.963,0.0,4.18
INSP-21438,Door Left Front,Panel Gap Misalignment,0.665,0.75,4.1
INSP-21439,Roof Pillar,Welding Porosity,0.872,0.86,4.11
INSP-21440,Quarter Panel Right,No Defect (Pass),0.887,0.0,4.28
INSP-21441,Roof Pillar,No Defect (Pass),0.989,0.0,4.1
INSP-21442,Trunk Lid,No Defect (Pass),0.886,0.0,4.73
INSP-21443,Door Left Front,No Defect (Pass),0.88,0.0,4.36
INSP-21444,Hood,No Defect (Pass),0.982,0.0,4.13
INSP-21445,Trunk Lid,No Defect (Pass),0.863,0.0,4.25
INSP-21446,Roof Pillar,No Defect (Pass),0.801,0.0,3.94
INSP-21447,Roof Pillar,No Defect (Pass),0.865,0.0,4.27
INSP-21448,Trunk Lid,No Defect (Pass),0.864,0.0,4.03
INSP-21449,Roof Pillar,No Defect (Pass),0.833,0.0,3.99
INSP-21450,Quarter Panel Right,No Defect (Pass),0.823,0.0,4.35
INSP-21451,Trunk Lid,No Defect (Pass),0.904,0.0,4.78
INSP-21452,Door Left Front,No Defect (Pass),0.928,0.0,3.81
INSP-21453,Roof Pillar,No Defect (Pass),0.896,0.0,4.51
INSP-21454,Roof Pillar,No Defect (Pass),0.864,0.0,3.92
INSP-21455,Trunk Lid,No Defect (Pass),0.981,0.0,3.86
INSP-21456,Roof Pillar,No Defect (Pass),0.671,0.0,4.46
INSP-21457,Hood,No Defect (Pass),0.903,0.0,4.31
INSP-21458,Quarter Panel Right,Welding Porosity,0.631,0.73,3.78
INSP-21459,Roof Pillar,No Defect (Pass),0.902,0.0,4.0
INSP-21460,Roof Pillar,No Defect (Pass),0.862,0.0,4.23
INSP-21461,Trunk Lid,No Defect (Pass),0.895,0.0,4.81
INSP-21462,Quarter Panel Right,No Defect (Pass),0.972,0.0,4.48
INSP-21463,Door Left Front,Welding Porosity,0.839,0.94,4.29
INSP-21464,Door Left Front,No Defect (Pass),0.597,0.0,3.78
INSP-21465,Hood,No Defect (Pass),0.977,0.0,4.66
INSP-21466,Trunk Lid,No Defect (Pass),0.973,0.0,4.1
INSP-21467,Door Left Front,No Defect (Pass),0.987,0.0,3.9
INSP-21468,Quarter Panel Right,Paint Scratch / Blemish,0.764,0.78,4.63
INSP-21469,Trunk Lid,Welding Porosity,0.85,0.81,4.06
INSP-21470,Quarter Panel Right,No Defect (Pass),0.698,0.0,4.13
INSP-21471,Roof Pillar,No Defect (Pass),0.998,0.0,4.33
INSP-21472,Door Left Front,No Defect (Pass),0.975,0.0,4.28
INSP-21473,Door Left Front,No Defect (Pass),0.983,0.0,3.89
INSP-21474,Hood,No Defect (Pass),0.891,0.0,3.93
INSP-21475,Door Left Front,No Defect (Pass),0.875,0.0,4.12
INSP-21476,Quarter Panel Right,No Defect (Pass),0.967,0.0,3.87
INSP-21477,Hood,No Defect (Pass),0.91,0.0,3.89
INSP-21478,Trunk Lid,No Defect (Pass),0.991,0.0,4.48
INSP-21479,Quarter Panel Right,No Defect (Pass),0.829,0.0,4.58
INSP-21480,Hood,No Defect (Pass),0.818,0.0,4.62
INSP-21481,Door Left Front,No Defect (Pass),0.818,0.0,4.19
INSP-21482,Quarter Panel Right,No Defect (Pass),0.69,0.0,4.44
INSP-21483,Hood,No Defect (Pass),0.849,0.0,4.23
INSP-21484,Trunk Lid,Panel Gap Misalignment,0.74,0.82,4.09
INSP-21485,Door Left Front,No Defect (Pass),0.935,0.0,4.43
INSP-21486,Door Left Front,No Defect (Pass),0.941,0.0,4.22
INSP-21487,Hood,No Defect (Pass),0.699,0.0,4.01
INSP-21488,Roof Pillar,No Defect (Pass),0.937,0.0,4.59
INSP-21489,Door Left Front,No Defect (Pass),0.973,0.0,3.92
INSP-21490,Door Left Front,No Defect (Pass),0.983,0.0,4.4
INSP-21491,Hood,No Defect (Pass),0.727,0.0,4.14
INSP-21492,Hood,No Defect (Pass),0.835,0.0,3.57
INSP-21493,Roof Pillar,No Defect (Pass),0.964,0.0,4.04
INSP-21494,Quarter Panel Right,No Defect (Pass),0.958,0.0,4.62
INSP-21495,Hood,No Defect (Pass),0.851,0.0,3.78
INSP-21496,Trunk Lid,Paint Scratch / Blemish,0.84,0.83,4.11
INSP-21497,Hood,Paint Scratch / Blemish,0.93,0.94,3.74
INSP-21498,Door Left Front,No Defect (Pass),0.921,0.0,4.01
INSP-21499,Quarter Panel Right,No Defect (Pass),0.898,0.0,4.73
INSP-21500,Hood,No Defect (Pass),0.947,0.0,4.68
INSP-21501,Door Left Front,No Defect (Pass),0.842,0.0,4.07
INSP-21502,Quarter Panel Right,No Defect (Pass),0.942,0.0,4.22
INSP-21503,Hood,No Defect (Pass),0.981,0.0,3.73
INSP-21504,Door Left Front,No Defect (Pass),1.0,0.0,3.9
INSP-21505,Quarter Panel Right,No Defect (Pass),0.775,0.0,4.27
INSP-21506,Roof Pillar,No Defect (Pass),0.906,0.0,3.79
INSP-21507,Quarter Panel Right,No Defect (Pass),0.801,0.0,4.21
INSP-21508,Quarter Panel Right,No Defect (Pass),0.96,0.0,3.76
INSP-21509,Hood,No Defect (Pass),0.898,0.0,4.39
INSP-21510,Roof Pillar,No Defect (Pass),0.948,0.0,4.2
INSP-21511,Hood,No Defect (Pass),0.893,0.0,4.03
INSP-21512,Roof Pillar,No Defect (Pass),0.985,0.0,4.21
INSP-21513,Roof Pillar,Welding Porosity,0.917,0.94,4.48
INSP-21514,Quarter Panel Right,No Defect (Pass),0.559,0.0,4.58
INSP-21515,Roof Pillar,No Defect (Pass),0.927,0.0,4.11
INSP-21516,Roof Pillar,Clear-coat Orange Peel,0.743,0.88,3.9
INSP-21517,Door Left Front,No Defect (Pass),0.742,0.0,3.65
INSP-21518,Door Left Front,No Defect (Pass),0.821,0.0,4.18
INSP-21519,Trunk Lid,No Defect (Pass),0.962,0.0,4.01
INSP-21520,Quarter Panel Right,No Defect (Pass),0.949,0.0,4.57
INSP-21521,Roof Pillar,No Defect (Pass),0.987,0.0,3.93
INSP-21522,Roof Pillar,No Defect (Pass),0.939,0.0,3.9
INSP-21523,Trunk Lid,No Defect (Pass),0.916,0.0,3.91
INSP-21524,Door Left Front,No Defect (Pass),0.887,0.0,4.22
INSP-21525,Hood,No Defect (Pass),0.937,0.0,3.83
INSP-21526,Trunk Lid,Welding Porosity,0.646,0.73,4.13
INSP-21527,Roof Pillar,No Defect (Pass),0.939,0.0,4.32
INSP-21528,Hood,No Defect (Pass),0.936,0.0,4.28
INSP-21529,Roof Pillar,No Defect (Pass),0.83,0.0,3.98
INSP-21530,Trunk Lid,No Defect (Pass),0.922,0.0,3.86
INSP-21531,Hood,No Defect (Pass),0.988,0.0,3.97
INSP-21532,Hood,No Defect (Pass),0.972,0.0,4.21
INSP-21533,Door Left Front,No Defect (Pass),0.912,0.0,3.82
INSP-21534,Door Left Front,Paint Scratch / Blemish,0.6,0.76,3.78
INSP-21535,Trunk Lid,Clear-coat Orange Peel,0.883,0.72,4.19
INSP-21536,Hood,No Defect (Pass),0.907,0.0,4.32
INSP-21537,Quarter Panel Right,No Defect (Pass),0.902,0.0,4.16
INSP-21538,Door Left Front,No Defect (Pass),0.995,0.0,3.97
INSP-21539,Quarter Panel Right,No Defect (Pass),0.801,0.0,4.11
INSP-21540,Quarter Panel Right,No Defect (Pass),0.981,0.0,4.08
INSP-21541,Quarter Panel Right,No Defect (Pass),0.797,0.0,4.57
INSP-21542,Hood,No Defect (Pass),0.663,0.0,4.31
INSP-21543,Roof Pillar,No Defect (Pass),0.848,0.0,3.76
INSP-21544,Quarter Panel Right,No Defect (Pass),0.825,0.0,4.87
INSP-21545,Hood,No Defect (Pass),0.943,0.0,4.52
INSP-21546,Hood,Paint Scratch / Blemish,0.721,0.75,4.42
INSP-21547,Hood,Panel Gap Misalignment,0.846,0.87,4.47
INSP-21548,Quarter Panel Right,No Defect (Pass),0.837,0.0,4.56
INSP-21549,Trunk Lid,Panel Gap Misalignment,0.628,0.72,4.12
INSP-21550,Door Left Front,No Defect (Pass),0.85,0.0,4.21
INSP-21551,Roof Pillar,Paint Scratch / Blemish,0.863,0.94,3.63
INSP-21552,Trunk Lid,No Defect (Pass),0.963,0.0,4.38
INSP-21553,Quarter Panel Right,No Defect (Pass),0.945,0.0,4.47
INSP-21554,Roof Pillar,No Defect (Pass),0.999,0.0,4.43
INSP-21555,Roof Pillar,No Defect (Pass),0.962,0.0,4.17
INSP-21556,Quarter Panel Right,No Defect (Pass),0.878,0.0,4.57
