Sensor_Pulse_ID,Tire_Slip_Angle_deg,In_Tread_Piezo_Accel_G,Estimated_Road_Friction_Mu,Contact_Patch_Length_mm,Tire_Grip_Status
PIRELLI-CYBER-2946,2.9,269.4,0.99,171.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2947,5.67,364.8,0.88,152.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2948,3.58,269.3,0.92,169.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2949,3.34,268.7,1.01,170.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2950,8.78,532.9,0.71,138.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2951,3.72,290.2,0.96,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2952,5.36,366.7,0.92,158.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2953,1.18,152.0,1.11,181.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2954,0.73,159.2,1.09,181.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2955,4.26,302.6,0.95,162.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2956,9.0,524.8,0.69,142.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2957,3.63,276.9,1.0,163.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2958,5.79,381.1,0.81,154.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2959,3.85,297.5,0.93,163.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2960,2.39,230.8,1.02,174.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2961,7.06,428.7,0.77,147.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2962,8.11,483.7,0.78,143.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2963,2.6,239.1,1.03,176.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2964,4.21,285.2,1.0,156.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2965,4.97,358.0,0.93,151.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2966,4.96,322.8,0.93,161.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2967,7.96,471.3,0.74,139.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2968,6.38,387.7,0.8,149.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2969,4.57,329.1,0.92,154.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2970,3.06,266.8,1.02,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2971,6.3,394.4,0.81,151.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2972,2.58,227.3,1.05,174.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2973,4.43,308.8,0.96,164.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2974,1.82,231.3,0.99,166.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2975,5.39,359.1,0.87,156.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2976,1.52,185.1,1.1,179.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2977,4.19,293.6,0.86,161.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2978,4.13,319.9,0.92,164.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2979,1.13,136.7,1.13,182.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2980,4.65,307.0,0.95,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2981,7.52,441.4,0.71,152.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2982,5.33,354.7,0.89,155.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2983,7.38,452.0,0.76,146.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2984,6.72,419.5,0.82,154.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2985,1.83,181.6,1.06,176.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2986,5.32,363.2,0.94,164.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2987,1.73,196.4,1.08,176.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2988,7.1,446.0,0.77,150.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2989,2.97,275.5,1.06,169.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2990,4.45,334.7,0.93,163.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2991,7.49,448.5,0.84,141.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2992,0.66,122.0,1.05,177.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2993,1.24,168.9,1.05,176.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2994,0.5,138.4,1.16,184.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2995,4.03,325.9,0.99,164.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2996,2.42,229.2,1.06,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2997,8.73,512.8,0.7,135.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2998,1.39,171.5,1.02,179.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2999,7.62,466.8,0.77,137.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3000,4.37,315.2,0.91,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3001,8.53,516.0,0.77,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3002,1.64,207.2,1.06,180.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3003,7.34,448.4,0.75,147.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3004,1.96,206.9,1.08,171.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3005,2.86,220.6,1.06,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3006,1.65,204.5,1.06,178.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3007,7.36,453.4,0.82,143.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3008,5.28,343.7,0.93,158.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3009,4.98,338.5,0.91,157.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3010,1.19,163.9,1.1,178.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3011,0.79,152.2,1.08,183.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3012,8.86,526.0,0.59,139.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3013,6.71,398.2,0.86,144.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3014,4.8,340.8,0.88,156.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3015,8.74,496.5,0.71,133.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3016,4.34,299.6,0.97,164.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3017,4.23,323.1,0.92,162.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3018,2.06,218.8,1.05,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3019,2.7,225.2,0.92,170.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3020,3.25,260.5,1.04,168.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3021,7.92,468.8,0.8,143.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3022,5.8,388.4,0.83,153.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3023,8.0,477.3,0.74,144.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3024,6.01,408.0,0.85,150.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3025,6.5,418.1,0.81,151.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3026,3.73,288.0,1.01,161.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3027,3.67,289.5,0.95,165.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3028,3.19,269.9,0.99,170.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3029,1.41,174.9,1.12,176.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3030,8.5,523.1,0.68,140.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3031,7.0,447.3,0.84,153.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3032,4.28,339.4,0.89,161.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3033,5.38,362.3,0.84,160.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3034,5.82,383.2,0.88,156.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3035,0.87,165.5,1.09,176.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3036,1.56,208.1,1.17,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3037,7.05,403.7,0.83,151.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3038,4.13,333.4,0.95,162.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3039,6.34,379.7,0.78,153.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3040,6.32,396.4,0.86,154.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3041,4.95,347.3,0.88,157.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3042,6.0,387.4,0.85,152.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3043,6.53,394.1,0.82,151.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3044,7.35,443.6,0.76,146.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3045,6.85,412.3,0.84,153.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3046,2.2,235.4,1.07,173.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3047,2.72,232.9,1.08,174.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3048,0.78,147.9,1.15,176.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3049,6.81,407.5,0.82,149.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3050,7.25,434.2,0.84,147.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3051,7.0,429.0,0.81,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3052,8.24,487.0,0.72,139.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3053,4.76,349.2,0.94,163.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3054,2.41,221.6,0.97,170.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3055,0.76,166.9,1.14,176.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3056,2.94,221.1,1.0,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3057,5.74,357.1,0.91,151.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3058,8.42,518.4,0.67,138.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3059,6.67,400.1,0.78,150.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3060,7.4,461.2,0.75,147.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3061,8.27,490.0,0.72,141.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3062,5.84,387.0,0.87,154.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3063,4.65,338.1,0.9,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3064,6.85,414.5,0.85,143.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3065,3.63,263.1,1.01,164.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3066,7.74,464.3,0.75,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3067,6.71,422.8,0.8,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3068,8.29,467.7,0.73,142.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3069,1.31,197.3,1.09,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3070,2.83,261.6,1.03,169.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3071,3.62,274.1,0.98,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3072,6.17,376.8,0.86,151.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3073,6.06,373.4,0.87,156.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3074,8.0,489.0,0.73,137.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3075,1.71,208.7,1.07,173.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3076,3.07,242.5,1.02,168.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3077,4.75,314.3,0.94,157.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3078,8.52,514.2,0.72,136.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3079,2.11,208.3,1.02,174.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3080,7.66,479.1,0.82,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3081,2.99,254.3,1.03,169.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3082,1.11,159.7,1.15,175.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3083,1.99,225.0,1.05,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3084,5.73,386.8,0.9,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3085,4.25,328.5,0.91,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3086,3.37,254.4,0.97,169.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3087,8.96,547.1,0.68,134.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3088,7.18,428.1,0.86,150.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3089,3.39,255.0,1.04,165.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3090,5.86,385.5,0.8,153.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3091,2.13,186.6,1.03,174.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3092,0.99,145.5,1.12,178.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3093,3.18,287.4,0.95,166.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3094,1.01,146.8,1.07,175.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3095,1.89,216.5,1.1,172.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3096,8.33,504.0,0.71,138.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3097,8.04,477.3,0.8,147.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3098,6.75,414.8,0.82,147.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3099,6.88,425.3,0.82,152.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3100,8.25,484.5,0.72,138.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3101,1.3,173.3,1.11,178.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3102,8.18,493.0,0.71,144.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3103,6.39,364.4,0.84,155.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3104,3.84,283.4,0.99,163.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3105,5.62,370.7,0.85,155.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3106,4.4,315.4,0.95,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3107,8.58,525.5,0.81,143.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3108,2.46,251.7,1.03,167.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3109,1.74,206.4,1.09,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3110,7.97,479.7,0.76,141.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3111,7.76,470.6,0.7,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3112,1.56,189.9,1.09,176.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3113,7.59,470.9,0.76,148.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3114,6.94,436.8,0.76,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3115,5.77,392.6,0.83,157.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3116,3.83,268.7,0.96,165.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3117,4.12,305.5,0.89,161.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3118,6.64,411.8,0.86,152.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3119,1.12,163.5,0.98,179.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3120,8.17,479.3,0.75,140.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3121,3.15,279.7,1.01,173.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3122,2.01,221.5,0.99,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3123,5.85,386.7,0.84,151.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3124,3.13,279.2,1.03,171.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3125,2.99,229.6,0.94,169.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3126,8.46,485.9,0.77,143.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3127,1.35,170.7,1.13,178.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3128,0.94,146.6,1.07,186.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3129,1.55,199.1,1.06,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3130,6.63,404.7,0.8,151.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3131,5.76,392.1,0.89,150.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3132,4.32,283.7,0.98,163.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3133,4.62,341.8,0.97,164.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3134,4.24,337.4,0.98,162.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3135,2.74,259.3,1.04,166.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3136,1.6,199.1,1.07,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3137,3.54,266.2,0.96,167.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3138,5.31,356.5,0.87,161.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3139,4.19,306.6,0.87,161.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3140,1.35,192.9,1.14,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3141,1.93,214.4,1.04,177.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3142,3.55,301.0,0.97,164.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3143,5.27,363.1,0.84,155.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3144,4.67,312.0,0.97,159.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3145,1.08,177.2,1.06,183.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3146,6.94,424.8,0.83,148.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3147,5.41,342.7,0.86,157.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3148,0.78,166.8,1.09,176.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3149,2.27,205.1,1.03,174.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3150,6.65,451.4,0.73,147.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3151,6.34,416.6,0.85,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3152,1.34,202.7,1.12,179.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3153,6.18,429.0,0.9,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3154,1.04,169.2,1.13,183.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3155,0.8,159.7,1.09,181.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3156,5.75,356.6,0.84,151.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3157,6.25,406.3,0.81,151.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3158,7.11,447.8,0.79,147.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3159,7.43,452.6,0.74,149.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3160,8.17,517.8,0.74,142.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3161,6.5,398.3,0.82,150.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3162,7.56,460.9,0.82,144.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3163,1.44,195.1,1.08,180.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3164,1.79,210.6,1.09,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3165,7.81,479.3,0.77,140.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3166,4.05,324.1,0.92,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3167,4.01,302.7,0.97,167.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3168,5.18,344.6,0.89,157.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3169,2.3,232.5,1.05,177.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3170,1.94,223.7,1.02,172.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3171,3.35,275.9,0.93,170.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3172,5.37,352.3,0.87,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3173,2.08,217.9,1.05,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3174,6.63,415.0,0.77,153.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3175,8.97,518.4,0.65,138.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3176,4.97,333.7,0.95,155.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3177,2.63,220.2,1.08,170.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3178,2.61,241.9,0.99,169.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3179,7.55,474.3,0.77,154.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3180,2.93,251.0,0.93,170.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3181,7.7,439.7,0.71,142.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3182,8.97,514.8,0.67,134.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3183,5.27,340.4,0.88,160.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3184,7.87,464.2,0.71,145.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3185,6.42,387.1,0.82,151.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3186,7.18,445.3,0.76,147.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3187,7.92,482.4,0.79,142.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3188,1.23,214.3,1.12,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3189,7.43,456.5,0.79,150.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3190,4.1,295.2,0.99,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3191,5.82,372.2,0.86,152.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3192,6.97,439.2,0.79,146.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3193,4.55,332.8,0.88,162.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3194,5.82,393.7,0.85,158.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3195,0.79,132.4,1.09,177.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3196,8.98,520.5,0.7,137.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3197,6.5,381.4,0.84,148.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3198,6.91,444.5,0.83,145.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3199,6.09,376.3,0.89,152.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3200,4.08,295.7,0.89,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3201,7.29,454.5,0.82,142.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3202,4.73,310.3,0.89,162.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3203,4.83,350.0,0.96,160.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3204,6.43,413.7,0.83,150.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3205,5.42,382.9,0.87,164.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-3206,2.15,235.3,0.98,171.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3207,6.18,421.7,0.86,151.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3208,7.2,454.9,0.78,142.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3209,2.4,251.8,1.08,172.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3210,6.99,422.4,0.8,149.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3211,2.46,247.1,1.0,168.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3212,4.52,322.3,0.9,158.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3213,4.25,314.6,0.98,162.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3214,5.87,393.6,0.83,155.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-3215,6.19,405.4,0.78,154.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3216,5.9,397.9,0.87,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3217,1.87,216.9,1.06,174.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3218,0.95,157.1,1.06,182.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3219,5.45,363.2,0.89,156.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-3220,6.94,455.5,0.93,149.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3221,6.61,414.0,0.86,152.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3222,8.03,502.7,0.83,138.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3223,6.82,439.1,0.81,153.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3224,6.04,372.0,0.8,154.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3225,1.26,168.9,1.03,175.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-3226,3.42,260.3,0.96,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3227,2.32,197.5,1.01,170.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3228,6.69,421.5,0.86,151.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3229,8.56,500.8,0.68,137.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3230,4.36,293.6,0.85,162.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-3231,1.5,182.5,1.14,174.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-3232,1.86,210.5,1.04,170.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-3233,7.15,456.7,0.84,147.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3234,0.56,124.6,1.05,181.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-3235,6.07,404.0,0.87,152.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-3236,6.74,410.7,0.82,150.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3237,2.45,217.4,1.03,173.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-3238,6.5,429.0,0.79,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-3239,2.16,218.1,1.01,177.0,Optimal Elastic Grip Domain
