Lighting_Frame_ID,Active_Micro_Pixels,LED_Junction_Temp_C,High_Beam_Range_Lux,Oncoming_Driver_Glare_Lux,Matrix_Quality_State
MARELLI-LED-3103,888210,89.6,148.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3104,420187,76.9,175.3,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3105,924912,92.8,139.2,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3106,736066,92.7,140.1,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3107,1198330,95.4,131.3,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3108,1046573,95.2,137.6,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3109,1142318,90.9,147.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3110,1185958,102.4,118.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3111,581823,86.2,149.9,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3112,843855,87.5,147.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3113,1220556,109.6,103.6,0.28,Thermal Derate / Pixel Mask Active
MARELLI-LED-3114,811572,91.0,140.9,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3115,992522,99.2,126.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3116,1012664,92.8,136.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3117,492388,72.1,172.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3118,1274892,112.3,113.9,0.12,Thermal Derate / Pixel Mask Active
MARELLI-LED-3119,656447,85.0,148.1,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3120,997556,90.1,137.9,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3121,1085145,105.6,122.0,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-3122,514166,87.1,142.5,0.3,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3123,643570,90.7,142.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3124,408655,67.2,186.3,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3125,570100,85.6,157.4,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3126,520110,69.8,184.5,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3127,927352,92.9,136.7,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3128,1256231,98.8,124.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3129,1116297,93.5,136.5,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3130,420129,70.5,176.7,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3131,709489,91.2,142.0,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3132,560606,75.3,172.5,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3133,824115,88.0,144.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3134,728605,84.7,152.0,0.54,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3135,1207599,101.8,121.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3136,1110136,91.3,141.3,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3137,672113,92.1,144.4,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3138,933318,86.1,148.1,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3139,414057,69.8,182.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3140,593343,81.1,159.9,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3141,552397,85.2,153.9,0.34,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3142,839012,83.8,152.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3143,664784,83.4,164.1,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3144,967327,89.2,145.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3145,1065498,94.9,136.0,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3146,547274,86.3,151.4,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3147,1113137,112.0,103.4,0.07,Thermal Derate / Pixel Mask Active
MARELLI-LED-3148,839856,88.8,153.7,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3149,838356,92.9,147.1,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3150,1244206,106.0,116.5,0.21,Thermal Derate / Pixel Mask Active
MARELLI-LED-3151,682590,78.3,163.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3152,759002,86.1,156.6,0.51,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3153,858071,83.6,146.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3154,948880,93.5,141.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3155,532964,82.7,161.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3156,770653,90.8,141.6,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3157,467838,83.4,158.9,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3158,970768,93.1,136.6,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3159,826031,95.5,129.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3160,976778,103.9,119.6,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3161,530768,86.5,146.3,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3162,1272972,101.0,129.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3163,1153180,101.4,121.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3164,1196515,112.4,101.0,0.29,Thermal Derate / Pixel Mask Active
MARELLI-LED-3165,782329,84.4,149.2,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3166,713091,83.6,160.0,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3167,431737,77.7,170.7,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3168,979107,84.9,149.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3169,1020115,99.3,128.9,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3170,607778,87.5,140.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3171,543426,69.5,182.0,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3172,702998,82.3,156.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3173,995272,94.7,134.7,0.4,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3174,709213,83.6,150.3,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3175,962639,86.8,148.8,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3176,1010503,95.7,133.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3177,1136826,106.4,110.1,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-3178,882953,84.4,154.5,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3179,1189811,97.2,132.5,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3180,993340,89.9,141.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3181,487421,81.5,154.7,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3182,1110793,107.1,106.5,0.14,Thermal Derate / Pixel Mask Active
MARELLI-LED-3183,1173405,107.3,115.4,0.04,Thermal Derate / Pixel Mask Active
MARELLI-LED-3184,427245,71.8,180.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3185,463598,74.1,181.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3186,960138,103.7,115.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3187,424756,79.1,164.3,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3188,1111371,102.2,125.4,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3189,1293303,102.7,118.9,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3190,1015840,104.0,120.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3191,598748,78.1,169.0,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3192,414608,68.0,181.2,0.36,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3193,1176831,93.8,126.1,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3194,704181,76.9,167.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3195,500394,66.8,183.6,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3196,807945,85.7,158.0,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3197,748226,93.8,137.4,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3198,788323,93.4,137.5,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3199,731871,94.5,130.4,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3200,818822,95.9,130.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3201,732214,79.2,169.1,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3202,644965,76.4,172.0,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3203,506568,74.1,170.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3204,649623,81.7,162.3,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3205,1183102,108.2,109.8,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-3206,791968,94.2,131.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3207,708659,85.1,149.7,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3208,948834,96.8,136.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3209,457058,76.1,169.0,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3210,1255459,104.4,113.1,0.38,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3211,553785,75.9,175.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3212,906738,83.9,156.5,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3213,699902,88.3,150.1,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3214,1086360,88.6,145.7,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3215,1153803,91.1,136.2,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3216,1022647,87.1,148.3,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3217,436832,82.1,157.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3218,744439,80.7,166.4,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3219,1270679,101.2,115.5,0.3,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3220,633444,84.2,154.8,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3221,524043,73.6,170.9,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3222,1193356,97.2,133.1,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3223,685556,75.1,166.0,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3224,1013622,85.1,157.3,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3225,699244,79.0,171.2,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3226,655821,82.2,158.4,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3227,1074910,91.1,148.6,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3228,1155318,106.9,111.7,0.11,Thermal Derate / Pixel Mask Active
MARELLI-LED-3229,999235,88.8,149.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3230,1272782,98.8,126.9,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3231,1029684,90.2,134.7,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3232,1285898,111.9,107.4,0.14,Thermal Derate / Pixel Mask Active
MARELLI-LED-3233,1033341,93.7,135.7,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3234,1111918,94.6,136.5,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3235,1236290,100.0,123.1,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3236,1127278,87.3,150.3,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3237,1075342,91.0,136.2,0.41,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3238,1000944,93.5,139.4,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3239,1183723,106.3,111.9,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-3240,822822,83.6,156.5,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3241,1134235,94.5,135.2,0.36,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3242,525910,74.4,171.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3243,850341,86.4,150.7,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3244,585076,77.3,169.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3245,945430,87.3,146.4,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3246,428251,79.0,160.6,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3247,999046,104.3,114.9,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3248,746009,83.9,151.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3249,1216582,108.3,112.6,0.57,Thermal Derate / Pixel Mask Active
MARELLI-LED-3250,450655,66.9,178.3,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3251,1290370,104.4,124.5,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3252,1115048,91.0,141.1,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3253,1264955,111.1,105.1,0.28,Thermal Derate / Pixel Mask Active
MARELLI-LED-3254,430696,78.9,163.6,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3255,833594,92.4,141.7,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3256,859666,92.4,140.4,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3257,746548,84.7,153.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3258,686434,84.9,157.0,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3259,1272858,109.9,102.3,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-3260,651081,83.4,149.9,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3261,428521,81.4,162.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3262,909349,93.7,135.2,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3263,429836,77.1,165.7,0.34,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3264,917758,94.5,134.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3265,879517,80.4,165.4,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3266,1256619,108.9,107.7,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-3267,433625,68.9,180.7,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3268,1085414,97.2,127.7,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3269,670827,88.1,142.7,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3270,696089,88.0,151.3,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3271,448648,87.0,152.8,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3272,665029,88.3,147.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3273,424013,74.7,169.2,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3274,453835,78.3,169.3,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3275,1199193,96.4,128.9,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3276,584765,86.0,157.5,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3277,1210389,95.6,136.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3278,511533,83.1,156.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3279,832320,82.5,163.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3280,1076994,100.2,135.2,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3281,483578,67.3,188.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3282,633790,73.2,169.8,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3283,1079846,93.0,137.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3284,548001,63.3,186.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3285,786850,83.4,148.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3286,566732,76.6,173.5,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3287,526490,71.3,175.2,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3288,1226161,101.4,126.7,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3289,826110,81.6,156.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3290,808290,96.6,133.1,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3291,971202,96.0,133.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3292,490126,71.3,176.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3293,1003387,104.6,120.5,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3294,500261,80.4,166.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3295,1153883,111.4,107.6,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-3296,540953,80.4,157.3,0.5,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3297,539260,83.8,155.0,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3298,575959,86.0,156.4,0.47,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3299,1052358,101.3,122.2,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3300,923303,86.4,155.3,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3301,1172321,97.8,128.7,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3302,1261895,110.3,104.1,0.17,Thermal Derate / Pixel Mask Active
MARELLI-LED-3303,400284,81.0,159.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3304,748423,88.3,142.0,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3305,922234,81.6,162.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3306,1032121,103.1,122.0,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3307,1203609,106.5,114.6,0.27,Thermal Derate / Pixel Mask Active
MARELLI-LED-3308,1279640,103.3,118.3,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3309,956869,93.8,129.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3310,1220565,105.0,125.7,0.07,Thermal Derate / Pixel Mask Active
MARELLI-LED-3311,872900,97.2,132.7,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3312,938855,97.3,129.8,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3313,852643,95.1,126.6,0.37,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3314,953113,86.5,148.1,0.44,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3315,1192313,97.6,130.0,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3316,685288,82.8,157.5,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3317,746906,94.7,135.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3318,722078,82.2,164.2,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3319,941425,83.2,163.6,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3320,627981,89.1,146.9,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3321,471338,78.4,161.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3322,753931,89.3,144.5,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3323,665361,78.8,164.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3324,772618,92.1,134.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3325,1057161,102.6,127.9,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3326,811238,102.2,120.5,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3327,865081,79.9,162.4,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3328,919477,96.1,132.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3329,1179210,110.8,103.6,0.07,Thermal Derate / Pixel Mask Active
MARELLI-LED-3330,925531,92.3,148.3,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3331,562271,86.7,146.8,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3332,1060990,89.9,144.5,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3333,850469,100.0,120.7,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3334,408176,69.3,176.6,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3335,757030,92.0,142.5,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3336,1228431,109.7,104.8,0.18,Thermal Derate / Pixel Mask Active
MARELLI-LED-3337,1222918,102.6,124.3,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3338,1082836,95.3,137.4,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3339,1238361,112.0,98.1,0.29,Thermal Derate / Pixel Mask Active
MARELLI-LED-3340,873213,95.3,136.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3341,1039171,103.2,123.7,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3342,1042310,101.3,125.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3343,585928,76.6,172.0,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3344,833832,86.2,150.8,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3345,976003,87.5,148.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3346,978196,97.6,131.7,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3347,528904,83.5,151.8,0.46,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3348,1098330,87.0,153.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3349,587418,86.3,156.4,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3350,602904,82.6,153.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3351,1125800,99.5,129.7,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3352,1024699,109.0,112.4,0.2,Thermal Derate / Pixel Mask Active
MARELLI-LED-3353,692250,87.4,153.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3354,757853,82.5,156.2,0.45,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3355,834950,86.1,149.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3356,958282,101.9,129.6,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3357,667500,76.8,165.0,0.49,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3358,848116,88.3,147.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3359,951616,88.5,144.8,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3360,920016,89.8,146.4,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3361,763153,77.8,169.8,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3362,698882,82.5,158.5,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3363,859442,84.5,161.0,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3364,882792,85.9,158.9,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3365,578143,71.5,181.0,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3366,570168,74.9,169.5,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3367,533134,84.7,148.5,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3368,483544,72.7,175.0,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3369,1120820,104.5,113.5,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3370,823135,89.3,152.1,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3371,608810,88.4,143.5,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3372,1256117,99.7,127.1,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3373,1271856,102.5,122.5,0.3,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3374,454325,70.2,178.0,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3375,751387,95.5,134.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3376,1000404,88.5,148.1,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3377,541140,70.4,181.1,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3378,497731,76.9,172.0,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3379,1008484,85.7,151.1,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3380,1121596,102.7,111.3,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-3381,827903,87.2,146.6,0.13,Crystal-Clear Matrix Laser-LED (600m)
