Drive_Segment_ID,Vehicle_Speed_mph,Power_Demand_kW,Operating_Hybrid_Mode,Instant_Fuel_Economy_MPG,Clutch_Lockup_State
HONDA-eHEV-2939,43.4,43.7,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2940,35.8,32.1,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-2941,69.7,82.8,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2942,36.8,46.1,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2943,36.3,36.6,Hybrid Drive (Engine-Gen + Traction Motor),36.8,Disengaged / Electric Motor
HONDA-eHEV-2944,59.9,56.7,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-2945,40.1,51.7,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-2946,60.8,56.7,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-2947,35.6,34.7,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2948,51.0,58.3,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-2949,32.3,22.5,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2950,51.6,52.8,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-2951,66.1,78.3,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2952,18.2,5.0,EV Drive (Battery Only),67.3,Disengaged / Electric Motor
HONDA-eHEV-2953,68.0,68.0,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-2954,53.4,39.3,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-2955,41.4,46.1,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-2956,57.2,50.4,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2957,64.4,74.8,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2958,25.8,29.5,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-2959,15.8,5.0,EV Drive (Battery Only),65.7,Disengaged / Electric Motor
HONDA-eHEV-2960,25.2,34.9,Hybrid Drive (Engine-Gen + Traction Motor),39.5,Disengaged / Electric Motor
HONDA-eHEV-2961,45.7,45.3,Hybrid Drive (Engine-Gen + Traction Motor),35.9,Disengaged / Electric Motor
HONDA-eHEV-2962,77.7,68.7,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2963,63.8,63.1,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-2964,50.1,37.0,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-2965,62.0,74.2,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-2966,59.8,58.5,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-2967,26.2,35.3,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-2968,66.9,64.2,Hybrid Drive (Engine-Gen + Traction Motor),39.0,Disengaged / Electric Motor
HONDA-eHEV-2969,22.5,21.6,EV Drive (Battery Only),69.6,Disengaged / Electric Motor
HONDA-eHEV-2970,24.1,18.9,EV Drive (Battery Only),66.5,Disengaged / Electric Motor
HONDA-eHEV-2971,56.0,52.2,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-2972,67.2,68.4,Hybrid Drive (Engine-Gen + Traction Motor),49.5,Disengaged / Electric Motor
HONDA-eHEV-2973,25.1,34.1,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-2974,50.5,60.4,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-2975,23.2,35.5,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-2976,69.5,75.3,Hybrid Drive (Engine-Gen + Traction Motor),48.6,Disengaged / Electric Motor
HONDA-eHEV-2977,60.1,60.8,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-2978,64.4,71.3,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-2979,33.6,34.3,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-2980,15.5,15.2,EV Drive (Battery Only),69.0,Disengaged / Electric Motor
HONDA-eHEV-2981,76.1,83.0,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-2982,25.8,7.1,EV Drive (Battery Only),69.7,Disengaged / Electric Motor
HONDA-eHEV-2983,26.5,35.8,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-2984,67.5,74.0,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-2985,60.2,71.7,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-2986,64.5,78.5,Hybrid Drive (Engine-Gen + Traction Motor),47.3,Disengaged / Electric Motor
HONDA-eHEV-2987,44.2,55.0,Hybrid Drive (Engine-Gen + Traction Motor),38.3,Disengaged / Electric Motor
HONDA-eHEV-2988,17.0,27.9,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-2989,70.5,84.0,Hybrid Drive (Engine-Gen + Traction Motor),41.4,Disengaged / Electric Motor
HONDA-eHEV-2990,66.0,67.8,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-2991,26.7,24.7,EV Drive (Battery Only),65.1,Disengaged / Electric Motor
HONDA-eHEV-2992,46.7,47.4,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-2993,51.4,79.2,Hybrid Drive (Engine-Gen + Traction Motor),40.6,Disengaged / Electric Motor
HONDA-eHEV-2994,37.2,46.2,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-2995,52.6,51.1,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-2996,26.1,25.0,Hybrid Drive (Engine-Gen + Traction Motor),42.2,Disengaged / Electric Motor
HONDA-eHEV-2997,57.5,61.1,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-2998,26.4,36.2,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-2999,69.7,78.5,Hybrid Drive (Engine-Gen + Traction Motor),36.2,Disengaged / Electric Motor
HONDA-eHEV-3000,34.9,24.7,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-3001,26.9,28.6,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-3002,25.3,29.4,Hybrid Drive (Engine-Gen + Traction Motor),36.9,Disengaged / Electric Motor
HONDA-eHEV-3003,17.4,15.9,EV Drive (Battery Only),67.7,Disengaged / Electric Motor
HONDA-eHEV-3004,26.0,23.2,EV Drive (Battery Only),68.0,Disengaged / Electric Motor
HONDA-eHEV-3005,72.9,90.5,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-3006,32.1,45.3,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-3007,55.9,59.3,Hybrid Drive (Engine-Gen + Traction Motor),50.4,Disengaged / Electric Motor
HONDA-eHEV-3008,36.2,21.6,Hybrid Drive (Engine-Gen + Traction Motor),36.5,Disengaged / Electric Motor
HONDA-eHEV-3009,52.4,51.0,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-3010,52.1,51.5,Hybrid Drive (Engine-Gen + Traction Motor),43.1,Disengaged / Electric Motor
HONDA-eHEV-3011,61.6,60.4,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-3012,59.6,64.3,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-3013,63.2,63.6,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-3014,67.2,80.8,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-3015,30.8,44.5,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-3016,37.7,33.2,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-3017,47.3,46.4,Hybrid Drive (Engine-Gen + Traction Motor),52.6,Disengaged / Electric Motor
HONDA-eHEV-3018,46.0,43.2,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-3019,66.7,68.1,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-3020,69.3,81.2,Hybrid Drive (Engine-Gen + Traction Motor),50.0,Disengaged / Electric Motor
HONDA-eHEV-3021,35.4,23.9,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-3022,37.3,37.3,Hybrid Drive (Engine-Gen + Traction Motor),47.5,Disengaged / Electric Motor
HONDA-eHEV-3023,76.3,73.6,Hybrid Drive (Engine-Gen + Traction Motor),41.4,Disengaged / Electric Motor
HONDA-eHEV-3024,43.5,40.9,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-3025,22.2,34.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3026,69.6,72.6,Hybrid Drive (Engine-Gen + Traction Motor),50.4,Disengaged / Electric Motor
HONDA-eHEV-3027,23.8,38.2,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-3028,61.1,81.7,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-3029,41.7,52.5,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-3030,59.5,65.6,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-3031,57.0,67.1,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-3032,46.7,50.4,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3033,28.6,24.1,EV Drive (Battery Only),71.0,Disengaged / Electric Motor
HONDA-eHEV-3034,43.9,43.0,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-3035,47.5,59.5,Hybrid Drive (Engine-Gen + Traction Motor),48.5,Disengaged / Electric Motor
HONDA-eHEV-3036,77.9,86.0,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3037,77.9,82.9,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-3038,16.9,5.0,EV Drive (Battery Only),63.4,Disengaged / Electric Motor
HONDA-eHEV-3039,72.9,80.4,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-3040,45.4,38.2,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-3041,54.1,63.1,Hybrid Drive (Engine-Gen + Traction Motor),42.1,Disengaged / Electric Motor
HONDA-eHEV-3042,18.5,15.4,EV Drive (Battery Only),67.8,Disengaged / Electric Motor
HONDA-eHEV-3043,44.7,52.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3044,20.7,40.1,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-3045,26.1,5.0,EV Drive (Battery Only),70.4,Disengaged / Electric Motor
HONDA-eHEV-3046,19.4,27.8,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-3047,18.7,25.1,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3048,43.7,33.5,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-3049,45.2,42.4,Hybrid Drive (Engine-Gen + Traction Motor),40.6,Disengaged / Electric Motor
HONDA-eHEV-3050,38.1,41.4,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-3051,50.3,54.8,Hybrid Drive (Engine-Gen + Traction Motor),39.5,Disengaged / Electric Motor
HONDA-eHEV-3052,60.1,56.4,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3053,54.3,65.3,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-3054,57.9,63.5,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-3055,51.6,70.2,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-3056,27.9,29.3,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-3057,23.7,22.0,EV Drive (Battery Only),68.9,Disengaged / Electric Motor
HONDA-eHEV-3058,68.4,80.9,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-3059,61.7,69.6,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-3060,62.0,62.1,Hybrid Drive (Engine-Gen + Traction Motor),47.1,Disengaged / Electric Motor
HONDA-eHEV-3061,33.0,35.7,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-3062,20.9,30.2,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-3063,71.6,73.4,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-3064,42.9,37.0,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-3065,56.5,57.8,Hybrid Drive (Engine-Gen + Traction Motor),42.2,Disengaged / Electric Motor
HONDA-eHEV-3066,55.7,53.8,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-3067,67.0,76.0,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3068,46.9,39.0,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-3069,63.9,56.2,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-3070,52.4,50.6,Hybrid Drive (Engine-Gen + Traction Motor),40.4,Disengaged / Electric Motor
HONDA-eHEV-3071,21.1,33.0,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-3072,27.0,24.2,EV Drive (Battery Only),69.3,Disengaged / Electric Motor
HONDA-eHEV-3073,35.0,30.3,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-3074,36.6,43.9,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-3075,72.1,79.9,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-3076,32.6,32.2,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3077,77.6,78.6,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-3078,70.7,81.0,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-3079,23.8,30.7,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-3080,69.0,68.4,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3081,67.4,73.4,Hybrid Drive (Engine-Gen + Traction Motor),48.9,Disengaged / Electric Motor
HONDA-eHEV-3082,77.0,98.9,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-3083,32.9,24.3,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-3084,63.9,71.5,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-3085,75.7,85.2,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-3086,30.4,34.6,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-3087,32.4,50.1,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-3088,53.2,58.3,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-3089,72.5,92.6,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-3090,63.6,84.7,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-3091,21.7,33.8,Hybrid Drive (Engine-Gen + Traction Motor),42.1,Disengaged / Electric Motor
HONDA-eHEV-3092,31.5,28.3,Hybrid Drive (Engine-Gen + Traction Motor),47.5,Disengaged / Electric Motor
HONDA-eHEV-3093,79.6,86.0,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-3094,74.0,79.5,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-3095,70.7,79.0,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-3096,47.9,43.1,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-3097,19.7,25.6,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3098,43.2,57.3,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-3099,53.2,57.3,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-3100,18.3,24.9,EV Drive (Battery Only),65.9,Disengaged / Electric Motor
HONDA-eHEV-3101,79.6,74.7,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-3102,43.5,31.2,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-3103,15.0,9.9,EV Drive (Battery Only),62.9,Disengaged / Electric Motor
HONDA-eHEV-3104,29.6,38.4,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-3105,58.4,47.2,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-3106,67.6,72.9,Hybrid Drive (Engine-Gen + Traction Motor),51.4,Disengaged / Electric Motor
HONDA-eHEV-3107,52.9,58.8,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-3108,39.3,41.9,Hybrid Drive (Engine-Gen + Traction Motor),38.5,Disengaged / Electric Motor
HONDA-eHEV-3109,48.9,46.7,Hybrid Drive (Engine-Gen + Traction Motor),39.1,Disengaged / Electric Motor
HONDA-eHEV-3110,20.1,32.3,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-3111,55.5,74.8,Hybrid Drive (Engine-Gen + Traction Motor),38.9,Disengaged / Electric Motor
HONDA-eHEV-3112,21.0,28.8,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-3113,59.2,52.4,Hybrid Drive (Engine-Gen + Traction Motor),40.6,Disengaged / Electric Motor
HONDA-eHEV-3114,26.3,26.6,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-3115,27.7,36.9,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-3116,35.2,23.0,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-3117,37.7,51.3,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-3118,20.2,16.7,EV Drive (Battery Only),71.3,Disengaged / Electric Motor
HONDA-eHEV-3119,67.6,64.5,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-3120,59.1,85.5,Hybrid Drive (Engine-Gen + Traction Motor),48.5,Disengaged / Electric Motor
HONDA-eHEV-3121,76.3,72.1,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-3122,61.4,59.3,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-3123,29.8,43.7,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3124,71.0,64.6,Hybrid Drive (Engine-Gen + Traction Motor),48.7,Disengaged / Electric Motor
HONDA-eHEV-3125,56.1,61.0,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-3126,48.7,60.9,Hybrid Drive (Engine-Gen + Traction Motor),40.3,Disengaged / Electric Motor
HONDA-eHEV-3127,38.1,29.7,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-3128,70.2,69.6,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-3129,46.9,49.4,Hybrid Drive (Engine-Gen + Traction Motor),48.5,Disengaged / Electric Motor
HONDA-eHEV-3130,21.9,24.4,EV Drive (Battery Only),76.0,Disengaged / Electric Motor
HONDA-eHEV-3131,58.5,70.7,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3132,61.8,70.5,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-3133,21.7,31.6,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-3134,50.6,47.4,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-3135,38.6,39.4,Hybrid Drive (Engine-Gen + Traction Motor),39.0,Disengaged / Electric Motor
HONDA-eHEV-3136,57.2,67.1,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-3137,32.6,27.0,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-3138,45.4,40.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-3139,62.0,58.8,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-3140,49.3,43.9,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-3141,50.0,56.0,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-3142,62.2,64.9,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-3143,22.1,12.9,EV Drive (Battery Only),67.2,Disengaged / Electric Motor
HONDA-eHEV-3144,39.4,51.9,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-3145,76.4,78.0,Hybrid Drive (Engine-Gen + Traction Motor),49.5,Disengaged / Electric Motor
HONDA-eHEV-3146,49.1,49.0,Hybrid Drive (Engine-Gen + Traction Motor),38.2,Disengaged / Electric Motor
HONDA-eHEV-3147,29.3,11.5,EV Drive (Battery Only),75.0,Disengaged / Electric Motor
HONDA-eHEV-3148,74.8,81.1,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-3149,37.4,46.5,Hybrid Drive (Engine-Gen + Traction Motor),38.9,Disengaged / Electric Motor
HONDA-eHEV-3150,66.2,85.8,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-3151,51.9,63.6,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-3152,75.1,73.8,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-3153,62.4,74.6,Hybrid Drive (Engine-Gen + Traction Motor),40.3,Disengaged / Electric Motor
HONDA-eHEV-3154,73.0,80.3,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-3155,20.1,19.2,EV Drive (Battery Only),66.7,Disengaged / Electric Motor
HONDA-eHEV-3156,39.7,41.0,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-3157,66.4,65.6,Hybrid Drive (Engine-Gen + Traction Motor),48.9,Disengaged / Electric Motor
HONDA-eHEV-3158,15.9,5.0,EV Drive (Battery Only),69.4,Disengaged / Electric Motor
HONDA-eHEV-3159,67.8,78.8,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-3160,60.3,58.0,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-3161,42.9,45.1,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-3162,62.7,65.6,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-3163,26.7,33.4,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
HONDA-eHEV-3164,68.0,77.2,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-3165,63.3,68.8,Hybrid Drive (Engine-Gen + Traction Motor),35.9,Disengaged / Electric Motor
HONDA-eHEV-3166,34.4,42.8,Hybrid Drive (Engine-Gen + Traction Motor),40.7,Disengaged / Electric Motor
HONDA-eHEV-3167,17.8,13.9,EV Drive (Battery Only),76.3,Disengaged / Electric Motor
