Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-3065,Pedestrian Walking,42.6,2.4,4.01,Warning Prompt in Driver Display
VOLVO-VRU-3066,Pedestrian Walking,25.3,7.1,1.49,Automatic Emergency Braking (AEB)
VOLVO-VRU-3067,Pedestrian Walking,8.4,1.3,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3068,Pedestrian Running,13.0,5.5,0.97,Automatic Emergency Braking (AEB)
VOLVO-VRU-3069,Cyclist Fast,10.1,7.1,0.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-3070,Cyclist Fast,21.7,3.0,2.0,Warning Prompt in Driver Display
VOLVO-VRU-3071,Pedestrian Running,29.4,5.0,2.09,Warning Prompt in Driver Display
VOLVO-VRU-3072,Pedestrian Running,27.6,3.1,2.27,Warning Prompt in Driver Display
VOLVO-VRU-3073,Cyclist Fast,9.5,4.1,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3074,Child Crossing,10.3,1.1,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-3075,Cyclist Fast,31.1,5.4,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3076,Pedestrian Walking,22.4,4.3,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-3077,Pedestrian Walking,10.2,2.0,1.31,Automatic Emergency Braking (AEB)
VOLVO-VRU-3078,E-Scooter Commuter,44.2,3.9,3.61,Warning Prompt in Driver Display
VOLVO-VRU-3079,Pedestrian Running,19.5,3.8,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-3080,Pedestrian Walking,25.6,2.1,2.32,Warning Prompt in Driver Display
VOLVO-VRU-3081,Pedestrian Walking,33.5,4.3,2.86,Warning Prompt in Driver Display
VOLVO-VRU-3082,Pedestrian Walking,36.1,5.4,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3083,Pedestrian Running,8.9,4.6,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-3084,E-Scooter Commuter,17.6,1.2,1.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-3085,Pedestrian Walking,39.4,4.0,2.96,Warning Prompt in Driver Display
VOLVO-VRU-3086,E-Scooter Commuter,37.0,7.0,2.42,Warning Prompt in Driver Display
VOLVO-VRU-3087,Pedestrian Walking,28.8,5.5,1.91,Warning Prompt in Driver Display
VOLVO-VRU-3088,Child Crossing,43.3,7.0,3.07,Warning Prompt in Driver Display
VOLVO-VRU-3089,Pedestrian Walking,19.9,6.1,1.18,Automatic Emergency Braking (AEB)
VOLVO-VRU-3090,E-Scooter Commuter,23.0,6.8,1.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-3091,Cyclist Fast,20.1,5.8,1.82,Warning Prompt in Driver Display
VOLVO-VRU-3092,Cyclist Fast,41.1,5.9,3.18,Warning Prompt in Driver Display
VOLVO-VRU-3093,Cyclist Fast,33.1,3.5,2.72,Warning Prompt in Driver Display
VOLVO-VRU-3094,Cyclist Fast,36.2,4.7,2.72,Warning Prompt in Driver Display
VOLVO-VRU-3095,Pedestrian Running,29.9,4.8,2.15,Warning Prompt in Driver Display
VOLVO-VRU-3096,E-Scooter Commuter,22.3,5.0,2.08,Warning Prompt in Driver Display
VOLVO-VRU-3097,Pedestrian Walking,43.0,5.8,2.78,Warning Prompt in Driver Display
VOLVO-VRU-3098,Pedestrian Running,12.9,4.5,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3099,Pedestrian Running,44.2,6.5,2.77,Warning Prompt in Driver Display
VOLVO-VRU-3100,Pedestrian Walking,26.7,7.0,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3101,Pedestrian Walking,40.3,5.3,2.88,Warning Prompt in Driver Display
VOLVO-VRU-3102,Pedestrian Walking,36.1,2.9,2.93,Warning Prompt in Driver Display
VOLVO-VRU-3103,Pedestrian Walking,17.9,7.2,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-3104,Child Crossing,25.7,7.3,1.15,Automatic Emergency Braking (AEB)
VOLVO-VRU-3105,Pedestrian Running,21.7,4.7,1.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3106,E-Scooter Commuter,20.5,3.3,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-3107,Pedestrian Walking,17.4,7.2,0.98,Automatic Emergency Braking (AEB)
VOLVO-VRU-3108,Pedestrian Running,42.7,2.3,3.88,Warning Prompt in Driver Display
VOLVO-VRU-3109,Pedestrian Running,9.4,2.4,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3110,Pedestrian Running,38.2,1.7,3.8,Warning Prompt in Driver Display
VOLVO-VRU-3111,E-Scooter Commuter,36.0,1.5,3.64,Warning Prompt in Driver Display
VOLVO-VRU-3112,Pedestrian Walking,43.0,6.3,2.58,Warning Prompt in Driver Display
VOLVO-VRU-3113,Pedestrian Walking,9.9,1.2,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-3114,Pedestrian Walking,13.1,7.2,0.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-3115,Pedestrian Running,26.0,2.3,2.32,Warning Prompt in Driver Display
VOLVO-VRU-3116,Pedestrian Walking,32.3,1.8,2.98,Warning Prompt in Driver Display
VOLVO-VRU-3117,Pedestrian Walking,5.7,2.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3118,E-Scooter Commuter,16.2,5.8,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-3119,E-Scooter Commuter,25.6,4.3,1.95,Warning Prompt in Driver Display
VOLVO-VRU-3120,Pedestrian Walking,16.6,4.1,1.33,Automatic Emergency Braking (AEB)
VOLVO-VRU-3121,Cyclist Fast,43.3,3.4,3.55,Warning Prompt in Driver Display
VOLVO-VRU-3122,Cyclist Fast,34.3,7.3,1.9,Warning Prompt in Driver Display
VOLVO-VRU-3123,Pedestrian Walking,18.7,4.8,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-3124,Pedestrian Running,35.5,2.1,3.75,Warning Prompt in Driver Display
VOLVO-VRU-3125,Pedestrian Walking,29.0,2.7,2.57,Warning Prompt in Driver Display
VOLVO-VRU-3126,Pedestrian Walking,12.5,4.8,0.83,Automatic Emergency Braking (AEB)
VOLVO-VRU-3127,E-Scooter Commuter,22.4,2.1,2.04,Warning Prompt in Driver Display
VOLVO-VRU-3128,Pedestrian Running,23.9,2.8,2.09,Warning Prompt in Driver Display
VOLVO-VRU-3129,E-Scooter Commuter,29.7,6.3,1.93,Warning Prompt in Driver Display
VOLVO-VRU-3130,Pedestrian Walking,44.6,2.8,3.76,Warning Prompt in Driver Display
VOLVO-VRU-3131,Child Crossing,22.8,5.0,1.87,Warning Prompt in Driver Display
VOLVO-VRU-3132,Cyclist Fast,26.5,1.5,2.49,Warning Prompt in Driver Display
VOLVO-VRU-3133,Pedestrian Walking,11.2,1.1,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-3134,E-Scooter Commuter,11.5,5.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3135,Pedestrian Walking,8.7,1.6,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-3136,Cyclist Fast,38.1,5.5,2.71,Warning Prompt in Driver Display
VOLVO-VRU-3137,Pedestrian Running,22.9,3.8,1.89,Warning Prompt in Driver Display
VOLVO-VRU-3138,Pedestrian Walking,42.1,2.7,3.63,Warning Prompt in Driver Display
VOLVO-VRU-3139,Pedestrian Walking,24.5,6.5,1.44,Automatic Emergency Braking (AEB)
VOLVO-VRU-3140,Pedestrian Walking,25.7,5.4,1.81,Warning Prompt in Driver Display
VOLVO-VRU-3141,E-Scooter Commuter,36.2,1.3,3.18,Warning Prompt in Driver Display
VOLVO-VRU-3142,Pedestrian Running,10.7,6.3,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-3143,Pedestrian Walking,5.2,7.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3144,Pedestrian Running,33.9,3.3,3.08,Warning Prompt in Driver Display
VOLVO-VRU-3145,Pedestrian Running,35.1,3.9,2.91,Warning Prompt in Driver Display
VOLVO-VRU-3146,Pedestrian Walking,14.7,1.4,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3147,Pedestrian Walking,37.0,2.2,3.51,Warning Prompt in Driver Display
VOLVO-VRU-3148,E-Scooter Commuter,22.8,7.2,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-3149,Pedestrian Walking,29.5,5.4,2.18,Warning Prompt in Driver Display
VOLVO-VRU-3150,E-Scooter Commuter,41.6,3.1,3.4,Warning Prompt in Driver Display
VOLVO-VRU-3151,Pedestrian Running,29.4,5.4,2.24,Warning Prompt in Driver Display
VOLVO-VRU-3152,Cyclist Fast,38.4,4.0,2.85,Warning Prompt in Driver Display
VOLVO-VRU-3153,Pedestrian Walking,10.5,2.0,1.27,Automatic Emergency Braking (AEB)
VOLVO-VRU-3154,Pedestrian Walking,34.7,1.7,2.83,Warning Prompt in Driver Display
VOLVO-VRU-3155,Pedestrian Walking,11.6,4.6,0.88,Automatic Emergency Braking (AEB)
VOLVO-VRU-3156,Cyclist Fast,15.6,6.6,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-3157,Cyclist Fast,22.1,2.6,1.87,Warning Prompt in Driver Display
VOLVO-VRU-3158,Pedestrian Walking,40.9,7.3,2.51,Warning Prompt in Driver Display
VOLVO-VRU-3159,Pedestrian Walking,15.2,4.1,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3160,Pedestrian Walking,39.1,1.2,4.36,Warning Prompt in Driver Display
VOLVO-VRU-3161,Pedestrian Walking,13.0,1.5,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-3162,Pedestrian Running,33.8,6.8,2.5,Warning Prompt in Driver Display
VOLVO-VRU-3163,E-Scooter Commuter,15.9,3.5,1.4,Automatic Emergency Braking (AEB)
VOLVO-VRU-3164,Cyclist Fast,16.9,3.2,1.48,Automatic Emergency Braking (AEB)
VOLVO-VRU-3165,E-Scooter Commuter,31.1,4.1,2.38,Warning Prompt in Driver Display
VOLVO-VRU-3166,Pedestrian Walking,23.3,2.0,2.44,Warning Prompt in Driver Display
VOLVO-VRU-3167,Pedestrian Walking,41.4,6.1,2.77,Warning Prompt in Driver Display
VOLVO-VRU-3168,Pedestrian Walking,19.8,2.4,1.87,Warning Prompt in Driver Display
VOLVO-VRU-3169,Pedestrian Walking,18.7,1.9,1.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-3170,Pedestrian Walking,23.9,3.3,2.03,Warning Prompt in Driver Display
VOLVO-VRU-3171,Pedestrian Walking,38.7,6.5,2.94,Warning Prompt in Driver Display
VOLVO-VRU-3172,Pedestrian Running,32.3,5.2,2.2,Warning Prompt in Driver Display
VOLVO-VRU-3173,Pedestrian Running,28.9,2.6,3.11,Warning Prompt in Driver Display
VOLVO-VRU-3174,Pedestrian Walking,38.1,6.9,2.07,Warning Prompt in Driver Display
VOLVO-VRU-3175,Cyclist Fast,17.7,6.4,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3176,Pedestrian Walking,31.4,3.7,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3177,Pedestrian Running,35.0,2.9,2.79,Warning Prompt in Driver Display
VOLVO-VRU-3178,Pedestrian Walking,16.7,2.3,1.41,Automatic Emergency Braking (AEB)
VOLVO-VRU-3179,E-Scooter Commuter,41.2,1.8,4.01,Warning Prompt in Driver Display
VOLVO-VRU-3180,Cyclist Fast,34.2,5.5,2.45,Warning Prompt in Driver Display
VOLVO-VRU-3181,Cyclist Fast,29.3,1.1,3.17,Warning Prompt in Driver Display
VOLVO-VRU-3182,Pedestrian Running,14.5,2.0,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-3183,Pedestrian Running,21.7,7.3,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-3184,Pedestrian Running,6.8,2.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3185,Pedestrian Walking,35.7,7.4,2.27,Warning Prompt in Driver Display
VOLVO-VRU-3186,Pedestrian Walking,7.1,1.5,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3187,Pedestrian Walking,12.8,4.5,1.02,Automatic Emergency Braking (AEB)
VOLVO-VRU-3188,Pedestrian Walking,37.7,3.7,3.07,Warning Prompt in Driver Display
VOLVO-VRU-3189,E-Scooter Commuter,5.8,5.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3190,Pedestrian Walking,26.1,6.5,1.93,Warning Prompt in Driver Display
VOLVO-VRU-3191,Child Crossing,39.8,1.9,3.9,Warning Prompt in Driver Display
VOLVO-VRU-3192,Pedestrian Running,21.9,2.0,2.05,Warning Prompt in Driver Display
VOLVO-VRU-3193,Pedestrian Walking,44.9,1.6,4.33,Warning Prompt in Driver Display
VOLVO-VRU-3194,Pedestrian Walking,8.5,4.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3195,Pedestrian Walking,28.3,2.1,2.78,Warning Prompt in Driver Display
VOLVO-VRU-3196,Cyclist Fast,6.2,3.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3197,E-Scooter Commuter,7.6,3.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3198,Pedestrian Walking,20.1,1.2,2.37,Warning Prompt in Driver Display
VOLVO-VRU-3199,Cyclist Fast,37.7,5.8,2.23,Warning Prompt in Driver Display
VOLVO-VRU-3200,E-Scooter Commuter,21.9,3.1,2.04,Warning Prompt in Driver Display
VOLVO-VRU-3201,E-Scooter Commuter,12.8,4.0,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3202,Pedestrian Walking,32.0,3.9,2.68,Warning Prompt in Driver Display
VOLVO-VRU-3203,E-Scooter Commuter,31.4,1.2,2.87,Warning Prompt in Driver Display
VOLVO-VRU-3204,Pedestrian Walking,25.4,7.4,1.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-3205,Pedestrian Walking,30.5,3.2,2.73,Warning Prompt in Driver Display
VOLVO-VRU-3206,Pedestrian Walking,37.0,2.1,3.48,Warning Prompt in Driver Display
VOLVO-VRU-3207,Pedestrian Walking,28.2,5.2,2.11,Warning Prompt in Driver Display
VOLVO-VRU-3208,Pedestrian Running,17.5,3.3,1.83,Warning Prompt in Driver Display
VOLVO-VRU-3209,Pedestrian Walking,13.4,6.7,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-3210,Pedestrian Walking,35.7,5.6,2.38,Warning Prompt in Driver Display
VOLVO-VRU-3211,Pedestrian Walking,17.4,6.1,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-3212,Pedestrian Running,20.9,2.3,2.31,Warning Prompt in Driver Display
VOLVO-VRU-3213,Child Crossing,42.6,3.7,3.71,Warning Prompt in Driver Display
VOLVO-VRU-3214,Pedestrian Walking,24.3,1.4,2.39,Warning Prompt in Driver Display
VOLVO-VRU-3215,Child Crossing,11.1,2.1,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3216,Pedestrian Walking,22.3,5.1,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3217,Pedestrian Running,7.2,1.9,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3218,Child Crossing,23.3,2.2,2.25,Warning Prompt in Driver Display
VOLVO-VRU-3219,Pedestrian Walking,15.5,2.4,1.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-3220,Pedestrian Running,5.3,6.8,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3221,Pedestrian Walking,39.5,4.3,3.12,Warning Prompt in Driver Display
VOLVO-VRU-3222,Pedestrian Walking,41.6,2.9,4.13,Warning Prompt in Driver Display
VOLVO-VRU-3223,Pedestrian Running,9.6,4.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3224,Pedestrian Running,27.5,4.1,2.14,Warning Prompt in Driver Display
VOLVO-VRU-3225,Pedestrian Walking,38.8,1.4,3.66,Warning Prompt in Driver Display
VOLVO-VRU-3226,E-Scooter Commuter,31.4,3.1,3.11,Warning Prompt in Driver Display
VOLVO-VRU-3227,Pedestrian Running,43.7,6.2,3.31,Warning Prompt in Driver Display
VOLVO-VRU-3228,Pedestrian Walking,11.7,2.5,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-3229,Child Crossing,27.8,6.6,1.84,Warning Prompt in Driver Display
VOLVO-VRU-3230,E-Scooter Commuter,31.9,2.3,2.94,Warning Prompt in Driver Display
VOLVO-VRU-3231,Pedestrian Running,24.2,2.0,2.28,Warning Prompt in Driver Display
VOLVO-VRU-3232,Pedestrian Walking,7.8,2.2,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-3233,Pedestrian Walking,26.6,6.9,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-3234,Child Crossing,11.5,2.5,0.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-3235,Pedestrian Walking,32.3,6.4,2.29,Warning Prompt in Driver Display
VOLVO-VRU-3236,Pedestrian Walking,9.8,1.5,0.99,Automatic Emergency Braking (AEB)
VOLVO-VRU-3237,Pedestrian Running,11.3,2.3,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-3238,Pedestrian Running,19.2,3.2,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-3239,Pedestrian Walking,43.5,5.6,3.2,Warning Prompt in Driver Display
VOLVO-VRU-3240,E-Scooter Commuter,16.0,2.7,1.46,Automatic Emergency Braking (AEB)
VOLVO-VRU-3241,Pedestrian Running,9.5,3.9,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3242,Cyclist Fast,42.7,2.0,4.38,Warning Prompt in Driver Display
VOLVO-VRU-3243,Cyclist Fast,34.4,2.7,3.2,Warning Prompt in Driver Display
VOLVO-VRU-3244,Pedestrian Walking,24.2,4.5,1.99,Warning Prompt in Driver Display
VOLVO-VRU-3245,Pedestrian Running,43.4,5.9,3.08,Warning Prompt in Driver Display
VOLVO-VRU-3246,Pedestrian Walking,44.6,2.2,4.13,Warning Prompt in Driver Display
VOLVO-VRU-3247,Pedestrian Walking,7.6,3.0,0.97,Automatic Emergency Braking (AEB)
VOLVO-VRU-3248,Pedestrian Walking,38.8,5.7,3.14,Warning Prompt in Driver Display
VOLVO-VRU-3249,Pedestrian Running,5.6,2.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3250,E-Scooter Commuter,16.2,1.4,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-3251,E-Scooter Commuter,34.3,1.4,3.15,Warning Prompt in Driver Display
VOLVO-VRU-3252,Pedestrian Running,15.5,4.1,1.33,Automatic Emergency Braking (AEB)
VOLVO-VRU-3253,Pedestrian Walking,28.9,1.2,2.85,Warning Prompt in Driver Display
VOLVO-VRU-3254,Child Crossing,16.4,4.7,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-3255,E-Scooter Commuter,37.3,3.5,3.15,Warning Prompt in Driver Display
VOLVO-VRU-3256,Pedestrian Walking,37.5,5.8,2.76,Warning Prompt in Driver Display
VOLVO-VRU-3257,E-Scooter Commuter,18.4,3.1,1.8,Warning Prompt in Driver Display
VOLVO-VRU-3258,Child Crossing,20.1,2.4,1.44,Automatic Emergency Braking (AEB)
VOLVO-VRU-3259,Pedestrian Running,16.9,6.3,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-3260,Pedestrian Walking,35.6,5.0,2.94,Warning Prompt in Driver Display
VOLVO-VRU-3261,Cyclist Fast,19.9,3.5,1.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-3262,Cyclist Fast,21.9,5.6,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-3263,E-Scooter Commuter,7.8,6.6,0.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-3264,Pedestrian Walking,12.4,1.5,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-3265,E-Scooter Commuter,23.7,4.4,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-3266,Pedestrian Running,31.8,2.0,2.55,Warning Prompt in Driver Display
VOLVO-VRU-3267,E-Scooter Commuter,14.7,1.4,1.33,Automatic Emergency Braking (AEB)
VOLVO-VRU-3268,Pedestrian Walking,19.0,4.1,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-3269,Cyclist Fast,23.0,6.4,1.59,Automatic Emergency Braking (AEB)
VOLVO-VRU-3270,Cyclist Fast,31.2,5.8,2.31,Warning Prompt in Driver Display
VOLVO-VRU-3271,Pedestrian Walking,43.9,5.0,3.14,Warning Prompt in Driver Display
VOLVO-VRU-3272,Cyclist Fast,29.8,3.3,2.52,Warning Prompt in Driver Display
VOLVO-VRU-3273,E-Scooter Commuter,14.1,5.7,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3274,Pedestrian Running,24.2,4.0,2.04,Warning Prompt in Driver Display
VOLVO-VRU-3275,Pedestrian Running,29.1,3.9,2.61,Warning Prompt in Driver Display
VOLVO-VRU-3276,Child Crossing,19.0,4.0,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-3277,Pedestrian Walking,19.8,2.6,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-3278,Pedestrian Walking,42.7,4.5,3.77,Warning Prompt in Driver Display
VOLVO-VRU-3279,Cyclist Fast,34.6,3.1,2.86,Warning Prompt in Driver Display
VOLVO-VRU-3280,Cyclist Fast,10.6,1.5,0.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-3281,E-Scooter Commuter,33.4,6.7,1.93,Warning Prompt in Driver Display
VOLVO-VRU-3282,E-Scooter Commuter,15.7,5.5,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-3283,Pedestrian Walking,15.1,3.0,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-3284,Pedestrian Running,21.2,7.3,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-3285,Cyclist Fast,13.6,3.8,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-3286,Pedestrian Walking,28.3,2.2,2.43,Warning Prompt in Driver Display
VOLVO-VRU-3287,Cyclist Fast,35.5,2.5,3.13,Warning Prompt in Driver Display
VOLVO-VRU-3288,Pedestrian Walking,15.2,5.1,1.12,Automatic Emergency Braking (AEB)
VOLVO-VRU-3289,Pedestrian Walking,25.7,3.5,2.32,Warning Prompt in Driver Display
VOLVO-VRU-3290,Pedestrian Walking,12.8,4.0,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-3291,Pedestrian Walking,30.6,6.1,2.34,Warning Prompt in Driver Display
VOLVO-VRU-3292,Pedestrian Running,10.7,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3293,Cyclist Fast,9.8,5.7,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-3294,Pedestrian Walking,14.3,3.0,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-3295,Pedestrian Walking,21.6,1.6,2.08,Warning Prompt in Driver Display
VOLVO-VRU-3296,Pedestrian Walking,11.4,2.1,1.08,Automatic Emergency Braking (AEB)
VOLVO-VRU-3297,Pedestrian Running,34.1,1.5,3.77,Warning Prompt in Driver Display
VOLVO-VRU-3298,Pedestrian Walking,9.1,5.3,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-3299,Pedestrian Walking,38.2,5.2,2.72,Warning Prompt in Driver Display
VOLVO-VRU-3300,Pedestrian Walking,19.7,6.3,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-3301,Pedestrian Walking,27.5,4.7,1.88,Warning Prompt in Driver Display
VOLVO-VRU-3302,E-Scooter Commuter,43.3,4.6,3.4,Warning Prompt in Driver Display
VOLVO-VRU-3303,Pedestrian Walking,29.8,5.6,2.21,Warning Prompt in Driver Display
VOLVO-VRU-3304,Pedestrian Running,19.4,1.6,1.88,Warning Prompt in Driver Display
VOLVO-VRU-3305,Pedestrian Walking,29.1,6.6,1.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-3306,Pedestrian Walking,14.5,3.2,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-3307,E-Scooter Commuter,38.5,2.8,3.26,Warning Prompt in Driver Display
VOLVO-VRU-3308,Pedestrian Running,40.2,1.6,3.83,Warning Prompt in Driver Display
VOLVO-VRU-3309,Pedestrian Walking,9.6,6.3,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-3310,Cyclist Fast,43.1,2.8,3.72,Warning Prompt in Driver Display
VOLVO-VRU-3311,Pedestrian Walking,27.5,6.6,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-3312,Pedestrian Walking,34.4,6.7,2.32,Warning Prompt in Driver Display
VOLVO-VRU-3313,Cyclist Fast,40.6,5.7,2.72,Warning Prompt in Driver Display
VOLVO-VRU-3314,Cyclist Fast,24.4,6.9,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-3315,Cyclist Fast,6.6,1.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-3316,Pedestrian Walking,44.3,1.7,4.21,Warning Prompt in Driver Display
VOLVO-VRU-3317,E-Scooter Commuter,16.8,1.1,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-3318,Pedestrian Running,44.2,5.8,3.15,Warning Prompt in Driver Display
VOLVO-VRU-3319,Cyclist Fast,23.1,4.6,2.07,Warning Prompt in Driver Display
VOLVO-VRU-3320,E-Scooter Commuter,14.0,1.3,1.55,Automatic Emergency Braking (AEB)
VOLVO-VRU-3321,Child Crossing,31.7,6.3,2.07,Warning Prompt in Driver Display
VOLVO-VRU-3322,Cyclist Fast,41.1,3.6,3.31,Warning Prompt in Driver Display
VOLVO-VRU-3323,E-Scooter Commuter,34.0,7.2,2.27,Warning Prompt in Driver Display
VOLVO-VRU-3324,Pedestrian Running,10.9,1.7,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-3325,E-Scooter Commuter,32.6,3.9,2.98,Warning Prompt in Driver Display
VOLVO-VRU-3326,Pedestrian Walking,25.3,3.5,2.29,Warning Prompt in Driver Display
VOLVO-VRU-3327,Cyclist Fast,9.6,4.6,0.84,Automatic Emergency Braking (AEB)
VOLVO-VRU-3328,Pedestrian Walking,21.0,7.1,1.3,Automatic Emergency Braking (AEB)
VOLVO-VRU-3329,Pedestrian Walking,24.6,4.3,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-3330,Pedestrian Running,14.0,3.7,1.05,Automatic Emergency Braking (AEB)
VOLVO-VRU-3331,Pedestrian Walking,34.1,5.7,2.82,Warning Prompt in Driver Display
VOLVO-VRU-3332,Pedestrian Walking,35.5,3.9,2.66,Warning Prompt in Driver Display
VOLVO-VRU-3333,Pedestrian Walking,11.8,6.8,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-3334,Pedestrian Running,27.2,2.6,2.58,Warning Prompt in Driver Display
VOLVO-VRU-3335,Pedestrian Walking,12.5,2.7,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-3336,Pedestrian Walking,35.9,3.8,3.09,Warning Prompt in Driver Display
VOLVO-VRU-3337,E-Scooter Commuter,26.9,5.1,1.99,Warning Prompt in Driver Display
VOLVO-VRU-3338,Cyclist Fast,44.5,7.5,2.76,Warning Prompt in Driver Display
VOLVO-VRU-3339,E-Scooter Commuter,23.9,5.1,1.84,Warning Prompt in Driver Display
VOLVO-VRU-3340,Pedestrian Walking,36.9,1.9,3.74,Warning Prompt in Driver Display
VOLVO-VRU-3341,Pedestrian Running,7.4,1.5,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-3342,Pedestrian Walking,27.1,4.0,1.99,Warning Prompt in Driver Display
