Aero_Run_ID,Speed_kmh,Lateral_Acceleration_G,ALA_Flap_State,Total_Downforce_kg,Inner_Wheel_Yaw_Load_pct
LAMBO-ALA-1980,216.3,-0.71,Aero-Vectoring Left,156.0,42.5
LAMBO-ALA-1981,155.0,1.18,High Downforce (Flaps Closed),101.3,64.5
LAMBO-ALA-1982,178.6,0.18,High Downforce (Flaps Closed),156.5,52.3
LAMBO-ALA-1983,252.1,0.3,High Downforce (Flaps Closed),272.1,55.5
LAMBO-ALA-1984,252.1,0.67,Aero-Vectoring Left,208.1,61.1
LAMBO-ALA-1985,296.6,0.04,High Downforce (Flaps Closed),368.5,49.3
LAMBO-ALA-1986,290.1,0.09,High Downforce (Flaps Closed),342.9,49.7
LAMBO-ALA-1987,255.4,-0.1,Low Drag (Flaps Open),81.2,44.4
LAMBO-ALA-1988,218.5,0.13,Aero-Vectoring Right,154.3,51.6
LAMBO-ALA-1989,126.8,-1.03,Aero-Vectoring Right,32.6,34.1
LAMBO-ALA-1990,239.3,-1.41,High Downforce (Flaps Closed),258.0,30.8
LAMBO-ALA-1991,213.3,0.31,Low Drag (Flaps Open),70.1,53.0
LAMBO-ALA-1992,334.2,1.18,Aero-Vectoring Right,371.0,65.8
LAMBO-ALA-1993,152.2,-0.71,High Downforce (Flaps Closed),117.9,39.1
LAMBO-ALA-1994,206.7,-0.58,Low Drag (Flaps Open),55.0,45.5
LAMBO-ALA-1995,264.2,0.53,Aero-Vectoring Left,229.3,58.1
LAMBO-ALA-1996,180.6,-0.12,Low Drag (Flaps Open),47.2,46.3
LAMBO-ALA-1997,300.3,-1.3,Aero-Vectoring Left,291.2,36.5
LAMBO-ALA-1998,161.5,-0.42,High Downforce (Flaps Closed),96.0,47.3
LAMBO-ALA-1999,226.4,1.12,Aero-Vectoring Left,165.7,68.5
LAMBO-ALA-2000,168.0,-0.64,Aero-Vectoring Left,84.2,41.0
LAMBO-ALA-2001,319.1,0.46,High Downforce (Flaps Closed),466.4,56.4
LAMBO-ALA-2002,273.8,-0.15,Aero-Vectoring Right,233.2,47.1
LAMBO-ALA-2003,312.6,-0.97,Aero-Vectoring Left,321.2,37.1
LAMBO-ALA-2004,201.2,0.11,Aero-Vectoring Right,133.6,51.6
LAMBO-ALA-2005,160.2,-1.04,High Downforce (Flaps Closed),123.4,38.1
LAMBO-ALA-2006,164.3,-0.5,Low Drag (Flaps Open),42.6,45.1
LAMBO-ALA-2007,233.1,-0.02,Aero-Vectoring Right,171.9,51.5
LAMBO-ALA-2008,136.0,0.07,Aero-Vectoring Left,65.8,49.7
LAMBO-ALA-2009,168.2,0.29,Low Drag (Flaps Open),40.8,59.5
LAMBO-ALA-2010,337.4,-0.01,Aero-Vectoring Right,376.0,50.4
LAMBO-ALA-2011,129.5,1.38,Low Drag (Flaps Open),24.4,68.0
LAMBO-ALA-2012,124.3,0.07,Low Drag (Flaps Open),13.1,49.6
LAMBO-ALA-2013,276.1,-1.06,High Downforce (Flaps Closed),336.7,36.0
LAMBO-ALA-2014,306.0,0.68,Low Drag (Flaps Open),137.6,60.3
LAMBO-ALA-2015,178.0,1.02,Aero-Vectoring Right,109.3,68.1
LAMBO-ALA-2016,175.3,0.35,Low Drag (Flaps Open),43.3,54.3
LAMBO-ALA-2017,267.6,0.37,Aero-Vectoring Left,225.7,56.2
LAMBO-ALA-2018,263.1,1.34,High Downforce (Flaps Closed),299.4,66.5
LAMBO-ALA-2019,149.9,-0.1,High Downforce (Flaps Closed),83.1,50.6
LAMBO-ALA-2020,223.2,1.06,High Downforce (Flaps Closed),248.7,65.7
LAMBO-ALA-2021,120.4,1.18,Aero-Vectoring Right,50.6,69.8
LAMBO-ALA-2022,302.1,1.19,Aero-Vectoring Right,288.2,62.3
LAMBO-ALA-2023,267.6,-1.4,High Downforce (Flaps Closed),303.1,29.7
LAMBO-ALA-2024,335.8,-0.54,High Downforce (Flaps Closed),521.9,45.1
LAMBO-ALA-2025,156.9,0.61,High Downforce (Flaps Closed),110.0,59.5
LAMBO-ALA-2026,218.2,0.12,Aero-Vectoring Left,146.9,53.1
LAMBO-ALA-2027,258.1,1.1,Aero-Vectoring Right,215.6,62.7
LAMBO-ALA-2028,256.2,-0.37,Aero-Vectoring Left,211.5,44.1
LAMBO-ALA-2029,218.9,1.2,High Downforce (Flaps Closed),216.8,64.1
LAMBO-ALA-2030,310.4,0.39,Aero-Vectoring Right,304.9,56.4
LAMBO-ALA-2031,302.8,0.82,High Downforce (Flaps Closed),410.7,59.4
LAMBO-ALA-2032,292.0,-1.31,Low Drag (Flaps Open),118.2,34.4
LAMBO-ALA-2033,301.9,-0.63,High Downforce (Flaps Closed),427.2,40.2
LAMBO-ALA-2034,153.9,-0.54,Aero-Vectoring Left,58.6,41.6
LAMBO-ALA-2035,211.5,0.34,Low Drag (Flaps Open),64.6,54.6
LAMBO-ALA-2036,325.0,0.3,High Downforce (Flaps Closed),465.6,56.7
LAMBO-ALA-2037,308.4,-0.89,Aero-Vectoring Left,292.0,40.8
LAMBO-ALA-2038,209.3,-1.22,Aero-Vectoring Left,141.4,29.9
LAMBO-ALA-2039,203.7,0.94,Aero-Vectoring Right,126.4,56.9
LAMBO-ALA-2040,154.9,-0.42,Aero-Vectoring Right,81.7,45.3
LAMBO-ALA-2041,264.9,-1.18,Aero-Vectoring Left,232.4,31.3
LAMBO-ALA-2042,230.3,1.22,Low Drag (Flaps Open),80.7,66.6
LAMBO-ALA-2043,285.4,0.94,High Downforce (Flaps Closed),360.1,64.3
LAMBO-ALA-2044,284.1,-0.4,Aero-Vectoring Left,273.7,43.8
LAMBO-ALA-2045,201.7,0.17,Aero-Vectoring Right,140.2,52.4
LAMBO-ALA-2046,282.9,-0.59,Aero-Vectoring Left,246.0,41.4
LAMBO-ALA-2047,324.3,0.87,Low Drag (Flaps Open),144.3,57.7
LAMBO-ALA-2048,195.7,0.72,Aero-Vectoring Left,130.8,59.1
LAMBO-ALA-2049,206.0,1.02,Aero-Vectoring Right,137.0,61.4
LAMBO-ALA-2050,172.9,-0.59,Aero-Vectoring Right,87.6,38.3
LAMBO-ALA-2051,280.5,0.64,Aero-Vectoring Right,254.5,61.5
LAMBO-ALA-2052,144.0,0.21,Aero-Vectoring Right,64.3,53.5
LAMBO-ALA-2053,299.0,1.49,Aero-Vectoring Right,290.1,72.0
LAMBO-ALA-2054,265.2,0.75,High Downforce (Flaps Closed),320.1,59.2
LAMBO-ALA-2055,266.1,-1.12,Aero-Vectoring Left,236.3,33.8
LAMBO-ALA-2056,281.4,0.18,High Downforce (Flaps Closed),355.6,50.4
LAMBO-ALA-2057,281.3,0.74,Aero-Vectoring Left,242.1,62.5
LAMBO-ALA-2058,224.1,0.84,Aero-Vectoring Right,169.5,62.6
LAMBO-ALA-2059,266.7,-0.36,Low Drag (Flaps Open),108.5,41.4
LAMBO-ALA-2060,306.3,-1.1,Low Drag (Flaps Open),129.7,33.0
LAMBO-ALA-2061,237.5,-0.41,Aero-Vectoring Left,185.0,42.2
LAMBO-ALA-2062,147.9,-1.31,High Downforce (Flaps Closed),93.9,28.8
LAMBO-ALA-2063,185.5,0.84,High Downforce (Flaps Closed),139.0,61.5
LAMBO-ALA-2064,238.7,0.78,Aero-Vectoring Left,183.9,58.5
LAMBO-ALA-2065,337.7,0.37,Low Drag (Flaps Open),150.9,51.1
LAMBO-ALA-2066,239.7,-0.33,Low Drag (Flaps Open),79.8,44.8
LAMBO-ALA-2067,206.2,1.47,Aero-Vectoring Left,128.5,69.9
LAMBO-ALA-2068,319.2,0.19,High Downforce (Flaps Closed),448.7,50.5
LAMBO-ALA-2069,219.2,1.31,Aero-Vectoring Right,140.0,68.2
LAMBO-ALA-2070,317.0,-0.51,Low Drag (Flaps Open),143.8,44.7
LAMBO-ALA-2071,241.7,-1.1,Aero-Vectoring Right,191.2,35.0
LAMBO-ALA-2072,180.7,-0.24,Low Drag (Flaps Open),48.2,45.6
LAMBO-ALA-2073,196.6,0.86,High Downforce (Flaps Closed),179.7,61.5
LAMBO-ALA-2074,222.2,1.29,High Downforce (Flaps Closed),218.1,68.3
LAMBO-ALA-2075,148.3,-0.23,High Downforce (Flaps Closed),106.8,47.4
LAMBO-ALA-2076,260.5,1.47,Low Drag (Flaps Open),92.8,72.0
LAMBO-ALA-2077,329.9,-0.17,High Downforce (Flaps Closed),486.1,48.7
LAMBO-ALA-2078,274.9,0.52,High Downforce (Flaps Closed),338.6,58.0
LAMBO-ALA-2079,245.8,1.17,High Downforce (Flaps Closed),287.0,63.6
LAMBO-ALA-2080,302.5,1.01,Aero-Vectoring Right,298.3,64.8
LAMBO-ALA-2081,147.0,-0.85,Aero-Vectoring Left,61.7,39.3
LAMBO-ALA-2082,257.1,-1.08,Aero-Vectoring Right,214.7,34.4
LAMBO-ALA-2083,292.4,0.81,High Downforce (Flaps Closed),381.2,61.3
LAMBO-ALA-2084,252.5,-0.61,High Downforce (Flaps Closed),286.8,42.4
LAMBO-ALA-2085,157.7,0.89,Low Drag (Flaps Open),31.0,60.3
LAMBO-ALA-2086,278.1,1.5,High Downforce (Flaps Closed),371.7,72.0
LAMBO-ALA-2087,204.0,0.9,Aero-Vectoring Left,146.9,63.5
LAMBO-ALA-2088,269.5,-0.49,Aero-Vectoring Right,225.3,45.7
LAMBO-ALA-2089,188.4,1.09,High Downforce (Flaps Closed),152.7,64.4
LAMBO-ALA-2090,128.7,-0.31,High Downforce (Flaps Closed),76.3,44.7
LAMBO-ALA-2091,283.2,-0.15,Aero-Vectoring Right,274.5,47.5
LAMBO-ALA-2092,228.0,0.63,High Downforce (Flaps Closed),232.1,60.6
LAMBO-ALA-2093,135.5,-0.15,High Downforce (Flaps Closed),70.8,48.3
LAMBO-ALA-2094,279.3,0.37,High Downforce (Flaps Closed),349.0,52.2
LAMBO-ALA-2095,225.3,-0.08,High Downforce (Flaps Closed),243.6,50.0
LAMBO-ALA-2096,168.6,-1.49,High Downforce (Flaps Closed),130.3,30.3
LAMBO-ALA-2097,309.0,0.32,Low Drag (Flaps Open),132.4,54.9
LAMBO-ALA-2098,155.7,0.73,Aero-Vectoring Right,88.0,62.0
LAMBO-ALA-2099,278.9,0.23,Aero-Vectoring Right,257.1,52.6
LAMBO-ALA-2100,232.8,-1.49,Aero-Vectoring Right,171.3,30.0
LAMBO-ALA-2101,187.6,0.03,Aero-Vectoring Left,106.9,51.8
LAMBO-ALA-2102,260.1,-1.4,Aero-Vectoring Right,197.6,31.7
LAMBO-ALA-2103,332.0,-1.44,High Downforce (Flaps Closed),514.1,29.4
LAMBO-ALA-2104,129.3,-1.33,High Downforce (Flaps Closed),83.5,32.1
LAMBO-ALA-2105,257.2,0.15,Aero-Vectoring Right,214.7,55.0
LAMBO-ALA-2106,188.4,-0.88,Aero-Vectoring Right,116.2,36.9
LAMBO-ALA-2107,207.7,0.07,Aero-Vectoring Right,136.4,50.7
LAMBO-ALA-2108,190.8,0.75,Aero-Vectoring Right,122.7,63.0
LAMBO-ALA-2109,282.2,1.06,High Downforce (Flaps Closed),356.1,65.6
LAMBO-ALA-2110,336.7,0.55,High Downforce (Flaps Closed),514.6,57.7
LAMBO-ALA-2111,152.4,0.42,Aero-Vectoring Right,79.5,56.6
LAMBO-ALA-2112,313.9,-0.53,Low Drag (Flaps Open),137.2,43.9
LAMBO-ALA-2113,195.8,0.8,High Downforce (Flaps Closed),162.2,60.4
LAMBO-ALA-2114,216.4,-0.78,Aero-Vectoring Left,160.4,39.9
LAMBO-ALA-2115,164.3,0.23,High Downforce (Flaps Closed),125.7,50.9
LAMBO-ALA-2116,282.0,0.17,Aero-Vectoring Left,261.1,54.4
LAMBO-ALA-2117,145.4,0.58,High Downforce (Flaps Closed),97.5,57.3
LAMBO-ALA-2118,253.6,1.31,Low Drag (Flaps Open),97.3,69.5
LAMBO-ALA-2119,166.9,-0.27,Aero-Vectoring Right,91.0,45.7
LAMBO-ALA-2120,249.0,0.53,Aero-Vectoring Left,204.4,59.2
LAMBO-ALA-2121,213.8,-0.24,High Downforce (Flaps Closed),205.8,45.6
LAMBO-ALA-2122,164.3,-0.3,High Downforce (Flaps Closed),115.1,44.1
LAMBO-ALA-2123,212.9,-1.31,Aero-Vectoring Right,135.4,30.1
LAMBO-ALA-2124,160.6,-1.12,High Downforce (Flaps Closed),112.2,35.7
LAMBO-ALA-2125,140.6,-0.13,Low Drag (Flaps Open),25.3,48.6
LAMBO-ALA-2126,261.7,0.49,Low Drag (Flaps Open),94.7,53.8
LAMBO-ALA-2127,260.7,-1.49,Low Drag (Flaps Open),90.7,28.0
LAMBO-ALA-2128,306.1,0.96,Aero-Vectoring Left,301.3,62.6
LAMBO-ALA-2129,134.0,-1.34,High Downforce (Flaps Closed),64.1,29.8
LAMBO-ALA-2130,232.7,-0.65,High Downforce (Flaps Closed),246.3,40.6
LAMBO-ALA-2131,244.9,-0.57,Low Drag (Flaps Open),75.2,41.3
LAMBO-ALA-2132,304.5,-0.81,Aero-Vectoring Left,299.6,40.9
LAMBO-ALA-2133,339.5,-1.45,Low Drag (Flaps Open),166.8,28.0
LAMBO-ALA-2134,324.9,1.27,Aero-Vectoring Left,340.6,69.7
LAMBO-ALA-2135,275.2,-0.21,Aero-Vectoring Right,267.8,46.1
LAMBO-ALA-2136,253.0,-1.19,Aero-Vectoring Left,205.5,32.6
LAMBO-ALA-2137,180.0,-0.32,High Downforce (Flaps Closed),148.1,41.2
LAMBO-ALA-2138,286.9,1.21,Low Drag (Flaps Open),116.1,67.5
LAMBO-ALA-2139,208.9,-1.34,High Downforce (Flaps Closed),201.7,30.8
LAMBO-ALA-2140,298.4,0.09,Aero-Vectoring Left,274.0,46.7
LAMBO-ALA-2141,218.5,0.17,High Downforce (Flaps Closed),220.4,54.5
LAMBO-ALA-2142,179.9,-0.82,Low Drag (Flaps Open),49.8,36.9
LAMBO-ALA-2143,182.7,-0.64,Aero-Vectoring Left,114.8,42.3
LAMBO-ALA-2144,121.1,-0.61,High Downforce (Flaps Closed),69.2,41.2
LAMBO-ALA-2145,288.7,-0.62,Aero-Vectoring Left,255.6,42.8
LAMBO-ALA-2146,188.5,-1.14,High Downforce (Flaps Closed),154.5,33.8
LAMBO-ALA-2147,192.8,0.3,Aero-Vectoring Right,125.2,50.9
LAMBO-ALA-2148,227.9,0.97,Aero-Vectoring Right,169.2,63.9
LAMBO-ALA-2149,249.9,-0.92,Aero-Vectoring Left,214.4,38.9
LAMBO-ALA-2150,270.3,0.9,Aero-Vectoring Left,232.1,62.5
LAMBO-ALA-2151,151.7,1.09,Low Drag (Flaps Open),26.3,61.9
LAMBO-ALA-2152,313.5,0.89,High Downforce (Flaps Closed),434.5,63.9
LAMBO-ALA-2153,224.0,-0.46,Low Drag (Flaps Open),60.3,44.5
LAMBO-ALA-2154,336.3,-0.23,Aero-Vectoring Right,366.1,46.5
LAMBO-ALA-2155,277.6,0.77,Aero-Vectoring Left,228.7,65.6
LAMBO-ALA-2156,288.2,-1.46,High Downforce (Flaps Closed),393.8,31.2
LAMBO-ALA-2157,245.6,0.26,Low Drag (Flaps Open),89.7,52.7
LAMBO-ALA-2158,321.1,0.09,High Downforce (Flaps Closed),474.7,54.5
LAMBO-ALA-2159,220.7,0.42,High Downforce (Flaps Closed),212.0,58.1
LAMBO-ALA-2160,158.8,-0.32,Aero-Vectoring Left,84.4,45.5
LAMBO-ALA-2161,163.2,-0.14,Aero-Vectoring Left,84.5,46.8
LAMBO-ALA-2162,196.7,-1.1,High Downforce (Flaps Closed),159.9,32.3
LAMBO-ALA-2163,327.8,-0.81,High Downforce (Flaps Closed),486.1,37.7
LAMBO-ALA-2164,209.8,-1.35,High Downforce (Flaps Closed),210.2,31.9
LAMBO-ALA-2165,127.9,-0.29,Low Drag (Flaps Open),28.1,46.2
LAMBO-ALA-2166,129.0,-1.41,High Downforce (Flaps Closed),83.1,30.4
LAMBO-ALA-2167,317.0,-1.2,High Downforce (Flaps Closed),435.5,34.9
LAMBO-ALA-2168,202.3,0.77,High Downforce (Flaps Closed),171.8,63.2
LAMBO-ALA-2169,129.9,1.18,High Downforce (Flaps Closed),81.4,66.8
LAMBO-ALA-2170,132.2,0.79,Aero-Vectoring Right,48.5,59.1
LAMBO-ALA-2171,148.7,0.75,Aero-Vectoring Left,66.4,57.4
LAMBO-ALA-2172,270.6,-1.16,Low Drag (Flaps Open),106.4,37.1
LAMBO-ALA-2173,139.5,-1.43,High Downforce (Flaps Closed),95.1,30.5
LAMBO-ALA-2174,176.4,1.06,Aero-Vectoring Left,97.6,65.3
LAMBO-ALA-2175,167.8,0.84,High Downforce (Flaps Closed),136.4,61.6
LAMBO-ALA-2176,286.6,-1.09,High Downforce (Flaps Closed),370.3,31.3
LAMBO-ALA-2177,307.7,1.43,High Downforce (Flaps Closed),432.2,70.8
LAMBO-ALA-2178,294.9,0.06,High Downforce (Flaps Closed),393.5,51.9
LAMBO-ALA-2179,277.6,0.43,Aero-Vectoring Left,250.8,55.9
LAMBO-ALA-2180,126.1,0.13,Aero-Vectoring Left,56.9,52.1
LAMBO-ALA-2181,245.3,-0.59,Aero-Vectoring Right,171.5,43.0
LAMBO-ALA-2182,301.8,-0.06,High Downforce (Flaps Closed),431.8,50.1
LAMBO-ALA-2183,246.5,1.47,High Downforce (Flaps Closed),270.8,67.4
LAMBO-ALA-2184,316.9,-0.03,High Downforce (Flaps Closed),454.6,48.1
LAMBO-ALA-2185,177.6,1.49,High Downforce (Flaps Closed),162.5,72.0
LAMBO-ALA-2186,260.6,1.1,Aero-Vectoring Right,217.7,63.3
LAMBO-ALA-2187,317.7,-0.19,High Downforce (Flaps Closed),481.2,46.0
LAMBO-ALA-2188,190.0,0.81,High Downforce (Flaps Closed),137.3,63.3
LAMBO-ALA-2189,338.8,-0.82,Aero-Vectoring Left,372.1,37.3
LAMBO-ALA-2190,203.9,-0.12,Aero-Vectoring Left,139.3,49.6
LAMBO-ALA-2191,278.0,-1.1,High Downforce (Flaps Closed),334.5,34.9
LAMBO-ALA-2192,236.2,-0.84,High Downforce (Flaps Closed),259.9,39.2
LAMBO-ALA-2193,231.5,0.9,Aero-Vectoring Right,178.8,60.5
LAMBO-ALA-2194,141.2,0.53,High Downforce (Flaps Closed),75.6,57.3
LAMBO-ALA-2195,245.5,-0.63,Low Drag (Flaps Open),89.5,38.2
LAMBO-ALA-2196,203.4,0.98,Low Drag (Flaps Open),52.0,64.2
LAMBO-ALA-2197,202.6,0.33,Aero-Vectoring Right,118.8,55.4
LAMBO-ALA-2198,245.6,0.78,Aero-Vectoring Right,204.0,62.5
LAMBO-ALA-2199,225.4,-0.78,Aero-Vectoring Left,157.4,44.7
LAMBO-ALA-2200,232.5,0.59,High Downforce (Flaps Closed),240.4,54.8
LAMBO-ALA-2201,320.1,1.0,Aero-Vectoring Right,327.9,64.3
LAMBO-ALA-2202,295.2,1.11,High Downforce (Flaps Closed),391.0,70.0
LAMBO-ALA-2203,169.4,1.2,High Downforce (Flaps Closed),138.5,65.0
LAMBO-ALA-2204,200.5,0.93,Aero-Vectoring Left,135.9,68.1
LAMBO-ALA-2205,127.6,0.67,Aero-Vectoring Right,58.2,60.3
LAMBO-ALA-2206,328.5,-0.94,Aero-Vectoring Right,347.7,35.2
LAMBO-ALA-2207,288.8,-0.46,High Downforce (Flaps Closed),368.1,41.5
LAMBO-ALA-2208,249.4,-0.4,High Downforce (Flaps Closed),276.5,44.2
LAMBO-ALA-2209,254.3,-0.8,Aero-Vectoring Left,202.2,38.5
LAMBO-ALA-2210,202.4,0.2,High Downforce (Flaps Closed),164.9,53.1
LAMBO-ALA-2211,312.6,-0.17,Aero-Vectoring Left,307.2,43.9
LAMBO-ALA-2212,329.2,1.35,Aero-Vectoring Left,336.2,67.2
LAMBO-ALA-2213,228.1,1.4,High Downforce (Flaps Closed),241.5,69.5
LAMBO-ALA-2214,283.6,-0.82,Aero-Vectoring Right,257.3,37.6
LAMBO-ALA-2215,338.7,-0.72,Low Drag (Flaps Open),163.1,41.7
LAMBO-ALA-2216,157.5,-0.01,Low Drag (Flaps Open),36.5,48.6
LAMBO-ALA-2217,204.6,-0.49,Aero-Vectoring Right,148.3,42.6
LAMBO-ALA-2218,186.0,-1.12,Low Drag (Flaps Open),50.0,40.4
LAMBO-ALA-2219,173.1,-0.93,High Downforce (Flaps Closed),129.3,36.2
LAMBO-ALA-2220,211.8,-0.48,Aero-Vectoring Left,141.5,41.4
LAMBO-ALA-2221,130.8,0.77,Aero-Vectoring Right,48.8,59.4
LAMBO-ALA-2222,259.8,1.07,High Downforce (Flaps Closed),308.8,63.4
LAMBO-ALA-2223,286.4,1.38,High Downforce (Flaps Closed),362.4,71.8
LAMBO-ALA-2224,267.4,-0.53,High Downforce (Flaps Closed),321.8,40.6
LAMBO-ALA-2225,189.9,0.52,Low Drag (Flaps Open),47.1,56.1
LAMBO-ALA-2226,226.5,1.34,Low Drag (Flaps Open),68.7,70.3
LAMBO-ALA-2227,246.4,0.04,Aero-Vectoring Right,178.0,51.8
LAMBO-ALA-2228,300.6,-0.22,Aero-Vectoring Left,299.6,45.5
LAMBO-ALA-2229,209.8,1.29,High Downforce (Flaps Closed),172.7,65.1
LAMBO-ALA-2230,141.6,0.49,Low Drag (Flaps Open),32.8,57.8
LAMBO-ALA-2231,329.6,1.3,High Downforce (Flaps Closed),487.2,67.4
LAMBO-ALA-2232,329.3,-0.78,High Downforce (Flaps Closed),501.8,37.7
LAMBO-ALA-2233,219.3,0.86,Aero-Vectoring Right,159.9,60.2
LAMBO-ALA-2234,144.9,0.57,High Downforce (Flaps Closed),95.9,56.7
LAMBO-ALA-2235,332.9,0.9,High Downforce (Flaps Closed),495.7,59.7
LAMBO-ALA-2236,303.0,0.4,Aero-Vectoring Left,290.1,57.6
LAMBO-ALA-2237,153.8,-0.15,Aero-Vectoring Right,74.2,48.9
LAMBO-ALA-2238,278.8,1.19,Low Drag (Flaps Open),100.3,64.7
LAMBO-ALA-2239,315.0,-1.26,Aero-Vectoring Left,318.9,32.2
LAMBO-ALA-2240,295.1,-1.49,Aero-Vectoring Left,301.0,28.2
LAMBO-ALA-2241,169.4,1.24,Aero-Vectoring Right,98.4,66.8
LAMBO-ALA-2242,186.1,-0.69,Aero-Vectoring Left,107.0,40.8
LAMBO-ALA-2243,327.4,-0.44,Aero-Vectoring Right,335.2,43.6
LAMBO-ALA-2244,250.4,-0.29,Low Drag (Flaps Open),77.0,49.1
LAMBO-ALA-2245,156.0,0.93,Aero-Vectoring Right,83.2,63.3
LAMBO-ALA-2246,186.5,0.12,Low Drag (Flaps Open),44.4,46.7
LAMBO-ALA-2247,326.8,0.09,Low Drag (Flaps Open),151.7,50.9
LAMBO-ALA-2248,194.3,-0.12,Aero-Vectoring Right,138.0,50.4
LAMBO-ALA-2249,164.8,1.33,High Downforce (Flaps Closed),108.1,66.5
LAMBO-ALA-2250,131.5,0.04,High Downforce (Flaps Closed),85.5,54.2
LAMBO-ALA-2251,168.1,1.16,Aero-Vectoring Left,84.9,64.3
LAMBO-ALA-2252,213.8,-0.84,Aero-Vectoring Left,147.0,37.9
LAMBO-ALA-2253,284.5,0.86,Aero-Vectoring Left,254.5,61.4
LAMBO-ALA-2254,136.1,-1.35,High Downforce (Flaps Closed),97.0,32.0
LAMBO-ALA-2255,249.0,1.47,High Downforce (Flaps Closed),286.0,70.4
LAMBO-ALA-2256,197.8,0.04,Low Drag (Flaps Open),52.7,51.7
LAMBO-ALA-2257,174.0,-0.67,High Downforce (Flaps Closed),129.4,42.8
LAMBO-ALA-2258,307.8,0.82,High Downforce (Flaps Closed),432.5,63.3
LAMBO-ALA-2259,332.0,-0.3,Low Drag (Flaps Open),151.0,48.4
LAMBO-ALA-2260,304.0,0.98,Aero-Vectoring Left,295.7,62.1
LAMBO-ALA-2261,238.9,1.11,Low Drag (Flaps Open),89.7,65.7
LAMBO-ALA-2262,265.7,-0.9,High Downforce (Flaps Closed),318.5,36.9
LAMBO-ALA-2263,300.7,-0.32,High Downforce (Flaps Closed),404.3,44.5
LAMBO-ALA-2264,304.6,0.36,Low Drag (Flaps Open),132.2,58.2
LAMBO-ALA-2265,192.1,0.38,High Downforce (Flaps Closed),159.8,55.3
LAMBO-ALA-2266,243.1,-0.98,Aero-Vectoring Right,172.7,35.3
LAMBO-ALA-2267,175.2,0.37,Aero-Vectoring Right,101.0,56.7
LAMBO-ALA-2268,236.1,-0.93,Aero-Vectoring Right,164.9,36.7
LAMBO-ALA-2269,154.3,-1.25,Aero-Vectoring Right,86.9,35.4
LAMBO-ALA-2270,120.9,0.29,High Downforce (Flaps Closed),72.6,52.1
LAMBO-ALA-2271,205.0,-0.81,High Downforce (Flaps Closed),182.6,38.1
LAMBO-ALA-2272,247.7,-0.26,High Downforce (Flaps Closed),265.2,48.2
LAMBO-ALA-2273,125.9,-0.24,Aero-Vectoring Left,48.0,50.6
LAMBO-ALA-2274,220.1,-0.3,Aero-Vectoring Left,167.0,44.4
LAMBO-ALA-2275,250.1,-0.76,Aero-Vectoring Right,200.1,41.0
LAMBO-ALA-2276,236.2,1.08,High Downforce (Flaps Closed),258.6,63.7
LAMBO-ALA-2277,279.1,0.43,Aero-Vectoring Right,241.7,57.4
LAMBO-ALA-2278,130.6,1.0,Aero-Vectoring Right,45.4,64.2
LAMBO-ALA-2279,144.3,0.27,Aero-Vectoring Left,64.8,52.1
LAMBO-ALA-2280,249.6,1.13,Aero-Vectoring Left,199.5,65.8
LAMBO-ALA-2281,275.4,0.44,High Downforce (Flaps Closed),344.8,56.3
LAMBO-ALA-2282,160.8,0.26,Aero-Vectoring Right,84.7,55.7
LAMBO-ALA-2283,325.2,-1.1,High Downforce (Flaps Closed),475.5,34.7
LAMBO-ALA-2284,334.5,-0.98,Low Drag (Flaps Open),162.5,35.3
LAMBO-ALA-2285,186.7,-0.09,Aero-Vectoring Right,103.4,49.6
LAMBO-ALA-2286,133.8,0.03,Aero-Vectoring Left,50.8,51.9
LAMBO-ALA-2287,227.2,-0.15,High Downforce (Flaps Closed),230.3,48.1
LAMBO-ALA-2288,277.5,0.83,High Downforce (Flaps Closed),354.7,62.0
LAMBO-ALA-2289,227.6,-0.22,Aero-Vectoring Right,181.5,48.5
LAMBO-ALA-2290,272.3,-0.73,High Downforce (Flaps Closed),329.7,42.0
LAMBO-ALA-2291,240.1,-0.37,High Downforce (Flaps Closed),250.5,43.6
LAMBO-ALA-2292,266.5,0.05,Low Drag (Flaps Open),95.1,52.7
LAMBO-ALA-2293,219.9,-0.85,Aero-Vectoring Left,139.4,37.5
LAMBO-ALA-2294,187.9,0.81,Low Drag (Flaps Open),50.4,62.4
LAMBO-ALA-2295,154.6,-0.37,Low Drag (Flaps Open),21.7,42.1
LAMBO-ALA-2296,277.6,-0.44,High Downforce (Flaps Closed),344.7,42.3
LAMBO-ALA-2297,337.6,1.41,High Downforce (Flaps Closed),519.4,71.1
LAMBO-ALA-2298,181.7,-0.41,Aero-Vectoring Right,108.1,41.0
LAMBO-ALA-2299,175.0,-0.44,High Downforce (Flaps Closed),143.3,45.0
LAMBO-ALA-2300,225.7,1.38,Low Drag (Flaps Open),72.6,71.2
LAMBO-ALA-2301,334.5,0.27,High Downforce (Flaps Closed),495.5,53.9
LAMBO-ALA-2302,210.4,-1.47,Aero-Vectoring Right,155.9,28.1
LAMBO-ALA-2303,152.4,-1.39,Low Drag (Flaps Open),32.6,28.2
LAMBO-ALA-2304,179.1,-1.26,High Downforce (Flaps Closed),145.6,29.7
LAMBO-ALA-2305,184.4,1.13,Aero-Vectoring Right,104.6,67.3
LAMBO-ALA-2306,222.6,-1.22,High Downforce (Flaps Closed),218.1,32.8
LAMBO-ALA-2307,269.9,0.53,Aero-Vectoring Right,229.3,55.3
