Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-3162,4296,2.12,804.8,90.6,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3163,3001,2.07,796.0,82.7,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3164,7069,2.93,871.2,96.0,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3165,7562,2.95,866.4,104.7,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3166,6388,2.7,843.8,96.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3167,3581,2.04,786.6,79.2,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3168,6190,2.76,833.9,94.2,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3169,2058,1.67,800.2,80.9,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3170,2081,1.61,777.4,73.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3171,4798,2.03,795.5,79.0,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3172,3089,1.8,797.2,86.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3173,3990,2.09,799.1,85.0,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3174,6115,2.75,849.1,92.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3175,7124,2.57,860.4,90.5,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3176,7159,2.75,867.1,95.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3177,2404,1.86,758.3,77.4,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3178,7044,2.96,852.1,98.0,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3179,5698,2.34,849.2,83.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3180,4394,2.1,791.3,77.8,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3181,5219,2.64,853.6,91.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3182,6809,2.82,830.8,98.6,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3183,5776,2.3,833.6,83.3,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3184,2931,2.03,839.1,85.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3185,4048,2.28,771.7,87.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3186,2795,1.83,770.3,84.5,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3187,3397,1.69,798.6,73.4,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3188,3177,2.1,819.9,80.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3189,7642,2.77,868.8,95.8,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3190,5029,2.38,852.0,85.4,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3191,3423,2.01,781.8,81.9,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3192,4551,2.03,816.0,86.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3193,4778,2.18,825.1,83.1,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3194,2469,1.53,789.1,72.5,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3195,2665,1.93,794.9,84.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3196,2402,1.75,779.8,78.5,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3197,5004,2.31,791.5,92.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3198,2996,1.88,738.8,84.3,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3199,7357,2.86,853.3,89.1,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3200,3382,1.91,772.8,77.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3201,6789,2.64,862.2,87.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3202,6422,2.63,803.7,90.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3203,2028,1.49,780.7,77.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3204,7792,3.22,886.4,99.7,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3205,5451,2.33,820.3,89.7,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3206,3473,2.04,825.6,74.4,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3207,2501,1.81,732.1,76.2,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3208,7504,2.78,854.1,95.9,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3209,6238,2.77,856.6,87.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3210,3769,2.02,801.8,83.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3211,5164,2.35,822.6,85.7,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3212,4496,2.5,830.3,85.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3213,4073,2.27,845.4,86.0,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3214,2931,2.1,793.0,83.1,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3215,2482,1.83,812.0,82.6,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3216,5279,2.37,814.3,86.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3217,3172,2.13,808.8,86.0,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3218,4703,2.34,846.0,88.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3219,2273,1.68,809.3,75.7,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3220,2572,1.82,746.9,79.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3221,7200,2.98,886.1,94.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3222,7084,2.52,868.6,86.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3223,4064,1.88,799.6,79.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3224,4933,2.25,800.2,87.3,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3225,5933,2.45,853.8,92.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3226,2212,1.9,819.9,81.0,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3227,4105,2.36,829.1,88.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3228,7005,2.57,871.4,89.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3229,3584,2.05,808.0,73.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3230,6523,2.64,825.0,93.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3231,6600,2.64,832.2,93.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3232,3817,2.08,819.5,83.0,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3233,6443,2.64,857.1,93.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3234,4564,2.34,816.8,83.4,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3235,5606,2.51,843.4,100.4,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3236,6475,2.86,842.1,102.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3237,7255,3.02,888.8,97.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3238,2714,1.97,798.1,77.2,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3239,3633,2.28,794.3,88.4,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3240,7717,2.78,889.0,101.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3241,5515,2.48,839.5,90.7,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3242,5009,2.49,867.7,87.6,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3243,2608,1.74,808.8,77.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3244,2531,1.82,774.0,74.1,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3245,6444,2.67,843.7,90.5,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3246,2952,1.6,786.3,73.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3247,2720,1.84,815.1,75.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3248,6575,2.76,860.1,94.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3249,6036,2.75,850.6,90.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3250,4634,2.41,847.4,85.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3251,2849,1.35,743.1,66.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3252,3713,2.05,802.4,81.0,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3253,4622,2.06,790.2,85.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3254,4007,2.26,808.3,89.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3255,2090,1.6,777.9,70.7,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3256,7623,3.07,859.5,106.2,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3257,4373,2.12,776.1,86.5,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3258,5254,2.34,857.2,85.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3259,4170,1.97,761.8,75.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3260,7364,2.91,888.1,99.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3261,4312,2.25,828.7,92.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3262,2390,1.75,765.3,72.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3263,7483,2.76,876.2,97.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3264,7382,2.93,860.6,93.6,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3265,2730,1.64,759.7,77.2,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3266,7619,3.17,905.3,102.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3267,3888,1.8,802.1,73.0,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3268,4128,2.14,804.2,83.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3269,4968,2.32,810.7,88.5,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3270,6597,2.63,855.7,97.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3271,5096,2.41,814.5,83.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3272,5829,2.49,856.5,92.1,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3273,4714,2.47,795.5,89.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3274,2623,2.15,817.1,82.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3275,5119,2.44,821.8,95.4,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3276,4570,2.27,855.8,85.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3277,6103,2.56,786.6,92.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3278,3796,2.12,769.7,85.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3279,3271,1.96,786.6,82.4,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3280,3708,1.82,803.7,70.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3281,2173,1.75,794.1,78.8,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3282,2907,1.89,823.3,74.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3283,3417,2.06,793.9,79.1,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3284,4611,2.48,845.9,96.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3285,7602,2.61,842.8,94.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3286,7391,2.91,847.3,93.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3287,3414,2.17,853.9,80.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3288,5762,2.73,842.2,90.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3289,5089,2.42,858.6,92.0,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3290,7070,2.91,868.3,92.1,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3291,2629,1.99,794.4,84.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3292,7054,2.51,845.1,88.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3293,4998,2.25,811.8,82.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3294,6797,2.96,870.7,99.5,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3295,4848,2.13,849.3,81.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3296,6305,2.67,862.4,90.3,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3297,2171,1.81,774.0,86.2,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3298,5398,2.45,827.2,86.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3299,7519,2.94,857.2,95.2,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3300,3704,2.1,792.6,83.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3301,7210,2.92,868.6,101.2,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3302,4858,2.16,812.1,79.7,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3303,5600,2.69,838.0,96.6,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3304,4119,2.33,840.8,90.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3305,2246,1.64,760.9,78.7,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3306,5267,2.18,803.6,87.4,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3307,3584,1.85,798.9,76.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3308,6200,2.68,887.8,98.4,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3309,3290,2.07,811.6,74.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3310,2734,2.12,785.2,84.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3311,2177,1.78,788.7,75.9,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3312,3329,1.86,786.3,86.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3313,7072,2.78,865.9,94.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3314,7750,2.86,860.7,94.0,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3315,3561,2.03,801.6,81.2,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3316,7772,2.96,864.4,98.2,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3317,5803,2.51,837.9,91.1,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3318,7493,2.85,841.7,93.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3319,3482,1.89,772.7,86.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3320,7324,2.88,825.9,98.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3321,7416,2.99,875.4,103.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3322,2407,1.7,800.6,78.9,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3323,4550,2.31,804.3,82.6,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3324,3468,1.93,797.4,74.2,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3325,3496,2.15,782.9,79.8,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3326,4010,2.31,830.6,84.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3327,7516,2.84,861.8,97.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3328,2952,1.82,768.5,80.3,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3329,4418,2.24,826.5,85.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3330,4101,2.17,766.5,82.0,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3331,5360,2.58,866.5,91.1,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3332,5832,2.57,830.8,87.9,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3333,6994,2.77,852.7,99.7,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3334,2719,1.65,749.0,74.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3335,2846,1.98,770.0,72.7,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3336,4017,2.23,797.9,78.1,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3337,2069,1.49,757.4,73.9,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3338,3355,1.85,784.9,76.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3339,6702,2.98,856.3,96.2,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3340,6543,2.65,843.3,92.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3341,5850,2.51,809.0,94.4,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3342,6357,2.78,848.3,99.2,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3343,7351,2.57,857.9,94.1,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3344,7293,2.95,863.4,98.1,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3345,3435,2.03,796.9,80.8,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3346,4940,2.23,810.4,92.4,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3347,7168,2.92,889.1,96.1,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3348,7038,2.72,865.0,91.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3349,4763,2.57,848.3,92.5,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3350,2576,1.72,779.9,78.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3351,3109,2.09,776.5,76.5,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3352,6476,2.63,831.6,98.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3353,6472,2.62,844.1,89.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3354,4554,2.24,853.8,79.0,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3355,2326,1.73,760.2,71.7,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3356,7677,3.07,883.5,93.5,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3357,5177,2.45,841.9,88.7,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3358,4265,2.18,783.6,91.3,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3359,7405,3.12,840.1,108.0,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3360,3356,2.12,799.7,88.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3361,2357,1.53,750.3,73.4,0.55,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3362,5386,2.21,861.4,83.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3363,2959,1.98,778.5,80.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3364,2248,2.17,808.8,87.5,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3365,4394,2.73,854.0,92.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3366,4242,2.04,773.0,79.1,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3367,4237,2.32,846.9,89.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3368,3573,2.23,826.1,81.2,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3369,3049,1.95,773.7,80.6,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3370,3375,1.81,788.8,74.6,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3371,3907,2.12,816.0,78.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3372,3665,1.93,736.9,77.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3373,5870,2.47,820.8,85.2,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3374,6444,2.62,871.8,93.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3375,3214,2.13,802.6,79.8,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3376,3048,1.78,762.2,76.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3377,4324,2.15,800.6,81.8,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3378,6651,2.68,826.3,95.6,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3379,3490,1.89,839.1,84.1,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3380,7741,3.18,896.3,103.3,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3381,7066,2.79,887.0,101.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3382,7115,2.8,867.8,93.8,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3383,3751,2.12,813.9,87.8,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3384,5726,2.52,868.4,90.0,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3385,3439,1.75,798.0,73.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3386,7437,2.75,878.3,99.0,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3387,7577,3.1,878.2,100.9,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3388,6943,2.81,863.6,98.3,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3389,3569,1.93,767.8,79.8,0.56,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3390,5192,2.29,850.8,85.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3391,4187,2.08,771.6,82.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3392,4981,2.46,840.6,85.2,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3393,2936,1.72,752.3,78.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3394,5233,2.5,815.8,95.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3395,2824,2.08,759.6,81.0,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3396,2741,1.88,808.7,78.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3397,3223,1.89,729.1,75.4,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3398,7063,2.91,885.1,91.6,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3399,4714,2.31,809.6,88.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3400,4230,2.0,833.4,86.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3401,3469,2.03,748.7,79.4,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3402,5152,2.48,881.6,92.0,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3403,6216,2.47,823.2,81.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3404,2131,1.9,768.9,78.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3405,2949,1.76,763.8,78.4,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3406,2477,1.78,778.6,74.9,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3407,3733,2.16,818.4,90.0,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3408,2279,1.89,805.0,77.2,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3409,2036,1.53,764.8,78.7,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3410,4352,2.24,806.7,82.1,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-3411,4066,2.2,794.3,86.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3412,5576,2.19,809.7,78.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-3413,6279,2.69,844.8,99.0,0.84,Stable Pre-Chamber Turbulent Jet Ignition
