Regera_Telemetry_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,HydraCoup_Slip_pct,Freevalve_Intake_Lift_mm,Powertrain_Mode
KOENIG-KDD-2958,199.8,4198,0.0,7.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2959,47.9,800,74.6,3.13,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2960,153.5,3072,0.0,5.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2961,175.7,3585,0.0,6.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2962,263.6,5284,0.0,8.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2963,195.3,4055,0.0,7.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2964,91.9,1976,33.7,4.74,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2965,191.2,3941,0.0,6.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2966,195.1,3853,0.0,7.49,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2967,192.9,3940,0.0,6.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2968,48.9,956,74.5,2.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2969,45.8,852,79.2,3.18,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2970,57.5,1169,68.5,3.04,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2971,231.4,4590,0.0,7.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2972,254.6,5071,0.0,7.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2973,310.5,6105,0.0,9.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2974,350.5,7333,0.0,10.58,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2975,170.4,3760,0.0,5.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2976,97.3,1920,32.7,3.89,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2977,279.2,5677,0.0,9.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2978,153.2,3000,0.0,5.37,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2979,161.3,3323,0.0,5.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2980,75.8,1696,54.1,4.87,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2981,119.7,2640,6.3,5.81,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2982,348.7,7090,0.0,10.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2983,387.1,7942,0.0,11.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2984,73.7,1074,55.8,3.51,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2985,365.3,7495,0.0,11.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2986,133.2,2663,0.0,4.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2987,345.6,7117,0.0,10.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2988,320.2,6552,0.0,9.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2989,98.6,1994,27.4,4.67,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2990,174.7,3966,0.0,7.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2991,111.1,2353,16.7,4.56,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2992,238.8,4908,0.0,7.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2993,258.3,5417,0.0,8.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2994,381.5,7653,0.0,10.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2995,241.6,4926,0.0,7.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2996,151.3,3088,0.0,5.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2997,223.1,4661,0.0,7.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2998,160.9,3276,0.0,5.47,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2999,257.2,5044,0.0,7.87,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3000,407.8,8240,0.0,11.51,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3001,252.1,5413,0.0,8.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3002,397.2,8307,0.0,12.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3003,251.9,5041,0.0,8.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3004,386.0,7899,0.0,11.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3005,108.0,2301,23.0,4.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3006,348.9,7273,0.0,11.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3007,385.6,7781,0.0,11.26,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3008,181.5,3673,0.0,6.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3009,396.2,8062,0.0,11.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3010,405.8,8195,0.0,12.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3011,265.0,5471,0.0,8.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3012,130.6,2410,2.8,4.81,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3013,64.7,1264,61.2,3.2,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3014,138.2,2935,0.0,5.51,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3015,296.2,6167,0.0,9.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3016,79.1,1505,55.1,3.72,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3017,201.6,4370,0.0,7.19,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3018,117.6,2761,11.7,5.17,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3019,242.1,4865,0.0,7.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3020,293.9,5866,0.0,9.08,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3021,88.7,1847,39.1,3.12,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3022,320.0,6397,0.0,9.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3023,91.0,1697,40.6,3.8,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3024,322.7,6715,0.0,9.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3025,401.8,8203,0.0,11.49,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3026,182.7,3455,0.0,5.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3027,269.5,5388,0.0,7.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3028,362.9,7526,0.0,11.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3029,75.3,1629,54.5,3.57,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3030,223.2,4448,0.0,7.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3031,135.5,2722,0.0,5.65,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3032,298.9,6145,0.0,9.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3033,391.1,7927,0.0,11.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3034,310.5,6632,0.0,10.25,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3035,69.5,1639,56.7,4.18,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3036,86.7,1686,43.5,4.25,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3037,362.4,7186,0.0,9.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3038,131.6,2581,0.0,4.49,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3039,51.6,1135,72.3,4.12,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3040,290.7,5919,0.0,8.78,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3041,131.5,2565,0.0,5.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3042,106.6,2114,24.1,4.34,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3043,139.9,3018,0.0,5.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3044,272.5,5718,0.0,8.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3045,175.2,3708,0.0,6.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3046,338.7,6988,0.0,9.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3047,235.0,4833,0.0,7.37,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3048,261.9,5415,0.0,7.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3049,316.3,6475,0.0,9.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3050,239.9,4943,0.0,7.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3051,262.8,5330,0.0,8.29,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3052,305.3,6220,0.0,9.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3053,214.9,4427,0.0,7.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3054,409.1,8452,0.0,12.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3055,123.4,2466,6.4,4.72,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3056,282.8,5790,0.0,9.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3057,41.9,857,80.9,2.93,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3058,404.4,8442,0.0,11.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3059,377.8,7704,0.0,10.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3060,399.8,8311,0.0,10.94,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3061,48.0,800,78.8,2.56,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3062,109.5,1973,16.3,4.69,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3063,351.2,6974,0.0,9.89,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3064,35.6,841,87.9,3.12,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3065,360.5,7421,0.0,10.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3066,187.9,4107,0.0,7.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3067,97.5,2113,32.8,4.63,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3068,371.8,7896,0.0,11.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3069,251.9,5164,0.0,8.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3070,239.4,4884,0.0,7.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3071,139.4,2706,0.0,4.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3072,126.3,2697,0.0,5.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3073,75.4,1608,53.6,3.52,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3074,257.8,5478,0.0,8.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3075,243.9,5411,0.0,8.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3076,100.2,2056,28.5,4.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3077,328.8,7008,0.0,10.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3078,57.8,1569,66.8,3.77,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3079,292.8,6125,0.0,8.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3080,384.2,7937,0.0,10.78,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3081,277.9,5704,0.0,9.11,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3082,164.7,3526,0.0,5.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3083,82.8,1768,50.8,4.05,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3084,330.9,6791,0.0,9.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3085,232.4,4953,0.0,7.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3086,64.4,1243,65.0,3.5,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3087,330.1,6749,0.0,9.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3088,191.9,3604,0.0,6.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3089,345.2,7100,0.0,10.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3090,242.9,4924,0.0,7.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3091,280.5,5676,0.0,9.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3092,149.8,3099,0.0,5.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3093,390.1,7897,0.0,10.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3094,74.3,1288,60.3,3.62,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3095,377.4,7831,0.0,11.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3096,76.4,1487,54.3,4.14,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3097,263.0,5090,0.0,8.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3098,109.5,2473,15.3,4.27,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3099,216.6,4692,0.0,7.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3100,332.1,6867,0.0,10.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3101,233.9,4326,0.0,7.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3102,231.4,4893,0.0,8.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3103,101.0,2323,28.4,5.23,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3104,105.2,2382,26.9,4.83,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3105,236.8,4935,0.0,8.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3106,264.1,5328,0.0,8.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3107,270.6,5616,0.0,8.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3108,247.8,5011,0.0,7.82,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3109,269.9,5662,0.0,9.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3110,351.9,7077,0.0,10.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3111,254.0,5359,0.0,7.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3112,323.9,6583,0.0,9.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3113,204.8,4195,0.0,6.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3114,240.1,4543,0.0,7.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3115,313.2,6396,0.0,9.47,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3116,340.3,7117,0.0,10.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3117,391.9,8094,0.0,11.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3118,149.9,3045,0.0,6.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3119,330.0,6764,0.0,9.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3120,386.7,8112,0.0,11.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3121,107.6,2264,20.6,4.71,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3122,380.6,7754,0.0,11.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3123,143.7,2835,0.0,4.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3124,291.2,6013,0.0,9.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3125,69.8,1463,59.4,3.44,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3126,234.4,4812,0.0,7.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3127,68.2,1197,63.8,3.36,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3128,404.6,8180,0.0,11.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3129,374.5,7794,0.0,11.12,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3130,40.9,800,84.3,3.17,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3131,104.2,2070,26.4,4.67,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3132,372.5,7646,0.0,10.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3133,124.3,2576,0.0,5.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3134,239.5,5050,0.0,8.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3135,117.8,2631,7.4,5.77,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3136,50.2,1295,72.1,2.63,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3137,329.3,6632,0.0,9.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3138,121.6,2666,0.7,6.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3139,400.1,8210,0.0,11.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3140,197.1,4130,0.0,6.87,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3141,119.9,2409,5.4,5.04,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3142,135.1,2843,0.0,5.12,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3143,142.2,3133,0.0,5.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3144,191.2,3951,0.0,6.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3145,319.7,6672,0.0,10.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3146,250.6,5228,0.0,7.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3147,373.3,7606,0.0,11.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3148,199.2,4288,0.0,6.91,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3149,392.8,7936,0.0,11.01,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3150,147.2,3127,0.0,5.58,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3151,357.8,7407,0.0,10.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3152,76.1,1639,50.0,4.0,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3153,408.1,8440,0.0,11.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3154,376.3,7595,0.0,10.74,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3155,274.6,5668,0.0,9.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3156,408.3,8340,0.0,11.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3157,75.7,1749,53.8,4.1,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3158,189.5,3857,0.0,6.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3159,256.8,5208,0.0,7.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3160,254.3,5446,0.0,8.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3161,229.3,4870,0.0,7.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3162,99.8,2083,27.0,4.7,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3163,165.4,3172,0.0,5.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3164,299.8,6399,0.0,9.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3165,286.1,6128,0.0,9.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3166,296.7,6121,0.0,9.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3167,120.6,2699,10.8,5.4,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3168,87.1,1749,48.2,4.35,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3169,63.3,1376,64.4,3.65,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3170,285.0,5644,0.0,8.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3171,32.4,800,85.3,2.99,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3172,150.9,3168,0.0,6.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3173,342.8,7012,0.0,10.7,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3174,165.5,3275,0.0,6.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3175,323.7,6628,0.0,9.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3176,283.6,6022,0.0,9.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3177,32.6,800,84.0,2.49,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3178,299.6,5987,0.0,9.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3179,139.2,2796,0.0,5.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3180,238.3,4829,0.0,8.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3181,313.3,6173,0.0,8.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3182,395.1,8032,0.0,10.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3183,400.3,8043,0.0,11.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3184,286.5,6022,0.0,8.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3185,189.4,4014,0.0,6.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3186,246.7,5080,0.0,8.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3187,399.7,8211,0.0,11.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3188,329.3,6626,0.0,9.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3189,259.6,5445,0.0,8.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3190,233.4,4912,0.0,7.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3191,139.7,2921,0.0,5.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3192,347.0,7025,0.0,10.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3193,212.7,4362,0.0,6.89,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3194,230.3,4630,0.0,7.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3195,79.3,1437,50.6,2.76,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3196,359.4,7547,0.0,10.54,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3197,72.5,1564,56.2,3.57,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3198,208.0,4621,0.0,8.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3199,88.7,1758,44.0,3.69,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3200,349.5,6959,0.0,10.65,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3201,377.4,7820,0.0,10.85,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3202,109.2,2265,22.7,4.48,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3203,300.0,6162,0.0,8.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3204,314.7,6317,0.0,9.19,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3205,150.1,3042,0.0,5.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3206,397.5,8233,0.0,11.55,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3207,256.3,5340,0.0,9.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3208,88.8,2098,40.9,4.32,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3209,232.7,4676,0.0,8.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3210,123.6,2501,2.1,4.5,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3211,217.0,4479,0.0,7.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3212,147.3,2747,0.0,5.08,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3213,134.1,2777,0.0,5.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3214,136.7,3063,0.0,5.44,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3215,249.9,5247,0.0,8.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3216,92.7,2130,40.2,4.53,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3217,116.6,2383,19.9,4.63,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3218,273.5,5668,0.0,9.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3219,106.0,2405,22.6,3.93,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3220,363.3,7531,0.0,11.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3221,334.3,6905,0.0,10.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3222,224.9,4657,0.0,6.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3223,316.0,6369,0.0,9.58,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3224,51.0,1150,76.8,3.12,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3225,401.9,8198,0.0,11.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3226,57.7,1276,63.3,3.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3227,183.8,4026,0.0,6.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3228,49.1,1000,68.4,3.21,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3229,161.5,3175,0.0,6.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3230,369.2,7433,0.0,11.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3231,392.9,7906,0.0,11.44,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3232,264.1,5296,0.0,7.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3233,79.2,1480,53.1,3.35,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3234,385.5,7900,0.0,11.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3235,40.7,848,78.3,3.28,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3236,242.2,4957,0.0,7.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3237,343.4,6856,0.0,10.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3238,306.5,6519,0.0,9.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3239,368.2,7840,0.0,11.65,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3240,203.2,4374,0.0,7.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3241,360.6,7532,0.0,10.94,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3242,245.2,5098,0.0,8.74,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3243,359.4,7257,0.0,10.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3244,247.6,4829,0.0,8.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3245,254.2,5155,0.0,8.47,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3246,153.6,3066,0.0,5.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3247,381.0,7849,0.0,11.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3248,149.5,2998,0.0,5.55,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3249,344.9,7027,0.0,9.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3250,214.4,4474,0.0,7.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3251,268.0,5306,0.0,8.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3252,35.1,800,81.5,3.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-3253,265.9,5443,0.0,8.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-3254,286.6,6100,0.0,9.54,100% Direct Drive Hydraulic Lockup
