Claim_ID,Dealership_ID,Replaced_Component,Claim_Amount_USD,Labor_Hours_Billed,Parts_Quantity,Vehicle_Age_Months,True_Fraud_Flag,Anomaly_Flag,Audit_Status
CLAIM-82443,Dealership-D030,Brake Caliper Kit,419.99,4.5,4,30,0,1,Approved Standard Claim
CLAIM-82444,Dealership-D002,Infotainment Head Unit,618.27,5.3,4,19,0,1,Approved Standard Claim
CLAIM-82445,Dealership-D019,Inverter ECU,2383.4,15.0,7,28,1,1,Approved Standard Claim
CLAIM-82446,Dealership-D028,Inverter ECU,2009.14,15.0,2,41,0,1,Approved Standard Claim
CLAIM-82447,Dealership-D021,Transmission Valve Body,1194.03,9.2,3,7,0,1,Approved Standard Claim
CLAIM-82448,Dealership-D011,Inverter ECU,2486.07,20.4,2,16,0,1,Approved Standard Claim
CLAIM-82449,Dealership-D025,Battery Module,410.9,3.5,3,8,0,1,Approved Standard Claim
CLAIM-82450,Dealership-D004,Battery Module,1010.22,9.0,1,32,0,1,Approved Standard Claim
CLAIM-82451,Dealership-D040,Battery Module,573.35,4.4,4,33,0,1,Approved Standard Claim
CLAIM-82452,Dealership-D010,Turbocharger Assembly,566.84,4.6,2,19,0,1,Approved Standard Claim
CLAIM-82453,Dealership-D012,Inverter ECU,2335.44,24.1,2,31,0,1,Approved Standard Claim
CLAIM-82454,Dealership-D015,Transmission Valve Body,563.48,4.0,5,6,0,1,Approved Standard Claim
CLAIM-82455,Dealership-D009,Battery Module,3943.55,33.9,5,22,0,1,Approved Standard Claim
CLAIM-82456,Dealership-D015,Inverter ECU,1784.59,16.5,3,10,0,1,Approved Standard Claim
CLAIM-82457,Dealership-D019,Transmission Valve Body,2574.96,22.3,3,17,0,1,Approved Standard Claim
CLAIM-82458,Dealership-D021,Transmission Valve Body,1267.88,11.6,3,30,0,1,Approved Standard Claim
CLAIM-82459,Dealership-D002,Turbocharger Assembly,783.37,8.6,5,28,0,1,Approved Standard Claim
CLAIM-82460,Dealership-D044,Inverter ECU,3056.11,27.5,2,38,0,1,Approved Standard Claim
CLAIM-82461,Dealership-D014,Turbocharger Assembly,1060.19,10.2,4,7,0,1,Approved Standard Claim
CLAIM-82462,Dealership-D018,Inverter ECU,1764.73,15.1,4,6,0,1,Approved Standard Claim
CLAIM-82463,Dealership-D044,Inverter ECU,1168.79,12.8,2,38,0,1,Approved Standard Claim
CLAIM-82464,Dealership-D007,Brake Caliper Kit,1569.6,14.0,3,26,0,1,Approved Standard Claim
CLAIM-82465,Dealership-D029,Brake Caliper Kit,2441.42,19.8,6,16,0,1,Approved Standard Claim
CLAIM-82466,Dealership-D029,Brake Caliper Kit,1577.23,12.9,1,44,0,1,Approved Standard Claim
CLAIM-82467,Dealership-D020,Inverter ECU,877.35,6.3,2,47,0,1,Approved Standard Claim
CLAIM-82468,Dealership-D018,Infotainment Head Unit,3502.39,38.7,5,25,0,1,Approved Standard Claim
CLAIM-82469,Dealership-D017,Infotainment Head Unit,440.63,3.5,2,46,0,1,Approved Standard Claim
CLAIM-82470,Dealership-D025,Brake Caliper Kit,1113.58,9.0,2,13,0,1,Approved Standard Claim
CLAIM-82471,Dealership-D031,Battery Module,979.18,7.2,1,10,0,1,Approved Standard Claim
CLAIM-82472,Dealership-D006,Infotainment Head Unit,955.6,9.4,7,32,0,1,Approved Standard Claim
CLAIM-82473,Dealership-D002,Inverter ECU,1009.88,7.5,5,16,0,1,Approved Standard Claim
CLAIM-82474,Dealership-D018,Infotainment Head Unit,1067.61,11.8,3,34,0,1,Approved Standard Claim
CLAIM-82475,Dealership-D026,Infotainment Head Unit,797.35,7.4,4,14,0,1,Approved Standard Claim
CLAIM-82476,Dealership-D021,Brake Caliper Kit,4039.11,40.2,2,33,0,1,Approved Standard Claim
CLAIM-82477,Dealership-D040,Transmission Valve Body,568.39,4.3,2,16,0,1,Approved Standard Claim
CLAIM-82478,Dealership-D003,Turbocharger Assembly,973.28,8.3,2,30,0,1,Approved Standard Claim
CLAIM-82479,Dealership-D039,Transmission Valve Body,518.41,5.5,3,45,0,1,Approved Standard Claim
CLAIM-82480,Dealership-D024,Turbocharger Assembly,3260.79,23.4,3,20,0,1,Approved Standard Claim
CLAIM-82481,Dealership-D027,Turbocharger Assembly,2262.03,20.2,1,22,0,1,Approved Standard Claim
CLAIM-82482,Dealership-D025,Brake Caliper Kit,4473.41,34.6,4,38,0,1,Approved Standard Claim
CLAIM-82483,Dealership-D022,Turbocharger Assembly,484.33,3.7,3,18,0,1,Approved Standard Claim
CLAIM-82484,Dealership-D009,Brake Caliper Kit,426.98,3.4,2,14,0,1,Approved Standard Claim
CLAIM-82485,Dealership-D017,Battery Module,990.97,10.9,2,19,0,1,Approved Standard Claim
CLAIM-82486,Dealership-D026,Infotainment Head Unit,3662.01,26.5,3,38,0,1,Approved Standard Claim
CLAIM-82487,Dealership-D027,Inverter ECU,488.75,5.3,1,14,0,1,Approved Standard Claim
CLAIM-82488,Dealership-D022,Inverter ECU,1091.19,8.0,4,13,0,1,Approved Standard Claim
CLAIM-82489,Dealership-D020,Brake Caliper Kit,1925.59,15.6,4,28,0,1,Approved Standard Claim
CLAIM-82490,Dealership-D034,Battery Module,740.98,6.4,4,32,0,1,Approved Standard Claim
CLAIM-82491,Dealership-D028,Transmission Valve Body,2394.41,23.9,2,31,0,1,Approved Standard Claim
CLAIM-82492,Dealership-D010,Battery Module,629.97,4.8,4,23,0,1,Approved Standard Claim
CLAIM-82493,Dealership-D022,Infotainment Head Unit,917.38,7.6,3,33,0,1,Approved Standard Claim
CLAIM-82494,Dealership-D014,Inverter ECU,3134.81,29.9,5,10,0,1,Approved Standard Claim
CLAIM-82495,Dealership-D027,Brake Caliper Kit,3019.96,29.0,5,41,0,1,Approved Standard Claim
CLAIM-82496,Dealership-D017,Transmission Valve Body,1459.03,11.5,1,10,0,1,Approved Standard Claim
CLAIM-82497,Dealership-D029,Transmission Valve Body,4071.93,30.2,1,17,0,-1,High-Risk (Flagged for Audit)
CLAIM-82498,Dealership-D032,Transmission Valve Body,776.5,7.4,2,17,0,1,Approved Standard Claim
CLAIM-82499,Dealership-D037,Inverter ECU,400.5,4.0,2,32,0,1,Approved Standard Claim
CLAIM-82500,Dealership-D007,Inverter ECU,2056.14,25.8,7,29,1,1,Approved Standard Claim
CLAIM-82501,Dealership-D043,Brake Caliper Kit,839.35,6.0,2,36,0,1,Approved Standard Claim
CLAIM-82502,Dealership-D022,Infotainment Head Unit,3231.76,31.7,4,29,0,1,Approved Standard Claim
CLAIM-82503,Dealership-D043,Turbocharger Assembly,1015.04,9.2,3,24,0,1,Approved Standard Claim
CLAIM-82504,Dealership-D007,Battery Module,1623.69,13.3,2,17,0,1,Approved Standard Claim
CLAIM-82505,Dealership-D002,Infotainment Head Unit,2388.98,22.8,2,40,0,1,Approved Standard Claim
CLAIM-82506,Dealership-D042,Transmission Valve Body,501.35,5.2,2,43,0,1,Approved Standard Claim
CLAIM-82507,Dealership-D031,Transmission Valve Body,704.75,6.0,1,26,0,1,Approved Standard Claim
CLAIM-82508,Dealership-D003,Transmission Valve Body,1662.7,15.6,3,31,0,1,Approved Standard Claim
CLAIM-82509,Dealership-D011,Battery Module,1683.14,12.1,5,26,0,1,Approved Standard Claim
CLAIM-82510,Dealership-D030,Inverter ECU,574.29,5.3,2,29,0,1,Approved Standard Claim
CLAIM-82511,Dealership-D041,Battery Module,1238.02,10.7,2,13,0,1,Approved Standard Claim
CLAIM-82512,Dealership-D043,Turbocharger Assembly,596.71,4.7,7,21,0,1,Approved Standard Claim
CLAIM-82513,Dealership-D010,Brake Caliper Kit,3003.06,29.8,4,25,0,1,Approved Standard Claim
CLAIM-82514,Dealership-D037,Battery Module,1136.19,11.7,3,47,0,1,Approved Standard Claim
CLAIM-82515,Dealership-D026,Transmission Valve Body,1307.44,11.6,4,38,0,1,Approved Standard Claim
CLAIM-82516,Dealership-D041,Turbocharger Assembly,685.0,6.0,2,32,0,1,Approved Standard Claim
CLAIM-82517,Dealership-D013,Battery Module,639.28,4.9,2,38,0,1,Approved Standard Claim
CLAIM-82518,Dealership-D037,Turbocharger Assembly,1409.74,10.6,5,11,0,1,Approved Standard Claim
CLAIM-82519,Dealership-D014,Turbocharger Assembly,892.91,9.5,2,12,0,1,Approved Standard Claim
CLAIM-82520,Dealership-D031,Battery Module,813.61,6.9,5,19,0,1,Approved Standard Claim
CLAIM-82521,Dealership-D028,Inverter ECU,1028.17,7.6,4,36,0,1,Approved Standard Claim
CLAIM-82522,Dealership-D036,Battery Module,574.0,5.4,3,21,0,1,Approved Standard Claim
CLAIM-82523,Dealership-D013,Infotainment Head Unit,1079.07,8.1,1,25,0,1,Approved Standard Claim
CLAIM-82524,Dealership-D032,Brake Caliper Kit,730.07,6.5,4,26,0,1,Approved Standard Claim
CLAIM-82525,Dealership-D014,Turbocharger Assembly,2137.05,19.7,3,36,0,1,Approved Standard Claim
CLAIM-82526,Dealership-D031,Battery Module,1417.6,11.8,5,40,0,1,Approved Standard Claim
CLAIM-82527,Dealership-D031,Brake Caliper Kit,628.94,4.7,5,14,0,1,Approved Standard Claim
CLAIM-82528,Dealership-D006,Battery Module,2275.04,18.6,2,35,0,1,Approved Standard Claim
CLAIM-82529,Dealership-D007,Turbocharger Assembly,479.65,4.3,2,31,0,1,Approved Standard Claim
CLAIM-82530,Dealership-D043,Inverter ECU,2740.06,25.6,4,16,0,1,Approved Standard Claim
CLAIM-82531,Dealership-D035,Transmission Valve Body,1119.81,12.2,2,37,0,1,Approved Standard Claim
CLAIM-82532,Dealership-D017,Transmission Valve Body,463.25,4.7,3,39,0,1,Approved Standard Claim
CLAIM-82533,Dealership-D008,Inverter ECU,2836.58,21.3,2,9,0,1,Approved Standard Claim
CLAIM-82534,Dealership-D032,Inverter ECU,818.39,6.9,4,40,0,1,Approved Standard Claim
CLAIM-82535,Dealership-D004,Transmission Valve Body,1917.61,13.9,5,22,0,1,Approved Standard Claim
CLAIM-82536,Dealership-D035,Turbocharger Assembly,935.1,6.8,1,27,0,1,Approved Standard Claim
CLAIM-82537,Dealership-D024,Transmission Valve Body,3076.69,23.6,6,33,0,1,Approved Standard Claim
CLAIM-82538,Dealership-D043,Inverter ECU,791.72,6.4,1,41,0,1,Approved Standard Claim
CLAIM-82539,Dealership-D014,Inverter ECU,2107.57,15.9,3,28,0,1,Approved Standard Claim
CLAIM-82540,Dealership-D040,Brake Caliper Kit,1210.11,10.2,5,20,0,1,Approved Standard Claim
CLAIM-82541,Dealership-D012,Transmission Valve Body,803.6,7.4,4,13,0,1,Approved Standard Claim
CLAIM-82542,Dealership-D013,Battery Module,907.01,7.4,3,29,0,1,Approved Standard Claim
CLAIM-82543,Dealership-D017,Turbocharger Assembly,855.45,6.7,2,46,0,1,Approved Standard Claim
CLAIM-82544,Dealership-D035,Turbocharger Assembly,433.57,3.2,5,18,0,1,Approved Standard Claim
CLAIM-82545,Dealership-D038,Infotainment Head Unit,595.03,5.3,4,42,0,1,Approved Standard Claim
CLAIM-82546,Dealership-D001,Inverter ECU,1341.95,12.6,2,31,0,1,Approved Standard Claim
CLAIM-82547,Dealership-D022,Battery Module,907.88,6.9,2,20,0,1,Approved Standard Claim
CLAIM-82548,Dealership-D039,Brake Caliper Kit,1204.38,13.4,2,45,0,1,Approved Standard Claim
CLAIM-82549,Dealership-D015,Battery Module,3145.54,23.4,2,30,0,1,Approved Standard Claim
CLAIM-82550,Dealership-D012,Infotainment Head Unit,1392.13,14.8,3,8,0,1,Approved Standard Claim
CLAIM-82551,Dealership-D005,Transmission Valve Body,2796.02,20.8,3,37,0,1,Approved Standard Claim
CLAIM-82552,Dealership-D036,Brake Caliper Kit,708.08,6.1,4,25,0,1,Approved Standard Claim
CLAIM-82553,Dealership-D001,Brake Caliper Kit,1008.09,7.7,7,32,0,1,Approved Standard Claim
CLAIM-82554,Dealership-D031,Brake Caliper Kit,3202.83,29.4,3,19,0,1,Approved Standard Claim
CLAIM-82555,Dealership-D031,Inverter ECU,401.11,3.7,4,47,0,1,Approved Standard Claim
CLAIM-82556,Dealership-D019,Brake Caliper Kit,2808.57,20.5,9,43,1,-1,High-Risk (Flagged for Audit)
CLAIM-82557,Dealership-D001,Transmission Valve Body,1337.37,9.6,1,33,0,1,Approved Standard Claim
CLAIM-82558,Dealership-D002,Brake Caliper Kit,459.69,4.4,2,40,0,1,Approved Standard Claim
CLAIM-82559,Dealership-D033,Battery Module,1156.03,10.0,2,47,0,1,Approved Standard Claim
CLAIM-82560,Dealership-D019,Transmission Valve Body,2962.83,18.2,6,40,1,1,Approved Standard Claim
CLAIM-82561,Dealership-D032,Inverter ECU,1650.64,12.5,4,20,0,1,Approved Standard Claim
CLAIM-82562,Dealership-D017,Battery Module,6233.17,58.3,3,41,0,-1,High-Risk (Flagged for Audit)
CLAIM-82563,Dealership-D006,Turbocharger Assembly,1174.59,9.2,3,37,0,1,Approved Standard Claim
CLAIM-82564,Dealership-D023,Battery Module,1994.43,16.1,5,6,0,1,Approved Standard Claim
CLAIM-82565,Dealership-D006,Transmission Valve Body,1898.45,17.3,3,19,0,1,Approved Standard Claim
CLAIM-82566,Dealership-D038,Brake Caliper Kit,4461.98,39.0,5,29,0,-1,High-Risk (Flagged for Audit)
CLAIM-82567,Dealership-D024,Turbocharger Assembly,728.77,7.1,2,17,0,1,Approved Standard Claim
CLAIM-82568,Dealership-D019,Transmission Valve Body,542.29,5.9,2,23,0,1,Approved Standard Claim
CLAIM-82569,Dealership-D007,Transmission Valve Body,990.15,7.6,2,32,0,1,Approved Standard Claim
CLAIM-82570,Dealership-D028,Inverter ECU,850.22,7.7,1,29,0,1,Approved Standard Claim
CLAIM-82571,Dealership-D013,Brake Caliper Kit,3407.64,28.4,6,9,0,1,Approved Standard Claim
CLAIM-82572,Dealership-D038,Turbocharger Assembly,941.88,7.5,3,43,0,1,Approved Standard Claim
CLAIM-82573,Dealership-D020,Brake Caliper Kit,2900.98,30.7,2,45,0,1,Approved Standard Claim
CLAIM-82574,Dealership-D004,Infotainment Head Unit,10058.04,111.2,6,24,0,-1,High-Risk (Flagged for Audit)
CLAIM-82575,Dealership-D029,Transmission Valve Body,3335.8,24.1,4,16,0,1,Approved Standard Claim
CLAIM-82576,Dealership-D028,Transmission Valve Body,1496.16,11.0,8,32,0,-1,High-Risk (Flagged for Audit)
CLAIM-82577,Dealership-D040,Inverter ECU,540.03,5.6,3,17,0,1,Approved Standard Claim
CLAIM-82578,Dealership-D003,Inverter ECU,798.23,6.6,5,44,0,1,Approved Standard Claim
CLAIM-82579,Dealership-D025,Brake Caliper Kit,1269.12,9.6,5,32,0,1,Approved Standard Claim
CLAIM-82580,Dealership-D014,Infotainment Head Unit,2098.3,16.2,2,22,0,1,Approved Standard Claim
CLAIM-82581,Dealership-D008,Turbocharger Assembly,3782.01,39.5,1,8,0,-1,High-Risk (Flagged for Audit)
CLAIM-82582,Dealership-D020,Battery Module,3057.61,26.0,3,28,0,1,Approved Standard Claim
CLAIM-82583,Dealership-D044,Battery Module,660.25,6.5,1,21,0,1,Approved Standard Claim
CLAIM-82584,Dealership-D021,Inverter ECU,1522.26,15.5,3,9,0,1,Approved Standard Claim
CLAIM-82585,Dealership-D033,Inverter ECU,1968.35,19.7,3,24,0,1,Approved Standard Claim
CLAIM-82586,Dealership-D003,Brake Caliper Kit,746.1,6.6,3,25,0,1,Approved Standard Claim
CLAIM-82587,Dealership-D008,Turbocharger Assembly,914.57,9.6,4,17,0,1,Approved Standard Claim
CLAIM-82588,Dealership-D042,Transmission Valve Body,1250.96,13.5,2,12,0,1,Approved Standard Claim
CLAIM-82589,Dealership-D033,Infotainment Head Unit,1974.68,16.4,3,38,0,1,Approved Standard Claim
CLAIM-82590,Dealership-D034,Infotainment Head Unit,3147.36,23.8,9,24,1,-1,High-Risk (Flagged for Audit)
CLAIM-82591,Dealership-D028,Battery Module,1113.65,9.0,6,29,0,1,Approved Standard Claim
CLAIM-82592,Dealership-D044,Battery Module,1124.32,11.2,3,29,0,1,Approved Standard Claim
CLAIM-82593,Dealership-D015,Infotainment Head Unit,1449.14,11.8,2,40,0,1,Approved Standard Claim
CLAIM-82594,Dealership-D027,Turbocharger Assembly,1448.55,11.4,4,47,0,1,Approved Standard Claim
CLAIM-82595,Dealership-D010,Battery Module,1140.15,11.9,2,41,0,1,Approved Standard Claim
CLAIM-82596,Dealership-D019,Inverter ECU,2521.84,29.4,6,32,1,1,Approved Standard Claim
CLAIM-82597,Dealership-D029,Infotainment Head Unit,5165.99,52.0,3,27,0,-1,High-Risk (Flagged for Audit)
CLAIM-82598,Dealership-D015,Infotainment Head Unit,873.32,7.7,2,31,0,1,Approved Standard Claim
CLAIM-82599,Dealership-D005,Brake Caliper Kit,1375.44,14.5,5,45,0,1,Approved Standard Claim
CLAIM-82600,Dealership-D033,Transmission Valve Body,1184.7,8.7,1,45,0,1,Approved Standard Claim
CLAIM-82601,Dealership-D027,Turbocharger Assembly,750.1,6.4,5,24,0,1,Approved Standard Claim
CLAIM-82602,Dealership-D033,Infotainment Head Unit,3229.46,29.7,3,18,0,1,Approved Standard Claim
CLAIM-82603,Dealership-D001,Inverter ECU,4431.22,47.9,4,37,0,-1,High-Risk (Flagged for Audit)
CLAIM-82604,Dealership-D018,Brake Caliper Kit,1545.05,14.3,6,15,0,1,Approved Standard Claim
CLAIM-82605,Dealership-D023,Brake Caliper Kit,529.59,5.7,2,18,0,1,Approved Standard Claim
CLAIM-82606,Dealership-D010,Infotainment Head Unit,3349.52,26.7,4,42,0,1,Approved Standard Claim
CLAIM-82607,Dealership-D005,Turbocharger Assembly,6185.66,47.7,4,44,0,-1,High-Risk (Flagged for Audit)
CLAIM-82608,Dealership-D021,Inverter ECU,953.87,8.1,4,21,0,1,Approved Standard Claim
CLAIM-82609,Dealership-D012,Infotainment Head Unit,3793.85,28.2,1,7,0,-1,High-Risk (Flagged for Audit)
CLAIM-82610,Dealership-D026,Infotainment Head Unit,746.2,6.6,4,44,0,1,Approved Standard Claim
CLAIM-82611,Dealership-D010,Inverter ECU,2132.34,18.9,3,34,0,1,Approved Standard Claim
CLAIM-82612,Dealership-D021,Battery Module,922.23,8.9,5,15,0,1,Approved Standard Claim
CLAIM-82613,Dealership-D026,Transmission Valve Body,5697.43,49.0,3,27,0,-1,High-Risk (Flagged for Audit)
CLAIM-82614,Dealership-D032,Infotainment Head Unit,421.4,4.4,2,34,0,1,Approved Standard Claim
CLAIM-82615,Dealership-D010,Battery Module,2607.33,20.1,2,33,0,1,Approved Standard Claim
CLAIM-82616,Dealership-D036,Transmission Valve Body,536.09,4.9,4,9,0,1,Approved Standard Claim
CLAIM-82617,Dealership-D017,Brake Caliper Kit,465.29,4.6,4,10,0,1,Approved Standard Claim
CLAIM-82618,Dealership-D022,Transmission Valve Body,1684.95,12.9,2,32,0,1,Approved Standard Claim
CLAIM-82619,Dealership-D037,Brake Caliper Kit,4537.15,37.6,6,28,0,-1,High-Risk (Flagged for Audit)
CLAIM-82620,Dealership-D041,Brake Caliper Kit,833.46,7.2,1,18,0,1,Approved Standard Claim
CLAIM-82621,Dealership-D012,Battery Module,1221.28,9.9,1,24,0,1,Approved Standard Claim
CLAIM-82622,Dealership-D018,Infotainment Head Unit,1110.51,8.0,3,44,0,1,Approved Standard Claim
CLAIM-82623,Dealership-D020,Battery Module,4780.38,47.2,3,28,0,1,Approved Standard Claim
CLAIM-82624,Dealership-D032,Battery Module,1723.94,14.8,2,11,0,1,Approved Standard Claim
CLAIM-82625,Dealership-D031,Transmission Valve Body,405.35,2.9,5,22,0,1,Approved Standard Claim
CLAIM-82626,Dealership-D001,Infotainment Head Unit,722.75,5.8,4,28,0,1,Approved Standard Claim
CLAIM-82627,Dealership-D025,Infotainment Head Unit,2319.95,20.5,2,11,0,1,Approved Standard Claim
CLAIM-82628,Dealership-D033,Infotainment Head Unit,1355.9,12.2,1,8,0,1,Approved Standard Claim
CLAIM-82629,Dealership-D017,Battery Module,1319.87,11.6,2,29,0,1,Approved Standard Claim
CLAIM-82630,Dealership-D038,Battery Module,1656.49,13.8,3,18,0,1,Approved Standard Claim
CLAIM-82631,Dealership-D009,Infotainment Head Unit,5347.35,59.0,1,42,0,-1,High-Risk (Flagged for Audit)
CLAIM-82632,Dealership-D020,Turbocharger Assembly,2847.73,28.6,5,40,0,1,Approved Standard Claim
CLAIM-82633,Dealership-D042,Infotainment Head Unit,1824.13,17.5,5,7,0,1,Approved Standard Claim
CLAIM-82634,Dealership-D008,Battery Module,1700.5,13.6,2,8,0,1,Approved Standard Claim
CLAIM-82635,Dealership-D032,Infotainment Head Unit,1127.93,11.5,4,17,0,1,Approved Standard Claim
CLAIM-82636,Dealership-D002,Battery Module,2757.64,29.9,3,36,0,1,Approved Standard Claim
CLAIM-82637,Dealership-D019,Transmission Valve Body,1349.82,12.1,2,27,0,1,Approved Standard Claim
CLAIM-82638,Dealership-D020,Turbocharger Assembly,3854.3,38.0,2,7,0,-1,High-Risk (Flagged for Audit)
CLAIM-82639,Dealership-D011,Brake Caliper Kit,657.99,5.6,2,23,0,1,Approved Standard Claim
CLAIM-82640,Dealership-D043,Turbocharger Assembly,2902.06,21.0,6,17,0,1,Approved Standard Claim
CLAIM-82641,Dealership-D016,Battery Module,1232.2,10.7,6,33,0,1,Approved Standard Claim
CLAIM-82642,Dealership-D026,Turbocharger Assembly,1011.22,10.1,2,24,0,1,Approved Standard Claim
CLAIM-82643,Dealership-D017,Battery Module,1417.12,11.6,5,24,0,1,Approved Standard Claim
CLAIM-82644,Dealership-D044,Battery Module,411.08,4.2,4,8,0,1,Approved Standard Claim
CLAIM-82645,Dealership-D028,Turbocharger Assembly,3931.94,37.1,2,29,0,1,Approved Standard Claim
CLAIM-82646,Dealership-D016,Battery Module,638.91,6.0,1,17,0,1,Approved Standard Claim
CLAIM-82647,Dealership-D041,Infotainment Head Unit,1819.58,17.0,3,44,0,1,Approved Standard Claim
CLAIM-82648,Dealership-D035,Turbocharger Assembly,1256.96,13.9,3,23,0,1,Approved Standard Claim
CLAIM-82649,Dealership-D016,Brake Caliper Kit,908.64,6.7,8,20,0,-1,High-Risk (Flagged for Audit)
CLAIM-82650,Dealership-D013,Inverter ECU,519.85,4.6,3,15,0,1,Approved Standard Claim
CLAIM-82651,Dealership-D028,Turbocharger Assembly,1918.91,17.0,5,40,0,1,Approved Standard Claim
CLAIM-82652,Dealership-D040,Infotainment Head Unit,862.71,8.0,3,6,0,1,Approved Standard Claim
CLAIM-82653,Dealership-D014,Battery Module,3155.48,23.5,2,9,0,1,Approved Standard Claim
CLAIM-82654,Dealership-D016,Battery Module,1258.33,11.1,3,40,0,1,Approved Standard Claim
CLAIM-82655,Dealership-D015,Transmission Valve Body,1134.84,9.4,3,15,0,1,Approved Standard Claim
CLAIM-82656,Dealership-D015,Infotainment Head Unit,2869.03,21.5,4,47,0,1,Approved Standard Claim
CLAIM-82657,Dealership-D001,Battery Module,2814.17,25.7,1,23,0,1,Approved Standard Claim
CLAIM-82658,Dealership-D014,Turbocharger Assembly,1902.08,14.9,7,18,0,1,Approved Standard Claim
CLAIM-82659,Dealership-D042,Inverter ECU,648.43,6.6,5,27,0,1,Approved Standard Claim
CLAIM-82660,Dealership-D026,Inverter ECU,722.51,6.1,2,31,0,1,Approved Standard Claim
CLAIM-82661,Dealership-D020,Brake Caliper Kit,7050.92,51.7,3,15,0,-1,High-Risk (Flagged for Audit)
CLAIM-82662,Dealership-D032,Brake Caliper Kit,2577.6,25.8,1,15,0,1,Approved Standard Claim
CLAIM-82663,Dealership-D014,Infotainment Head Unit,1414.93,12.5,3,18,0,1,Approved Standard Claim
CLAIM-82664,Dealership-D022,Turbocharger Assembly,3621.17,31.1,7,22,0,-1,High-Risk (Flagged for Audit)
CLAIM-82665,Dealership-D042,Turbocharger Assembly,2784.5,24.3,3,30,0,1,Approved Standard Claim
CLAIM-82666,Dealership-D042,Transmission Valve Body,2173.75,19.7,2,20,0,1,Approved Standard Claim
CLAIM-82667,Dealership-D031,Inverter ECU,6105.91,44.4,3,26,0,-1,High-Risk (Flagged for Audit)
CLAIM-82668,Dealership-D020,Turbocharger Assembly,5444.57,46.8,3,37,0,-1,High-Risk (Flagged for Audit)
CLAIM-82669,Dealership-D015,Inverter ECU,4561.94,33.8,6,36,0,-1,High-Risk (Flagged for Audit)
CLAIM-82670,Dealership-D003,Infotainment Head Unit,754.76,6.8,3,17,0,1,Approved Standard Claim
CLAIM-82671,Dealership-D012,Brake Caliper Kit,592.88,4.3,5,35,0,1,Approved Standard Claim
CLAIM-82672,Dealership-D020,Infotainment Head Unit,600.83,5.7,2,26,0,1,Approved Standard Claim
CLAIM-82673,Dealership-D031,Infotainment Head Unit,3718.29,38.8,6,18,0,-1,High-Risk (Flagged for Audit)
CLAIM-82674,Dealership-D008,Transmission Valve Body,1656.7,13.4,3,45,0,1,Approved Standard Claim
CLAIM-82675,Dealership-D009,Inverter ECU,1747.17,15.4,4,34,0,1,Approved Standard Claim
CLAIM-82676,Dealership-D033,Inverter ECU,1054.34,8.7,7,28,0,1,Approved Standard Claim
CLAIM-82677,Dealership-D040,Transmission Valve Body,469.23,4.4,2,22,0,1,Approved Standard Claim
CLAIM-82678,Dealership-D021,Inverter ECU,1707.59,12.4,4,25,0,1,Approved Standard Claim
CLAIM-82679,Dealership-D034,Transmission Valve Body,406.66,3.1,2,23,0,1,Approved Standard Claim
CLAIM-82680,Dealership-D029,Inverter ECU,585.13,6.3,2,32,0,1,Approved Standard Claim
CLAIM-82681,Dealership-D015,Turbocharger Assembly,1900.35,19.7,1,6,0,1,Approved Standard Claim
CLAIM-82682,Dealership-D037,Inverter ECU,2601.89,19.4,3,25,0,1,Approved Standard Claim
CLAIM-82683,Dealership-D016,Battery Module,666.97,6.3,3,44,0,1,Approved Standard Claim
CLAIM-82684,Dealership-D022,Brake Caliper Kit,1160.73,10.9,5,10,0,1,Approved Standard Claim
CLAIM-82685,Dealership-D003,Turbocharger Assembly,1469.36,14.1,2,24,0,1,Approved Standard Claim
CLAIM-82686,Dealership-D021,Inverter ECU,4162.88,34.7,1,45,0,-1,High-Risk (Flagged for Audit)
CLAIM-82687,Dealership-D038,Brake Caliper Kit,2860.25,24.8,3,21,0,1,Approved Standard Claim
CLAIM-82688,Dealership-D039,Inverter ECU,2249.23,17.5,3,22,0,1,Approved Standard Claim
CLAIM-82689,Dealership-D029,Battery Module,849.24,8.4,5,46,0,1,Approved Standard Claim
CLAIM-82690,Dealership-D037,Brake Caliper Kit,2365.96,24.7,1,24,0,1,Approved Standard Claim
CLAIM-82691,Dealership-D025,Battery Module,1043.52,7.8,3,44,0,1,Approved Standard Claim
CLAIM-82692,Dealership-D034,Transmission Valve Body,1085.78,11.4,3,41,0,1,Approved Standard Claim
CLAIM-82693,Dealership-D029,Infotainment Head Unit,1664.87,18.0,1,14,0,1,Approved Standard Claim
CLAIM-82694,Dealership-D032,Turbocharger Assembly,419.72,3.0,2,13,0,1,Approved Standard Claim
CLAIM-82695,Dealership-D034,Turbocharger Assembly,1482.01,10.9,1,35,0,1,Approved Standard Claim
CLAIM-82696,Dealership-D028,Battery Module,2152.94,18.1,5,35,0,1,Approved Standard Claim
CLAIM-82697,Dealership-D034,Turbocharger Assembly,6677.71,41.3,4,45,1,-1,High-Risk (Flagged for Audit)
CLAIM-82698,Dealership-D008,Inverter ECU,2049.58,15.8,2,18,0,1,Approved Standard Claim
CLAIM-82699,Dealership-D005,Turbocharger Assembly,1610.77,11.8,3,12,0,1,Approved Standard Claim
CLAIM-82700,Dealership-D021,Infotainment Head Unit,486.9,4.3,5,15,0,1,Approved Standard Claim
