Telemetry_Timestamp_ms,Speed_kmh,Lateral_Acceleration_G,Longitudinal_Accel_G,Active_Wing_Angle_deg,Aerodynamic_Downforce_kg,Tire_Tread_Temp_C
148500,97.8,-0.88,-0.12,6.2,42.0,87.2
148600,271.3,0.91,-0.97,13.3,543.1,101.4
148700,115.3,0.02,-1.16,3.6,43.9,90.7
148800,75.9,0.01,-0.61,2.5,16.3,79.2
148900,66.7,0.29,-0.67,1.7,11.2,77.8
149000,247.1,-0.2,0.94,9.4,349.7,90.3
149100,170.8,0.67,-0.11,8.3,153.6,81.3
149200,178.1,0.25,-0.9,9.0,177.4,87.5
149300,288.9,-0.12,0.19,15.3,687.8,76.5
149400,206.9,-0.23,-0.09,10.6,266.9,79.5
149500,235.6,-0.63,0.73,11.6,370.3,87.8
149600,187.8,-0.61,-0.55,10.3,216.0,83.6
149700,132.4,0.37,0.77,4.2,62.4,86.4
149800,184.6,-0.48,0.29,10.3,208.2,77.0
149900,208.5,-0.78,-0.3,10.0,261.3,84.3
150000,271.6,-0.07,0.48,11.4,487.5,78.8
150100,248.9,-0.1,1.58,11.1,399.1,107.8
150200,212.1,-0.52,0.66,9.3,257.6,84.2
150300,212.2,0.05,-0.17,12.0,308.7,75.8
150400,65.4,0.9,-0.93,4.4,15.7,99.2
150500,63.0,0.01,0.25,0.8,8.5,74.0
150600,193.6,-1.02,0.17,10.0,224.9,90.8
150700,126.6,-2.02,-0.57,7.7,80.5,138.7
150800,108.5,-0.62,0.48,5.1,46.5,84.8
150900,82.6,0.85,-0.15,3.3,21.7,87.0
151000,69.8,-0.26,-0.1,3.8,16.7,78.1
151100,63.2,0.94,1.1,4.1,14.0,103.8
151200,156.5,-0.04,0.28,5.5,100.9,76.4
151300,253.5,-0.04,0.71,13.5,479.6,80.4
151400,265.1,0.46,0.95,14.0,538.4,87.5
151500,228.8,-0.06,-0.1,10.6,327.7,72.1
151600,285.2,1.53,-0.19,17.2,735.0,108.8
151700,201.9,0.48,1.01,13.0,296.2,89.0
151800,243.1,0.37,-0.2,11.8,398.7,75.5
151900,157.2,1.05,-0.08,8.0,127.9,90.2
152000,210.7,-0.34,-0.27,11.6,296.9,79.3
152100,278.4,0.56,-0.41,13.3,572.7,80.9
152200,71.9,-1.08,-0.61,3.9,17.7,98.3
152300,165.7,-0.62,0.57,8.1,142.7,85.2
152400,201.6,-0.85,0.06,10.4,250.7,85.6
152500,206.4,0.43,0.21,10.7,268.4,82.1
152600,175.7,0.36,0.72,9.5,178.0,81.8
152700,149.6,-0.58,-0.27,6.1,97.6,81.7
152800,196.9,0.46,0.31,10.2,235.5,76.7
152900,167.1,0.32,0.79,7.6,139.0,87.5
153000,135.4,-1.02,0.14,8.1,95.5,87.8
153100,127.7,-0.67,1.05,6.5,73.8,98.8
153200,87.5,0.15,0.21,5.8,32.3,73.9
153300,99.3,-0.86,0.36,6.8,45.9,87.4
153400,287.3,0.97,-1.99,14.5,651.8,142.3
153500,229.7,0.06,0.06,8.9,291.8,75.1
153600,164.1,-0.05,-0.66,8.2,141.1,84.4
153700,142.3,-0.9,-0.01,9.3,115.4,84.2
153800,235.2,0.22,0.85,12.8,396.8,82.5
153900,147.2,0.61,-0.22,7.7,109.6,78.4
154000,115.9,0.93,0.21,6.6,61.4,88.4
154100,89.9,-0.59,-0.65,4.2,28.7,89.5
154200,173.2,-0.26,0.54,8.9,166.2,77.7
154300,135.6,-0.33,-0.44,5.2,73.4,81.6
154400,275.9,-0.0,-0.63,13.8,578.7,76.0
154500,133.6,-1.55,-0.94,6.0,77.2,121.2
154600,79.7,-1.36,-1.02,2.4,17.8,112.9
154700,128.5,0.35,-0.54,5.7,69.4,83.6
154800,289.6,-0.74,0.38,11.2,545.9,85.5
154900,219.1,0.13,-0.29,9.4,276.8,78.0
155000,187.5,-0.6,-0.19,7.8,177.8,77.5
155100,121.0,-0.26,-0.34,5.9,62.8,79.9
155200,202.9,0.24,0.52,9.9,245.4,80.4
155300,60.0,0.2,0.51,2.6,10.5,82.2
155400,76.3,-0.73,-0.25,3.7,19.6,81.4
155500,63.7,0.05,0.26,3.6,13.4,77.1
155600,223.8,-0.5,-0.6,12.9,362.5,83.3
155700,268.5,-1.18,0.2,11.2,470.0,95.6
155800,85.8,0.56,0.67,5.5,30.3,86.5
155900,262.7,-1.26,-0.64,12.7,492.4,102.3
156000,245.0,0.1,-0.8,12.4,419.6,83.5
156100,78.6,0.17,-0.77,3.7,20.7,82.7
156200,90.9,-0.07,-0.01,5.3,33.1,70.6
156300,123.6,0.48,-0.37,7.2,73.5,81.3
156400,178.2,0.46,-0.26,8.6,172.0,78.0
156500,195.4,-0.18,-0.45,8.5,204.6,78.7
156600,175.5,-0.23,0.36,7.7,154.6,75.9
156700,269.8,0.68,0.57,13.7,550.1,89.1
156800,114.7,-0.16,0.42,6.6,60.0,75.9
156900,183.1,-0.84,-0.11,6.3,149.6,87.3
157000,137.1,-0.57,-0.09,3.9,64.5,84.2
157100,179.8,0.48,-0.85,7.7,162.9,91.7
157200,113.9,-1.36,-0.12,5.9,55.7,103.2
157300,215.7,-0.67,-0.43,10.7,292.9,79.7
157400,223.6,-0.57,0.09,9.9,297.2,77.3
157500,284.8,-0.9,0.06,16.2,699.7,87.7
157600,64.0,1.0,0.22,2.9,12.4,88.5
157700,191.4,0.47,0.44,11.1,237.1,79.5
157800,191.6,0.56,0.11,7.7,184.9,77.9
157900,125.8,-0.46,-0.65,6.5,71.7,84.7
158000,154.9,-0.57,0.21,8.5,128.7,77.0
158100,132.0,0.06,0.65,7.4,85.2,80.6
158200,176.5,-0.56,-0.61,7.8,158.0,82.5
158300,256.4,0.93,-0.52,11.6,439.1,91.2
158400,212.3,-0.57,-0.64,8.6,243.7,82.7
158500,141.7,-0.95,-1.19,6.0,86.4,110.0
158600,270.5,0.82,0.85,14.0,560.9,92.4
158700,85.5,-0.55,-1.39,5.7,30.6,100.6
158800,117.3,0.62,-0.37,6.7,63.6,79.5
158900,237.3,-0.56,-0.4,11.4,371.4,80.5
159000,193.1,1.62,-0.62,7.1,177.6,116.2
159100,75.4,0.38,0.3,4.2,20.3,72.9
159200,287.8,1.37,0.4,14.0,635.3,103.2
159300,208.4,0.64,0.11,9.9,259.2,80.7
159400,289.1,0.68,0.04,13.7,630.8,77.7
159500,272.1,-0.53,-0.13,12.3,515.1,78.2
159600,262.9,-0.55,0.04,12.5,487.1,76.5
159700,105.0,0.47,-0.22,4.2,39.4,77.5
159800,101.6,1.17,0.41,5.2,41.3,96.3
159900,137.6,0.43,-0.05,5.7,79.8,80.8
160000,217.4,0.88,-0.15,10.0,283.5,86.2
160100,282.3,0.77,-0.03,12.7,569.3,86.4
160200,209.2,0.59,-0.8,10.5,272.0,87.5
160300,248.0,0.5,-0.51,12.4,430.2,83.1
160400,275.5,0.03,-0.15,13.4,564.5,71.6
160500,277.4,0.3,0.29,14.0,591.0,74.8
160600,84.8,-0.23,-0.8,3.4,23.3,88.6
160700,101.5,0.18,-0.31,4.6,38.6,80.1
160800,172.1,0.64,0.35,6.6,134.9,80.1
160900,140.3,-0.12,0.21,7.6,98.3,76.2
161000,153.9,-0.53,-0.28,7.1,113.2,77.2
161100,233.4,0.73,-0.26,9.6,317.7,83.6
161200,218.4,0.62,-0.29,12.3,333.1,78.5
161300,278.1,0.27,-0.51,12.6,548.8,82.6
161400,114.8,0.02,0.75,2.7,38.7,84.3
161500,234.2,-0.33,-0.12,11.1,354.1,78.5
161600,200.9,-0.22,-1.08,7.8,205.3,93.4
161700,217.1,-0.83,0.3,11.9,320.0,84.3
161800,102.9,1.32,0.25,4.2,37.8,98.5
161900,178.7,0.02,0.64,8.8,175.2,81.3
162000,256.6,1.14,0.07,12.5,464.7,95.4
162100,201.8,-0.41,0.5,9.5,236.5,78.0
162200,256.2,0.64,-0.36,10.9,419.1,82.1
162300,89.0,-0.64,0.13,4.1,27.9,78.8
162400,176.4,0.25,-1.0,9.0,173.3,91.4
162500,243.5,-0.69,0.3,11.1,383.1,87.4
162600,278.6,0.26,-0.34,11.5,513.3,76.6
162700,152.1,0.42,-0.21,5.1,90.9,83.5
162800,274.6,-0.07,-0.18,12.6,534.9,75.3
162900,214.1,-0.01,0.32,10.9,291.7,77.4
163000,114.9,0.44,-1.06,6.0,57.1,92.4
163100,269.1,0.17,-0.48,13.3,534.3,79.0
163200,84.7,-0.94,-1.11,5.5,29.5,101.8
163300,123.1,0.59,-0.44,5.5,62.0,86.5
163400,263.3,1.34,0.05,14.4,544.6,102.4
163500,154.1,0.36,-0.52,8.9,132.0,77.9
163600,183.9,1.51,-0.39,8.0,173.9,109.9
163700,163.3,0.07,-0.65,6.8,123.8,77.4
163800,252.1,-0.01,0.02,12.3,441.7,76.4
163900,82.4,-1.4,0.24,3.5,22.2,99.7
164000,198.6,0.9,-0.48,8.6,212.7,84.5
164100,200.8,1.0,-0.5,9.6,235.0,93.3
164200,230.2,0.9,-0.27,11.9,360.6,89.8
164300,113.2,-0.05,0.14,5.9,54.8,74.6
164400,174.9,1.16,0.12,8.6,164.9,90.0
164500,183.7,0.26,0.17,8.5,181.2,77.7
164600,139.7,-0.23,-0.29,6.7,90.3,74.6
164700,76.6,-0.85,1.55,4.2,20.9,116.5
164800,202.3,-1.06,-0.78,10.4,252.1,100.8
164900,74.0,-0.02,-0.31,4.7,20.8,76.6
165000,270.2,-0.78,-0.23,12.7,519.8,84.0
165100,288.7,0.51,-0.34,14.3,652.2,78.6
165200,152.5,0.79,0.2,6.4,104.7,82.6
165300,153.3,0.52,-0.56,7.5,115.9,85.5
165400,259.6,0.79,-0.32,10.7,424.7,84.4
165500,175.3,0.15,-0.02,9.3,174.9,77.9
165600,211.4,-0.06,-0.93,9.1,251.4,85.8
165700,169.1,0.6,1.66,7.6,142.7,119.9
165800,215.2,1.32,0.08,10.5,287.1,99.6
165900,138.3,-0.17,-0.04,7.3,93.1,73.2
166000,217.5,0.45,-0.14,8.9,261.1,77.9
166100,172.7,0.09,-0.9,9.6,174.3,85.2
166200,204.8,0.23,0.32,10.7,264.1,76.7
166300,146.4,1.64,0.07,7.6,107.1,111.6
166400,158.4,-1.35,0.07,7.0,118.4,101.1
166500,64.0,0.35,-0.06,3.1,12.6,76.6
166600,251.1,-0.57,0.12,9.2,358.2,83.5
166700,132.8,-0.06,-0.05,6.7,81.6,79.3
166800,180.6,0.81,-0.12,10.0,196.2,82.3
166900,99.6,-0.14,0.1,4.1,35.0,77.1
167000,143.7,0.53,-0.44,6.5,94.0,85.4
167100,212.5,-0.13,0.55,10.0,270.9,79.3
167200,137.4,0.07,0.98,5.0,73.9,89.0
167300,217.3,0.44,-0.83,9.6,275.4,86.5
167400,151.6,-0.02,0.91,7.0,108.9,84.3
167500,204.2,0.03,0.1,10.8,263.9,74.7
167600,190.5,-0.92,-0.51,10.1,219.6,88.5
167700,261.2,-0.91,0.16,11.9,463.2,84.6
167800,255.5,0.7,0.66,12.4,456.0,83.2
167900,115.9,0.28,-0.45,5.7,56.3,76.6
168000,182.2,0.74,-0.57,7.0,157.2,88.5
168100,213.4,-1.38,0.2,11.2,295.6,106.9
168200,280.8,-0.08,-0.01,15.2,644.6,73.3
168300,187.9,0.03,-0.29,9.2,199.4,80.3
168400,62.0,-0.37,-0.34,3.1,12.0,78.5
168500,230.5,-0.17,0.67,10.9,339.7,88.9
168600,188.8,0.5,0.5,9.3,203.9,80.7
168700,285.9,0.49,0.8,12.6,578.9,89.8
168800,212.7,-1.42,0.43,9.5,261.8,104.2
168900,112.5,0.6,0.36,5.8,53.7,81.6
169000,183.3,-1.42,0.86,8.1,174.6,113.2
169100,257.2,0.45,-0.14,11.1,427.0,76.2
169200,277.4,0.5,-0.51,14.3,599.7,81.3
169300,140.9,-0.62,-0.42,6.5,90.1,81.5
169400,105.3,0.51,0.96,5.2,44.1,95.8
169500,247.4,-0.15,0.63,12.1,420.8,82.2
169600,227.4,0.99,-0.41,12.7,368.1,91.1
169700,137.4,1.02,0.19,8.7,102.7,92.0
169800,156.5,-0.96,0.38,6.8,114.3,91.1
169900,97.1,0.26,0.41,4.4,34.4,77.4
170000,289.9,-0.59,0.12,14.2,652.6,79.6
170100,96.3,-0.25,-1.4,5.5,38.2,101.9
170200,181.5,0.19,1.01,9.4,188.7,91.7
170300,61.8,-0.37,-0.45,3.3,12.2,77.9
170400,75.4,0.29,0.18,4.1,20.1,78.0
170500,127.8,0.97,0.08,6.5,73.8,87.9
170600,210.8,-0.65,0.08,9.5,257.3,78.9
170700,133.3,-0.56,-0.39,8.5,95.3,84.5
170800,105.4,-1.6,0.56,4.7,41.7,113.1
170900,234.2,-0.28,0.04,12.8,393.7,74.1
171000,114.4,0.76,-0.21,7.5,64.7,87.8
171100,92.5,1.11,0.13,4.4,31.3,93.9
171200,61.2,0.4,-0.0,4.0,13.0,77.6
171300,253.1,1.01,0.21,14.6,509.5,94.6
171400,165.5,0.64,0.0,8.6,147.8,82.0
171500,248.3,0.54,0.65,13.0,448.5,89.3
171600,247.7,-1.8,-0.55,13.1,446.7,129.2
171700,65.4,0.59,0.26,2.6,12.4,84.9
171800,130.6,-0.83,-0.03,6.7,78.4,83.4
171900,187.1,-0.42,0.52,8.8,192.6,81.0
172000,102.7,-0.19,0.27,6.5,48.0,74.5
172100,83.5,-0.35,-0.64,5.6,29.0,81.9
172200,196.2,0.81,-0.18,7.5,189.9,85.3
172300,107.5,-0.27,-0.9,6.6,52.9,83.8
172400,147.4,-0.49,-0.87,7.6,108.2,91.3
172500,77.3,-0.17,-0.37,2.4,16.7,79.4
172600,159.6,-0.47,-0.23,7.1,121.7,78.8
172700,230.4,-0.99,0.46,10.4,328.1,87.2
172800,113.8,-0.93,0.62,4.4,47.1,90.7
172900,157.5,0.48,0.23,8.0,128.1,77.9
173000,95.8,-0.17,0.56,3.3,29.1,86.5
173100,231.3,0.23,-0.71,10.2,324.8,78.0
173200,286.1,-0.48,-0.14,14.9,659.7,75.9
173300,149.3,0.17,0.39,8.0,115.3,77.1
173400,273.4,-0.18,-0.81,13.0,542.6,84.1
173500,280.5,-0.26,-0.08,15.0,636.0,77.5
173600,115.7,-0.74,0.04,5.8,56.6,84.4
173700,169.6,-0.55,0.42,6.0,124.6,80.0
173800,240.0,-0.05,1.07,10.5,358.6,90.1
173900,121.0,0.74,-1.34,6.4,65.4,106.8
174000,203.0,1.35,1.0,10.1,249.6,116.1
174100,70.3,-0.3,0.64,2.7,14.5,83.4
174200,160.1,0.53,-0.39,7.7,128.9,76.4
174300,133.5,0.52,-0.06,6.4,80.0,79.5
174400,245.7,0.56,0.31,10.8,382.5,78.6
174500,251.5,0.53,0.03,12.2,437.1,83.2
174600,280.4,-1.93,-0.1,11.3,514.0,128.2
174700,275.5,-0.23,-0.35,14.3,591.7,77.5
174800,279.8,1.1,0.3,14.4,614.4,89.7
174900,223.5,-1.14,0.49,10.6,312.7,100.1
175000,156.1,-0.09,-0.28,7.7,122.9,76.5
175100,74.2,-0.3,-0.51,2.7,16.1,77.7
175200,231.0,0.15,0.36,11.9,362.3,80.8
175300,160.1,-0.26,-0.73,9.0,143.0,84.6
175400,173.7,0.18,-0.35,7.4,147.9,75.2
175500,244.9,0.31,1.33,12.0,408.9,100.9
175600,156.5,-0.02,0.26,5.8,103.6,75.2
175700,73.1,-0.87,0.34,5.6,22.2,85.6
175800,91.5,-0.17,-0.48,3.2,26.3,82.1
175900,88.6,-0.8,0.17,5.1,30.9,87.6
176000,102.4,-0.63,0.14,4.3,37.9,84.6
176100,197.7,0.6,-0.92,8.7,212.6,90.7
176200,201.5,0.02,-0.3,9.5,234.9,72.5
176300,199.2,-0.36,0.03,9.0,222.1,73.5
176400,265.3,0.45,0.19,13.3,519.3,78.4
176500,126.7,-0.54,1.26,5.7,67.5,99.7
176600,85.4,-1.46,0.43,5.8,30.8,104.0
176700,84.7,0.07,0.15,4.2,25.7,70.5
176800,260.8,-0.32,0.32,13.0,495.2,78.5
176900,159.0,-0.58,-0.57,6.0,109.7,81.3
177000,283.7,0.53,0.74,13.4,599.4,85.3
177100,147.3,-0.21,0.7,6.0,94.1,82.2
177200,258.3,0.39,0.19,15.8,562.0,79.4
177300,246.0,0.06,0.25,10.2,368.1,75.8
177400,127.1,-0.06,0.69,3.3,51.7,82.6
177500,239.0,-0.33,0.23,9.8,337.0,74.5
177600,134.2,-0.57,-0.33,4.2,64.0,80.9
177700,204.9,-0.46,0.56,9.3,239.6,87.8
177800,233.6,0.27,-0.57,12.3,380.2,81.9
177900,223.2,-0.19,0.11,10.2,303.0,75.3
178000,258.4,-1.33,0.37,10.6,416.5,103.3
178100,276.8,0.87,-0.1,12.9,554.2,86.2
178200,112.2,-0.41,-1.33,7.9,64.3,103.9
178300,165.2,-1.14,0.78,8.0,141.0,105.5
178400,97.7,0.15,-0.16,3.6,31.4,76.5
178500,183.0,0.64,-0.47,8.4,178.8,81.2
178600,281.8,0.13,-0.07,13.7,598.5,71.7
178700,177.8,0.69,0.41,7.0,149.5,86.8
178800,184.5,-0.38,-0.18,8.6,183.8,77.1
178900,80.4,0.5,-0.4,2.5,18.4,83.7
179000,286.3,-0.58,0.56,13.9,627.9,88.1
179100,108.1,0.16,-0.5,5.4,47.8,77.4
179200,229.2,-0.65,-0.57,12.2,364.6,84.9
179300,154.8,-0.38,-0.46,5.2,95.9,84.4
179400,284.5,0.92,-0.01,13.8,616.6,86.3
179500,113.9,-0.06,0.52,4.8,49.7,78.5
179600,225.8,0.76,1.12,10.9,324.2,104.8
179700,147.2,-0.88,0.48,6.8,101.0,88.7
179800,166.1,0.27,0.12,7.8,140.1,74.5
179900,204.2,-1.8,0.53,7.7,209.9,123.3
180000,288.1,0.92,0.0,13.2,608.6,84.3
180100,227.8,0.59,-0.28,9.8,308.0,83.2
180200,247.8,0.79,-0.25,12.3,427.7,86.9
180300,98.1,-0.42,-0.32,5.1,37.9,80.2
180400,224.9,0.07,-0.26,11.3,332.0,73.2
180500,237.9,1.14,0.62,10.9,361.8,100.5
180600,63.7,-0.26,0.39,2.9,12.2,76.9
180700,150.3,-0.72,-0.42,8.6,122.4,84.1
180800,122.1,-1.37,-0.14,6.3,66.2,101.6
180900,267.1,-1.14,-0.18,13.0,518.5,92.5
181000,85.3,-0.16,0.33,7.1,34.8,79.8
181100,85.2,0.59,0.15,4.9,27.9,79.3
181200,223.9,0.5,0.18,11.3,327.6,82.2
181300,178.7,-0.14,-0.37,10.0,191.6,81.8
181400,74.7,0.45,0.0,3.7,18.6,79.6
181500,256.0,0.75,0.83,14.0,502.6,89.5
181600,236.1,-0.08,-0.87,12.7,398.4,83.5
181700,78.6,-0.55,0.5,4.8,23.7,84.1
181800,212.5,0.39,-0.52,10.2,274.9,81.2
181900,125.0,0.52,-0.72,6.7,72.0,88.1
182000,142.2,-0.23,1.06,8.4,107.6,90.1
182100,252.7,0.64,0.78,10.0,382.2,91.4
182200,247.3,0.58,0.41,10.3,375.6,85.8
182300,146.9,-0.69,-0.06,6.3,96.1,78.1
182400,234.7,-0.13,-0.5,10.7,345.7,78.5
182500,67.2,0.25,-0.04,2.4,12.6,77.9
182600,176.6,0.49,-0.45,8.6,168.9,82.8
182700,252.5,0.33,-0.64,12.4,447.7,80.1
182800,193.0,0.65,0.78,10.6,233.4,89.4
182900,69.0,-1.07,0.46,4.0,16.7,89.3
183000,132.4,-0.46,-0.95,6.5,79.6,84.7
183100,109.9,0.08,0.42,5.7,50.6,74.7
183200,76.2,-0.55,0.33,3.1,18.0,83.1
183300,93.8,0.93,0.22,4.1,31.0,88.0
183400,94.2,0.57,0.54,6.8,41.2,85.5
183500,61.4,-0.43,0.26,3.5,12.4,78.3
183600,149.5,0.23,-0.4,7.2,108.1,78.6
183700,93.6,0.67,0.04,4.3,31.4,83.6
183800,122.6,-0.35,0.98,4.1,52.8,93.6
183900,163.4,-0.41,0.97,9.3,151.8,87.3
184000,71.1,-0.69,0.1,2.8,15.1,84.9
184100,167.9,0.83,0.46,8.3,148.5,86.7
184200,155.0,0.28,-0.7,8.5,128.8,80.6
184300,65.1,0.3,0.49,4.5,15.7,85.2
184400,154.5,-0.86,-0.13,8.6,129.6,89.5
184500,187.5,-0.85,-0.14,9.5,204.1,82.8
184600,97.6,0.76,-0.07,4.9,36.7,77.9
184700,134.0,-1.0,0.72,5.4,73.3,93.5
184800,254.2,0.3,-1.39,10.4,399.6,100.3
184900,257.1,-0.25,0.26,11.7,443.1,73.3
185000,175.0,-0.33,-0.56,9.3,174.6,82.8
185100,166.2,-1.67,0.17,7.4,135.7,115.3
185200,140.4,0.71,-0.59,8.8,107.9,85.0
185300,86.0,0.45,-0.43,6.6,33.9,79.5
185400,143.0,0.25,0.21,8.2,107.3,73.9
185500,248.0,0.35,-0.26,10.8,389.3,78.8
185600,71.2,-0.08,0.44,3.4,16.3,78.4
185700,204.7,-0.45,-0.45,8.6,226.1,81.4
185800,145.2,0.1,1.16,6.5,95.1,92.4
185900,181.8,-0.48,0.12,8.8,182.3,75.0
186000,170.2,0.26,0.58,9.5,167.4,81.8
186100,76.7,0.73,-0.88,3.5,19.3,99.2
186200,228.1,-1.52,0.3,10.4,321.2,106.2
186300,284.5,-0.22,-1.25,14.6,641.6,95.8
186400,208.8,-1.07,0.36,9.1,245.6,91.8
186500,265.1,-0.05,0.55,13.5,525.9,77.2
186600,187.1,-1.27,-0.2,10.8,221.5,99.2
186700,93.5,-1.05,-0.07,4.7,33.0,89.8
186800,264.9,-0.7,0.23,11.7,469.7,81.0
186900,170.6,0.17,0.08,10.2,177.5,78.8
187000,177.0,0.79,-0.25,8.5,168.7,84.9
187100,176.5,0.09,0.76,9.0,174.4,83.7
187200,154.7,0.49,-0.87,6.9,112.1,89.0
187300,178.4,-0.48,0.13,8.9,175.6,82.2
187400,192.6,-0.2,0.17,9.9,221.0,73.0
187500,185.0,-0.29,-0.51,8.8,187.7,78.7
187600,143.8,-0.31,-0.19,7.4,101.5,78.6
187700,114.7,0.6,0.13,4.5,48.4,79.5
187800,256.4,-0.3,0.22,10.2,400.2,77.3
187900,74.9,0.03,0.51,3.9,19.2,78.4
188000,203.1,-0.38,0.97,11.3,270.8,90.0
188100,257.1,0.32,0.36,11.0,423.3,81.8
188200,203.4,-0.75,0.07,9.3,236.6,81.1
188300,253.1,-1.55,0.28,10.7,403.1,108.5
188400,250.5,0.24,-0.41,11.9,426.0,80.3
188500,253.4,-0.08,-0.42,10.7,403.8,79.7
188600,238.1,-0.21,-0.32,11.3,370.6,76.3
188700,102.4,0.42,-0.17,3.8,35.5,77.2
188800,102.3,0.18,-0.37,6.3,46.5,73.3
188900,171.4,0.22,-0.13,8.8,161.5,78.9
189000,189.6,-0.23,0.31,8.1,187.2,74.0
189100,219.7,-0.03,-0.26,11.1,312.4,76.8
189200,257.2,0.09,-0.28,10.8,418.0,75.7
189300,63.9,0.83,0.23,1.9,10.6,82.0
189400,71.9,-0.5,-0.42,2.4,14.6,79.8
189500,120.9,1.25,-0.42,6.7,67.4,96.9
189600,287.3,1.41,0.42,12.0,564.6,104.6
189700,123.2,0.77,0.1,7.2,73.4,86.9
189800,169.9,0.21,0.95,9.8,170.6,91.3
189900,203.9,0.31,-0.25,11.9,282.2,75.6
190000,143.3,-0.8,0.57,9.0,114.5,89.0
190100,222.4,-0.57,-0.15,10.2,300.2,83.3
190200,128.0,-0.46,-0.15,5.8,69.6,80.9
190300,271.7,0.61,-0.36,13.4,549.3,84.8
190400,115.9,0.23,0.02,3.4,43.6,76.8
190500,277.7,0.24,-0.81,14.0,591.0,90.3
190600,194.6,0.32,0.13,11.1,244.3,76.7
190700,137.1,-0.43,-0.06,7.0,89.4,75.5
190800,186.8,-0.99,-1.33,9.2,197.8,115.2
190900,235.6,-0.58,-0.56,10.1,335.0,84.9
191000,206.4,0.44,0.05,7.2,205.4,76.3
191100,221.3,0.94,0.28,10.4,301.7,89.1
191200,246.3,-0.12,-0.34,13.8,460.2,72.8
191300,166.9,1.22,0.46,6.7,128.8,96.9
191400,243.5,0.31,0.03,10.6,371.1,73.2
191500,185.8,0.13,-0.62,8.9,191.1,78.4
191600,85.1,-1.4,0.29,3.3,23.2,106.8
191700,252.2,0.02,0.07,11.9,431.9,74.7
191800,104.6,0.76,-0.74,5.1,43.3,93.7
191900,69.0,-0.22,-0.48,5.1,18.8,80.3
192000,222.7,0.39,-0.55,10.1,299.9,79.9
192100,259.1,0.2,-0.55,14.6,533.6,80.6
192200,183.5,-0.18,0.03,5.2,134.0,71.4
192300,218.9,1.2,1.43,11.6,319.5,128.4
192400,257.1,0.2,-0.22,11.7,444.4,73.9
192500,247.2,-0.55,-0.15,13.6,458.5,77.7
192600,185.7,-0.52,-0.85,7.8,175.7,89.9
192700,120.5,0.25,0.28,5.5,59.8,78.6
192800,200.7,-0.23,0.1,9.2,227.9,74.4
192900,149.2,-0.14,-0.02,7.9,113.5,74.7
193000,70.6,-1.56,0.99,4.0,17.4,123.1
193100,246.2,-0.01,-0.27,11.5,401.7,76.8
193200,221.9,0.39,0.85,10.4,303.8,85.4
193300,288.0,-0.66,0.27,13.7,627.2,83.3
193400,107.7,0.08,0.26,4.1,40.9,76.0
193500,105.1,0.28,0.08,4.4,40.5,79.3
193600,123.3,0.06,-0.58,8.2,79.7,80.0
193700,110.5,-0.29,0.05,4.4,44.6,82.8
193800,269.2,0.19,-0.6,10.9,463.4,78.8
193900,256.0,-0.66,0.52,15.2,535.4,83.9
194000,105.0,-0.16,-0.18,5.7,46.2,72.3
194100,158.4,0.29,0.21,6.5,113.3,80.1
194200,162.5,-0.08,0.15,9.8,156.2,73.2
194300,118.0,0.59,-0.16,5.6,57.8,83.4
194400,156.3,0.46,0.12,8.1,127.1,83.1
194500,79.2,-0.03,-0.65,4.3,22.7,88.3
194600,228.0,1.05,0.13,12.1,357.3,87.6
194700,171.6,-0.33,0.06,9.5,170.1,77.7
194800,228.0,-1.05,-0.63,9.9,310.5,97.4
194900,274.1,-0.17,0.77,14.1,579.4,77.7
195000,179.3,0.78,-0.51,9.3,183.5,86.6
195100,235.0,-0.64,-0.25,9.2,313.5,83.9
195200,235.0,0.09,0.66,11.9,375.6,88.0
195300,112.2,0.25,0.51,6.4,56.6,81.5
195400,130.0,0.22,0.15,7.4,83.1,78.0
195500,261.1,-0.56,-0.63,14.0,522.9,83.9
195600,286.8,0.32,-0.82,15.9,697.6,86.5
195700,158.4,-0.31,-0.01,7.9,128.7,74.1
195800,199.0,0.24,-1.03,7.8,201.3,90.1
195900,123.9,0.2,-0.06,6.8,71.5,77.4
196000,81.6,-0.28,-0.31,4.5,24.5,78.1
196100,188.7,0.14,0.68,10.5,220.5,78.4
196200,196.6,-0.24,0.45,11.0,247.5,83.8
196300,209.8,-0.22,0.67,9.1,247.7,84.5
196400,273.1,0.06,-0.89,12.4,524.0,85.7
196500,202.3,-0.03,0.7,9.0,227.9,84.8
196600,129.4,-0.42,0.11,4.8,64.1,79.1
196700,176.2,1.19,0.82,9.3,177.7,103.5
196800,256.6,-0.2,0.68,10.7,415.6,81.7
196900,106.7,-0.66,-0.77,4.9,43.8,89.1
197000,168.2,0.57,-0.23,8.6,153.5,82.4
197100,132.2,0.5,-0.14,5.9,75.0,76.3
197200,192.6,1.31,0.04,9.9,220.7,102.9
197300,118.9,-0.21,-0.31,4.7,53.2,81.7
197400,271.3,-0.48,0.43,12.8,529.4,80.7
197500,134.0,0.0,-0.03,6.2,79.3,79.4
197600,251.1,0.58,-0.48,15.3,518.6,80.8
197700,249.3,-0.11,0.57,11.6,413.9,78.3
197800,71.4,0.23,-0.14,2.4,14.3,75.1
197900,283.1,-0.79,0.42,12.9,578.2,82.6
198000,219.6,-0.36,0.42,12.6,342.6,78.8
