Packet_Stream_ID,Link_Bandwidth_Mbps,Micro_Burst_Size_kB,Packet_Latency_Microseconds,Gateway_Buffer_Util_pct,Network_QoS_Status
APTIV-ZONAL-3285,6358.2,76.8,496.9,67.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3286,3317.9,140.3,454.0,43.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3287,4208.4,19.1,366.8,40.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3288,6019.3,17.7,365.3,62.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3289,2249.1,144.5,386.7,35.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3290,8490.0,92.2,606.4,87.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3291,3282.2,165.0,462.3,46.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3292,7543.0,61.6,524.1,72.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3293,6540.0,136.6,563.2,71.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3294,3673.5,64.2,396.5,37.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3295,5824.4,174.1,525.5,70.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3296,4996.7,104.4,455.7,53.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3297,4590.8,176.2,560.4,62.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3298,6675.3,61.8,485.9,66.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3299,583.5,95.2,300.6,14.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3300,8777.0,164.6,644.8,97.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3301,8713.0,155.2,656.8,94.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3302,6619.4,59.6,466.4,69.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3303,5204.1,18.5,353.0,47.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3304,8478.8,24.9,498.9,86.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3305,4610.5,33.2,354.7,50.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3306,1338.8,156.2,398.9,31.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3307,450.0,26.4,184.7,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3308,8474.7,80.8,583.2,83.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3309,1571.9,153.0,351.6,29.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3310,4003.7,145.2,462.7,48.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3311,3833.7,134.8,478.9,48.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3312,7839.5,29.9,519.7,74.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3313,3041.2,118.4,453.1,38.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3314,797.4,90.3,243.6,21.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3315,8072.3,71.5,596.8,76.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3316,8626.1,100.2,639.3,86.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3317,2055.6,126.0,359.9,30.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3318,8671.0,37.4,550.1,84.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3319,2603.3,69.0,305.9,28.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3320,8685.8,96.8,596.0,90.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3321,4304.5,41.7,378.5,43.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3322,8106.1,90.2,563.2,86.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3323,8448.3,113.4,641.3,88.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3324,6656.8,16.5,398.3,67.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3325,588.7,169.8,393.9,19.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3326,2773.6,148.5,467.5,40.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3327,4241.5,111.2,471.5,50.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3328,3473.4,106.1,396.2,40.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3329,2489.2,81.8,303.8,25.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3330,1594.5,83.2,338.8,19.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3331,5237.1,103.4,494.4,63.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3332,2317.5,137.8,380.7,34.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3333,1524.4,83.3,297.2,19.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3334,6055.9,32.5,463.6,55.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3335,1177.1,29.3,195.5,14.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3336,5570.2,149.3,562.0,64.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3337,897.0,160.1,318.5,23.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3338,6896.8,44.2,476.7,66.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3339,5416.9,42.0,460.5,50.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3340,7061.6,68.3,545.2,75.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3341,4678.7,16.9,289.8,44.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3342,4238.4,73.2,387.7,47.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3343,2493.0,75.9,328.3,28.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3344,1082.7,154.2,324.4,21.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3345,5062.4,100.2,535.6,56.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3346,2120.8,162.2,372.4,36.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3347,1520.6,48.8,193.7,20.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3348,7082.9,73.0,497.1,64.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3349,5435.5,174.4,532.2,67.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3350,591.9,150.2,350.9,17.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3351,3369.3,115.2,454.0,40.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3352,8254.3,59.0,511.0,80.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3353,2477.7,30.9,347.8,21.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3354,8251.0,155.2,647.9,86.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3355,8030.4,126.3,610.3,86.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3356,4723.8,148.7,493.2,56.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3357,4377.9,26.8,357.9,43.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3358,909.0,162.3,378.9,25.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3359,5748.8,174.3,598.2,65.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3360,2462.2,86.0,384.1,29.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3361,8611.1,16.4,504.8,87.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3362,8024.0,47.4,523.4,78.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3363,1619.5,101.5,379.4,21.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3364,7229.6,22.5,480.7,69.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3365,5081.2,74.1,402.8,55.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3366,4621.0,115.5,474.6,52.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3367,1345.9,85.7,286.4,17.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3368,8290.6,47.8,561.0,77.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3369,8192.1,115.4,618.3,85.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3370,4930.1,39.6,382.7,54.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3371,1446.9,148.3,364.7,30.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3372,2804.5,19.1,197.2,24.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3373,4230.7,117.0,504.0,47.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3374,1533.3,25.6,182.2,14.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3375,5577.6,169.2,557.9,63.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3376,7517.0,122.6,589.8,80.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3377,2598.8,176.3,507.1,36.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3378,8700.9,139.4,643.6,91.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3379,4957.1,134.7,517.4,57.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3380,7337.1,89.7,549.8,74.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3381,7621.4,72.0,546.3,76.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3382,4382.2,95.5,461.5,46.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3383,2579.4,79.9,257.1,32.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3384,2466.4,92.1,332.6,33.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3385,4471.7,34.1,359.4,46.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3386,7627.5,27.1,512.1,75.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3387,3709.8,163.9,507.5,44.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3388,5608.7,24.5,410.7,51.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3389,5696.3,41.2,388.9,58.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3390,4254.3,178.4,495.0,56.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3391,8764.2,61.7,547.4,84.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3392,1350.2,154.0,370.1,23.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3393,4975.6,76.2,441.7,53.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3394,3601.0,115.4,465.2,44.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3395,7690.1,120.9,594.0,79.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3396,4630.7,142.9,478.2,54.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3397,6675.1,85.9,523.8,68.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3398,2191.5,65.4,324.2,23.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3399,2222.8,18.8,255.6,19.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3400,559.8,102.2,287.0,10.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3401,8491.0,155.8,699.0,90.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3402,2387.1,83.5,327.9,27.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3403,3078.4,42.3,328.0,35.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3404,1275.2,91.5,291.0,18.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3405,1593.4,171.8,371.1,30.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3406,5675.8,139.3,564.8,70.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3407,7415.7,140.3,637.2,80.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3408,2851.8,13.2,160.7,30.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3409,742.0,73.1,209.8,13.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3410,2412.7,84.0,320.5,29.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3411,7510.9,67.4,493.6,76.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3412,6848.4,97.0,547.5,70.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3413,6937.3,58.5,485.3,74.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3414,5952.8,149.1,573.9,76.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3415,2555.3,120.8,402.5,33.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3416,2739.8,106.6,335.0,31.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3417,6990.4,161.8,636.8,78.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3418,8355.2,89.3,568.3,89.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3419,4147.0,158.8,508.5,54.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3420,5177.8,42.5,410.5,54.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3421,441.3,146.3,338.9,16.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3422,3296.3,112.8,402.7,40.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3423,5855.9,90.7,537.4,60.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3424,4521.8,104.3,474.4,46.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3425,5744.4,160.4,551.1,67.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3426,3838.0,129.1,410.6,46.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3427,4464.1,109.9,489.8,55.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3428,7249.8,46.7,471.8,69.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3429,3703.2,93.4,361.5,41.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3430,6425.1,47.7,456.7,65.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3431,3170.0,147.6,474.4,47.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3432,6261.7,166.9,579.5,73.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3433,2508.3,64.4,336.0,30.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3434,5162.8,36.5,365.8,50.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3435,8760.1,54.0,636.3,86.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3436,5032.8,78.0,419.0,53.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3437,6811.2,175.0,587.9,74.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3438,883.7,25.4,184.3,10.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3439,8264.8,104.5,641.4,86.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3440,4494.2,100.6,426.2,55.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3441,1119.7,138.0,428.8,22.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3442,8492.6,67.6,535.7,84.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3443,5710.4,40.4,393.3,58.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3444,5038.5,89.5,438.6,57.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3445,4018.6,34.9,291.4,40.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3446,7119.6,39.3,499.5,71.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3447,1547.4,12.7,208.0,13.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3448,3809.1,17.7,315.7,36.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3449,8721.7,67.6,608.1,87.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3450,7184.2,164.0,630.5,79.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3451,6787.5,147.9,609.7,76.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3452,5778.6,115.9,489.2,65.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3453,3726.7,162.9,469.3,45.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3454,6194.4,143.6,549.8,73.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3455,4930.7,113.7,459.2,53.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3456,2257.3,112.9,300.5,31.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3457,6959.6,87.6,528.4,70.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3458,2623.7,64.0,318.3,25.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3459,4517.2,147.3,491.8,52.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3460,3262.8,78.3,347.4,34.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3461,1826.0,94.3,325.5,27.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3462,4161.1,36.3,315.8,38.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3463,2797.4,117.4,331.8,40.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3464,6437.5,55.8,473.4,60.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3465,1403.8,81.7,291.3,24.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3466,5813.2,40.9,469.0,58.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3467,6447.7,168.8,555.6,77.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3468,7471.4,124.0,602.4,77.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3469,7576.4,164.9,670.9,85.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3470,7677.0,27.7,496.2,76.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3471,2442.4,70.4,371.7,26.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3472,6131.0,107.7,516.0,66.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3473,7012.6,70.5,534.5,70.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3474,4703.4,71.0,403.1,50.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3475,3541.5,167.8,478.7,48.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3476,6125.9,142.2,575.0,70.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3477,7374.1,32.6,534.9,70.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3478,5693.8,108.3,555.3,63.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3479,3191.3,160.1,493.0,44.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3480,8796.3,101.2,593.0,93.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3481,5550.2,106.0,494.7,68.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3482,7470.9,144.6,641.6,91.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3483,8671.1,151.4,676.8,96.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3484,7558.2,164.2,673.5,85.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3485,3366.9,162.7,478.4,48.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3486,2709.8,16.9,222.2,30.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3487,7826.9,119.7,637.8,78.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3488,8012.6,164.4,673.8,87.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3489,3599.9,122.5,414.9,41.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3490,7603.0,49.5,456.3,70.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3491,3205.8,132.8,429.8,45.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3492,5353.9,13.7,337.8,53.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3493,2342.9,132.3,361.5,34.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3494,4670.9,96.8,425.9,50.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3495,5873.4,158.4,534.7,67.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3496,8548.0,12.0,457.7,83.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3497,1172.3,167.1,358.9,26.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3498,7147.6,55.9,465.8,64.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3499,5890.9,155.0,549.3,72.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3500,5661.3,172.3,558.3,68.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3501,3715.7,89.5,348.8,41.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3502,2426.5,118.1,381.8,32.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3503,4645.6,127.2,432.3,52.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3504,5765.0,85.7,483.8,60.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3505,3313.7,165.4,443.5,46.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3506,3339.4,144.8,454.2,42.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3507,4013.4,27.2,366.5,43.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3508,3885.3,160.0,448.8,51.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3509,526.6,55.9,171.7,12.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3510,7447.3,37.3,483.0,77.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3511,5490.2,145.9,523.3,65.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3512,2839.4,44.1,227.5,35.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3513,2712.1,67.0,311.9,34.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3514,2645.8,39.4,235.6,32.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3515,8771.2,168.5,759.4,92.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3516,7655.7,155.8,636.1,86.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3517,881.4,137.1,298.1,20.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3518,3776.3,123.2,441.6,43.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3519,2507.1,28.0,250.0,27.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3520,2336.5,21.6,295.5,28.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3521,2174.0,48.3,265.2,20.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3522,1206.7,173.9,401.0,29.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3523,2181.7,178.5,417.0,33.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3524,5573.9,148.4,507.2,60.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3525,7906.5,139.3,650.1,84.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3526,6788.4,68.3,523.0,73.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3527,4710.7,139.9,513.2,57.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3528,3046.5,102.7,365.9,38.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3529,6570.7,37.4,431.8,61.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3530,7289.0,163.9,598.2,86.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3531,1730.4,94.0,342.1,18.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3532,6345.9,131.8,519.6,67.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3533,4598.5,150.3,485.1,60.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3534,6291.6,64.0,492.5,63.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3535,4625.4,12.7,306.6,46.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3536,1651.3,66.8,279.1,22.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3537,5029.2,56.8,394.4,53.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3538,6534.2,33.1,439.9,61.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3539,7446.4,145.9,653.2,83.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3540,1659.2,43.0,219.5,21.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3541,1281.6,114.0,327.7,23.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3542,6919.4,170.5,648.5,76.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3543,6139.4,92.9,478.8,69.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3544,6551.1,15.2,383.8,62.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3545,4591.9,101.4,446.0,55.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3546,7551.7,120.4,556.2,75.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3547,2705.8,101.4,333.7,39.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3548,6676.3,58.1,422.4,70.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3549,6395.2,107.8,534.8,71.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3550,8377.3,66.2,570.1,80.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3551,7873.0,52.6,549.2,84.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3552,6483.2,135.8,591.8,70.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3553,2534.9,155.4,379.7,32.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3554,7255.3,128.8,585.3,75.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3555,6986.5,148.7,612.3,84.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-3556,4290.0,74.9,378.7,47.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3557,5065.4,25.0,354.2,50.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-3558,5816.4,107.3,496.2,62.9,Time-Sensitive Network (TSN) Compliant
