Nevera_Run_ID,Vehicle_Speed_kmh,Lateral_Acceleration_G,Vehicle_Yaw_Rate_deg_s,Left_Right_Torque_Delta_Nm,Inverter_Response_Latency_us,Vectoring_Status
RIMAC-RAWTV-3104,137.8,1.58,22.8,1371.7,172,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3105,273.3,0.72,12.2,568.0,149,Balanced All-Wheel Traction
RIMAC-RAWTV-3106,260.3,-0.41,-7.4,-301.9,119,Balanced All-Wheel Traction
RIMAC-RAWTV-3107,131.0,1.01,14.6,841.5,170,Balanced All-Wheel Traction
RIMAC-RAWTV-3108,246.4,0.24,3.9,251.3,110,Balanced All-Wheel Traction
RIMAC-RAWTV-3109,135.4,0.25,6.0,216.0,126,Balanced All-Wheel Traction
RIMAC-RAWTV-3110,107.6,-1.51,-23.5,-1208.3,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3111,114.5,0.44,5.5,378.5,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3112,303.1,-0.64,-9.8,-566.3,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3113,284.6,0.33,3.8,313.8,129,Balanced All-Wheel Traction
RIMAC-RAWTV-3114,203.3,-0.29,-3.8,-244.1,135,Balanced All-Wheel Traction
RIMAC-RAWTV-3115,296.5,-1.03,-14.9,-889.9,149,Balanced All-Wheel Traction
RIMAC-RAWTV-3116,90.3,1.09,17.3,997.5,165,Balanced All-Wheel Traction
RIMAC-RAWTV-3117,295.4,-0.29,-7.3,-265.5,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3118,221.0,0.54,7.1,424.7,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3119,198.2,-0.22,-3.4,-170.5,127,Balanced All-Wheel Traction
RIMAC-RAWTV-3120,289.0,-0.43,-4.6,-371.6,142,Balanced All-Wheel Traction
RIMAC-RAWTV-3121,192.8,1.13,17.5,929.3,158,Balanced All-Wheel Traction
RIMAC-RAWTV-3122,253.8,1.11,15.6,909.5,159,Balanced All-Wheel Traction
RIMAC-RAWTV-3123,239.7,-0.04,-0.3,-20.6,116,Balanced All-Wheel Traction
RIMAC-RAWTV-3124,307.7,-0.72,-12.0,-647.1,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3125,77.7,0.93,15.5,775.5,153,Balanced All-Wheel Traction
RIMAC-RAWTV-3126,179.9,-0.46,-5.2,-355.7,141,Balanced All-Wheel Traction
RIMAC-RAWTV-3127,272.5,0.22,3.1,156.9,132,Balanced All-Wheel Traction
RIMAC-RAWTV-3128,64.4,-1.03,-16.1,-949.6,153,Balanced All-Wheel Traction
RIMAC-RAWTV-3129,222.8,-0.1,-1.4,-99.3,108,Balanced All-Wheel Traction
RIMAC-RAWTV-3130,231.7,-0.32,-5.3,-266.6,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3131,213.3,-1.11,-15.3,-1010.3,163,Balanced All-Wheel Traction
RIMAC-RAWTV-3132,318.3,-0.1,-0.0,-58.1,115,Balanced All-Wheel Traction
RIMAC-RAWTV-3133,288.3,-1.0,-14.6,-811.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3134,299.5,0.21,4.5,118.3,128,Balanced All-Wheel Traction
RIMAC-RAWTV-3135,143.5,0.4,5.5,305.8,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3136,172.4,1.43,19.9,1258.0,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3137,271.9,-0.73,-10.9,-686.9,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3138,204.0,-1.43,-21.3,-1350.8,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3139,136.3,-0.31,-4.5,-274.9,135,Balanced All-Wheel Traction
RIMAC-RAWTV-3140,139.6,-0.06,-0.9,9.1,106,Balanced All-Wheel Traction
RIMAC-RAWTV-3141,84.4,-1.37,-22.1,-1241.4,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3142,86.9,0.51,7.6,372.8,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3143,302.1,-1.42,-20.2,-1164.4,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3144,88.1,0.45,4.8,338.9,157,Balanced All-Wheel Traction
RIMAC-RAWTV-3145,284.1,1.29,21.2,1097.8,153,Balanced All-Wheel Traction
RIMAC-RAWTV-3146,112.3,0.41,6.3,359.5,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3147,167.8,1.23,17.6,1135.8,157,Balanced All-Wheel Traction
RIMAC-RAWTV-3148,78.6,-1.48,-22.5,-1305.8,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3149,150.0,-0.47,-7.4,-426.6,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3150,211.2,-0.72,-10.1,-663.6,161,Balanced All-Wheel Traction
RIMAC-RAWTV-3151,127.7,0.29,7.0,248.1,135,Balanced All-Wheel Traction
RIMAC-RAWTV-3152,241.6,1.23,17.1,945.2,180,Balanced All-Wheel Traction
RIMAC-RAWTV-3153,77.0,-0.04,-1.8,-76.4,108,Balanced All-Wheel Traction
RIMAC-RAWTV-3154,226.2,1.45,22.0,1231.9,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3155,292.3,0.89,13.4,763.9,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3156,194.7,0.44,5.8,341.4,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3157,122.1,-1.57,-23.2,-1290.9,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3158,93.9,-1.39,-21.1,-1190.8,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3159,72.3,-0.94,-11.9,-775.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3160,66.5,0.65,9.3,531.2,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3161,281.6,-1.48,-21.3,-1274.0,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3162,233.8,0.65,8.2,567.1,133,Balanced All-Wheel Traction
RIMAC-RAWTV-3163,212.3,-1.46,-20.9,-1256.1,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3164,88.8,0.58,7.6,441.0,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3165,245.2,0.6,10.1,481.8,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3166,288.0,0.26,3.7,348.0,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3167,301.9,0.84,13.2,638.3,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3168,196.2,-1.59,-23.5,-1291.5,194,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3169,182.9,-1.23,-16.8,-964.7,169,Balanced All-Wheel Traction
RIMAC-RAWTV-3170,318.7,-0.39,-4.7,-304.1,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3171,114.8,-1.45,-21.0,-1181.7,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3172,161.8,-1.03,-14.6,-834.3,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3173,132.6,1.45,20.8,1192.5,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3174,73.1,0.19,3.7,74.1,142,Balanced All-Wheel Traction
RIMAC-RAWTV-3175,186.7,-0.07,-1.5,-70.0,120,Balanced All-Wheel Traction
RIMAC-RAWTV-3176,93.4,0.65,8.0,570.7,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3177,208.1,-0.82,-13.1,-731.7,126,Balanced All-Wheel Traction
RIMAC-RAWTV-3178,297.7,0.33,4.3,259.9,122,Balanced All-Wheel Traction
RIMAC-RAWTV-3179,103.9,1.58,20.5,1286.1,196,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3180,239.2,0.32,3.2,262.2,125,Balanced All-Wheel Traction
RIMAC-RAWTV-3181,140.8,-0.73,-10.0,-665.6,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3182,121.9,-0.44,-7.7,-363.9,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3183,252.8,-1.21,-20.2,-1021.1,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3184,190.1,0.8,10.1,710.2,147,Balanced All-Wheel Traction
RIMAC-RAWTV-3185,189.0,-1.2,-17.2,-1052.8,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3186,260.1,1.24,16.1,1078.2,154,Balanced All-Wheel Traction
RIMAC-RAWTV-3187,305.9,1.44,20.4,1237.6,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3188,220.6,-0.11,-1.9,-74.0,132,Balanced All-Wheel Traction
RIMAC-RAWTV-3189,90.3,0.46,8.7,359.7,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3190,308.3,0.3,3.8,327.3,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3191,177.9,1.57,21.6,1332.3,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3192,103.7,-0.78,-11.3,-708.3,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3193,249.3,-0.79,-11.5,-701.4,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3194,251.2,-0.78,-11.4,-588.2,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3195,317.6,-0.88,-15.4,-676.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-3196,155.5,0.64,11.0,572.0,138,Balanced All-Wheel Traction
RIMAC-RAWTV-3197,276.6,0.2,1.0,183.5,125,Balanced All-Wheel Traction
RIMAC-RAWTV-3198,134.2,1.45,21.1,1284.2,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3199,258.3,0.98,13.8,842.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3200,130.2,-0.76,-9.7,-678.0,145,Balanced All-Wheel Traction
RIMAC-RAWTV-3201,227.3,1.28,18.5,1051.5,163,Balanced All-Wheel Traction
RIMAC-RAWTV-3202,281.2,-0.23,-2.7,-176.9,121,Balanced All-Wheel Traction
RIMAC-RAWTV-3203,117.6,-0.87,-8.9,-804.3,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3204,157.1,-0.76,-13.6,-704.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3205,189.2,0.52,8.2,522.9,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3206,64.9,-0.46,-6.5,-432.3,111,Balanced All-Wheel Traction
RIMAC-RAWTV-3207,256.7,-0.98,-15.2,-900.9,164,Balanced All-Wheel Traction
RIMAC-RAWTV-3208,151.3,-0.15,-3.2,-95.9,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3209,261.4,1.09,16.9,856.4,175,Balanced All-Wheel Traction
RIMAC-RAWTV-3210,150.7,1.4,21.3,1161.8,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3211,267.6,-0.5,-6.4,-379.3,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3212,300.6,1.15,15.2,1016.5,175,Balanced All-Wheel Traction
RIMAC-RAWTV-3213,112.4,0.7,9.8,612.9,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3214,237.5,-1.05,-14.5,-956.5,153,Balanced All-Wheel Traction
RIMAC-RAWTV-3215,236.8,-1.55,-21.3,-1330.7,192,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3216,143.5,-0.61,-10.3,-485.4,125,Balanced All-Wheel Traction
RIMAC-RAWTV-3217,109.0,-0.17,-3.2,-138.6,117,Balanced All-Wheel Traction
RIMAC-RAWTV-3218,299.9,-0.18,-4.4,-170.7,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3219,209.9,-0.83,-11.4,-707.8,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3220,125.0,0.01,-0.4,-14.4,112,Balanced All-Wheel Traction
RIMAC-RAWTV-3221,243.2,1.08,16.9,816.5,162,Balanced All-Wheel Traction
RIMAC-RAWTV-3222,94.7,1.05,14.9,926.2,165,Balanced All-Wheel Traction
RIMAC-RAWTV-3223,114.9,-1.04,-17.7,-901.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3224,305.7,-0.37,-4.9,-251.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3225,256.1,0.8,12.3,699.6,149,Balanced All-Wheel Traction
RIMAC-RAWTV-3226,298.0,-0.93,-13.8,-811.0,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3227,136.3,0.4,7.6,327.8,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3228,184.5,-0.01,-1.6,-23.5,138,Balanced All-Wheel Traction
RIMAC-RAWTV-3229,216.6,1.08,15.3,887.2,154,Balanced All-Wheel Traction
RIMAC-RAWTV-3230,252.8,-1.39,-20.5,-1199.7,181,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3231,108.2,0.37,6.4,310.4,142,Balanced All-Wheel Traction
RIMAC-RAWTV-3232,137.6,1.34,19.8,1102.0,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3233,67.4,-0.26,-2.9,-289.7,137,Balanced All-Wheel Traction
RIMAC-RAWTV-3234,286.6,-0.23,-0.4,-183.7,128,Balanced All-Wheel Traction
RIMAC-RAWTV-3235,297.8,-1.07,-16.1,-899.7,149,Balanced All-Wheel Traction
RIMAC-RAWTV-3236,288.1,0.96,12.2,807.0,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3237,60.6,1.08,15.8,926.5,157,Balanced All-Wheel Traction
RIMAC-RAWTV-3238,209.0,1.51,20.6,1307.6,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3239,264.9,0.07,1.7,31.6,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3240,178.8,-1.21,-17.9,-1032.8,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3241,258.2,-1.33,-19.3,-1117.5,154,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3242,88.3,1.04,15.2,848.0,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3243,142.7,1.03,15.1,862.3,157,Balanced All-Wheel Traction
RIMAC-RAWTV-3244,83.9,-0.57,-7.2,-503.3,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3245,186.1,-0.12,-0.9,-68.8,135,Balanced All-Wheel Traction
RIMAC-RAWTV-3246,270.1,0.91,9.6,815.8,161,Balanced All-Wheel Traction
RIMAC-RAWTV-3247,291.7,0.23,2.3,187.9,138,Balanced All-Wheel Traction
RIMAC-RAWTV-3248,183.1,-1.31,-19.1,-1115.0,182,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3249,121.9,-1.28,-20.5,-1056.5,164,Balanced All-Wheel Traction
RIMAC-RAWTV-3250,215.6,-0.58,-7.0,-505.6,145,Balanced All-Wheel Traction
RIMAC-RAWTV-3251,222.9,-0.26,-4.5,-274.5,127,Balanced All-Wheel Traction
RIMAC-RAWTV-3252,133.7,-0.22,-3.8,-264.6,103,Balanced All-Wheel Traction
RIMAC-RAWTV-3253,263.0,1.46,21.6,1235.2,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3254,147.9,-0.67,-11.9,-577.9,153,Balanced All-Wheel Traction
RIMAC-RAWTV-3255,181.0,-0.95,-12.8,-878.5,162,Balanced All-Wheel Traction
RIMAC-RAWTV-3256,247.2,0.29,4.3,203.6,124,Balanced All-Wheel Traction
RIMAC-RAWTV-3257,168.8,-1.4,-21.0,-1191.2,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3258,253.9,-1.34,-18.9,-1090.3,155,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3259,311.3,-1.51,-19.3,-1322.4,190,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3260,259.6,-1.3,-18.0,-1052.5,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3261,239.5,-1.16,-16.2,-973.9,152,Balanced All-Wheel Traction
RIMAC-RAWTV-3262,256.8,-1.16,-18.7,-1003.6,172,Balanced All-Wheel Traction
RIMAC-RAWTV-3263,283.7,-1.5,-22.5,-1272.9,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3264,192.4,-0.41,-5.4,-246.3,126,Balanced All-Wheel Traction
RIMAC-RAWTV-3265,89.8,-0.92,-13.3,-714.9,142,Balanced All-Wheel Traction
RIMAC-RAWTV-3266,76.8,-1.46,-20.7,-1306.6,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3267,220.4,-0.91,-13.0,-752.8,119,Balanced All-Wheel Traction
RIMAC-RAWTV-3268,105.5,0.81,11.2,690.4,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3269,131.2,0.21,4.2,167.7,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3270,301.0,1.18,19.1,976.4,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3271,76.4,-1.5,-22.4,-1221.9,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3272,177.3,-0.54,-10.4,-508.0,144,Balanced All-Wheel Traction
RIMAC-RAWTV-3273,122.5,0.39,6.6,336.5,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3274,66.5,-0.33,-4.7,-379.0,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3275,96.0,1.44,19.5,1175.5,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3276,200.2,0.01,-0.4,-63.2,120,Balanced All-Wheel Traction
RIMAC-RAWTV-3277,208.2,-0.74,-10.5,-641.1,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3278,100.4,-0.74,-12.1,-608.3,121,Balanced All-Wheel Traction
RIMAC-RAWTV-3279,179.7,0.4,6.1,280.8,142,Balanced All-Wheel Traction
RIMAC-RAWTV-3280,169.4,-1.38,-17.9,-1191.5,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3281,288.4,0.41,6.6,350.3,147,Balanced All-Wheel Traction
RIMAC-RAWTV-3282,69.3,0.86,13.5,744.5,145,Balanced All-Wheel Traction
RIMAC-RAWTV-3283,275.1,-1.18,-17.4,-989.6,170,Balanced All-Wheel Traction
RIMAC-RAWTV-3284,182.7,-0.66,-9.8,-541.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3285,72.1,-0.38,-4.6,-291.2,114,Balanced All-Wheel Traction
RIMAC-RAWTV-3286,303.5,0.36,5.8,388.6,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3287,297.0,1.13,16.7,980.1,170,Balanced All-Wheel Traction
RIMAC-RAWTV-3288,91.9,-0.5,-7.2,-419.2,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3289,144.7,0.22,4.6,170.6,130,Balanced All-Wheel Traction
RIMAC-RAWTV-3290,143.2,0.92,14.5,790.6,163,Balanced All-Wheel Traction
RIMAC-RAWTV-3291,310.4,-1.13,-15.6,-928.2,159,Balanced All-Wheel Traction
RIMAC-RAWTV-3292,127.8,1.36,18.1,1106.5,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3293,292.6,0.37,3.9,348.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3294,125.5,0.45,8.7,420.4,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3295,93.2,0.59,9.7,507.9,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3296,193.8,-1.21,-17.4,-1120.5,158,Balanced All-Wheel Traction
RIMAC-RAWTV-3297,129.2,0.38,5.3,287.2,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3298,116.0,0.66,9.4,624.7,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3299,245.4,0.41,7.4,309.6,133,Balanced All-Wheel Traction
RIMAC-RAWTV-3300,171.8,-0.72,-11.0,-536.9,149,Balanced All-Wheel Traction
RIMAC-RAWTV-3301,117.0,0.9,12.4,783.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3302,78.6,1.23,17.2,1036.0,176,Balanced All-Wheel Traction
RIMAC-RAWTV-3303,299.8,1.29,18.6,1087.4,175,Balanced All-Wheel Traction
RIMAC-RAWTV-3304,247.0,1.35,19.9,1151.5,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3305,227.2,1.4,20.2,1237.1,150,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3306,318.5,0.47,7.7,486.8,122,Balanced All-Wheel Traction
RIMAC-RAWTV-3307,263.0,0.44,4.5,383.5,138,Balanced All-Wheel Traction
RIMAC-RAWTV-3308,152.6,0.75,12.6,722.2,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3309,266.7,-0.2,-1.4,-124.7,129,Balanced All-Wheel Traction
RIMAC-RAWTV-3310,146.2,0.05,0.3,75.7,109,Balanced All-Wheel Traction
RIMAC-RAWTV-3311,240.0,0.62,9.9,550.9,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3312,156.3,0.93,11.8,761.0,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3313,64.7,0.98,11.8,822.1,164,Balanced All-Wheel Traction
RIMAC-RAWTV-3314,62.1,1.11,17.2,926.2,172,Balanced All-Wheel Traction
RIMAC-RAWTV-3315,124.6,1.51,20.3,1283.5,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3316,204.3,-0.68,-8.2,-582.0,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3317,127.2,-0.38,-2.8,-315.9,144,Balanced All-Wheel Traction
RIMAC-RAWTV-3318,217.1,1.56,21.9,1228.6,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3319,240.9,-0.93,-15.1,-751.6,161,Balanced All-Wheel Traction
RIMAC-RAWTV-3320,298.2,-0.44,-5.6,-361.3,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3321,153.1,0.24,2.7,154.7,131,Balanced All-Wheel Traction
RIMAC-RAWTV-3322,282.9,1.46,18.8,1171.1,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3323,247.0,1.28,18.2,1137.3,179,Balanced All-Wheel Traction
RIMAC-RAWTV-3324,236.2,-1.4,-18.1,-1186.2,151,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3325,169.1,1.26,16.0,1137.1,164,Balanced All-Wheel Traction
RIMAC-RAWTV-3326,173.3,-0.75,-11.3,-581.3,147,Balanced All-Wheel Traction
RIMAC-RAWTV-3327,146.6,1.22,19.9,1110.0,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3328,273.4,0.86,12.5,726.4,151,Balanced All-Wheel Traction
RIMAC-RAWTV-3329,218.4,-1.15,-18.8,-1007.9,165,Balanced All-Wheel Traction
RIMAC-RAWTV-3330,244.9,-1.32,-20.6,-1139.3,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3331,64.8,-1.34,-20.6,-1138.7,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3332,306.8,0.56,7.5,440.2,141,Balanced All-Wheel Traction
RIMAC-RAWTV-3333,227.2,-0.87,-11.0,-764.9,148,Balanced All-Wheel Traction
RIMAC-RAWTV-3334,87.8,0.53,7.4,404.7,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3335,149.0,-0.97,-12.7,-842.5,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3336,267.9,1.32,19.1,1046.8,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3337,301.8,-0.23,-3.5,-199.6,138,Balanced All-Wheel Traction
RIMAC-RAWTV-3338,176.4,-1.43,-20.9,-1171.6,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3339,111.2,-0.04,-1.3,-29.1,132,Balanced All-Wheel Traction
RIMAC-RAWTV-3340,259.6,-0.59,-8.0,-483.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3341,120.8,-0.52,-6.6,-453.4,128,Balanced All-Wheel Traction
RIMAC-RAWTV-3342,177.7,-0.27,-3.3,-245.7,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3343,264.6,-1.01,-14.3,-869.0,179,Balanced All-Wheel Traction
RIMAC-RAWTV-3344,317.1,0.66,8.5,606.2,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3345,69.1,-1.57,-23.7,-1391.1,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3346,120.1,-0.04,0.4,-55.2,136,Balanced All-Wheel Traction
RIMAC-RAWTV-3347,238.3,0.79,11.2,676.1,144,Balanced All-Wheel Traction
RIMAC-RAWTV-3348,230.4,0.43,6.7,316.3,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3349,103.8,-1.46,-22.0,-1258.3,187,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3350,243.2,-1.34,-18.9,-1030.6,137,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3351,201.6,1.59,21.1,1395.7,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3352,264.1,0.74,10.4,631.6,143,Balanced All-Wheel Traction
RIMAC-RAWTV-3353,194.1,0.06,1.2,77.3,124,Balanced All-Wheel Traction
RIMAC-RAWTV-3354,114.2,-1.33,-20.2,-1054.6,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3355,173.9,0.46,6.8,473.3,129,Balanced All-Wheel Traction
RIMAC-RAWTV-3356,262.8,-0.27,-3.8,-192.5,127,Balanced All-Wheel Traction
RIMAC-RAWTV-3357,173.6,0.73,9.8,622.6,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3358,299.9,-1.22,-18.8,-979.7,169,Balanced All-Wheel Traction
RIMAC-RAWTV-3359,283.8,0.8,10.5,642.4,146,Balanced All-Wheel Traction
RIMAC-RAWTV-3360,306.9,-1.24,-18.1,-1071.2,166,Balanced All-Wheel Traction
RIMAC-RAWTV-3361,233.7,-0.41,-8.4,-370.4,124,Balanced All-Wheel Traction
RIMAC-RAWTV-3362,207.3,-0.7,-9.7,-641.8,150,Balanced All-Wheel Traction
RIMAC-RAWTV-3363,311.2,1.06,15.6,856.1,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3364,317.5,1.52,23.4,1271.8,181,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3365,249.8,-1.53,-20.6,-1234.7,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3366,91.2,-0.01,1.5,-10.3,97,Balanced All-Wheel Traction
RIMAC-RAWTV-3367,290.6,-0.82,-12.7,-604.2,160,Balanced All-Wheel Traction
RIMAC-RAWTV-3368,82.2,-0.15,-1.1,-93.3,140,Balanced All-Wheel Traction
RIMAC-RAWTV-3369,209.0,-1.46,-21.7,-1261.8,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3370,239.2,-0.39,-4.4,-306.2,133,Balanced All-Wheel Traction
RIMAC-RAWTV-3371,133.1,0.33,5.0,270.1,122,Balanced All-Wheel Traction
RIMAC-RAWTV-3372,194.2,0.19,4.5,200.0,134,Balanced All-Wheel Traction
RIMAC-RAWTV-3373,286.2,-0.47,-7.0,-402.3,155,Balanced All-Wheel Traction
RIMAC-RAWTV-3374,72.7,0.2,4.6,180.4,129,Balanced All-Wheel Traction
RIMAC-RAWTV-3375,67.1,1.15,16.5,1049.8,171,Balanced All-Wheel Traction
RIMAC-RAWTV-3376,199.2,-1.46,-18.4,-1263.7,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-3377,103.5,0.7,9.1,585.1,157,Balanced All-Wheel Traction
RIMAC-RAWTV-3378,80.8,-1.2,-16.3,-1016.6,199,Balanced All-Wheel Traction
RIMAC-RAWTV-3379,307.0,-0.78,-10.6,-712.4,126,Balanced All-Wheel Traction
